time,Dallas,pts.away,score,pts.home,Memphis
0:06.0,,,22-27,3,T. Daniels makes 3-pt shot from 24 ft (assist by B. Wright)
0:01.0,D. Harris misses 3-pt shot from 28 ft (block by A. Harrison),,22-27,,
0:00.0,Offensive rebound by Team,,22-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,,,22-29,2,Z. Randolph makes 2-pt shot from 2 ft
11:44.0,,,22-29,,Shooting foul by S. Mejri (drawn by Z. Randolph)
11:44.0,,,22-30,1,Z. Randolph makes free throw 1 of 1
11:44.0,D. Powell enters the game for J. Uthoff,,22-29,,
11:32.0,D. Powell misses 3-pt shot from 25 ft,,22-30,,
11:32.0,Offensive rebound by Team,,22-30,,
11:32.0,,,22-30,,Loose ball foul by T. Daniels (drawn by D. Liggins)
11:25.0,D. Harris makes 2-pt shot from 1 ft,2,24-30,,
11:09.0,,,24-30,,A. Harrison misses 3-pt shot from 25 ft
11:08.0,,,24-30,,Offensive rebound by T. Daniels
10:53.0,,,24-30,,T. Daniels misses 2-pt shot from 21 ft
10:52.0,,,24-30,,Offensive rebound by B. Wright
10:45.0,,,24-30,,A. Harrison misses 3-pt shot from 25 ft
10:45.0,Defensive rebound by D. Liggins,,24-30,,
10:27.0,Shooting foul by B. Wright (drawn by D. Powell),,24-30,,
10:27.0,D. Powell makes free throw 1 of 2,1,25-30,,
10:27.0,D. Powell makes free throw 2 of 2,1,26-30,,
10:27.0,Y. Ferrell enters the game for D. Harris,,25-30,,
10:10.0,Personal block foul by S. Mejri (drawn by Z. Randolph),,26-30,,
10:10.0,N. Brussino enters the game for D. Finney-Smith,,26-30,,
9:59.0,,,26-32,2,Z. Randolph makes 2-pt shot from 18 ft
9:39.0,D. Liggins misses 3-pt shot from 25 ft,,26-32,,
9:38.0,,,26-32,,Defensive rebound by Z. Randolph
9:26.0,,,26-32,,Z. Randolph misses 3-pt shot from 25 ft
9:26.0,Defensive rebound by N. Brussino,,26-32,,
9:10.0,,,26-32,,Def 3 sec tech foul by W. Selden
9:10.0,N. Brussino makes technical free throw,1,27-32,,
9:10.0,,,27-32,,M. Conley enters the game for A. Harrison
9:04.0,Y. Ferrell makes 2-pt shot from 8 ft,2,29-32,,
8:46.0,,,29-32,,Shooting foul by S. Mejri (drawn by M. Conley)
8:46.0,,,29-32,,Memphis full timeout
8:46.0,,,29-33,1,M. Conley makes free throw 1 of 2
8:46.0,,,29-34,1,M. Conley makes free throw 2 of 2
8:46.0,,,29-32,,M. Gasol enters the game for B. Wright
8:46.0,N. Noel enters the game for S. Mejri,,29-32,,
8:35.0,Turnover by D. Powell (bad pass),,29-34,,
8:15.0,,,29-36,2,W. Selden makes 2-pt shot from 7 ft
8:01.0,D. Powell misses 3-pt shot from 26 ft,,29-36,,
8:00.0,,,29-36,,Defensive rebound by M. Conley
7:54.0,,,29-38,2,W. Selden makes 2-pt shot from 1 ft (assist by M. Conley)
7:52.0,Dallas full timeout,,29-38,,
7:52.0,D. Harris enters the game for D. Liggins,,29-38,,
7:35.0,D. Harris misses 3-pt shot from 24 ft,,29-38,,
7:34.0,Offensive rebound by D. Powell,,29-38,,
7:21.0,Y. Ferrell misses 2-pt shot from 21 ft,,29-38,,
7:21.0,,,29-38,,Defensive rebound by M. Gasol
7:18.0,,,29-38,,Turnover by M. Gasol (bad pass; steal by Y. Ferrell)
7:08.0,N. Noel makes 2-pt shot at rim (assist by D. Harris),2,31-38,,
6:50.0,,,31-38,,Turnover by M. Gasol (lost ball; steal by D. Harris)
6:44.0,Turnover by D. Harris (lost ball),,31-38,,
6:44.0,,,31-38,,V. Carter enters the game for W. Selden
6:36.0,,,31-38,,Offensive foul by Z. Randolph
6:36.0,,,31-38,,Turnover by Z. Randolph (offensive foul)
6:36.0,,,31-38,,J. Green enters the game for Z. Randolph
6:23.0,D. Powell misses 3-pt shot from 22 ft,,31-38,,
6:22.0,,,31-38,,Defensive rebound by V. Carter
6:15.0,,,31-41,3,M. Gasol makes 3-pt shot from 25 ft (assist by V. Carter)
5:53.0,N. Noel makes 2-pt shot at rim (assist by D. Harris),2,33-41,,
5:34.0,,,33-43,2,M. Gasol makes 2-pt shot from 6 ft (assist by M. Conley)
5:22.0,,,33-43,,Personal foul by V. Carter (drawn by N. Brussino)
5:09.0,Shooting foul by V. Carter (drawn by N. Brussino),,33-43,,
5:09.0,N. Brussino makes free throw 1 of 2,1,34-43,,
5:09.0,N. Brussino makes free throw 2 of 2,1,35-43,,
4:53.0,,,35-43,,Turnover by T. Daniels (lost ball; steal by N. Brussino)
4:53.0,,,35-43,,Personal take foul by T. Daniels (drawn by Y. Ferrell)
4:53.0,Y. Ferrell misses free throw 1 of 2,,35-43,,
4:53.0,Offensive rebound by Team,,35-43,,
4:53.0,Y. Ferrell makes free throw 2 of 2,1,36-43,,
4:53.0,,,35-43,,W. Selden enters the game for T. Daniels
4:41.0,,,36-43,,M. Gasol misses 2-pt shot from 6 ft
4:39.0,Defensive rebound by N. Brussino,,36-43,,
4:27.0,N. Brussino makes 3-pt shot from 25 ft (assist by Y. Ferrell),3,39-43,,
4:10.0,,,39-43,,M. Conley misses 3-pt shot from 24 ft
4:10.0,Defensive rebound by D. Powell,,39-43,,
3:57.0,D. Harris makes 2-pt shot at rim,2,41-43,,
3:49.0,,,41-43,,Memphis full timeout
3:36.0,,,41-46,3,M. Conley makes 3-pt shot from 25 ft (assist by M. Gasol)
3:19.0,Turnover by N. Brussino (traveling),,41-46,,
3:19.0,,,41-46,,B. Wright enters the game for J. Green
3:10.0,,,41-46,,Shooting foul by N. Brussino (drawn by B. Wright)
3:10.0,,,41-47,1,B. Wright makes free throw 1 of 2
3:10.0,,,41-48,1,B. Wright makes free throw 2 of 2
3:10.0,D. Finney-Smith enters the game for N. Brussino,,41-47,,
3:10.0,D. Liggins enters the game for N. Noel,,41-47,,
2:49.0,D. Harris makes 2-pt shot at rim (assist by Y. Ferrell),2,43-48,,
2:36.0,Personal foul by D. Liggins (drawn by V. Carter),,43-48,,
2:36.0,,,43-49,1,V. Carter makes free throw 1 of 2
2:36.0,,,43-50,1,V. Carter makes free throw 2 of 2
2:22.0,D. Finney-Smith misses 2-pt shot from 6 ft (block by M. Gasol),,43-50,,
2:22.0,Offensive rebound by Team,,43-50,,
2:22.0,,,43-50,,Inbound foul by W. Selden
2:22.0,Y. Ferrell makes free throw 1 of 1,1,44-50,,
2:15.0,D. Harris misses 2-pt shot from 1 ft,,44-50,,
2:14.0,,,44-50,,Defensive rebound by M. Gasol
2:07.0,,,44-50,,M. Conley misses 3-pt shot from 22 ft
2:05.0,Defensive rebound by D. Finney-Smith,,44-50,,
1:50.0,D. Liggins makes 2-pt shot from 1 ft (assist by D. Harris),2,46-50,,
1:32.0,,,46-50,,Shooting foul by Y. Ferrell (drawn by M. Conley)
1:32.0,,,46-51,1,M. Conley makes free throw 1 of 2
1:32.0,,,46-51,,M. Conley misses free throw 2 of 2
1:32.0,N. Noel enters the game for D. Harris,,46-51,,
1:31.0,Defensive rebound by N. Noel,,46-51,,
1:14.0,Y. Ferrell misses 3-pt shot from 24 ft,,46-51,,
1:12.0,,,46-51,,Defensive rebound by B. Wright
1:03.0,,,46-53,2,M. Gasol makes 2-pt shot from 7 ft (assist by V. Carter)
1:02.0,Dallas full timeout,,46-53,,
1:02.0,N. Brussino enters the game for D. Finney-Smith,,46-53,,
0:54.0,Turnover by Y. Ferrell (traveling),,46-53,,
0:34.0,,,46-55,2,M. Conley makes 2-pt shot from 1 ft
0:23.0,D. Powell misses 3-pt shot from 25 ft,,46-55,,
0:22.0,Offensive rebound by N. Brussino,,46-55,,
0:02.0,Y. Ferrell misses 2-pt shot from 21 ft,,46-55,,
0:02.0,,,46-55,,Defensive rebound by M. Conley
0:01.0,,,46-55,,M. Conley misses 3-pt shot from 67 ft
0:00.0,,,46-55,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,,,46-57,2,M. Gasol makes 2-pt shot from 18 ft (assist by V. Carter)
11:15.0,,,46-57,,Personal foul by A. Harrison (drawn by Y. Ferrell)
11:06.0,D. Powell misses 2-pt shot from 17 ft,,46-57,,
11:06.0,,,46-57,,Defensive rebound by J. Green
10:53.0,Personal foul by D. Powell (drawn by M. Gasol),,46-57,,
10:44.0,,,46-57,,Turnover by V. Carter (bad pass; steal by D. Finney-Smith)
10:34.0,D. Powell misses 3-pt shot from 24 ft,,46-57,,
10:33.0,,,46-57,,Defensive rebound by M. Gasol
10:24.0,,,46-57,,J. Green misses 3-pt shot from 25 ft
10:22.0,Defensive rebound by D. Finney-Smith,,46-57,,
10:13.0,N. Brussino makes 3-pt shot from 25 ft (assist by D. Finney-Smith),3,49-57,,
9:57.0,,,49-57,,W. Selden misses 2-pt shot from 7 ft
9:54.0,Defensive rebound by N. Noel,,49-57,,
9:48.0,N. Noel makes 2-pt shot at rim (assist by Y. Ferrell),2,51-57,,
9:47.0,,,51-57,,Memphis full timeout
9:30.0,,,51-60,3,W. Selden makes 3-pt shot from 24 ft (assist by M. Gasol)
9:13.0,N. Noel misses 2-pt shot at rim,,51-60,,
9:11.0,,,51-60,,Defensive rebound by A. Harrison
9:05.0,,,51-60,,Shooting foul by Y. Ferrell (drawn by A. Harrison)
9:05.0,,,51-61,1,A. Harrison makes free throw 1 of 2
9:05.0,,,51-61,,A. Harrison misses free throw 2 of 2
9:05.0,Defensive rebound by N. Noel,,51-61,,
8:50.0,D. Finney-Smith makes 2-pt shot at rim,2,53-61,,
8:29.0,,,53-61,,Turnover by W. Selden (lost ball; steal by N. Noel)
8:15.0,Shooting foul by M. Gasol (drawn by N. Noel),,53-61,,
8:15.0,N. Noel makes free throw 1 of 2,1,54-61,,
8:15.0,N. Noel makes free throw 2 of 2,1,55-61,,
8:15.0,,,54-61,,W. Baldwin enters the game for W. Selden
7:57.0,,,55-61,,V. Carter misses 3-pt shot from 24 ft
7:57.0,Defensive rebound by Team,,55-61,,
7:57.0,,,55-61,,Personal foul by J. Green (drawn by D. Powell)
7:40.0,Turnover by N. Noel (lost ball; steal by W. Baldwin),,55-61,,
7:38.0,,,55-61,,Turnover by W. Baldwin (bad pass)
7:29.0,D. Powell misses 3-pt shot from 25 ft,,55-61,,
7:29.0,,,55-61,,Defensive rebound by W. Baldwin
7:18.0,,,55-64,3,J. Green makes 3-pt shot from 23 ft (assist by V. Carter)
7:06.0,,,55-64,,Personal foul by A. Harrison (drawn by Y. Ferrell)
6:54.0,Y. Ferrell misses 3-pt shot from 24 ft,,55-64,,
6:54.0,Offensive rebound by N. Noel,,55-64,,
6:46.0,N. Noel misses 2-pt shot from 1 ft,,55-64,,
6:44.0,,,55-64,,Defensive rebound by M. Gasol
6:36.0,,,55-66,2,W. Baldwin makes 2-pt shot from 2 ft (assist by J. Green)
6:36.0,,,55-66,,Shooting foul by D. Finney-Smith (drawn by W. Baldwin)
6:36.0,,,55-67,1,W. Baldwin makes free throw 1 of 1
6:28.0,,,55-67,,Personal foul by J. Green (drawn by D. Powell)
6:28.0,D. Powell makes free throw 1 of 2,1,56-67,,
6:28.0,D. Powell makes free throw 2 of 2,1,57-67,,
6:10.0,,,57-67,,M. Gasol misses 2-pt shot from 10 ft
6:08.0,Defensive rebound by N. Brussino,,57-67,,
5:59.0,Turnover by D. Finney-Smith (lost ball; steal by A. Harrison),,57-67,,
5:41.0,,,57-67,,A. Harrison misses 3-pt shot from 25 ft
5:41.0,,,57-67,,Offensive rebound by W. Baldwin
5:21.0,,,57-67,,M. Gasol misses 3-pt shot from 24 ft
5:20.0,Defensive rebound by Y. Ferrell,,57-67,,
5:10.0,N. Brussino makes 3-pt shot from 24 ft (assist by D. Finney-Smith),3,60-67,,
4:42.0,,,60-67,,W. Baldwin misses 2-pt shot from 1 ft
4:41.0,Defensive rebound by N. Noel,,60-67,,
4:38.0,Turnover by N. Noel (bad pass),,60-67,,
4:38.0,,,60-67,,Memphis full timeout
4:38.0,D. Liggins enters the game for N. Noel,,60-67,,
4:38.0,D. Harris enters the game for D. Finney-Smith,,60-67,,
4:38.0,S. Mejri enters the game for Y. Ferrell,,60-67,,
4:38.0,,,60-67,,W. Selden enters the game for V. Carter
4:38.0,,,60-67,,T. Daniels enters the game for M. Gasol
4:38.0,,,60-67,,Z. Randolph enters the game for A. Harrison
4:26.0,,,60-67,,Turnover by Z. Randolph (bad pass; steal by D. Powell)
4:10.0,Shooting foul by W. Selden (drawn by D. Liggins),,60-67,,
4:10.0,D. Liggins makes free throw 1 of 2,1,61-67,,
4:10.0,D. Liggins misses free throw 2 of 2,,61-67,,
4:10.0,Offensive rebound by S. Mejri,,61-67,,
4:10.0,,,61-67,,B. Wright enters the game for J. Green
3:51.0,D. Harris misses 3-pt shot from 24 ft,,61-67,,
3:51.0,,,61-67,,Defensive rebound by Z. Randolph
3:30.0,,,61-70,3,W. Selden makes 3-pt shot from 24 ft (assist by T. Daniels)
3:05.0,D. Powell misses 3-pt shot from 24 ft,,61-70,,
3:03.0,,,61-70,,Defensive rebound by W. Selden
2:59.0,J. Uthoff enters the game for D. Powell,,61-70,,
2:48.0,,,61-70,,Z. Randolph misses 2-pt shot from 17 ft
2:47.0,Defensive rebound by S. Mejri,,61-70,,
2:25.0,S. Mejri makes 3-pt shot from 25 ft (assist by D. Harris),3,64-70,,
2:01.0,,,64-72,2,Z. Randolph makes 2-pt shot from 1 ft
1:46.0,Shooting foul by W. Baldwin (drawn by S. Mejri),,64-72,,
1:46.0,S. Mejri misses free throw 1 of 2,,64-72,,
1:46.0,Offensive rebound by Team,,64-72,,
1:46.0,S. Mejri makes free throw 2 of 2,1,65-72,,
1:30.0,,,65-72,,Turnover by W. Baldwin (bad pass)
1:13.0,D. Harris makes 2-pt shot from 1 ft,2,67-72,,
0:59.0,,,67-74,2,Z. Randolph makes 2-pt shot from 6 ft
0:53.0,,,67-74,,Personal foul by Z. Randolph (drawn by D. Harris)
0:53.0,D. Harris makes free throw 1 of 2,1,68-74,,
0:53.0,D. Harris misses free throw 2 of 2,,68-74,,
0:52.0,Offensive rebound by D. Liggins,,68-74,,
0:38.0,J. Uthoff misses 2-pt shot at rim (block by B. Wright),,68-74,,
0:38.0,Offensive rebound by Team,,68-74,,
0:34.0,J. Uthoff makes 2-pt shot from 9 ft,2,70-74,,
0:17.0,,,70-74,,W. Selden misses 3-pt shot from 25 ft
0:17.0,Defensive rebound by D. Liggins,,70-74,,
0:02.0,D. Harris misses 3-pt shot from 26 ft,,70-74,,
0:00.0,,,70-74,,Defensive rebound by T. Daniels
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,A. Hammons makes 2-pt shot from 22 ft (assist by D. Harris),2,72-74,,
11:32.0,,,72-76,2,B. Wright makes 2-pt shot at rim (assist by W. Selden)
11:17.0,J. Uthoff makes 2-pt shot from 19 ft (assist by D. Harris),2,74-76,,
10:53.0,,,74-76,,Turnover by T. Daniels (bad pass)
10:53.0,D. Finney-Smith enters the game for D. Harris,,74-76,,
10:53.0,,,74-76,,A. Harrison enters the game for W. Baldwin
10:39.0,D. Finney-Smith misses 3-pt shot from 23 ft,,74-76,,
10:38.0,,,74-76,,Defensive rebound by Z. Randolph
10:23.0,,,74-76,,T. Daniels misses 2-pt shot from 20 ft
10:22.0,,,74-76,,Offensive rebound by B. Wright
10:20.0,,,74-76,,B. Wright misses 2-pt shot from 1 ft
10:20.0,Defensive rebound by Team,,74-76,,
9:56.0,Y. Ferrell misses 3-pt shot from 23 ft,,74-76,,
9:55.0,Offensive rebound by D. Liggins,,74-76,,
9:48.0,Offensive charge foul by A. Hammons,,74-76,,
9:48.0,Turnover by A. Hammons (offensive foul),,74-76,,
9:36.0,,,74-78,2,Z. Randolph makes 2-pt shot from 12 ft (assist by A. Harrison)
9:18.0,A. Hammons makes 2-pt shot from 19 ft (assist by D. Finney-Smith),2,76-78,,
9:11.0,Personal foul by D. Liggins (drawn by Z. Randolph),,76-78,,
8:54.0,,,76-78,,B. Wright misses 2-pt shot from 11 ft
8:54.0,,,76-78,,Offensive rebound by Team
8:54.0,,,76-78,,Turnover by Team (shot clock)
8:54.0,Dallas full timeout,,76-78,,
8:54.0,,,76-78,,W. Baldwin enters the game for T. Daniels
8:54.0,,,76-78,,D. Davis enters the game for B. Wright
8:43.0,J. Uthoff misses 3-pt shot from 24 ft,,76-78,,
8:42.0,,,76-78,,Defensive rebound by Z. Randolph
8:25.0,,,76-78,,Turnover by W. Baldwin (bad pass)
8:08.0,J. Uthoff makes 2-pt shot at rim (assist by D. Finney-Smith),2,78-78,,
7:50.0,,,78-78,,Z. Randolph misses 2-pt shot from 6 ft (block by Y. Ferrell)
7:50.0,Jump ball: Y. Ferrell vs. Z. Randolph (W. Selden gains possession),,,,Jump ball: Y. Ferrell vs. Z. Randolph (W. Selden gains possession)
7:50.0,,,78-78,,Offensive rebound by Team
7:38.0,,,78-78,,Z. Randolph misses 2-pt shot from 22 ft
7:38.0,,,78-78,,Offensive rebound by A. Harrison
7:28.0,,,78-78,,Z. Randolph misses 2-pt shot from 16 ft
7:26.0,,,78-78,,Offensive rebound by Team
7:25.0,N. Brussino enters the game for Y. Ferrell,,78-78,,
7:16.0,,,78-78,,A. Harrison misses 2-pt shot from 18 ft
7:15.0,Defensive rebound by D. Liggins,,78-78,,
7:10.0,D. Liggins misses 2-pt shot from 9 ft (block by A. Harrison),,78-78,,
7:10.0,Offensive rebound by Team,,78-78,,
7:10.0,Jump ball: A. Harrison vs. D. Liggins,,,,Jump ball: A. Harrison vs. D. Liggins
6:59.0,A. Hammons makes 2-pt shot from 20 ft (assist by J. Uthoff),2,80-78,,
6:40.0,,,80-80,2,W. Baldwin makes 2-pt shot from 1 ft (assist by Z. Randolph)
6:23.0,A. Hammons misses 2-pt shot from 13 ft,,80-80,,
6:21.0,,,80-80,,Defensive rebound by W. Baldwin
6:20.0,,,80-80,,Shooting foul by D. Liggins (drawn by A. Harrison)
6:20.0,,,80-81,1,A. Harrison makes free throw 1 of 2
6:20.0,,,80-82,1,A. Harrison makes free throw 2 of 2
6:20.0,,,80-81,,J. Martin enters the game for Z. Randolph
6:02.0,J. Uthoff makes 2-pt shot from 7 ft,2,82-82,,
5:56.0,,,82-82,,Turnover by J. Martin (bad pass; steal by D. Liggins)
5:51.0,D. Liggins misses 2-pt shot from 2 ft,,82-82,,
5:51.0,Offensive rebound by D. Liggins,,82-82,,
5:51.0,D. Liggins makes 2-pt shot from 2 ft,2,84-82,,
5:35.0,,,84-82,,W. Baldwin misses 2-pt shot from 5 ft
5:33.0,Defensive rebound by J. Uthoff,,84-82,,
5:29.0,D. Finney-Smith makes 3-pt shot from 24 ft (assist by N. Brussino),3,87-82,,
5:29.0,,,87-82,,Memphis full timeout
5:29.0,D. Powell enters the game for D. Liggins,,87-82,,
5:29.0,,,87-82,,T. Daniels enters the game for W. Selden
5:12.0,,,87-82,,T. Daniels misses 2-pt shot from 11 ft
5:07.0,,,87-82,,Offensive rebound by D. Davis
5:07.0,,,87-82,,D. Davis misses 2-pt shot from 1 ft
5:07.0,,,87-82,,Offensive rebound by J. Martin
5:07.0,,,87-82,,J. Martin misses 2-pt shot at rim
5:06.0,Defensive rebound by D. Finney-Smith,,87-82,,
4:51.0,Turnover by N. Brussino (bad pass; steal by W. Baldwin),,87-82,,
4:48.0,,,87-84,2,W. Baldwin makes 2-pt shot from 1 ft
4:48.0,Violation by N. Brussino (def goaltending),,87-84,,
4:30.0,D. Finney-Smith misses 3-pt shot from 25 ft,,87-84,,
4:29.0,,,87-84,,Defensive rebound by W. Baldwin
4:25.0,,,87-84,,Shooting foul by D. Powell (drawn by W. Baldwin)
4:25.0,,,87-85,1,W. Baldwin makes free throw 1 of 2
4:25.0,,,87-86,1,W. Baldwin makes free throw 2 of 2
4:10.0,Shooting foul by D. Davis (drawn by D. Powell),,87-86,,
4:10.0,D. Powell makes free throw 1 of 2,1,88-86,,
4:10.0,D. Powell makes free throw 2 of 2,1,89-86,,
3:55.0,,,89-86,,T. Daniels misses 2-pt shot from 20 ft
3:54.0,Defensive rebound by N. Brussino,,89-86,,
3:50.0,Dallas full timeout,,89-86,,
3:39.0,Shooting foul by D. Davis,,89-86,,
3:39.0,A. Hammons makes free throw 1 of 2,1,90-86,,
3:39.0,A. Hammons makes free throw 2 of 2,1,91-86,,
3:20.0,,,91-86,,W. Baldwin misses 2-pt shot from 9 ft
3:18.0,,,91-86,,Offensive rebound by J. Martin
3:18.0,,,91-88,2,J. Martin makes 2-pt shot at rim
3:01.0,D. Finney-Smith makes 2-pt shot from 20 ft (assist by N. Brussino),2,93-88,,
2:43.0,,,93-88,,J. Martin misses 2-pt shot from 1 ft (block by A. Hammons)
2:40.0,,,93-88,,Offensive rebound by J. Martin
2:40.0,,,93-88,,J. Martin misses 2-pt shot at rim (block by A. Hammons)
