time,Dallas,pts.away,score,pts.home,Oklahoma City
7:50.0,P. Jackson makes 2-pt shot from 20 ft,2,36-33,,
7:34.0,,,36-33,,Offensive charge foul by E. Kanter
7:34.0,,,36-33,,Turnover by E. Kanter (offensive foul)
7:34.0,Official timeout,,36-33,,
7:34.0,,,36-33,,R. Westbrook enters the game for E. Kanter
7:34.0,,,36-33,,S. Adams enters the game for J. Lauvergne
7:34.0,,,36-33,,D. Sabonis enters the game for C. Payne
7:34.0,S. Curry enters the game for H. Barnes,,36-33,,
7:34.0,D. Finney-Smith enters the game for P. Jackson,,36-33,,
7:18.0,N. Brussino misses 3-pt shot from 25 ft,,36-33,,
7:17.0,,,36-33,,Defensive rebound by J. Grant
7:07.0,,,36-33,,R. Westbrook misses 2-pt shot from 16 ft
7:07.0,,,36-33,,Offensive rebound by J. Grant
7:02.0,,,36-33,,R. Westbrook misses 3-pt shot from 25 ft
7:02.0,Defensive rebound by D. Finney-Smith,,36-33,,
6:36.0,S. Curry misses 2-pt shot from 3 ft,,36-33,,
6:36.0,Offensive rebound by A. Bogut,,36-33,,
6:36.0,A. Bogut makes 2-pt shot from 1 ft,2,38-33,,
6:15.0,,,38-33,,D. Sabonis misses 2-pt shot from 4 ft
6:15.0,,,38-33,,Offensive rebound by Team
6:15.0,Loose ball foul by A. Bogut (drawn by S. Adams),,38-33,,
6:15.0,S. Mejri enters the game for A. Bogut,,38-33,,
6:08.0,,,38-35,2,V. Oladipo makes 2-pt shot from 19 ft
5:43.0,J. Anderson makes 3-pt shot from 24 ft (assist by D. Finney-Smith),3,41-35,,
5:18.0,,,41-37,2,J. Grant makes 2-pt shot from 3 ft
5:03.0,S. Curry makes 3-pt shot from 24 ft,3,44-37,,
4:45.0,,,44-37,,Shooting foul by N. Brussino (drawn by S. Adams)
4:45.0,,,44-37,,Oklahoma City full timeout
4:45.0,,,44-38,1,S. Adams makes free throw 1 of 2
4:45.0,,,44-39,1,S. Adams makes free throw 2 of 2
4:45.0,,,44-37,,A. Roberson enters the game for J. Grant
4:45.0,H. Barnes enters the game for J. Anderson,,44-37,,
4:27.0,Turnover by N. Brussino (lost ball),,44-39,,
4:16.0,,,44-39,,Shooting foul by N. Brussino (drawn by S. Adams)
4:16.0,,,44-40,1,S. Adams makes free throw 1 of 2
4:16.0,Violation by D. Harris (lane),,44-40,,
4:16.0,,,44-41,1,S. Adams makes free throw 2 of 2
4:16.0,D. Harris enters the game for N. Brussino,,44-40,,
3:56.0,,,44-41,,Personal foul by R. Westbrook (drawn by H. Barnes)
3:45.0,H. Barnes makes 2-pt shot from 7 ft,2,46-41,,
3:27.0,,,46-43,2,D. Sabonis makes 2-pt shot from 6 ft
3:27.0,,,46-43,,Shooting foul by H. Barnes (drawn by D. Sabonis)
3:27.0,,,46-44,1,D. Sabonis makes free throw 1 of 1
3:05.0,Turnover by D. Finney-Smith (step out of bounds),,46-44,,
2:52.0,,,46-44,,Offensive charge foul by S. Adams
2:52.0,,,46-44,,Turnover by S. Adams (offensive foul)
2:52.0,Dallas full timeout,,46-44,,
2:40.0,S. Curry makes 3-pt shot from 25 ft,3,49-44,,
2:28.0,Shooting block foul by S. Mejri (drawn by R. Westbrook),,49-44,,
2:28.0,,,49-44,,R. Westbrook misses free throw 1 of 2
2:28.0,,,49-44,,Offensive rebound by Team
2:28.0,,,49-45,1,R. Westbrook makes free throw 2 of 2
2:06.0,Turnover by S. Curry (lost ball),,49-45,,
1:46.0,,,49-47,2,R. Westbrook makes 2-pt shot from 15 ft
1:21.0,H. Barnes makes 3-pt shot from 25 ft (assist by S. Curry),3,52-47,,
1:09.0,,,52-47,,Shooting foul by S. Mejri (drawn by A. Roberson)
1:09.0,,,52-47,,A. Roberson misses free throw 1 of 2
1:09.0,,,52-47,,Offensive rebound by Team
1:09.0,Dallas full timeout,,52-47,,
1:09.0,,,52-47,,A. Roberson misses free throw 2 of 2
1:09.0,D. Powell enters the game for S. Mejri,,52-47,,
1:07.0,,,52-47,,Offensive rebound by S. Adams
1:05.0,,,52-47,,V. Oladipo misses 3-pt shot from 24 ft
1:05.0,,,52-47,,Offensive rebound by Team
1:05.0,Loose ball foul by D. Finney-Smith (drawn by A. Roberson),,52-47,,
1:05.0,,,52-48,1,A. Roberson makes free throw 1 of 2
1:05.0,,,52-48,,A. Roberson misses free throw 2 of 2
1:04.0,,,52-48,,Offensive rebound by S. Adams
1:00.0,Personal foul by D. Harris (drawn by R. Westbrook),,52-48,,
1:00.0,,,52-49,1,R. Westbrook makes free throw 1 of 2
1:00.0,,,52-50,1,R. Westbrook makes free throw 2 of 2
0:51.0,Turnover by S. Curry (bad pass; steal by V. Oladipo),,52-50,,
0:37.0,,,52-50,,Turnover by R. Westbrook (bad pass; steal by H. Barnes)
0:29.0,S. Curry misses 3-pt shot from 24 ft,,52-50,,
0:29.0,,,52-50,,Defensive rebound by S. Adams
0:10.0,,,52-50,,R. Westbrook misses 2-pt shot from 1 ft (block by D. Finney-Smith)
0:10.0,,,52-50,,Offensive rebound by Team
0:10.0,,,52-50,,Oklahoma City full timeout
0:05.0,,,52-53,3,V. Oladipo makes 3-pt shot from 22 ft (assist by A. Roberson)
0:00.0,D. Finney-Smith makes 3-pt shot from 23 ft (assist by H. Barnes),3,55-53,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,55-55,2,S. Adams makes 2-pt shot from 7 ft
11:17.0,N. Brussino makes 2-pt shot from 9 ft,2,57-55,,
11:05.0,,,57-55,,Turnover by R. Westbrook (bad pass; steal by D. Finney-Smith)
11:02.0,Shooting foul by D. Sabonis (drawn by D. Finney-Smith),,57-55,,
11:02.0,D. Finney-Smith makes free throw 1 of 2,1,58-55,,
11:02.0,D. Finney-Smith makes free throw 2 of 2,1,59-55,,
10:54.0,Personal foul by N. Brussino (drawn by R. Westbrook),,59-55,,
10:45.0,,,59-57,2,R. Westbrook makes 2-pt shot from 2 ft
10:33.0,D. Finney-Smith misses 3-pt shot from 24 ft,,59-57,,
10:33.0,,,59-57,,Defensive rebound by D. Sabonis
10:25.0,,,59-57,,Shooting foul by S. Curry (drawn by R. Westbrook)
10:25.0,,,59-59,2,R. Westbrook makes 2-pt shot from 12 ft
10:25.0,,,59-60,1,R. Westbrook makes free throw 1 of 1
10:08.0,H. Barnes misses 2-pt shot from 12 ft,,59-60,,
10:07.0,,,59-60,,Defensive rebound by V. Oladipo
9:58.0,,,59-62,2,V. Oladipo makes 2-pt shot from 22 ft
9:39.0,Turnover by A. Bogut (bad pass; steal by D. Sabonis),,59-62,,
9:28.0,,,59-62,,V. Oladipo misses 3-pt shot from 24 ft
9:27.0,Defensive rebound by N. Brussino,,59-62,,
9:11.0,,,59-62,,Personal foul by V. Oladipo (drawn by H. Barnes)
9:04.0,Turnover by A. Bogut (bad pass; steal by A. Roberson),,59-62,,
9:01.0,,,59-64,2,V. Oladipo makes 2-pt shot from 1 ft (assist by R. Westbrook)
9:01.0,Dallas full timeout,,59-64,,
8:35.0,A. Bogut makes 2-pt shot from 10 ft (assist by N. Brussino),2,61-64,,
8:13.0,,,61-66,2,S. Adams makes 2-pt shot from 1 ft (assist by V. Oladipo)
7:56.0,H. Barnes makes 3-pt shot from 25 ft (assist by D. Finney-Smith),3,64-66,,
7:42.0,,,64-68,2,R. Westbrook makes 2-pt shot from 1 ft
7:27.0,S. Curry misses 2-pt shot from 20 ft,,64-68,,
7:26.0,,,64-68,,Defensive rebound by V. Oladipo
7:04.0,,,64-68,,V. Oladipo misses 2-pt shot from 3 ft
7:04.0,Defensive rebound by N. Brussino,,64-68,,
6:49.0,,,64-68,,Personal foul by V. Oladipo (drawn by H. Barnes)
6:49.0,,,64-68,,A. Abrines enters the game for V. Oladipo
6:38.0,,,64-68,,Personal foul by A. Roberson (drawn by H. Barnes)
6:37.0,Turnover by S. Curry (lost ball; steal by R. Westbrook),,64-68,,
6:21.0,,,64-68,,R. Westbrook misses 2-pt shot from 9 ft
6:20.0,,,64-68,,Offensive rebound by A. Roberson
6:12.0,,,64-68,,R. Westbrook misses 3-pt shot from 23 ft
6:12.0,,,64-68,,Offensive rebound by Team
6:12.0,,,64-68,,Turnover by Team (shot clock)
5:59.0,,,64-68,,Personal foul by A. Roberson (drawn by H. Barnes)
5:59.0,H. Barnes makes free throw 1 of 2,1,65-68,,
5:59.0,H. Barnes makes free throw 2 of 2,1,66-68,,
5:59.0,D. Harris enters the game for N. Brussino,,65-68,,
5:42.0,,,66-68,,Shooting foul by A. Bogut (drawn by D. Sabonis)
5:42.0,,,66-69,1,D. Sabonis makes free throw 1 of 2
5:42.0,,,66-69,,D. Sabonis misses free throw 2 of 2
5:42.0,S. Mejri enters the game for A. Bogut,,66-69,,
5:42.0,,,66-69,,J. Grant enters the game for A. Roberson
5:41.0,Defensive rebound by D. Harris,,66-69,,
5:19.0,S. Mejri misses 2-pt shot from 18 ft,,66-69,,
5:18.0,,,66-69,,Defensive rebound by D. Sabonis
5:14.0,,,66-69,,Shooting foul by S. Mejri (drawn by S. Adams)
5:14.0,,,66-70,1,S. Adams makes free throw 1 of 2
5:14.0,,,66-70,,S. Adams misses free throw 2 of 2
5:13.0,Defensive rebound by S. Mejri,,66-70,,
4:48.0,D. Harris misses 3-pt shot from 24 ft,,66-70,,
4:47.0,Offensive rebound by S. Mejri,,66-70,,
4:43.0,S. Curry misses 3-pt shot from 24 ft,,66-70,,
4:42.0,,,66-70,,Defensive rebound by S. Adams
4:37.0,,,66-70,,R. Westbrook misses 2-pt shot from 16 ft
4:35.0,Defensive rebound by S. Mejri,,66-70,,
4:24.0,S. Curry misses 2-pt shot from 18 ft,,66-70,,
4:23.0,,,66-70,,Defensive rebound by D. Sabonis
4:20.0,,,66-70,,Shooting foul by D. Harris (drawn by R. Westbrook)
4:20.0,,,66-71,1,R. Westbrook makes free throw 1 of 2
4:20.0,,,66-72,1,R. Westbrook makes free throw 2 of 2
4:05.0,H. Barnes misses 2-pt shot from 3 ft (block by J. Grant),,66-72,,
4:03.0,Offensive rebound by D. Finney-Smith,,66-72,,
4:02.0,D. Finney-Smith misses 2-pt shot from 1 ft,,66-72,,
4:02.0,,,66-72,,Defensive rebound by Team
3:53.0,,,66-74,2,S. Adams makes 2-pt shot from 3 ft (assist by R. Westbrook)
3:53.0,Dallas full timeout,,66-74,,
3:53.0,N. Brussino enters the game for H. Barnes,,66-74,,
3:53.0,J. Anderson enters the game for S. Curry,,66-74,,
3:40.0,D. Finney-Smith makes 2-pt shot at rim (assist by J. Anderson),2,68-74,,
3:22.0,Def 3 sec tech foul by S. Mejri,,68-74,,
3:22.0,,,68-75,1,R. Westbrook makes technical free throw
3:14.0,,,68-75,,R. Westbrook misses 2-pt shot from 2 ft
3:14.0,,,68-75,,Offensive rebound by R. Westbrook
3:14.0,,,68-77,2,R. Westbrook makes 2-pt shot from 2 ft
3:14.0,,,68-77,,Shooting foul by S. Mejri (drawn by R. Westbrook)
3:14.0,,,68-78,1,R. Westbrook makes free throw 1 of 1
2:47.0,J. Anderson misses 3-pt shot from 26 ft,,68-78,,
2:47.0,,,68-78,,Defensive rebound by J. Grant
2:39.0,,,68-78,,R. Westbrook misses 2-pt shot from 13 ft
2:38.0,Defensive rebound by N. Brussino,,68-78,,
2:27.0,N. Brussino misses 3-pt shot from 24 ft,,68-78,,
2:26.0,Offensive rebound by S. Mejri,,68-78,,
2:25.0,S. Mejri makes 2-pt shot from 1 ft,2,70-78,,
2:25.0,,,70-78,,Oklahoma City full timeout
2:25.0,,,70-78,,C. Payne enters the game for D. Sabonis
2:25.0,,,70-78,,V. Oladipo enters the game for R. Westbrook
2:09.0,,,70-78,,S. Adams misses 2-pt shot from 6 ft
2:08.0,Defensive rebound by N. Brussino,,70-78,,
1:52.0,Shooting foul by J. Grant (drawn by S. Mejri),,70-78,,
1:52.0,S. Mejri makes free throw 1 of 2,1,71-78,,
1:52.0,S. Mejri misses free throw 2 of 2,,71-78,,
1:51.0,,,71-78,,Defensive rebound by S. Adams
1:37.0,,,71-80,2,V. Oladipo makes 2-pt shot from 17 ft
1:22.0,Turnover by S. Mejri (lost ball),,71-80,,
1:06.0,,,71-83,3,C. Payne makes 3-pt shot from 22 ft (assist by V. Oladipo)
0:47.0,D. Finney-Smith misses 2-pt shot from 15 ft,,71-83,,
0:46.0,Offensive rebound by S. Mejri,,71-83,,
0:41.0,Turnover by N. Brussino (bad pass; steal by V. Oladipo),,71-83,,
0:39.0,Personal foul by N. Brussino (drawn by V. Oladipo),,71-83,,
0:39.0,,,71-84,1,V. Oladipo makes free throw 1 of 2
0:39.0,,,71-85,1,V. Oladipo makes free throw 2 of 2
0:39.0,H. Barnes enters the game for N. Brussino,,71-84,,
0:39.0,D. Powell enters the game for S. Mejri,,71-84,,
0:34.0,D. Harris misses 3-pt shot from 24 ft,,71-85,,
0:33.0,,,71-85,,Defensive rebound by J. Grant
0:21.0,,,71-87,2,S. Adams makes 2-pt shot from 5 ft
0:01.0,H. Barnes makes 2-pt shot from 11 ft,2,73-87,,
0:00.0,,,73-87,,V. Oladipo misses 3-pt shot from 55 ft
0:00.0,,,73-87,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,D. Powell makes 2-pt shot at rim (assist by D. Harris),2,75-87,,
11:29.0,,,75-87,,A. Abrines misses 3-pt shot from 24 ft
11:29.0,Defensive rebound by D. Finney-Smith,,75-87,,
11:14.0,H. Barnes misses 2-pt shot from 16 ft,,75-87,,
11:13.0,,,75-87,,Defensive rebound by J. Grant
10:57.0,,,75-87,,V. Oladipo misses 2-pt shot from 20 ft
10:57.0,Defensive rebound by D. Harris,,75-87,,
10:49.0,D. Harris makes 2-pt shot from 2 ft,2,77-87,,
10:29.0,,,77-87,,A. Abrines misses 3-pt shot from 25 ft
10:29.0,Defensive rebound by D. Finney-Smith,,77-87,,
10:02.0,H. Barnes makes 2-pt shot from 1 ft,2,79-87,,
10:02.0,,,79-87,,Oklahoma City full timeout
10:02.0,,,79-87,,K. Singler enters the game for A. Abrines
9:48.0,,,79-87,,Turnover by C. Payne (lost ball; steal by D. Harris)
9:30.0,H. Barnes misses 2-pt shot from 12 ft,,79-87,,
9:29.0,Offensive rebound by J. Anderson,,79-87,,
9:23.0,D. Finney-Smith makes 3-pt shot from 25 ft (assist by H. Barnes),3,82-87,,
9:10.0,,,82-87,,C. Payne misses 2-pt shot from 12 ft
9:10.0,Defensive rebound by D. Finney-Smith,,82-87,,
8:50.0,H. Barnes makes 2-pt shot from 1 ft (assist by D. Powell),2,84-87,,
8:38.0,,,84-87,,Turnover by V. Oladipo (bad pass; steal by D. Harris)
8:32.0,Turnover by D. Harris (bad pass; steal by V. Oladipo),,84-87,,
8:24.0,,,84-90,3,D. Sabonis makes 3-pt shot from 25 ft (assist by J. Grant)
8:23.0,Dallas full timeout,,84-90,,
8:23.0,,,84-90,,R. Westbrook enters the game for C. Payne
8:23.0,,,84-90,,A. Roberson enters the game for J. Grant
8:23.0,S. Curry enters the game for D. Harris,,84-90,,
8:13.0,J. Anderson makes 2-pt shot from 1 ft,2,86-90,,
8:01.0,,,86-90,,R. Westbrook misses 2-pt shot from 1 ft (block by D. Powell)
7:54.0,Defensive rebound by H. Barnes,,86-90,,
7:38.0,H. Barnes misses 2-pt shot from 15 ft,,86-90,,
7:37.0,,,86-90,,Defensive rebound by A. Roberson
7:29.0,,,86-90,,Offensive foul by D. Sabonis
7:29.0,,,86-90,,Turnover by D. Sabonis (offensive foul)
7:29.0,,,86-90,,S. Adams enters the game for D. Sabonis
7:16.0,D. Powell misses 3-pt shot from 24 ft,,86-90,,
7:16.0,,,86-90,,Defensive rebound by R. Westbrook
7:10.0,,,86-90,,Turnover by R. Westbrook (bad pass; steal by D. Finney-Smith)
6:51.0,H. Barnes misses 2-pt shot from 8 ft,,86-90,,
6:51.0,,,86-90,,Defensive rebound by R. Westbrook
6:45.0,,,86-92,2,R. Westbrook makes 2-pt shot from 1 ft
6:37.0,J. Anderson misses 2-pt shot from 6 ft,,86-92,,
6:36.0,,,86-92,,Defensive rebound by A. Roberson
6:16.0,,,86-94,2,R. Westbrook makes 2-pt shot from 16 ft
5:51.0,J. Anderson misses 2-pt shot from 1 ft,,86-94,,
5:50.0,,,86-94,,Defensive rebound by K. Singler
5:34.0,,,86-94,,R. Westbrook misses 3-pt shot from 24 ft
5:34.0,Defensive rebound by D. Powell,,86-94,,
5:24.0,Turnover by S. Curry (lost ball),,86-94,,
5:24.0,Official timeout,,86-94,,
5:24.0,N. Brussino enters the game for J. Anderson,,86-94,,
5:10.0,,,86-94,,K. Singler misses 3-pt shot from 24 ft
5:10.0,Defensive rebound by S. Curry,,86-94,,
5:09.0,,,86-94,,Personal take foul by S. Adams (drawn by S. Curry)
4:54.0,D. Powell makes 2-pt shot at rim (assist by S. Curry),2,88-94,,
4:40.0,,,88-96,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
4:15.0,H. Barnes makes 2-pt shot from 1 ft,2,90-96,,
3:56.0,,,90-98,2,R. Westbrook makes 2-pt shot from 16 ft
3:37.0,D. Powell misses 2-pt shot from 5 ft,,90-98,,
3:37.0,,,90-98,,Defensive rebound by A. Roberson
3:30.0,,,90-98,,R. Westbrook misses 2-pt shot from 11 ft
3:30.0,Defensive rebound by D. Powell,,90-98,,
3:16.0,H. Barnes misses 2-pt shot from 18 ft,,90-98,,
3:16.0,,,90-98,,Defensive rebound by V. Oladipo
