time,Cleveland,pts.away,score,pts.home,New York
2:48.0,K. Felder enters the game for I. Shumpert,,24-20,,
2:36.0,,,24-20,,K. O'Quinn misses 2-pt shot from 3 ft
2:34.0,,,24-20,,Offensive rebound by K. O'Quinn
2:34.0,,,24-22,2,K. O'Quinn makes 2-pt shot from 1 ft
2:19.0,Shooting foul by W. Hernangomez (drawn by K. Love),,24-22,,
2:19.0,K. Love makes free throw 1 of 2,1,25-22,,
2:19.0,K. Love makes free throw 2 of 2,1,26-22,,
2:19.0,,,25-22,,S. Vujacic enters the game for B. Jennings
2:02.0,,,26-24,2,C. Lee makes 2-pt shot from 14 ft
1:49.0,K. Love makes 3-pt shot from 24 ft (assist by K. Felder),3,29-24,,
1:22.0,,,29-24,,M. Kuzminskas misses 3-pt shot from 24 ft
1:20.0,,,29-24,,Offensive rebound by C. Lee
1:17.0,,,29-24,,Shooting foul by K. Felder (drawn by K. O'Quinn)
1:17.0,,,29-24,,K. O'Quinn misses free throw 1 of 2
1:17.0,,,29-24,,Offensive rebound by Team
1:17.0,,,29-25,1,K. O'Quinn makes free throw 2 of 2
1:06.0,R. Jefferson makes 3-pt shot from 24 ft (assist by K. Felder),3,32-25,,
0:45.0,,,32-25,,C. Lee misses 2-pt shot from 16 ft
0:43.0,Defensive rebound by K. Felder,,32-25,,
0:40.0,,,32-25,,Personal foul by S. Vujacic (drawn by K. Felder)
0:40.0,,,32-25,,J. Holiday enters the game for K. O'Quinn
0:30.0,C. Frye misses 3-pt shot from 25 ft,,32-25,,
0:28.0,Offensive rebound by K. Love,,32-25,,
0:28.0,K. Love makes 2-pt shot from 2 ft,2,34-25,,
0:09.0,,,34-25,,S. Vujacic misses 2-pt shot from 18 ft
0:07.0,Defensive rebound by K. Love,,34-25,,
0:02.0,K. Felder misses 3-pt shot from 25 ft,,34-25,,
0:00.0,,,34-25,,Defensive rebound by M. Kuzminskas
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,K. Korver misses 2-pt shot from 22 ft,,34-25,,
11:46.0,,,34-25,,Defensive rebound by C. Anthony
11:27.0,,,34-27,2,C. Anthony makes 2-pt shot from 5 ft
11:27.0,,,34-27,,Shooting foul by K. Korver (drawn by C. Anthony)
11:27.0,,,34-28,1,C. Anthony makes free throw 1 of 1
11:11.0,K. Felder makes 2-pt shot from 17 ft,2,36-28,,
10:56.0,,,36-28,,M. Kuzminskas misses 3-pt shot from 24 ft
10:54.0,Defensive rebound by K. Korver,,36-28,,
10:46.0,C. Frye makes 3-pt shot from 24 ft (assist by K. Korver),3,39-28,,
10:23.0,,,39-30,2,M. Kuzminskas makes 2-pt shot at rim (assist by W. Hernangomez)
10:09.0,Turnover by C. Frye (bad pass; steal by J. Holiday),,39-30,,
10:04.0,,,39-30,,Turnover by W. Hernangomez (bad pass; steal by K. Felder)
10:02.0,K. Felder makes 2-pt shot from 1 ft,2,41-30,,
9:43.0,,,41-30,,Shooting foul by C. Frye (drawn by J. Holiday)
9:43.0,,,41-31,1,J. Holiday makes free throw 1 of 2
9:43.0,,,41-31,,J. Holiday misses free throw 2 of 2
9:42.0,Defensive rebound by C. Frye,,41-31,,
9:24.0,K. Felder misses 2-pt shot from 14 ft,,41-31,,
9:22.0,,,41-31,,Defensive rebound by J. Holiday
9:13.0,,,41-31,,S. Vujacic misses 2-pt shot from 18 ft
9:11.0,Defensive rebound by R. Jefferson,,41-31,,
9:04.0,C. Frye misses 3-pt shot from 25 ft,,41-31,,
9:02.0,,,41-31,,Defensive rebound by C. Anthony
8:51.0,,,41-31,,M. Kuzminskas misses 2-pt shot from 4 ft
8:49.0,,,41-31,,Offensive rebound by Team
8:49.0,Official timeout,,41-31,,
8:49.0,,,41-31,,K. Porzingis enters the game for W. Hernangomez
8:49.0,,,41-31,,B. Jennings enters the game for S. Vujacic
8:49.0,T. Thompson enters the game for C. Frye,,41-31,,
8:30.0,,,41-31,,Offensive foul by C. Anthony
8:30.0,,,41-31,,Turnover by C. Anthony (offensive foul)
8:15.0,K. Korver misses 2-pt shot from 8 ft (block by K. Porzingis),,41-31,,
8:14.0,,,41-31,,Defensive rebound by J. Holiday
8:07.0,,,41-31,,C. Anthony misses 3-pt shot from 25 ft
8:03.0,Defensive rebound by Team,,41-31,,
7:51.0,L. James makes free throw 2 of 2,1,42-31,,
7:51.0,Shooting foul by K. Porzingis (drawn by L. James),,42-31,,
7:51.0,L. James makes free throw 1 of 2,1,43-31,,
7:51.0,,,43-31,,W. Hernangomez enters the game for M. Kuzminskas
7:51.0,,,43-31,,C. Lee enters the game for K. Porzingis
7:51.0,I. Shumpert enters the game for K. Korver,,43-31,,
7:36.0,,,43-31,,C. Anthony misses 2-pt shot from 17 ft
7:34.0,Defensive rebound by R. Jefferson,,43-31,,
7:20.0,Turnover by L. James (bad pass; steal by B. Jennings),,43-31,,
7:18.0,Personal foul by K. Felder (drawn by B. Jennings),,43-31,,
7:10.0,,,43-31,,J. Holiday misses 3-pt shot from 24 ft
7:07.0,Defensive rebound by I. Shumpert,,43-31,,
6:51.0,L. James makes 2-pt shot from 19 ft,2,45-31,,
6:33.0,,,45-32,1,C. Anthony makes free throw 1 of 2
6:33.0,,,45-32,,C. Anthony misses free throw 2 of 2
6:32.0,Defensive rebound by L. James,,45-32,,
6:33.0,,,45-32,,Shooting foul by R. Jefferson (drawn by C. Anthony)
6:22.0,Turnover by R. Jefferson (traveling),,45-32,,
6:08.0,,,45-34,2,W. Hernangomez makes 2-pt shot from 3 ft (assist by J. Holiday)
5:49.0,R. Jefferson misses 3-pt shot from 24 ft,,45-34,,
5:44.0,Offensive rebound by T. Thompson,,45-34,,
5:44.0,Offensive foul by T. Thompson,,45-34,,
5:44.0,Turnover by T. Thompson (offensive foul),,45-34,,
5:44.0,,,45-34,,New York full timeout
5:44.0,K. Love enters the game for R. Jefferson,,45-34,,
5:44.0,D. Liggins enters the game for K. Felder,,45-34,,
5:26.0,,,45-36,2,W. Hernangomez makes 2-pt shot from 1 ft
5:00.0,I. Shumpert misses 3-pt shot from 26 ft,,45-36,,
4:58.0,,,45-36,,Defensive rebound by C. Anthony
4:56.0,,,45-36,,C. Anthony misses 3-pt shot from 25 ft
4:54.0,Defensive rebound by I. Shumpert,,45-36,,
4:44.0,L. James makes 2-pt shot at rim (assist by I. Shumpert),2,47-36,,
4:27.0,,,47-36,,J. Holiday misses 2-pt shot from 18 ft
4:24.0,Defensive rebound by I. Shumpert,,47-36,,
4:21.0,Shooting foul by J. Holiday (drawn by L. James),,47-36,,
4:21.0,L. James makes free throw 1 of 2,1,48-36,,
4:21.0,,,48-36,,Violation by Team (jump ball)
4:21.0,L. James makes free throw 2 of 2,1,49-36,,
4:21.0,,,48-36,,J. Noah enters the game for J. Holiday
4:12.0,,,49-36,,C. Anthony misses 2-pt shot from 17 ft
4:10.0,Defensive rebound by D. Liggins,,49-36,,
3:54.0,L. James makes 3-pt shot from 25 ft,3,52-36,,
3:38.0,,,52-36,,Turnover by C. Lee (bad pass; steal by K. Love)
3:33.0,Turnover by K. Love (bad pass),,52-36,,
3:33.0,K. Korver enters the game for L. James,,52-36,,
3:11.0,,,52-39,3,C. Lee makes 3-pt shot from 24 ft (assist by W. Hernangomez)
2:51.0,K. Love misses 2-pt shot from 2 ft,,52-39,,
2:49.0,Offensive rebound by T. Thompson,,52-39,,
2:48.0,T. Thompson makes 2-pt shot at rim,2,54-39,,
2:36.0,,,54-41,2,W. Hernangomez makes 2-pt shot from 6 ft (assist by B. Jennings)
2:22.0,Cleveland full timeout,,54-41,,
2:22.0,C. Frye enters the game for T. Thompson,,54-41,,
2:18.0,K. Love makes 2-pt shot at rim,2,56-41,,
1:55.0,,,56-41,,Shooting foul by D. Liggins (drawn by C. Lee)
1:55.0,,,56-41,,C. Lee misses free throw 1 of 2
1:55.0,,,56-41,,Offensive rebound by Team
1:55.0,,,56-41,,C. Lee misses free throw 2 of 2
1:55.0,L. James enters the game for D. Liggins,,56-41,,
1:55.0,,,56-41,,R. Baker enters the game for J. Noah
1:54.0,Defensive rebound by K. Korver,,56-41,,
1:39.0,I. Shumpert makes 2-pt shot from 2 ft,2,58-41,,
1:30.0,,,58-43,2,B. Jennings makes 2-pt shot from 1 ft
1:13.0,C. Frye makes 3-pt shot from 24 ft (assist by L. James),3,61-43,,
0:44.0,,,61-43,,W. Hernangomez misses 3-pt shot from 25 ft
0:42.0,,,61-43,,Offensive rebound by C. Anthony
0:38.0,,,61-43,,Turnover by C. Anthony (lost ball)
0:38.0,R. Jefferson enters the game for K. Love,,61-43,,
0:36.0,,,61-43,,Personal foul by R. Baker (drawn by I. Shumpert)
0:25.0,K. Korver makes 3-pt shot from 23 ft (assist by C. Frye),3,64-43,,
0:04.0,,,64-43,,Shooting foul by I. Shumpert (drawn by C. Anthony)
0:04.0,,,64-44,1,C. Anthony makes free throw 1 of 2
0:04.0,,,64-45,1,C. Anthony makes free throw 2 of 2
0:04.0,,,64-44,,S. Vujacic enters the game for B. Jennings
0:01.0,Turnover by L. James (lost ball; steal by R. Baker),,64-45,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,L. James misses 3-pt shot from 25 ft,,64-45,,
11:37.0,Offensive rebound by Team,,64-45,,
11:37.0,,,64-45,,Loose ball foul by C. Anthony (drawn by T. Thompson)
11:32.0,L. James misses 2-pt shot from 14 ft,,64-45,,
11:30.0,,,64-45,,Defensive rebound by K. O'Quinn
11:18.0,,,64-45,,K. Porzingis misses 2-pt shot from 19 ft
11:17.0,Defensive rebound by I. Shumpert,,64-45,,
11:02.0,K. Love misses 2-pt shot from 18 ft,,64-45,,
11:00.0,,,64-45,,Defensive rebound by B. Jennings
10:56.0,,,64-45,,K. Porzingis misses 2-pt shot from 7 ft
10:53.0,,,64-45,,Offensive rebound by C. Anthony
10:53.0,,,64-47,2,C. Anthony makes 2-pt shot at rim
10:28.0,L. James misses 3-pt shot from 29 ft,,64-47,,
10:25.0,,,64-47,,Defensive rebound by K. Porzingis
10:17.0,,,64-50,3,C. Lee makes 3-pt shot from 24 ft (assist by C. Anthony)
10:16.0,Cleveland full timeout,,64-50,,
9:59.0,D. Liggins misses 2-pt shot from 2 ft,,64-50,,
9:57.0,,,64-50,,Defensive rebound by K. Porzingis
9:50.0,,,64-50,,C. Anthony misses 3-pt shot from 24 ft
9:48.0,Defensive rebound by D. Liggins,,64-50,,
9:45.0,Shooting foul by C. Anthony (drawn by D. Liggins),,64-50,,
9:45.0,D. Liggins misses free throw 1 of 2,,64-50,,
9:45.0,Offensive rebound by Team,,64-50,,
9:45.0,D. Liggins makes free throw 2 of 2,1,65-50,,
9:21.0,,,65-50,,C. Anthony misses 2-pt shot from 16 ft
9:20.0,Defensive rebound by L. James,,65-50,,
9:17.0,Turnover by L. James (lost ball),,65-50,,
8:57.0,,,65-50,,K. O'Quinn misses 2-pt shot from 20 ft
8:55.0,,,65-50,,Offensive rebound by K. O'Quinn
8:52.0,,,65-52,2,C. Anthony makes 2-pt shot from 19 ft (assist by K. O'Quinn)
8:30.0,Shooting foul by C. Anthony (drawn by K. Love),,65-52,,
8:30.0,K. Love makes free throw 1 of 2,1,66-52,,
8:30.0,K. Love makes free throw 2 of 2,1,67-52,,
8:09.0,,,67-52,,B. Jennings misses 3-pt shot from 23 ft
8:07.0,Defensive rebound by K. Love,,67-52,,
7:58.0,K. Love misses 2-pt shot from 1 ft,,67-52,,
7:56.0,Offensive rebound by T. Thompson,,67-52,,
7:56.0,T. Thompson makes 2-pt shot at rim,2,69-52,,
7:43.0,,,69-52,,C. Lee misses 3-pt shot from 23 ft
7:41.0,Defensive rebound by K. Love,,69-52,,
7:36.0,L. James makes 2-pt shot from 2 ft,2,71-52,,
7:35.0,,,71-52,,New York full timeout
7:20.0,,,71-52,,K. Porzingis misses 3-pt shot from 24 ft
7:18.0,Defensive rebound by K. Love,,71-52,,
6:56.0,K. Love makes 3-pt shot from 23 ft (assist by I. Shumpert),3,74-52,,
6:34.0,,,74-54,2,K. O'Quinn makes 2-pt shot from 12 ft (assist by B. Jennings)
6:12.0,L. James makes 2-pt shot from 14 ft,2,76-54,,
5:59.0,,,76-57,3,C. Anthony makes 3-pt shot from 25 ft (assist by K. Porzingis)
5:42.0,I. Shumpert misses 3-pt shot from 23 ft,,76-57,,
5:39.0,,,76-57,,Defensive rebound by K. Porzingis
5:25.0,,,76-57,,Turnover by C. Lee (bad pass; steal by D. Liggins)
5:23.0,,,76-57,,Personal foul by B. Jennings (drawn by L. James)
5:23.0,K. Korver enters the game for D. Liggins,,76-57,,
5:09.0,I. Shumpert makes 3-pt shot from 22 ft (assist by T. Thompson),3,79-57,,
4:40.0,,,79-57,,Turnover by Team (shot clock)
4:40.0,,,79-57,,W. Hernangomez enters the game for K. O'Quinn
4:40.0,,,79-57,,J. Holiday enters the game for C. Lee
4:25.0,K. Love misses 3-pt shot from 24 ft,,79-57,,
4:23.0,Offensive rebound by I. Shumpert,,79-57,,
4:15.0,T. Thompson makes 2-pt shot from 2 ft,2,81-57,,
3:59.0,,,81-57,,Turnover by J. Holiday (bad pass)
3:59.0,,,81-57,,M. Kuzminskas enters the game for K. Porzingis
3:59.0,R. Jefferson enters the game for L. James,,81-57,,
3:51.0,Turnover by K. Love (lost ball),,81-57,,
3:33.0,,,81-57,,J. Holiday misses 3-pt shot from 25 ft
3:31.0,Defensive rebound by K. Love,,81-57,,
3:13.0,Shooting foul by B. Jennings (drawn by K. Love),,81-57,,
3:13.0,K. Love misses free throw 1 of 2,,81-57,,
3:13.0,Offensive rebound by Team,,81-57,,
3:13.0,K. Love makes free throw 2 of 2,1,82-57,,
3:13.0,K. Felder enters the game for I. Shumpert,,81-57,,
2:57.0,,,82-57,,C. Anthony misses 2-pt shot from 13 ft
2:55.0,Defensive rebound by K. Korver,,82-57,,
2:40.0,K. Korver misses 2-pt shot from 21 ft,,82-57,,
2:37.0,Offensive rebound by K. Love,,82-57,,
2:36.0,K. Love makes 2-pt shot from 1 ft,2,84-57,,
2:22.0,,,84-57,,Shooting foul by K. Love (drawn by W. Hernangomez)
2:22.0,,,84-57,,W. Hernangomez misses free throw 1 of 2
2:22.0,,,84-57,,Offensive rebound by Team
2:22.0,,,84-57,,W. Hernangomez misses free throw 2 of 2
2:22.0,,,84-57,,K. Porzingis enters the game for C. Anthony
2:21.0,,,84-57,,Offensive rebound by M. Kuzminskas
2:17.0,,,84-57,,J. Holiday misses 3-pt shot from 24 ft
2:15.0,Defensive rebound by K. Love,,84-57,,
1:53.0,K. Felder misses 2-pt shot from 4 ft (block by W. Hernangomez),,84-57,,
1:51.0,,,84-57,,Defensive rebound by W. Hernangomez
1:47.0,,,84-57,,Turnover by W. Hernangomez (bad pass)
1:30.0,K. Korver misses 3-pt shot from 25 ft,,84-57,,
1:28.0,,,84-57,,Defensive rebound by K. Porzingis
1:12.0,,,84-60,3,B. Jennings makes 3-pt shot from 24 ft (assist by W. Hernangomez)
0:55.0,Turnover by K. Felder (lost ball; steal by B. Jennings),,84-60,,
0:52.0,Violation by K. Felder (def goaltending),,84-60,,
0:52.0,,,84-62,2,B. Jennings makes 2-pt shot from 2 ft
0:41.0,K. Felder misses 2-pt shot from 2 ft (block by W. Hernangomez),,84-62,,
0:37.0,,,84-62,,Defensive rebound by M. Kuzminskas
0:34.0,,,84-64,2,J. Holiday makes 2-pt shot from 2 ft (assist by B. Jennings)
0:20.0,Turnover by K. Love (lost ball; steal by M. Kuzminskas),,84-64,,
0:16.0,,,84-64,,Shooting foul by R. Jefferson (drawn by M. Kuzminskas)
0:16.0,,,84-65,1,M. Kuzminskas makes free throw 1 of 2
0:16.0,,,84-65,,M. Kuzminskas misses free throw 2 of 2
0:15.0,,,84-65,,Offensive rebound by W. Hernangomez
0:02.0,,,84-68,3,B. Jennings makes 3-pt shot from 25 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,84-68,,K. Porzingis misses 2-pt shot from 20 ft
11:42.0,,,84-68,,Offensive rebound by W. Hernangomez
11:40.0,,,84-71,3,B. Jennings makes 3-pt shot from 25 ft (assist by W. Hernangomez)
11:23.0,C. Frye makes 3-pt shot from 25 ft (assist by K. Felder),3,87-71,,
11:12.0,,,87-71,,Shooting foul by C. Frye (drawn by W. Hernangomez)
11:12.0,,,87-72,1,W. Hernangomez makes free throw 1 of 2
11:12.0,,,87-73,1,W. Hernangomez makes free throw 2 of 2
11:02.0,L. James makes 2-pt shot from 1 ft,2,89-73,,
11:02.0,Shooting foul by B. Jennings (drawn by L. James),,89-73,,
11:02.0,L. James misses free throw 1 of 1,,89-73,,
11:01.0,Offensive rebound by R. Jefferson,,89-73,,
10:53.0,K. Korver makes 3-pt shot from 24 ft (assist by L. James),3,92-73,,
10:42.0,,,92-75,2,W. Hernangomez makes 2-pt shot from 5 ft (assist by B. Jennings)
10:26.0,R. Jefferson misses 3-pt shot from 22 ft,,92-75,,
10:24.0,,,92-75,,Defensive rebound by B. Jennings
10:20.0,,,92-78,3,B. Jennings makes 3-pt shot from 25 ft
10:01.0,Turnover by C. Frye (bad pass; steal by J. Holiday),,92-78,,
9:53.0,,,92-81,3,B. Jennings makes 3-pt shot from 23 ft (assist by J. Holiday)
9:53.0,Cleveland full timeout,,92-81,,
9:53.0,I. Shumpert enters the game for K. Felder,,92-81,,
9:45.0,,,92-81,,Personal foul by B. Jennings (drawn by I. Shumpert)
9:30.0,L. James makes 2-pt shot from 19 ft,2,94-81,,
9:16.0,,,94-81,,Offensive foul by K. Porzingis
9:16.0,,,94-81,,Turnover by K. Porzingis (offensive foul)
9:16.0,,,94-81,,Technical foul by Team
9:16.0,K. Korver makes technical free throw,1,95-81,,
9:07.0,K. Korver misses 3-pt shot from 26 ft,,95-81,,
9:05.0,,,95-81,,Defensive rebound by M. Kuzminskas
8:58.0,,,95-83,2,K. Porzingis makes 2-pt shot from 2 ft (assist by B. Jennings)
8:58.0,,,95-83,,Shooting foul by I. Shumpert (drawn by K. Porzingis)
8:58.0,,,95-84,1,K. Porzingis makes free throw 1 of 1
8:36.0,R. Jefferson makes 2-pt shot from 2 ft (assist by C. Frye),2,97-84,,
8:26.0,,,97-84,,K. Porzingis misses 3-pt shot from 24 ft
8:24.0,,,97-84,,Offensive rebound by W. Hernangomez
8:16.0,,,97-84,,Shooting foul by R. Jefferson (drawn by M. Kuzminskas)
8:16.0,,,97-85,1,M. Kuzminskas makes free throw 1 of 2
8:16.0,,,97-86,1,M. Kuzminskas makes free throw 2 of 2
8:06.0,C. Frye makes 2-pt shot from 4 ft (assist by L. James),2,99-86,,
7:52.0,,,99-86,,B. Jennings misses 3-pt shot from 23 ft
7:50.0,Defensive rebound by I. Shumpert,,99-86,,
7:43.0,K. Korver misses 3-pt shot from 24 ft,,99-86,,
7:42.0,Offensive rebound by C. Frye,,99-86,,
7:42.0,Shooting foul by J. Holiday (drawn by C. Frye),,99-86,,
7:42.0,C. Frye misses free throw 1 of 2,,99-86,,
7:42.0,Offensive rebound by Team,,99-86,,
7:42.0,C. Frye misses free throw 2 of 2,,99-86,,
7:41.0,,,99-86,,Defensive rebound by K. Porzingis
7:27.0,,,99-89,3,M. Kuzminskas makes 3-pt shot from 24 ft
7:04.0,L. James makes 3-pt shot from 25 ft,3,102-89,,
6:47.0,,,102-89,,M. Kuzminskas misses 3-pt shot from 24 ft
6:44.0,Defensive rebound by C. Frye,,102-89,,
6:36.0,R. Jefferson misses 3-pt shot from 23 ft,,102-89,,
6:34.0,,,102-89,,Defensive rebound by K. Porzingis
6:26.0,,,102-89,,B. Jennings misses 2-pt shot from 16 ft
6:24.0,Defensive rebound by L. James,,102-89,,
6:23.0,,,102-89,,Personal foul by J. Holiday (drawn by L. James)
6:23.0,K. Love enters the game for C. Frye,,102-89,,
6:23.0,T. Thompson enters the game for R. Jefferson,,102-89,,
6:08.0,L. James misses 3-pt shot from 25 ft,,102-89,,
6:06.0,,,102-89,,Defensive rebound by K. Porzingis
6:02.0,Personal foul by I. Shumpert (drawn by K. Porzingis),,102-89,,
5:58.0,Personal foul by T. Thompson (drawn by B. Jennings),,102-89,,
5:58.0,Official timeout,,102-89,,
5:58.0,,,102-89,,B. Jennings misses free throw 1 of 2
5:58.0,,,102-89,,Offensive rebound by Team
5:58.0,,,102-90,1,B. Jennings makes free throw 2 of 2
5:35.0,K. Love misses 3-pt shot from 24 ft,,102-90,,
5:33.0,,,102-90,,Defensive rebound by M. Kuzminskas
5:18.0,,,102-90,,W. Hernangomez misses 2-pt shot from 7 ft
5:16.0,Defensive rebound by L. James,,102-90,,
4:57.0,K. Korver makes 2-pt shot from 18 ft,2,104-90,,
4:40.0,,,104-93,3,K. Porzingis makes 3-pt shot from 24 ft (assist by J. Holiday)
4:22.0,I. Shumpert misses 3-pt shot from 25 ft,,104-93,,
4:19.0,,,104-93,,Defensive rebound by M. Kuzminskas
4:13.0,,,104-93,,B. Jennings misses 2-pt shot at rim
4:11.0,,,104-93,,Offensive rebound by Team
4:11.0,,,104-93,,New York full timeout
4:11.0,,,104-93,,C. Anthony enters the game for M. Kuzminskas
4:00.0,Personal foul by L. James (drawn by K. Porzingis),,104-93,,
4:00.0,,,104-93,,K. Porzingis misses free throw 1 of 2
4:00.0,,,104-93,,Offensive rebound by Team
4:00.0,,,104-93,,K. Porzingis misses free throw 2 of 2
3:59.0,Defensive rebound by K. Love,,104-93,,
3:46.0,Turnover by K. Love (bad pass; steal by K. Porzingis),,104-93,,
