time,Atlanta,pts.away,score,pts.home,Washington
8:24.0,,,69-78,,B. Beal misses 3-pt shot from 27 ft
8:23.0,Defensive rebound by Team,,69-78,,
8:23.0,,,69-78,,J. Wall enters the game for B. Beal
8:18.0,,,69-78,,Shooting block foul by O. Porter (drawn by D. Howard)
8:18.0,D. Howard makes free throw 1 of 2,1,70-78,,
8:18.0,D. Howard makes free throw 2 of 2,1,71-78,,
8:01.0,,,71-78,,T. Satoransky misses 3-pt shot from 27 ft
8:00.0,Defensive rebound by K. Bazemore,,71-78,,
7:49.0,D. Howard makes 2-pt shot from 2 ft (assist by K. Bazemore),2,73-78,,
7:27.0,,,73-78,,M. Gortat misses 2-pt shot from 10 ft
7:26.0,,,73-78,,Offensive rebound by M. Thornton
7:22.0,,,73-78,,M. Thornton misses 2-pt shot from 1 ft
7:22.0,Defensive rebound by T. Sefolosha,,73-78,,
7:14.0,M. Delaney makes 3-pt shot from 26 ft (assist by T. Sefolosha),3,76-78,,
7:10.0,,,76-78,,Washington full timeout
7:10.0,,,76-78,,M. Morris enters the game for T. Satoransky
6:55.0,,,76-80,2,J. Wall makes 2-pt shot at rim
6:42.0,M. Delaney misses 2-pt shot from 18 ft,,76-80,,
6:42.0,,,76-80,,Defensive rebound by M. Gortat
6:36.0,Shooting block foul by T. Hardaway (drawn by J. Wall),,76-80,,
6:36.0,,,76-81,1,J. Wall makes free throw 1 of 2
6:36.0,,,76-82,1,J. Wall makes free throw 2 of 2
6:36.0,D. Schroder enters the game for M. Delaney,,76-81,,
6:27.0,K. Bazemore misses 2-pt shot from 4 ft (block by M. Gortat),,76-82,,
6:26.0,Offensive rebound by Team,,76-82,,
6:26.0,,,76-82,,B. Beal enters the game for M. Thornton
6:23.0,Offensive foul by D. Howard,,76-82,,
6:23.0,Turnover by D. Howard (offensive foul),,76-82,,
6:08.0,,,76-82,,M. Gortat misses 2-pt shot from 1 ft (block by K. Bazemore)
6:07.0,Defensive rebound by T. Hardaway,,76-82,,
6:05.0,Shooting foul by M. Morris (drawn by T. Hardaway),,76-82,,
6:05.0,T. Hardaway makes free throw 1 of 2,1,77-82,,
6:05.0,T. Hardaway makes free throw 2 of 2,1,78-82,,
5:49.0,,,78-82,,J. Wall misses 3-pt shot from 23 ft
5:47.0,,,78-82,,Offensive rebound by M. Gortat
5:36.0,,,78-82,,O. Porter misses 3-pt shot from 25 ft
5:34.0,,,78-82,,Offensive rebound by M. Gortat
5:28.0,,,78-82,,J. Wall misses 2-pt shot from 19 ft
5:27.0,Defensive rebound by D. Howard,,78-82,,
5:17.0,D. Schroder makes 2-pt shot from 4 ft,2,80-82,,
4:58.0,,,80-84,2,O. Porter makes 2-pt shot from 17 ft (assist by B. Beal)
4:42.0,D. Howard makes 2-pt shot at rim (assist by D. Schroder),2,82-84,,
4:25.0,Personal foul by T. Sefolosha (drawn by M. Morris),,82-84,,
4:25.0,P. Millsap enters the game for T. Sefolosha,,82-84,,
4:21.0,Personal foul by D. Howard (drawn by B. Beal),,82-84,,
4:21.0,,,82-85,1,B. Beal makes free throw 1 of 2
4:21.0,,,82-86,1,B. Beal makes free throw 2 of 2
4:08.0,K. Bazemore misses 3-pt shot from 27 ft,,82-86,,
4:07.0,,,82-86,,Defensive rebound by M. Morris
3:56.0,,,82-89,3,B. Beal makes 3-pt shot from 28 ft
3:55.0,Atlanta full timeout,,82-89,,
3:55.0,M. Muscala enters the game for D. Howard,,82-89,,
3:44.0,Shooting foul by J. Wall (drawn by D. Schroder),,82-89,,
3:44.0,D. Schroder misses free throw 1 of 2,,82-89,,
3:44.0,Offensive rebound by Team,,82-89,,
3:44.0,D. Schroder makes free throw 2 of 2,1,83-89,,
3:21.0,,,83-89,,B. Beal misses 2-pt shot from 3 ft
3:20.0,,,83-89,,Offensive rebound by J. Wall
3:18.0,,,83-89,,J. Wall misses 2-pt shot from 1 ft
3:17.0,,,83-89,,Offensive rebound by J. Wall
3:16.0,,,83-91,2,J. Wall makes 2-pt shot from 2 ft
3:03.0,M. Muscala makes 2-pt shot at rim (assist by K. Bazemore),2,85-91,,
2:44.0,,,85-91,,Turnover by M. Morris (traveling)
2:36.0,P. Millsap misses 2-pt shot from 14 ft,,85-91,,
2:36.0,Offensive rebound by Team,,85-91,,
2:36.0,Loose ball foul by K. Bazemore (drawn by B. Beal),,85-91,,
2:36.0,Turnover by K. Bazemore (offensive foul),,85-91,,
2:36.0,Technical foul by K. Bazemore (drawn by B. Beal),,85-91,,
2:36.0,,,85-91,,B. Beal misses technical free throw
2:36.0,,,85-91,,Offensive rebound by Team
2:36.0,,,85-92,1,B. Beal makes free throw 1 of 2
2:36.0,,,85-93,1,B. Beal makes free throw 2 of 2
2:36.0,T. Sefolosha enters the game for K. Bazemore,,85-92,,
2:30.0,D. Schroder misses 3-pt shot from 26 ft,,85-93,,
2:29.0,Offensive rebound by Team,,85-93,,
2:28.0,K. Korver enters the game for T. Sefolosha,,85-93,,
2:22.0,Atlanta full timeout,,85-93,,
2:22.0,K. Bazemore enters the game for T. Hardaway,,85-93,,
2:17.0,K. Korver misses 2-pt shot from 17 ft,,85-93,,
2:16.0,,,85-93,,Defensive rebound by M. Gortat
1:57.0,,,85-93,,B. Beal misses 2-pt shot from 18 ft
1:57.0,Defensive rebound by K. Korver,,85-93,,
1:48.0,M. Muscala makes 2-pt shot from 1 ft (assist by K. Bazemore),2,87-93,,
1:27.0,,,87-93,,M. Morris misses 2-pt shot from 22 ft
1:26.0,Defensive rebound by K. Korver,,87-93,,
1:09.0,P. Millsap makes 2-pt shot from 2 ft (assist by K. Korver),2,89-93,,
0:48.0,,,89-93,,J. Wall misses 2-pt shot from 1 ft
0:47.0,,,89-93,,Offensive rebound by M. Gortat
0:47.0,,,89-95,2,M. Gortat makes 2-pt shot from 2 ft
0:41.0,K. Korver makes 3-pt shot from 23 ft (assist by D. Schroder),3,92-95,,
0:18.0,,,92-95,,B. Beal misses 3-pt shot from 26 ft
0:17.0,Defensive rebound by D. Schroder,,92-95,,
0:12.0,Atlanta full timeout,,92-95,,
0:12.0,,,92-95,,M. Thornton enters the game for M. Gortat
0:04.0,K. Korver misses 3-pt shot from 30 ft,,92-95,,
0:04.0,,,92-95,,Defensive rebound by Team
0:04.0,,,92-95,,Washington full timeout
0:03.0,T. Sefolosha enters the game for K. Korver,,92-95,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
