time,Atlanta,pts.away,score,pts.home,New York
5:38.0,,,11-14,,Defensive rebound by K. O'Quinn
5:26.0,,,11-14,,C. Lee misses 2-pt shot from 21 ft
5:25.0,,,11-14,,Offensive rebound by K. O'Quinn
5:12.0,,,11-14,,D. Rose misses 2-pt shot from 2 ft
5:11.0,,,11-14,,Offensive rebound by K. O'Quinn
5:08.0,,,11-16,2,K. O'Quinn makes 2-pt shot from 3 ft
5:07.0,Atlanta full timeout,,11-16,,
5:07.0,,,11-16,,W. Hernangomez enters the game for K. Porzingis
5:07.0,T. Hardaway enters the game for K. Korver,,11-16,,
4:51.0,M. Muscala misses 2-pt shot from 2 ft,,11-16,,
4:50.0,Offensive rebound by D. Howard,,11-16,,
4:50.0,D. Howard makes 2-pt shot at rim,2,13-16,,
4:36.0,Personal foul by K. Bazemore (drawn by C. Anthony),,13-16,,
4:36.0,T. Waller-Prince enters the game for K. Bazemore,,13-16,,
4:27.0,,,13-18,2,K. O'Quinn makes 2-pt shot from 2 ft (assist by C. Lee)
4:07.0,D. Howard misses 2-pt shot from 3 ft,,13-18,,
4:06.0,,,13-18,,Defensive rebound by K. O'Quinn
3:56.0,,,13-18,,Turnover by D. Rose (bad pass)
3:56.0,M. Delaney enters the game for D. Schroder,,13-18,,
3:43.0,T. Hardaway makes 2-pt shot from 20 ft,2,15-18,,
3:21.0,,,15-20,2,C. Anthony makes 2-pt shot from 17 ft
3:03.0,T. Waller-Prince misses 2-pt shot from 8 ft,,15-20,,
3:02.0,Offensive rebound by M. Muscala,,15-20,,
3:02.0,M. Muscala misses 2-pt shot from 1 ft,,15-20,,
3:01.0,Offensive rebound by T. Waller-Prince,,15-20,,
2:51.0,Shooting foul by K. O'Quinn (drawn by D. Howard),,15-20,,
2:51.0,,,15-20,,New York full timeout
2:51.0,D. Howard makes free throw 1 of 2,1,16-20,,
2:51.0,D. Howard misses free throw 2 of 2,,16-20,,
2:51.0,,,15-20,,B. Jennings enters the game for D. Rose
2:51.0,P. Millsap enters the game for T. Waller-Prince,,15-20,,
2:50.0,Offensive rebound by P. Millsap,,16-20,,
2:43.0,Turnover by M. Delaney (bad pass; steal by C. Anthony),,16-20,,
2:34.0,,,16-20,,C. Anthony misses 3-pt shot from 25 ft
2:33.0,Defensive rebound by D. Howard,,16-20,,
2:19.0,Shooting foul by K. O'Quinn (drawn by D. Howard),,16-20,,
2:19.0,D. Howard makes free throw 1 of 2,1,17-20,,
2:19.0,D. Howard misses free throw 2 of 2,,17-20,,
2:19.0,,,17-20,,K. Porzingis enters the game for K. O'Quinn
2:18.0,,,17-20,,Defensive rebound by K. Porzingis
2:00.0,,,17-20,,Offensive foul by C. Anthony
2:00.0,,,17-20,,Turnover by C. Anthony (offensive foul)
2:00.0,T. Waller-Prince enters the game for D. Howard,,17-20,,
1:49.0,Turnover by M. Delaney (bad pass; steal by B. Jennings),,17-20,,
1:37.0,Personal foul by M. Muscala (drawn by W. Hernangomez),,17-20,,
1:26.0,,,17-22,2,C. Anthony makes 2-pt shot from 18 ft
1:06.0,Turnover by T. Hardaway (back court),,17-22,,
0:59.0,,,17-22,,K. Porzingis misses 3-pt shot from 25 ft
0:56.0,Defensive rebound by M. Delaney,,17-22,,
0:45.0,,,17-22,,Def 3 sec tech foul by K. Porzingis
0:45.0,M. Delaney makes technical free throw,1,18-22,,
0:43.0,T. Waller-Prince makes 2-pt shot from 9 ft (assist by T. Hardaway),2,20-22,,
0:31.0,,,20-22,,B. Jennings misses 2-pt shot from 20 ft
0:29.0,Defensive rebound by M. Delaney,,20-22,,
0:11.0,M. Muscala misses 3-pt shot from 27 ft,,20-22,,
0:10.0,,,20-22,,Defensive rebound by B. Jennings
0:00.0,,,20-24,2,C. Anthony makes 2-pt shot from 22 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,Def 3 sec tech foul by K. Humphries,,20-24,,
11:43.0,,,20-25,1,K. Porzingis makes technical free throw
11:30.0,,,20-25,,W. Hernangomez misses 2-pt shot from 1 ft
11:29.0,Defensive rebound by K. Korver,,20-25,,
11:18.0,P. Millsap misses 2-pt shot from 3 ft,,20-25,,
11:17.0,Offensive rebound by K. Humphries,,20-25,,
11:15.0,Turnover by K. Humphries (lost ball; steal by J. Holiday),,20-25,,
11:10.0,,,20-25,,Turnover by J. Holiday (bad pass; steal by K. Humphries)
11:03.0,T. Waller-Prince misses 3-pt shot from 24 ft,,20-25,,
11:01.0,,,20-25,,Defensive rebound by K. Porzingis
10:48.0,,,20-28,3,J. Holiday makes 3-pt shot from 23 ft (assist by M. Kuzminskas)
10:33.0,Turnover by M. Delaney (lost ball; steal by B. Jennings),,20-28,,
10:28.0,,,20-28,,Turnover by W. Hernangomez (lost ball)
10:15.0,M. Delaney misses 2-pt shot from 19 ft,,20-28,,
10:14.0,Offensive rebound by T. Waller-Prince,,20-28,,
10:08.0,P. Millsap misses 3-pt shot from 26 ft,,20-28,,
10:07.0,,,20-28,,Defensive rebound by M. Kuzminskas
10:02.0,,,20-28,,B. Jennings misses 2-pt shot from 5 ft (block by T. Waller-Prince)
10:01.0,Defensive rebound by K. Humphries,,20-28,,
9:54.0,K. Korver misses 3-pt shot from 27 ft,,20-28,,
9:53.0,Offensive rebound by T. Waller-Prince,,20-28,,
9:51.0,T. Waller-Prince misses 2-pt shot from 1 ft,,20-28,,
9:50.0,,,20-28,,Defensive rebound by W. Hernangomez
9:49.0,,,20-28,,New York full timeout
9:37.0,,,20-30,2,K. Porzingis makes 2-pt shot from 19 ft (assist by W. Hernangomez)
9:14.0,P. Millsap makes 2-pt shot from 1 ft,2,22-30,,
8:57.0,,,22-32,2,K. Porzingis makes 2-pt shot from 3 ft (assist by M. Kuzminskas)
8:41.0,P. Millsap makes 2-pt shot from 2 ft,2,24-32,,
8:41.0,Shooting foul by K. Porzingis (drawn by P. Millsap),,24-32,,
8:41.0,P. Millsap misses free throw 1 of 1,,24-32,,
8:41.0,D. Schroder enters the game for M. Delaney,,24-32,,
8:40.0,,,24-32,,Defensive rebound by K. Porzingis
8:29.0,,,24-32,,J. Holiday misses 2-pt shot from 22 ft
8:28.0,Defensive rebound by P. Millsap,,24-32,,
8:17.0,Turnover by D. Schroder (bad pass; steal by B. Jennings),,24-32,,
8:11.0,,,24-32,,M. Kuzminskas misses 3-pt shot from 25 ft
8:10.0,Defensive rebound by P. Millsap,,24-32,,
7:47.0,K. Humphries misses 2-pt shot from 16 ft,,24-32,,
7:46.0,,,24-32,,Defensive rebound by K. Porzingis
7:34.0,,,24-34,2,K. Porzingis makes 2-pt shot from 6 ft
7:34.0,,,24-34,,Shooting foul by P. Millsap (drawn by K. Porzingis)
7:34.0,,,24-34,,K. Porzingis misses free throw 1 of 1
7:34.0,K. Bazemore enters the game for T. Waller-Prince,,24-34,,
7:33.0,Defensive rebound by P. Millsap,,24-34,,
7:21.0,P. Millsap makes 2-pt shot from 4 ft,2,26-34,,
7:12.0,M. Muscala enters the game for K. Humphries,,26-34,,
7:12.0,D. Howard enters the game for P. Millsap,,26-34,,
7:10.0,,,26-34,,J. Holiday misses 2-pt shot from 18 ft
7:09.0,Defensive rebound by D. Howard,,26-34,,
6:51.0,,,26-34,,Shooting block foul by W. Hernangomez (drawn by M. Muscala)
6:51.0,M. Muscala makes free throw 1 of 2,1,27-34,,
6:51.0,M. Muscala makes free throw 2 of 2,1,28-34,,
6:38.0,,,28-34,,K. Porzingis misses 3-pt shot from 26 ft
6:37.0,Defensive rebound by K. Korver,,28-34,,
6:25.0,Shooting foul by B. Jennings (drawn by D. Schroder),,28-34,,
6:25.0,D. Schroder misses free throw 1 of 2,,28-34,,
6:25.0,Offensive rebound by Team,,28-34,,
6:25.0,D. Schroder makes free throw 2 of 2,1,29-34,,
6:25.0,,,28-34,,C. Anthony enters the game for M. Kuzminskas
6:12.0,,,29-34,,J. Holiday misses 2-pt shot from 2 ft (block by D. Howard)
6:11.0,Defensive rebound by D. Howard,,29-34,,
6:03.0,K. Bazemore misses 2-pt shot from 2 ft,,29-34,,
6:02.0,,,29-34,,Defensive rebound by Team
6:02.0,Loose ball foul by D. Howard (drawn by W. Hernangomez),,29-34,,
6:02.0,Technical foul by K. Bazemore,,29-34,,
6:02.0,,,29-35,1,C. Anthony makes technical free throw
6:02.0,,,29-35,,C. Lee enters the game for W. Hernangomez
5:48.0,,,29-35,,C. Lee misses 2-pt shot from 3 ft
5:47.0,Defensive rebound by K. Bazemore,,29-35,,
5:38.0,M. Muscala misses 2-pt shot from 14 ft,,29-35,,
5:37.0,,,29-35,,Defensive rebound by C. Anthony
5:29.0,,,29-35,,K. Porzingis misses 3-pt shot from 26 ft
5:28.0,Defensive rebound by M. Muscala,,29-35,,
5:21.0,,,29-35,,Personal foul by K. Porzingis (drawn by D. Howard)
5:21.0,Official timeout,,29-35,,
5:21.0,,,29-35,,M. Plumlee enters the game for K. Porzingis
5:20.0,K. Bazemore makes 2-pt shot from 3 ft (assist by K. Korver),2,31-35,,
4:57.0,,,31-37,2,C. Anthony makes 2-pt shot from 19 ft
4:41.0,D. Schroder misses 3-pt shot from 27 ft,,31-37,,
4:40.0,,,31-37,,Defensive rebound by C. Lee
4:33.0,,,31-37,,J. Holiday misses 3-pt shot from 24 ft
4:32.0,,,31-37,,Offensive rebound by C. Lee
4:28.0,,,31-37,,D. Rose enters the game for J. Holiday
4:28.0,P. Millsap enters the game for M. Muscala,,31-37,,
4:28.0,T. Hardaway enters the game for K. Korver,,31-37,,
4:17.0,,,31-39,2,C. Lee makes 2-pt shot from 14 ft (assist by D. Rose)
4:03.0,D. Howard makes 2-pt shot at rim (assist by K. Bazemore),2,33-39,,
3:44.0,,,33-39,,D. Rose misses 2-pt shot from 4 ft
3:43.0,Defensive rebound by D. Howard,,33-39,,
3:37.0,D. Schroder misses 3-pt shot from 26 ft,,33-39,,
3:36.0,,,33-39,,Defensive rebound by B. Jennings
3:23.0,,,33-39,,B. Jennings misses 3-pt shot from 27 ft
3:22.0,Defensive rebound by D. Howard,,33-39,,
3:05.0,K. Bazemore makes 2-pt shot from 2 ft (assist by P. Millsap),2,35-39,,
2:38.0,,,35-39,,C. Anthony misses 3-pt shot from 26 ft
2:37.0,Defensive rebound by K. Bazemore,,35-39,,
2:27.0,P. Millsap misses 2-pt shot from 12 ft,,35-39,,
2:26.0,Offensive rebound by D. Howard,,35-39,,
2:22.0,T. Hardaway misses 3-pt shot from 24 ft,,35-39,,
2:21.0,,,35-39,,Defensive rebound by M. Plumlee
2:17.0,,,35-39,,D. Rose misses 2-pt shot from 1 ft
2:16.0,Defensive rebound by T. Hardaway,,35-39,,
2:11.0,Atlanta full timeout,,35-39,,
2:11.0,,,35-39,,W. Hernangomez enters the game for B. Jennings
2:11.0,,,35-39,,K. Porzingis enters the game for M. Plumlee
2:11.0,K. Korver enters the game for D. Schroder,,35-39,,
1:56.0,K. Korver makes 2-pt shot from 22 ft (assist by T. Hardaway),2,37-39,,
1:29.0,,,37-41,2,K. Porzingis makes 2-pt shot from 21 ft (assist by C. Anthony)
1:22.0,,,37-41,,Personal foul by W. Hernangomez (drawn by D. Howard)
1:22.0,D. Howard makes free throw 1 of 2,1,38-41,,
1:22.0,D. Howard misses free throw 2 of 2,,38-41,,
1:21.0,,,38-41,,Defensive rebound by W. Hernangomez
1:05.0,,,38-41,,Shooting foul by K. Bazemore (drawn by K. Porzingis)
1:05.0,,,38-41,,K. Porzingis misses free throw 1 of 2
1:05.0,,,38-41,,Offensive rebound by Team
1:05.0,,,38-42,1,K. Porzingis makes free throw 2 of 2
0:53.0,P. Millsap misses 2-pt shot from 8 ft,,38-42,,
0:52.0,,,38-42,,Defensive rebound by K. Porzingis
0:42.0,,,38-44,2,D. Rose makes 2-pt shot from 3 ft
0:31.0,T. Hardaway makes 3-pt shot from 26 ft (assist by P. Millsap),3,41-44,,
0:13.0,,,41-46,2,C. Lee makes 2-pt shot from 1 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,41-46,,Turnover by K. O'Quinn (bad pass; steal by K. Korver)
11:33.0,D. Howard makes 2-pt shot at rim (assist by D. Schroder),2,43-46,,
11:18.0,,,43-46,,D. Rose misses 2-pt shot from 18 ft
11:17.0,Defensive rebound by D. Howard,,43-46,,
11:03.0,P. Millsap misses 2-pt shot from 15 ft,,43-46,,
11:02.0,,,43-46,,Defensive rebound by K. Porzingis
10:55.0,Personal foul by P. Millsap (drawn by K. O'Quinn),,43-46,,
10:48.0,,,43-46,,C. Lee misses 2-pt shot from 2 ft
10:47.0,,,43-46,,Offensive rebound by Team
10:47.0,Loose ball foul by K. Korver (drawn by K. O'Quinn),,43-46,,
10:28.0,,,43-48,2,K. O'Quinn makes 2-pt shot from 1 ft (assist by C. Lee)
10:14.0,K. Korver makes 2-pt shot from 22 ft (assist by D. Schroder),2,45-48,,
9:52.0,,,45-48,,C. Lee misses 2-pt shot from 20 ft
9:51.0,Defensive rebound by D. Howard,,45-48,,
9:42.0,D. Schroder misses 2-pt shot from 16 ft,,45-48,,
9:41.0,,,45-48,,Defensive rebound by K. Porzingis
9:37.0,,,45-48,,Turnover by D. Rose (bad pass; steal by P. Millsap)
9:33.0,,,45-48,,Personal foul by C. Anthony (drawn by K. Bazemore)
9:23.0,K. Korver misses 2-pt shot from 19 ft,,45-48,,
9:22.0,,,45-48,,Defensive rebound by C. Anthony
9:10.0,,,45-48,,Turnover by C. Lee (step out of bounds)
8:53.0,P. Millsap makes 2-pt shot from 6 ft,2,47-48,,
8:26.0,,,47-51,3,K. Porzingis makes 3-pt shot from 25 ft (assist by C. Lee)
8:19.0,P. Millsap misses 2-pt shot from 1 ft,,47-51,,
8:18.0,,,47-51,,Defensive rebound by C. Lee
8:09.0,,,47-53,2,D. Rose makes 2-pt shot from 4 ft
8:00.0,,,47-53,,Personal foul by K. Porzingis (drawn by K. Korver)
8:00.0,,,47-53,,Personal foul by C. Anthony (drawn by K. Bazemore)
7:55.0,D. Howard makes 2-pt shot at rim (assist by K. Bazemore),2,49-53,,
7:34.0,,,49-53,,C. Anthony misses 2-pt shot from 5 ft
7:33.0,Defensive rebound by K. Bazemore,,49-53,,
7:29.0,Shooting foul by K. Porzingis (drawn by K. Bazemore),,49-53,,
7:29.0,K. Bazemore makes free throw 1 of 2,1,50-53,,
7:29.0,K. Bazemore makes free throw 2 of 2,1,51-53,,
7:29.0,,,50-53,,W. Hernangomez enters the game for K. Porzingis
7:11.0,,,51-53,,D. Rose misses 2-pt shot from 2 ft (block by D. Howard)
7:10.0,Defensive rebound by P. Millsap,,51-53,,
7:03.0,K. Korver misses 3-pt shot from 23 ft,,51-53,,
7:02.0,,,51-53,,Defensive rebound by C. Anthony
6:53.0,,,51-55,2,C. Anthony makes 2-pt shot from 18 ft
6:37.0,D. Howard misses 2-pt shot from 1 ft,,51-55,,
6:36.0,,,51-55,,Defensive rebound by D. Rose
6:32.0,,,51-57,2,C. Lee makes 2-pt shot from 1 ft (assist by D. Rose)
6:31.0,Atlanta full timeout,,51-57,,
6:21.0,Turnover by K. Bazemore (bad pass; steal by C. Lee),,51-57,,
6:12.0,,,51-60,3,C. Anthony makes 3-pt shot from 24 ft (assist by C. Lee)
5:56.0,P. Millsap misses 2-pt shot from 8 ft,,51-60,,
5:55.0,,,51-60,,Defensive rebound by K. O'Quinn
5:39.0,,,51-62,2,D. Rose makes 2-pt shot from 13 ft
5:28.0,D. Schroder misses 2-pt shot from 2 ft,,51-62,,
5:27.0,,,51-62,,Defensive rebound by Team
5:27.0,Loose ball foul by D. Schroder (drawn by K. O'Quinn),,51-62,,
5:27.0,M. Muscala enters the game for P. Millsap,,51-62,,
5:27.0,M. Delaney enters the game for D. Schroder,,51-62,,
5:11.0,,,51-64,2,W. Hernangomez makes 2-pt shot from 2 ft (assist by C. Anthony)
5:11.0,,,51-64,,Shooting foul by D. Howard (drawn by W. Hernangomez)
5:11.0,,,51-65,1,W. Hernangomez makes free throw 1 of 1
5:01.0,K. Bazemore misses 3-pt shot from 26 ft,,51-65,,
5:00.0,Offensive rebound by D. Howard,,51-65,,
4:59.0,,,51-65,,Personal foul by K. O'Quinn (drawn by D. Howard)
4:59.0,D. Howard misses free throw 1 of 2,,51-65,,
4:59.0,Offensive rebound by Team,,51-65,,
4:59.0,D. Howard misses free throw 2 of 2,,51-65,,
4:59.0,,,51-65,,M. Plumlee enters the game for K. O'Quinn
4:58.0,Offensive rebound by D. Howard,,51-65,,
4:53.0,K. Korver makes 3-pt shot from 26 ft (assist by K. Bazemore),3,54-65,,
4:35.0,,,54-65,,D. Rose misses 3-pt shot from 25 ft
4:34.0,Defensive rebound by D. Howard,,54-65,,
4:24.0,D. Howard misses 2-pt shot from 2 ft,,54-65,,
4:23.0,,,54-65,,Defensive rebound by D. Rose
4:16.0,,,54-68,3,C. Lee makes 3-pt shot from 25 ft (assist by D. Rose)
4:08.0,Shooting foul by M. Plumlee (drawn by D. Howard),,54-68,,
4:08.0,D. Howard misses free throw 1 of 2,,54-68,,
4:08.0,Offensive rebound by Team,,54-68,,
4:08.0,D. Howard makes free throw 2 of 2,1,55-68,,
4:00.0,,,55-68,,D. Rose misses 2-pt shot from 15 ft
3:59.0,Defensive rebound by K. Korver,,55-68,,
3:52.0,K. Bazemore misses 3-pt shot from 25 ft,,55-68,,
3:51.0,,,55-68,,Defensive rebound by C. Lee
3:47.0,,,55-70,2,C. Anthony makes 2-pt shot at rim (assist by D. Rose)
3:30.0,M. Muscala makes 2-pt shot from 12 ft (assist by M. Delaney),2,57-70,,
3:07.0,,,57-70,,Turnover by W. Hernangomez (traveling)
3:07.0,P. Millsap enters the game for K. Bazemore,,57-70,,
3:07.0,T. Waller-Prince enters the game for D. Howard,,57-70,,
3:07.0,T. Hardaway enters the game for K. Korver,,57-70,,
3:07.0,,,57-70,,B. Jennings enters the game for D. Rose
2:52.0,T. Hardaway makes 2-pt shot from 6 ft,2,59-70,,
2:43.0,,,59-70,,New York full timeout
2:43.0,,,59-70,,J. Holiday enters the game for M. Plumlee
2:26.0,,,59-70,,C. Anthony misses 2-pt shot from 22 ft
2:23.0,,,59-70,,Offensive rebound by Team
2:05.0,,,59-73,3,C. Anthony makes 3-pt shot from 27 ft (assist by C. Lee)
1:52.0,,,59-73,,Personal foul by C. Lee (drawn by P. Millsap)
1:52.0,P. Millsap makes free throw 1 of 2,1,60-73,,
1:52.0,P. Millsap misses free throw 2 of 2,,60-73,,
1:51.0,,,60-73,,Defensive rebound by W. Hernangomez
1:37.0,,,60-73,,C. Lee misses 2-pt shot from 8 ft
1:36.0,Defensive rebound by P. Millsap,,60-73,,
1:25.0,M. Delaney makes 2-pt shot from 9 ft,2,62-73,,
1:06.0,,,62-73,,Turnover by C. Anthony (lost ball)
0:56.0,Shooting foul by B. Jennings (drawn by M. Delaney),,62-73,,
0:56.0,M. Delaney makes free throw 1 of 2,1,63-73,,
0:56.0,M. Delaney makes free throw 2 of 2,1,64-73,,
0:33.0,,,64-73,,J. Holiday misses 3-pt shot from 26 ft
0:32.0,,,64-73,,Offensive rebound by W. Hernangomez
0:28.0,,,64-75,2,W. Hernangomez makes 2-pt shot from 2 ft (assist by C. Anthony)
0:12.0,,,64-75,,Personal foul by C. Lee (drawn by M. Delaney)
0:12.0,M. Delaney makes free throw 1 of 2,1,65-75,,
0:12.0,M. Delaney makes free throw 2 of 2,1,66-75,,
0:03.0,,,66-75,,Turnover by C. Anthony (palming)
0:02.0,Turnover by M. Muscala (bad pass; steal by C. Anthony),,66-75,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,M. Delaney misses 3-pt shot from 25 ft,,66-75,,
11:44.0,,,66-75,,Defensive rebound by B. Jennings
11:36.0,,,66-75,,Turnover by B. Jennings (lost ball; steal by M. Delaney)
11:33.0,Turnover by M. Delaney (bad pass),,66-75,,
11:10.0,,,66-77,2,K. Porzingis makes 2-pt shot from 19 ft
10:49.0,T. Waller-Prince makes 2-pt shot from 2 ft,2,68-77,,
10:41.0,Personal foul by T. Waller-Prince (drawn by W. Hernangomez),,68-77,,
10:35.0,,,68-77,,Turnover by C. Lee (bad pass)
10:23.0,T. Hardaway misses 2-pt shot from 2 ft,,68-77,,
10:22.0,,,68-77,,Defensive rebound by W. Hernangomez
10:07.0,,,68-77,,K. Porzingis misses 2-pt shot from 13 ft
10:06.0,Defensive rebound by T. Waller-Prince,,68-77,,
10:01.0,T. Waller-Prince misses 2-pt shot from 1 ft,,68-77,,
10:00.0,,,68-77,,Defensive rebound by K. Porzingis
9:46.0,,,68-77,,C. Lee misses 2-pt shot from 1 ft (block by P. Millsap)
9:45.0,Defensive rebound by T. Waller-Prince,,68-77,,
9:33.0,K. Korver makes 3-pt shot from 24 ft (assist by P. Millsap),3,71-77,,
9:11.0,,,71-80,3,C. Lee makes 3-pt shot from 25 ft (assist by B. Jennings)
8:57.0,M. Delaney misses 2-pt shot from 19 ft,,71-80,,
8:56.0,,,71-80,,Defensive rebound by K. Porzingis
8:42.0,,,71-82,2,B. Jennings makes 2-pt shot from 1 ft
8:20.0,T. Hardaway makes 3-pt shot from 25 ft (assist by P. Millsap),3,74-82,,
7:56.0,,,74-85,3,B. Jennings makes 3-pt shot from 26 ft
7:40.0,T. Hardaway makes 2-pt shot from 2 ft,2,76-85,,
7:24.0,,,76-85,,Turnover by W. Hernangomez (bad pass; steal by P. Millsap)
7:20.0,,,76-85,,Personal foul by J. Holiday (drawn by T. Hardaway)
7:20.0,Official timeout,,76-85,,
7:20.0,,,76-85,,D. Rose enters the game for K. Porzingis
7:20.0,,,76-85,,C. Anthony enters the game for C. Lee
7:09.0,T. Waller-Prince misses 3-pt shot from 24 ft,,76-85,,
7:08.0,,,76-85,,Defensive rebound by J. Holiday
6:54.0,,,76-88,3,C. Anthony makes 3-pt shot from 26 ft (assist by B. Jennings)
6:37.0,T. Hardaway misses 2-pt shot from 1 ft,,76-88,,
6:36.0,,,76-88,,Defensive rebound by W. Hernangomez
6:29.0,,,76-88,,B. Jennings misses 3-pt shot from 26 ft
6:28.0,Defensive rebound by M. Delaney,,76-88,,
6:16.0,,,76-88,,Personal foul by W. Hernangomez (drawn by P. Millsap)
6:16.0,D. Howard enters the game for P. Millsap,,76-88,,
6:16.0,K. Bazemore enters the game for M. Delaney,,76-88,,
6:09.0,T. Waller-Prince misses 2-pt shot from 2 ft,,76-88,,
6:08.0,Offensive rebound by D. Howard,,76-88,,
6:08.0,D. Howard makes 2-pt shot from 2 ft,2,78-88,,
5:47.0,,,78-88,,J. Holiday misses 3-pt shot from 27 ft
5:46.0,,,78-88,,Offensive rebound by D. Rose
5:44.0,,,78-88,,D. Rose misses 2-pt shot from 1 ft
5:43.0,Defensive rebound by D. Howard,,78-88,,
5:29.0,K. Korver misses 2-pt shot from 2 ft,,78-88,,
5:28.0,Offensive rebound by D. Howard,,78-88,,
5:22.0,D. Howard misses 2-pt shot from 6 ft,,78-88,,
5:21.0,,,78-88,,Defensive rebound by J. Holiday
5:15.0,,,78-88,,C. Anthony misses 3-pt shot from 26 ft
5:14.0,,,78-88,,Offensive rebound by W. Hernangomez
5:13.0,,,78-88,,Shooting foul by D. Howard (drawn by W. Hernangomez)
5:13.0,,,78-88,,New York full timeout
5:13.0,,,78-88,,W. Hernangomez misses free throw 1 of 2
5:13.0,,,78-88,,Offensive rebound by Team
5:13.0,,,78-88,,W. Hernangomez misses free throw 2 of 2
5:13.0,P. Millsap enters the game for T. Waller-Prince,,78-88,,
5:12.0,Defensive rebound by P. Millsap,,78-88,,
5:01.0,D. Howard misses 2-pt shot from 5 ft,,78-88,,
5:00.0,,,78-88,,Defensive rebound by W. Hernangomez
4:37.0,,,78-91,3,J. Holiday makes 3-pt shot from 25 ft (assist by D. Rose)
4:22.0,K. Korver makes 2-pt shot from 2 ft (assist by P. Millsap),2,80-91,,
