time,Golden State,pts.away,score,pts.home,Portland
7:33.0,,,17-3,,Defensive rebound by M. Leonard
7:22.0,,,17-3,,Turnover by M. Leonard (bad pass)
7:09.0,Z. Pachulia makes 2-pt shot from 2 ft,2,19-3,,
7:09.0,Shooting foul by M. Leonard (drawn by Z. Pachulia),,19-3,,
7:09.0,Z. Pachulia makes free throw 1 of 1,1,20-3,,
7:09.0,,,19-3,,A. Aminu enters the game for M. Leonard
7:09.0,,,19-3,,A. Crabbe enters the game for M. Harkless
6:55.0,,,20-3,,A. Aminu misses 3-pt shot from 25 ft
6:54.0,Defensive rebound by Z. Pachulia,,20-3,,
6:48.0,K. Durant makes 2-pt shot at rim,2,22-3,,
6:47.0,,,22-3,,Portland full timeout
6:38.0,,,22-3,,D. Lillard misses 2-pt shot from 2 ft (block by K. Durant)
6:38.0,,,22-3,,Offensive rebound by Team
6:27.0,,,22-3,,Shooting foul by Z. Pachulia (drawn by E. Turner)
6:27.0,,,22-4,1,E. Turner makes free throw 1 of 2
6:27.0,,,22-5,1,E. Turner makes free throw 2 of 2
6:02.0,K. Thompson makes 3-pt shot from 24 ft (assist by S. Curry),3,25-5,,
5:51.0,,,25-5,,C. McCollum misses 3-pt shot from 23 ft
5:50.0,Defensive rebound by S. Curry,,25-5,,
5:45.0,S. Curry makes 3-pt shot from 29 ft,3,28-5,,
5:28.0,,,28-5,,A. Crabbe misses 3-pt shot from 25 ft
5:26.0,Defensive rebound by K. Durant,,28-5,,
5:22.0,Turnover by K. Durant (bad pass; steal by A. Aminu),,28-5,,
5:13.0,,,28-7,2,A. Crabbe makes 2-pt shot from 2 ft (assist by C. McCollum)
5:08.0,Shooting foul by C. McCollum (drawn by Z. Pachulia),,28-7,,
5:08.0,Z. Pachulia makes free throw 1 of 2,1,29-7,,
5:08.0,Z. Pachulia makes free throw 2 of 2,1,30-7,,
5:08.0,A. Iguodala enters the game for D. Green,,29-7,,
5:02.0,,,30-7,,D. Lillard misses 2-pt shot from 14 ft
5:00.0,,,30-7,,Offensive rebound by A. Aminu
4:57.0,,,30-9,2,A. Aminu makes 2-pt shot from 2 ft
4:46.0,A. Iguodala makes 2-pt shot from 15 ft (assist by S. Curry),2,32-9,,
4:33.0,,,32-9,,N. Vonleh enters the game for E. Turner
4:33.0,Jump ball: A. Aminu vs. Z. Pachulia (A. Iguodala gains possession),,,,Jump ball: A. Aminu vs. Z. Pachulia (A. Iguodala gains possession)
4:33.0,,,32-9,,Turnover by A. Aminu (lost ball; steal by Z. Pachulia)
4:11.0,S. Curry makes 3-pt shot from 24 ft (assist by K. Durant),3,35-9,,
3:54.0,,,35-9,,D. Lillard misses 2-pt shot from 2 ft
3:54.0,,,35-9,,Offensive rebound by N. Vonleh
3:51.0,,,35-9,,N. Vonleh misses 2-pt shot from 1 ft
3:51.0,,,35-9,,Offensive rebound by D. Lillard
3:51.0,,,35-11,2,D. Lillard makes 2-pt shot from 2 ft
3:51.0,Golden State full timeout,,35-11,,
3:51.0,,,35-11,,S. Napier enters the game for C. McCollum
3:51.0,J. McGee enters the game for Z. Pachulia,,35-11,,
3:51.0,D. Green enters the game for K. Thompson,,35-11,,
3:51.0,P. McCaw enters the game for K. Durant,,35-11,,
3:41.0,S. Curry misses 2-pt shot from 4 ft,,35-11,,
3:40.0,,,35-11,,Defensive rebound by N. Vonleh
3:34.0,,,35-11,,D. Lillard misses 2-pt shot from 18 ft (block by D. Green)
3:33.0,,,35-11,,Offensive rebound by Team
3:23.0,,,35-11,,S. Napier misses 2-pt shot from 20 ft
3:21.0,Defensive rebound by P. McCaw,,35-11,,
3:12.0,Shooting foul by S. Napier (drawn by S. Curry),,35-11,,
3:12.0,S. Curry makes free throw 1 of 2,1,36-11,,
3:12.0,S. Curry misses free throw 2 of 2,,36-11,,
3:11.0,,,36-11,,Defensive rebound by A. Crabbe
2:56.0,,,36-13,2,A. Crabbe makes 2-pt shot from 16 ft
2:45.0,D. Green makes 3-pt shot from 25 ft (assist by A. Iguodala),3,39-13,,
2:32.0,,,39-13,,S. Napier misses 2-pt shot from 1 ft (block by J. McGee)
2:32.0,Defensive rebound by Team,,39-13,,
2:15.0,J. McGee makes 2-pt shot from 2 ft (assist by D. Green),2,41-13,,
2:02.0,,,41-13,,Shooting foul by J. McGee (drawn by D. Lillard)
2:02.0,,,41-15,2,D. Lillard makes 2-pt shot from 2 ft
2:02.0,,,41-16,1,D. Lillard makes free throw 1 of 1
1:54.0,J. McGee makes 2-pt shot at rim (assist by D. Green),2,43-16,,
1:54.0,Shooting foul by A. Crabbe (drawn by J. McGee),,43-16,,
1:54.0,J. McGee misses free throw 1 of 1,,43-16,,
1:53.0,,,43-16,,Defensive rebound by A. Aminu
1:38.0,,,43-19,3,S. Napier makes 3-pt shot from 24 ft
1:21.0,A. Iguodala misses 2-pt shot from 14 ft,,43-19,,
1:20.0,Offensive rebound by S. Curry,,43-19,,
1:20.0,S. Curry misses 2-pt shot from 2 ft,,43-19,,
1:19.0,Offensive rebound by S. Curry,,43-19,,
1:15.0,Turnover by S. Curry (lost ball; steal by D. Lillard),,43-19,,
1:06.0,,,43-19,,S. Napier misses 3-pt shot from 27 ft
1:05.0,Defensive rebound by P. McCaw,,43-19,,
0:57.0,,,43-19,,Personal foul by N. Vonleh (drawn by S. Curry)
0:57.0,S. Curry makes free throw 1 of 2,1,44-19,,
0:57.0,S. Curry makes free throw 2 of 2,1,45-19,,
0:46.0,,,45-19,,A. Crabbe misses 3-pt shot from 24 ft
0:45.0,,,45-19,,Offensive rebound by S. Napier
0:40.0,,,45-19,,Turnover by D. Lillard (lost ball; steal by S. Curry)
0:35.0,S. Curry misses 3-pt shot from 26 ft,,45-19,,
0:35.0,Offensive rebound by P. McCaw,,45-19,,
0:35.0,P. McCaw misses 2-pt shot from 1 ft,,45-19,,
0:32.0,Offensive rebound by J. McGee,,45-19,,
0:32.0,J. McGee misses 2-pt shot at rim (block by N. Vonleh),,45-19,,
0:31.0,,,45-19,,Defensive rebound by S. Napier
0:26.0,,,45-19,,S. Napier misses 2-pt shot from 2 ft (block by D. Green)
0:25.0,Defensive rebound by A. Iguodala,,45-19,,
0:22.0,Shooting foul by A. Aminu (drawn by D. Green),,45-19,,
0:22.0,D. Green misses free throw 1 of 2,,45-19,,
0:22.0,Offensive rebound by Team,,45-19,,
0:22.0,D. Green misses free throw 2 of 2,,45-19,,
0:22.0,I. Clark enters the game for S. Curry,,45-19,,
0:22.0,J. McAdoo enters the game for J. McGee,,45-19,,
0:21.0,,,45-19,,Defensive rebound by N. Vonleh
0:02.0,,,45-22,3,A. Aminu makes 3-pt shot from 23 ft (assist by D. Lillard)
0:00.0,D. Green misses 3-pt shot from 59 ft,,45-22,,
0:00.0,Offensive rebound by Team,,45-22,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,,,45-25,3,D. Lillard makes 3-pt shot from 25 ft
11:23.0,K. Thompson makes 3-pt shot from 26 ft (assist by D. West),3,48-25,,
11:10.0,,,48-25,,Offensive foul by A. Aminu
11:10.0,,,48-25,,Turnover by A. Aminu (offensive foul)
10:47.0,K. Thompson misses 2-pt shot from 16 ft,,48-25,,
10:46.0,,,48-25,,Defensive rebound by A. Crabbe
10:37.0,,,48-27,2,D. Lillard makes 2-pt shot from 2 ft
10:18.0,D. Green misses 3-pt shot from 25 ft,,48-27,,
10:17.0,,,48-27,,Defensive rebound by N. Vonleh
10:08.0,,,48-27,,Shooting foul by D. West (drawn by D. Lillard)
10:08.0,,,48-28,1,D. Lillard makes free throw 1 of 2
10:08.0,,,48-29,1,D. Lillard makes free throw 2 of 2
9:53.0,D. Green makes 2-pt shot from 3 ft (assist by D. West),2,50-29,,
9:33.0,,,50-31,2,D. Lillard makes 2-pt shot from 8 ft
9:14.0,K. Thompson misses 2-pt shot from 16 ft,,50-31,,
9:13.0,,,50-31,,Defensive rebound by Team
9:00.0,,,50-31,,Shooting foul by D. West (drawn by D. Lillard)
9:00.0,,,50-32,1,D. Lillard makes free throw 1 of 2
9:00.0,,,50-32,,D. Lillard misses free throw 2 of 2
9:00.0,Defensive rebound by A. Iguodala,,50-32,,
8:53.0,,,50-32,,Personal foul by N. Vonleh (drawn by D. West)
8:53.0,Official timeout,,50-32,,
8:53.0,,,50-32,,C. McCollum enters the game for S. Napier
8:42.0,D. West makes 2-pt shot from 9 ft,2,52-32,,
8:16.0,,,52-32,,A. Aminu misses 3-pt shot from 25 ft
8:16.0,Defensive rebound by D. Green,,52-32,,
7:59.0,K. Thompson misses 3-pt shot from 26 ft,,52-32,,
7:59.0,,,52-32,,Defensive rebound by C. McCollum
7:52.0,,,52-32,,C. McCollum misses 3-pt shot from 25 ft
7:51.0,Defensive rebound by A. Iguodala,,52-32,,
7:31.0,K. Thompson misses 2-pt shot from 3 ft (block by C. McCollum),,52-32,,
7:30.0,,,52-32,,Defensive rebound by C. McCollum
7:25.0,,,52-32,,Turnover by C. McCollum (lost ball; steal by D. Green)
7:08.0,D. Green misses 2-pt shot from 3 ft,,52-32,,
7:08.0,,,52-32,,Defensive rebound by A. Aminu
7:00.0,,,52-34,2,D. Lillard makes 2-pt shot from 2 ft
6:41.0,D. West makes 2-pt shot from 5 ft (assist by I. Clark),2,54-34,,
6:22.0,,,54-34,,C. McCollum misses 2-pt shot from 12 ft
6:22.0,Defensive rebound by K. Thompson,,54-34,,
6:07.0,D. Green makes 3-pt shot from 25 ft (assist by D. West),3,57-34,,
6:04.0,,,57-34,,Portland full timeout
6:04.0,,,57-34,,E. Turner enters the game for A. Crabbe
6:04.0,S. Curry enters the game for D. Green,,57-34,,
6:04.0,K. Durant enters the game for K. Thompson,,57-34,,
6:04.0,P. McCaw enters the game for A. Iguodala,,57-34,,
5:45.0,,,57-34,,D. Lillard misses 2-pt shot from 21 ft
5:44.0,Defensive rebound by D. West,,57-34,,
5:31.0,Turnover by S. Curry (bad pass; steal by A. Aminu),,57-34,,
5:29.0,,,57-34,,Shooting foul by P. McCaw (drawn by A. Aminu)
5:29.0,,,57-34,,A. Aminu misses free throw 1 of 2
5:29.0,,,57-34,,Offensive rebound by Team
5:29.0,,,57-35,1,A. Aminu makes free throw 2 of 2
5:15.0,S. Curry makes 2-pt shot from 18 ft,2,59-35,,
5:03.0,,,59-35,,C. McCollum misses 3-pt shot from 25 ft
5:01.0,,,59-35,,Offensive rebound by A. Aminu
4:58.0,,,59-37,2,E. Turner makes 2-pt shot from 2 ft (assist by A. Aminu)
4:34.0,K. Durant misses 2-pt shot from 12 ft,,59-37,,
4:33.0,,,59-37,,Defensive rebound by N. Vonleh
4:26.0,,,59-39,2,D. Lillard makes 2-pt shot from 15 ft
4:25.0,Golden State full timeout,,59-39,,
4:09.0,Turnover by K. Durant (bad pass; steal by E. Turner),,59-39,,
3:59.0,,,59-39,,Turnover by A. Aminu (bad pass; steal by K. Durant)
3:50.0,D. West makes 2-pt shot from 20 ft (assist by S. Curry),2,61-39,,
3:30.0,,,61-39,,C. McCollum misses 2-pt shot from 1 ft
3:28.0,,,61-39,,Offensive rebound by N. Vonleh
3:28.0,,,61-41,2,N. Vonleh makes 2-pt shot at rim
3:13.0,Turnover by K. Durant (lost ball; steal by E. Turner),,61-41,,
3:06.0,,,61-41,,D. Lillard misses 3-pt shot from 24 ft
3:03.0,Defensive rebound by I. Clark,,61-41,,
2:59.0,Turnover by I. Clark (lost ball),,61-41,,
2:59.0,K. Thompson enters the game for D. West,,61-41,,
2:59.0,J. McGee enters the game for I. Clark,,61-41,,
2:42.0,,,61-43,2,A. Aminu makes 2-pt shot from 22 ft (assist by D. Lillard)
2:14.0,S. Curry makes 3-pt shot from 26 ft (assist by K. Thompson),3,64-43,,
1:50.0,,,64-43,,A. Aminu misses 2-pt shot from 4 ft
1:50.0,Defensive rebound by J. McGee,,64-43,,
1:44.0,S. Curry misses 3-pt shot from 29 ft,,64-43,,
1:44.0,,,64-43,,Defensive rebound by A. Aminu
1:25.0,,,64-43,,C. McCollum misses 3-pt shot from 25 ft
1:24.0,Defensive rebound by Team,,64-43,,
1:24.0,A. Iguodala enters the game for K. Durant,,64-43,,
1:24.0,D. Green enters the game for P. McCaw,,64-43,,
1:13.0,K. Thompson makes 2-pt shot from 20 ft (assist by A. Iguodala),2,66-43,,
0:58.0,,,66-46,3,A. Aminu makes 3-pt shot from 25 ft (assist by D. Lillard)
0:43.0,,,66-46,,Personal foul by D. Lillard (drawn by A. Iguodala)
0:41.0,,,66-46,,Personal foul by C. McCollum
0:41.0,,,66-46,,Technical foul by D. Lillard (drawn by A. Iguodala)
0:41.0,S. Curry makes technical free throw,1,67-46,,
0:41.0,K. Thompson makes free throw 1 of 2,1,68-46,,
0:41.0,K. Thompson makes free throw 2 of 2,1,69-46,,
0:36.0,,,69-48,2,D. Lillard makes 2-pt shot from 13 ft
0:31.0,S. Curry makes 3-pt shot from 25 ft,3,72-48,,
0:18.0,,,72-48,,D. Lillard misses 2-pt shot from 5 ft (block by J. McGee)
0:16.0,Defensive rebound by A. Iguodala,,72-48,,
0:02.0,S. Curry misses 3-pt shot from 25 ft,,72-48,,
0:01.0,,,72-48,,Defensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,72-48,,D. Lillard misses 3-pt shot from 28 ft
11:39.0,Defensive rebound by D. Green,,72-48,,
11:23.0,K. Durant misses 2-pt shot from 15 ft,,72-48,,
11:22.0,,,72-48,,Defensive rebound by C. McCollum
11:16.0,,,72-48,,E. Turner misses 2-pt shot from 10 ft
11:15.0,Defensive rebound by D. Green,,72-48,,
11:04.0,Z. Pachulia makes 2-pt shot from 4 ft,2,74-48,,
10:50.0,,,74-48,,A. Aminu misses 3-pt shot from 24 ft
10:49.0,Defensive rebound by S. Curry,,74-48,,
10:41.0,Z. Pachulia makes 2-pt shot from 1 ft (assist by S. Curry),2,76-48,,
10:19.0,,,76-48,,C. McCollum misses 2-pt shot from 9 ft
10:18.0,Defensive rebound by K. Durant,,76-48,,
10:08.0,S. Curry makes 2-pt shot from 13 ft,2,78-48,,
10:07.0,,,78-48,,Portland full timeout
9:56.0,,,78-48,,Shooting foul by D. Green (drawn by N. Vonleh)
9:56.0,,,78-48,,N. Vonleh misses free throw 1 of 2
9:56.0,,,78-48,,Offensive rebound by Team
9:56.0,,,78-49,1,N. Vonleh makes free throw 2 of 2
9:47.0,Turnover by D. Green (bad pass; steal by E. Turner),,78-49,,
9:38.0,,,78-49,,E. Turner misses 3-pt shot from 25 ft
9:37.0,Defensive rebound by D. Green,,78-49,,
9:18.0,K. Thompson makes 2-pt shot from 22 ft,2,80-49,,
9:05.0,,,80-52,3,A. Aminu makes 3-pt shot from 23 ft (assist by D. Lillard)
8:52.0,D. Green makes 3-pt shot from 25 ft (assist by S. Curry),3,83-52,,
8:41.0,Shooting block foul by Z. Pachulia (drawn by D. Lillard),,83-52,,
8:41.0,,,83-53,1,D. Lillard makes free throw 1 of 2
8:41.0,,,83-54,1,D. Lillard makes free throw 2 of 2
8:23.0,Z. Pachulia makes 2-pt shot from 3 ft (assist by K. Durant),2,85-54,,
8:05.0,,,85-56,2,D. Lillard makes 2-pt shot from 20 ft
7:56.0,K. Durant makes 3-pt shot from 25 ft (assist by Z. Pachulia),3,88-56,,
7:37.0,,,88-56,,E. Turner misses 3-pt shot from 23 ft
7:35.0,Defensive rebound by S. Curry,,88-56,,
7:28.0,D. Green misses 3-pt shot from 26 ft,,88-56,,
7:26.0,,,88-56,,Defensive rebound by N. Vonleh
7:10.0,,,88-58,2,D. Lillard makes 2-pt shot from 3 ft
7:00.0,S. Curry makes 3-pt shot from 26 ft,3,91-58,,
6:39.0,Shooting block foul by D. Green (drawn by A. Aminu),,91-58,,
6:39.0,,,91-59,1,A. Aminu makes free throw 1 of 2
6:39.0,,,91-60,1,A. Aminu makes free throw 2 of 2
6:39.0,,,91-59,,M. Harkless enters the game for N. Vonleh
6:23.0,K. Thompson misses 2-pt shot from 22 ft,,91-60,,
6:23.0,,,91-60,,Defensive rebound by E. Turner
6:13.0,,,91-60,,A. Aminu misses 3-pt shot from 24 ft
6:12.0,Defensive rebound by K. Durant,,91-60,,
6:01.0,Shooting foul by C. McCollum (drawn by D. Green),,91-60,,
6:01.0,D. Green makes free throw 1 of 2,1,92-60,,
6:01.0,D. Green makes free throw 2 of 2,1,93-60,,
6:01.0,J. McGee enters the game for Z. Pachulia,,92-60,,
5:45.0,A. Iguodala enters the game for D. Green,,93-60,,
5:39.0,,,93-60,,Shooting foul by J. McGee (drawn by A. Aminu)
5:39.0,,,93-61,1,A. Aminu makes free throw 1 of 2
5:39.0,,,93-61,,A. Aminu misses free throw 2 of 2
5:38.0,Defensive rebound by J. McGee,,93-61,,
5:25.0,K. Durant misses 2-pt shot from 12 ft,,93-61,,
5:24.0,,,93-61,,Defensive rebound by A. Aminu
5:17.0,,,93-61,,C. McCollum misses 2-pt shot from 15 ft
5:17.0,Defensive rebound by A. Iguodala,,93-61,,
5:09.0,K. Thompson misses 2-pt shot from 15 ft,,93-61,,
5:09.0,,,93-61,,Defensive rebound by E. Turner
5:03.0,,,93-64,3,D. Lillard makes 3-pt shot from 27 ft (assist by E. Turner)
4:41.0,A. Iguodala misses 3-pt shot from 23 ft,,93-64,,
4:40.0,,,93-64,,Defensive rebound by C. McCollum
4:33.0,,,93-64,,Shooting foul by A. Iguodala
4:33.0,,,93-65,1,C. McCollum makes free throw 1 of 2
4:33.0,,,93-66,1,C. McCollum makes free throw 2 of 2
4:33.0,,,93-65,,A. Crabbe enters the game for E. Turner
4:27.0,,,93-66,,Personal foul by D. Lillard (drawn by A. Iguodala)
4:27.0,P. McCaw enters the game for K. Thompson,,93-66,,
4:27.0,D. Green enters the game for K. Durant,,93-66,,
4:18.0,J. McGee misses 2-pt shot from 2 ft (block by A. Aminu),,93-66,,
4:17.0,,,93-66,,Defensive rebound by A. Aminu
4:11.0,Personal block foul by J. McGee (drawn by D. Lillard),,93-66,,
4:11.0,,,93-67,1,D. Lillard makes free throw 1 of 2
4:11.0,,,93-68,1,D. Lillard makes free throw 2 of 2
3:59.0,S. Curry makes 2-pt shot from 2 ft,2,95-68,,
3:43.0,,,95-71,3,A. Aminu makes 3-pt shot from 25 ft (assist by D. Lillard)
3:25.0,S. Curry misses 2-pt shot from 3 ft,,95-71,,
3:25.0,,,95-71,,Defensive rebound by Team
3:16.0,,,95-71,,D. Lillard misses 2-pt shot from 20 ft (block by J. McGee)
3:15.0,Defensive rebound by S. Curry,,95-71,,
3:11.0,S. Curry misses 2-pt shot from 2 ft,,95-71,,
3:09.0,Offensive rebound by Team,,95-71,,
3:05.0,S. Curry makes 2-pt shot from 21 ft,2,97-71,,
2:44.0,Personal foul by J. McGee (drawn by A. Aminu),,97-71,,
2:44.0,Golden State full timeout,,97-71,,
2:44.0,,,97-72,1,A. Aminu makes free throw 1 of 2
2:44.0,,,97-73,1,A. Aminu makes free throw 2 of 2
2:44.0,,,97-71,,S. Napier enters the game for C. McCollum
2:44.0,J. McAdoo enters the game for J. McGee,,97-71,,
2:31.0,S. Curry misses 3-pt shot from 24 ft,,97-73,,
2:29.0,,,97-73,,Defensive rebound by A. Crabbe
2:10.0,,,97-73,,S. Napier misses 3-pt shot from 25 ft
2:10.0,Defensive rebound by Team,,97-73,,
1:57.0,,,97-73,,Personal foul by S. Napier (drawn by S. Curry)
1:47.0,A. Iguodala misses 2-pt shot from 19 ft,,97-73,,
1:47.0,Offensive rebound by J. McAdoo,,97-73,,
1:47.0,J. McAdoo makes 2-pt shot at rim,2,99-73,,
1:25.0,,,99-73,,D. Lillard misses 2-pt shot from 2 ft
1:25.0,,,99-73,,Offensive rebound by M. Harkless
1:25.0,,,99-73,,Shooting foul by J. McAdoo (drawn by M. Harkless)
1:25.0,,,99-74,1,M. Harkless makes free throw 1 of 2
1:25.0,,,99-75,1,M. Harkless makes free throw 2 of 2
1:12.0,Turnover by S. Curry (dbl dribble),,99-75,,
1:04.0,,,99-75,,Turnover by D. Lillard (bad pass)
0:53.0,,,99-75,,Personal foul by M. Harkless (drawn by S. Curry)
0:53.0,S. Curry makes free throw 1 of 2,1,100-75,,
0:53.0,S. Curry makes free throw 2 of 2,1,101-75,,
0:53.0,,,100-75,,C. McCollum enters the game for A. Aminu
0:36.0,,,101-77,2,D. Lillard makes 2-pt shot from 2 ft
0:30.0,S. Curry makes 3-pt shot from 31 ft,3,104-77,,
0:09.0,,,104-80,3,S. Napier makes 3-pt shot from 24 ft
0:03.0,S. Curry makes 2-pt shot from 1 ft,2,106-80,,
0:00.0,,,106-80,,S. Napier misses 3-pt shot from 26 ft
0:00.0,,,106-80,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,D. West makes 2-pt shot from 3 ft (assist by A. Iguodala),2,108-80,,
11:26.0,,,108-83,3,A. Crabbe makes 3-pt shot from 25 ft (assist by S. Napier)
11:10.0,D. West makes 2-pt shot from 13 ft (assist by A. Iguodala),2,110-83,,
10:42.0,,,110-85,2,S. Napier makes 2-pt shot from 22 ft
10:15.0,D. West misses 2-pt shot from 7 ft,,110-85,,
10:14.0,,,110-85,,Defensive rebound by N. Vonleh
10:05.0,,,110-85,,D. Lillard misses 3-pt shot from 27 ft
10:05.0,Defensive rebound by I. Clark,,110-85,,
9:50.0,Shooting foul by D. Lillard (drawn by D. West),,110-85,,
9:50.0,D. West makes free throw 1 of 2,1,111-85,,
9:50.0,D. West makes free throw 2 of 2,1,112-85,,
9:50.0,,,111-85,,A. Aminu enters the game for N. Vonleh
9:28.0,,,112-85,,S. Napier misses 3-pt shot from 24 ft
9:27.0,,,112-85,,Offensive rebound by Team
9:27.0,Violation by D. West (kicked ball),,112-85,,
9:15.0,,,112-85,,M. Harkless misses 2-pt shot from 2 ft
9:14.0,Defensive rebound by D. West,,112-85,,
8:58.0,D. Green makes 2-pt shot from 2 ft (assist by D. West),2,114-85,,
8:58.0,,,114-85,,Portland full timeout
8:58.0,,,114-85,,C. McCollum enters the game for S. Napier
8:42.0,,,114-87,2,C. McCollum makes 2-pt shot from 19 ft
8:28.0,Turnover by D. Green (bad pass),,114-87,,
8:28.0,,,114-87,,N. Vonleh enters the game for M. Harkless
8:16.0,,,114-87,,Turnover by C. McCollum (bad pass; steal by A. Iguodala)
8:10.0,I. Clark misses 2-pt shot from 2 ft,,114-87,,
8:10.0,,,114-87,,Defensive rebound by N. Vonleh
8:05.0,,,114-87,,A. Crabbe misses 2-pt shot from 21 ft
8:03.0,Defensive rebound by I. Clark,,114-87,,
7:50.0,D. Green makes 3-pt shot from 25 ft (assist by A. Iguodala),3,117-87,,
7:36.0,,,117-87,,Turnover by D. Lillard (lost ball; steal by D. West)
7:21.0,Shooting foul by A. Aminu (drawn by A. Iguodala),,117-87,,
7:21.0,A. Iguodala misses free throw 1 of 2,,117-87,,
7:21.0,Offensive rebound by Team,,117-87,,
7:21.0,A. Iguodala makes free throw 2 of 2,1,118-87,,
7:21.0,J. McAdoo enters the game for D. Green,,117-87,,
6:59.0,,,118-89,2,C. McCollum makes 2-pt shot from 4 ft
6:38.0,A. Iguodala makes 2-pt shot from 14 ft,2,120-89,,
6:26.0,,,120-89,,C. McCollum misses 2-pt shot from 6 ft
6:26.0,Defensive rebound by Team,,120-89,,
6:26.0,P. McCaw enters the game for A. Iguodala,,120-89,,
6:12.0,Shooting foul by D. Lillard (drawn by J. McAdoo),,120-89,,
6:12.0,J. McAdoo misses free throw 1 of 2,,120-89,,
6:12.0,Offensive rebound by Team,,120-89,,
6:12.0,J. McAdoo misses free throw 2 of 2,,120-89,,
6:12.0,,,120-89,,S. Napier enters the game for D. Lillard
6:12.0,D. Jones enters the game for K. Thompson,,120-89,,
6:10.0,,,120-89,,Defensive rebound by N. Vonleh
5:55.0,,,120-92,3,A. Aminu makes 3-pt shot from 23 ft (assist by S. Napier)
5:35.0,D. Jones misses 2-pt shot from 15 ft,,120-92,,
5:34.0,Offensive rebound by Team,,120-92,,
5:34.0,Official timeout,,120-92,,
5:34.0,,,120-92,,M. Leonard enters the game for C. McCollum
5:34.0,,,120-92,,P. Connaughton enters the game for A. Aminu
5:34.0,,,120-92,,J. Layman enters the game for A. Crabbe
5:28.0,P. McCaw misses 3-pt shot from 25 ft,,120-92,,
5:26.0,,,120-92,,Defensive rebound by N. Vonleh
5:11.0,,,120-92,,J. Layman misses 2-pt shot from 21 ft
5:10.0,Defensive rebound by J. McAdoo,,120-92,,
4:52.0,P. McCaw misses 2-pt shot from 19 ft,,120-92,,
4:51.0,,,120-92,,Defensive rebound by M. Leonard
4:41.0,,,120-92,,Shooting foul by D. Jones (drawn by S. Napier)
4:41.0,,,120-93,1,S. Napier makes free throw 1 of 2
4:41.0,,,120-94,1,S. Napier makes free throw 2 of 2
4:41.0,Z. Pachulia enters the game for D. West,,120-93,,
4:31.0,I. Clark misses 2-pt shot from 19 ft,,120-94,,
4:30.0,Offensive rebound by D. Jones,,120-94,,
4:20.0,D. Jones misses 2-pt shot from 5 ft,,120-94,,
4:19.0,,,120-94,,Defensive rebound by N. Vonleh
4:02.0,,,120-97,3,S. Napier makes 3-pt shot from 27 ft (assist by P. Connaughton)
3:50.0,I. Clark misses 2-pt shot from 8 ft,,120-97,,
