time,Boston,pts.away,score,pts.home,New York
6:02.0,,,11-12,,C. Anthony misses 2-pt shot from 12 ft
6:00.0,Defensive rebound by A. Horford,,11-12,,
5:54.0,J. Jerebko misses 3-pt shot from 25 ft,,11-12,,
5:52.0,,,11-12,,Defensive rebound by J. Noah
5:39.0,,,11-14,2,J. Noah makes 2-pt shot from 4 ft (assist by K. Porzingis)
5:24.0,J. Crowder makes 2-pt shot from 1 ft (assist by I. Thomas),2,13-14,,
5:14.0,,,13-14,,D. Rose misses 2-pt shot from 6 ft
5:13.0,,,13-14,,Offensive rebound by D. Rose
5:11.0,,,13-14,,K. O'Quinn enters the game for J. Noah
5:11.0,,,13-14,,L. Thomas enters the game for K. Porzingis
5:04.0,,,13-16,2,D. Rose makes 2-pt shot from 6 ft
4:47.0,A. Horford makes 2-pt shot at rim (assist by I. Thomas),2,15-16,,
4:34.0,,,15-16,,C. Anthony misses 3-pt shot from 25 ft
4:33.0,,,15-16,,Offensive rebound by L. Thomas
4:32.0,,,15-16,,L. Thomas misses 2-pt shot from 2 ft
4:30.0,Defensive rebound by I. Thomas,,15-16,,
4:22.0,I. Thomas misses 2-pt shot from 2 ft (block by C. Lee),,15-16,,
4:21.0,Offensive rebound by Team,,15-16,,
4:21.0,M. Smart enters the game for I. Thomas,,15-16,,
4:13.0,M. Smart misses 2-pt shot from 14 ft,,15-16,,
4:11.0,,,15-16,,Defensive rebound by K. O'Quinn
3:58.0,,,15-18,2,K. O'Quinn makes 2-pt shot from 15 ft
3:41.0,J. Jerebko misses 3-pt shot from 25 ft,,15-18,,
3:40.0,,,15-18,,Defensive rebound by Team
3:27.0,,,15-18,,L. Thomas misses 3-pt shot from 24 ft
3:27.0,Defensive rebound by Team,,15-18,,
3:13.0,A. Horford misses 3-pt shot from 24 ft,,15-18,,
3:11.0,Offensive rebound by A. Horford,,15-18,,
3:01.0,J. Jerebko misses 2-pt shot from 4 ft (block by C. Anthony),,15-18,,
2:58.0,Offensive rebound by A. Horford,,15-18,,
2:52.0,M. Smart misses 3-pt shot from 24 ft,,15-18,,
2:50.0,,,15-18,,Defensive rebound by C. Anthony
2:48.0,,,15-18,,Turnover by C. Anthony (bad pass; steal by A. Bradley)
2:41.0,M. Smart makes 2-pt shot from 2 ft (assist by J. Crowder),2,17-18,,
2:23.0,,,17-18,,Shooting foul by J. Crowder (drawn by C. Anthony)
2:23.0,Boston full timeout,,17-18,,
2:23.0,,,17-19,1,C. Anthony makes free throw 1 of 2
2:23.0,,,17-20,1,C. Anthony makes free throw 2 of 2
2:23.0,J. Brown enters the game for J. Crowder,,17-18,,
2:23.0,K. Olynyk enters the game for A. Horford,,17-18,,
2:23.0,,,17-18,,J. Holiday enters the game for C. Lee
2:23.0,,,17-18,,B. Jennings enters the game for D. Rose
2:11.0,,,17-20,,Personal foul by L. Thomas (drawn by K. Olynyk)
1:59.0,K. Olynyk makes 3-pt shot from 25 ft (assist by M. Smart),3,20-20,,
1:36.0,,,20-20,,Shooting foul by M. Smart (drawn by C. Anthony)
1:36.0,,,20-21,1,C. Anthony makes free throw 1 of 2
1:36.0,,,20-22,1,C. Anthony makes free throw 2 of 2
1:19.0,A. Bradley misses 2-pt shot from 18 ft,,20-22,,
1:17.0,,,20-22,,Defensive rebound by K. O'Quinn
1:07.0,,,20-22,,Turnover by K. O'Quinn (bad pass; steal by J. Jerebko)
1:04.0,,,20-22,,Personal foul by J. Holiday (drawn by J. Brown)
0:55.0,Shooting foul by B. Jennings (drawn by M. Smart),,20-22,,
0:55.0,M. Smart makes free throw 1 of 2,1,21-22,,
0:55.0,M. Smart makes free throw 2 of 2,1,22-22,,
0:44.0,,,22-22,,C. Anthony misses 2-pt shot from 15 ft
0:42.0,,,22-22,,Offensive rebound by L. Thomas
0:42.0,,,22-24,2,L. Thomas makes 2-pt shot from 3 ft
0:42.0,,,22-24,,Shooting foul by J. Jerebko (drawn by L. Thomas)
0:42.0,,,22-25,1,L. Thomas makes free throw 1 of 1
0:42.0,I. Thomas enters the game for A. Bradley,,22-24,,
0:42.0,,,22-24,,K. Porzingis enters the game for C. Anthony
0:35.0,Turnover by I. Thomas (lost ball; steal by B. Jennings),,22-25,,
0:25.0,,,22-28,3,J. Holiday makes 3-pt shot from 23 ft (assist by L. Thomas)
0:01.0,Turnover by Team (bad pass),,22-28,,
0:01.0,A. Johnson enters the game for I. Thomas,,22-28,,
0:01.0,,,22-28,,Turnover by K. O'Quinn (bad pass; steal by M. Smart)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,M. Smart makes 2-pt shot from 13 ft,2,24-28,,
11:15.0,,,24-28,,Turnover by J. Holiday (bad pass)
11:03.0,K. Olynyk misses 3-pt shot from 25 ft,,24-28,,
11:01.0,,,24-28,,Defensive rebound by B. Jennings
10:59.0,,,24-28,,Turnover by B. Jennings (bad pass)
10:44.0,K. Olynyk misses 2-pt shot from 4 ft,,24-28,,
10:42.0,,,24-28,,Defensive rebound by K. O'Quinn
10:31.0,,,24-30,2,K. Porzingis makes 2-pt shot from 6 ft
10:12.0,I. Thomas makes 2-pt shot from 14 ft (assist by M. Smart),2,26-30,,
10:00.0,,,26-30,,B. Jennings misses 2-pt shot from 12 ft
9:58.0,Defensive rebound by J. Brown,,26-30,,
9:47.0,I. Thomas makes 3-pt shot from 24 ft (assist by M. Smart),3,29-30,,
9:30.0,,,29-32,2,K. O'Quinn makes 2-pt shot from 2 ft (assist by B. Jennings)
9:14.0,I. Thomas misses 3-pt shot from 24 ft,,29-32,,
9:12.0,,,29-32,,Defensive rebound by B. Jennings
9:06.0,,,29-32,,K. O'Quinn misses 2-pt shot from 11 ft
9:04.0,,,29-32,,Offensive rebound by K. Porzingis
9:04.0,,,29-34,2,K. Porzingis makes 2-pt shot from 1 ft
8:47.0,Turnover by M. Smart (lost ball; steal by B. Jennings),,29-34,,
8:32.0,,,29-34,,K. Porzingis misses 3-pt shot from 25 ft
8:30.0,Defensive rebound by J. Brown,,29-34,,
8:26.0,J. Brown misses 2-pt shot from 6 ft,,29-34,,
8:24.0,,,29-34,,Defensive rebound by K. Porzingis
8:14.0,,,29-34,,J. Holiday misses 3-pt shot from 24 ft
8:12.0,Defensive rebound by K. Olynyk,,29-34,,
8:06.0,,,29-34,,Personal foul by L. Thomas (drawn by K. Olynyk)
8:06.0,Official timeout,,29-34,,
8:06.0,,,29-34,,W. Hernangomez enters the game for K. O'Quinn
8:06.0,,,29-34,,M. Kuzminskas enters the game for L. Thomas
8:06.0,G. Green enters the game for J. Brown,,29-34,,
7:52.0,I. Thomas misses 3-pt shot from 24 ft,,29-34,,
7:50.0,Offensive rebound by A. Johnson,,29-34,,
7:39.0,G. Green makes 2-pt shot from 7 ft,2,31-34,,
7:22.0,,,31-34,,Shooting foul by K. Olynyk (drawn by J. Holiday)
7:22.0,,,31-35,1,J. Holiday makes free throw 1 of 3
7:22.0,,,31-36,1,J. Holiday makes free throw 2 of 3
7:22.0,,,31-37,1,J. Holiday makes free throw 3 of 3
7:22.0,,,31-36,,D. Rose enters the game for B. Jennings
7:22.0,A. Horford enters the game for K. Olynyk,,31-36,,
7:06.0,A. Horford makes 2-pt shot from 8 ft,2,33-37,,
6:49.0,,,33-37,,Offensive foul by K. Porzingis
6:49.0,,,33-37,,Turnover by K. Porzingis (offensive foul)
6:49.0,,,33-37,,C. Lee enters the game for J. Holiday
6:28.0,M. Smart misses 3-pt shot from 24 ft,,33-37,,
6:25.0,Offensive rebound by G. Green,,33-37,,
6:23.0,G. Green misses 3-pt shot from 26 ft,,33-37,,
6:21.0,Offensive rebound by M. Smart,,33-37,,
6:15.0,Boston full timeout,,33-37,,
6:15.0,J. Crowder enters the game for I. Thomas,,33-37,,
6:15.0,,,33-37,,C. Anthony enters the game for M. Kuzminskas
6:07.0,A. Horford misses 3-pt shot from 25 ft,,33-37,,
6:05.0,Offensive rebound by A. Johnson,,33-37,,
5:59.0,G. Green misses 2-pt shot from 14 ft,,33-37,,
5:57.0,,,33-37,,Defensive rebound by C. Anthony
5:46.0,,,33-37,,Turnover by D. Rose (bad pass; steal by A. Horford)
5:32.0,J. Crowder makes 3-pt shot from 24 ft (assist by M. Smart),3,36-37,,
5:23.0,,,36-37,,D. Rose misses 2-pt shot from 4 ft
5:21.0,Defensive rebound by G. Green,,36-37,,
5:14.0,J. Crowder makes 3-pt shot from 25 ft (assist by G. Green),3,39-37,,
4:57.0,,,39-37,,K. Porzingis misses 2-pt shot from 16 ft
4:55.0,Defensive rebound by A. Johnson,,39-37,,
4:38.0,J. Crowder makes 3-pt shot from 23 ft (assist by A. Horford),3,42-37,,
4:38.0,,,42-37,,New York full timeout
4:38.0,,,42-37,,J. Noah enters the game for W. Hernangomez
4:22.0,,,42-37,,Shooting foul by J. Crowder (drawn by D. Rose)
4:22.0,,,42-38,1,D. Rose makes free throw 1 of 2
4:22.0,,,42-39,1,D. Rose makes free throw 2 of 2
4:05.0,M. Smart misses 2-pt shot from 6 ft,,42-39,,
4:03.0,Offensive rebound by G. Green,,42-39,,
3:49.0,G. Green misses 2-pt shot from 15 ft,,42-39,,
3:47.0,Offensive rebound by A. Johnson,,42-39,,
3:45.0,J. Crowder misses 3-pt shot from 25 ft,,42-39,,
3:43.0,,,42-39,,Defensive rebound by D. Rose
3:37.0,,,42-39,,C. Lee misses 2-pt shot from 15 ft
3:35.0,Defensive rebound by J. Crowder,,42-39,,
3:24.0,A. Horford makes 3-pt shot from 24 ft (assist by A. Johnson),3,45-39,,
3:03.0,,,45-39,,C. Anthony misses 2-pt shot from 5 ft
3:01.0,Defensive rebound by G. Green,,45-39,,
2:52.0,G. Green makes 3-pt shot from 25 ft (assist by A. Horford),3,48-39,,
2:37.0,,,48-42,3,C. Anthony makes 3-pt shot from 24 ft (assist by D. Rose)
2:08.0,M. Smart makes 3-pt shot from 23 ft,3,51-42,,
1:55.0,,,51-44,2,D. Rose makes 2-pt shot from 3 ft
1:54.0,Boston full timeout,,51-44,,
1:54.0,I. Thomas enters the game for M. Smart,,51-44,,
1:54.0,A. Bradley enters the game for G. Green,,51-44,,
1:36.0,A. Johnson makes 2-pt shot from 4 ft (assist by A. Horford),2,53-44,,
1:27.0,,,53-46,2,D. Rose makes 2-pt shot from 2 ft
1:27.0,,,53-46,,Shooting foul by A. Bradley (drawn by D. Rose)
1:27.0,,,53-46,,D. Rose misses free throw 1 of 1
1:26.0,Defensive rebound by J. Crowder,,53-46,,
1:08.0,A. Bradley misses 2-pt shot from 3 ft (block by K. Porzingis),,53-46,,
1:05.0,,,53-46,,Defensive rebound by J. Noah
0:47.0,,,53-46,,C. Lee misses 3-pt shot from 23 ft
0:44.0,Defensive rebound by A. Bradley,,53-46,,
0:36.0,,,53-46,,Personal foul by J. Noah (drawn by I. Thomas)
0:27.0,Shooting foul by C. Lee (drawn by A. Johnson),,53-46,,
0:27.0,A. Johnson misses free throw 1 of 2,,53-46,,
0:27.0,Offensive rebound by Team,,53-46,,
0:27.0,,,53-46,,Technical foul by C. Lee (drawn by A. Johnson)
0:27.0,I. Thomas makes technical free throw,1,54-46,,
0:27.0,A. Johnson makes free throw 2 of 2,1,55-46,,
0:27.0,,,55-46,,New York full timeout
0:27.0,M. Smart enters the game for J. Crowder,,53-46,,
0:05.0,,,55-48,2,K. Porzingis makes 2-pt shot at rim
0:02.0,Shooting foul by D. Rose (drawn by M. Smart),,55-48,,
0:02.0,M. Smart makes free throw 1 of 2,1,56-48,,
0:02.0,M. Smart misses free throw 2 of 2,,56-48,,
0:01.0,,,56-48,,Defensive rebound by C. Anthony
0:00.0,,,56-48,,C. Anthony misses 3-pt shot from 80 ft
0:00.0,,,56-48,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,A. Johnson makes 2-pt shot from 2 ft (assist by A. Bradley),2,58-48,,
11:18.0,,,58-48,,C. Anthony misses 2-pt shot from 3 ft
11:17.0,,,58-48,,Offensive rebound by C. Anthony
11:15.0,,,58-48,,C. Anthony misses 2-pt shot from 2 ft
11:14.0,,,58-48,,Offensive rebound by C. Anthony
11:14.0,,,58-48,,Shooting foul by A. Johnson (drawn by C. Anthony)
11:14.0,,,58-49,1,C. Anthony makes free throw 1 of 2
11:14.0,,,58-50,1,C. Anthony makes free throw 2 of 2
11:04.0,J. Crowder misses 3-pt shot from 25 ft,,58-50,,
11:02.0,,,58-50,,Defensive rebound by J. Noah
10:54.0,,,58-50,,Shooting foul by A. Johnson (drawn by J. Noah)
10:54.0,,,58-51,1,J. Noah makes free throw 1 of 2
10:54.0,,,58-52,1,J. Noah makes free throw 2 of 2
10:42.0,A. Bradley makes 2-pt shot from 4 ft (assist by A. Johnson),2,60-52,,
10:28.0,,,60-52,,C. Anthony misses 2-pt shot from 19 ft
10:27.0,Defensive rebound by A. Bradley,,60-52,,
10:16.0,I. Thomas misses 3-pt shot from 25 ft,,60-52,,
10:14.0,,,60-52,,Defensive rebound by C. Anthony
10:06.0,,,60-54,2,C. Anthony makes 2-pt shot from 1 ft
9:51.0,,,60-54,,Personal foul by K. Porzingis (drawn by A. Johnson)
9:51.0,K. Olynyk enters the game for A. Johnson,,60-54,,
9:40.0,K. Olynyk makes 2-pt shot from 1 ft (assist by A. Bradley),2,62-54,,
9:23.0,,,62-54,,D. Rose misses 2-pt shot from 14 ft
9:21.0,Defensive rebound by I. Thomas,,62-54,,
9:10.0,A. Horford makes 2-pt shot at rim,2,64-54,,
8:52.0,,,64-54,,D. Rose misses 2-pt shot from 6 ft
8:50.0,,,64-54,,Offensive rebound by J. Noah
8:49.0,,,64-56,2,J. Noah makes 2-pt shot from 2 ft
8:41.0,,,64-56,,Personal foul by C. Lee (drawn by I. Thomas)
8:34.0,K. Olynyk makes 2-pt shot from 1 ft (assist by I. Thomas),2,66-56,,
8:23.0,,,66-58,2,K. Porzingis makes 2-pt shot from 2 ft (assist by J. Noah)
8:08.0,,,66-58,,Violation by Team (jump ball)
8:02.0,I. Thomas makes 3-pt shot from 25 ft (assist by K. Olynyk),3,69-58,,
7:54.0,,,69-61,3,K. Porzingis makes 3-pt shot from 24 ft (assist by D. Rose)
7:41.0,I. Thomas misses 3-pt shot from 25 ft,,69-61,,
7:39.0,,,69-61,,Defensive rebound by J. Noah
7:32.0,,,69-61,,C. Anthony misses 3-pt shot from 24 ft
7:29.0,Defensive rebound by A. Bradley,,69-61,,
7:21.0,,,69-61,,Personal foul by C. Anthony (drawn by A. Horford)
7:21.0,,,69-61,,Technical foul by C. Anthony (drawn by A. Horford)
7:21.0,Technical foul by A. Horford,,69-61,,
7:15.0,A. Bradley misses 2-pt shot from 5 ft,,69-61,,
7:13.0,,,69-61,,Defensive rebound by C. Lee
7:05.0,,,69-63,2,D. Rose makes 2-pt shot from 12 ft
7:03.0,Boston full timeout,,69-63,,
6:53.0,I. Thomas makes 2-pt shot from 2 ft,2,71-63,,
6:44.0,Personal foul by J. Crowder (drawn by C. Anthony),,71-63,,
6:32.0,,,71-63,,C. Anthony misses 2-pt shot from 13 ft
6:31.0,Defensive rebound by A. Bradley,,71-63,,
6:22.0,,,71-63,,Personal foul by J. Noah (drawn by I. Thomas)
6:14.0,I. Thomas makes 2-pt shot at rim,2,73-63,,
6:04.0,,,73-63,,D. Rose misses 2-pt shot from 6 ft
6:02.0,,,73-63,,Offensive rebound by J. Noah
6:02.0,,,73-63,,J. Noah misses 2-pt shot from 1 ft
6:00.0,,,73-63,,Offensive rebound by D. Rose
5:55.0,,,73-66,3,C. Lee makes 3-pt shot from 24 ft (assist by C. Anthony)
5:39.0,I. Thomas misses 3-pt shot from 25 ft,,73-66,,
5:37.0,,,73-66,,Defensive rebound by K. Porzingis
5:30.0,,,73-66,,D. Rose misses 2-pt shot from 3 ft (block by A. Horford)
5:27.0,Defensive rebound by A. Horford,,73-66,,
5:24.0,A. Bradley makes 3-pt shot from 24 ft (assist by A. Horford),3,76-66,,
5:12.0,,,76-68,2,C. Anthony makes 2-pt shot from 1 ft
5:12.0,,,76-68,,Shooting foul by K. Olynyk (drawn by C. Anthony)
5:12.0,,,76-69,1,C. Anthony makes free throw 1 of 1
4:51.0,M. Smart enters the game for I. Thomas,,76-69,,
4:51.0,,,76-69,,M. Kuzminskas enters the game for K. Porzingis
4:47.0,K. Olynyk makes 2-pt shot from 2 ft,2,78-69,,
4:33.0,,,78-71,2,C. Anthony makes 2-pt shot from 15 ft
4:12.0,K. Olynyk makes 2-pt shot from 14 ft,2,80-71,,
4:02.0,Personal foul by K. Olynyk (drawn by C. Anthony),,80-71,,
4:02.0,,,80-72,1,C. Anthony makes free throw 1 of 2
4:02.0,,,80-73,1,C. Anthony makes free throw 2 of 2
3:43.0,Turnover by K. Olynyk (bad pass; steal by C. Anthony),,80-73,,
3:36.0,,,80-75,2,D. Rose makes 2-pt shot from 14 ft
3:11.0,A. Bradley makes 2-pt shot from 3 ft,2,82-75,,
3:00.0,,,82-77,2,C. Anthony makes 2-pt shot from 21 ft
2:44.0,A. Bradley misses 2-pt shot from 4 ft,,82-77,,
2:43.0,,,82-77,,Defensive rebound by J. Noah
2:29.0,,,82-80,3,C. Lee makes 3-pt shot from 23 ft
2:13.0,M. Smart makes 2-pt shot from 11 ft,2,84-80,,
1:50.0,,,84-80,,D. Rose misses 2-pt shot from 18 ft
1:48.0,,,84-80,,Offensive rebound by J. Noah
1:43.0,,,84-80,,C. Lee misses 3-pt shot from 23 ft
1:41.0,,,84-80,,Offensive rebound by J. Noah
1:29.0,,,84-80,,C. Anthony misses 2-pt shot from 2 ft
1:27.0,Defensive rebound by A. Horford,,84-80,,
1:13.0,J. Crowder misses 2-pt shot from 6 ft,,84-80,,
1:11.0,,,84-80,,Defensive rebound by C. Lee
1:06.0,,,84-80,,Offensive foul by D. Rose
1:06.0,,,84-80,,Turnover by D. Rose (offensive foul)
1:06.0,,,84-80,,New York full timeout
1:06.0,J. Jerebko enters the game for J. Crowder,,84-80,,
1:06.0,G. Green enters the game for A. Horford,,84-80,,
1:06.0,,,84-80,,B. Jennings enters the game for D. Rose
0:51.0,A. Bradley misses 2-pt shot from 14 ft,,84-80,,
0:49.0,Offensive rebound by J. Jerebko,,84-80,,
0:38.0,J. Jerebko makes 2-pt shot from 1 ft,2,86-80,,
0:20.0,,,86-82,2,C. Anthony makes 2-pt shot from 4 ft
0:04.0,K. Olynyk makes 2-pt shot from 3 ft (assist by M. Smart),2,88-82,,
0:00.0,,,88-82,,C. Anthony misses 3-pt shot from 45 ft
0:00.0,,,88-82,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,88-82,,C. Lee misses 3-pt shot from 23 ft
11:46.0,,,88-82,,Offensive rebound by C. Lee
11:40.0,,,88-82,,M. Kuzminskas misses 2-pt shot from 4 ft (block by G. Green)
11:37.0,,,88-82,,Offensive rebound by M. Kuzminskas
11:34.0,,,88-82,,C. Lee misses 3-pt shot from 24 ft
11:32.0,Defensive rebound by M. Smart,,88-82,,
11:18.0,G. Green makes 3-pt shot from 23 ft (assist by K. Olynyk),3,91-82,,
11:04.0,,,91-82,,M. Kuzminskas misses 3-pt shot from 26 ft
11:02.0,Defensive rebound by K. Olynyk,,91-82,,
10:43.0,I. Thomas makes 2-pt shot from 4 ft,2,93-82,,
10:31.0,,,93-82,,K. Porzingis enters the game for C. Anthony
10:31.0,,,93-82,,J. Holiday enters the game for C. Lee
10:29.0,,,93-82,,Turnover by K. O'Quinn (offensive foul)
10:29.0,,,93-82,,Offensive foul by K. O'Quinn
10:16.0,I. Thomas misses 2-pt shot from 3 ft,,93-82,,
10:14.0,,,93-82,,Defensive rebound by K. Porzingis
9:57.0,,,93-85,3,M. Kuzminskas makes 3-pt shot from 24 ft (assist by B. Jennings)
9:57.0,Loose ball foul by I. Thomas (drawn by J. Holiday),,93-85,,
9:57.0,,,93-86,1,J. Holiday makes free throw 1 of 1
9:57.0,,,93-85,,D. Rose enters the game for M. Kuzminskas
9:38.0,J. Jerebko misses 3-pt shot from 24 ft,,93-86,,
9:36.0,,,93-86,,Defensive rebound by J. Holiday
9:23.0,,,93-86,,Turnover by K. O'Quinn (bad pass; steal by G. Green)
9:06.0,K. Olynyk makes 3-pt shot from 24 ft (assist by I. Thomas),3,96-86,,
8:52.0,,,96-86,,K. Porzingis misses 2-pt shot from 15 ft
8:50.0,,,96-86,,Offensive rebound by K. O'Quinn
8:48.0,,,96-88,2,K. O'Quinn makes 2-pt shot from 2 ft
8:30.0,I. Thomas misses 2-pt shot from 12 ft,,96-88,,
8:28.0,,,96-88,,Defensive rebound by K. Porzingis
8:16.0,,,96-88,,B. Jennings misses 3-pt shot from 25 ft
8:15.0,Defensive rebound by J. Jerebko,,96-88,,
8:15.0,,,96-88,,Loose ball foul by K. O'Quinn (drawn by J. Jerebko)
8:15.0,,,96-88,,Technical foul by K. O'Quinn (drawn by J. Jerebko)
8:15.0,Official timeout,,96-88,,
8:15.0,I. Thomas makes technical free throw,1,97-88,,
7:55.0,Shooting foul by K. O'Quinn (drawn by I. Thomas),,97-88,,
7:55.0,I. Thomas makes free throw 1 of 2,1,98-88,,
7:55.0,I. Thomas makes free throw 2 of 2,1,99-88,,
7:55.0,A. Johnson enters the game for K. Olynyk,,98-88,,
7:38.0,,,99-90,2,K. Porzingis makes 2-pt shot from 12 ft
7:38.0,,,99-90,,Shooting foul by J. Jerebko (drawn by K. Porzingis)
7:38.0,Violation by Team (jump ball),,99-90,,
7:38.0,,,99-91,1,K. Porzingis makes free throw 1 of 1
7:38.0,,,99-90,,C. Anthony enters the game for K. O'Quinn
7:38.0,J. Crowder enters the game for G. Green,,99-90,,
7:18.0,A. Johnson misses 2-pt shot from 2 ft (block by K. Porzingis),,99-91,,
7:18.0,Jump ball: A. Johnson vs. K. Porzingis (I. Thomas gains possession),,,,Jump ball: A. Johnson vs. K. Porzingis (I. Thomas gains possession)
7:18.0,Offensive rebound by Team,,99-91,,
7:11.0,I. Thomas misses 3-pt shot from 25 ft,,99-91,,
7:09.0,Offensive rebound by J. Crowder,,99-91,,
7:09.0,J. Crowder makes 2-pt shot from 2 ft,2,101-91,,
6:57.0,,,101-93,2,D. Rose makes 2-pt shot from 2 ft
6:57.0,,,101-93,,Shooting foul by J. Jerebko (drawn by D. Rose)
6:57.0,,,101-94,1,D. Rose makes free throw 1 of 1
6:57.0,A. Horford enters the game for J. Jerebko,,101-93,,
6:57.0,A. Bradley enters the game for I. Thomas,,101-93,,
6:40.0,A. Horford misses 2-pt shot from 2 ft (block by K. Porzingis),,101-94,,
6:39.0,Offensive rebound by A. Johnson,,101-94,,
6:39.0,Shooting foul by C. Anthony (drawn by A. Johnson),,101-94,,
6:39.0,A. Johnson makes free throw 1 of 2,1,102-94,,
6:39.0,A. Johnson makes free throw 2 of 2,1,103-94,,
6:24.0,,,103-96,2,D. Rose makes 2-pt shot from 2 ft
6:03.0,A. Bradley makes 2-pt shot from 2 ft (assist by M. Smart),2,105-96,,
5:46.0,,,105-96,,D. Rose misses 2-pt shot from 9 ft
5:45.0,,,105-96,,Offensive rebound by K. Porzingis
5:45.0,Personal foul by M. Smart (drawn by K. Porzingis),,105-96,,
5:45.0,,,105-96,,New York full timeout
5:42.0,,,105-96,,Turnover by K. Porzingis (traveling)
5:22.0,A. Horford makes 2-pt shot from 9 ft,2,107-96,,
5:09.0,,,107-96,,J. Holiday misses 2-pt shot from 14 ft
5:08.0,Defensive rebound by J. Crowder,,107-96,,
4:58.0,A. Johnson makes 2-pt shot at rim (assist by M. Smart),2,109-96,,
4:46.0,,,109-98,2,D. Rose makes 2-pt shot from 1 ft
4:26.0,A. Horford misses 2-pt shot from 6 ft,,109-98,,
4:25.0,Offensive rebound by Team,,109-98,,
4:25.0,,,109-98,,J. Noah enters the game for J. Holiday
4:25.0,,,109-98,,Loose ball foul by D. Rose (drawn by A. Horford)
4:25.0,,,109-98,,C. Lee enters the game for B. Jennings
4:25.0,I. Thomas enters the game for M. Smart,,109-98,,
4:18.0,A. Johnson misses 2-pt shot from 7 ft,,109-98,,
4:16.0,,,109-98,,Defensive rebound by K. Porzingis
4:10.0,,,109-98,,C. Anthony misses 2-pt shot from 6 ft
4:08.0,Defensive rebound by A. Bradley,,109-98,,
3:56.0,A. Horford misses 2-pt shot from 3 ft (block by K. Porzingis),,109-98,,
3:55.0,,,109-98,,Defensive rebound by Team
3:51.0,Personal foul by A. Bradley (drawn by D. Rose),,109-98,,
3:51.0,,,109-99,1,D. Rose makes free throw 1 of 2
3:51.0,,,109-100,1,D. Rose makes free throw 2 of 2
3:43.0,Turnover by I. Thomas (bad pass; steal by K. Porzingis),,109-100,,
3:38.0,,,109-100,,K. Porzingis misses 2-pt shot from 2 ft
3:37.0,,,109-100,,Offensive rebound by Team
