time,Golden State,pts.away,score,pts.home,Memphis
5:48.0,K. Durant makes 2-pt shot from 7 ft,2,9-18,,
5:28.0,,,9-18,,T. Williams misses 3-pt shot from 26 ft
5:28.0,Defensive rebound by D. Green,,9-18,,
5:23.0,Turnover by D. Green (bad pass; steal by A. Harrison),,9-18,,
5:19.0,,,9-18,,Shooting foul by D. Green (drawn by T. Williams)
5:19.0,,,9-19,1,T. Williams makes free throw 1 of 2
5:19.0,,,9-20,1,T. Williams makes free throw 2 of 2
5:19.0,J. McGee enters the game for A. Varejao,,9-19,,
5:06.0,S. Curry makes 2-pt shot from 1 ft,2,11-20,,
4:47.0,,,11-20,,T. Williams misses 2-pt shot from 2 ft
4:47.0,,,11-20,,Offensive rebound by Team
4:47.0,,,11-20,,J. Martin enters the game for T. Williams
4:41.0,Personal foul by K. Durant (drawn by M. Gasol),,11-20,,
4:41.0,,,11-21,1,M. Gasol makes free throw 1 of 2
4:41.0,,,11-21,,M. Gasol misses free throw 2 of 2
4:41.0,P. McCaw enters the game for K. Durant,,11-21,,
4:39.0,Defensive rebound by J. McGee,,11-21,,
4:20.0,J. McGee misses 2-pt shot from 9 ft,,11-21,,
4:20.0,,,11-21,,Defensive rebound by J. Green
4:13.0,,,11-21,,Shooting foul by J. McGee (drawn by T. Allen)
4:13.0,,,11-22,1,T. Allen makes free throw 1 of 2
4:13.0,,,11-23,1,T. Allen makes free throw 2 of 2
4:13.0,,,11-22,,T. Daniels enters the game for J. Green
3:57.0,J. McGee misses 2-pt shot from 1 ft (block by M. Gasol),,11-23,,
3:56.0,,,11-23,,Defensive rebound by A. Harrison
3:54.0,,,11-23,,Shooting foul by K. Thompson (drawn by J. Martin)
3:54.0,,,11-24,1,J. Martin makes free throw 1 of 2
3:54.0,,,11-25,1,J. Martin makes free throw 2 of 2
3:42.0,K. Thompson misses 3-pt shot from 23 ft,,11-25,,
3:41.0,Offensive rebound by J. McGee,,11-25,,
3:38.0,J. McGee misses 2-pt shot from 1 ft,,11-25,,
3:37.0,,,11-25,,Defensive rebound by M. Gasol
3:29.0,,,11-25,,M. Gasol misses 3-pt shot from 26 ft
3:26.0,Defensive rebound by S. Curry,,11-25,,
3:23.0,S. Curry misses 3-pt shot from 25 ft,,11-25,,
3:19.0,,,11-25,,Defensive rebound by J. Martin
3:07.0,,,11-27,2,J. Martin makes 2-pt shot at rim (assist by A. Harrison)
2:56.0,Shooting foul by T. Daniels (drawn by J. McGee),,11-27,,
2:56.0,Technical foul by Team,,11-27,,
2:56.0,,,11-27,,Memphis full timeout
2:56.0,,,11-27,,T. Daniels misses technical free throw
2:56.0,Offensive rebound by Team,,11-27,,
2:56.0,J. McGee misses free throw 1 of 2,,11-27,,
2:56.0,Offensive rebound by Team,,11-27,,
2:56.0,J. McGee misses free throw 2 of 2,,11-27,,
2:56.0,,,11-27,,Z. Randolph enters the game for M. Gasol
2:56.0,I. Clark enters the game for K. Thompson,,11-27,,
2:56.0,,,11-27,,T. Douglas enters the game for T. Allen
2:55.0,,,11-27,,Defensive rebound by Z. Randolph
2:37.0,,,11-27,,A. Harrison misses 2-pt shot from 2 ft
2:37.0,Defensive rebound by D. Green,,11-27,,
2:32.0,Turnover by P. McCaw (lost ball),,11-27,,
2:32.0,K. Durant enters the game for D. Green,,11-27,,
2:13.0,,,11-29,2,Z. Randolph makes 2-pt shot from 17 ft (assist by T. Douglas)
1:58.0,J. McGee makes 2-pt shot at rim (assist by S. Curry),2,13-29,,
1:30.0,,,13-29,,T. Douglas misses 3-pt shot from 25 ft (block by K. Durant)
1:28.0,Defensive rebound by S. Curry,,13-29,,
1:28.0,K. Durant makes 2-pt shot at rim,2,15-29,,
1:28.0,Shooting foul by J. Martin (drawn by K. Durant),,15-29,,
1:28.0,K. Durant makes free throw 1 of 1,1,16-29,,
1:22.0,,,16-29,,Memphis full timeout
1:22.0,,,16-29,,J. Green enters the game for A. Harrison
1:05.0,,,16-29,,J. Martin misses 2-pt shot from 2 ft
1:03.0,,,16-29,,Offensive rebound by J. Martin
1:03.0,,,16-29,,J. Martin misses 2-pt shot at rim
1:01.0,Defensive rebound by J. McGee,,16-29,,
1:00.0,Turnover by J. McGee (lost ball),,16-29,,
0:41.0,,,16-29,,T. Daniels misses 3-pt shot from 26 ft
0:41.0,,,16-29,,Offensive rebound by T. Douglas
0:34.0,,,16-29,,J. Martin misses 2-pt shot from 17 ft
0:33.0,,,16-29,,Offensive rebound by J. Green
0:33.0,,,16-29,,J. Green misses 2-pt shot from 1 ft
0:33.0,Defensive rebound by Team,,16-29,,
0:13.0,K. Durant misses 2-pt shot from 5 ft,,16-29,,
0:11.0,,,16-29,,Defensive rebound by T. Douglas
0:01.0,,,16-31,2,T. Douglas makes 2-pt shot from 16 ft
0:00.0,S. Curry misses 3-pt shot from 72 ft,,16-31,,
0:00.0,Offensive rebound by Team,,16-31,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,16-31,,Personal foul by T. Daniels (drawn by S. Livingston)
11:33.0,I. Clark makes 2-pt shot at rim (assist by D. West),2,18-31,,
11:11.0,,,18-31,,Z. Randolph misses 2-pt shot from 5 ft (block by D. West)
11:11.0,Defensive rebound by D. West,,18-31,,
11:11.0,Turnover by D. West (step out of bounds),,18-31,,
11:07.0,,,18-31,,T. Daniels misses 2-pt shot from 16 ft
11:01.0,,,18-31,,Offensive rebound by J. Green
11:01.0,Jump ball: S. Livingston vs. Z. Randolph,,,,Jump ball: S. Livingston vs. Z. Randolph
10:59.0,,,18-33,2,Z. Randolph makes 2-pt shot from 1 ft
10:59.0,,,18-33,,Shooting foul by S. Livingston (drawn by Z. Randolph)
10:59.0,,,18-34,1,Z. Randolph makes free throw 1 of 1
10:45.0,Turnover by S. Livingston (lost ball; steal by T. Douglas),,18-34,,
10:27.0,,,18-34,,Z. Randolph misses 2-pt shot from 7 ft
10:25.0,Defensive rebound by K. Durant,,18-34,,
10:20.0,K. Durant makes 3-pt shot from 25 ft,3,21-34,,
10:03.0,,,21-34,,T. Douglas misses 2-pt shot from 2 ft (block by I. Clark)
10:01.0,,,21-34,,Offensive rebound by Z. Randolph
10:01.0,,,21-36,2,Z. Randolph makes 2-pt shot from 1 ft
9:45.0,I. Clark makes 2-pt shot from 2 ft (assist by D. West),2,23-36,,
9:32.0,Personal foul by D. West (drawn by Z. Randolph),,23-36,,
9:17.0,,,23-38,2,T. Allen makes 2-pt shot from 7 ft
8:59.0,S. Livingston misses 2-pt shot from 12 ft,,23-38,,
8:57.0,,,23-38,,Defensive rebound by Z. Randolph
8:46.0,,,23-38,,T. Daniels misses 3-pt shot from 27 ft
8:46.0,,,23-38,,Offensive rebound by Team
8:46.0,Loose ball foul by D. West (drawn by Z. Randolph),,23-38,,
8:46.0,,,23-38,,Memphis full timeout
8:35.0,,,23-38,,Turnover by T. Allen (lost ball; steal by K. Thompson)
8:22.0,K. Durant misses 3-pt shot from 25 ft,,23-38,,
8:20.0,,,23-38,,Defensive rebound by T. Allen
8:02.0,,,23-38,,T. Douglas misses 2-pt shot from 18 ft
8:02.0,Defensive rebound by D. West,,23-38,,
7:59.0,Turnover by D. West (bad pass; steal by J. Green),,23-38,,
7:55.0,,,23-40,2,T. Douglas makes 2-pt shot from 8 ft (assist by J. Green)
7:30.0,K. Thompson makes 2-pt shot from 1 ft (assist by D. West),2,25-40,,
7:18.0,,,25-40,,T. Douglas misses 2-pt shot from 17 ft
7:17.0,Defensive rebound by K. Thompson,,25-40,,
7:03.0,K. Thompson misses 2-pt shot from 21 ft,,25-40,,
7:01.0,,,25-40,,Defensive rebound by Z. Randolph
6:49.0,,,25-40,,Z. Randolph misses 2-pt shot from 19 ft
6:48.0,Defensive rebound by I. Clark,,25-40,,
6:41.0,K. Durant makes 2-pt shot from 9 ft,2,27-40,,
6:35.0,,,27-40,,Memphis full timeout
6:35.0,S. Curry enters the game for K. Durant,,27-40,,
6:35.0,D. Green enters the game for I. Clark,,27-40,,
6:35.0,,,27-40,,A. Harrison enters the game for T. Daniels
6:35.0,,,27-40,,T. Williams enters the game for Z. Randolph
6:35.0,,,27-40,,M. Gasol enters the game for T. Douglas
6:25.0,,,27-40,,A. Harrison misses 2-pt shot from 20 ft
6:24.0,Defensive rebound by D. Green,,27-40,,
6:16.0,S. Livingston makes 2-pt shot at rim (assist by D. West),2,29-40,,
6:16.0,Shooting foul by T. Williams (drawn by S. Livingston),,29-40,,
6:16.0,S. Livingston misses free throw 1 of 1,,29-40,,
6:15.0,,,29-40,,Defensive rebound by J. Green
5:54.0,,,29-40,,Shooting foul by D. West (drawn by J. Green)
5:54.0,,,29-40,,Memphis full timeout
5:54.0,,,29-41,1,J. Green makes free throw 1 of 3
5:54.0,,,29-42,1,J. Green makes free throw 2 of 3
5:54.0,,,29-43,1,J. Green makes free throw 3 of 3
5:54.0,J. McAdoo enters the game for D. West,,29-40,,
5:41.0,K. Thompson misses 2-pt shot from 11 ft,,29-43,,
5:41.0,Offensive rebound by S. Curry,,29-43,,
5:35.0,S. Curry makes 3-pt shot from 26 ft,3,32-43,,
5:16.0,,,32-45,2,T. Allen makes 2-pt shot from 3 ft (assist by J. Green)
5:05.0,K. Thompson misses 2-pt shot from 2 ft,,32-45,,
5:03.0,,,32-45,,Defensive rebound by M. Gasol
4:50.0,,,32-45,,Shooting foul by J. McAdoo (drawn by J. Green)
4:50.0,,,32-45,,J. Green misses free throw 1 of 2
4:50.0,,,32-45,,Offensive rebound by Team
4:50.0,,,32-46,1,J. Green makes free throw 2 of 2
4:40.0,,,32-46,,Personal foul by T. Williams (drawn by S. Curry)
4:40.0,,,32-46,,J. Martin enters the game for J. Green
4:37.0,Shooting foul by A. Harrison (drawn by S. Curry),,32-46,,
4:37.0,S. Curry makes free throw 1 of 2,1,33-46,,
4:37.0,S. Curry makes free throw 2 of 2,1,34-46,,
4:37.0,,,33-46,,T. Douglas enters the game for T. Williams
4:37.0,P. McCaw enters the game for K. Thompson,,33-46,,
4:16.0,,,34-46,,T. Douglas misses 2-pt shot from 11 ft
4:15.0,,,34-46,,Offensive rebound by J. Martin
4:15.0,,,34-48,2,J. Martin makes 2-pt shot from 1 ft
3:52.0,S. Curry misses 3-pt shot from 25 ft,,34-48,,
3:52.0,,,34-48,,Defensive rebound by T. Douglas
3:46.0,,,34-48,,Shooting foul by D. Green (drawn by T. Allen)
3:46.0,,,34-49,1,T. Allen makes free throw 1 of 2
3:46.0,,,34-50,1,T. Allen makes free throw 2 of 2
3:46.0,K. Durant enters the game for J. McAdoo,,34-49,,
3:46.0,,,34-49,,J. Green enters the game for T. Douglas
3:35.0,Turnover by S. Livingston (traveling),,34-50,,
3:35.0,,,34-50,,T. Daniels enters the game for J. Martin
3:09.0,,,34-50,,T. Daniels misses 3-pt shot from 26 ft
3:09.0,Defensive rebound by K. Durant,,34-50,,
3:03.0,S. Curry misses 3-pt shot from 26 ft,,34-50,,
2:59.0,,,34-50,,Defensive rebound by T. Allen
2:41.0,,,34-53,3,J. Green makes 3-pt shot from 23 ft (assist by M. Gasol)
2:35.0,Golden State full timeout,,34-53,,
2:35.0,I. Clark enters the game for P. McCaw,,34-53,,
2:35.0,K. Thompson enters the game for S. Livingston,,34-53,,
2:25.0,K. Thompson misses 2-pt shot from 3 ft (block by T. Allen),,34-53,,
2:18.0,Offensive rebound by D. Green,,34-53,,
2:18.0,D. Green misses 2-pt shot from 2 ft,,34-53,,
2:18.0,Offensive rebound by D. Green,,34-53,,
2:18.0,D. Green makes 2-pt shot from 2 ft,2,36-53,,
1:56.0,Personal foul by D. Green (drawn by M. Gasol),,36-53,,
1:56.0,,,36-54,1,M. Gasol makes free throw 1 of 2
1:56.0,,,36-55,1,M. Gasol makes free throw 2 of 2
1:56.0,A. Varejao enters the game for D. Green,,36-54,,
1:42.0,I. Clark misses 2-pt shot from 12 ft,,36-55,,
1:41.0,,,36-55,,Defensive rebound by M. Gasol
1:30.0,,,36-55,,Offensive foul by J. Green
1:30.0,,,36-55,,Turnover by J. Green (offensive foul)
1:21.0,Turnover by K. Durant (bad pass),,36-55,,
1:08.0,Personal foul by S. Curry (drawn by M. Gasol),,36-55,,
1:08.0,,,36-56,1,M. Gasol makes free throw 1 of 2
1:08.0,,,36-57,1,M. Gasol makes free throw 2 of 2
1:08.0,,,36-56,,J. Martin enters the game for J. Green
1:00.0,Offensive charge foul by A. Varejao,,36-57,,
1:00.0,Turnover by A. Varejao (offensive foul),,36-57,,
0:41.0,,,36-59,2,M. Gasol makes 2-pt shot from 7 ft
0:36.0,K. Thompson makes 2-pt shot from 12 ft (assist by S. Curry),2,38-59,,
0:16.0,,,38-59,,J. Martin misses 2-pt shot from 4 ft (block by K. Durant)
0:16.0,,,38-59,,Offensive rebound by Team
0:14.0,,,38-61,2,J. Martin makes 2-pt shot from 4 ft (assist by A. Harrison)
0:04.0,S. Curry misses 3-pt shot from 25 ft,,38-61,,
0:02.0,Offensive rebound by A. Varejao,,38-61,,
0:02.0,A. Varejao misses 2-pt shot at rim,,38-61,,
0:01.0,,,38-61,,Defensive rebound by T. Daniels
0:00.0,,,38-61,,T. Daniels misses 3-pt shot from 51 ft
0:00.0,,,38-61,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:50.0,Turnover by A. Varejao (bad pass),,38-61,,
11:31.0,,,38-63,2,A. Harrison makes 2-pt shot from 16 ft
11:13.0,D. Green misses 2-pt shot from 7 ft (block by T. Williams),,38-63,,
11:12.0,,,38-63,,Defensive rebound by M. Gasol
10:59.0,,,38-63,,M. Gasol misses 2-pt shot from 5 ft
10:56.0,,,38-63,,Offensive rebound by M. Gasol
10:53.0,,,38-66,3,M. Gasol makes 3-pt shot from 26 ft
10:42.0,Turnover by S. Curry (lost ball; steal by M. Gasol),,38-66,,
10:39.0,,,38-68,2,T. Williams makes 2-pt shot at rim
10:39.0,Golden State full timeout,,38-68,,
10:22.0,K. Durant misses 2-pt shot from 8 ft,,38-68,,
10:20.0,Offensive rebound by D. Green,,38-68,,
10:20.0,D. Green makes 2-pt shot from 1 ft,2,40-68,,
9:55.0,,,40-68,,T. Williams misses 3-pt shot from 24 ft
9:54.0,Defensive rebound by S. Curry,,40-68,,
9:50.0,Shooting foul by J. Green (drawn by S. Curry),,40-68,,
9:50.0,S. Curry makes free throw 1 of 2,1,41-68,,
9:50.0,S. Curry makes free throw 2 of 2,1,42-68,,
9:33.0,,,42-68,,A. Harrison misses 3-pt shot from 25 ft
9:32.0,Defensive rebound by S. Curry,,42-68,,
9:30.0,Turnover by S. Curry (lost ball; steal by T. Allen),,42-68,,
9:26.0,,,42-70,2,T. Williams makes 2-pt shot from 12 ft
9:06.0,K. Durant makes 3-pt shot from 27 ft,3,45-70,,
8:39.0,,,45-73,3,T. Allen makes 3-pt shot from 23 ft (assist by A. Harrison)
8:24.0,K. Thompson misses 3-pt shot from 25 ft,,45-73,,
8:24.0,,,45-73,,Defensive rebound by J. Green
8:15.0,,,45-73,,J. Green misses 2-pt shot from 19 ft
8:15.0,Defensive rebound by A. Varejao,,45-73,,
8:03.0,K. Durant makes 2-pt shot from 6 ft,2,47-73,,
7:45.0,,,47-73,,A. Harrison misses 3-pt shot from 27 ft
7:45.0,Defensive rebound by A. Varejao,,47-73,,
7:34.0,K. Thompson makes 2-pt shot from 21 ft,2,49-73,,
7:34.0,,,49-73,,Memphis full timeout
7:16.0,,,49-75,2,J. Green makes 2-pt shot at rim (assist by M. Gasol)
7:03.0,K. Thompson makes 2-pt shot from 21 ft (assist by S. Curry),2,51-75,,
6:57.0,,,51-77,2,T. Williams makes 2-pt shot from 1 ft
6:41.0,S. Curry makes 3-pt shot from 27 ft (assist by A. Varejao),3,54-77,,
6:21.0,Personal foul by D. Green (drawn by J. Green),,54-77,,
6:20.0,,,54-77,,Offensive foul by A. Harrison
6:20.0,,,54-77,,Turnover by A. Harrison (offensive foul)
6:20.0,Technical foul by D. Green (drawn by J. Green),,54-77,,
6:20.0,,,54-78,1,M. Gasol makes technical free throw
6:09.0,S. Curry misses 3-pt shot from 25 ft,,54-78,,
6:06.0,Offensive rebound by D. Green,,54-78,,
6:06.0,D. Green makes 2-pt shot at rim,2,56-78,,
5:52.0,,,56-80,2,A. Harrison makes 2-pt shot from 1 ft
5:52.0,,,56-80,,Shooting foul by A. Varejao (drawn by A. Harrison)
5:52.0,,,56-81,1,A. Harrison makes free throw 1 of 1
5:45.0,Turnover by S. Curry (bad pass; steal by A. Harrison),,56-81,,
5:21.0,,,56-83,2,M. Gasol makes 2-pt shot from 22 ft (assist by T. Williams)
5:14.0,Shooting foul by T. Allen (drawn by K. Durant),,56-83,,
5:14.0,K. Durant makes free throw 1 of 2,1,57-83,,
5:14.0,K. Durant makes free throw 2 of 2,1,58-83,,
5:14.0,J. McGee enters the game for A. Varejao,,57-83,,
4:50.0,,,58-83,,T. Allen misses 2-pt shot from 3 ft (block by J. McGee)
4:50.0,,,58-83,,Offensive rebound by Team
4:47.0,,,58-83,,A. Harrison misses 2-pt shot from 20 ft
4:47.0,Defensive rebound by S. Curry,,58-83,,
4:42.0,S. Curry misses 2-pt shot from 3 ft (block by T. Williams),,58-83,,
4:42.0,Offensive rebound by Team,,58-83,,
4:38.0,K. Thompson misses 3-pt shot from 27 ft,,58-83,,
4:38.0,,,58-83,,Defensive rebound by J. Green
4:24.0,,,58-83,,T. Allen misses 2-pt shot from 6 ft
4:23.0,Defensive rebound by K. Durant,,58-83,,
4:12.0,S. Curry misses 2-pt shot from 2 ft,,58-83,,
4:10.0,,,58-83,,Defensive rebound by A. Harrison
4:03.0,,,58-83,,A. Harrison misses 3-pt shot from 25 ft
4:03.0,Defensive rebound by J. McGee,,58-83,,
3:57.0,,,58-83,,Personal foul by A. Harrison (drawn by K. Durant)
3:57.0,P. McCaw enters the game for K. Durant,,58-83,,
3:57.0,,,58-83,,T. Douglas enters the game for A. Harrison
3:57.0,,,58-83,,J. Martin enters the game for J. Green
3:46.0,J. McGee misses 2-pt shot from 3 ft,,58-83,,
3:45.0,,,58-83,,Defensive rebound by T. Williams
3:30.0,,,58-83,,Turnover by M. Gasol (bad pass)
3:30.0,,,58-83,,T. Daniels enters the game for T. Williams
3:22.0,J. McGee makes 2-pt shot at rim (assist by D. Green),2,60-83,,
3:03.0,,,60-83,,M. Gasol misses 2-pt shot from 7 ft
3:01.0,Defensive rebound by P. McCaw,,60-83,,
2:53.0,P. McCaw misses 2-pt shot from 2 ft (block by M. Gasol),,60-83,,
2:49.0,,,60-83,,Defensive rebound by T. Allen
2:42.0,,,60-85,2,J. Martin makes 2-pt shot at rim (assist by T. Allen)
2:21.0,J. McGee makes 2-pt shot from 1 ft,2,62-85,,
2:12.0,,,62-85,,J. Martin misses 3-pt shot from 23 ft
2:11.0,,,62-85,,Offensive rebound by T. Daniels
1:56.0,,,62-85,,Memphis full timeout
1:56.0,,,62-85,,Z. Randolph enters the game for M. Gasol
1:56.0,K. Durant enters the game for K. Thompson,,62-85,,
1:56.0,I. Clark enters the game for J. McGee,,62-85,,
1:49.0,,,62-85,,Z. Randolph misses 2-pt shot from 21 ft
1:48.0,Defensive rebound by K. Durant,,62-85,,
1:33.0,S. Curry makes 3-pt shot from 25 ft (assist by K. Durant),3,65-85,,
1:12.0,,,65-85,,T. Allen misses 2-pt shot from 2 ft
1:10.0,Defensive rebound by P. McCaw,,65-85,,
1:04.0,Offensive foul by S. Curry,,65-85,,
1:04.0,Turnover by S. Curry (offensive foul),,65-85,,
0:47.0,,,65-85,,T. Douglas misses 2-pt shot from 11 ft
0:46.0,Defensive rebound by K. Durant,,65-85,,
0:37.0,S. Curry misses 3-pt shot from 26 ft,,65-85,,
0:36.0,,,65-85,,Defensive rebound by J. Martin
0:19.0,,,65-85,,Turnover by T. Douglas (lost ball; steal by D. Green)
0:17.0,Turnover by D. Green (bad pass; steal by T. Daniels),,65-85,,
0:14.0,,,65-87,2,T. Allen makes 2-pt shot at rim (assist by T. Douglas)
0:03.0,Turnover by D. Green (bad pass; steal by J. Martin),,65-87,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,65-87,,J. Green misses 2-pt shot from 1 ft
11:43.0,,,65-87,,Offensive rebound by J. Martin
11:35.0,,,65-87,,T. Douglas misses 3-pt shot from 25 ft
11:35.0,Defensive rebound by K. Durant,,65-87,,
11:30.0,Turnover by K. Durant (lost ball; steal by T. Douglas),,65-87,,
11:25.0,,,65-90,3,T. Daniels makes 3-pt shot from 27 ft (assist by T. Douglas)
11:03.0,K. Durant misses 2-pt shot from 20 ft,,65-90,,
11:01.0,,,65-90,,Defensive rebound by Z. Randolph
10:38.0,,,65-93,3,Z. Randolph makes 3-pt shot from 23 ft (assist by T. Daniels)
10:20.0,K. Durant misses 3-pt shot from 26 ft,,65-93,,
10:19.0,,,65-93,,Defensive rebound by J. Martin
10:06.0,,,65-93,,Turnover by J. Green (bad pass; steal by D. West)
10:06.0,Golden State full timeout,,65-93,,
10:06.0,P. McCaw enters the game for K. Durant,,65-93,,
10:06.0,I. Clark enters the game for K. Thompson,,65-93,,
9:56.0,,,65-93,,Personal foul by J. Green (drawn by D. West)
9:56.0,,,65-93,,A. Harrison enters the game for J. Green
9:46.0,D. West makes 2-pt shot from 8 ft,2,67-93,,
9:23.0,,,67-93,,Z. Randolph misses 3-pt shot from 26 ft
9:21.0,Defensive rebound by P. McCaw,,67-93,,
9:20.0,,,67-93,,Personal foul by Z. Randolph (drawn by P. McCaw)
9:10.0,Turnover by D. Jones (step out of bounds),,67-93,,
9:00.0,Personal foul by D. Jones (drawn by Z. Randolph),,67-93,,
8:45.0,,,67-93,,Turnover by Team (shot clock)
8:35.0,S. Livingston makes 2-pt shot from 11 ft,2,69-93,,
8:25.0,,,69-93,,T. Daniels misses 2-pt shot from 15 ft (block by P. McCaw)
8:24.0,,,69-93,,Offensive rebound by T. Daniels
8:20.0,,,69-95,2,T. Daniels makes 2-pt shot from 17 ft (assist by J. Martin)
8:08.0,S. Livingston makes 2-pt shot from 12 ft,2,71-95,,
7:41.0,,,71-95,,T. Daniels misses 3-pt shot from 25 ft (block by D. West)
7:41.0,Defensive rebound by P. McCaw,,71-95,,
7:41.0,,,71-95,,Clear path foul by T. Daniels
7:41.0,D. West misses clear path free throw 1 of 2,,71-95,,
7:41.0,Offensive rebound by Team,,71-95,,
7:41.0,D. West makes clear path free throw 2 of 2,1,72-95,,
7:41.0,,,71-95,,M. Gasol enters the game for J. Martin
7:31.0,,,72-95,,Personal foul by T. Douglas (drawn by I. Clark)
7:25.0,P. McCaw makes 3-pt shot from 26 ft (assist by S. Livingston),3,75-95,,
7:09.0,Personal foul by S. Livingston (drawn by M. Gasol),,75-95,,
7:09.0,,,75-95,,T. Allen enters the game for T. Daniels
6:52.0,,,75-97,2,M. Gasol makes 2-pt shot from 19 ft (assist by T. Douglas)
6:43.0,D. West makes 3-pt shot from 26 ft (assist by I. Clark),3,78-97,,
6:24.0,,,78-99,2,Z. Randolph makes 2-pt shot from 6 ft (assist by M. Gasol)
6:08.0,Turnover by S. Livingston (bad pass; steal by A. Harrison),,78-99,,
5:56.0,Personal foul by D. Jones (drawn by Z. Randolph),,78-99,,
5:56.0,,,78-99,,Memphis full timeout
5:56.0,J. McAdoo enters the game for D. Jones,,78-99,,
5:45.0,,,78-99,,M. Gasol misses 2-pt shot from 10 ft
5:42.0,Defensive rebound by D. West,,78-99,,
5:26.0,D. West makes 3-pt shot from 26 ft (assist by P. McCaw),3,81-99,,
5:03.0,,,81-99,,T. Allen misses 2-pt shot from 17 ft
5:03.0,,,81-99,,Offensive rebound by Z. Randolph
5:02.0,,,81-101,2,Z. Randolph makes 2-pt shot from 2 ft
4:52.0,Turnover by D. West (bad pass),,81-101,,
