time,Miami,pts.away,score,pts.home,Milwaukee
4:08.0,Turnover by H. Whiteside (traveling),,19-8,,
4:08.0,J. Johnson enters the game for L. Babbitt,,19-8,,
3:58.0,,,19-8,,J. Parker misses 2-pt shot from 20 ft
3:56.0,Defensive rebound by H. Whiteside,,19-8,,
3:47.0,H. Whiteside makes 2-pt shot from 3 ft (assist by R. McGruder),2,21-8,,
3:34.0,,,21-8,,K. Middleton misses 2-pt shot from 20 ft
3:32.0,Defensive rebound by H. Whiteside,,21-8,,
3:20.0,T. Johnson misses 3-pt shot from 27 ft,,21-8,,
3:19.0,,,21-8,,Defensive rebound by T. Snell
3:14.0,,,21-8,,G. Monroe misses 2-pt shot from 2 ft (block by T. Johnson)
3:11.0,Defensive rebound by T. Johnson,,21-8,,
3:01.0,Miami full timeout,,21-8,,
3:01.0,W. Reed enters the game for H. Whiteside,,21-8,,
3:01.0,O. White enters the game for W. Ellington,,21-8,,
3:01.0,,,21-8,,M. Teletovic enters the game for J. Parker
3:01.0,,,21-8,,G. Antetokounmpo enters the game for T. Snell
3:01.0,,,21-8,,J. Terry enters the game for K. Middleton
2:50.0,R. McGruder misses 3-pt shot from 25 ft,,21-8,,
2:49.0,,,21-8,,Defensive rebound by G. Antetokounmpo
2:32.0,,,21-10,2,G. Antetokounmpo makes 2-pt shot from 2 ft (assist by J. Terry)
2:17.0,T. Johnson misses 2-pt shot from 1 ft,,21-10,,
2:15.0,,,21-10,,Defensive rebound by G. Antetokounmpo
2:10.0,,,21-10,,M. Teletovic misses 2-pt shot from 3 ft
2:08.0,,,21-10,,Offensive rebound by G. Antetokounmpo
2:08.0,,,21-12,2,G. Antetokounmpo makes 2-pt shot at rim
1:47.0,O. White misses 3-pt shot from 26 ft,,21-12,,
1:46.0,,,21-12,,Defensive rebound by M. Teletovic
1:40.0,,,21-12,,Shooting foul by W. Reed (drawn by G. Monroe)
1:40.0,,,21-12,,G. Monroe misses free throw 1 of 2
1:40.0,,,21-12,,Offensive rebound by Team
1:40.0,,,21-13,1,G. Monroe makes free throw 2 of 2
1:40.0,G. Dragic enters the game for R. McGruder,,21-12,,
1:21.0,J. Johnson makes 2-pt shot at rim,2,23-13,,
1:12.0,,,23-13,,M. Teletovic misses 3-pt shot from 25 ft
1:11.0,Defensive rebound by J. Johnson,,23-13,,
1:01.0,T. Johnson misses 2-pt shot from 1 ft,,23-13,,
1:00.0,,,23-13,,Defensive rebound by G. Monroe
0:57.0,,,23-13,,M. Teletovic misses 2-pt shot at rim
0:55.0,Defensive rebound by O. White,,23-13,,
0:44.0,T. Johnson misses 3-pt shot from 23 ft,,23-13,,
0:44.0,Offensive rebound by O. White,,23-13,,
0:44.0,O. White makes 2-pt shot at rim,2,25-13,,
0:32.0,,,25-13,,M. Brogdon misses 2-pt shot from 1 ft
0:30.0,,,25-13,,Offensive rebound by G. Monroe
0:30.0,,,25-13,,G. Monroe misses 2-pt shot from 1 ft
0:24.0,Defensive rebound by Team,,25-13,,
0:24.0,Jump ball: G. Antetokounmpo vs. O. White (J. Johnson gains possession),,,,Jump ball: G. Antetokounmpo vs. O. White (J. Johnson gains possession)
0:09.0,Turnover by G. Dragic (bad pass; steal by M. Brogdon),,25-13,,
0:06.0,,,25-15,2,M. Brogdon makes 2-pt shot at rim
0:00.0,W. Reed makes 3-pt shot from 26 ft (assist by T. Johnson),3,28-15,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,,,28-17,2,G. Antetokounmpo makes 2-pt shot at rim
11:28.0,Turnover by W. Reed (lost ball; steal by J. Terry),,28-17,,
11:17.0,,,28-19,2,G. Antetokounmpo makes 2-pt shot at rim (assist by G. Monroe)
10:58.0,Shooting foul by G. Monroe (drawn by O. White),,28-19,,
10:58.0,O. White makes free throw 1 of 2,1,29-19,,
10:58.0,O. White makes free throw 2 of 2,1,30-19,,
10:51.0,,,30-19,,Shooting foul by G. Dragic (drawn by M. Brogdon)
10:51.0,,,30-20,1,M. Brogdon makes free throw 1 of 2
10:51.0,,,30-20,,M. Brogdon misses free throw 2 of 2
10:49.0,Defensive rebound by O. White,,30-20,,
10:26.0,J. Johnson misses 3-pt shot from 24 ft,,30-20,,
10:26.0,Offensive rebound by Team,,30-20,,
10:26.0,,,30-20,,Loose ball foul by M. Brogdon (drawn by G. Dragic)
10:26.0,W. Ellington enters the game for T. Johnson,,30-20,,
10:11.0,Turnover by J. Johnson (bad pass),,30-20,,
10:00.0,,,30-20,,G. Monroe misses 2-pt shot from 1 ft
9:59.0,Defensive rebound by W. Reed,,30-20,,
9:53.0,G. Dragic misses 3-pt shot from 26 ft,,30-20,,
9:52.0,,,30-20,,Defensive rebound by M. Teletovic
9:42.0,,,30-20,,Turnover by G. Antetokounmpo (bad pass)
9:17.0,W. Reed makes 2-pt shot from 5 ft (assist by O. White),2,32-20,,
8:55.0,,,32-23,3,M. Teletovic makes 3-pt shot from 27 ft (assist by M. Brogdon)
8:55.0,Loose ball foul by W. Reed (drawn by G. Monroe),,32-23,,
8:55.0,Technical foul by W. Reed (drawn by G. Monroe),,32-23,,
8:55.0,,,32-23,,Technical foul by G. Monroe
8:55.0,Official timeout,,32-23,,
8:55.0,,,32-24,1,G. Monroe makes free throw 1 of 1
8:35.0,W. Ellington misses 3-pt shot from 23 ft,,32-24,,
8:33.0,Offensive rebound by G. Dragic,,32-24,,
8:29.0,,,32-24,,Personal block foul by J. Terry (drawn by W. Ellington)
8:19.0,O. White makes 3-pt shot from 25 ft (assist by G. Dragic),3,35-24,,
8:06.0,,,35-24,,Shooting foul by W. Reed (drawn by J. Terry)
8:06.0,,,35-24,,J. Terry misses free throw 1 of 2
8:06.0,,,35-24,,Offensive rebound by Team
8:06.0,,,35-25,1,J. Terry makes free throw 2 of 2
8:06.0,,,35-24,,J. Henson enters the game for G. Monroe
8:06.0,,,35-24,,K. Middleton enters the game for M. Teletovic
8:06.0,H. Whiteside enters the game for W. Reed,,35-24,,
7:50.0,Shooting foul by G. Antetokounmpo (drawn by J. Johnson),,35-25,,
7:50.0,J. Johnson misses free throw 1 of 2,,35-25,,
7:50.0,Offensive rebound by Team,,35-25,,
7:50.0,J. Johnson makes free throw 2 of 2,1,36-25,,
7:29.0,,,36-27,2,J. Terry makes 2-pt shot at rim
7:29.0,Loose ball foul by H. Whiteside (drawn by J. Terry),,36-27,,
7:29.0,,,36-27,,J. Henson misses free throw 1 of 1
7:25.0,Defensive rebound by G. Dragic,,36-27,,
7:20.0,G. Dragic makes 2-pt shot at rim,2,38-27,,
7:06.0,,,38-27,,Shooting foul by O. White (drawn by K. Middleton)
7:06.0,,,38-27,,K. Middleton misses free throw 1 of 2
7:06.0,,,38-27,,Offensive rebound by Team
7:06.0,,,38-28,1,K. Middleton makes free throw 2 of 2
7:06.0,R. McGruder enters the game for W. Ellington,,38-27,,
7:06.0,T. Johnson enters the game for G. Dragic,,38-27,,
7:06.0,,,38-27,,T. Snell enters the game for J. Terry
6:51.0,H. Whiteside makes 2-pt shot at rim (assist by J. Johnson),2,40-28,,
6:40.0,Personal foul by O. White (drawn by J. Henson),,40-28,,
6:40.0,,,40-28,,J. Henson misses free throw 1 of 2
6:40.0,,,40-28,,Offensive rebound by Team
6:40.0,,,40-29,1,J. Henson makes free throw 2 of 2
6:40.0,L. Babbitt enters the game for O. White,,40-28,,
6:40.0,,,40-28,,M. Dellavedova enters the game for M. Brogdon
6:25.0,Turnover by J. Johnson (bad pass; steal by J. Henson),,40-29,,
6:17.0,,,40-29,,T. Snell misses 3-pt shot from 27 ft
6:16.0,Defensive rebound by H. Whiteside,,40-29,,
5:57.0,J. Johnson misses 2-pt shot from 18 ft,,40-29,,
5:56.0,Offensive rebound by L. Babbitt,,40-29,,
5:46.0,T. Johnson misses 2-pt shot from 17 ft,,40-29,,
5:45.0,,,40-29,,Defensive rebound by Team
5:45.0,,,40-29,,Milwaukee full timeout
5:45.0,,,40-29,,J. Parker enters the game for G. Antetokounmpo
5:35.0,,,40-29,,Turnover by J. Henson (traveling)
5:16.0,R. McGruder misses 2-pt shot from 5 ft (block by J. Henson),,40-29,,
5:14.0,Offensive rebound by H. Whiteside,,40-29,,
5:14.0,H. Whiteside makes 2-pt shot at rim,2,42-29,,
5:05.0,,,42-29,,J. Parker misses 2-pt shot from 17 ft
5:03.0,Defensive rebound by R. McGruder,,42-29,,
4:57.0,,,42-29,,Personal foul by J. Parker (drawn by H. Whiteside)
4:57.0,H. Whiteside makes free throw 1 of 2,1,43-29,,
4:57.0,H. Whiteside makes free throw 2 of 2,1,44-29,,
4:57.0,G. Dragic enters the game for J. Johnson,,43-29,,
4:34.0,,,44-32,3,M. Dellavedova makes 3-pt shot from 25 ft (assist by K. Middleton)
4:20.0,R. McGruder misses 2-pt shot from 5 ft (block by K. Middleton),,44-32,,
4:18.0,,,44-32,,Defensive rebound by M. Dellavedova
4:16.0,,,44-32,,Shooting foul by T. Johnson (drawn by J. Parker)
4:16.0,,,44-33,1,J. Parker makes free throw 1 of 2
4:16.0,,,44-34,1,J. Parker makes free throw 2 of 2
4:12.0,Miami full timeout,,44-34,,
4:12.0,,,44-34,,G. Antetokounmpo enters the game for K. Middleton
4:03.0,T. Johnson misses 2-pt shot from 4 ft,,44-34,,
4:02.0,Offensive rebound by T. Johnson,,44-34,,
4:02.0,T. Johnson makes 2-pt shot from 1 ft,2,46-34,,
3:45.0,,,46-36,2,M. Dellavedova makes 2-pt shot from 5 ft (assist by J. Parker)
3:25.0,H. Whiteside makes 2-pt shot from 1 ft,2,48-36,,
3:12.0,,,48-36,,M. Dellavedova misses 2-pt shot from 3 ft
3:11.0,Defensive rebound by H. Whiteside,,48-36,,
3:02.0,Turnover by H. Whiteside (lost ball; steal by J. Henson),,48-36,,
2:58.0,,,48-36,,Turnover by J. Parker (lost ball)
2:58.0,J. Johnson enters the game for L. Babbitt,,48-36,,
2:32.0,R. McGruder misses 2-pt shot from 18 ft,,48-36,,
2:30.0,,,48-36,,Defensive rebound by J. Parker
2:23.0,,,48-39,3,T. Snell makes 3-pt shot from 23 ft (assist by J. Parker)
2:02.0,Shooting foul by J. Henson (drawn by H. Whiteside),,48-39,,
2:02.0,H. Whiteside makes 2-pt shot from 1 ft (assist by T. Johnson),2,50-39,,
2:02.0,H. Whiteside misses free throw 1 of 1,,50-39,,
2:00.0,,,50-39,,Defensive rebound by J. Henson
1:51.0,,,50-42,3,T. Snell makes 3-pt shot from 26 ft (assist by G. Antetokounmpo)
1:36.0,Shooting foul by J. Henson (drawn by H. Whiteside),,50-42,,
1:36.0,H. Whiteside misses free throw 1 of 2,,50-42,,
1:36.0,Offensive rebound by Team,,50-42,,
1:36.0,H. Whiteside makes free throw 2 of 2,1,51-42,,
1:36.0,,,50-42,,G. Monroe enters the game for J. Henson
1:25.0,,,51-42,,T. Snell misses 2-pt shot from 1 ft (block by H. Whiteside)
1:22.0,Defensive rebound by H. Whiteside,,51-42,,
1:18.0,G. Dragic misses 2-pt shot from 1 ft (block by G. Antetokounmpo),,51-42,,
1:16.0,,,51-42,,Defensive rebound by G. Monroe
1:07.0,,,51-44,2,J. Parker makes 2-pt shot at rim (assist by G. Monroe)
1:07.0,,,51-44,,Shooting foul by T. Johnson (drawn by J. Parker)
1:07.0,,,51-44,,J. Parker misses free throw 1 of 1
1:07.0,W. Ellington enters the game for T. Johnson,,51-44,,
1:05.0,Defensive rebound by H. Whiteside,,51-44,,
0:44.0,W. Ellington makes 2-pt shot from 5 ft (assist by G. Dragic),2,53-44,,
0:34.0,,,53-44,,G. Antetokounmpo misses 2-pt shot from 21 ft
0:33.0,Defensive rebound by H. Whiteside,,53-44,,
0:30.0,Offensive foul by H. Whiteside,,53-44,,
0:30.0,Turnover by H. Whiteside (offensive foul),,53-44,,
0:30.0,W. Reed enters the game for H. Whiteside,,53-44,,
0:25.0,,,53-44,,J. Parker misses 2-pt shot from 2 ft (block by J. Johnson)
0:22.0,Defensive rebound by W. Reed,,53-44,,
0:03.0,G. Dragic makes 2-pt shot from 1 ft,2,55-44,,
0:00.0,,,55-44,,M. Dellavedova misses 2-pt shot from 9 ft
0:00.0,,,55-44,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,55-44,,Turnover by G. Antetokounmpo (bad pass; steal by G. Dragic)
11:31.0,L. Babbitt misses 3-pt shot from 26 ft,,55-44,,
11:29.0,,,55-44,,Defensive rebound by T. Snell
11:23.0,,,55-44,,Turnover by G. Antetokounmpo (traveling)
11:07.0,H. Whiteside makes 2-pt shot from 3 ft (assist by W. Ellington),2,57-44,,
11:07.0,Shooting foul by J. Parker (drawn by H. Whiteside),,57-44,,
11:07.0,H. Whiteside misses free throw 1 of 1,,57-44,,
11:03.0,,,57-44,,Defensive rebound by G. Antetokounmpo
10:50.0,,,57-44,,T. Snell misses 3-pt shot from 25 ft
10:49.0,Defensive rebound by R. McGruder,,57-44,,
10:43.0,G. Dragic makes 2-pt shot from 1 ft,2,59-44,,
10:17.0,,,59-47,3,G. Antetokounmpo makes 3-pt shot from 28 ft (assist by T. Snell)
10:17.0,,,59-47,,Loose ball foul by J. Parker (drawn by G. Dragic)
10:01.0,Turnover by G. Dragic (bad pass; steal by G. Antetokounmpo),,59-47,,
9:57.0,,,59-47,,G. Antetokounmpo misses 2-pt shot from 2 ft
9:57.0,,,59-47,,Offensive rebound by G. Antetokounmpo
9:57.0,,,59-47,,Shooting foul by L. Babbitt (drawn by G. Antetokounmpo)
9:57.0,,,59-48,1,G. Antetokounmpo makes free throw 1 of 2
9:57.0,,,59-49,1,G. Antetokounmpo makes free throw 2 of 2
9:41.0,R. McGruder makes 2-pt shot at rim (assist by L. Babbitt),2,61-49,,
9:20.0,,,61-49,,M. Dellavedova misses 3-pt shot from 28 ft
9:19.0,Defensive rebound by G. Dragic,,61-49,,
9:05.0,R. McGruder makes 3-pt shot from 27 ft (assist by G. Dragic),3,64-49,,
9:05.0,,,64-49,,Milwaukee full timeout
9:05.0,,,64-49,,M. Brogdon enters the game for J. Henson
9:05.0,,,64-49,,G. Monroe enters the game for M. Dellavedova
8:55.0,,,64-49,,J. Parker misses 2-pt shot from 3 ft
8:54.0,,,64-49,,Offensive rebound by G. Monroe
8:39.0,,,64-49,,M. Brogdon misses 3-pt shot from 25 ft
8:39.0,Defensive rebound by Team,,64-49,,
8:25.0,R. McGruder misses 3-pt shot from 26 ft,,64-49,,
8:24.0,,,64-49,,Defensive rebound by G. Antetokounmpo
8:10.0,,,64-51,2,J. Parker makes 2-pt shot at rim
7:49.0,Turnover by W. Ellington (bad pass; steal by G. Antetokounmpo),,64-51,,
7:42.0,,,64-53,2,G. Monroe makes 2-pt shot from 2 ft (assist by M. Brogdon)
7:23.0,W. Ellington misses 3-pt shot from 27 ft,,64-53,,
7:20.0,,,64-53,,Defensive rebound by G. Monroe
7:14.0,,,64-55,2,G. Antetokounmpo makes 2-pt shot from 1 ft
6:55.0,H. Whiteside makes 2-pt shot from 19 ft (assist by G. Dragic),2,66-55,,
6:34.0,,,66-55,,Shooting foul by L. Babbitt (drawn by J. Parker)
6:34.0,,,66-55,,Milwaukee full timeout
6:34.0,,,66-56,1,J. Henson makes free throw 1 of 2
6:34.0,,,66-57,1,J. Henson makes free throw 2 of 2
6:34.0,,,66-55,,J. Henson enters the game for J. Parker
6:34.0,J. Johnson enters the game for L. Babbitt,,66-55,,
6:34.0,T. Johnson enters the game for G. Dragic,,66-55,,
6:33.0,,,66-57,,Personal take foul by M. Brogdon (drawn by T. Johnson)
6:33.0,,,66-57,,K. Middleton enters the game for J. Henson
6:10.0,J. Johnson makes 3-pt shot from 26 ft (assist by T. Johnson),3,69-57,,
5:50.0,,,69-57,,T. Snell misses 2-pt shot from 19 ft
5:49.0,Defensive rebound by H. Whiteside,,69-57,,
5:34.0,Turnover by R. McGruder (bad pass; steal by M. Brogdon),,69-57,,
5:23.0,,,69-57,,K. Middleton misses 3-pt shot from 25 ft
5:22.0,Defensive rebound by W. Ellington,,69-57,,
5:03.0,R. McGruder misses 3-pt shot from 28 ft,,69-57,,
5:02.0,,,69-57,,Defensive rebound by G. Monroe
4:52.0,,,69-57,,Turnover by G. Antetokounmpo (bad pass; steal by R. McGruder)
4:42.0,R. McGruder makes 2-pt shot from 1 ft (assist by T. Johnson),2,71-57,,
4:30.0,,,71-57,,G. Antetokounmpo misses 3-pt shot from 28 ft
4:28.0,Defensive rebound by T. Johnson,,71-57,,
4:14.0,Offensive charge foul by J. Johnson,,71-57,,
4:14.0,Turnover by J. Johnson (offensive foul),,71-57,,
4:02.0,,,71-59,2,G. Monroe makes 2-pt shot from 1 ft (assist by K. Middleton)
4:01.0,Miami full timeout,,71-59,,
4:01.0,W. Reed enters the game for H. Whiteside,,71-59,,
3:38.0,W. Ellington makes 3-pt shot from 26 ft,3,74-59,,
3:16.0,Personal foul by T. Johnson (drawn by M. Brogdon),,74-59,,
3:08.0,,,74-59,,M. Brogdon misses 2-pt shot from 3 ft
3:07.0,Defensive rebound by T. Johnson,,74-59,,
2:49.0,J. Johnson misses 3-pt shot from 26 ft,,74-59,,
2:48.0,Offensive rebound by W. Reed,,74-59,,
2:45.0,W. Reed misses 2-pt shot from 5 ft,,74-59,,
2:43.0,Offensive rebound by R. McGruder,,74-59,,
2:33.0,,,74-59,,Violation by G. Monroe (kicked ball)
2:33.0,O. White enters the game for W. Ellington,,74-59,,
2:23.0,W. Reed misses 2-pt shot from 5 ft,,74-59,,
2:22.0,,,74-59,,Defensive rebound by K. Middleton
2:13.0,,,74-61,2,K. Middleton makes 2-pt shot from 7 ft
1:56.0,J. Johnson makes 2-pt shot from 1 ft (assist by T. Johnson),2,76-61,,
1:45.0,,,76-63,2,K. Middleton makes 2-pt shot from 18 ft
1:21.0,R. McGruder misses 3-pt shot from 23 ft,,76-63,,
1:20.0,,,76-63,,Defensive rebound by G. Antetokounmpo
1:03.0,,,76-63,,K. Middleton misses 2-pt shot from 9 ft
1:02.0,Defensive rebound by O. White,,76-63,,
0:56.0,T. Johnson makes 2-pt shot from 1 ft (assist by J. Johnson),2,78-63,,
0:38.0,,,78-63,,G. Antetokounmpo misses 2-pt shot from 15 ft
0:36.0,Defensive rebound by W. Reed,,78-63,,
0:17.0,R. McGruder misses 3-pt shot from 26 ft,,78-63,,
0:14.0,Offensive rebound by R. McGruder,,78-63,,
0:02.0,J. Johnson makes 2-pt shot from 1 ft,2,80-63,,
0:02.0,Shooting foul by G. Monroe (drawn by J. Johnson),,80-63,,
0:02.0,J. Johnson makes free throw 1 of 1,1,81-63,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,Shooting foul by J. Terry (drawn by T. Johnson),,81-63,,
11:42.0,T. Johnson makes free throw 1 of 2,1,82-63,,
11:42.0,T. Johnson makes free throw 2 of 2,1,83-63,,
11:28.0,,,83-65,2,J. Terry makes 2-pt shot from 4 ft (assist by M. Brogdon)
11:28.0,,,83-65,,Violation by Team (jump ball)
11:09.0,L. Babbitt misses 3-pt shot from 25 ft,,83-65,,
11:08.0,,,83-65,,Defensive rebound by J. Terry
11:00.0,,,83-67,2,J. Henson makes 2-pt shot at rim (assist by J. Terry)
10:30.0,W. Reed misses 2-pt shot from 21 ft,,83-67,,
10:29.0,,,83-67,,Defensive rebound by M. Brogdon
10:07.0,,,83-67,,M. Beasley misses 2-pt shot from 5 ft
10:06.0,Defensive rebound by W. Reed,,83-67,,
9:50.0,G. Dragic misses 3-pt shot from 26 ft,,83-67,,
9:49.0,,,83-67,,Defensive rebound by J. Henson
9:30.0,,,83-67,,Shooting foul by G. Dragic (drawn by M. Brogdon)
9:30.0,,,83-68,1,M. Brogdon makes free throw 1 of 2
9:30.0,,,83-68,,M. Brogdon misses free throw 2 of 2
9:30.0,H. Whiteside enters the game for L. Babbitt,,83-68,,
9:30.0,J. Johnson enters the game for W. Reed,,83-68,,
9:29.0,Defensive rebound by J. Johnson,,83-68,,
9:15.0,Shooting foul by J. Henson (drawn by G. Dragic),,83-68,,
9:15.0,G. Dragic makes free throw 1 of 2,1,84-68,,
9:15.0,G. Dragic misses free throw 2 of 2,,84-68,,
9:14.0,,,84-68,,Defensive rebound by J. Henson
8:55.0,,,84-70,2,M. Beasley makes 2-pt shot from 18 ft (assist by J. Terry)
8:35.0,T. Johnson misses 2-pt shot from 10 ft,,84-70,,
8:35.0,Offensive rebound by Team,,84-70,,
8:35.0,,,84-70,,Loose ball foul by J. Terry (drawn by O. White)
8:35.0,Official timeout,,84-70,,
8:13.0,J. Johnson makes 3-pt shot from 24 ft (assist by T. Johnson),3,87-70,,
7:56.0,,,87-70,,M. Teletovic misses 3-pt shot from 28 ft
7:54.0,Defensive rebound by O. White,,87-70,,
7:41.0,J. Johnson makes 2-pt shot from 8 ft,2,89-70,,
7:15.0,,,89-72,2,M. Beasley makes 2-pt shot from 18 ft (assist by M. Brogdon)
6:58.0,T. Johnson makes 2-pt shot from 9 ft,2,91-72,,
6:39.0,,,91-74,2,M. Beasley makes 2-pt shot from 1 ft
6:24.0,T. Johnson misses 2-pt shot from 21 ft,,91-74,,
6:22.0,,,91-74,,Defensive rebound by M. Beasley
6:12.0,,,91-74,,Turnover by M. Beasley (lost ball; steal by J. Johnson)
6:08.0,G. Dragic misses 2-pt shot from 3 ft (block by J. Henson),,91-74,,
6:07.0,,,91-74,,Defensive rebound by M. Beasley
6:07.0,Personal foul by T. Johnson (drawn by M. Beasley),,91-74,,
6:07.0,,,91-74,,G. Antetokounmpo enters the game for M. Teletovic
6:07.0,R. McGruder enters the game for T. Johnson,,91-74,,
6:07.0,W. Ellington enters the game for O. White,,91-74,,
5:54.0,,,91-74,,M. Beasley misses 2-pt shot from 2 ft (block by J. Johnson)
5:51.0,Defensive rebound by H. Whiteside,,91-74,,
5:38.0,W. Ellington misses 2-pt shot from 16 ft,,91-74,,
5:36.0,,,91-74,,Defensive rebound by G. Antetokounmpo
5:32.0,,,91-74,,Turnover by M. Brogdon (bad pass; steal by J. Johnson)
5:31.0,Shooting foul by J. Henson (drawn by J. Johnson),,91-74,,
5:31.0,,,91-74,,Milwaukee full timeout
5:31.0,J. Johnson makes free throw 1 of 2,1,92-74,,
5:31.0,J. Johnson makes free throw 2 of 2,1,93-74,,
5:31.0,,,91-74,,T. Snell enters the game for J. Terry
5:17.0,,,93-77,3,G. Antetokounmpo makes 3-pt shot from 27 ft
4:52.0,J. Johnson misses 3-pt shot from 25 ft,,93-77,,
4:50.0,,,93-77,,Defensive rebound by J. Henson
4:41.0,,,93-77,,Shooting foul by W. Ellington (drawn by M. Beasley)
4:41.0,,,93-78,1,M. Beasley makes free throw 1 of 2
4:41.0,,,93-79,1,M. Beasley makes free throw 2 of 2
4:41.0,T. Johnson enters the game for W. Ellington,,93-78,,
4:19.0,Turnover by G. Dragic (lost ball; steal by M. Brogdon),,93-79,,
4:16.0,,,93-81,2,M. Beasley makes 2-pt shot from 9 ft
4:16.0,,,93-81,,Shooting foul by T. Johnson (drawn by M. Beasley)
4:16.0,,,93-81,,M. Beasley misses free throw 1 of 1
4:14.0,Defensive rebound by H. Whiteside,,93-81,,
4:09.0,Miami full timeout,,93-81,,
4:09.0,W. Ellington enters the game for T. Johnson,,93-81,,
