time,Milwaukee,pts.away,score,pts.home,Washington
8:11.0,Defensive rebound by J. Parker,,32-35,,
7:54.0,J. Parker makes 3-pt shot from 24 ft (assist by G. Monroe),3,35-35,,
7:27.0,,,35-35,,A. Nicholson misses 2-pt shot from 13 ft
7:26.0,,,35-35,,Offensive rebound by Team
7:26.0,,,35-35,,B. Beal enters the game for M. Thornton
7:26.0,T. Snell enters the game for J. Terry,,35-35,,
7:16.0,,,35-38,3,T. Burke makes 3-pt shot from 29 ft (assist by B. Beal)
7:02.0,Shooting foul by A. Nicholson (drawn by G. Monroe),,35-38,,
7:02.0,G. Monroe makes free throw 1 of 2,1,36-38,,
7:02.0,,,36-38,,Violation by T. Burke (lane)
7:02.0,G. Monroe makes free throw 2 of 2,1,37-38,,
7:02.0,,,36-38,,M. Gortat enters the game for A. Nicholson
6:52.0,,,37-38,,M. Morris misses 3-pt shot from 23 ft
6:52.0,,,37-38,,Offensive rebound by Team
6:52.0,Loose ball foul by G. Monroe (drawn by M. Gortat),,37-38,,
6:52.0,J. Henson enters the game for G. Monroe,,37-38,,
6:28.0,,,37-38,,B. Beal misses 2-pt shot from 20 ft
6:27.0,,,37-38,,Offensive rebound by M. Morris
6:27.0,,,37-38,,Shooting foul by T. Snell (drawn by M. Morris)
6:27.0,,,37-38,,M. Morris misses free throw 1 of 2
6:27.0,,,37-38,,Offensive rebound by Team
6:27.0,,,37-39,1,M. Morris makes free throw 2 of 2
6:27.0,,,37-38,,J. Wall enters the game for T. Burke
6:09.0,G. Antetokounmpo misses 2-pt shot from 6 ft,,37-39,,
6:07.0,Offensive rebound by J. Henson,,37-39,,
6:06.0,J. Henson makes 2-pt shot from 1 ft,2,39-39,,
5:57.0,,,39-39,,Turnover by M. Gortat (traveling)
5:57.0,,,39-39,,Washington full timeout
5:40.0,Turnover by G. Antetokounmpo (traveling),,39-39,,
5:23.0,,,39-39,,J. Wall misses 2-pt shot from 1 ft
5:22.0,,,39-39,,Offensive rebound by M. Morris
5:20.0,,,39-39,,M. Morris misses 2-pt shot from 1 ft
5:20.0,,,39-39,,Offensive rebound by K. Oubre
5:18.0,,,39-41,2,K. Oubre makes 2-pt shot from 1 ft
5:10.0,Shooting foul by K. Oubre (drawn by J. Parker),,39-41,,
5:10.0,J. Parker misses free throw 1 of 2,,39-41,,
5:10.0,Offensive rebound by Team,,39-41,,
5:10.0,J. Parker makes free throw 2 of 2,1,40-41,,
4:58.0,,,40-41,,B. Beal misses 2-pt shot from 1 ft
4:57.0,Defensive rebound by T. Snell,,40-41,,
4:45.0,J. Parker misses 3-pt shot from 26 ft,,40-41,,
4:44.0,,,40-41,,Defensive rebound by M. Morris
4:44.0,Personal foul by J. Henson (drawn by M. Morris),,40-41,,
4:44.0,,,40-41,,M. Morris misses free throw 1 of 2
4:44.0,,,40-41,,Offensive rebound by Team
4:44.0,,,40-42,1,M. Morris makes free throw 2 of 2
4:32.0,G. Antetokounmpo misses 2-pt shot from 3 ft (block by M. Gortat),,40-42,,
4:31.0,Offensive rebound by J. Henson,,40-42,,
4:30.0,J. Henson makes 2-pt shot from 1 ft,2,42-42,,
4:22.0,,,42-42,,K. Oubre misses 3-pt shot from 25 ft
4:21.0,,,42-42,,Offensive rebound by M. Gortat
4:13.0,,,42-42,,Turnover by M. Gortat (bad pass)
4:03.0,G. Antetokounmpo makes 2-pt shot at rim (assist by M. Dellavedova),2,44-42,,
3:46.0,,,44-42,,O. Porter enters the game for K. Oubre
3:42.0,,,44-44,2,B. Beal makes 2-pt shot from 3 ft (assist by O. Porter)
3:23.0,J. Parker makes 2-pt shot from 2 ft (assist by M. Dellavedova),2,46-44,,
3:15.0,,,46-44,,Turnover by B. Beal (bad pass)
2:55.0,Turnover by J. Parker (lost ball; steal by O. Porter),,46-44,,
2:51.0,,,46-44,,Shooting foul by M. Dellavedova (drawn by J. Wall)
2:51.0,Milwaukee full timeout,,46-44,,
2:51.0,,,46-45,1,J. Wall makes free throw 1 of 2
2:51.0,,,46-46,1,J. Wall makes free throw 2 of 2
2:51.0,M. Brogdon enters the game for T. Snell,,46-44,,
2:37.0,G. Antetokounmpo misses 2-pt shot from 7 ft,,46-46,,
2:34.0,,,46-46,,Defensive rebound by M. Morris
2:26.0,,,46-48,2,M. Gortat makes 2-pt shot from 4 ft (assist by J. Wall)
2:05.0,J. Henson misses 2-pt shot from 4 ft,,46-48,,
2:04.0,Offensive rebound by G. Antetokounmpo,,46-48,,
2:03.0,G. Antetokounmpo makes 2-pt shot at rim,2,48-48,,
1:46.0,Personal foul by M. Brogdon (drawn by B. Beal),,48-48,,
1:46.0,,,48-49,1,B. Beal makes free throw 1 of 2
1:46.0,,,48-50,1,B. Beal makes free throw 2 of 2
1:27.0,J. Henson makes 2-pt shot from 4 ft (assist by G. Antetokounmpo),2,50-50,,
1:06.0,,,50-50,,M. Morris misses 2-pt shot from 11 ft
1:06.0,Defensive rebound by G. Antetokounmpo,,50-50,,
1:03.0,,,50-50,,Personal foul by M. Gortat (drawn by G. Antetokounmpo)
1:03.0,G. Antetokounmpo makes free throw 1 of 2,1,51-50,,
1:03.0,G. Antetokounmpo makes free throw 2 of 2,1,52-50,,
0:42.0,,,52-50,,M. Morris misses 2-pt shot from 2 ft (block by J. Henson)
0:41.0,,,52-50,,Offensive rebound by M. Gortat
0:35.0,,,52-52,2,J. Wall makes 2-pt shot from 1 ft
0:21.0,J. Henson misses 2-pt shot from 1 ft (block by O. Porter),,52-52,,
0:21.0,Offensive rebound by Team,,52-52,,
0:21.0,Technical foul by J. Henson,,52-52,,
0:21.0,,,52-52,,B. Beal misses technical free throw
0:21.0,Offensive rebound by Team,,52-52,,
0:21.0,,,52-52,,Violation by Team (delay of game)
0:21.0,,,52-52,,J. Smith enters the game for M. Gortat
0:17.0,Shooting foul by O. Porter (drawn by G. Antetokounmpo),,52-52,,
0:17.0,G. Antetokounmpo misses free throw 1 of 2,,52-52,,
0:17.0,Offensive rebound by Team,,52-52,,
0:17.0,G. Antetokounmpo misses free throw 2 of 2,,52-52,,
0:16.0,,,52-52,,Defensive rebound by M. Morris
0:01.0,,,52-52,,J. Wall misses 2-pt shot from 20 ft
0:00.0,,,52-52,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,J. Parker misses 2-pt shot from 17 ft,,52-52,,
11:47.0,,,52-52,,Defensive rebound by M. Gortat
11:31.0,,,52-52,,O. Porter misses 2-pt shot from 19 ft
11:30.0,Defensive rebound by M. Dellavedova,,52-52,,
11:06.0,G. Antetokounmpo makes 2-pt shot from 1 ft,2,54-52,,
10:47.0,,,54-54,2,M. Morris makes 2-pt shot from 10 ft (assist by B. Beal)
10:34.0,G. Antetokounmpo makes 2-pt shot at rim,2,56-54,,
10:18.0,,,56-54,,O. Porter misses 3-pt shot from 24 ft
10:17.0,Defensive rebound by T. Snell,,56-54,,
9:55.0,J. Henson makes 2-pt shot from 6 ft (assist by G. Antetokounmpo),2,58-54,,
9:38.0,,,58-54,,Turnover by M. Morris (bad pass)
9:13.0,Turnover by M. Dellavedova (bad pass; steal by O. Porter),,58-54,,
9:12.0,Personal foul by G. Antetokounmpo (drawn by O. Porter),,58-54,,
9:02.0,Violation by J. Henson (kicked ball),,58-54,,
8:51.0,,,58-54,,M. Morris misses 2-pt shot from 16 ft
8:50.0,Defensive rebound by G. Antetokounmpo,,58-54,,
8:43.0,G. Antetokounmpo makes 2-pt shot at rim,2,60-54,,
8:16.0,,,60-54,,Turnover by Team (shot clock)
8:09.0,Turnover by G. Antetokounmpo (traveling),,60-54,,
7:57.0,,,60-54,,J. Wall misses 2-pt shot from 6 ft
7:56.0,Defensive rebound by G. Antetokounmpo,,60-54,,
7:42.0,Turnover by J. Henson (lost ball),,60-54,,
7:27.0,,,60-54,,B. Beal misses 3-pt shot from 27 ft
7:26.0,Defensive rebound by T. Snell,,60-54,,
7:18.0,T. Snell makes 2-pt shot from 1 ft,2,62-54,,
7:18.0,,,62-54,,Washington full timeout
7:09.0,,,62-56,2,M. Gortat makes 2-pt shot at rim (assist by B. Beal)
6:55.0,J. Parker misses 3-pt shot from 25 ft,,62-56,,
6:54.0,,,62-56,,Defensive rebound by M. Gortat
6:43.0,,,62-56,,Shooting foul by J. Parker (drawn by M. Morris)
6:43.0,,,62-57,1,M. Morris makes free throw 1 of 2
6:43.0,,,62-58,1,M. Morris makes free throw 2 of 2
6:43.0,M. Teletovic enters the game for J. Parker,,62-57,,
6:31.0,M. Dellavedova misses 2-pt shot from 7 ft,,62-58,,
6:29.0,Offensive rebound by Team,,62-58,,
6:25.0,Turnover by G. Antetokounmpo (bad pass; steal by J. Wall),,62-58,,
6:17.0,,,62-60,2,M. Morris makes 2-pt shot from 18 ft (assist by J. Wall)
6:02.0,,,62-60,,Personal foul by J. Wall (drawn by G. Antetokounmpo)
5:54.0,M. Teletovic misses 2-pt shot from 7 ft,,62-60,,
5:54.0,,,62-60,,Defensive rebound by Team
5:54.0,Loose ball foul by J. Henson (drawn by M. Gortat),,62-60,,
5:43.0,,,62-63,3,O. Porter makes 3-pt shot from 23 ft (assist by J. Wall)
5:30.0,M. Teletovic misses 2-pt shot from 1 ft (block by M. Morris),,62-63,,
5:30.0,,,62-63,,Defensive rebound by Team
5:14.0,,,62-63,,Shooting foul by M. Dellavedova (drawn by J. Wall)
5:14.0,,,62-64,1,J. Wall makes free throw 1 of 2
5:14.0,,,62-65,1,J. Wall makes free throw 2 of 2
5:01.0,M. Dellavedova makes 3-pt shot from 27 ft,3,65-65,,
4:39.0,,,65-65,,O. Porter misses 2-pt shot from 17 ft
4:38.0,Defensive rebound by M. Teletovic,,65-65,,
4:22.0,,,65-65,,Personal foul by M. Morris (drawn by G. Antetokounmpo)
4:22.0,,,65-65,,K. Oubre enters the game for O. Porter
4:22.0,G. Monroe enters the game for J. Henson,,65-65,,
4:13.0,Turnover by G. Antetokounmpo (lost ball; steal by J. Wall),,65-65,,
4:07.0,,,65-67,2,J. Wall makes 2-pt shot from 1 ft
3:51.0,T. Snell misses 3-pt shot from 24 ft,,65-67,,
3:50.0,,,65-67,,Defensive rebound by M. Morris
3:35.0,,,65-70,3,J. Wall makes 3-pt shot from 23 ft (assist by M. Gortat)
3:35.0,Milwaukee full timeout,,65-70,,
3:35.0,M. Brogdon enters the game for M. Dellavedova,,65-70,,
3:17.0,G. Antetokounmpo misses 3-pt shot from 26 ft,,65-70,,
3:16.0,,,65-70,,Defensive rebound by M. Morris
2:59.0,,,65-70,,B. Beal misses 3-pt shot from 26 ft
2:58.0,Defensive rebound by G. Antetokounmpo,,65-70,,
2:50.0,M. Brogdon makes 3-pt shot from 23 ft (assist by G. Antetokounmpo),3,68-70,,
2:24.0,,,68-70,,K. Oubre misses 2-pt shot from 1 ft
2:23.0,Defensive rebound by G. Monroe,,68-70,,
2:17.0,M. Teletovic makes 3-pt shot from 30 ft (assist by G. Antetokounmpo),3,71-70,,
1:53.0,,,71-73,3,B. Beal makes 3-pt shot from 26 ft
1:40.0,M. Teletovic misses 2-pt shot from 20 ft,,71-73,,
1:39.0,,,71-73,,Defensive rebound by M. Gortat
1:30.0,,,71-73,,Shooting foul by G. Antetokounmpo (drawn by M. Gortat)
1:30.0,,,71-74,1,M. Gortat makes free throw 1 of 2
1:30.0,,,71-74,,M. Gortat misses free throw 2 of 2
1:30.0,,,71-74,,M. Thornton enters the game for B. Beal
1:30.0,J. Terry enters the game for T. Snell,,71-74,,
1:29.0,Defensive rebound by G. Antetokounmpo,,71-74,,
1:15.0,M. Brogdon makes 3-pt shot from 28 ft (assist by G. Monroe),3,74-74,,
0:49.0,,,74-74,,J. Wall misses 3-pt shot from 33 ft
0:47.0,Defensive rebound by G. Antetokounmpo,,74-74,,
0:42.0,M. Brogdon misses 2-pt shot from 19 ft,,74-74,,
0:40.0,Offensive rebound by G. Antetokounmpo,,74-74,,
0:29.0,G. Antetokounmpo makes 3-pt shot from 27 ft,3,77-74,,
0:08.0,,,77-77,3,K. Oubre makes 3-pt shot from 29 ft (assist by J. Wall)
0:02.0,G. Antetokounmpo misses 2-pt shot from 12 ft (block by J. Wall),,77-77,,
0:01.0,,,77-77,,Defensive rebound by M. Gortat
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,77-77,,M. Thornton misses 2-pt shot from 5 ft
11:46.0,,,77-77,,Offensive rebound by M. Thornton
11:44.0,,,77-79,2,M. Thornton makes 2-pt shot from 2 ft
11:30.0,M. Teletovic makes 2-pt shot from 10 ft (assist by G. Monroe),2,79-79,,
11:12.0,,,79-79,,T. Burke misses 2-pt shot from 20 ft
11:11.0,Defensive rebound by G. Monroe,,79-79,,
10:49.0,Shooting foul by K. Oubre (drawn by M. Teletovic),,79-79,,
10:49.0,M. Teletovic makes free throw 1 of 2,1,80-79,,
10:49.0,M. Teletovic makes free throw 2 of 2,1,81-79,,
10:42.0,Violation by G. Monroe (kicked ball),,81-79,,
10:33.0,,,81-79,,Offensive foul by J. Smith
10:33.0,,,81-79,,Turnover by J. Smith (offensive foul)
10:26.0,,,81-79,,Personal foul by K. Oubre (drawn by G. Antetokounmpo)
10:20.0,Turnover by G. Antetokounmpo (dbl dribble),,81-79,,
10:10.0,,,81-81,2,J. Smith makes 2-pt shot from 20 ft (assist by M. Morris)
9:55.0,M. Teletovic makes 3-pt shot from 31 ft (assist by J. Terry),3,84-81,,
9:42.0,,,84-83,2,J. Smith makes 2-pt shot from 22 ft (assist by M. Thornton)
9:25.0,M. Teletovic makes 2-pt shot from 21 ft (assist by G. Antetokounmpo),2,86-83,,
9:24.0,,,86-83,,Washington full timeout
9:24.0,,,86-83,,O. Porter enters the game for M. Morris
9:08.0,,,86-83,,T. Burke misses 3-pt shot from 26 ft
9:07.0,Defensive rebound by G. Antetokounmpo,,86-83,,
8:51.0,M. Brogdon makes 3-pt shot from 28 ft (assist by G. Monroe),3,89-83,,
8:39.0,,,89-86,3,O. Porter makes 3-pt shot from 26 ft (assist by T. Burke)
8:16.0,G. Antetokounmpo makes 2-pt shot from 1 ft,2,91-86,,
8:16.0,Shooting foul by J. Smith (drawn by G. Antetokounmpo),,91-86,,
8:16.0,G. Antetokounmpo makes free throw 1 of 1,1,92-86,,
8:16.0,T. Snell enters the game for J. Terry,,91-86,,
8:16.0,,,91-86,,J. Wall enters the game for M. Thornton
8:16.0,,,91-86,,B. Beal enters the game for T. Burke
8:16.0,,,91-86,,M. Gortat enters the game for J. Smith
8:01.0,,,92-88,2,K. Oubre makes 2-pt shot from 12 ft (assist by M. Gortat)
7:47.0,Offensive foul by G. Monroe,,92-88,,
7:47.0,Turnover by G. Monroe (offensive foul),,92-88,,
7:35.0,,,92-88,,O. Porter misses 3-pt shot from 24 ft
7:35.0,Defensive rebound by G. Monroe,,92-88,,
7:14.0,G. Antetokounmpo makes 2-pt shot from 8 ft,2,94-88,,
6:54.0,,,94-88,,B. Beal misses 2-pt shot from 6 ft
6:53.0,Defensive rebound by G. Monroe,,94-88,,
6:34.0,Turnover by G. Monroe (lost ball; steal by K. Oubre),,94-88,,
6:29.0,,,94-90,2,J. Wall makes 2-pt shot from 1 ft (assist by K. Oubre)
6:02.0,G. Monroe makes 2-pt shot from 2 ft,2,96-90,,
5:57.0,Personal foul by M. Brogdon (drawn by J. Wall),,96-90,,
5:57.0,Official timeout,,96-90,,
5:47.0,,,96-92,2,O. Porter makes 2-pt shot from 19 ft (assist by B. Beal)
5:31.0,G. Monroe misses 2-pt shot from 7 ft,,96-92,,
5:30.0,,,96-92,,Defensive rebound by J. Wall
5:24.0,,,96-92,,Turnover by J. Wall (bad pass; steal by M. Brogdon)
5:21.0,Shooting foul by O. Porter (drawn by M. Teletovic),,96-92,,
5:21.0,M. Teletovic makes free throw 1 of 2,1,97-92,,
5:21.0,M. Teletovic makes free throw 2 of 2,1,98-92,,
5:05.0,,,98-95,3,K. Oubre makes 3-pt shot from 24 ft (assist by B. Beal)
4:54.0,M. Brogdon misses 2-pt shot from 14 ft,,98-95,,
4:52.0,,,98-95,,Defensive rebound by J. Wall
4:48.0,,,98-95,,Turnover by J. Wall (bad pass)
4:28.0,Shooting foul by J. Wall (drawn by G. Antetokounmpo),,98-95,,
4:28.0,G. Antetokounmpo makes free throw 1 of 2,1,99-95,,
4:28.0,G. Antetokounmpo makes free throw 2 of 2,1,100-95,,
4:28.0,M. Dellavedova enters the game for M. Brogdon,,99-95,,
4:15.0,,,100-97,2,J. Wall makes 2-pt shot from 3 ft
3:55.0,G. Antetokounmpo misses 2-pt shot from 18 ft,,100-97,,
3:54.0,,,100-97,,Defensive rebound by J. Wall
3:47.0,,,100-97,,J. Wall misses 2-pt shot at rim (block by M. Teletovic)
3:45.0,,,100-97,,Offensive rebound by Team
3:43.0,,,100-99,2,M. Gortat makes 2-pt shot from 9 ft (assist by B. Beal)
3:22.0,T. Snell misses 3-pt shot from 26 ft,,100-99,,
3:20.0,,,100-99,,Defensive rebound by J. Wall
3:03.0,,,100-101,2,J. Wall makes 2-pt shot from 3 ft
3:03.0,Milwaukee full timeout,,100-101,,
3:03.0,J. Henson enters the game for M. Teletovic,,100-101,,
3:03.0,J. Parker enters the game for G. Monroe,,100-101,,
2:48.0,Turnover by T. Snell (bad pass; steal by K. Oubre),,100-101,,
2:43.0,,,100-103,2,K. Oubre makes 2-pt shot at rim
2:20.0,M. Dellavedova misses 2-pt shot from 8 ft,,100-103,,
2:19.0,Offensive rebound by M. Dellavedova,,100-103,,
2:08.0,T. Snell misses 3-pt shot from 27 ft,,100-103,,
2:07.0,,,100-103,,Defensive rebound by K. Oubre
1:47.0,,,100-105,2,B. Beal makes 2-pt shot from 1 ft (assist by J. Wall)
1:31.0,M. Dellavedova misses 2-pt shot from 8 ft,,100-105,,
1:30.0,,,100-105,,Defensive rebound by M. Gortat
1:05.0,,,100-105,,J. Wall misses 2-pt shot from 22 ft
1:04.0,Defensive rebound by J. Parker,,100-105,,
