time,Denver,pts.away,score,pts.home,Dallas
4:16.0,,,10-17,3,S. Curry makes 3-pt shot from 24 ft (assist by D. Powell)
4:00.0,Shooting foul by S. Curry (drawn by E. Mudiay),,10-17,,
4:00.0,E. Mudiay misses free throw 1 of 2,,10-17,,
4:00.0,Offensive rebound by Team,,10-17,,
4:00.0,E. Mudiay makes free throw 2 of 2,1,11-17,,
3:46.0,,,11-17,,Turnover by D. Harris (bad pass; steal by E. Mudiay)
3:40.0,E. Mudiay makes 2-pt shot at rim,2,13-17,,
3:39.0,,,13-17,,Dallas full timeout
3:39.0,J. Nelson enters the game for W. Barton,,13-17,,
3:39.0,J. Murray enters the game for E. Mudiay,,13-17,,
3:24.0,,,13-19,2,D. Finney-Smith makes 2-pt shot at rim (assist by D. Harris)
3:14.0,Turnover by J. Murray (lost ball; steal by W. Matthews),,13-19,,
3:10.0,,,13-21,2,W. Matthews makes 2-pt shot from 1 ft
2:49.0,,,13-21,,Personal block foul by S. Curry (drawn by J. Nelson)
2:49.0,,,13-21,,D. Williams enters the game for S. Curry
2:38.0,N. Jokic makes 2-pt shot from 1 ft (assist by J. Nelson),2,15-21,,
2:25.0,,,15-21,,D. Powell misses 2-pt shot from 1 ft
2:24.0,Defensive rebound by N. Jokic,,15-21,,
2:15.0,W. Chandler makes 2-pt shot from 3 ft,2,17-21,,
1:56.0,,,17-23,2,W. Matthews makes 2-pt shot from 15 ft (assist by D. Williams)
1:30.0,J. Murray makes 2-pt shot from 1 ft,2,19-23,,
1:10.0,,,19-23,,Turnover by D. Finney-Smith (bad pass)
1:10.0,,,19-23,,J. Anderson enters the game for W. Matthews
1:10.0,J. Hernangomez enters the game for D. Gallinari,,19-23,,
1:10.0,,,19-23,,H. Barnes enters the game for D. Finney-Smith
0:57.0,W. Chandler misses 2-pt shot from 14 ft,,19-23,,
0:55.0,,,19-23,,Defensive rebound by J. Anderson
0:35.0,,,19-25,2,D. Williams makes 2-pt shot from 18 ft
0:27.0,J. Nelson misses 2-pt shot from 13 ft,,19-25,,
0:26.0,,,19-25,,Defensive rebound by J. Anderson
0:09.0,Personal take foul by J. Nelson (drawn by D. Williams),,19-25,,
0:00.0,,,19-27,2,D. Williams makes 2-pt shot from 19 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:54.0,Personal foul by W. Chandler (drawn by J. Anderson),,19-27,,
11:50.0,,,19-29,2,D. Powell makes 2-pt shot at rim (assist by D. Williams)
11:27.0,J. Nelson misses 3-pt shot from 25 ft,,19-29,,
11:26.0,,,19-29,,Defensive rebound by J. Anderson
11:17.0,,,19-29,,Shooting foul by J. Nelson (drawn by D. Williams)
11:17.0,,,19-30,1,D. Williams makes free throw 1 of 2
11:17.0,,,19-31,1,D. Williams makes free throw 2 of 2
11:00.0,J. Murray makes 2-pt shot from 2 ft (assist by N. Jokic),2,21-31,,
11:00.0,Shooting foul by S. Curry (drawn by J. Murray),,21-31,,
11:00.0,J. Murray misses free throw 1 of 1,,21-31,,
11:00.0,,,21-31,,D. Harris enters the game for S. Curry
10:58.0,Offensive rebound by J. Murray,,21-31,,
10:46.0,J. Murray misses 2-pt shot from 23 ft,,21-31,,
10:44.0,,,21-31,,Defensive rebound by H. Barnes
10:34.0,,,21-33,2,J. Anderson makes 2-pt shot from 11 ft
10:34.0,Shooting block foul by J. Hernangomez (drawn by J. Anderson),,21-33,,
10:34.0,,,21-34,1,J. Anderson makes free throw 1 of 1
10:19.0,,,21-34,,Personal foul by D. Williams (drawn by J. Murray)
10:12.0,J. Hernangomez misses 3-pt shot from 25 ft,,21-34,,
10:11.0,,,21-34,,Defensive rebound by D. Williams
10:02.0,,,21-34,,J. Anderson misses 3-pt shot from 25 ft
10:02.0,Defensive rebound by J. Murray,,21-34,,
9:50.0,Shooting foul by J. Anderson,,21-34,,
9:50.0,J. Hernangomez makes free throw 1 of 2,1,22-34,,
9:50.0,J. Hernangomez makes free throw 2 of 2,1,23-34,,
9:38.0,,,23-36,2,J. Anderson makes 2-pt shot from 10 ft
9:25.0,J. Murray makes 3-pt shot from 23 ft (assist by J. Nelson),3,26-36,,
9:06.0,,,26-36,,D. Williams misses 2-pt shot from 23 ft
9:05.0,Defensive rebound by N. Jokic,,26-36,,
8:44.0,Offensive foul by J. Nelson,,26-36,,
8:44.0,Turnover by J. Nelson (offensive foul),,26-36,,
8:44.0,Official timeout,,26-36,,
8:44.0,,,26-36,,S. Mejri enters the game for D. Powell
8:44.0,W. Barton enters the game for J. Nelson,,26-36,,
8:44.0,E. Mudiay enters the game for J. Hernangomez,,26-36,,
8:31.0,,,26-38,2,H. Barnes makes 2-pt shot from 4 ft (assist by S. Mejri)
8:20.0,Turnover by E. Mudiay (lost ball; steal by D. Williams),,26-38,,
8:16.0,,,26-40,2,D. Williams makes 2-pt shot from 1 ft
7:57.0,E. Mudiay makes 2-pt shot from 1 ft (assist by N. Jokic),2,28-40,,
7:45.0,Personal foul by N. Jokic (drawn by D. Harris),,28-40,,
7:45.0,D. Gallinari enters the game for W. Chandler,,28-40,,
7:33.0,,,28-42,2,D. Williams makes 2-pt shot from 19 ft (assist by J. Anderson)
7:23.0,E. Mudiay makes 2-pt shot from 1 ft (assist by N. Jokic),2,30-42,,
7:09.0,J. Nurkic enters the game for N. Jokic,,30-42,,
7:00.0,,,30-42,,H. Barnes misses 2-pt shot from 17 ft
6:59.0,Defensive rebound by J. Murray,,30-42,,
6:51.0,W. Barton makes 2-pt shot from 8 ft,2,32-42,,
6:44.0,,,32-42,,Dallas full timeout
6:44.0,,,32-42,,S. Curry enters the game for D. Williams
6:44.0,,,32-42,,W. Matthews enters the game for D. Harris
6:31.0,,,32-44,2,J. Anderson makes 2-pt shot from 1 ft
6:14.0,J. Nurkic makes 2-pt shot from 1 ft (assist by J. Murray),2,34-44,,
5:58.0,,,34-44,,S. Curry misses 3-pt shot from 25 ft
5:57.0,,,34-44,,Offensive rebound by H. Barnes
5:35.0,,,34-46,2,H. Barnes makes 2-pt shot at rim
5:34.0,Denver full timeout,,34-46,,
5:34.0,,,34-46,,D. Finney-Smith enters the game for H. Barnes
5:18.0,J. Nurkic misses 2-pt shot from 6 ft (block by J. Anderson),,34-46,,
5:18.0,Offensive rebound by Team,,34-46,,
5:15.0,D. Gallinari misses 2-pt shot from 22 ft,,34-46,,
5:14.0,Offensive rebound by J. Nurkic,,34-46,,
5:09.0,D. Gallinari misses 3-pt shot from 25 ft,,34-46,,
5:08.0,,,34-46,,Defensive rebound by W. Matthews
4:51.0,,,34-48,2,S. Mejri makes 2-pt shot at rim (assist by J. Anderson)
4:39.0,W. Barton makes 3-pt shot from 24 ft (assist by J. Nurkic),3,37-48,,
4:17.0,,,37-48,,J. Anderson misses 3-pt shot from 26 ft
4:16.0,Defensive rebound by J. Nurkic,,37-48,,
4:08.0,Turnover by W. Barton (bad pass; steal by S. Curry),,37-48,,
4:04.0,,,37-50,2,J. Anderson makes 2-pt shot from 2 ft (assist by S. Curry)
4:03.0,Denver full timeout,,37-50,,
4:03.0,,,37-50,,D. Williams enters the game for S. Curry
4:03.0,,,37-50,,H. Barnes enters the game for J. Anderson
4:03.0,W. Chandler enters the game for J. Murray,,37-50,,
3:44.0,Shooting foul by D. Williams (drawn by E. Mudiay),,37-50,,
3:44.0,E. Mudiay makes free throw 1 of 2,1,38-50,,
3:44.0,E. Mudiay misses free throw 2 of 2,,38-50,,
3:44.0,,,38-50,,D. Powell enters the game for S. Mejri
3:43.0,,,38-50,,Defensive rebound by W. Matthews
3:29.0,,,38-50,,D. Williams misses 3-pt shot from 24 ft
3:28.0,Defensive rebound by J. Nurkic,,38-50,,
3:17.0,D. Gallinari makes 3-pt shot from 23 ft (assist by E. Mudiay),3,41-50,,
2:50.0,,,41-52,2,W. Matthews makes 2-pt shot from 10 ft
2:36.0,E. Mudiay misses 3-pt shot from 24 ft,,41-52,,
2:35.0,,,41-52,,Defensive rebound by D. Finney-Smith
2:13.0,,,41-55,3,D. Finney-Smith makes 3-pt shot from 24 ft (assist by D. Williams)
1:57.0,W. Barton misses 2-pt shot from 17 ft,,41-55,,
1:56.0,,,41-55,,Defensive rebound by D. Finney-Smith
1:47.0,,,41-57,2,D. Powell makes 2-pt shot from 3 ft (assist by D. Williams)
1:34.0,W. Barton misses 2-pt shot from 2 ft,,41-57,,
1:33.0,Offensive rebound by J. Nurkic,,41-57,,
1:29.0,W. Barton misses 2-pt shot from 2 ft (block by D. Finney-Smith),,41-57,,
1:27.0,Offensive rebound by W. Barton,,41-57,,
1:25.0,Turnover by W. Barton (bad pass; steal by D. Williams),,41-57,,
1:18.0,,,41-60,3,W. Matthews makes 3-pt shot from 23 ft (assist by D. Finney-Smith)
1:18.0,Denver full timeout,,41-60,,
1:06.0,Turnover by E. Mudiay (lost ball),,41-60,,
0:55.0,,,41-60,,D. Finney-Smith misses 3-pt shot from 22 ft
0:54.0,,,41-60,,Offensive rebound by D. Powell
0:53.0,,,41-62,2,D. Powell makes 2-pt shot at rim
0:40.0,Turnover by J. Nurkic (bad pass; steal by H. Barnes),,41-62,,
0:31.0,,,41-65,3,W. Matthews makes 3-pt shot from 24 ft (assist by D. Williams)
0:22.0,Shooting foul by D. Finney-Smith (drawn by D. Gallinari),,41-65,,
0:22.0,D. Gallinari makes free throw 1 of 2,1,42-65,,
0:22.0,D. Gallinari makes free throw 2 of 2,1,43-65,,
0:22.0,A. Gee enters the game for J. Nurkic,,42-65,,
0:02.0,,,43-65,,D. Williams misses 2-pt shot from 1 ft
0:01.0,Defensive rebound by D. Gallinari,,43-65,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,43-65,,D. Williams misses 2-pt shot from 20 ft
11:47.0,Defensive rebound by D. Gallinari,,43-65,,
11:28.0,E. Mudiay makes 3-pt shot from 24 ft (assist by W. Barton),3,46-65,,
11:11.0,,,46-67,2,H. Barnes makes 2-pt shot from 13 ft
10:57.0,Offensive charge foul by J. Nurkic,,46-67,,
10:57.0,Turnover by J. Nurkic (offensive foul),,46-67,,
10:37.0,,,46-67,,Turnover by H. Barnes (bad pass; steal by J. Nurkic)
10:31.0,J. Nurkic misses 2-pt shot from 1 ft (block by S. Mejri),,46-67,,
10:30.0,,,46-67,,Defensive rebound by D. Finney-Smith
10:17.0,,,46-70,3,W. Matthews makes 3-pt shot from 24 ft (assist by D. Williams)
10:00.0,E. Mudiay makes 3-pt shot from 25 ft (assist by J. Nurkic),3,49-70,,
9:44.0,,,49-70,,D. Williams misses 2-pt shot from 6 ft
9:43.0,Defensive rebound by W. Chandler,,49-70,,
9:31.0,,,49-70,,Personal block foul by S. Mejri (drawn by E. Mudiay)
9:18.0,E. Mudiay misses 2-pt shot from 7 ft,,49-70,,
9:17.0,,,49-70,,Defensive rebound by S. Mejri
9:01.0,,,49-70,,W. Matthews misses 2-pt shot from 16 ft
9:00.0,,,49-70,,Offensive rebound by S. Mejri
8:46.0,,,49-70,,H. Barnes misses 2-pt shot from 6 ft
8:45.0,Defensive rebound by E. Mudiay,,49-70,,
8:42.0,Turnover by E. Mudiay (bad pass),,49-70,,
8:27.0,,,49-70,,Shooting foul by W. Chandler (drawn by H. Barnes)
8:27.0,,,49-71,1,H. Barnes makes free throw 1 of 2
8:27.0,,,49-72,1,H. Barnes makes free throw 2 of 2
8:08.0,Turnover by E. Mudiay (bad pass),,49-72,,
7:47.0,,,49-72,,D. Williams misses 3-pt shot from 25 ft
7:46.0,Defensive rebound by E. Mudiay,,49-72,,
7:37.0,W. Barton misses 2-pt shot from 8 ft,,49-72,,
7:36.0,Offensive rebound by Team,,49-72,,
7:36.0,K. Faried enters the game for J. Nurkic,,49-72,,
7:22.0,D. Gallinari makes 3-pt shot from 24 ft (assist by W. Chandler),3,52-72,,
6:59.0,,,52-72,,H. Barnes misses 2-pt shot from 7 ft
6:58.0,Defensive rebound by D. Gallinari,,52-72,,
6:51.0,D. Gallinari misses 3-pt shot from 24 ft,,52-72,,
6:51.0,,,52-72,,Defensive rebound by S. Mejri
6:35.0,,,52-72,,Shooting foul by W. Chandler (drawn by S. Mejri)
6:35.0,,,52-73,1,S. Mejri makes free throw 1 of 2
6:35.0,,,52-73,,S. Mejri misses free throw 2 of 2
6:34.0,Defensive rebound by D. Gallinari,,52-73,,
6:13.0,K. Faried makes 2-pt shot from 8 ft (assist by E. Mudiay),2,54-73,,
6:03.0,,,54-73,,Turnover by S. Mejri (bad pass; steal by W. Barton)
5:58.0,W. Barton misses 2-pt shot from 9 ft,,54-73,,
5:58.0,,,54-73,,Defensive rebound by W. Matthews
5:53.0,,,54-76,3,W. Matthews makes 3-pt shot from 25 ft
5:48.0,Denver full timeout,,54-76,,
5:48.0,,,54-76,,D. Harris enters the game for H. Barnes
5:48.0,,,54-76,,S. Curry enters the game for S. Mejri
5:48.0,,,54-76,,D. Powell enters the game for D. Williams
5:35.0,Turnover by W. Chandler (lost ball; steal by W. Matthews),,54-76,,
5:19.0,,,54-79,3,W. Matthews makes 3-pt shot from 26 ft (assist by S. Curry)
5:02.0,D. Gallinari misses 2-pt shot from 4 ft,,54-79,,
5:01.0,,,54-79,,Defensive rebound by D. Finney-Smith
4:49.0,,,54-82,3,D. Finney-Smith makes 3-pt shot from 24 ft (assist by S. Curry)
4:48.0,Denver full timeout,,54-82,,
4:48.0,N. Jokic enters the game for W. Barton,,54-82,,
4:48.0,J. Nelson enters the game for E. Mudiay,,54-82,,
4:48.0,J. Murray enters the game for W. Chandler,,54-82,,
4:30.0,K. Faried misses 2-pt shot from 10 ft,,54-82,,
4:28.0,Offensive rebound by N. Jokic,,54-82,,
4:28.0,N. Jokic makes 2-pt shot from 2 ft,2,56-82,,
4:09.0,,,56-82,,Turnover by S. Curry (bad pass; steal by J. Murray)
4:04.0,J. Murray misses 3-pt shot from 24 ft,,56-82,,
4:03.0,,,56-82,,Defensive rebound by D. Harris
3:46.0,,,56-82,,S. Curry misses 2-pt shot from 22 ft
3:45.0,Defensive rebound by N. Jokic,,56-82,,
3:35.0,Shooting foul by D. Finney-Smith (drawn by N. Jokic),,56-82,,
3:35.0,N. Jokic makes free throw 1 of 2,1,57-82,,
3:35.0,N. Jokic makes free throw 2 of 2,1,58-82,,
3:15.0,Personal foul by K. Faried (drawn by D. Finney-Smith),,58-82,,
3:07.0,,,58-85,3,D. Finney-Smith makes 3-pt shot from 24 ft (assist by S. Curry)
2:47.0,D. Gallinari misses 3-pt shot from 23 ft,,58-85,,
2:45.0,Offensive rebound by N. Jokic,,58-85,,
2:45.0,,,58-85,,Loose ball foul by D. Harris (drawn by N. Jokic)
2:36.0,J. Murray misses 2-pt shot from 16 ft,,58-85,,
2:35.0,Offensive rebound by N. Jokic,,58-85,,
2:35.0,N. Jokic makes 2-pt shot at rim,2,60-85,,
2:33.0,,,60-85,,Dallas full timeout
2:33.0,,,60-85,,J. Anderson enters the game for D. Finney-Smith
2:33.0,,,60-85,,D. Williams enters the game for W. Matthews
2:33.0,,,60-85,,H. Barnes enters the game for S. Curry
2:33.0,J. Hernangomez enters the game for D. Gallinari,,60-85,,
2:22.0,,,60-87,2,D. Powell makes 2-pt shot from 14 ft (assist by D. Williams)
2:00.0,J. Nelson misses 2-pt shot from 18 ft,,60-87,,
1:59.0,Offensive rebound by J. Murray,,60-87,,
1:41.0,N. Jokic makes 2-pt shot from 4 ft,2,62-87,,
1:28.0,,,62-87,,D. Williams misses 3-pt shot from 25 ft
1:27.0,,,62-87,,Offensive rebound by J. Anderson
1:12.0,,,62-87,,Turnover by D. Powell (lost ball)
0:53.0,J. Murray makes 2-pt shot from 7 ft,2,64-87,,
0:38.0,,,64-87,,Shooting foul by J. Hernangomez (drawn by H. Barnes)
0:38.0,,,64-88,1,H. Barnes makes free throw 1 of 2
0:38.0,,,64-89,1,H. Barnes makes free throw 2 of 2
0:23.0,J. Nelson misses 3-pt shot from 25 ft,,64-89,,
0:22.0,Offensive rebound by N. Jokic,,64-89,,
0:22.0,N. Jokic makes 2-pt shot from 1 ft,2,66-89,,
0:22.0,Shooting foul by D. Powell (drawn by N. Jokic),,66-89,,
0:22.0,N. Jokic makes free throw 1 of 1,1,67-89,,
0:01.0,,,67-92,3,D. Williams makes 3-pt shot from 22 ft (assist by H. Barnes)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,N. Jokic makes 2-pt shot from 6 ft (assist by J. Murray),2,69-92,,
11:23.0,,,69-92,,D. Williams misses 3-pt shot from 25 ft
11:23.0,Defensive rebound by Team,,69-92,,
11:08.0,J. Murray makes 2-pt shot from 2 ft (assist by N. Jokic),2,71-92,,
10:44.0,,,71-94,2,S. Curry makes 2-pt shot from 18 ft (assist by D. Williams)
10:21.0,J. Nelson makes 2-pt shot from 23 ft,2,73-94,,
9:56.0,,,73-96,2,H. Barnes makes 2-pt shot from 17 ft
9:33.0,W. Barton misses 2-pt shot from 14 ft,,73-96,,
9:32.0,,,73-96,,Defensive rebound by J. Anderson
9:10.0,Personal foul by J. Hernangomez,,73-96,,
9:10.0,,,73-96,,W. Matthews enters the game for D. Williams
8:56.0,,,73-96,,Turnover by Team (shot clock)
8:56.0,Official timeout,,73-96,,
8:43.0,J. Nelson misses 2-pt shot from 1 ft,,73-96,,
8:42.0,Offensive rebound by N. Jokic,,73-96,,
8:42.0,N. Jokic misses 2-pt shot from 1 ft,,73-96,,
8:41.0,Offensive rebound by J. Nelson,,73-96,,
8:36.0,J. Nelson misses 3-pt shot from 24 ft,,73-96,,
8:35.0,Offensive rebound by N. Jokic,,73-96,,
8:31.0,J. Murray misses 3-pt shot from 24 ft,,73-96,,
8:31.0,Offensive rebound by J. Hernangomez,,73-96,,
8:29.0,J. Hernangomez makes 2-pt shot from 1 ft,2,75-96,,
8:13.0,Personal foul by J. Nelson (drawn by J. Anderson),,75-96,,
8:13.0,,,75-96,,S. Mejri enters the game for D. Powell
8:01.0,,,75-99,3,S. Curry makes 3-pt shot from 25 ft
7:51.0,,,75-99,,Violation by J. Anderson (def goaltending)
7:51.0,N. Jokic makes 2-pt shot from 4 ft (assist by J. Murray),2,77-99,,
7:27.0,,,77-99,,J. Anderson misses 2-pt shot from 8 ft
7:26.0,Defensive rebound by J. Murray,,77-99,,
7:21.0,,,77-99,,Violation by W. Matthews (kicked ball)
7:12.0,N. Jokic makes 2-pt shot from 22 ft,2,79-99,,
6:57.0,,,79-99,,W. Matthews misses 3-pt shot from 24 ft
6:56.0,Defensive rebound by J. Hernangomez,,79-99,,
6:42.0,J. Nelson misses 3-pt shot from 23 ft,,79-99,,
6:41.0,,,79-99,,Defensive rebound by W. Matthews
6:34.0,,,79-101,2,W. Matthews makes 2-pt shot from 15 ft
6:21.0,E. Mudiay enters the game for J. Nelson,,79-101,,
6:21.0,,,79-101,,D. Finney-Smith enters the game for H. Barnes
6:17.0,Shooting foul by S. Mejri (drawn by N. Jokic),,79-101,,
6:17.0,N. Jokic makes free throw 1 of 2,1,80-101,,
6:17.0,N. Jokic makes free throw 2 of 2,1,81-101,,
6:17.0,,,80-101,,D. Williams enters the game for S. Curry
6:00.0,,,81-101,,J. Anderson misses 3-pt shot from 25 ft
5:59.0,,,81-101,,Offensive rebound by S. Mejri
5:52.0,,,81-101,,Dallas full timeout
5:37.0,,,81-101,,W. Matthews misses 3-pt shot from 25 ft
5:36.0,,,81-101,,Offensive rebound by S. Mejri
5:36.0,,,81-103,2,S. Mejri makes 2-pt shot at rim
5:19.0,J. Murray misses 3-pt shot from 25 ft,,81-103,,
5:18.0,,,81-103,,Defensive rebound by S. Mejri
5:01.0,,,81-103,,Turnover by D. Williams (bad pass; steal by J. Hernangomez)
4:56.0,J. Murray misses 2-pt shot from 3 ft,,81-103,,
4:55.0,,,81-103,,Defensive rebound by D. Finney-Smith
4:31.0,,,81-105,2,D. Williams makes 2-pt shot from 12 ft
4:20.0,W. Barton misses 3-pt shot from 26 ft,,81-105,,
4:19.0,,,81-105,,Defensive rebound by J. Anderson
4:15.0,,,81-105,,Dallas full timeout
4:15.0,,,81-105,,S. Curry enters the game for D. Williams
4:00.0,,,81-107,2,S. Curry makes 2-pt shot from 8 ft
3:45.0,Turnover by N. Jokic (bad pass),,81-107,,
3:45.0,,,81-107,,N. Brussino enters the game for W. Matthews
3:29.0,,,81-109,2,J. Anderson makes 2-pt shot at rim (assist by D. Finney-Smith)
3:29.0,Denver full timeout,,81-109,,
3:29.0,,,81-109,,J. Gibson enters the game for S. Mejri
3:29.0,,,81-109,,A. Hammons enters the game for S. Curry
3:29.0,A. Gee enters the game for W. Barton,,81-109,,
3:13.0,J. Murray makes 2-pt shot from 1 ft (assist by E. Mudiay),2,83-109,,
2:46.0,,,83-109,,D. Finney-Smith misses 2-pt shot from 6 ft (block by J. Hernangomez)
2:45.0,,,83-109,,Offensive rebound by D. Finney-Smith
2:45.0,,,83-109,,D. Finney-Smith misses 2-pt shot from 2 ft (block by N. Jokic)
2:45.0,,,83-109,,Offensive rebound by Team
2:44.0,,,83-109,,Turnover by Team (shot clock)
2:31.0,J. Hernangomez misses 3-pt shot from 24 ft,,83-109,,
2:30.0,Offensive rebound by A. Gee,,83-109,,
2:15.0,N. Jokic misses 2-pt shot from 6 ft,,83-109,,
2:13.0,,,83-109,,Defensive rebound by D. Finney-Smith
2:02.0,,,83-109,,Turnover by J. Anderson (bad pass)
1:50.0,J. Murray misses 3-pt shot from 25 ft,,83-109,,
1:49.0,Offensive rebound by J. Hernangomez,,83-109,,
1:46.0,N. Jokic makes 2-pt shot at rim (assist by J. Hernangomez),2,85-109,,
1:25.0,,,85-109,,J. Anderson misses 3-pt shot from 25 ft
1:24.0,Defensive rebound by J. Murray,,85-109,,
1:10.0,J. Murray makes 2-pt shot from 3 ft,2,87-109,,
0:56.0,,,87-112,3,A. Hammons makes 3-pt shot from 24 ft (assist by J. Gibson)
0:50.0,Shooting foul by A. Hammons (drawn by N. Jokic),,87-112,,
0:50.0,N. Jokic makes free throw 1 of 2,1,88-112,,
0:50.0,N. Jokic makes free throw 2 of 2,1,89-112,,
0:30.0,,,89-112,,A. Hammons misses 2-pt shot from 23 ft
0:29.0,Defensive rebound by N. Jokic,,89-112,,
0:21.0,E. Mudiay makes 3-pt shot from 26 ft (assist by J. Murray),3,92-112,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
