time,Chicago,pts.away,score,pts.home,Golden State
7:39.0,Offensive rebound by Team,,6-11,,
7:39.0,T. Gibson makes free throw 2 of 2,1,7-11,,
7:21.0,,,7-11,,K. Durant misses 2-pt shot from 19 ft
7:20.0,Defensive rebound by J. Grant,,7-11,,
7:10.0,T. Gibson makes 2-pt shot from 6 ft (assist by M. Carter-Williams),2,9-11,,
7:09.0,,,9-11,,Turnover by K. Durant (inbound)
7:03.0,Turnover by T. Gibson (bad pass; steal by D. Green),,9-11,,
6:57.0,,,9-11,,S. Curry misses 2-pt shot from 7 ft (block by T. Gibson)
6:56.0,Defensive rebound by P. Zipser,,9-11,,
6:54.0,,,9-11,,Personal foul by J. McGee (drawn by J. Grant)
6:54.0,J. Grant makes free throw 1 of 2,1,10-11,,
6:54.0,J. Grant makes free throw 2 of 2,1,11-11,,
6:41.0,,,11-11,,K. Thompson misses 3-pt shot from 23 ft
6:40.0,Defensive rebound by T. Gibson,,11-11,,
6:29.0,Turnover by M. Carter-Williams (bad pass; steal by K. Durant),,11-11,,
6:28.0,Personal foul by J. Grant (drawn by K. Durant),,11-11,,
6:23.0,,,11-11,,Turnover by K. Thompson (bad pass; steal by R. Lopez)
6:19.0,Turnover by M. Carter-Williams (lost ball),,11-11,,
6:03.0,,,11-11,,K. Durant misses 2-pt shot from 17 ft
6:02.0,Defensive rebound by T. Gibson,,11-11,,
5:58.0,Turnover by T. Gibson (bad pass; steal by K. Durant),,11-11,,
5:52.0,,,11-13,2,K. Durant makes 2-pt shot from 2 ft
5:29.0,M. Carter-Williams misses 2-pt shot from 17 ft,,11-13,,
5:28.0,,,11-13,,Defensive rebound by K. Durant
5:15.0,,,11-15,2,J. McGee makes 2-pt shot at rim (assist by D. Green)
5:15.0,Chicago full timeout,,11-15,,
5:15.0,,,11-15,,A. Iguodala enters the game for D. Green
5:15.0,D. Valentine enters the game for M. Carter-Williams,,11-15,,
4:57.0,P. Zipser misses 3-pt shot from 27 ft,,11-15,,
4:56.0,,,11-15,,Defensive rebound by J. McGee
4:37.0,,,11-18,3,K. Thompson makes 3-pt shot from 26 ft (assist by K. Durant)
4:10.0,Turnover by Team (shot clock),,11-18,,
3:53.0,,,11-18,,K. Durant misses 2-pt shot from 15 ft
3:53.0,Defensive rebound by J. Grant,,11-18,,
3:45.0,J. Grant misses 3-pt shot from 26 ft,,11-18,,
3:44.0,,,11-18,,Defensive rebound by J. McGee
3:35.0,,,11-21,3,K. Thompson makes 3-pt shot from 23 ft (assist by K. Durant)
3:19.0,R. Lopez misses 2-pt shot from 14 ft,,11-21,,
3:18.0,,,11-21,,Defensive rebound by S. Curry
3:12.0,,,11-21,,S. Curry misses 3-pt shot from 30 ft
3:12.0,Defensive rebound by T. Gibson,,11-21,,
3:08.0,,,11-21,,Personal foul by J. McGee (drawn by R. Lopez)
3:08.0,,,11-21,,K. Looney enters the game for J. McGee
3:08.0,,,11-21,,I. Clark enters the game for K. Thompson
3:08.0,R. Rondo enters the game for T. Gibson,,11-21,,
3:08.0,N. Mirotic enters the game for J. Grant,,11-21,,
2:57.0,D. Valentine misses 2-pt shot from 20 ft,,11-21,,
2:57.0,Offensive rebound by R. Lopez,,11-21,,
2:50.0,R. Lopez misses 2-pt shot from 8 ft,,11-21,,
2:50.0,,,11-21,,Defensive rebound by K. Durant
2:43.0,,,11-23,2,K. Durant makes 2-pt shot from 1 ft
2:43.0,,,11-23,,Shooting foul by P. Zipser (drawn by K. Durant)
2:43.0,,,11-23,,Golden State full timeout
2:43.0,,,11-24,1,K. Durant makes free throw 1 of 1
2:33.0,Turnover by R. Rondo (bad pass; steal by K. Durant),,11-24,,
2:28.0,,,11-24,,Turnover by K. Durant (bad pass; steal by P. Zipser)
2:20.0,R. Rondo makes 2-pt shot from 17 ft,2,13-24,,
1:54.0,,,13-24,,Turnover by Team (shot clock)
1:54.0,,,13-24,,D. Green enters the game for K. Durant
1:54.0,D. McDermott enters the game for P. Zipser,,13-24,,
1:54.0,C. Felicio enters the game for R. Lopez,,13-24,,
1:40.0,D. Valentine misses 2-pt shot from 5 ft,,13-24,,
1:39.0,,,13-24,,Defensive rebound by D. Green
1:26.0,,,13-26,2,K. Looney makes 2-pt shot at rim (assist by S. Curry)
1:05.0,N. Mirotic misses 3-pt shot from 23 ft,,13-26,,
1:04.0,Offensive rebound by Team,,13-26,,
0:51.0,R. Rondo makes 2-pt shot from 18 ft,2,15-26,,
0:48.0,,,15-26,,Turnover by K. Looney (lost ball)
0:43.0,D. McDermott misses 2-pt shot from 20 ft,,15-26,,
0:43.0,,,15-26,,Defensive rebound by D. Green
0:33.0,,,15-28,2,S. Curry makes 2-pt shot from 22 ft
0:24.0,C. Felicio makes 2-pt shot at rim (assist by R. Rondo),2,17-28,,
0:07.0,Personal foul by R. Rondo (drawn by S. Curry),,17-28,,
0:02.0,,,17-28,,Shooting foul by R. Rondo (drawn by S. Curry)
0:02.0,,,17-29,1,S. Curry makes free throw 1 of 2
0:02.0,,,17-30,1,S. Curry makes free throw 2 of 2
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:34.0,R. Rondo misses 3-pt shot from 25 ft,,17-30,,
11:32.0,,,17-30,,Defensive rebound by K. Thompson
11:26.0,Personal foul by D. McDermott (drawn by A. Iguodala),,17-30,,
11:17.0,,,17-30,,Shooting foul by D. McDermott (drawn by K. Thompson)
11:17.0,,,17-31,1,A. Iguodala makes free throw 1 of 2
11:17.0,,,17-32,1,A. Iguodala makes free throw 2 of 2
10:54.0,D. McDermott misses 3-pt shot from 23 ft,,17-32,,
10:53.0,,,17-32,,Defensive rebound by A. Iguodala
10:42.0,,,17-32,,Offensive foul by J. McAdoo
10:42.0,,,17-32,,Turnover by J. McAdoo (offensive foul)
10:31.0,D. Valentine misses 3-pt shot from 27 ft,,17-32,,
10:31.0,,,17-32,,Defensive rebound by K. Thompson
10:14.0,,,17-32,,K. Thompson misses 2-pt shot from 14 ft (block by N. Mirotic)
10:12.0,Defensive rebound by N. Mirotic,,17-32,,
10:03.0,D. Valentine makes 2-pt shot from 1 ft (assist by R. Rondo),2,19-32,,
10:03.0,,,19-32,,Golden State full timeout
10:03.0,I. Canaan enters the game for D. Valentine,,19-32,,
9:48.0,,,19-32,,K. Thompson misses 2-pt shot from 19 ft
9:48.0,Defensive rebound by C. Felicio,,19-32,,
9:25.0,N. Mirotic makes 3-pt shot from 29 ft (assist by R. Rondo),3,22-32,,
9:15.0,,,22-32,,Turnover by K. Thompson (bad pass; steal by R. Rondo)
9:15.0,,,22-32,,Personal foul by K. Thompson (drawn by R. Rondo)
9:04.0,N. Mirotic misses 3-pt shot from 24 ft,,22-32,,
9:03.0,,,22-32,,Defensive rebound by K. Thompson
8:52.0,Personal foul by R. Rondo (drawn by D. Green),,22-32,,
8:52.0,,,22-32,,I. Clark enters the game for K. Thompson
8:42.0,,,22-32,,A. Iguodala misses 3-pt shot from 27 ft
8:41.0,Defensive rebound by R. Rondo,,22-32,,
8:16.0,I. Canaan makes 2-pt shot from 2 ft (assist by R. Rondo),2,24-32,,
7:57.0,Personal foul by D. McDermott (drawn by D. Green),,24-32,,
7:57.0,M. Carter-Williams enters the game for D. McDermott,,24-32,,
7:44.0,,,24-35,3,D. Green makes 3-pt shot from 27 ft (assist by I. Clark)
7:20.0,M. Carter-Williams misses 3-pt shot from 24 ft,,24-35,,
7:20.0,,,24-35,,Defensive rebound by D. Green
7:17.0,Personal foul by N. Mirotic (drawn by D. Green),,24-35,,
7:17.0,,,24-36,1,D. Green makes free throw 1 of 2
7:17.0,,,24-37,1,D. Green makes free throw 2 of 2
7:05.0,R. Rondo misses 2-pt shot from 18 ft,,24-37,,
7:03.0,Offensive rebound by C. Felicio,,24-37,,
7:03.0,C. Felicio makes 2-pt shot from 1 ft,2,26-37,,
6:52.0,,,26-40,3,D. Green makes 3-pt shot from 28 ft (assist by A. Iguodala)
6:52.0,Chicago full timeout,,26-40,,
6:52.0,,,26-40,,K. Durant enters the game for D. Green
6:52.0,,,26-40,,P. McCaw enters the game for A. Iguodala
6:52.0,T. Gibson enters the game for R. Rondo,,26-40,,
6:52.0,R. Lopez enters the game for N. Mirotic,,26-40,,
6:52.0,J. Grant enters the game for C. Felicio,,26-40,,
6:36.0,I. Canaan makes 2-pt shot from 2 ft,2,28-40,,
6:21.0,,,28-40,,J. McAdoo misses 2-pt shot from 3 ft
6:20.0,Defensive rebound by I. Canaan,,28-40,,
6:07.0,R. Lopez misses 2-pt shot from 8 ft,,28-40,,
6:06.0,Offensive rebound by T. Gibson,,28-40,,
6:02.0,T. Gibson makes 2-pt shot at rim,2,30-40,,
5:44.0,,,30-42,2,I. Clark makes 2-pt shot from 16 ft (assist by K. Durant)
5:20.0,T. Gibson makes 2-pt shot from 1 ft (assist by R. Lopez),2,32-42,,
5:07.0,,,32-44,2,K. Durant makes 2-pt shot from 9 ft
4:54.0,I. Canaan misses 2-pt shot from 16 ft (block by I. Clark),,32-44,,
4:54.0,,,32-44,,Defensive rebound by K. Durant
4:42.0,,,32-44,,P. McCaw misses 3-pt shot from 26 ft
4:42.0,Defensive rebound by M. Carter-Williams,,32-44,,
4:35.0,Turnover by J. Grant (traveling),,32-44,,
4:35.0,,,32-44,,S. Curry enters the game for I. Clark
4:35.0,,,32-44,,J. McGee enters the game for J. McAdoo
4:23.0,,,32-46,2,K. Durant makes 2-pt shot from 3 ft (assist by P. McCaw)
4:09.0,Turnover by M. Carter-Williams (bad pass; steal by S. Livingston),,32-46,,
3:54.0,,,32-46,,J. McGee misses 2-pt shot from 6 ft
3:53.0,,,32-46,,Offensive rebound by J. McGee
3:53.0,,,32-46,,J. McGee misses 2-pt shot from 1 ft
3:51.0,,,32-46,,Offensive rebound by J. McGee
3:51.0,,,32-46,,J. McGee misses 2-pt shot from 2 ft
3:50.0,Defensive rebound by R. Lopez,,32-46,,
3:37.0,Shooting foul by S. Livingston (drawn by J. Grant),,32-46,,
3:37.0,J. Grant makes free throw 1 of 3,1,33-46,,
3:37.0,J. Grant makes free throw 2 of 3,1,34-46,,
3:37.0,J. Grant makes free throw 3 of 3,1,35-46,,
3:37.0,R. Rondo enters the game for M. Carter-Williams,,34-46,,
3:21.0,,,35-46,,S. Curry misses 2-pt shot from 15 ft
3:21.0,Defensive rebound by Team,,35-46,,
2:54.0,R. Rondo makes 2-pt shot at rim (assist by J. Grant),2,37-46,,
2:34.0,,,37-48,2,S. Livingston makes 2-pt shot from 1 ft (assist by P. McCaw)
2:18.0,R. Lopez misses 2-pt shot from 9 ft,,37-48,,
2:16.0,Offensive rebound by T. Gibson,,37-48,,
2:16.0,T. Gibson misses 2-pt shot from 2 ft,,37-48,,
2:15.0,,,37-48,,Defensive rebound by K. Durant
2:12.0,,,37-48,,Shooting foul by R. Lopez (drawn by K. Durant)
2:12.0,Official timeout,,37-48,,
2:12.0,,,37-49,1,K. Durant makes free throw 1 of 2
2:12.0,,,37-50,1,K. Durant makes free throw 2 of 2
2:12.0,,,37-48,,D. Green enters the game for J. McGee
2:12.0,,,37-48,,A. Iguodala enters the game for S. Livingston
2:12.0,,,37-48,,K. Thompson enters the game for P. McCaw
1:46.0,R. Rondo misses 2-pt shot from 2 ft,,37-50,,
1:46.0,Offensive rebound by R. Lopez,,37-50,,
1:42.0,T. Gibson makes 2-pt shot at rim (assist by R. Lopez),2,39-50,,
1:20.0,,,39-50,,S. Curry misses 2-pt shot from 2 ft
1:19.0,Defensive rebound by T. Gibson,,39-50,,
0:58.0,J. Grant misses 3-pt shot from 30 ft,,39-50,,
0:58.0,,,39-50,,Defensive rebound by D. Green
0:45.0,,,39-53,3,K. Thompson makes 3-pt shot from 26 ft (assist by A. Iguodala)
0:35.0,R. Lopez makes 2-pt shot from 19 ft (assist by R. Rondo),2,41-53,,
0:27.0,,,41-53,,K. Durant misses 3-pt shot from 28 ft
0:27.0,,,41-53,,Offensive rebound by A. Iguodala
0:08.0,,,41-55,2,D. Green makes 2-pt shot at rim (assist by S. Curry)
0:08.0,Chicago full timeout,,41-55,,
0:08.0,D. McDermott enters the game for R. Lopez,,41-55,,
0:04.0,,,41-55,,Personal foul by S. Curry (drawn by R. Rondo)
0:01.0,R. Rondo misses 2-pt shot from 11 ft,,41-55,,
0:00.0,Offensive rebound by Team,,41-55,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,R. Lopez misses 2-pt shot from 10 ft,,41-55,,
11:46.0,Offensive rebound by R. Lopez,,41-55,,
11:43.0,R. Lopez misses 2-pt shot at rim (block by J. McGee),,41-55,,
11:41.0,,,41-55,,Defensive rebound by K. Durant
11:36.0,,,41-57,2,J. McGee makes 2-pt shot at rim (assist by K. Durant)
11:19.0,R. Lopez makes 2-pt shot from 20 ft (assist by D. Valentine),2,43-57,,
11:03.0,,,43-60,3,K. Thompson makes 3-pt shot from 24 ft (assist by S. Curry)
10:46.0,D. Valentine misses 3-pt shot from 26 ft,,43-60,,
10:46.0,,,43-60,,Defensive rebound by K. Durant
10:35.0,,,43-63,3,K. Thompson makes 3-pt shot from 23 ft (assist by S. Curry)
10:35.0,Chicago full timeout,,43-63,,
10:29.0,,,43-63,,Personal foul by S. Curry (drawn by J. Grant)
10:15.0,Shooting foul by S. Curry (drawn by M. Carter-Williams),,43-63,,
10:15.0,M. Carter-Williams makes free throw 1 of 2,1,44-63,,
10:15.0,M. Carter-Williams misses free throw 2 of 2,,44-63,,
10:14.0,Offensive rebound by R. Lopez,,44-63,,
10:14.0,R. Lopez misses 2-pt shot from 1 ft,,44-63,,
10:12.0,Offensive rebound by R. Lopez,,44-63,,
10:12.0,R. Lopez misses 2-pt shot from 2 ft,,44-63,,
10:10.0,Offensive rebound by R. Lopez,,44-63,,
10:10.0,R. Lopez misses 2-pt shot from 1 ft,,44-63,,
10:08.0,,,44-63,,Defensive rebound by D. Green
10:01.0,,,44-63,,K. Durant misses 2-pt shot from 2 ft
10:00.0,Defensive rebound by T. Gibson,,44-63,,
9:56.0,M. Carter-Williams makes 2-pt shot from 7 ft (assist by D. Valentine),2,46-63,,
9:36.0,,,46-63,,S. Curry misses 3-pt shot from 25 ft
9:36.0,Defensive rebound by T. Gibson,,46-63,,
9:26.0,D. Valentine misses 3-pt shot from 27 ft,,46-63,,
9:25.0,Offensive rebound by R. Lopez,,46-63,,
9:24.0,R. Lopez makes 2-pt shot from 5 ft,2,48-63,,
9:09.0,,,48-63,,K. Thompson misses 2-pt shot from 3 ft
9:09.0,Defensive rebound by R. Lopez,,48-63,,
9:01.0,D. Valentine misses 3-pt shot from 26 ft,,48-63,,
9:01.0,Offensive rebound by T. Gibson,,48-63,,
9:01.0,T. Gibson makes 2-pt shot at rim,2,50-63,,
8:59.0,,,50-63,,Golden State full timeout
8:47.0,,,50-65,2,J. McGee makes 2-pt shot at rim (assist by S. Curry)
8:47.0,,,50-65,,Shooting foul by T. Gibson (drawn by J. McGee)
8:47.0,,,50-66,1,J. McGee makes free throw 1 of 1
8:29.0,J. Grant makes 2-pt shot from 17 ft,2,52-66,,
8:16.0,,,52-66,,J. McGee misses 2-pt shot from 5 ft
8:16.0,Defensive rebound by Team,,52-66,,
8:01.0,T. Gibson makes 2-pt shot at rim (assist by R. Lopez),2,54-66,,
7:46.0,,,54-69,3,D. Green makes 3-pt shot from 25 ft (assist by K. Thompson)
7:30.0,Shooting foul by K. Durant (drawn by T. Gibson),,54-69,,
7:30.0,T. Gibson makes free throw 1 of 2,1,55-69,,
7:30.0,T. Gibson makes free throw 2 of 2,1,56-69,,
7:15.0,,,56-71,2,S. Curry makes 2-pt shot from 18 ft
7:03.0,Shooting foul by J. McGee (drawn by R. Lopez),,56-71,,
7:03.0,R. Lopez makes free throw 1 of 2,1,57-71,,
7:03.0,R. Lopez misses free throw 2 of 2,,57-71,,
7:03.0,,,57-71,,K. Looney enters the game for J. McGee
7:01.0,,,57-71,,Defensive rebound by K. Durant
6:47.0,,,57-71,,K. Durant misses 2-pt shot from 10 ft
6:46.0,Defensive rebound by R. Lopez,,57-71,,
6:35.0,T. Gibson misses 2-pt shot from 4 ft (block by D. Green),,57-71,,
6:34.0,,,57-71,,Defensive rebound by K. Looney
6:25.0,,,57-73,2,K. Durant makes 2-pt shot at rim (assist by D. Green)
5:55.0,D. Valentine misses 3-pt shot from 26 ft,,57-73,,
5:54.0,,,57-73,,Defensive rebound by K. Looney
5:48.0,,,57-73,,K. Thompson misses 3-pt shot from 29 ft
5:47.0,Defensive rebound by M. Carter-Williams,,57-73,,
5:22.0,M. Carter-Williams misses 2-pt shot from 11 ft,,57-73,,
5:22.0,,,57-73,,Defensive rebound by K. Looney
5:11.0,,,57-73,,Turnover by K. Durant (bad pass; steal by D. Valentine)
5:03.0,J. Grant makes 3-pt shot from 24 ft (assist by D. Valentine),3,60-73,,
4:51.0,,,60-73,,Turnover by S. Curry (bad pass)
4:51.0,,,60-73,,I. Clark enters the game for K. Thompson
4:51.0,N. Mirotic enters the game for T. Gibson,,60-73,,
4:51.0,R. Rondo enters the game for D. Valentine,,60-73,,
4:39.0,R. Lopez makes 2-pt shot from 18 ft (assist by R. Rondo),2,62-73,,
4:27.0,,,62-75,2,K. Looney makes 2-pt shot at rim (assist by D. Green)
4:27.0,,,62-75,,Shooting foul by J. Grant (drawn by K. Looney)
4:27.0,,,62-75,,K. Looney misses free throw 1 of 1
4:27.0,,,62-75,,A. Iguodala enters the game for D. Green
4:25.0,Defensive rebound by R. Rondo,,62-75,,
4:10.0,R. Lopez makes 2-pt shot from 1 ft (assist by R. Rondo),2,64-75,,
3:59.0,,,64-77,2,S. Curry makes 2-pt shot from 17 ft
3:43.0,R. Lopez makes 2-pt shot from 9 ft (assist by J. Grant),2,66-77,,
3:34.0,,,66-77,,Turnover by I. Clark (bad pass; steal by J. Grant)
3:23.0,N. Mirotic misses 2-pt shot from 18 ft,,66-77,,
3:23.0,,,66-77,,Defensive rebound by K. Durant
3:14.0,,,66-79,2,S. Curry makes 2-pt shot from 13 ft (assist by K. Durant)
3:07.0,N. Mirotic misses 3-pt shot from 25 ft,,66-79,,
3:06.0,,,66-79,,Defensive rebound by K. Looney
2:58.0,,,66-79,,Offensive foul by S. Curry
2:58.0,,,66-79,,Turnover by S. Curry (offensive foul)
2:58.0,,,66-79,,B. Weber enters the game for S. Curry
2:58.0,D. McDermott enters the game for J. Grant,,66-79,,
2:46.0,R. Lopez misses 2-pt shot from 18 ft,,66-79,,
2:46.0,,,66-79,,Defensive rebound by K. Durant
2:39.0,,,66-81,2,K. Durant makes 2-pt shot from 1 ft
2:16.0,Turnover by R. Lopez (traveling),,66-81,,
2:01.0,,,66-81,,K. Looney misses 2-pt shot from 19 ft
2:00.0,Defensive rebound by M. Carter-Williams,,66-81,,
1:53.0,M. Carter-Williams misses 2-pt shot from 15 ft,,66-81,,
1:52.0,,,66-81,,Defensive rebound by Team
1:52.0,I. Canaan enters the game for M. Carter-Williams,,66-81,,
1:35.0,,,66-81,,B. Weber misses 2-pt shot from 10 ft
1:34.0,Defensive rebound by R. Rondo,,66-81,,
1:23.0,N. Mirotic makes 2-pt shot from 10 ft,2,68-81,,
1:15.0,Personal foul by N. Mirotic (drawn by K. Durant),,68-81,,
1:15.0,C. Felicio enters the game for R. Lopez,,68-81,,
1:12.0,,,68-84,3,K. Durant makes 3-pt shot from 26 ft (assist by I. Clark)
0:54.0,D. McDermott misses 2-pt shot from 20 ft,,68-84,,
0:53.0,Offensive rebound by C. Felicio,,68-84,,
0:53.0,C. Felicio misses 2-pt shot from 1 ft,,68-84,,
0:49.0,,,68-84,,Defensive rebound by K. Durant
0:44.0,,,68-84,,I. Clark misses 3-pt shot from 26 ft
0:43.0,Defensive rebound by R. Rondo,,68-84,,
0:32.0,Shooting foul by K. Looney (drawn by N. Mirotic),,68-84,,
0:32.0,N. Mirotic makes free throw 1 of 2,1,69-84,,
0:32.0,N. Mirotic makes free throw 2 of 2,1,70-84,,
0:19.0,,,70-86,2,K. Looney makes 2-pt shot from 1 ft (assist by A. Iguodala)
0:04.0,Turnover by R. Rondo (bad pass),,70-86,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,,,70-89,3,D. Green makes 3-pt shot from 27 ft (assist by S. Livingston)
11:23.0,R. Rondo misses 2-pt shot from 3 ft,,70-89,,
11:23.0,Offensive rebound by R. Rondo,,70-89,,
11:23.0,R. Rondo makes 2-pt shot from 3 ft,2,72-89,,
11:23.0,Shooting foul by S. Livingston (drawn by R. Rondo),,72-89,,
11:23.0,R. Rondo misses free throw 1 of 1,,72-89,,
11:21.0,,,72-89,,Defensive rebound by A. Iguodala
11:16.0,,,72-89,,S. Livingston misses 2-pt shot from 14 ft
11:14.0,,,72-89,,Offensive rebound by J. McAdoo
11:13.0,,,72-89,,J. McAdoo misses 2-pt shot from 3 ft
11:12.0,Defensive rebound by R. Rondo,,72-89,,
10:55.0,D. McDermott makes 2-pt shot from 18 ft (assist by I. Canaan),2,74-89,,
10:36.0,,,74-89,,D. Green misses 3-pt shot from 23 ft
10:36.0,Defensive rebound by I. Canaan,,74-89,,
10:24.0,Turnover by N. Mirotic (traveling),,74-89,,
10:04.0,,,74-91,2,K. Thompson makes 2-pt shot from 17 ft (assist by S. Livingston)
9:46.0,N. Mirotic makes 3-pt shot from 27 ft (assist by D. McDermott),3,77-91,,
9:32.0,Personal foul by N. Mirotic (drawn by D. Green),,77-91,,
9:26.0,,,77-94,3,K. Thompson makes 3-pt shot from 24 ft (assist by A. Iguodala)
9:13.0,D. McDermott misses 2-pt shot from 17 ft,,77-94,,
9:12.0,,,77-94,,Defensive rebound by S. Livingston
9:04.0,,,77-94,,K. Thompson misses 2-pt shot from 3 ft
9:04.0,Defensive rebound by C. Felicio,,77-94,,
8:56.0,R. Rondo makes 2-pt shot from 6 ft,2,79-94,,
8:34.0,,,79-96,2,K. Thompson makes 2-pt shot from 22 ft
8:17.0,R. Rondo makes 2-pt shot from 2 ft,2,81-96,,
7:59.0,,,81-98,2,K. Thompson makes 2-pt shot from 15 ft (assist by A. Iguodala)
7:43.0,Shooting foul by J. McAdoo (drawn by I. Canaan),,81-98,,
7:43.0,Official timeout,,81-98,,
7:43.0,I. Canaan makes free throw 1 of 2,1,82-98,,
7:43.0,I. Canaan makes free throw 2 of 2,1,83-98,,
7:43.0,M. Carter-Williams enters the game for D. McDermott,,81-98,,
7:28.0,,,83-98,,Shooting foul by M. Carter-Williams (drawn by K. Thompson)
7:28.0,,,83-99,1,K. Thompson makes free throw 1 of 2
7:28.0,,,83-100,1,K. Thompson makes free throw 2 of 2
7:12.0,I. Canaan misses 3-pt shot from 27 ft,,83-100,,
7:12.0,,,83-100,,Defensive rebound by K. Thompson
7:07.0,,,83-100,,Turnover by K. Thompson (bad pass; steal by C. Felicio)
6:49.0,C. Felicio makes 2-pt shot from 3 ft (assist by R. Rondo),2,85-100,,
6:38.0,Personal foul by N. Mirotic (drawn by K. Thompson),,85-100,,
6:38.0,D. Valentine enters the game for I. Canaan,,85-100,,
6:38.0,,,85-100,,S. Curry enters the game for A. Iguodala
6:26.0,,,85-100,,Turnover by D. Green (bad pass; steal by N. Mirotic)
6:17.0,M. Carter-Williams misses 3-pt shot from 25 ft,,85-100,,
6:16.0,,,85-100,,Defensive rebound by D. Green
6:10.0,Violation by N. Mirotic (kicked ball),,85-100,,
6:05.0,,,85-102,2,K. Thompson makes 2-pt shot from 13 ft (assist by S. Curry)
5:40.0,N. Mirotic misses 3-pt shot from 26 ft,,85-102,,
5:39.0,,,85-102,,Defensive rebound by K. Thompson
5:31.0,,,85-102,,K. Thompson misses 2-pt shot from 2 ft
5:31.0,,,85-102,,Offensive rebound by Team
5:31.0,,,85-102,,Golden State full timeout
5:31.0,,,85-102,,K. Durant enters the game for S. Livingston
5:31.0,R. Lopez enters the game for R. Rondo,,85-102,,
5:31.0,B. Portis enters the game for N. Mirotic,,85-102,,
5:31.0,I. Canaan enters the game for C. Felicio,,85-102,,
5:28.0,,,85-104,2,J. McAdoo makes 2-pt shot from 14 ft (assist by D. Green)
5:09.0,M. Carter-Williams misses 2-pt shot from 17 ft,,85-104,,
5:09.0,,,85-104,,Defensive rebound by D. Green
5:04.0,,,85-106,2,K. Durant makes 2-pt shot at rim (assist by D. Green)
4:50.0,D. Valentine misses 2-pt shot from 8 ft,,85-106,,
4:50.0,Offensive rebound by Team,,85-106,,
4:50.0,,,85-106,,Loose ball foul by K. Thompson (drawn by R. Lopez)
4:41.0,D. Valentine makes 3-pt shot from 27 ft (assist by B. Portis),3,88-106,,
4:26.0,,,88-109,3,D. Green makes 3-pt shot from 28 ft (assist by K. Thompson)
4:03.0,,,88-109,,I. Clark enters the game for S. Curry
4:03.0,,,88-109,,P. McCaw enters the game for K. Thompson
4:03.0,N. Mirotic enters the game for R. Lopez,,88-109,,
3:59.0,D. Valentine misses 3-pt shot from 25 ft,,88-109,,
3:58.0,,,88-109,,Defensive rebound by I. Clark
3:49.0,,,88-112,3,I. Clark makes 3-pt shot from 28 ft (assist by K. Durant)
3:48.0,Chicago full timeout,,88-112,,
3:48.0,,,88-112,,K. Looney enters the game for K. Durant
3:48.0,,,88-112,,B. Weber enters the game for D. Green
3:48.0,,,88-112,,D. Jones enters the game for J. McAdoo
3:48.0,D. McDermott enters the game for M. Carter-Williams,,88-112,,
