time,San Antonio,pts.away,score,pts.home,Houston
3:34.0,K. Leonard misses free throw 1 of 2,,88-96,,
3:34.0,Offensive rebound by Team,,88-96,,
3:34.0,K. Leonard misses free throw 2 of 2,,88-96,,
3:34.0,,,88-96,,Defensive rebound by T. Ariza
3:34.0,,,88-96,,M. Harrell enters the game for N. Hilario
3:34.0,,,88-96,,E. Gordon enters the game for R. Anderson
3:34.0,M. Ginobili enters the game for L. Aldridge,,88-96,,
3:18.0,,,88-96,,T. Ariza misses 3-pt shot from 25 ft
3:17.0,,,88-96,,Offensive rebound by J. Harden
3:12.0,,,88-96,,E. Gordon misses 3-pt shot from 26 ft
3:11.0,Defensive rebound by M. Ginobili,,88-96,,
3:00.0,M. Ginobili makes 3-pt shot from 25 ft (assist by K. Leonard),3,91-96,,
2:48.0,,,91-96,,Turnover by J. Harden (lost ball; steal by M. Ginobili)
2:42.0,D. Green makes 3-pt shot from 26 ft (assist by M. Ginobili),3,94-96,,
2:41.0,,,94-96,,Houston full timeout
2:41.0,P. Mills enters the game for P. Gasol,,94-96,,
2:41.0,L. Aldridge enters the game for T. Parker,,94-96,,
2:41.0,,,94-96,,R. Anderson enters the game for M. Harrell
2:29.0,,,94-98,2,J. Harden makes 2-pt shot from 2 ft
2:14.0,K. Leonard misses 3-pt shot from 26 ft,,94-98,,
2:13.0,Offensive rebound by D. Green,,94-98,,
2:03.0,M. Ginobili misses 2-pt shot from 10 ft (block by E. Gordon),,94-98,,
2:02.0,,,94-98,,Defensive rebound by R. Anderson
1:58.0,,,94-100,2,T. Ariza makes 2-pt shot from 3 ft (assist by E. Gordon)
1:54.0,Turnover by K. Leonard (lost ball; steal by T. Ariza),,94-100,,
1:30.0,,,94-100,,J. Harden misses 3-pt shot from 25 ft
1:30.0,,,94-100,,Offensive rebound by Team
1:30.0,,,94-100,,Turnover by Team (shot clock)
1:23.0,Shooting foul by T. Ariza (drawn by K. Leonard),,94-100,,
1:23.0,K. Leonard makes free throw 1 of 2,1,95-100,,
1:23.0,K. Leonard makes free throw 2 of 2,1,96-100,,
1:07.0,,,96-100,,Offensive charge foul by T. Ariza
1:07.0,,,96-100,,Turnover by T. Ariza (offensive foul)
0:55.0,D. Green makes 3-pt shot from 25 ft (assist by M. Ginobili),3,99-100,,
0:43.0,,,99-100,,Turnover by J. Harden (lost ball; steal by K. Leonard)
0:37.0,K. Leonard misses 2-pt shot from 2 ft,,99-100,,
0:36.0,,,99-100,,Defensive rebound by T. Ariza
0:34.0,,,99-100,,Turnover by T. Ariza (bad pass; steal by D. Green)
0:29.0,San Antonio full timeout,,99-100,,
0:29.0,,,99-100,,N. Hilario enters the game for R. Anderson
0:13.0,P. Mills makes 3-pt shot from 25 ft (assist by M. Ginobili),3,102-100,,
0:05.0,,,102-100,,E. Gordon misses 3-pt shot from 25 ft
0:04.0,Defensive rebound by M. Ginobili,,102-100,,
0:03.0,,,102-100,,Personal take foul by P. Beverley (drawn by M. Ginobili)
0:03.0,M. Ginobili misses free throw 1 of 2,,102-100,,
0:03.0,Offensive rebound by Team,,102-100,,
0:03.0,M. Ginobili misses free throw 2 of 2,,102-100,,
0:03.0,,,102-100,,Defensive rebound by T. Ariza
0:03.0,,,102-100,,Houston full timeout
0:03.0,,,102-100,,Houston full timeout
0:03.0,,,102-100,,R. Anderson enters the game for N. Hilario
0:03.0,J. Simmons enters the game for L. Aldridge,,102-100,,
0:00.0,,,102-100,,J. Harden misses 3-pt shot from 27 ft
0:00.0,,,102-100,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
