time,Toronto,pts.away,score,pts.home,Cleveland
1:10.0,,,20-31,,T. Thompson enters the game for J. Smith
0:55.0,D. DeRozan misses 2-pt shot from 8 ft,,20-32,,
0:55.0,Offensive rebound by Team,,20-32,,
0:55.0,,,20-32,,Loose ball foul by I. Shumpert (drawn by D. Carroll)
0:46.0,J. Valanciunas makes 2-pt shot from 12 ft,2,22-32,,
0:26.0,,,22-34,2,I. Shumpert makes 2-pt shot from 12 ft (assist by K. Korver)
0:02.0,D. DeRozan misses 2-pt shot from 12 ft,,22-34,,
0:01.0,,,22-34,,Defensive rebound by K. Korver
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,,,22-37,3,C. Frye makes 3-pt shot from 25 ft (assist by L. James)
11:09.0,K. Lowry makes 3-pt shot from 25 ft,3,25-37,,
11:00.0,,,25-37,,Shooting foul by C. Joseph (drawn by L. James)
11:00.0,,,25-38,1,L. James makes free throw 1 of 2
11:00.0,,,25-38,,L. James misses free throw 2 of 2
10:59.0,Defensive rebound by P. Tucker,,25-38,,
10:47.0,C. Joseph makes 2-pt shot from 17 ft,2,27-38,,
10:33.0,,,27-38,,Offensive foul by D. Williams
10:33.0,,,27-38,,Turnover by D. Williams (offensive foul)
10:18.0,D. Carroll misses 3-pt shot from 25 ft,,27-38,,
10:17.0,,,27-38,,Defensive rebound by C. Frye
10:11.0,,,27-38,,Turnover by K. Korver (bad pass; steal by S. Ibaka)
10:06.0,Turnover by D. Carroll (lost ball; steal by L. James),,27-38,,
10:00.0,,,27-38,,L. James misses 2-pt shot from 1 ft (block by D. Carroll)
9:59.0,Defensive rebound by D. Carroll,,27-38,,
9:45.0,S. Ibaka makes 2-pt shot from 13 ft,2,29-38,,
9:45.0,,,29-38,,Cleveland full timeout
9:40.0,,,29-40,2,L. James makes 2-pt shot at rim (assist by C. Frye)
9:26.0,,,29-40,,Personal foul by L. James
9:20.0,C. Joseph makes 2-pt shot from 17 ft (assist by D. Carroll),2,31-40,,
9:05.0,,,31-42,2,D. Williams makes 2-pt shot from 17 ft
8:47.0,K. Lowry makes 2-pt shot from 4 ft,2,33-42,,
8:33.0,Shooting block foul by P. Tucker (drawn by L. James),,33-42,,
8:33.0,,,33-43,1,L. James makes free throw 1 of 2
8:33.0,,,33-43,,L. James misses free throw 2 of 2
8:33.0,N. Powell enters the game for D. Carroll,,33-43,,
8:33.0,,,33-43,,K. Love enters the game for I. Shumpert
8:33.0,,,33-43,,J. Smith enters the game for C. Frye
8:33.0,,,33-43,,T. Thompson enters the game for K. Korver
8:32.0,Defensive rebound by Team,,33-43,,
8:19.0,S. Ibaka misses 2-pt shot from 5 ft,,33-43,,
8:17.0,,,33-43,,Defensive rebound by K. Love
7:58.0,,,33-46,3,L. James makes 3-pt shot from 24 ft
7:43.0,S. Ibaka makes 2-pt shot from 16 ft (assist by C. Joseph),2,35-46,,
7:29.0,,,35-49,3,L. James makes 3-pt shot from 25 ft
7:29.0,Toronto full timeout,,35-49,,
7:29.0,J. Valanciunas enters the game for C. Joseph,,35-49,,
7:29.0,Violation by Team (jump ball),,35-49,,
7:10.0,,,35-49,,Loose ball foul by D. Williams (drawn by K. Lowry)
6:49.0,J. Valanciunas makes 2-pt shot from 8 ft,2,37-49,,
6:28.0,,,37-49,,L. James misses 3-pt shot from 26 ft
6:28.0,Defensive rebound by N. Powell,,37-49,,
6:25.0,Turnover by S. Ibaka (traveling),,37-49,,
6:25.0,,,37-49,,K. Irving enters the game for D. Williams
6:16.0,,,37-49,,K. Irving misses 2-pt shot from 7 ft (block by N. Powell)
6:16.0,,,37-49,,Offensive rebound by Team
6:16.0,D. DeRozan enters the game for S. Ibaka,,37-49,,
6:16.0,Personal foul by N. Powell (drawn by K. Love),,37-49,,
6:06.0,,,37-49,,K. Love misses 3-pt shot from 25 ft
6:06.0,Defensive rebound by N. Powell,,37-49,,
5:53.0,Turnover by N. Powell (bad pass; steal by J. Smith),,37-49,,
5:48.0,,,37-51,2,L. James makes 2-pt shot from 1 ft
5:29.0,P. Tucker misses 3-pt shot from 25 ft,,37-51,,
5:29.0,Offensive rebound by Team,,37-51,,
5:29.0,,,37-51,,Loose ball foul by K. Love (drawn by J. Valanciunas)
5:29.0,,,37-51,,Technical foul by K. Love (drawn by J. Valanciunas)
5:29.0,D. DeRozan makes technical free throw,1,38-51,,
5:20.0,N. Powell misses 3-pt shot from 24 ft (block by J. Smith),,38-51,,
5:20.0,Offensive rebound by Team,,38-51,,
5:09.0,J. Valanciunas makes 2-pt shot from 2 ft (assist by K. Lowry),2,40-51,,
4:56.0,Shooting block foul by J. Valanciunas (drawn by L. James),,40-51,,
4:56.0,,,40-51,,L. James misses free throw 1 of 2
4:56.0,,,40-51,,Offensive rebound by Team
4:56.0,,,40-52,1,L. James makes free throw 2 of 2
4:56.0,P. Patterson enters the game for P. Tucker,,40-51,,
4:44.0,D. DeRozan misses 2-pt shot at rim,,40-52,,
4:44.0,,,40-52,,Defensive rebound by L. James
4:38.0,,,40-52,,J. Smith misses 3-pt shot from 24 ft
4:36.0,Defensive rebound by K. Lowry,,40-52,,
4:24.0,J. Valanciunas makes 2-pt shot from 6 ft (assist by K. Lowry),2,42-52,,
4:06.0,,,42-52,,K. Irving misses 2-pt shot from 12 ft
4:05.0,,,42-52,,Offensive rebound by K. Love
4:05.0,,,42-54,2,K. Love makes 2-pt shot from 1 ft
3:52.0,J. Valanciunas makes 2-pt shot from 8 ft (assist by K. Lowry),2,44-54,,
3:52.0,,,44-54,,Cleveland full timeout
3:33.0,,,44-54,,K. Love misses 3-pt shot from 25 ft
3:32.0,Defensive rebound by N. Powell,,44-54,,
3:24.0,Turnover by N. Powell (bad pass),,44-54,,
3:20.0,,,44-56,2,L. James makes 2-pt shot at rim (assist by K. Irving)
3:01.0,K. Lowry makes 2-pt shot from 1 ft (assist by P. Patterson),2,46-56,,
2:50.0,,,46-56,,K. Irving misses 3-pt shot from 24 ft
2:49.0,,,46-56,,Offensive rebound by T. Thompson
2:46.0,,,46-56,,Offensive foul by K. Love
2:46.0,,,46-56,,Turnover by K. Love (offensive foul)
2:46.0,Official timeout,,46-56,,
2:46.0,,,46-56,,I. Shumpert enters the game for K. Love
2:30.0,K. Lowry misses 2-pt shot from 4 ft,,46-56,,
2:26.0,,,46-56,,Defensive rebound by L. James
2:10.0,,,46-56,,J. Smith misses 2-pt shot from 16 ft
2:09.0,Defensive rebound by J. Valanciunas,,46-56,,
1:55.0,D. DeRozan misses 2-pt shot from 5 ft (block by T. Thompson),,46-56,,
1:54.0,Offensive rebound by D. DeRozan,,46-56,,
1:50.0,D. DeRozan misses 2-pt shot from 2 ft,,46-56,,
1:49.0,,,46-56,,Defensive rebound by T. Thompson
1:48.0,,,46-56,,Turnover by L. James (lost ball; steal by P. Patterson)
1:45.0,,,46-56,,Personal foul by T. Thompson (drawn by N. Powell)
1:38.0,Shooting foul by K. Irving (drawn by J. Valanciunas),,46-56,,
1:38.0,J. Valanciunas misses free throw 1 of 2,,46-56,,
1:38.0,Offensive rebound by Team,,46-56,,
1:38.0,J. Valanciunas makes free throw 2 of 2,1,47-56,,
1:14.0,,,47-59,3,K. Irving makes 3-pt shot from 28 ft (assist by I. Shumpert)
1:05.0,K. Lowry misses 2-pt shot from 7 ft,,47-59,,
1:03.0,,,47-59,,Defensive rebound by T. Thompson
0:54.0,,,47-59,,K. Irving misses 2-pt shot from 17 ft
0:52.0,Defensive rebound by P. Patterson,,47-59,,
0:47.0,N. Powell misses 2-pt shot from 1 ft,,47-59,,
0:46.0,,,47-59,,Defensive rebound by J. Smith
0:38.0,,,47-62,3,I. Shumpert makes 3-pt shot from 24 ft (assist by K. Irving)
0:38.0,Toronto full timeout,,47-62,,
0:32.0,Shooting foul by I. Shumpert (drawn by K. Lowry),,47-62,,
0:32.0,K. Lowry misses free throw 1 of 2,,47-62,,
0:32.0,Offensive rebound by Team,,47-62,,
0:32.0,K. Lowry makes free throw 2 of 2,1,48-62,,
0:32.0,P. Tucker enters the game for N. Powell,,47-62,,
0:32.0,,,47-62,,K. Korver enters the game for T. Thompson
0:32.0,C. Joseph enters the game for J. Valanciunas,,47-62,,
0:07.0,,,48-62,,K. Irving misses 2-pt shot from 16 ft
0:06.0,Defensive rebound by D. DeRozan,,48-62,,
0:03.0,,,48-62,,Personal foul by I. Shumpert (drawn by D. DeRozan)
0:03.0,D. DeRozan misses free throw 1 of 2,,48-62,,
0:03.0,Offensive rebound by Team,,48-62,,
0:03.0,D. DeRozan misses free throw 2 of 2,,48-62,,
0:03.0,,,48-62,,K. Love enters the game for K. Korver
0:02.0,,,48-62,,Defensive rebound by J. Smith
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:35.0,,,48-62,,K. Love misses 2-pt shot from 18 ft
11:35.0,,,48-62,,Offensive rebound by T. Thompson
11:33.0,Violation by S. Ibaka (def goaltending),,48-62,,
11:33.0,,,48-64,2,L. James makes 2-pt shot from 5 ft (assist by T. Thompson)
11:33.0,Toronto full timeout,,48-64,,
11:33.0,C. Joseph enters the game for K. Lowry,,48-64,,
11:12.0,S. Ibaka makes 2-pt shot at rim (assist by N. Powell),2,50-64,,
10:49.0,,,50-66,2,K. Irving makes 2-pt shot from 12 ft (assist by K. Love)
10:49.0,Loose ball foul by S. Ibaka (drawn by L. James),,50-66,,
10:49.0,,,50-66,,L. James misses free throw 1 of 1
10:48.0,Defensive rebound by S. Ibaka,,50-66,,
10:26.0,C. Joseph misses 2-pt shot from 11 ft,,50-66,,
10:25.0,,,50-66,,Defensive rebound by L. James
10:18.0,,,50-66,,K. Love misses 2-pt shot from 5 ft (block by C. Joseph)
10:18.0,,,50-66,,Offensive rebound by Team
10:18.0,K. Lowry enters the game for C. Joseph,,50-66,,
10:10.0,,,50-66,,K. Irving misses 2-pt shot from 11 ft
10:10.0,Defensive rebound by S. Ibaka,,50-66,,
9:56.0,K. Lowry makes 2-pt shot from 1 ft,2,52-66,,
9:35.0,,,52-66,,Shooting foul by K. Lowry (drawn by K. Irving)
9:35.0,Technical foul by K. Lowry (drawn by K. Irving),,52-66,,
9:35.0,,,52-67,1,K. Irving makes technical free throw
9:35.0,,,52-68,1,K. Irving makes free throw 1 of 2
9:35.0,,,52-69,1,K. Irving makes free throw 2 of 2
9:18.0,S. Ibaka misses 2-pt shot from 1 ft,,52-69,,
9:18.0,Offensive rebound by S. Ibaka,,52-69,,
9:18.0,S. Ibaka makes 2-pt shot from 1 ft,2,54-69,,
8:58.0,,,54-72,3,L. James makes 3-pt shot from 27 ft (assist by K. Irving)
8:52.0,Shooting foul by K. Irving (drawn by K. Lowry),,54-72,,
8:52.0,K. Lowry makes free throw 1 of 3,1,55-72,,
8:52.0,K. Lowry makes free throw 2 of 3,1,56-72,,
8:52.0,,,56-72,,Cleveland full timeout
8:52.0,K. Lowry makes free throw 3 of 3,1,57-72,,
8:41.0,,,57-75,3,L. James makes 3-pt shot from 26 ft (assist by K. Irving)
8:30.0,S. Ibaka makes 2-pt shot from 13 ft (assist by K. Lowry),2,59-75,,
8:07.0,Personal foul by S. Ibaka (drawn by L. James),,59-75,,
8:07.0,,,59-76,1,L. James makes free throw 1 of 3
8:07.0,,,59-77,1,L. James makes free throw 2 of 3
8:07.0,,,59-78,1,L. James makes free throw 3 of 3
7:43.0,N. Powell makes 2-pt shot from 2 ft (assist by P. Patterson),2,61-78,,
7:23.0,,,61-78,,K. Irving misses 3-pt shot from 24 ft
7:23.0,Defensive rebound by S. Ibaka,,61-78,,
7:18.0,Shooting foul by K. Love (drawn by N. Powell),,61-78,,
7:18.0,N. Powell makes free throw 1 of 2,1,62-78,,
7:18.0,N. Powell makes free throw 2 of 2,1,63-78,,
7:18.0,J. Valanciunas enters the game for P. Patterson,,62-78,,
7:14.0,Personal block foul by N. Powell (drawn by L. James),,63-78,,
7:01.0,,,63-78,,T. Thompson misses 2-pt shot from 7 ft
7:00.0,Defensive rebound by J. Valanciunas,,63-78,,
6:51.0,S. Ibaka makes 2-pt shot from 16 ft (assist by D. DeRozan),2,65-78,,
6:38.0,,,65-78,,Shooting foul by K. Lowry (drawn by K. Irving)
6:38.0,,,65-79,1,K. Irving makes free throw 1 of 2
6:38.0,,,65-80,1,K. Irving makes free throw 2 of 2
6:23.0,D. DeRozan misses 2-pt shot from 15 ft,,65-80,,
6:23.0,,,65-80,,Defensive rebound by K. Love
6:09.0,,,65-83,3,K. Irving makes 3-pt shot from 23 ft (assist by J. Smith)
5:55.0,J. Valanciunas misses 2-pt shot from 15 ft,,65-83,,
5:55.0,,,65-83,,Defensive rebound by K. Love
5:48.0,Violation by J. Valanciunas (kicked ball),,65-83,,
5:41.0,,,65-85,2,T. Thompson makes 2-pt shot at rim (assist by K. Irving)
5:41.0,Toronto full timeout,,65-85,,
5:27.0,,,65-85,,Personal foul by L. James (drawn by J. Valanciunas)
5:22.0,D. DeRozan misses 2-pt shot from 6 ft,,65-85,,
5:19.0,Offensive rebound by S. Ibaka,,65-85,,
5:19.0,S. Ibaka makes 2-pt shot from 1 ft,2,67-85,,
5:01.0,,,67-85,,K. Love misses 3-pt shot from 26 ft
5:01.0,Defensive rebound by J. Valanciunas,,67-85,,
4:55.0,J. Valanciunas makes 2-pt shot from 5 ft (assist by D. DeRozan),2,69-85,,
4:55.0,Shooting foul by K. Love (drawn by J. Valanciunas),,69-85,,
4:55.0,J. Valanciunas makes free throw 1 of 1,1,70-85,,
4:55.0,,,69-85,,I. Shumpert enters the game for K. Love
4:43.0,,,70-88,3,K. Irving makes 3-pt shot from 25 ft
4:27.0,Turnover by K. Lowry (bad pass; steal by K. Irving),,70-88,,
4:23.0,,,70-88,,Shooting foul by S. Ibaka (drawn by L. James)
4:23.0,,,70-89,1,L. James makes free throw 1 of 2
4:23.0,,,70-90,1,L. James makes free throw 2 of 2
4:23.0,C. Joseph enters the game for D. DeRozan,,70-89,,
4:11.0,N. Powell makes 2-pt shot at rim,2,72-90,,
3:52.0,,,72-92,2,T. Thompson makes 2-pt shot at rim (assist by L. James)
3:52.0,,,72-92,,Shooting foul by N. Powell (drawn by T. Thompson)
3:52.0,,,72-92,,T. Thompson misses free throw 1 of 1
3:52.0,P. Tucker enters the game for S. Ibaka,,72-92,,
3:51.0,Defensive rebound by J. Valanciunas,,72-92,,
3:42.0,Shooting foul by T. Thompson (drawn by J. Valanciunas),,72-92,,
3:42.0,J. Valanciunas misses free throw 1 of 2,,72-92,,
3:42.0,Offensive rebound by Team,,72-92,,
3:42.0,J. Valanciunas makes free throw 2 of 2,1,73-92,,
3:40.0,Personal foul by P. Tucker,,73-92,,
3:40.0,,,73-93,1,T. Thompson makes free throw 1 of 2
3:40.0,,,73-93,,T. Thompson misses free throw 2 of 2
3:38.0,Defensive rebound by N. Powell,,73-93,,
3:32.0,Turnover by N. Powell (lost ball; steal by K. Irving),,73-93,,
3:24.0,,,73-95,2,L. James makes 2-pt shot at rim (assist by K. Irving)
3:15.0,Turnover by P. Tucker (lost ball; steal by L. James),,73-95,,
3:13.0,,,73-95,,Shooting foul by P. Tucker (drawn by L. James)
3:13.0,,,73-96,1,L. James makes free throw 1 of 2
3:13.0,,,73-97,1,L. James makes free throw 2 of 2
3:00.0,K. Lowry misses 2-pt shot from 11 ft,,73-97,,
2:59.0,Offensive rebound by N. Powell,,73-97,,
2:56.0,N. Powell misses 2-pt shot from 4 ft,,73-97,,
2:56.0,,,73-97,,Defensive rebound by T. Thompson
2:52.0,,,73-97,,L. James misses 3-pt shot from 25 ft
2:49.0,Defensive rebound by C. Joseph,,73-97,,
2:40.0,K. Lowry misses 2-pt shot from 1 ft,,73-97,,
2:40.0,,,73-97,,Defensive rebound by Team
2:40.0,,,73-97,,Cleveland full timeout
2:40.0,D. Wright enters the game for N. Powell,,73-97,,
2:40.0,D. Carroll enters the game for K. Lowry,,73-97,,
2:40.0,,,73-97,,K. Korver enters the game for L. James
2:22.0,,,73-99,2,K. Irving makes 2-pt shot from 5 ft
1:58.0,J. Valanciunas misses 2-pt shot from 14 ft,,73-99,,
1:56.0,,,73-99,,Defensive rebound by I. Shumpert
1:48.0,,,73-99,,K. Irving misses 3-pt shot from 24 ft
1:47.0,Defensive rebound by J. Valanciunas,,73-99,,
1:39.0,Turnover by C. Joseph (bad pass; steal by J. Smith),,73-99,,
1:31.0,,,73-99,,Turnover by I. Shumpert (bad pass)
1:15.0,C. Joseph misses 2-pt shot from 18 ft,,73-99,,
1:10.0,,,73-99,,Defensive rebound by T. Thompson
0:55.0,,,73-99,,Turnover by K. Irving (bad pass; steal by D. Carroll)
0:30.0,C. Joseph misses 2-pt shot from 11 ft,,73-99,,
0:28.0,Offensive rebound by C. Joseph,,73-99,,
0:25.0,D. Wright misses 3-pt shot from 24 ft,,73-99,,
0:24.0,,,73-99,,Defensive rebound by K. Korver
0:03.0,,,73-99,,K. Irving misses 2-pt shot from 3 ft
0:02.0,Defensive rebound by P. Tucker,,73-99,,
0:00.0,P. Tucker misses 3-pt shot from 41 ft,,73-99,,
0:00.0,Offensive rebound by Team,,73-99,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,D. DeRozan makes 2-pt shot from 7 ft,2,75-99,,
11:23.0,,,75-99,,C. Frye misses 2-pt shot from 13 ft
11:23.0,Defensive rebound by D. Wright,,75-99,,
11:17.0,D. Wright makes 2-pt shot from 1 ft,2,77-99,,
10:57.0,,,77-102,3,K. Korver makes 3-pt shot from 29 ft (assist by L. James)
10:36.0,S. Ibaka misses 2-pt shot from 15 ft,,77-102,,
10:34.0,,,77-102,,Defensive rebound by C. Frye
10:26.0,,,77-102,,K. Korver misses 3-pt shot from 26 ft
10:25.0,Defensive rebound by C. Joseph,,77-102,,
10:15.0,D. Carroll misses 2-pt shot from 1 ft (block by L. James),,77-102,,
10:14.0,,,77-102,,Defensive rebound by C. Frye
10:03.0,,,77-102,,Shooting foul by S. Ibaka (drawn by L. James)
10:03.0,,,77-103,1,L. James makes free throw 1 of 3
10:03.0,,,77-103,,L. James misses free throw 2 of 3
10:03.0,,,77-103,,Offensive rebound by Team
10:03.0,,,77-104,1,L. James makes free throw 3 of 3
9:38.0,D. Carroll misses 3-pt shot from 26 ft,,77-104,,
9:38.0,,,77-104,,Defensive rebound by L. James
9:32.0,,,77-107,3,C. Frye makes 3-pt shot from 23 ft (assist by K. Korver)
9:17.0,C. Joseph makes 2-pt shot from 16 ft,2,79-107,,
8:58.0,,,79-107,,Turnover by D. Williams (lost ball; steal by C. Joseph)
8:54.0,Turnover by D. Carroll (step out of bounds),,79-107,,
8:54.0,Official timeout,,79-107,,
8:43.0,Personal foul by C. Joseph (drawn by D. Williams),,79-107,,
8:27.0,,,79-107,,I. Shumpert misses 3-pt shot from 22 ft
8:27.0,Defensive rebound by D. DeRozan,,79-107,,
8:18.0,,,79-107,,Personal foul by C. Frye (drawn by D. DeRozan)
8:07.0,D. DeRozan makes 2-pt shot from 18 ft,2,81-107,,
7:50.0,,,81-110,3,C. Frye makes 3-pt shot from 24 ft (assist by D. Williams)
7:27.0,Turnover by C. Joseph (lost ball; steal by K. Korver),,81-110,,
7:15.0,,,81-110,,C. Frye misses 3-pt shot from 27 ft
7:15.0,Defensive rebound by C. Joseph,,81-110,,
7:11.0,Shooting foul by C. Frye (drawn by S. Ibaka),,81-110,,
7:11.0,S. Ibaka makes free throw 1 of 2,1,82-110,,
7:11.0,S. Ibaka makes free throw 2 of 2,1,83-110,,
6:53.0,,,83-110,,K. Korver misses 3-pt shot from 29 ft
6:53.0,Defensive rebound by C. Joseph,,83-110,,
6:45.0,D. Carroll misses 3-pt shot from 25 ft,,83-110,,
6:45.0,Offensive rebound by Team,,83-110,,
6:45.0,,,83-110,,Loose ball foul by C. Frye (drawn by S. Ibaka)
6:45.0,P. Siakam enters the game for D. DeRozan,,83-110,,
6:36.0,C. Joseph makes 2-pt shot from 1 ft,2,85-110,,
6:29.0,,,85-112,2,I. Shumpert makes 2-pt shot at rim (assist by D. Williams)
6:16.0,D. Wright misses 2-pt shot from 21 ft,,85-112,,
6:15.0,,,85-112,,Defensive rebound by I. Shumpert
6:12.0,,,85-112,,Shooting foul by S. Ibaka (drawn by L. James)
6:12.0,,,85-113,1,L. James makes free throw 1 of 2
6:12.0,,,85-113,,L. James misses free throw 2 of 2
6:12.0,J. Poeltl enters the game for S. Ibaka,,85-113,,
6:11.0,Defensive rebound by J. Poeltl,,85-113,,
6:10.0,,,85-113,,Personal foul by L. James (drawn by J. Poeltl)
6:10.0,,,85-113,,R. Jefferson enters the game for L. James
5:52.0,C. Joseph makes 2-pt shot from 17 ft,2,87-113,,
5:31.0,,,87-113,,D. Williams misses 2-pt shot from 12 ft
5:30.0,Defensive rebound by J. Poeltl,,87-113,,
5:24.0,C. Joseph makes 3-pt shot from 26 ft (assist by D. Wright),3,90-113,,
5:09.0,,,90-113,,Turnover by R. Jefferson (lost ball)
5:09.0,,,90-113,,Cleveland full timeout
4:56.0,D. Carroll misses 2-pt shot from 18 ft,,90-113,,
4:56.0,,,90-113,,Defensive rebound by I. Shumpert
4:41.0,,,90-113,,K. Korver misses 3-pt shot from 24 ft
4:41.0,Defensive rebound by C. Joseph,,90-113,,
4:25.0,P. Siakam misses 2-pt shot from 9 ft,,90-113,,
4:25.0,,,90-113,,Defensive rebound by C. Frye
4:06.0,,,90-115,2,C. Frye makes 2-pt shot from 6 ft (assist by D. Williams)
3:55.0,C. Joseph makes 2-pt shot from 17 ft,2,92-115,,
3:33.0,,,92-115,,C. Frye misses 3-pt shot from 25 ft
3:33.0,,,92-115,,Offensive rebound by D. Williams
