time,Toronto,pts.away,score,pts.home,Washington
6:58.0,,,13-15,3,J. Wall makes 3-pt shot from 26 ft (assist by M. Morris)
6:36.0,C. Joseph misses 2-pt shot from 8 ft,,13-15,,
6:35.0,,,13-15,,Defensive rebound by M. Morris
6:31.0,,,13-15,,M. Gortat misses 3-pt shot from 51 ft (block by S. Ibaka)
6:30.0,Defensive rebound by D. DeRozan,,13-15,,
6:22.0,D. Carroll misses 3-pt shot from 26 ft,,13-15,,
6:20.0,Offensive rebound by J. Valanciunas,,13-15,,
6:13.0,D. Carroll misses 3-pt shot from 27 ft,,13-15,,
6:12.0,Offensive rebound by C. Joseph,,13-15,,
6:08.0,S. Ibaka misses 3-pt shot from 28 ft,,13-15,,
6:07.0,,,13-15,,Defensive rebound by M. Gortat
5:55.0,Personal foul by J. Valanciunas (drawn by J. Wall),,13-15,,
5:55.0,,,13-15,,Washington full timeout
5:50.0,,,13-15,,Shooting foul by J. Valanciunas (drawn by M. Gortat)
5:50.0,,,13-16,1,M. Gortat makes free throw 1 of 2
5:50.0,,,13-17,1,M. Gortat makes free throw 2 of 2
5:50.0,P. Patterson enters the game for J. Valanciunas,,13-16,,
5:29.0,D. DeRozan makes 2-pt shot from 16 ft,2,15-17,,
5:05.0,,,15-17,,B. Beal misses 3-pt shot from 27 ft
5:04.0,,,15-17,,Offensive rebound by O. Porter
5:03.0,,,15-17,,O. Porter misses 2-pt shot from 1 ft
5:02.0,Defensive rebound by D. DeRozan,,15-17,,
5:00.0,Turnover by P. Patterson (lost ball),,15-17,,
5:00.0,,,15-17,,B. Bogdanovic enters the game for M. Morris
4:36.0,,,15-19,2,J. Wall makes 2-pt shot from 21 ft (assist by B. Beal)
4:25.0,S. Ibaka makes 2-pt shot from 3 ft (assist by C. Joseph),2,17-19,,
4:10.0,,,17-19,,J. Wall misses 2-pt shot from 2 ft
4:09.0,Defensive rebound by D. Carroll,,17-19,,
4:03.0,C. Joseph makes 2-pt shot from 10 ft (assist by D. Carroll),2,19-19,,
3:51.0,Personal foul by P. Patterson (drawn by O. Porter),,19-19,,
3:51.0,,,19-20,1,O. Porter makes free throw 1 of 2
3:51.0,,,19-21,1,O. Porter makes free throw 2 of 2
3:51.0,D. Wright enters the game for C. Joseph,,19-20,,
3:36.0,D. DeRozan makes 3-pt shot from 24 ft (assist by D. Carroll),3,22-21,,
3:13.0,,,22-21,,Turnover by M. Gortat (bad pass; steal by D. Carroll)
3:03.0,P. Patterson makes 3-pt shot from 26 ft (assist by D. Carroll),3,25-21,,
2:41.0,,,25-21,,O. Porter misses 3-pt shot from 25 ft
2:40.0,Defensive rebound by D. Carroll,,25-21,,
2:32.0,D. Carroll misses 3-pt shot from 27 ft,,25-21,,
2:31.0,,,25-21,,Defensive rebound by M. Gortat
2:26.0,,,25-21,,Turnover by B. Beal (bad pass)
2:26.0,Toronto full timeout,,25-21,,
2:26.0,,,25-21,,K. Oubre enters the game for O. Porter
2:26.0,,,25-21,,T. Satoransky enters the game for B. Beal
2:26.0,N. Powell enters the game for D. Carroll,,25-21,,
2:26.0,P. Tucker enters the game for D. DeRozan,,25-21,,
2:16.0,S. Ibaka makes 3-pt shot from 26 ft (assist by D. Wright),3,28-21,,
2:07.0,Personal foul by N. Powell (drawn by B. Bogdanovic),,28-21,,
2:07.0,,,28-22,1,B. Bogdanovic makes free throw 1 of 2
2:07.0,,,28-23,1,B. Bogdanovic makes free throw 2 of 2
2:07.0,,,28-22,,I. Mahinmi enters the game for M. Gortat
1:57.0,S. Ibaka makes 2-pt shot from 22 ft,2,30-23,,
1:33.0,,,30-23,,Turnover by K. Oubre (bad pass)
1:17.0,Turnover by S. Ibaka (lost ball; steal by J. Wall),,30-23,,
1:15.0,,,30-23,,Shooting foul by S. Ibaka (drawn by J. Wall)
1:15.0,,,30-24,1,J. Wall makes free throw 1 of 2
1:15.0,,,30-25,1,J. Wall makes free throw 2 of 2
1:15.0,C. Joseph enters the game for S. Ibaka,,30-24,,
0:52.0,P. Tucker makes 2-pt shot from 2 ft (assist by P. Patterson),2,32-25,,
0:38.0,,,32-25,,J. Wall misses 2-pt shot from 11 ft (block by D. Wright)
0:37.0,,,32-25,,Offensive rebound by Team
0:37.0,,,32-25,,B. Jennings enters the game for J. Wall
0:32.0,,,32-25,,B. Bogdanovic misses 3-pt shot from 26 ft
0:30.0,,,32-25,,Offensive rebound by T. Satoransky
0:21.0,,,32-27,2,K. Oubre makes 2-pt shot from 14 ft
0:14.0,,,32-27,,Personal foul by T. Satoransky (drawn by C. Joseph)
0:04.0,P. Patterson makes 3-pt shot from 27 ft (assist by C. Joseph),3,35-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,35-27,,Personal foul by B. Jennings (drawn by P. Patterson)
11:32.0,C. Joseph makes 2-pt shot from 6 ft,2,37-27,,
11:20.0,,,37-27,,K. Oubre misses 2-pt shot from 2 ft
11:20.0,,,37-27,,Offensive rebound by Team
11:14.0,,,37-27,,Turnover by K. Oubre (bad pass; steal by D. Wright)
11:12.0,Shooting foul by K. Oubre (drawn by D. Wright),,37-27,,
11:12.0,D. Wright misses free throw 1 of 2,,37-27,,
11:12.0,Offensive rebound by Team,,37-27,,
11:12.0,D. Wright makes free throw 2 of 2,1,38-27,,
10:56.0,,,38-27,,B. Bogdanovic misses 2-pt shot from 14 ft
10:56.0,,,38-27,,Offensive rebound by T. Satoransky
10:54.0,,,38-27,,T. Satoransky misses 2-pt shot at rim
10:53.0,Defensive rebound by N. Powell,,38-27,,
10:49.0,P. Tucker makes 2-pt shot from 3 ft (assist by N. Powell),2,40-27,,
10:49.0,,,40-27,,Washington full timeout
10:29.0,,,40-29,2,I. Mahinmi makes 2-pt shot from 6 ft (assist by B. Jennings)
10:19.0,Shooting foul by I. Mahinmi (drawn by D. Wright),,40-29,,
10:19.0,D. Wright makes free throw 1 of 2,1,41-29,,
10:19.0,D. Wright makes free throw 2 of 2,1,42-29,,
10:19.0,,,41-29,,M. Gortat enters the game for I. Mahinmi
10:19.0,,,41-29,,M. Morris enters the game for T. Satoransky
10:04.0,,,42-29,,M. Morris misses 2-pt shot from 8 ft
10:03.0,Defensive rebound by P. Patterson,,42-29,,
9:55.0,Shooting foul by K. Oubre (drawn by D. Wright),,42-29,,
9:55.0,D. Wright makes free throw 1 of 2,1,43-29,,
9:55.0,D. Wright misses free throw 2 of 2,,43-29,,
9:53.0,,,43-29,,Defensive rebound by M. Gortat
9:49.0,,,43-29,,Shooting foul by P. Tucker (drawn by B. Bogdanovic)
9:49.0,,,43-30,1,B. Bogdanovic makes free throw 1 of 2
9:49.0,,,43-31,1,B. Bogdanovic makes free throw 2 of 2
9:33.0,Turnover by P. Patterson (traveling),,43-31,,
9:15.0,,,43-31,,B. Bogdanovic misses 2-pt shot from 7 ft (block by P. Tucker)
9:14.0,Defensive rebound by C. Joseph,,43-31,,
9:08.0,D. Wright makes 2-pt shot from 1 ft,2,45-31,,
8:58.0,,,45-31,,B. Jennings misses 3-pt shot from 27 ft
8:57.0,Defensive rebound by P. Tucker,,45-31,,
8:50.0,,,45-31,,Personal foul by K. Oubre (drawn by P. Patterson)
8:50.0,P. Patterson makes free throw 1 of 2,1,46-31,,
8:50.0,P. Patterson makes free throw 2 of 2,1,47-31,,
8:50.0,,,46-31,,B. Beal enters the game for K. Oubre
8:27.0,,,47-31,,M. Morris misses 2-pt shot from 20 ft (block by D. Wright)
8:25.0,Defensive rebound by P. Tucker,,47-31,,
8:17.0,N. Powell makes 3-pt shot from 27 ft,3,50-31,,
8:16.0,,,50-31,,Washington full timeout
8:16.0,,,50-31,,J. Wall enters the game for B. Jennings
8:16.0,,,50-31,,O. Porter enters the game for B. Bogdanovic
8:02.0,,,50-33,2,M. Gortat makes 2-pt shot from 1 ft (assist by M. Morris)
7:41.0,Turnover by D. Wright (discontinued dribble),,50-33,,
7:27.0,,,50-33,,B. Beal misses 2-pt shot from 12 ft (block by D. Wright)
7:25.0,Defensive rebound by N. Powell,,50-33,,
7:22.0,N. Powell makes 2-pt shot at rim,2,52-33,,
7:03.0,,,52-33,,M. Morris misses 2-pt shot from 10 ft
7:01.0,Defensive rebound by C. Joseph,,52-33,,
7:01.0,,,52-33,,Personal block foul by B. Beal (drawn by C. Joseph)
7:01.0,C. Joseph misses free throw 1 of 2,,52-33,,
7:01.0,Offensive rebound by Team,,52-33,,
7:01.0,Turnover by J. Valanciunas (lane violation.),,52-33,,
7:01.0,J. Valanciunas enters the game for P. Patterson,,52-33,,
7:01.0,D. DeRozan enters the game for D. Wright,,52-33,,
6:43.0,,,52-33,,O. Porter misses 2-pt shot from 7 ft
6:42.0,,,52-33,,Offensive rebound by M. Morris
6:40.0,,,52-35,2,M. Morris makes 2-pt shot from 5 ft
6:28.0,Shooting foul by B. Beal (drawn by D. DeRozan),,52-35,,
6:28.0,D. DeRozan makes free throw 1 of 2,1,53-35,,
6:28.0,D. DeRozan makes free throw 2 of 2,1,54-35,,
6:28.0,S. Ibaka enters the game for P. Tucker,,53-35,,
6:28.0,D. Carroll enters the game for N. Powell,,53-35,,
6:11.0,Shooting block foul by D. Carroll (drawn by J. Wall),,54-35,,
6:11.0,,,54-36,1,J. Wall makes free throw 1 of 2
6:11.0,,,54-37,1,J. Wall makes free throw 2 of 2
5:53.0,D. DeRozan misses 2-pt shot from 16 ft (block by O. Porter),,54-37,,
5:51.0,,,54-37,,Defensive rebound by B. Beal
5:44.0,,,54-40,3,B. Beal makes 3-pt shot from 25 ft (assist by M. Morris)
5:38.0,Toronto full timeout,,54-40,,
5:24.0,Offensive foul by S. Ibaka,,54-40,,
5:24.0,Turnover by S. Ibaka (offensive foul),,54-40,,
5:10.0,,,54-42,2,B. Beal makes 2-pt shot from 8 ft
4:52.0,C. Joseph makes 2-pt shot from 20 ft,2,56-42,,
4:32.0,,,56-42,,M. Morris misses 2-pt shot from 16 ft
4:31.0,Defensive rebound by J. Valanciunas,,56-42,,
4:18.0,D. DeRozan misses 2-pt shot from 17 ft,,56-42,,
4:17.0,,,56-42,,Defensive rebound by J. Wall
4:12.0,,,56-44,2,B. Beal makes 2-pt shot from 1 ft (assist by J. Wall)
3:55.0,C. Joseph misses 2-pt shot from 21 ft,,56-44,,
3:54.0,,,56-44,,Defensive rebound by O. Porter
3:48.0,,,56-44,,J. Wall misses 2-pt shot from 18 ft
3:48.0,Defensive rebound by S. Ibaka,,56-44,,
3:46.0,Turnover by S. Ibaka (lost ball; steal by M. Morris),,56-44,,
3:43.0,,,56-47,3,B. Beal makes 3-pt shot from 27 ft (assist by O. Porter)
3:41.0,Toronto full timeout,,56-47,,
3:41.0,,,56-47,,I. Mahinmi enters the game for M. Gortat
3:41.0,D. Wright enters the game for J. Valanciunas,,56-47,,
3:41.0,P. Patterson enters the game for C. Joseph,,56-47,,
3:32.0,D. DeRozan misses 2-pt shot from 15 ft (block by M. Morris),,56-47,,
3:30.0,Offensive rebound by D. DeRozan,,56-47,,
3:27.0,Turnover by D. DeRozan (lost ball; steal by O. Porter),,56-47,,
3:18.0,,,56-50,3,O. Porter makes 3-pt shot from 26 ft (assist by B. Beal)
3:01.0,S. Ibaka misses 3-pt shot from 25 ft,,56-50,,
3:00.0,,,56-50,,Defensive rebound by O. Porter
2:52.0,,,56-50,,J. Wall misses 2-pt shot from 2 ft
2:52.0,Defensive rebound by Team,,56-50,,
2:52.0,Official timeout,,56-50,,
2:33.0,Turnover by D. DeRozan (bad pass; steal by I. Mahinmi),,56-50,,
2:26.0,,,56-50,,B. Beal misses 3-pt shot from 25 ft
2:25.0,,,56-50,,Offensive rebound by M. Morris
2:22.0,,,56-50,,O. Porter misses 3-pt shot from 26 ft
2:21.0,Defensive rebound by S. Ibaka,,56-50,,
2:03.0,S. Ibaka makes 3-pt shot from 27 ft (assist by P. Patterson),3,59-50,,
1:35.0,,,59-50,,I. Mahinmi misses 2-pt shot from 2 ft
1:34.0,Defensive rebound by D. Carroll,,59-50,,
1:16.0,Shooting foul by M. Morris (drawn by D. DeRozan),,59-50,,
1:16.0,D. DeRozan makes free throw 1 of 2,1,60-50,,
1:16.0,D. DeRozan makes free throw 2 of 2,1,61-50,,
1:16.0,P. Tucker enters the game for S. Ibaka,,60-50,,
1:07.0,,,61-50,,Shooting foul by D. DeRozan (drawn by O. Porter)
1:07.0,,,61-51,1,O. Porter makes free throw 1 of 2
1:07.0,,,61-52,1,O. Porter makes free throw 2 of 2
0:54.0,,,61-52,,Shooting block foul by I. Mahinmi (drawn by D. DeRozan)
0:54.0,D. DeRozan makes free throw 1 of 2,1,62-52,,
0:54.0,D. DeRozan misses free throw 2 of 2,,62-52,,
0:54.0,,,62-52,,Defensive rebound by O. Porter
0:42.0,,,62-52,,J. Wall misses 2-pt shot from 1 ft
0:41.0,Defensive rebound by P. Patterson,,62-52,,
0:34.0,D. DeRozan misses 2-pt shot from 6 ft,,62-52,,
0:33.0,,,62-52,,Defensive rebound by I. Mahinmi
0:25.0,,,62-52,,Shooting foul by D. Wright (drawn by O. Porter)
0:25.0,,,62-52,,O. Porter misses free throw 1 of 2
0:25.0,,,62-52,,Offensive rebound by Team
0:25.0,,,62-53,1,O. Porter makes free throw 2 of 2
0:25.0,,,62-52,,T. Satoransky enters the game for B. Beal
0:01.0,Turnover by Team (shot clock),,62-53,,
0:00.0,,,62-53,,J. Wall misses 3-pt shot from 50 ft
0:00.0,,,62-53,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,C. Joseph makes 2-pt shot from 20 ft (assist by D. DeRozan),2,64-53,,
11:14.0,,,64-53,,B. Beal misses 2-pt shot from 21 ft
11:13.0,Defensive rebound by S. Ibaka,,64-53,,
11:08.0,,,64-53,,Personal foul by J. Wall (drawn by C. Joseph)
10:55.0,C. Joseph misses 2-pt shot from 18 ft,,64-53,,
10:54.0,,,64-53,,Defensive rebound by J. Wall
10:49.0,,,64-56,3,O. Porter makes 3-pt shot from 26 ft (assist by J. Wall)
10:19.0,C. Joseph misses 2-pt shot from 13 ft,,64-56,,
10:18.0,,,64-56,,Defensive rebound by J. Wall
10:11.0,,,64-56,,O. Porter misses 3-pt shot from 27 ft
10:10.0,,,64-56,,Offensive rebound by J. Wall
9:58.0,,,64-58,2,M. Gortat makes 2-pt shot from 5 ft (assist by M. Morris)
9:39.0,D. Carroll makes 3-pt shot from 26 ft (assist by C. Joseph),3,67-58,,
9:26.0,,,67-60,2,B. Beal makes 2-pt shot at rim (assist by J. Wall)
9:18.0,Offensive foul by J. Valanciunas,,67-60,,
9:18.0,Turnover by J. Valanciunas (offensive foul),,67-60,,
9:05.0,,,67-60,,M. Gortat misses 2-pt shot from 18 ft
9:04.0,Defensive rebound by D. DeRozan,,67-60,,
8:58.0,Turnover by D. DeRozan (bad pass; steal by O. Porter),,67-60,,
8:51.0,,,67-60,,M. Morris misses 2-pt shot from 1 ft
8:50.0,,,67-60,,Offensive rebound by O. Porter
8:50.0,,,67-60,,Shooting foul by D. Carroll (drawn by O. Porter)
8:50.0,,,67-62,2,O. Porter makes 2-pt shot from 1 ft
8:50.0,,,67-63,1,O. Porter makes free throw 1 of 1
8:34.0,N. Powell enters the game for D. DeRozan,,67-63,,
8:34.0,P. Patterson enters the game for J. Valanciunas,,67-63,,
8:31.0,P. Patterson misses 2-pt shot from 6 ft (block by J. Wall),,67-63,,
8:29.0,,,67-63,,Defensive rebound by J. Wall
8:23.0,,,67-63,,O. Porter misses 2-pt shot from 4 ft
8:22.0,Defensive rebound by P. Patterson,,67-63,,
8:16.0,D. Carroll misses 3-pt shot from 26 ft (block by J. Wall),,67-63,,
8:14.0,,,67-63,,Defensive rebound by M. Gortat
8:08.0,,,67-63,,M. Morris misses 2-pt shot from 16 ft
8:07.0,Defensive rebound by N. Powell,,67-63,,
8:02.0,N. Powell makes 2-pt shot from 1 ft,2,69-63,,
7:45.0,,,69-65,2,M. Morris makes 2-pt shot at rim (assist by J. Wall)
7:25.0,S. Ibaka misses 3-pt shot from 26 ft,,69-65,,
7:24.0,,,69-65,,Defensive rebound by B. Beal
7:23.0,Personal foul by D. Carroll (drawn by B. Beal),,69-65,,
7:12.0,,,69-65,,Turnover by J. Wall (lost ball)
6:59.0,Turnover by C. Joseph (bad pass; steal by B. Beal),,69-65,,
6:54.0,,,69-65,,B. Beal misses 2-pt shot from 3 ft
6:52.0,Defensive rebound by D. Carroll,,69-65,,
6:45.0,,,69-65,,Personal foul by B. Beal (drawn by S. Ibaka)
6:41.0,P. Patterson misses 3-pt shot from 25 ft,,69-65,,
6:40.0,,,69-65,,Defensive rebound by J. Wall
6:31.0,,,69-67,2,J. Wall makes 2-pt shot from 17 ft
6:16.0,C. Joseph misses 2-pt shot from 2 ft,,69-67,,
6:15.0,,,69-67,,Defensive rebound by M. Gortat
6:08.0,,,69-67,,M. Gortat misses 2-pt shot from 3 ft (block by P. Patterson)
6:07.0,Defensive rebound by P. Patterson,,69-67,,
6:03.0,C. Joseph misses 2-pt shot at rim (block by J. Wall),,69-67,,
6:02.0,Offensive rebound by D. Carroll,,69-67,,
5:55.0,N. Powell misses 3-pt shot from 26 ft,,69-67,,
5:55.0,,,69-67,,Defensive rebound by Team
5:55.0,,,69-67,,Washington full timeout
5:54.0,D. DeRozan enters the game for N. Powell,,69-67,,
5:40.0,,,69-67,,J. Wall misses 2-pt shot from 18 ft
5:39.0,Defensive rebound by S. Ibaka,,69-67,,
5:31.0,D. DeRozan misses 2-pt shot from 3 ft,,69-67,,
5:30.0,,,69-67,,Defensive rebound by M. Gortat
5:14.0,,,69-67,,M. Morris misses 3-pt shot from 24 ft
5:13.0,Defensive rebound by D. DeRozan,,69-67,,
5:06.0,C. Joseph makes 2-pt shot from 2 ft,2,71-67,,
4:40.0,,,71-67,,J. Wall misses 2-pt shot from 2 ft
4:39.0,,,71-67,,Offensive rebound by J. Wall
4:38.0,,,71-69,2,J. Wall makes 2-pt shot from 1 ft
4:14.0,S. Ibaka misses 2-pt shot from 16 ft,,71-69,,
4:13.0,Offensive rebound by C. Joseph,,71-69,,
4:04.0,Turnover by C. Joseph (traveling),,71-69,,
4:04.0,,,71-69,,B. Bogdanovic enters the game for M. Morris
3:53.0,,,71-69,,B. Beal misses 2-pt shot from 2 ft
3:51.0,,,71-69,,Offensive rebound by B. Beal
3:37.0,,,71-69,,J. Wall misses 2-pt shot from 3 ft
3:36.0,,,71-69,,Offensive rebound by O. Porter
3:33.0,,,71-72,3,B. Beal makes 3-pt shot from 24 ft (assist by O. Porter)
3:06.0,D. DeRozan makes 3-pt shot from 32 ft (assist by S. Ibaka),3,74-72,,
2:57.0,,,74-74,2,B. Beal makes 2-pt shot from 15 ft (assist by J. Wall)
2:41.0,D. DeRozan makes 2-pt shot from 13 ft,2,76-74,,
2:26.0,,,76-74,,Offensive foul by M. Gortat
2:26.0,,,76-74,,Turnover by M. Gortat (offensive foul)
2:26.0,Toronto full timeout,,76-74,,
2:26.0,,,76-74,,K. Oubre enters the game for M. Gortat
2:26.0,,,76-74,,I. Mahinmi enters the game for B. Beal
2:26.0,P. Tucker enters the game for D. Carroll,,76-74,,
2:26.0,N. Powell enters the game for S. Ibaka,,76-74,,
2:26.0,D. Wright enters the game for C. Joseph,,76-74,,
2:26.0,Violation by Team (jump ball),,76-74,,
2:14.0,,,76-74,,Personal foul by I. Mahinmi (drawn by P. Patterson)
2:08.0,D. Wright makes 3-pt shot from 28 ft,3,79-74,,
1:54.0,,,79-74,,Shooting foul by P. Tucker (drawn by J. Wall)
1:54.0,,,79-75,1,J. Wall makes free throw 1 of 2
1:54.0,,,79-76,1,J. Wall makes free throw 2 of 2
1:36.0,P. Patterson misses 3-pt shot from 22 ft,,79-76,,
1:36.0,Offensive rebound by N. Powell,,79-76,,
1:33.0,N. Powell misses 2-pt shot from 15 ft,,79-76,,
1:32.0,,,79-76,,Defensive rebound by K. Oubre
1:23.0,,,79-76,,J. Wall misses 2-pt shot from 2 ft
1:23.0,Defensive rebound by D. DeRozan,,79-76,,
1:11.0,Turnover by D. Wright (traveling),,79-76,,
1:11.0,,,79-76,,B. Jennings enters the game for J. Wall
1:01.0,Personal foul by P. Tucker (drawn by O. Porter),,79-76,,
1:01.0,,,79-77,1,O. Porter makes free throw 1 of 2
1:01.0,,,79-78,1,O. Porter makes free throw 2 of 2
0:40.0,P. Tucker misses 2-pt shot from 1 ft,,79-78,,
0:39.0,,,79-78,,Defensive rebound by K. Oubre
0:33.0,,,79-78,,Turnover by B. Jennings (bad pass)
0:28.0,N. Powell misses 3-pt shot from 24 ft,,79-78,,
0:26.0,,,79-78,,Defensive rebound by B. Bogdanovic
0:03.0,,,79-78,,K. Oubre misses 3-pt shot from 23 ft
0:02.0,Defensive rebound by P. Patterson,,79-78,,
0:01.0,Turnover by P. Patterson (bad pass; steal by O. Porter),,79-78,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,79-78,,B. Jennings misses 2-pt shot from 16 ft (block by D. Wright)
11:41.0,Defensive rebound by N. Powell,,79-78,,
11:37.0,D. DeRozan makes 2-pt shot from 1 ft,2,81-78,,
11:28.0,,,81-78,,K. Oubre misses 2-pt shot from 21 ft
11:27.0,Defensive rebound by D. Wright,,81-78,,
11:09.0,P. Patterson misses 3-pt shot from 27 ft,,81-78,,
11:08.0,,,81-78,,Defensive rebound by M. Morris
10:53.0,,,81-78,,Turnover by M. Morris (lost ball; steal by P. Tucker)
10:32.0,Turnover by P. Tucker (bad pass; steal by I. Mahinmi),,81-78,,
10:21.0,,,81-81,3,M. Morris makes 3-pt shot from 26 ft (assist by B. Jennings)
9:57.0,D. DeRozan makes 2-pt shot from 16 ft,2,83-81,,
9:39.0,,,83-83,2,M. Morris makes 2-pt shot at rim (assist by B. Bogdanovic)
9:14.0,N. Powell misses 2-pt shot from 7 ft,,83-83,,
9:13.0,Offensive rebound by P. Tucker,,83-83,,
9:10.0,P. Tucker makes 2-pt shot at rim,2,85-83,,
9:08.0,,,85-83,,Technical foul by M. Morris
9:08.0,D. DeRozan makes technical free throw,1,86-83,,
8:53.0,,,86-83,,B. Jennings misses 3-pt shot from 25 ft
8:52.0,Defensive rebound by N. Powell,,86-83,,
8:45.0,N. Powell makes 2-pt shot from 1 ft,2,88-83,,
8:23.0,,,88-83,,Turnover by M. Morris (step out of bounds)
8:23.0,Official timeout,,88-83,,
8:23.0,,,88-83,,B. Beal enters the game for K. Oubre
7:58.0,P. Tucker misses 2-pt shot from 16 ft,,88-83,,
7:56.0,Offensive rebound by P. Patterson,,88-83,,
7:56.0,P. Patterson misses 2-pt shot from 1 ft,,88-83,,
7:55.0,Offensive rebound by P. Patterson,,88-83,,
7:55.0,P. Patterson misses 2-pt shot from 1 ft (block by I. Mahinmi),,88-83,,
7:54.0,,,88-83,,Defensive rebound by M. Morris
7:45.0,,,88-83,,J. Wall enters the game for B. Jennings
7:39.0,,,88-83,,B. Bogdanovic misses 3-pt shot from 24 ft
7:38.0,,,88-83,,Offensive rebound by I. Mahinmi
7:37.0,,,88-85,2,I. Mahinmi makes 2-pt shot from 2 ft
7:13.0,Shooting foul by I. Mahinmi (drawn by N. Powell),,88-85,,
7:13.0,N. Powell makes free throw 1 of 2,1,89-85,,
7:13.0,N. Powell makes free throw 2 of 2,1,90-85,,
7:13.0,S. Ibaka enters the game for P. Patterson,,89-85,,
6:59.0,,,90-85,,B. Beal misses 2-pt shot from 2 ft
6:58.0,,,90-85,,Offensive rebound by I. Mahinmi
6:57.0,,,90-87,2,I. Mahinmi makes 2-pt shot from 1 ft
6:42.0,N. Powell makes 2-pt shot from 4 ft,2,92-87,,
6:42.0,Shooting foul by M. Morris (drawn by N. Powell),,92-87,,
6:42.0,N. Powell makes free throw 1 of 1,1,93-87,,
6:29.0,,,93-89,2,B. Bogdanovic makes 2-pt shot from 16 ft (assist by J. Wall)
6:13.0,D. DeRozan makes 2-pt shot from 16 ft,2,95-89,,
6:00.0,,,95-91,2,B. Beal makes 2-pt shot from 5 ft (assist by J. Wall)
6:00.0,,,95-91,,Shooting foul by N. Powell (drawn by B. Beal)
6:00.0,,,95-91,,B. Beal misses free throw 1 of 1
6:00.0,,,95-91,,M. Gortat enters the game for I. Mahinmi
6:00.0,,,95-91,,O. Porter enters the game for B. Bogdanovic
5:58.0,Defensive rebound by S. Ibaka,,95-91,,
5:46.0,,,95-91,,Def 3 sec tech foul by M. Morris
5:46.0,,,95-91,,Washington full timeout
5:46.0,D. DeRozan misses technical free throw,,95-91,,
5:46.0,Offensive rebound by Team,,95-91,,
