time,Miami,pts.away,score,pts.home,New York
9:39.0,,,34-30,,Personal foul by L. Galloway (drawn by M. Chalmers)
9:26.0,Shooting foul by J. Smith (drawn by L. Deng),,34-30,,
9:26.0,L. Deng makes free throw 1 of 2,1,35-30,,
9:26.0,,,35-30,,T. Wear enters the game for A. Bargnani
9:26.0,L. Deng makes free throw 2 of 2,1,36-30,,
9:02.0,,,36-33,3,T. Hardaway makes 3-pt shot from 24 ft (assist by T. Wear)
8:48.0,M. Chalmers makes 2-pt shot from 2 ft (assist by S. Napier),2,38-33,,
8:43.0,,,38-33,,New York full timeout
8:25.0,,,38-35,2,L. Galloway makes 2-pt shot from 8 ft (assist by C. Early)
8:02.0,T. Johnson makes 2-pt shot from 22 ft (assist by S. Napier),2,40-35,,
7:52.0,,,40-35,,Turnover by J. Smith (bad pass)
7:52.0,,,40-35,,J. Calderon enters the game for T. Hardaway
7:52.0,D. Wade enters the game for M. Chalmers,,40-35,,
7:39.0,Turnover by S. Napier (step out of bounds),,40-35,,
7:24.0,,,40-37,2,T. Wear makes 2-pt shot from 13 ft (assist by J. Calderon)
7:13.0,C. Andersen misses 3-pt shot from 24 ft,,40-37,,
7:12.0,Offensive rebound by L. Deng,,40-37,,
7:11.0,Turnover by L. Deng (lost ball; steal by T. Wear),,40-37,,
7:07.0,,,40-37,,Shooting foul by C. Andersen (drawn by L. Galloway)
7:07.0,,,40-38,1,L. Galloway makes free throw 1 of 2
7:07.0,,,40-38,,L. Amundson enters the game for J. Smith
7:07.0,H. Whiteside enters the game for C. Andersen,,40-38,,
7:07.0,,,40-39,1,L. Galloway makes free throw 2 of 2
6:51.0,S. Napier makes 3-pt shot from 24 ft (assist by L. Deng),3,43-39,,
6:40.0,,,43-39,,L. Galloway misses 2-pt shot from 17 ft
6:39.0,Defensive rebound by H. Whiteside,,43-39,,
6:32.0,D. Wade makes 2-pt shot at rim (assist by S. Napier),2,45-39,,
6:17.0,,,45-39,,L. Galloway misses 3-pt shot from 25 ft
6:16.0,Defensive rebound by T. Johnson,,45-39,,
6:06.0,Turnover by S. Napier (bad pass; steal by L. Galloway),,45-39,,
5:53.0,,,45-41,2,J. Calderon makes 2-pt shot from 13 ft
5:34.0,Turnover by D. Wade (bad pass; steal by J. Calderon),,45-41,,
5:25.0,,,45-41,,J. Calderon misses 2-pt shot from 20 ft
5:24.0,Defensive rebound by S. Napier,,45-41,,
5:17.0,Miami full timeout,,45-41,,
5:17.0,,,45-41,,T. Hardaway enters the game for C. Early
5:17.0,,,45-41,,L. Thomas enters the game for L. Galloway
5:17.0,U. Haslem enters the game for L. Deng,,45-41,,
5:04.0,H. Whiteside misses 2-pt shot from 2 ft (block by T. Wear),,45-41,,
5:03.0,,,45-41,,Defensive rebound by L. Thomas
4:57.0,,,45-43,2,L. Amundson makes 2-pt shot from 2 ft (assist by T. Hardaway)
4:44.0,Shooting foul by L. Amundson (drawn by D. Wade),,45-43,,
4:44.0,D. Wade makes free throw 1 of 2,1,46-43,,
4:44.0,,,46-43,,C. Aldrich enters the game for L. Amundson
4:44.0,D. Wade makes free throw 2 of 2,1,47-43,,
4:25.0,,,47-43,,L. Thomas misses 2-pt shot from 3 ft (block by H. Whiteside)
4:24.0,Defensive rebound by S. Napier,,47-43,,
4:18.0,S. Napier makes 2-pt shot from 1 ft,2,49-43,,
4:09.0,,,49-43,,Turnover by T. Hardaway (lost ball; steal by S. Napier)
3:56.0,H. Whiteside misses 2-pt shot from 3 ft,,49-43,,
3:55.0,,,49-43,,Defensive rebound by C. Aldrich
3:43.0,,,49-43,,L. Thomas misses 2-pt shot at rim (block by H. Whiteside)
3:42.0,Defensive rebound by U. Haslem,,49-43,,
3:34.0,Shooting foul by C. Aldrich (drawn by H. Whiteside),,49-43,,
3:34.0,Technical foul by H. Whiteside,,49-43,,
3:34.0,,,49-44,1,J. Calderon makes technical free throw
3:34.0,H. Whiteside makes free throw 1 of 2,1,50-44,,
3:34.0,M. Chalmers enters the game for S. Napier,,50-44,,
3:34.0,H. Whiteside makes free throw 2 of 2,1,51-44,,
3:16.0,,,51-44,,Turnover by C. Aldrich (bad pass; steal by M. Chalmers)
3:09.0,Turnover by H. Whiteside (3 sec),,51-44,,
2:53.0,,,51-44,,T. Wear misses 2-pt shot from 18 ft
2:52.0,Defensive rebound by M. Chalmers,,51-44,,
2:33.0,T. Johnson makes 3-pt shot from 25 ft (assist by U. Haslem),3,54-44,,
2:22.0,,,54-44,,New York full timeout
2:22.0,Official timeout,,54-44,,
2:22.0,,,54-44,,A. Bargnani enters the game for C. Aldrich
2:22.0,,,54-44,,J. Smith enters the game for T. Wear
2:22.0,L. Deng enters the game for H. Whiteside,,54-44,,
2:16.0,,,54-46,2,J. Calderon makes 2-pt shot from 1 ft (assist by J. Smith)
2:03.0,,,54-46,,Personal foul by T. Hardaway (drawn by T. Johnson)
2:03.0,T. Johnson misses free throw 1 of 2,,54-46,,
2:03.0,Offensive rebound by Team,,54-46,,
2:03.0,T. Johnson makes free throw 2 of 2,1,55-46,,
1:38.0,,,55-46,,J. Calderon misses 3-pt shot from 25 ft
1:37.0,,,55-46,,Offensive rebound by L. Thomas
1:37.0,,,55-46,,L. Thomas misses 2-pt shot from 1 ft
1:36.0,Defensive rebound by D. Wade,,55-46,,
1:27.0,D. Wade makes 2-pt shot at rim (assist by M. Chalmers),2,57-46,,
1:15.0,,,57-46,,L. Thomas misses 2-pt shot from 20 ft
1:14.0,Defensive rebound by T. Johnson,,57-46,,
0:51.0,L. Deng misses 3-pt shot from 23 ft,,57-46,,
0:50.0,,,57-46,,Defensive rebound by J. Calderon
0:45.0,Personal foul by M. Chalmers (drawn by J. Calderon),,57-46,,
0:45.0,,,57-46,,J. Calderon misses free throw 1 of 2
0:45.0,,,57-46,,Offensive rebound by Team
0:45.0,,,57-46,,L. Galloway enters the game for T. Hardaway
0:45.0,,,57-46,,J. Calderon misses free throw 2 of 2
0:44.0,Defensive rebound by L. Deng,,57-46,,
0:28.0,Shooting foul by A. Bargnani (drawn by U. Haslem),,57-46,,
0:28.0,U. Haslem makes free throw 1 of 2,1,58-46,,
0:28.0,U. Haslem misses free throw 2 of 2,,58-46,,
0:27.0,,,58-46,,Defensive rebound by A. Bargnani
0:06.0,,,58-48,2,J. Calderon makes 2-pt shot at rim
0:01.0,M. Chalmers misses 3-pt shot from 25 ft,,58-48,,
0:00.0,Offensive rebound by Team,,58-48,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,U. Haslem makes 2-pt shot from 1 ft (assist by L. Deng),2,60-48,,
11:26.0,Personal foul by D. Wade (drawn by J. Smith),,60-48,,
11:19.0,,,60-50,2,L. Amundson makes 2-pt shot from 1 ft (assist by J. Smith)
11:19.0,,,60-50,,Shooting foul by H. Whiteside (drawn by L. Amundson)
11:19.0,,,60-51,1,L. Amundson makes free throw 1 of 1
10:59.0,L. Deng misses 2-pt shot from 19 ft,,60-51,,
10:58.0,,,60-51,,Defensive rebound by J. Smith
10:52.0,,,60-51,,Turnover by J. Calderon (bad pass; steal by L. Deng)
10:48.0,Turnover by L. Deng (bad pass; steal by C. Early),,60-51,,
10:44.0,,,60-51,,J. Smith misses 2-pt shot from 2 ft
10:43.0,Defensive rebound by L. Deng,,60-51,,
10:39.0,,,60-51,,Shooting block foul by J. Calderon (drawn by M. Chalmers)
10:39.0,M. Chalmers makes free throw 1 of 2,1,61-51,,
10:39.0,M. Chalmers makes free throw 2 of 2,1,62-51,,
10:20.0,,,62-53,2,L. Amundson makes 2-pt shot from 3 ft (assist by J. Calderon)
10:09.0,Turnover by L. Deng (bad pass),,62-53,,
9:50.0,,,62-55,2,J. Smith makes 2-pt shot from 13 ft
9:39.0,,,62-55,,Personal foul by L. Galloway (drawn by D. Wade)
9:31.0,D. Wade misses 2-pt shot from 12 ft,,62-55,,
9:29.0,Offensive rebound by H. Whiteside,,62-55,,
9:25.0,D. Wade makes 2-pt shot from 1 ft (assist by H. Whiteside),2,64-55,,
9:08.0,,,64-57,2,L. Amundson makes 2-pt shot at rim (assist by J. Calderon)
8:57.0,Shooting foul by L. Amundson (drawn by U. Haslem),,64-57,,
8:57.0,U. Haslem misses free throw 1 of 2,,64-57,,
8:57.0,Offensive rebound by Team,,64-57,,
8:57.0,,,64-57,,A. Bargnani enters the game for L. Amundson
8:57.0,U. Haslem makes free throw 2 of 2,1,65-57,,
8:45.0,,,65-57,,Turnover by J. Smith (bad pass; steal by H. Whiteside)
8:37.0,D. Wade misses 2-pt shot from 19 ft,,65-57,,
8:36.0,,,65-57,,Defensive rebound by J. Smith
8:24.0,,,65-57,,A. Bargnani misses 2-pt shot from 11 ft
8:23.0,Defensive rebound by H. Whiteside,,65-57,,
8:13.0,D. Wade misses 2-pt shot from 12 ft,,65-57,,
8:12.0,,,65-57,,Defensive rebound by J. Smith
8:05.0,,,65-59,2,L. Galloway makes 2-pt shot from 1 ft (assist by J. Calderon)
7:48.0,,,65-59,,Personal foul by J. Smith (drawn by U. Haslem)
7:38.0,M. Chalmers makes 2-pt shot from 11 ft (assist by L. Deng),2,67-59,,
7:23.0,,,67-59,,Turnover by J. Calderon (bad pass)
7:02.0,H. Whiteside makes 2-pt shot from 2 ft,2,69-59,,
6:53.0,,,69-59,,J. Smith misses 2-pt shot from 20 ft
6:52.0,Defensive rebound by M. Chalmers,,69-59,,
6:46.0,,,69-59,,Personal foul by A. Bargnani (drawn by H. Whiteside)
6:46.0,H. Whiteside misses free throw 1 of 2,,69-59,,
6:46.0,Offensive rebound by Team,,69-59,,
6:46.0,S. Napier enters the game for M. Chalmers,,69-59,,
6:46.0,J. Ennis enters the game for L. Deng,,69-59,,
6:46.0,H. Whiteside makes free throw 2 of 2,1,70-59,,
6:34.0,,,70-59,,L. Galloway misses 2-pt shot from 19 ft
6:33.0,Defensive rebound by H. Whiteside,,70-59,,
6:26.0,Turnover by S. Napier (lost ball; steal by J. Calderon),,70-59,,
6:17.0,,,70-59,,C. Early misses 2-pt shot from 1 ft
6:16.0,Defensive rebound by S. Napier,,70-59,,
5:59.0,Turnover by D. Wade (step out of bounds),,70-59,,
5:59.0,,,70-59,,New York full timeout
5:59.0,,,70-59,,T. Hardaway enters the game for C. Early
5:59.0,,,70-59,,Q. Acy enters the game for J. Smith
5:59.0,,,70-59,,L. Thomas enters the game for L. Galloway
5:49.0,Violation by H. Whiteside (def goaltending),,70-59,,
5:49.0,,,70-61,2,J. Calderon makes 2-pt shot from 2 ft
5:41.0,,,70-61,,Personal foul by A. Bargnani (drawn by H. Whiteside)
5:41.0,H. Whiteside misses free throw 1 of 2,,70-61,,
5:41.0,Offensive rebound by Team,,70-61,,
5:41.0,H. Whiteside makes free throw 2 of 2,1,71-61,,
5:24.0,,,71-61,,J. Calderon misses 3-pt shot from 25 ft
5:22.0,Defensive rebound by D. Wade,,71-61,,
5:03.0,H. Whiteside makes 2-pt shot at rim (assist by D. Wade),2,73-61,,
4:53.0,Personal foul by D. Wade (drawn by L. Thomas),,73-61,,
4:45.0,,,73-61,,L. Thomas misses 2-pt shot from 3 ft
4:43.0,Defensive rebound by D. Wade,,73-61,,
4:39.0,Offensive foul by H. Whiteside,,73-61,,
4:39.0,Turnover by H. Whiteside (offensive foul),,73-61,,
4:39.0,C. Andersen enters the game for H. Whiteside,,73-61,,
4:39.0,M. Chalmers enters the game for D. Wade,,73-61,,
4:22.0,,,73-64,3,T. Hardaway makes 3-pt shot from 25 ft (assist by J. Calderon)
4:15.0,Miami full timeout,,73-64,,
4:05.0,J. Ennis misses 3-pt shot from 24 ft,,73-64,,
4:04.0,Offensive rebound by Team,,73-64,,
4:04.0,,,73-64,,Loose ball foul by A. Bargnani (drawn by C. Andersen)
4:04.0,C. Andersen makes free throw 1 of 2,1,74-64,,
4:04.0,,,74-64,,J. Smith enters the game for A. Bargnani
4:04.0,C. Andersen makes free throw 2 of 2,1,75-64,,
3:58.0,,,75-64,,Offensive foul by Q. Acy
3:58.0,,,75-64,,Turnover by Q. Acy (offensive foul)
3:43.0,S. Napier makes 3-pt shot from 26 ft (assist by M. Chalmers),3,78-64,,
3:29.0,,,78-64,,L. Thomas misses 2-pt shot from 4 ft
3:28.0,Defensive rebound by U. Haslem,,78-64,,
3:20.0,J. Ennis misses 2-pt shot from 20 ft,,78-64,,
3:19.0,,,78-64,,Defensive rebound by Q. Acy
3:17.0,,,78-64,,Turnover by Q. Acy (lost ball; steal by M. Chalmers)
3:14.0,M. Chalmers misses 2-pt shot at rim,,78-64,,
3:13.0,Offensive rebound by J. Ennis,,78-64,,
3:13.0,J. Ennis makes 2-pt shot at rim,2,80-64,,
2:57.0,,,80-64,,Turnover by L. Thomas (lost ball)
2:49.0,Turnover by S. Napier (lost ball),,80-64,,
2:49.0,,,80-64,,T. Wear enters the game for L. Thomas
2:28.0,,,80-64,,T. Wear misses 2-pt shot from 15 ft
2:27.0,Defensive rebound by U. Haslem,,80-64,,
2:26.0,,,80-64,,Personal foul by Q. Acy (drawn by U. Haslem)
2:26.0,U. Haslem misses free throw 1 of 2,,80-64,,
2:26.0,Offensive rebound by Team,,80-64,,
2:26.0,,,80-64,,L. Galloway enters the game for J. Calderon
2:26.0,U. Haslem misses free throw 2 of 2,,80-64,,
2:25.0,,,80-64,,Defensive rebound by J. Smith
2:19.0,,,80-64,,Shooting foul by J. Ennis (drawn by T. Hardaway)
2:19.0,,,80-65,1,T. Hardaway makes free throw 1 of 2
2:19.0,L. Deng enters the game for U. Haslem,,80-65,,
2:19.0,,,80-66,1,T. Hardaway makes free throw 2 of 2
1:59.0,M. Chalmers makes 3-pt shot from 24 ft (assist by L. Deng),3,83-66,,
1:37.0,,,83-66,,J. Smith misses 2-pt shot from 15 ft
1:36.0,,,83-66,,Offensive rebound by Q. Acy
1:14.0,,,83-68,2,L. Galloway makes 2-pt shot from 19 ft (assist by T. Hardaway)
1:03.0,,,83-68,,Personal foul by Q. Acy (drawn by M. Chalmers)
1:03.0,M. Chalmers makes free throw 1 of 2,1,84-68,,
1:03.0,T. Johnson enters the game for J. Ennis,,84-68,,
1:03.0,M. Chalmers makes free throw 2 of 2,1,85-68,,
0:52.0,,,85-68,,Turnover by T. Hardaway (lost ball; steal by M. Chalmers)
0:48.0,S. Napier misses 2-pt shot from 1 ft,,85-68,,
0:47.0,Offensive rebound by C. Andersen,,85-68,,
0:47.0,C. Andersen makes 2-pt shot from 2 ft,2,87-68,,
0:33.0,,,87-68,,T. Wear misses 2-pt shot from 12 ft
0:32.0,Defensive rebound by T. Johnson,,87-68,,
0:14.0,S. Napier misses 2-pt shot from 19 ft,,87-68,,
0:12.0,,,87-68,,Defensive rebound by T. Hardaway
0:03.0,,,87-68,,T. Hardaway misses 3-pt shot from 24 ft
0:02.0,Defensive rebound by S. Napier,,87-68,,
0:00.0,M. Chalmers misses 3-pt shot from 53 ft,,87-68,,
0:00.0,Offensive rebound by Team,,87-68,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,87-68,,Q. Acy misses 3-pt shot from 26 ft
11:46.0,Defensive rebound by T. Johnson,,87-68,,
11:26.0,C. Andersen misses 2-pt shot from 2 ft (block by C. Aldrich),,87-68,,
11:25.0,,,87-68,,Defensive rebound by T. Wear
11:15.0,,,87-70,2,Q. Acy makes 2-pt shot from 1 ft (assist by T. Hardaway)
11:03.0,T. Johnson misses 2-pt shot from 17 ft,,87-70,,
11:02.0,Offensive rebound by Team,,87-70,,
11:02.0,,,87-70,,Loose ball foul by T. Wear (drawn by C. Andersen)
10:51.0,T. Johnson makes 3-pt shot from 23 ft (assist by C. Andersen),3,90-70,,
10:26.0,,,90-73,3,L. Galloway makes 3-pt shot from 25 ft (assist by T. Wear)
10:06.0,T. Johnson misses 3-pt shot from 26 ft,,90-73,,
10:05.0,Offensive rebound by Team,,90-73,,
10:03.0,T. Johnson misses 2-pt shot from 21 ft,,90-73,,
10:02.0,,,90-73,,Defensive rebound by C. Aldrich
9:53.0,,,90-73,,Turnover by L. Galloway (bad pass; steal by M. Chalmers)
9:52.0,,,90-73,,Personal foul by L. Galloway (drawn by M. Chalmers)
9:38.0,L. Deng makes 2-pt shot from 22 ft (assist by S. Napier),2,92-73,,
9:26.0,,,92-73,,Turnover by Q. Acy (lost ball; steal by M. Chalmers)
9:20.0,T. Johnson makes 2-pt shot at rim (assist by M. Chalmers),2,94-73,,
9:19.0,,,94-73,,New York full timeout
9:19.0,,,94-73,,C. Early enters the game for T. Wear
8:58.0,,,94-73,,T. Hardaway misses 2-pt shot from 17 ft
8:57.0,Defensive rebound by L. Deng,,94-73,,
8:44.0,Turnover by L. Deng (bad pass; steal by T. Hardaway),,94-73,,
8:38.0,,,94-75,2,Q. Acy makes 2-pt shot from 1 ft (assist by L. Galloway)
8:22.0,L. Deng misses 2-pt shot from 15 ft,,94-75,,
8:21.0,,,94-75,,Defensive rebound by T. Hardaway
8:18.0,,,94-75,,Turnover by T. Hardaway (bad pass; steal by L. Deng)
7:55.0,M. Chalmers misses 3-pt shot from 23 ft,,94-75,,
7:54.0,,,94-75,,Defensive rebound by L. Galloway
7:40.0,,,94-75,,C. Early misses 2-pt shot from 1 ft
7:39.0,Defensive rebound by S. Napier,,94-75,,
7:35.0,M. Chalmers misses 3-pt shot from 24 ft,,94-75,,
7:34.0,,,94-75,,Defensive rebound by Team
7:34.0,,,94-75,,A. Bargnani enters the game for C. Aldrich
7:34.0,,,94-75,,J. Calderon enters the game for T. Hardaway
7:21.0,,,94-75,,Q. Acy misses 2-pt shot from 19 ft
7:20.0,Defensive rebound by S. Napier,,94-75,,
7:10.0,C. Andersen makes 2-pt shot at rim (assist by M. Chalmers),2,96-75,,
7:09.0,,,96-75,,New York full timeout
7:09.0,J. Ennis enters the game for M. Chalmers,,96-75,,
6:58.0,,,96-75,,Shooting foul by C. Andersen (drawn by A. Bargnani)
