time,Portland,pts.away,score,pts.home,Minnesota
0:03.0,,,30-29,,Personal take foul by L. Brown (drawn by S. Blake)
0:03.0,,,30-29,,A. Payne enters the game for N. Pekovic
0:01.0,A. Afflalo misses 2-pt shot from 20 ft,,30-29,,
0:00.0,,,30-29,,Defensive rebound by G. Dieng
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,30-29,,Turnover by Z. LaVine (traveling)
11:36.0,N. Batum misses 2-pt shot from 2 ft (block by G. Dieng),,30-29,,
11:35.0,,,30-29,,Defensive rebound by G. Neal
11:23.0,,,30-31,2,G. Neal makes 2-pt shot from 19 ft
11:07.0,A. Afflalo misses 2-pt shot from 10 ft,,30-31,,
11:06.0,,,30-31,,Defensive rebound by A. Payne
10:52.0,,,30-33,2,K. Martin makes 2-pt shot at rim (assist by G. Dieng)
10:34.0,N. Batum makes 2-pt shot from 21 ft (assist by C. Kaman),2,32-33,,
10:12.0,,,32-33,,Z. LaVine misses 2-pt shot from 1 ft
10:11.0,Defensive rebound by C. Kaman,,32-33,,
10:10.0,Turnover by C. Kaman (lost ball; steal by Z. LaVine),,32-33,,
10:07.0,,,32-33,,Turnover by G. Dieng (bad pass; steal by C. Kaman)
9:57.0,D. Wright misses 3-pt shot from 24 ft,,32-33,,
9:56.0,Offensive rebound by C. Kaman,,32-33,,
9:53.0,C. Kaman misses 2-pt shot from 13 ft,,32-33,,
9:52.0,,,32-33,,Defensive rebound by G. Dieng
9:44.0,,,32-35,2,A. Payne makes 2-pt shot from 7 ft (assist by K. Martin)
9:44.0,,,32-35,,Shooting foul by D. Wright (drawn by A. Payne)
9:44.0,,,32-36,1,A. Payne makes free throw 1 of 1
9:22.0,A. Afflalo makes 2-pt shot from 5 ft,2,34-36,,
9:06.0,,,34-36,,K. Martin misses 2-pt shot from 9 ft
9:05.0,Defensive rebound by C. Kaman,,34-36,,
8:53.0,C. Kaman makes 2-pt shot from 1 ft (assist by S. Blake),2,36-36,,
8:40.0,Def 3 sec tech foul by C. Kaman,,36-36,,
8:40.0,,,36-36,,Minnesota full timeout
8:40.0,,,36-36,,G. Neal misses technical free throw
8:40.0,,,36-36,,Offensive rebound by Team
8:36.0,,,36-38,2,G. Neal makes 2-pt shot at rim (assist by K. Martin)
8:22.0,N. Batum makes 2-pt shot at rim (assist by S. Blake),2,38-38,,
8:11.0,,,38-38,,Offensive foul by G. Dieng
8:11.0,,,38-38,,Turnover by G. Dieng (offensive foul)
8:11.0,D. Lillard enters the game for S. Blake,,38-38,,
8:11.0,,,38-38,,A. Wiggins enters the game for K. Martin
8:00.0,D. Wright misses 2-pt shot from 9 ft,,38-38,,
7:59.0,Offensive rebound by C. Kaman,,38-38,,
7:54.0,C. Kaman misses 2-pt shot at rim,,38-38,,
7:51.0,,,38-38,,Defensive rebound by A. Payne
7:43.0,,,38-38,,Turnover by Z. LaVine (bad pass; steal by D. Lillard)
7:38.0,D. Wright makes 2-pt shot at rim (assist by D. Lillard),2,40-38,,
7:17.0,,,40-40,2,G. Neal makes 2-pt shot from 11 ft
6:59.0,D. Lillard makes 3-pt shot from 24 ft,3,43-40,,
6:44.0,Personal foul by A. Afflalo (drawn by G. Neal),,43-40,,
6:44.0,R. Lopez enters the game for C. Kaman,,43-40,,
6:44.0,,,43-40,,R. Rubio enters the game for Z. LaVine
6:29.0,,,43-40,,Turnover by Team (shot clock)
6:14.0,D. Wright makes 3-pt shot from 23 ft (assist by D. Lillard),3,46-40,,
5:59.0,,,46-40,,G. Neal misses 2-pt shot from 20 ft
5:58.0,,,46-40,,Offensive rebound by A. Wiggins
5:46.0,,,46-40,,G. Dieng misses 2-pt shot from 16 ft
5:45.0,Defensive rebound by D. Lillard,,46-40,,
5:32.0,N. Batum makes 3-pt shot from 24 ft,3,49-40,,
5:31.0,,,49-40,,Minnesota full timeout
5:31.0,,,49-40,,N. Pekovic enters the game for G. Dieng
5:31.0,,,49-40,,K. Garnett enters the game for A. Payne
5:31.0,L. Aldridge enters the game for D. Wright,,49-40,,
5:31.0,C. McCollum enters the game for A. Afflalo,,49-40,,
5:17.0,,,49-40,,A. Wiggins misses 2-pt shot from 1 ft
5:15.0,Defensive rebound by N. Batum,,49-40,,
5:15.0,Turnover by N. Batum (lost ball; steal by A. Wiggins),,49-40,,
5:15.0,,,49-40,,Shooting foul by N. Batum (drawn by A. Wiggins)
5:15.0,,,49-41,1,A. Wiggins makes free throw 1 of 2
5:15.0,A. Gee enters the game for N. Batum,,49-41,,
5:15.0,,,49-41,,A. Wiggins misses free throw 2 of 2
5:14.0,,,49-41,,Offensive rebound by K. Garnett
5:00.0,,,49-41,,K. Garnett misses 2-pt shot from 17 ft
4:58.0,Defensive rebound by A. Gee,,49-41,,
4:47.0,C. McCollum misses 2-pt shot from 20 ft,,49-41,,
4:46.0,,,49-41,,Defensive rebound by N. Pekovic
4:36.0,,,49-41,,G. Neal misses 2-pt shot from 16 ft
4:35.0,Defensive rebound by A. Gee,,49-41,,
4:24.0,L. Aldridge makes 2-pt shot from 16 ft (assist by D. Lillard),2,51-41,,
4:12.0,Personal foul by A. Gee (drawn by A. Wiggins),,51-41,,
4:06.0,,,51-43,2,G. Neal makes 2-pt shot from 16 ft (assist by A. Wiggins)
3:44.0,C. McCollum misses 2-pt shot at rim,,51-43,,
3:42.0,Offensive rebound by R. Lopez,,51-43,,
3:22.0,C. McCollum misses 2-pt shot from 8 ft (block by A. Wiggins),,51-43,,
3:20.0,Jump ball: C. McCollum vs. A. Wiggins (N. Pekovic gains possession),,,,Jump ball: C. McCollum vs. A. Wiggins (N. Pekovic gains possession)
3:20.0,,,51-43,,Offensive rebound by Team
3:08.0,,,51-43,,K. Garnett misses 2-pt shot from 17 ft
3:06.0,Defensive rebound by D. Lillard,,51-43,,
3:02.0,D. Lillard misses 2-pt shot from 1 ft,,51-43,,
3:00.0,,,51-43,,Defensive rebound by K. Garnett
2:54.0,,,51-45,2,R. Rubio makes 2-pt shot from 10 ft
2:54.0,Portland full timeout,,51-45,,
2:54.0,A. Afflalo enters the game for C. McCollum,,51-45,,
2:34.0,A. Afflalo misses 2-pt shot from 14 ft,,51-45,,
2:33.0,,,51-45,,Defensive rebound by A. Wiggins
2:14.0,,,51-45,,Turnover by K. Garnett (bad pass; steal by A. Gee)
2:05.0,D. Lillard makes 2-pt shot from 12 ft,2,53-45,,
1:52.0,,,53-45,,Shooting foul by A. Afflalo (drawn by G. Neal)
1:52.0,,,53-46,1,G. Neal makes free throw 1 of 2
1:52.0,N. Batum enters the game for A. Afflalo,,53-46,,
1:52.0,,,53-47,1,G. Neal makes free throw 2 of 2
1:34.0,Shooting foul by K. Garnett (drawn by R. Lopez),,53-47,,
1:34.0,R. Lopez makes free throw 1 of 2,1,54-47,,
1:34.0,R. Lopez makes free throw 2 of 2,1,55-47,,
1:19.0,,,55-47,,A. Wiggins misses 2-pt shot from 8 ft
1:18.0,Defensive rebound by D. Lillard,,55-47,,
1:04.0,D. Lillard misses 2-pt shot from 1 ft,,55-47,,
1:03.0,,,55-47,,Defensive rebound by G. Neal
0:55.0,,,55-47,,N. Pekovic misses 2-pt shot from 6 ft
0:55.0,,,55-47,,Offensive rebound by A. Wiggins
0:55.0,,,55-49,2,A. Wiggins makes 2-pt shot at rim
0:36.0,Shooting foul by G. Neal (drawn by A. Gee),,55-49,,
0:36.0,A. Gee misses free throw 1 of 2,,55-49,,
0:36.0,Offensive rebound by Team,,55-49,,
0:36.0,,,55-49,,Minnesota full timeout
0:36.0,A. Gee misses free throw 2 of 2,,55-49,,
0:36.0,,,55-49,,Defensive rebound by R. Rubio
0:27.0,,,55-51,2,K. Garnett makes 2-pt shot from 21 ft (assist by R. Rubio)
0:20.0,Portland full timeout,,55-51,,
0:20.0,,,55-51,,G. Dieng enters the game for N. Pekovic
0:20.0,D. Wright enters the game for R. Lopez,,55-51,,
0:20.0,C. McCollum enters the game for A. Gee,,55-51,,
0:08.0,Offensive charge foul by D. Lillard,,55-51,,
0:08.0,Turnover by D. Lillard (offensive foul),,55-51,,
0:08.0,,,55-51,,K. Martin enters the game for G. Dieng
0:08.0,A. Gee enters the game for C. McCollum,,55-51,,
0:00.0,,,55-51,,R. Rubio misses 2-pt shot from 14 ft
0:00.0,,,55-51,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,,,55-53,2,K. Martin makes 2-pt shot from 19 ft
11:23.0,N. Batum misses 2-pt shot from 17 ft,,55-53,,
11:22.0,,,55-53,,Defensive rebound by K. Garnett
11:18.0,,,55-55,2,K. Martin makes 2-pt shot at rim (assist by R. Rubio)
10:58.0,Turnover by N. Batum (bad pass; steal by K. Martin),,55-55,,
10:50.0,,,55-55,,K. Martin misses 2-pt shot from 16 ft
10:49.0,Defensive rebound by D. Lillard,,55-55,,
10:37.0,Turnover by L. Aldridge (lost ball; steal by A. Wiggins),,55-55,,
10:31.0,,,55-57,2,A. Wiggins makes 2-pt shot at rim
10:07.0,D. Lillard misses 2-pt shot from 19 ft,,55-57,,
10:06.0,Offensive rebound by R. Lopez,,55-57,,
9:56.0,L. Aldridge misses 2-pt shot from 16 ft,,55-57,,
9:55.0,,,55-57,,Defensive rebound by K. Martin
9:38.0,,,55-59,2,A. Wiggins makes 2-pt shot from 13 ft
9:37.0,Portland full timeout,,55-59,,
9:20.0,A. Afflalo misses 3-pt shot from 23 ft,,55-59,,
9:19.0,,,55-59,,Defensive rebound by R. Rubio
9:07.0,,,55-59,,N. Pekovic misses 2-pt shot from 2 ft
9:06.0,Defensive rebound by L. Aldridge,,55-59,,
8:54.0,N. Batum makes 2-pt shot from 15 ft,2,57-59,,
8:38.0,,,57-61,2,A. Wiggins makes 2-pt shot from 1 ft (assist by K. Garnett)
8:15.0,D. Lillard misses 2-pt shot from 17 ft,,57-61,,
8:14.0,,,57-61,,Defensive rebound by K. Garnett
8:05.0,,,57-63,2,K. Martin makes 2-pt shot from 18 ft
7:51.0,,,57-63,,Personal foul by R. Rubio (drawn by R. Lopez)
7:35.0,D. Lillard makes 3-pt shot from 24 ft,3,60-63,,
7:17.0,,,60-63,,N. Pekovic misses 2-pt shot from 2 ft
7:16.0,Defensive rebound by L. Aldridge,,60-63,,
7:11.0,D. Lillard makes 2-pt shot at rim,2,62-63,,
6:58.0,,,62-65,2,A. Wiggins makes 2-pt shot at rim (assist by R. Rubio)
6:41.0,D. Lillard misses 2-pt shot from 3 ft,,62-65,,
6:40.0,,,62-65,,Defensive rebound by R. Rubio
6:35.0,,,62-67,2,A. Wiggins makes 2-pt shot at rim (assist by R. Rubio)
6:18.0,N. Batum misses 3-pt shot from 24 ft,,62-67,,
6:17.0,,,62-67,,Defensive rebound by R. Rubio
6:07.0,,,62-67,,N. Pekovic misses 2-pt shot from 2 ft
6:06.0,Defensive rebound by N. Batum,,62-67,,
5:59.0,Shooting foul by N. Pekovic (drawn by A. Afflalo),,62-67,,
5:59.0,A. Afflalo misses free throw 1 of 2,,62-67,,
5:59.0,Offensive rebound by Team,,62-67,,
5:59.0,,,62-67,,G. Dieng enters the game for N. Pekovic
5:59.0,,,62-67,,A. Payne enters the game for K. Garnett
5:59.0,A. Afflalo makes free throw 2 of 2,1,63-67,,
5:47.0,,,63-67,,K. Martin misses 2-pt shot from 16 ft
5:45.0,,,63-67,,Offensive rebound by G. Dieng
5:40.0,,,63-69,2,K. Martin makes 2-pt shot from 16 ft
5:20.0,Shooting foul by R. Rubio (drawn by R. Lopez),,63-69,,
5:20.0,R. Lopez misses free throw 1 of 2,,63-69,,
5:20.0,Offensive rebound by Team,,63-69,,
5:20.0,C. McCollum enters the game for A. Afflalo,,63-69,,
5:20.0,R. Lopez makes free throw 2 of 2,1,64-69,,
5:03.0,,,64-69,,K. Martin misses 2-pt shot from 15 ft
5:02.0,Defensive rebound by R. Lopez,,64-69,,
4:54.0,N. Batum misses 2-pt shot at rim,,64-69,,
4:53.0,Offensive rebound by N. Batum,,64-69,,
4:53.0,N. Batum makes 2-pt shot at rim,2,66-69,,
4:38.0,,,66-71,2,R. Rubio makes 2-pt shot from 1 ft
4:18.0,L. Aldridge misses 2-pt shot from 15 ft,,66-71,,
4:16.0,,,66-71,,Defensive rebound by R. Rubio
4:06.0,,,66-71,,Shooting foul by D. Lillard (drawn by G. Dieng)
4:06.0,,,66-72,1,G. Dieng makes free throw 1 of 2
4:06.0,C. Kaman enters the game for R. Lopez,,66-72,,
4:06.0,,,66-73,1,G. Dieng makes free throw 2 of 2
3:49.0,,,66-73,,Personal foul by A. Payne (drawn by L. Aldridge)
3:49.0,,,66-73,,Z. LaVine enters the game for R. Rubio
3:43.0,L. Aldridge makes 2-pt shot from 9 ft,2,68-73,,
3:26.0,,,68-75,2,K. Martin makes 2-pt shot from 14 ft
3:09.0,L. Aldridge makes 2-pt shot from 2 ft (assist by D. Lillard),2,70-75,,
2:49.0,,,70-77,2,Z. LaVine makes 2-pt shot from 20 ft (assist by G. Dieng)
2:23.0,L. Aldridge misses 3-pt shot from 24 ft,,70-77,,
2:22.0,,,70-77,,Defensive rebound by K. Martin
2:01.0,,,70-77,,K. Martin misses 2-pt shot from 20 ft
2:00.0,Defensive rebound by N. Batum,,70-77,,
1:43.0,L. Aldridge misses 2-pt shot from 16 ft,,70-77,,
1:41.0,,,70-77,,Defensive rebound by K. Martin
1:21.0,,,70-77,,Z. LaVine misses 3-pt shot from 24 ft
1:19.0,Defensive rebound by D. Lillard,,70-77,,
1:13.0,C. McCollum misses 3-pt shot from 24 ft,,70-77,,
1:11.0,Offensive rebound by L. Aldridge,,70-77,,
1:09.0,L. Aldridge makes 2-pt shot at rim,2,72-77,,
0:49.0,,,72-79,2,A. Payne makes 2-pt shot from 4 ft
0:33.0,D. Lillard makes 3-pt shot from 25 ft,3,75-79,,
0:16.0,,,75-79,,Shooting foul by C. Kaman (drawn by Z. LaVine)
0:16.0,,,75-79,,Minnesota full timeout
0:16.0,,,75-80,1,Z. LaVine makes free throw 1 of 2
0:16.0,,,75-81,1,Z. LaVine makes free throw 2 of 2
0:02.0,D. Lillard makes 2-pt shot at rim,2,77-81,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,A. Afflalo makes 3-pt shot from 24 ft (assist by S. Blake),3,80-81,,
11:26.0,,,80-81,,Z. LaVine misses 2-pt shot from 16 ft
11:25.0,Defensive rebound by Team,,80-81,,
11:25.0,,,80-81,,Loose ball foul by G. Dieng (drawn by C. McCollum)
11:12.0,Turnover by C. Kaman (dbl dribble),,80-81,,
10:54.0,,,80-83,2,Z. LaVine makes 2-pt shot from 19 ft (assist by G. Neal)
10:35.0,,,80-83,,Def 3 sec tech foul by G. Dieng
10:35.0,L. Aldridge makes technical free throw,1,81-83,,
10:24.0,Shooting foul by G. Dieng (drawn by C. Kaman),,81-83,,
10:24.0,C. Kaman makes free throw 1 of 2,1,82-83,,
10:24.0,C. Kaman makes free throw 2 of 2,1,83-83,,
10:17.0,Personal foul by S. Blake (drawn by R. Rubio),,83-83,,
10:14.0,Personal foul by A. Afflalo (drawn by G. Neal),,83-83,,
10:04.0,,,83-85,2,G. Dieng makes 2-pt shot from 11 ft (assist by R. Rubio)
9:50.0,L. Aldridge makes 2-pt shot from 1 ft (assist by S. Blake),2,85-85,,
9:25.0,,,85-87,2,Z. LaVine makes 2-pt shot from 14 ft
9:09.0,L. Aldridge misses 2-pt shot from 18 ft,,85-87,,
9:07.0,Offensive rebound by C. Kaman,,85-87,,
9:04.0,Turnover by C. Kaman (bad pass; steal by G. Dieng),,85-87,,
8:46.0,,,85-87,,R. Rubio misses 2-pt shot from 19 ft
8:44.0,Defensive rebound by L. Aldridge,,85-87,,
8:37.0,,,85-87,,Violation by G. Neal (kicked ball)
8:37.0,Portland full timeout,,85-87,,
8:37.0,D. Lillard enters the game for L. Aldridge,,85-87,,
8:37.0,D. Wright enters the game for A. Afflalo,,85-87,,
8:37.0,N. Batum enters the game for C. McCollum,,85-87,,
8:37.0,,,85-87,,A. Wiggins enters the game for Z. LaVine
8:30.0,Turnover by D. Lillard (bad pass; steal by A. Payne),,85-87,,
8:10.0,,,85-90,3,G. Neal makes 3-pt shot from 25 ft
7:54.0,S. Blake makes 3-pt shot from 24 ft,3,88-90,,
7:35.0,,,88-90,,A. Wiggins misses 2-pt shot from 2 ft
7:35.0,,,88-90,,Offensive rebound by Team
7:34.0,,,88-90,,Shooting foul by S. Blake (drawn by G. Neal)
7:34.0,,,88-91,1,G. Neal makes free throw 1 of 2
7:34.0,,,88-92,1,G. Neal makes free throw 2 of 2
7:22.0,D. Lillard misses 2-pt shot from 20 ft,,88-92,,
7:21.0,,,88-92,,Defensive rebound by G. Neal
7:08.0,,,88-92,,R. Rubio misses 2-pt shot from 18 ft
7:07.0,Defensive rebound by C. Kaman,,88-92,,
6:56.0,C. Kaman makes 2-pt shot from 1 ft,2,90-92,,
6:43.0,,,90-94,2,G. Neal makes 2-pt shot from 18 ft (assist by R. Rubio)
6:30.0,D. Wright makes 3-pt shot from 25 ft (assist by D. Lillard),3,93-94,,
6:11.0,,,93-96,2,G. Neal makes 2-pt shot from 16 ft
6:03.0,D. Wright misses 3-pt shot from 24 ft,,93-96,,
6:01.0,,,93-96,,Defensive rebound by A. Payne
5:45.0,,,93-98,2,G. Neal makes 2-pt shot from 19 ft (assist by G. Dieng)
5:44.0,Portland full timeout,,93-98,,
5:44.0,A. Afflalo enters the game for S. Blake,,93-98,,
5:44.0,R. Lopez enters the game for C. Kaman,,93-98,,
5:44.0,L. Aldridge enters the game for D. Wright,,93-98,,
5:28.0,D. Lillard misses 2-pt shot from 11 ft,,93-98,,
5:25.0,Offensive rebound by D. Lillard,,93-98,,
5:23.0,D. Lillard misses 2-pt shot at rim,,93-98,,
5:22.0,,,93-98,,Defensive rebound by G. Dieng
5:04.0,,,93-100,2,G. Dieng makes 2-pt shot from 13 ft
4:45.0,L. Aldridge misses 2-pt shot from 15 ft,,93-100,,
4:43.0,,,93-100,,Defensive rebound by G. Dieng
4:41.0,,,93-100,,Shooting foul by A. Afflalo (drawn by A. Payne)
4:41.0,,,93-100,,A. Payne misses free throw 1 of 2
4:41.0,,,93-100,,Offensive rebound by Team
4:41.0,,,93-100,,A. Payne misses free throw 2 of 2
4:40.0,Defensive rebound by N. Batum,,93-100,,
4:30.0,L. Aldridge misses 2-pt shot from 16 ft,,93-100,,
4:29.0,,,93-100,,Defensive rebound by A. Payne
4:15.0,,,93-100,,Offensive foul by R. Rubio
4:15.0,,,93-100,,Turnover by R. Rubio (offensive foul)
4:05.0,Shooting foul by G. Dieng (drawn by D. Lillard),,93-100,,
4:05.0,D. Lillard makes free throw 1 of 2,1,94-100,,
4:05.0,D. Lillard makes free throw 2 of 2,1,95-100,,
3:50.0,,,95-100,,G. Neal misses 2-pt shot from 18 ft
3:49.0,Defensive rebound by L. Aldridge,,95-100,,
3:38.0,L. Aldridge makes 2-pt shot from 2 ft (assist by D. Lillard),2,97-100,,
3:38.0,,,97-100,,Minnesota full timeout
3:38.0,,,97-100,,N. Pekovic enters the game for G. Dieng
3:38.0,,,97-100,,K. Garnett enters the game for A. Payne
3:38.0,,,97-100,,K. Martin enters the game for G. Neal
3:22.0,,,97-100,,A. Wiggins misses 2-pt shot from 4 ft (block by R. Lopez)
3:21.0,Defensive rebound by Team,,97-100,,
3:21.0,,,97-100,,Loose ball foul by A. Wiggins (drawn by D. Lillard)
3:06.0,D. Lillard misses 3-pt shot from 25 ft,,97-100,,
3:04.0,,,97-100,,Defensive rebound by K. Martin
2:40.0,,,97-102,2,N. Pekovic makes 2-pt shot from 10 ft (assist by R. Rubio)
2:13.0,N. Batum misses 3-pt shot from 30 ft,,97-102,,
2:12.0,,,97-102,,Defensive rebound by K. Garnett
2:00.0,,,97-104,2,K. Martin makes 2-pt shot from 19 ft (assist by R. Rubio)
1:43.0,A. Afflalo makes 3-pt shot from 24 ft (assist by N. Batum),3,100-104,,
1:31.0,,,100-106,2,K. Martin makes 2-pt shot from 15 ft (assist by R. Rubio)
1:21.0,R. Lopez makes 2-pt shot from 5 ft (assist by N. Batum),2,102-106,,
1:00.0,,,102-109,3,R. Rubio makes 3-pt shot from 24 ft (assist by K. Garnett)
1:00.0,Portland full timeout,,102-109,,
1:00.0,D. Wright enters the game for R. Lopez,,102-109,,
1:00.0,,,102-109,,G. Neal enters the game for N. Pekovic
0:54.0,A. Afflalo misses 3-pt shot from 24 ft,,102-109,,
0:53.0,,,102-109,,Defensive rebound by G. Neal
0:52.0,Personal take foul by L. Aldridge (drawn by G. Neal),,102-109,,
0:52.0,,,102-110,1,G. Neal makes free throw 1 of 2
0:52.0,,,102-111,1,G. Neal makes free throw 2 of 2
0:52.0,Portland full timeout,,102-111,,
0:49.0,D. Lillard makes 2-pt shot at rim,2,104-111,,
0:49.0,Personal take foul by D. Wright (drawn by G. Neal),,104-111,,
0:49.0,,,104-111,,G. Neal misses free throw 1 of 2
0:49.0,,,104-111,,Offensive rebound by Team
0:49.0,,,104-111,,G. Neal misses free throw 2 of 2
