time,Oklahoma City,pts.away,score,pts.home,LA Lakers
7:40.0,S. Ibaka makes 2-pt shot from 4 ft,2,14-8,,
7:22.0,,,14-8,,C. Boozer misses 2-pt shot from 5 ft
7:20.0,Defensive rebound by S. Ibaka,,14-8,,
7:16.0,K. Singler misses 3-pt shot from 25 ft,,14-8,,
7:13.0,Offensive rebound by E. Kanter,,14-8,,
7:11.0,Turnover by E. Kanter (lost ball; steal by R. Sacre),,14-8,,
6:55.0,,,14-8,,Shooting foul by K. Singler (drawn by R. Kelly)
6:55.0,,,14-8,,R. Kelly misses free throw 1 of 2
6:55.0,,,14-8,,Offensive rebound by Team
6:55.0,D. Waiters enters the game for K. Singler,,14-8,,
6:55.0,,,14-9,1,R. Kelly makes free throw 2 of 2
6:39.0,S. Ibaka misses 3-pt shot from 25 ft,,14-9,,
6:38.0,,,14-9,,Defensive rebound by W. Ellington
6:33.0,Personal foul by D. Waiters (drawn by W. Ellington),,14-9,,
6:33.0,,,14-9,,J. Lin enters the game for W. Ellington
6:27.0,,,14-9,,J. Lin misses 2-pt shot from 2 ft
6:23.0,Defensive rebound by E. Kanter,,14-9,,
6:21.0,A. Roberson makes 2-pt shot at rim (assist by D. Augustin),2,16-9,,
6:02.0,,,16-9,,R. Sacre misses 2-pt shot from 12 ft
6:01.0,Defensive rebound by D. Waiters,,16-9,,
5:55.0,D. Waiters makes 2-pt shot from 16 ft,2,18-9,,
5:49.0,,,18-9,,LA Lakers full timeout
5:49.0,,,18-9,,E. Davis enters the game for R. Sacre
5:38.0,Def 3 sec tech foul by S. Ibaka,,18-9,,
5:38.0,,,18-10,1,R. Kelly makes technical free throw
5:30.0,Personal foul by A. Roberson (drawn by R. Kelly),,18-10,,
5:23.0,,,18-10,,Turnover by J. Clarkson (traveling)
5:08.0,A. Roberson misses 3-pt shot from 24 ft,,18-10,,
5:06.0,,,18-10,,Defensive rebound by J. Lin
4:55.0,,,18-10,,C. Boozer misses 2-pt shot from 20 ft
4:54.0,Defensive rebound by D. Augustin,,18-10,,
4:50.0,Shooting foul by J. Clarkson (drawn by D. Augustin),,18-10,,
4:50.0,D. Augustin makes free throw 1 of 2,1,19-10,,
4:50.0,N. Collison enters the game for E. Kanter,,19-10,,
4:50.0,,,19-10,,J. Hill enters the game for C. Boozer
4:50.0,D. Augustin makes free throw 2 of 2,1,20-10,,
4:33.0,,,20-10,,R. Kelly misses 2-pt shot from 2 ft
4:31.0,Defensive rebound by S. Ibaka,,20-10,,
4:17.0,Turnover by A. Roberson (traveling),,20-10,,
4:17.0,,,20-10,,W. Johnson enters the game for R. Kelly
4:10.0,,,20-10,,J. Hill misses 2-pt shot from 17 ft
4:08.0,Defensive rebound by A. Roberson,,20-10,,
3:54.0,S. Ibaka makes 2-pt shot from 17 ft,2,22-10,,
3:32.0,,,22-10,,Turnover by J. Hill (lost ball; steal by S. Ibaka)
3:21.0,N. Collison misses 2-pt shot from 3 ft,,22-10,,
3:18.0,,,22-10,,Defensive rebound by E. Davis
3:07.0,,,22-10,,J. Clarkson misses 3-pt shot from 26 ft
3:06.0,Defensive rebound by S. Ibaka,,22-10,,
3:00.0,Oklahoma City full timeout,,22-10,,
3:00.0,A. Morrow enters the game for A. Roberson,,22-10,,
2:43.0,A. Morrow misses 3-pt shot from 25 ft,,22-10,,
2:42.0,,,22-10,,Defensive rebound by W. Johnson
2:28.0,Personal block foul by N. Collison (drawn by J. Lin),,22-10,,
2:28.0,,,22-11,1,J. Lin makes free throw 1 of 2
2:28.0,M. McGary enters the game for S. Ibaka,,22-11,,
2:28.0,,,22-12,1,J. Lin makes free throw 2 of 2
2:22.0,,,22-12,,Personal foul by J. Clarkson (drawn by D. Augustin)
2:12.0,D. Augustin makes 3-pt shot from 23 ft (assist by D. Waiters),3,25-12,,
2:02.0,,,25-12,,Offensive foul by E. Davis
2:02.0,,,25-12,,Turnover by E. Davis (offensive foul)
1:49.0,A. Morrow misses 2-pt shot from 6 ft (block by W. Johnson),,25-12,,
1:47.0,Offensive rebound by D. Augustin,,25-12,,
1:44.0,Turnover by D. Augustin (bad pass),,25-12,,
1:21.0,,,25-15,3,J. Clarkson makes 3-pt shot from 26 ft (assist by J. Lin)
1:07.0,M. McGary misses 2-pt shot from 3 ft,,25-15,,
1:04.0,Offensive rebound by D. Augustin,,25-15,,
1:02.0,D. Augustin makes 3-pt shot from 25 ft,3,28-15,,
0:52.0,,,28-15,,J. Clarkson misses 2-pt shot from 2 ft
0:49.0,,,28-15,,Offensive rebound by J. Clarkson
0:48.0,,,28-15,,J. Clarkson misses 2-pt shot from 2 ft
0:47.0,,,28-15,,Offensive rebound by E. Davis
0:44.0,,,28-17,2,W. Johnson makes 2-pt shot from 17 ft
0:33.0,D. Augustin misses 3-pt shot from 27 ft,,28-17,,
0:32.0,,,28-17,,Defensive rebound by W. Johnson
0:26.0,,,28-17,,J. Clarkson misses 2-pt shot from 19 ft
0:22.0,Defensive rebound by D. Augustin,,28-17,,
0:05.0,D. Waiters misses 2-pt shot at rim,,28-17,,
0:03.0,,,28-17,,Defensive rebound by J. Hill
0:01.0,,,28-19,2,J. Clarkson makes 2-pt shot from 2 ft (assist by J. Hill)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,Personal foul by J. Lamb (drawn by J. Lin),,28-19,,
11:43.0,,,28-21,2,J. Lin makes 2-pt shot from 3 ft
11:22.0,J. Lamb misses 3-pt shot from 26 ft,,28-21,,
11:21.0,,,28-21,,Defensive rebound by J. Hill
11:07.0,,,28-21,,W. Johnson misses 3-pt shot from 23 ft
11:06.0,Defensive rebound by J. Lamb,,28-21,,
10:55.0,A. Morrow misses 3-pt shot from 24 ft,,28-21,,
10:54.0,,,28-21,,Defensive rebound by J. Hill
10:47.0,,,28-23,2,E. Davis makes 2-pt shot from 2 ft (assist by J. Lin)
10:30.0,D. Waiters misses 2-pt shot from 2 ft,,28-23,,
10:29.0,Offensive rebound by N. Collison,,28-23,,
10:28.0,N. Collison misses 2-pt shot from 2 ft,,28-23,,
10:26.0,,,28-23,,Defensive rebound by W. Ellington
10:19.0,,,28-23,,W. Ellington misses 3-pt shot from 22 ft
10:18.0,Defensive rebound by J. Lamb,,28-23,,
10:11.0,J. Lamb makes 2-pt shot from 8 ft,2,30-23,,
10:11.0,Shooting foul by E. Davis (drawn by J. Lamb),,30-23,,
10:11.0,J. Lamb makes free throw 1 of 1,1,31-23,,
9:54.0,,,31-23,,W. Johnson misses 2-pt shot from 18 ft
9:52.0,Defensive rebound by M. McGary,,31-23,,
9:45.0,D. Waiters misses 3-pt shot from 23 ft,,31-23,,
9:44.0,,,31-23,,Defensive rebound by E. Davis
9:39.0,,,31-23,,W. Johnson misses 2-pt shot from 2 ft (block by N. Collison)
9:35.0,Defensive rebound by A. Morrow,,31-23,,
9:23.0,Shooting foul by W. Ellington (drawn by N. Collison),,31-23,,
9:23.0,N. Collison makes 2-pt shot at rim (assist by D. Waiters),2,33-23,,
9:23.0,N. Collison makes free throw 1 of 1,1,34-23,,
9:02.0,,,34-25,2,J. Hill makes 2-pt shot from 17 ft
8:41.0,M. McGary misses 2-pt shot from 2 ft,,34-25,,
8:39.0,,,34-25,,Defensive rebound by J. Hill
8:22.0,,,34-25,,J. Hill misses 2-pt shot from 5 ft
8:19.0,,,34-25,,Offensive rebound by E. Davis
8:19.0,,,34-27,2,E. Davis makes 2-pt shot from 1 ft
8:07.0,D. Waiters misses 2-pt shot from 2 ft,,34-27,,
8:05.0,,,34-27,,Defensive rebound by J. Hill
8:02.0,,,34-29,2,W. Ellington makes 2-pt shot from 2 ft (assist by J. Hill)
8:00.0,Oklahoma City full timeout,,34-29,,
7:54.0,A. Morrow makes 3-pt shot from 25 ft (assist by J. Lamb),3,37-29,,
7:36.0,,,37-31,2,E. Davis makes 2-pt shot at rim (assist by W. Ellington)
7:20.0,A. Morrow misses 3-pt shot from 27 ft,,37-31,,
7:19.0,,,37-31,,Defensive rebound by J. Lin
7:17.0,Personal foul by N. Collison (drawn by W. Ellington),,37-31,,
7:17.0,E. Kanter enters the game for M. McGary,,37-31,,
7:17.0,D. Augustin enters the game for D. Waiters,,37-31,,
7:13.0,Personal foul by J. Lamb (drawn by W. Ellington),,37-31,,
7:07.0,Personal block foul by E. Kanter (drawn by J. Lin),,37-31,,
7:01.0,,,37-31,,J. Lin misses 2-pt shot from 16 ft
6:59.0,,,37-31,,Offensive rebound by W. Johnson
6:58.0,,,37-31,,W. Johnson misses 2-pt shot from 2 ft (block by N. Collison)
6:56.0,Defensive rebound by E. Kanter,,37-31,,
6:51.0,N. Collison makes 2-pt shot from 2 ft (assist by D. Augustin),2,39-31,,
6:26.0,,,39-31,,J. Hill misses 2-pt shot from 16 ft
6:25.0,,,39-31,,Offensive rebound by J. Lin
6:22.0,,,39-33,2,J. Lin makes 2-pt shot from 2 ft
6:07.0,J. Lamb makes 2-pt shot from 5 ft (assist by A. Morrow),2,41-33,,
5:52.0,,,41-35,2,E. Davis makes 2-pt shot at rim (assist by W. Ellington)
5:26.0,A. Morrow misses 3-pt shot from 23 ft,,41-35,,
5:25.0,,,41-35,,Defensive rebound by E. Davis
5:16.0,,,41-38,3,W. Johnson makes 3-pt shot from 24 ft (assist by W. Ellington)
5:00.0,A. Morrow makes 2-pt shot from 2 ft (assist by N. Collison),2,43-38,,
4:42.0,,,43-40,2,E. Davis makes 2-pt shot at rim (assist by J. Lin)
4:33.0,Oklahoma City full timeout,,43-40,,
4:33.0,Official timeout,,43-40,,
4:33.0,S. Ibaka enters the game for N. Collison,,43-40,,
4:33.0,K. Singler enters the game for J. Lamb,,43-40,,
4:33.0,,,43-40,,C. Boozer enters the game for J. Lin
4:33.0,,,43-40,,R. Sacre enters the game for E. Davis
4:33.0,,,43-40,,J. Clarkson enters the game for J. Hill
4:21.0,D. Augustin misses 2-pt shot from 13 ft,,43-40,,
4:19.0,,,43-40,,Defensive rebound by C. Boozer
4:05.0,,,43-43,3,W. Johnson makes 3-pt shot from 24 ft (assist by J. Clarkson)
3:46.0,E. Kanter makes 2-pt shot from 19 ft,2,45-43,,
3:31.0,,,45-45,2,C. Boozer makes 2-pt shot from 1 ft (assist by W. Ellington)
3:14.0,E. Kanter makes 2-pt shot from 11 ft (assist by K. Singler),2,47-45,,
2:55.0,,,47-45,,C. Boozer misses 2-pt shot from 2 ft
2:53.0,Defensive rebound by E. Kanter,,47-45,,
2:39.0,E. Kanter misses 2-pt shot from 8 ft,,47-45,,
2:38.0,Offensive rebound by S. Ibaka,,47-45,,
2:37.0,S. Ibaka makes 2-pt shot from 4 ft,2,49-45,,
2:18.0,,,49-45,,J. Clarkson misses 2-pt shot from 18 ft
2:17.0,Defensive rebound by E. Kanter,,49-45,,
2:08.0,S. Ibaka misses 2-pt shot from 20 ft,,49-45,,
2:07.0,,,49-45,,Defensive rebound by W. Johnson
1:59.0,,,49-45,,W. Johnson misses 3-pt shot from 24 ft
1:58.0,Defensive rebound by S. Ibaka,,49-45,,
1:47.0,Shooting foul by C. Boozer (drawn by S. Ibaka),,49-45,,
1:47.0,,,49-45,,LA Lakers full timeout
1:47.0,,,49-45,,R. Kelly enters the game for W. Johnson
1:47.0,A. Roberson enters the game for A. Morrow,,49-45,,
1:47.0,S. Ibaka makes free throw 1 of 2,1,50-45,,
1:47.0,S. Ibaka makes free throw 2 of 2,1,51-45,,
1:30.0,,,51-47,2,W. Ellington makes 2-pt shot from 18 ft (assist by J. Clarkson)
1:14.0,K. Singler misses 2-pt shot from 14 ft,,51-47,,
1:13.0,,,51-47,,Defensive rebound by C. Boozer
1:03.0,,,51-47,,Shooting foul by A. Roberson (drawn by W. Ellington)
1:03.0,,,51-48,1,W. Ellington makes free throw 1 of 2
1:03.0,,,51-48,,W. Ellington misses free throw 2 of 2
1:01.0,Defensive rebound by E. Kanter,,51-48,,
0:46.0,D. Augustin makes 2-pt shot from 1 ft (assist by S. Ibaka),2,53-48,,
0:36.0,,,53-48,,C. Boozer misses 2-pt shot from 4 ft
0:36.0,Defensive rebound by E. Kanter,,53-48,,
0:27.0,S. Ibaka misses 2-pt shot from 20 ft,,53-48,,
0:26.0,,,53-48,,Defensive rebound by R. Kelly
0:05.0,,,53-48,,W. Ellington misses 2-pt shot from 20 ft
0:04.0,Defensive rebound by E. Kanter,,53-48,,
0:01.0,D. Augustin makes 3-pt shot from 32 ft (assist by E. Kanter),3,56-48,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,56-48,,C. Boozer misses 2-pt shot from 18 ft
11:42.0,Defensive rebound by E. Kanter,,56-48,,
11:34.0,S. Ibaka makes 2-pt shot from 17 ft (assist by E. Kanter),2,58-48,,
11:15.0,,,58-48,,R. Sacre misses 2-pt shot from 8 ft
11:11.0,Defensive rebound by S. Ibaka,,58-48,,
11:01.0,D. Augustin makes 2-pt shot from 21 ft,2,60-48,,
10:42.0,,,60-50,2,R. Kelly makes 2-pt shot from 13 ft (assist by R. Sacre)
10:21.0,K. Singler misses 3-pt shot from 23 ft,,60-50,,
10:19.0,Offensive rebound by S. Ibaka,,60-50,,
10:10.0,,,60-50,,Personal foul by R. Sacre (drawn by E. Kanter)
9:53.0,D. Augustin misses 3-pt shot from 26 ft,,60-50,,
9:52.0,Offensive rebound by A. Roberson,,60-50,,
9:49.0,K. Singler makes 3-pt shot from 23 ft (assist by A. Roberson),3,63-50,,
9:38.0,,,63-52,2,W. Ellington makes 2-pt shot from 18 ft
9:21.0,Turnover by D. Augustin (bad pass; steal by W. Ellington),,63-52,,
9:15.0,,,63-52,,J. Clarkson misses 2-pt shot from 4 ft (block by S. Ibaka)
9:13.0,Defensive rebound by K. Singler,,63-52,,
9:02.0,D. Augustin misses 3-pt shot from 27 ft,,63-52,,
9:01.0,Offensive rebound by E. Kanter,,63-52,,
9:00.0,Shooting foul by W. Ellington (drawn by E. Kanter),,63-52,,
9:00.0,E. Kanter makes free throw 1 of 2,1,64-52,,
9:00.0,E. Kanter misses free throw 2 of 2,,64-52,,
8:59.0,,,64-52,,Defensive rebound by R. Sacre
8:47.0,,,64-55,3,W. Ellington makes 3-pt shot from 25 ft
8:35.0,A. Roberson misses 2-pt shot from 5 ft (block by R. Sacre),,64-55,,
8:33.0,,,64-55,,Defensive rebound by W. Ellington
8:29.0,,,64-57,2,C. Boozer makes 2-pt shot from 2 ft (assist by W. Ellington)
8:11.0,Turnover by E. Kanter (lost ball; steal by R. Kelly),,64-57,,
8:06.0,,,64-57,,J. Clarkson misses 2-pt shot from 3 ft
8:03.0,,,64-57,,Offensive rebound by C. Boozer
8:03.0,,,64-57,,LA Lakers full timeout
7:46.0,,,64-59,2,R. Sacre makes 2-pt shot from 6 ft (assist by W. Ellington)
7:26.0,D. Augustin makes 3-pt shot from 25 ft (assist by E. Kanter),3,67-59,,
7:05.0,,,67-59,,R. Kelly misses 3-pt shot from 26 ft
7:03.0,Defensive rebound by S. Ibaka,,67-59,,
6:49.0,K. Singler makes 3-pt shot from 23 ft (assist by D. Augustin),3,70-59,,
6:29.0,,,70-61,2,C. Boozer makes 2-pt shot from 17 ft
6:12.0,Shooting foul by R. Sacre (drawn by E. Kanter),,70-61,,
6:12.0,E. Kanter makes free throw 1 of 2,1,71-61,,
6:12.0,,,71-61,,J. Lin enters the game for W. Ellington
6:12.0,E. Kanter makes free throw 2 of 2,1,72-61,,
5:48.0,,,72-61,,J. Lin misses 3-pt shot from 26 ft
5:46.0,Defensive rebound by D. Augustin,,72-61,,
5:39.0,D. Augustin misses 2-pt shot from 3 ft (block by R. Sacre),,72-61,,
5:39.0,Offensive rebound by Team,,72-61,,
5:22.0,K. Singler makes 2-pt shot from 11 ft,2,74-61,,
5:11.0,,,74-61,,Turnover by J. Lin (traveling)
4:54.0,A. Roberson misses 2-pt shot from 3 ft,,74-61,,
4:53.0,,,74-61,,Defensive rebound by C. Boozer
4:46.0,,,74-64,3,R. Kelly makes 3-pt shot from 26 ft (assist by J. Lin)
4:30.0,E. Kanter misses 2-pt shot from 16 ft,,74-64,,
4:29.0,,,74-64,,Defensive rebound by C. Boozer
4:21.0,,,74-66,2,R. Sacre makes 2-pt shot from 6 ft (assist by J. Clarkson)
4:21.0,Oklahoma City full timeout,,74-66,,
4:21.0,,,74-66,,E. Davis enters the game for C. Boozer
4:21.0,,,74-66,,J. Hill enters the game for R. Sacre
4:21.0,N. Collison enters the game for E. Kanter,,74-66,,
4:21.0,D. Waiters enters the game for A. Roberson,,74-66,,
3:58.0,S. Ibaka misses 2-pt shot from 4 ft (block by E. Davis),,74-66,,
3:57.0,Offensive rebound by Team,,74-66,,
3:55.0,N. Collison misses 2-pt shot from 5 ft,,74-66,,
3:52.0,,,74-66,,Defensive rebound by R. Kelly
3:42.0,,,74-69,3,R. Kelly makes 3-pt shot from 26 ft (assist by J. Lin)
3:16.0,K. Singler misses 3-pt shot from 24 ft,,74-69,,
3:15.0,Offensive rebound by K. Singler,,74-69,,
2:56.0,S. Ibaka misses 2-pt shot from 6 ft,,74-69,,
2:55.0,Offensive rebound by S. Ibaka,,74-69,,
2:54.0,S. Ibaka misses 2-pt shot at rim (block by E. Davis),,74-69,,
2:53.0,Offensive rebound by N. Collison,,74-69,,
2:53.0,Shooting foul by E. Davis (drawn by N. Collison),,74-69,,
2:53.0,N. Collison makes 2-pt shot from 3 ft,2,76-69,,
2:53.0,N. Collison makes free throw 1 of 1,1,77-69,,
2:41.0,,,77-69,,R. Kelly misses 3-pt shot from 23 ft
2:39.0,Defensive rebound by D. Waiters,,77-69,,
2:29.0,,,77-69,,Personal block foul by J. Clarkson (drawn by D. Waiters)
2:29.0,D. Waiters misses free throw 1 of 2,,77-69,,
2:29.0,Offensive rebound by Team,,77-69,,
2:29.0,A. Morrow enters the game for K. Singler,,77-69,,
2:29.0,D. Waiters makes free throw 2 of 2,1,78-69,,
2:19.0,,,78-69,,Shooting foul by N. Collison (drawn by J. Hill)
2:19.0,,,78-69,,J. Hill misses free throw 1 of 2
2:19.0,,,78-69,,Offensive rebound by Team
2:19.0,,,78-70,1,J. Hill makes free throw 2 of 2
2:08.0,D. Augustin misses 2-pt shot from 4 ft (block by J. Clarkson),,78-70,,
2:06.0,,,78-70,,Defensive rebound by J. Lin
2:01.0,,,78-70,,R. Kelly misses 3-pt shot from 28 ft
2:00.0,Defensive rebound by D. Waiters,,78-70,,
1:53.0,D. Waiters makes 2-pt shot from 3 ft,2,80-70,,
1:35.0,,,80-70,,Offensive foul by J. Clarkson
1:35.0,,,80-70,,Turnover by J. Clarkson (offensive foul)
1:24.0,S. Ibaka misses 2-pt shot from 19 ft,,80-70,,
1:23.0,,,80-70,,Defensive rebound by J. Hill
1:14.0,,,80-72,2,J. Hill makes 2-pt shot from 20 ft (assist by J. Lin)
0:54.0,N. Collison makes 2-pt shot from 2 ft (assist by D. Augustin),2,82-72,,
0:40.0,,,82-72,,Turnover by J. Hill (lost ball; steal by D. Augustin)
0:32.0,N. Collison misses 2-pt shot from 2 ft,,82-72,,
0:31.0,Offensive rebound by S. Ibaka,,82-72,,
0:31.0,S. Ibaka makes 2-pt shot from 1 ft,2,84-72,,
0:07.0,,,84-72,,J. Lin misses 3-pt shot from 26 ft
0:06.0,Defensive rebound by S. Ibaka,,84-72,,
0:01.0,D. Augustin misses 3-pt shot from 28 ft,,84-72,,
0:00.0,Offensive rebound by Team,,84-72,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,D. Waiters misses 3-pt shot from 25 ft,,84-72,,
11:47.0,,,84-72,,Defensive rebound by E. Davis
11:39.0,,,84-72,,Shooting foul by M. McGary (drawn by J. Lin)
11:39.0,,,84-73,1,J. Lin makes free throw 1 of 2
11:39.0,,,84-74,1,J. Lin makes free throw 2 of 2
11:22.0,Turnover by N. Collison (back court),,84-74,,
11:11.0,,,84-74,,Turnover by W. Johnson (bad pass; steal by N. Collison)
11:07.0,D. Waiters makes 2-pt shot from 2 ft (assist by N. Collison),2,86-74,,
10:54.0,,,86-76,2,J. Lin makes 2-pt shot from 2 ft
10:32.0,,,86-76,,Personal foul by J. Lin (drawn by D. Augustin)
10:24.0,M. McGary misses 2-pt shot from 4 ft,,86-76,,
10:23.0,,,86-76,,Defensive rebound by J. Hill
10:13.0,,,86-78,2,J. Hill makes 2-pt shot from 21 ft (assist by J. Lin)
9:56.0,D. Waiters misses 2-pt shot from 19 ft,,86-78,,
9:55.0,Offensive rebound by N. Collison,,86-78,,
9:54.0,N. Collison makes 2-pt shot from 1 ft,2,88-78,,
9:38.0,,,88-78,,W. Ellington misses 3-pt shot from 23 ft
9:37.0,Defensive rebound by D. Augustin,,88-78,,
9:14.0,N. Collison misses 2-pt shot from 19 ft,,88-78,,
9:13.0,,,88-78,,Defensive rebound by W. Johnson
9:06.0,,,88-78,,W. Ellington misses 3-pt shot from 25 ft
9:05.0,Defensive rebound by N. Collison,,88-78,,
8:58.0,A. Morrow misses 3-pt shot from 24 ft,,88-78,,
8:57.0,,,88-78,,Defensive rebound by W. Johnson
8:54.0,Personal foul by D. Augustin (drawn by W. Ellington),,88-78,,
8:54.0,Official timeout,,88-78,,
8:54.0,S. Ibaka enters the game for D. Augustin,,88-78,,
8:54.0,J. Lamb enters the game for M. McGary,,88-78,,
8:45.0,,,88-80,2,J. Lin makes 2-pt shot from 1 ft
8:21.0,Turnover by J. Lamb (bad pass; steal by J. Lin),,88-80,,
8:18.0,,,88-80,,Turnover by J. Hill (bad pass; steal by J. Lamb)
7:59.0,S. Ibaka misses 2-pt shot from 19 ft,,88-80,,
7:58.0,,,88-80,,Defensive rebound by J. Hill
7:51.0,,,88-82,2,J. Lin makes 2-pt shot from 18 ft
7:40.0,D. Waiters makes 2-pt shot from 1 ft,2,90-82,,
7:30.0,,,90-84,2,J. Hill makes 2-pt shot from 14 ft (assist by J. Lin)
7:12.0,J. Lamb misses 2-pt shot from 17 ft,,90-84,,
7:11.0,,,90-84,,Defensive rebound by J. Lin
6:59.0,,,90-84,,W. Ellington misses 3-pt shot from 25 ft (block by J. Lamb)
6:57.0,Defensive rebound by J. Lamb,,90-84,,
6:55.0,J. Lamb makes 2-pt shot from 2 ft,2,92-84,,
6:55.0,Shooting foul by J. Hill (drawn by J. Lamb),,92-84,,
6:55.0,D. Augustin enters the game for A. Morrow,,92-84,,
6:55.0,J. Lamb makes free throw 1 of 1,1,93-84,,
6:46.0,,,93-84,,Shooting foul by S. Ibaka (drawn by J. Hill)
6:46.0,,,93-85,1,J. Hill makes free throw 1 of 2
6:46.0,E. Kanter enters the game for N. Collison,,93-85,,
6:46.0,,,93-86,1,J. Hill makes free throw 2 of 2
6:31.0,J. Lamb makes 3-pt shot from 25 ft (assist by D. Waiters),3,96-86,,
6:20.0,,,96-86,,Shooting foul by D. Waiters (drawn by J. Lin)
6:20.0,,,96-87,1,J. Lin makes free throw 1 of 2
6:20.0,,,96-87,,J. Lin misses free throw 2 of 2
6:19.0,Defensive rebound by E. Kanter,,96-87,,
6:07.0,D. Waiters misses 3-pt shot from 26 ft,,96-87,,
6:06.0,,,96-87,,Defensive rebound by J. Hill
5:57.0,,,96-87,,J. Lin misses 2-pt shot from 4 ft
5:56.0,Defensive rebound by Team,,96-87,,
5:56.0,,,96-87,,Loose ball foul by E. Davis (drawn by E. Kanter)
5:56.0,,,96-87,,LA Lakers full timeout
5:38.0,D. Waiters misses 3-pt shot from 26 ft,,96-87,,
5:36.0,Offensive rebound by E. Kanter,,96-87,,
5:34.0,E. Kanter makes 2-pt shot from 2 ft,2,98-87,,
5:18.0,,,98-87,,W. Ellington misses 2-pt shot from 2 ft
5:17.0,Defensive rebound by Team,,98-87,,
5:17.0,,,98-87,,R. Kelly enters the game for E. Davis
5:17.0,,,98-87,,J. Clarkson enters the game for W. Johnson
4:55.0,D. Waiters misses 2-pt shot from 22 ft,,98-87,,
4:53.0,,,98-87,,Defensive rebound by W. Ellington
4:46.0,,,98-87,,J. Lin misses 2-pt shot from 2 ft
4:44.0,Defensive rebound by S. Ibaka,,98-87,,
4:22.0,J. Lamb makes 3-pt shot from 26 ft (assist by E. Kanter),3,101-87,,
4:02.0,,,101-90,3,J. Clarkson makes 3-pt shot from 26 ft (assist by R. Kelly)
3:37.0,J. Lamb misses 2-pt shot from 20 ft,,101-90,,
3:36.0,,,101-90,,Defensive rebound by Team
3:36.0,Personal foul by S. Ibaka (drawn by R. Kelly),,101-90,,
3:36.0,,,101-90,,R. Kelly misses free throw 1 of 2
3:36.0,,,101-90,,Offensive rebound by Team
3:36.0,,,101-91,1,R. Kelly makes free throw 2 of 2
3:36.0,Oklahoma City full timeout,,101-91,,
3:18.0,S. Ibaka misses 2-pt shot from 1 ft,,101-91,,
3:17.0,Offensive rebound by S. Ibaka,,101-91,,
