time,Dallas,pts.away,score,pts.home,Phoenix
7:33.0,,,9-14,3,M. Morris makes 3-pt shot from 24 ft (assist by M. Morris)
7:18.0,C. Parsons makes 3-pt shot from 24 ft (assist by D. Nowitzki),3,12-14,,
6:58.0,,,12-16,2,A. Len makes 2-pt shot from 17 ft (assist by E. Bledsoe)
6:43.0,M. Ellis misses 2-pt shot from 20 ft,,12-16,,
6:41.0,,,12-16,,Defensive rebound by M. Morris
6:35.0,,,12-16,,E. Bledsoe misses 2-pt shot from 5 ft
6:33.0,,,12-16,,Offensive rebound by A. Len
6:33.0,,,12-18,2,A. Len makes 2-pt shot at rim
6:11.0,R. Rondo misses 3-pt shot from 22 ft,,12-18,,
6:09.0,Offensive rebound by T. Chandler,,12-18,,
6:06.0,C. Parsons misses 2-pt shot from 17 ft,,12-18,,
6:04.0,,,12-18,,Defensive rebound by P. Tucker
5:58.0,,,12-18,,M. Morris misses 2-pt shot from 12 ft
5:57.0,Defensive rebound by Team,,12-18,,
5:57.0,,,12-18,,Loose ball foul by A. Len (drawn by T. Chandler)
5:57.0,A. Aminu enters the game for D. Nowitzki,,12-18,,
5:57.0,,,12-18,,T. Warren enters the game for M. Morris
5:57.0,,,12-18,,B. Wright enters the game for A. Len
5:49.0,C. Parsons makes 3-pt shot from 24 ft (assist by R. Rondo),3,15-18,,
5:30.0,,,15-18,,E. Bledsoe misses 2-pt shot from 22 ft
5:28.0,Defensive rebound by T. Chandler,,15-18,,
5:22.0,R. Rondo misses 2-pt shot from 4 ft (block by E. Bledsoe),,15-18,,
5:21.0,,,15-18,,Defensive rebound by M. Morris
5:14.0,,,15-20,2,P. Tucker makes 2-pt shot at rim (assist by M. Morris)
4:57.0,T. Chandler misses 2-pt shot from 5 ft,,15-20,,
4:56.0,,,15-20,,Defensive rebound by M. Morris
4:51.0,,,15-22,2,P. Tucker makes 2-pt shot from 16 ft (assist by M. Morris)
4:50.0,Dallas full timeout,,15-22,,
4:50.0,A. Stoudemire enters the game for T. Chandler,,15-22,,
4:32.0,A. Stoudemire makes 2-pt shot from 5 ft,2,17-22,,
4:09.0,,,17-24,2,B. Wright makes 2-pt shot from 1 ft (assist by M. Morris)
3:56.0,Turnover by A. Aminu (bad pass; steal by E. Bledsoe),,17-24,,
3:53.0,,,17-26,2,E. Bledsoe makes 2-pt shot from 1 ft
3:43.0,C. Parsons misses 2-pt shot from 7 ft (block by B. Wright),,17-26,,
3:43.0,Offensive rebound by Team,,17-26,,
3:43.0,,,17-26,,Personal foul by E. Bledsoe (drawn by A. Stoudemire)
3:43.0,D. Harris enters the game for R. Rondo,,17-26,,
3:34.0,A. Stoudemire makes 2-pt shot from 18 ft (assist by M. Ellis),2,19-26,,
3:18.0,,,19-26,,B. Wright misses 2-pt shot from 10 ft
3:16.0,Defensive rebound by C. Parsons,,19-26,,
3:01.0,Turnover by C. Parsons (lost ball; steal by P. Tucker),,19-26,,
2:56.0,,,19-26,,M. Morris misses 2-pt shot from 1 ft (block by A. Aminu)
2:54.0,,,19-26,,Offensive rebound by E. Bledsoe
2:54.0,,,19-26,,Shooting foul by A. Aminu (drawn by E. Bledsoe)
2:54.0,,,19-26,,Phoenix full timeout
2:54.0,,,19-26,,M. Morris enters the game for M. Morris
2:54.0,,,19-26,,E. Bledsoe misses free throw 1 of 2
2:54.0,,,19-26,,Offensive rebound by Team
2:54.0,,,19-27,1,E. Bledsoe makes free throw 2 of 2
2:42.0,Shooting foul by M. Morris (drawn by A. Aminu),,19-27,,
2:42.0,A. Aminu misses free throw 1 of 2,,19-27,,
2:42.0,Offensive rebound by Team,,19-27,,
2:42.0,,,19-27,,A. Goodwin enters the game for E. Bledsoe
2:42.0,R. Jefferson enters the game for M. Ellis,,19-27,,
2:42.0,D. Nowitzki enters the game for C. Parsons,,19-27,,
2:42.0,A. Aminu makes free throw 2 of 2,1,20-27,,
2:30.0,,,20-29,2,T. Warren makes 2-pt shot from 16 ft (assist by A. Goodwin)
2:20.0,D. Nowitzki misses 3-pt shot from 26 ft,,20-29,,
2:18.0,Offensive rebound by A. Stoudemire,,20-29,,
2:17.0,A. Stoudemire makes 2-pt shot from 1 ft,2,22-29,,
2:07.0,,,22-29,,Offensive charge foul by A. Goodwin
2:07.0,,,22-29,,Turnover by A. Goodwin (offensive foul)
2:07.0,,,22-29,,A. Price enters the game for P. Tucker
1:53.0,R. Jefferson misses 2-pt shot from 1 ft,,22-29,,
1:52.0,Offensive rebound by A. Stoudemire,,22-29,,
1:52.0,A. Stoudemire misses 2-pt shot at rim,,22-29,,
1:50.0,Offensive rebound by A. Aminu,,22-29,,
1:49.0,A. Aminu misses 2-pt shot from 4 ft,,22-29,,
1:47.0,Jump ball: A. Stoudemire vs. B. Wright (D. Nowitzki gains possession),,,,Jump ball: A. Stoudemire vs. B. Wright (D. Nowitzki gains possession)
1:47.0,Offensive rebound by Team,,22-29,,
1:30.0,A. Aminu misses 2-pt shot from 3 ft,,22-29,,
1:29.0,Offensive rebound by A. Aminu,,22-29,,
1:26.0,A. Stoudemire makes 2-pt shot from 10 ft (assist by A. Aminu),2,24-29,,
1:03.0,,,24-31,2,B. Wright makes 2-pt shot from 2 ft
0:49.0,,,24-31,,Personal foul by A. Goodwin (drawn by A. Aminu)
0:35.0,A. Stoudemire misses 2-pt shot from 18 ft,,24-31,,
0:33.0,,,24-31,,Defensive rebound by M. Morris
0:09.0,,,24-31,,B. Wright misses 2-pt shot from 6 ft
0:09.0,,,24-31,,Offensive rebound by B. Wright
0:09.0,,,24-33,2,B. Wright makes 2-pt shot from 6 ft
0:02.0,R. Jefferson makes 3-pt shot from 24 ft,3,27-33,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,,,27-33,,A. Price misses 3-pt shot from 25 ft
11:39.0,Defensive rebound by D. Nowitzki,,27-33,,
11:23.0,D. Nowitzki misses 2-pt shot from 13 ft,,27-33,,
11:21.0,Offensive rebound by A. Aminu,,27-33,,
11:17.0,D. Nowitzki misses 2-pt shot from 18 ft,,27-33,,
11:15.0,,,27-33,,Defensive rebound by A. Goodwin
11:02.0,,,27-35,2,M. Morris makes 2-pt shot from 16 ft
10:52.0,A. Stoudemire makes 2-pt shot from 1 ft (assist by D. Harris),2,29-35,,
10:33.0,,,29-37,2,T. Warren makes 2-pt shot from 7 ft (assist by A. Goodwin)
10:19.0,Shooting foul by A. Goodwin (drawn by R. Jefferson),,29-37,,
10:19.0,R. Jefferson misses free throw 1 of 2,,29-37,,
10:19.0,Offensive rebound by Team,,29-37,,
10:19.0,,,29-37,,M. Morris enters the game for A. Goodwin
10:19.0,R. Jefferson makes free throw 2 of 2,1,30-37,,
10:03.0,,,30-37,,M. Morris misses 2-pt shot from 17 ft
10:02.0,,,30-37,,Offensive rebound by Team
9:52.0,,,30-37,,T. Warren misses 2-pt shot from 14 ft
9:50.0,Defensive rebound by A. Aminu,,30-37,,
9:43.0,R. Jefferson makes 2-pt shot from 20 ft,2,32-37,,
9:23.0,,,32-37,,B. Wright misses 2-pt shot from 9 ft
9:21.0,,,32-37,,Offensive rebound by T. Warren
9:20.0,,,32-37,,Shooting foul by R. Jefferson (drawn by M. Morris)
9:20.0,,,32-38,1,M. Morris makes free throw 1 of 2
9:20.0,,,32-39,1,M. Morris makes free throw 2 of 2
8:58.0,R. Jefferson makes 2-pt shot from 5 ft,2,34-39,,
8:41.0,,,34-41,2,A. Price makes 2-pt shot from 13 ft
8:32.0,D. Harris misses 3-pt shot from 24 ft,,34-41,,
8:30.0,,,34-41,,Defensive rebound by M. Morris
8:17.0,,,34-41,,Turnover by M. Morris (lost ball; steal by D. Nowitzki)
8:13.0,A. Aminu makes 2-pt shot at rim (assist by D. Harris),2,36-41,,
7:49.0,,,36-43,2,T. Warren makes 2-pt shot from 17 ft
7:31.0,A. Stoudemire misses 2-pt shot from 3 ft,,36-43,,
7:29.0,,,36-43,,Defensive rebound by M. Morris
7:19.0,,,36-43,,M. Morris misses 2-pt shot from 7 ft
7:17.0,Defensive rebound by D. Nowitzki,,36-43,,
7:08.0,Official timeout,,36-43,,
7:08.0,T. Chandler enters the game for D. Nowitzki,,36-43,,
7:08.0,C. Parsons enters the game for A. Stoudemire,,36-43,,
7:08.0,M. Ellis enters the game for D. Harris,,36-43,,
7:08.0,R. Rondo enters the game for R. Jefferson,,36-43,,
7:08.0,,,36-43,,E. Bledsoe enters the game for A. Price
7:02.0,M. Ellis misses 2-pt shot from 17 ft,,36-43,,
7:00.0,,,36-43,,Defensive rebound by M. Morris
6:50.0,,,36-45,2,M. Morris makes 2-pt shot from 1 ft (assist by E. Bledsoe)
6:34.0,C. Parsons misses 2-pt shot from 2 ft,,36-45,,
6:31.0,,,36-45,,Defensive rebound by B. Wright
6:28.0,,,36-45,,E. Bledsoe misses 3-pt shot from 25 ft
6:25.0,Defensive rebound by T. Chandler,,36-45,,
6:13.0,R. Rondo misses 2-pt shot from 15 ft,,36-45,,
6:11.0,,,36-45,,Defensive rebound by E. Bledsoe
5:51.0,,,36-45,,M. Morris misses 3-pt shot from 24 ft
5:49.0,Defensive rebound by C. Parsons,,36-45,,
5:27.0,Turnover by R. Rondo (bad pass; steal by M. Morris),,36-45,,
5:21.0,,,36-45,,Turnover by E. Bledsoe (lost ball; steal by C. Parsons)
5:15.0,C. Parsons misses 3-pt shot from 25 ft,,36-45,,
5:13.0,,,36-45,,Defensive rebound by E. Bledsoe
5:07.0,,,36-45,,M. Morris misses 3-pt shot from 24 ft
5:04.0,,,36-45,,Offensive rebound by M. Morris
5:04.0,,,36-45,,Shooting foul by T. Chandler (drawn by M. Morris)
5:04.0,,,36-45,,Phoenix full timeout
5:04.0,C. Villanueva enters the game for A. Aminu,,36-45,,
5:04.0,,,36-45,,A. Len enters the game for T. Warren
5:04.0,,,36-45,,P. Tucker enters the game for B. Wright
5:04.0,,,36-46,1,M. Morris makes free throw 1 of 2
5:04.0,,,36-47,1,M. Morris makes free throw 2 of 2
4:49.0,Shooting foul by A. Len (drawn by C. Parsons),,36-47,,
4:49.0,C. Parsons makes free throw 1 of 2,1,37-47,,
4:49.0,,,37-47,,T. Warren enters the game for M. Morris
4:49.0,C. Parsons makes free throw 2 of 2,1,38-47,,
4:40.0,,,38-47,,P. Tucker misses 3-pt shot from 23 ft
4:39.0,Defensive rebound by Team,,38-47,,
4:25.0,C. Villanueva misses 3-pt shot from 24 ft,,38-47,,
4:23.0,,,38-47,,Defensive rebound by M. Morris
4:14.0,,,38-49,2,E. Bledsoe makes 2-pt shot from 1 ft
4:08.0,M. Ellis misses 2-pt shot from 2 ft,,38-49,,
4:05.0,,,38-49,,Defensive rebound by A. Len
3:53.0,,,38-49,,Turnover by P. Tucker (bad pass)
3:37.0,R. Rondo makes 2-pt shot from 1 ft,2,40-49,,
3:13.0,,,40-51,2,M. Morris makes 2-pt shot from 16 ft (assist by T. Warren)
3:00.0,R. Rondo misses 2-pt shot from 3 ft,,40-51,,
2:58.0,,,40-51,,Defensive rebound by E. Bledsoe
2:50.0,Personal block foul by C. Parsons (drawn by E. Bledsoe),,40-51,,
2:50.0,Dallas full timeout,,40-51,,
2:50.0,D. Nowitzki enters the game for C. Villanueva,,40-51,,
2:39.0,,,40-51,,M. Morris enters the game for T. Warren
2:35.0,,,40-51,,M. Morris misses 3-pt shot from 23 ft
2:33.0,Defensive rebound by T. Chandler,,40-51,,
2:15.0,,,40-51,,Personal foul by E. Bledsoe (drawn by D. Nowitzki)
2:05.0,M. Ellis misses 3-pt shot from 25 ft,,40-51,,
2:05.0,,,40-51,,Defensive rebound by Team
2:05.0,Loose ball foul by T. Chandler (drawn by A. Len),,40-51,,
1:50.0,,,40-51,,Turnover by M. Morris (bad pass; steal by M. Ellis)
1:50.0,,,40-51,,Violation by A. Len (kicked ball)
1:33.0,Turnover by M. Ellis (traveling),,40-51,,
1:18.0,,,40-53,2,P. Tucker makes 2-pt shot from 8 ft
1:08.0,D. Nowitzki misses 3-pt shot from 25 ft,,40-53,,
1:05.0,,,40-53,,Defensive rebound by M. Morris
1:02.0,,,40-55,2,E. Bledsoe makes 2-pt shot from 18 ft
0:42.0,M. Ellis misses 2-pt shot from 16 ft,,40-55,,
0:40.0,,,40-55,,Defensive rebound by M. Morris
0:34.0,,,40-55,,E. Bledsoe misses 3-pt shot from 26 ft
0:31.0,Defensive rebound by M. Ellis,,40-55,,
0:12.0,Turnover by C. Parsons (bad pass; steal by M. Morris),,40-55,,
0:09.0,Personal foul by D. Nowitzki (drawn by M. Morris),,40-55,,
0:09.0,,,40-55,,B. Wright enters the game for A. Len
0:09.0,,,40-56,1,M. Morris makes free throw 1 of 2
0:09.0,,,40-56,,A. Price enters the game for E. Bledsoe
0:09.0,,,40-57,1,M. Morris makes free throw 2 of 2
0:03.0,,,40-57,,Personal take foul by A. Price (drawn by M. Ellis)
0:00.0,M. Ellis makes 2-pt shot from 11 ft (assist by D. Nowitzki),2,42-57,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,42-57,,P. Tucker misses 2-pt shot from 2 ft
11:44.0,Defensive rebound by D. Nowitzki,,42-57,,
11:32.0,D. Nowitzki makes 2-pt shot from 16 ft (assist by T. Chandler),2,44-57,,
11:04.0,,,44-57,,Turnover by P. Tucker (bad pass; steal by D. Nowitzki)
11:00.0,C. Parsons makes 2-pt shot at rim (assist by D. Nowitzki),2,46-57,,
10:59.0,,,46-57,,Phoenix full timeout
10:44.0,,,46-59,2,A. Len makes 2-pt shot at rim
10:34.0,T. Chandler makes 2-pt shot from 2 ft (assist by R. Rondo),2,48-59,,
10:21.0,Personal foul by C. Parsons (drawn by M. Morris),,48-59,,
10:06.0,,,48-59,,A. Len misses 2-pt shot from 16 ft
10:03.0,Defensive rebound by R. Rondo,,48-59,,
10:00.0,C. Parsons misses 3-pt shot from 25 ft,,48-59,,
9:58.0,,,48-59,,Defensive rebound by E. Bledsoe
9:49.0,,,48-61,2,A. Len makes 2-pt shot from 1 ft (assist by M. Morris)
9:25.0,R. Rondo makes 2-pt shot from 1 ft,2,50-61,,
9:13.0,Personal foul by C. Parsons (drawn by M. Morris),,50-61,,
9:12.0,Personal foul by R. Rondo (drawn by E. Bledsoe),,50-61,,
9:07.0,,,50-63,2,M. Morris makes 2-pt shot from 18 ft (assist by E. Bledsoe)
8:53.0,D. Nowitzki makes 2-pt shot from 13 ft (assist by R. Rondo),2,52-63,,
8:28.0,,,52-65,2,A. Len makes 2-pt shot from 1 ft (assist by E. Bledsoe)
8:04.0,Turnover by T. Chandler (lost ball; steal by P. Tucker),,52-65,,
7:58.0,,,52-67,2,M. Morris makes 2-pt shot from 1 ft (assist by E. Bledsoe)
7:57.0,Dallas full timeout,,52-67,,
7:46.0,R. Rondo misses 2-pt shot from 1 ft (block by E. Bledsoe),,52-67,,
7:44.0,,,52-67,,Defensive rebound by A. Len
7:39.0,,,52-69,2,M. Morris makes 2-pt shot from 15 ft (assist by M. Morris)
7:30.0,M. Ellis misses 2-pt shot from 17 ft,,52-69,,
7:28.0,Offensive rebound by M. Ellis,,52-69,,
7:23.0,R. Rondo misses 2-pt shot from 6 ft,,52-69,,
7:21.0,,,52-69,,Defensive rebound by M. Morris
7:04.0,,,52-69,,E. Bledsoe misses 3-pt shot from 25 ft
7:04.0,Defensive rebound by Team,,52-69,,
7:04.0,,,52-69,,Loose ball foul by M. Morris (drawn by T. Chandler)
6:49.0,D. Nowitzki misses 2-pt shot from 18 ft,,52-69,,
6:47.0,Offensive rebound by T. Chandler,,52-69,,
6:36.0,D. Nowitzki makes 2-pt shot from 1 ft,2,54-69,,
6:20.0,,,54-69,,Turnover by E. Bledsoe (bad pass; steal by M. Ellis)
6:16.0,C. Parsons makes 2-pt shot from 2 ft (assist by R. Rondo),2,56-69,,
6:16.0,Shooting foul by M. Morris (drawn by C. Parsons),,56-69,,
6:16.0,A. Aminu enters the game for D. Nowitzki,,56-69,,
6:16.0,,,56-69,,A. Price enters the game for E. Bledsoe
6:16.0,C. Parsons makes free throw 1 of 1,1,57-69,,
5:57.0,,,57-69,,Turnover by M. Morris (bad pass; steal by M. Ellis)
5:52.0,R. Rondo makes 2-pt shot from 1 ft (assist by M. Ellis),2,59-69,,
5:43.0,Personal foul by R. Rondo (drawn by A. Price),,59-69,,
5:30.0,,,59-69,,M. Morris misses 2-pt shot from 15 ft
5:28.0,,,59-69,,Offensive rebound by A. Len
5:25.0,,,59-69,,A. Price misses 3-pt shot from 25 ft
5:24.0,Defensive rebound by C. Parsons,,59-69,,
5:11.0,C. Parsons makes 2-pt shot from 13 ft (assist by R. Rondo),2,61-69,,
4:49.0,Personal foul by M. Ellis (drawn by P. Tucker),,61-69,,
4:49.0,,,61-69,,P. Tucker misses free throw 1 of 2
4:49.0,,,61-69,,Offensive rebound by Team
4:49.0,,,61-69,,B. Wright enters the game for A. Len
4:49.0,,,61-69,,P. Tucker misses free throw 2 of 2
4:48.0,Defensive rebound by T. Chandler,,61-69,,
4:34.0,,,61-69,,E. Bledsoe enters the game for M. Morris
4:30.0,M. Ellis makes 2-pt shot from 16 ft (assist by C. Parsons),2,63-69,,
4:09.0,,,63-69,,Turnover by E. Bledsoe (bad pass; steal by C. Parsons)
4:05.0,M. Ellis misses 2-pt shot from 2 ft (block by P. Tucker),,63-69,,
4:05.0,Offensive rebound by Team,,63-69,,
4:04.0,C. Parsons makes 2-pt shot from 1 ft (assist by A. Aminu),2,65-69,,
4:04.0,Shooting foul by A. Price (drawn by C. Parsons),,65-69,,
4:04.0,C. Parsons misses free throw 1 of 1,,65-69,,
4:03.0,,,65-69,,Defensive rebound by M. Morris
3:39.0,,,65-69,,Turnover by Team (shot clock)
3:39.0,,,65-69,,T. Warren enters the game for A. Price
3:32.0,C. Parsons misses 3-pt shot from 25 ft,,65-69,,
3:31.0,Offensive rebound by T. Chandler,,65-69,,
3:31.0,Shooting foul by P. Tucker (drawn by T. Chandler),,65-69,,
3:31.0,T. Chandler misses free throw 1 of 2,,65-69,,
3:31.0,Offensive rebound by Team,,65-69,,
3:31.0,T. Chandler makes free throw 2 of 2,1,66-69,,
3:10.0,,,66-71,2,B. Wright makes 2-pt shot from 8 ft
3:01.0,Shooting foul by B. Wright (drawn by M. Ellis),,66-71,,
3:01.0,M. Ellis makes free throw 1 of 2,1,67-71,,
3:01.0,D. Nowitzki enters the game for C. Parsons,,67-71,,
3:01.0,A. Stoudemire enters the game for T. Chandler,,67-71,,
3:01.0,,,67-71,,M. Morris enters the game for M. Morris
3:01.0,M. Ellis makes free throw 2 of 2,1,68-71,,
2:38.0,,,68-73,2,M. Morris makes 2-pt shot at rim (assist by E. Bledsoe)
2:19.0,,,68-73,,Violation by B. Wright (def goaltending)
2:19.0,M. Ellis makes 2-pt shot from 1 ft (assist by D. Nowitzki),2,70-73,,
2:02.0,,,70-75,2,E. Bledsoe makes 2-pt shot from 17 ft
1:47.0,M. Ellis misses 2-pt shot from 20 ft,,70-75,,
1:45.0,,,70-75,,Defensive rebound by M. Morris
1:35.0,,,70-75,,M. Morris misses 2-pt shot from 17 ft
1:33.0,Defensive rebound by A. Aminu,,70-75,,
1:30.0,M. Ellis makes 2-pt shot from 1 ft,2,72-75,,
1:30.0,Shooting foul by P. Tucker (drawn by M. Ellis),,72-75,,
1:30.0,M. Ellis makes free throw 1 of 1,1,73-75,,
1:20.0,Shooting block foul by A. Stoudemire (drawn by E. Bledsoe),,73-75,,
1:20.0,,,73-76,1,E. Bledsoe makes free throw 1 of 2
1:20.0,,,73-76,,E. Bledsoe misses free throw 2 of 2
1:19.0,Defensive rebound by A. Aminu,,73-76,,
0:59.0,Shooting foul by E. Bledsoe (drawn by A. Stoudemire),,73-76,,
0:59.0,A. Stoudemire makes free throw 1 of 2,1,74-76,,
0:59.0,A. Stoudemire makes free throw 2 of 2,1,75-76,,
0:38.0,,,75-76,,Turnover by T. Warren (bad pass; steal by A. Aminu)
0:29.0,M. Ellis misses 3-pt shot from 27 ft,,75-76,,
0:27.0,,,75-76,,Defensive rebound by Team
0:27.0,R. Jefferson enters the game for D. Nowitzki,,75-76,,
0:05.0,,,75-76,,M. Morris misses 3-pt shot from 25 ft
0:04.0,,,75-76,,Offensive rebound by P. Tucker
0:00.0,,,75-76,,P. Tucker misses 3-pt shot from 25 ft
0:00.0,,,75-76,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,A. Stoudemire makes 2-pt shot from 4 ft,2,77-76,,
11:19.0,,,77-76,,E. Bledsoe misses 2-pt shot from 1 ft
11:16.0,Defensive rebound by D. Nowitzki,,77-76,,
11:13.0,M. Ellis misses 2-pt shot from 22 ft,,77-76,,
11:08.0,,,77-76,,Defensive rebound by M. Morris
11:03.0,,,77-76,,M. Morris misses 2-pt shot from 14 ft
11:01.0,Defensive rebound by A. Stoudemire,,77-76,,
10:55.0,R. Felton makes 3-pt shot from 25 ft,3,80-76,,
10:37.0,Personal foul by R. Felton (drawn by M. Morris),,80-76,,
10:37.0,R. Jefferson enters the game for M. Ellis,,80-76,,
10:25.0,,,80-76,,M. Morris misses 2-pt shot from 17 ft
10:23.0,Defensive rebound by A. Aminu,,80-76,,
10:15.0,R. Jefferson makes 2-pt shot from 1 ft,2,82-76,,
10:12.0,,,82-76,,Offensive foul by E. Bledsoe
10:12.0,,,82-76,,Turnover by E. Bledsoe (offensive foul)
10:01.0,R. Felton misses 2-pt shot from 1 ft,,82-76,,
10:01.0,Offensive rebound by A. Stoudemire,,82-76,,
10:01.0,A. Stoudemire misses 2-pt shot at rim,,82-76,,
9:59.0,,,82-76,,Defensive rebound by M. Morris
9:44.0,,,82-76,,E. Bledsoe misses 2-pt shot from 7 ft
9:43.0,Defensive rebound by D. Nowitzki,,82-76,,
9:36.0,A. Aminu misses 2-pt shot from 4 ft,,82-76,,
9:34.0,,,82-76,,Defensive rebound by B. Wright
9:23.0,,,82-76,,M. Morris misses 3-pt shot from 24 ft
9:21.0,Defensive rebound by R. Jefferson,,82-76,,
9:09.0,Turnover by A. Aminu (bad pass; steal by E. Bledsoe),,82-76,,
9:09.0,Personal foul by A. Aminu (drawn by M. Morris),,82-76,,
8:53.0,Personal foul by A. Stoudemire (drawn by E. Bledsoe),,82-76,,
8:53.0,Official timeout,,82-76,,
8:43.0,,,82-78,2,E. Bledsoe makes 2-pt shot from 17 ft
8:29.0,Turnover by R. Felton (bad pass; steal by M. Morris),,82-78,,
8:26.0,,,82-78,,Turnover by M. Morris (lost ball)
8:11.0,A. Stoudemire makes 2-pt shot from 9 ft,2,84-78,,
7:56.0,,,84-78,,E. Bledsoe misses 3-pt shot from 24 ft
7:54.0,Defensive rebound by D. Nowitzki,,84-78,,
7:43.0,R. Jefferson misses 2-pt shot from 11 ft,,84-78,,
7:41.0,,,84-78,,Defensive rebound by T. Warren
7:35.0,,,84-80,2,T. Warren makes 2-pt shot from 7 ft (assist by E. Bledsoe)
7:35.0,Shooting block foul by R. Jefferson (drawn by T. Warren),,84-80,,
7:35.0,R. Rondo enters the game for D. Nowitzki,,84-80,,
7:35.0,M. Ellis enters the game for R. Jefferson,,84-80,,
7:35.0,C. Parsons enters the game for R. Felton,,84-80,,
7:35.0,,,84-80,,A. Len enters the game for B. Wright
7:35.0,T. Chandler enters the game for A. Stoudemire,,84-80,,
7:35.0,,,84-80,,T. Warren misses free throw 1 of 1
7:34.0,Defensive rebound by C. Parsons,,84-80,,
7:14.0,C. Parsons makes 2-pt shot from 21 ft,2,86-80,,
6:52.0,,,86-80,,E. Bledsoe misses 3-pt shot from 25 ft
6:50.0,Defensive rebound by A. Aminu,,86-80,,
6:38.0,C. Parsons misses 2-pt shot from 3 ft (block by A. Len),,86-80,,
6:35.0,,,86-80,,Defensive rebound by M. Morris
6:33.0,,,86-80,,Offensive charge foul by E. Bledsoe
6:33.0,,,86-80,,Turnover by E. Bledsoe (offensive foul)
6:33.0,,,86-80,,A. Goodwin enters the game for E. Bledsoe
6:33.0,,,86-80,,P. Tucker enters the game for T. Warren
6:22.0,,,86-80,,Personal foul by M. Morris (drawn by C. Parsons)
6:22.0,,,86-80,,Technical foul by M. Morris (drawn by C. Parsons)
6:22.0,M. Ellis misses technical free throw,,86-80,,
6:22.0,Offensive rebound by Team,,86-80,,
6:17.0,Shooting foul by A. Len (drawn by C. Parsons),,86-80,,
6:17.0,C. Parsons misses free throw 1 of 2,,86-80,,
6:17.0,Offensive rebound by Team,,86-80,,
6:17.0,C. Parsons misses free throw 2 of 2,,86-80,,
6:15.0,,,86-80,,Defensive rebound by A. Len
5:52.0,,,86-80,,M. Morris misses 3-pt shot from 23 ft
5:51.0,Defensive rebound by Team,,86-80,,
5:51.0,,,86-80,,Phoenix full timeout
5:28.0,C. Parsons misses 3-pt shot from 25 ft,,86-80,,
5:26.0,,,86-80,,Defensive rebound by A. Goodwin
5:04.0,M. Ellis misses 2-pt shot from 18 ft,,86-80,,
