time,Miami,pts.away,score,pts.home,Atlanta
7:09.0,,,3-12,2,D. Carroll makes 2-pt shot from 1 ft (assist by P. Millsap)
7:09.0,Miami full timeout,,3-12,,
6:56.0,G. Dragic makes 2-pt shot from 20 ft (assist by U. Haslem),2,5-12,,
6:39.0,,,5-12,,D. Carroll misses 3-pt shot from 24 ft
6:38.0,Defensive rebound by H. Walker,,5-12,,
6:29.0,G. Dragic makes 2-pt shot from 15 ft (assist by H. Walker),2,7-12,,
6:17.0,,,7-12,,D. Schroder misses 2-pt shot from 4 ft (block by G. Dragic)
6:17.0,,,7-12,,Offensive rebound by Team
6:17.0,M. Chalmers enters the game for H. Walker,,7-12,,
6:07.0,,,7-14,2,A. Horford makes 2-pt shot from 1 ft (assist by K. Korver)
5:52.0,U. Haslem misses 2-pt shot at rim (block by P. Millsap),,7-14,,
5:49.0,,,7-14,,Defensive rebound by P. Millsap
5:44.0,Personal foul by G. Dragic (drawn by D. Schroder),,7-14,,
5:30.0,,,7-14,,D. Schroder misses 2-pt shot from 1 ft
5:28.0,Defensive rebound by L. Deng,,7-14,,
5:21.0,D. Wade misses 3-pt shot from 22 ft,,7-14,,
5:19.0,Offensive rebound by L. Deng,,7-14,,
5:19.0,L. Deng makes 2-pt shot at rim,2,9-14,,
5:03.0,,,9-16,2,P. Millsap makes 2-pt shot from 9 ft (assist by D. Schroder)
5:03.0,,,9-16,,Shooting foul by M. Chalmers (drawn by P. Millsap)
5:03.0,,,9-16,,K. Bazemore enters the game for K. Korver
5:03.0,,,9-16,,M. Muscala enters the game for A. Horford
5:03.0,,,9-17,1,P. Millsap makes free throw 1 of 1
4:41.0,D. Wade misses 2-pt shot from 1 ft,,9-17,,
4:38.0,,,9-17,,Defensive rebound by D. Carroll
4:38.0,Personal foul by U. Haslem (drawn by D. Carroll),,9-17,,
4:38.0,,,9-18,1,D. Carroll makes free throw 1 of 2
4:38.0,M. Beasley enters the game for D. Wade,,9-18,,
4:38.0,H. Walker enters the game for U. Haslem,,9-18,,
4:38.0,,,9-19,1,D. Carroll makes free throw 2 of 2
4:25.0,L. Deng makes 2-pt shot from 2 ft (assist by G. Dragic),2,11-19,,
4:07.0,,,11-19,,Turnover by D. Carroll (bad pass; steal by H. Walker)
3:54.0,G. Dragic misses 2-pt shot from 18 ft,,11-19,,
3:52.0,,,11-19,,Defensive rebound by M. Muscala
3:39.0,,,11-19,,Shooting foul by H. Walker (drawn by D. Schroder)
3:39.0,,,11-20,1,D. Schroder makes free throw 1 of 2
3:39.0,,,11-20,,S. Mack enters the game for D. Carroll
3:39.0,,,11-21,1,D. Schroder makes free throw 2 of 2
3:32.0,,,11-21,,Personal foul by M. Muscala (drawn by M. Beasley)
3:20.0,H. Walker makes 3-pt shot from 24 ft (assist by G. Dragic),3,14-21,,
3:13.0,,,14-21,,Atlanta full timeout
3:05.0,,,14-21,,Turnover by P. Millsap (lost ball)
2:51.0,G. Dragic makes 2-pt shot at rim (assist by H. Walker),2,16-21,,
2:41.0,Personal foul by G. Dragic (drawn by D. Schroder),,16-21,,
2:41.0,,,16-22,1,D. Schroder makes free throw 1 of 2
2:41.0,T. Johnson enters the game for G. Dragic,,16-22,,
2:41.0,,,16-23,1,D. Schroder makes free throw 2 of 2
2:27.0,Shooting foul by P. Millsap (drawn by T. Johnson),,16-23,,
2:27.0,T. Johnson makes free throw 1 of 2,1,17-23,,
2:27.0,T. Johnson misses free throw 2 of 2,,17-23,,
2:26.0,,,17-23,,Defensive rebound by P. Millsap
2:09.0,,,17-23,,D. Schroder misses 2-pt shot from 2 ft (block by M. Beasley)
2:07.0,Defensive rebound by L. Deng,,17-23,,
2:01.0,T. Johnson misses 2-pt shot from 5 ft,,17-23,,
2:00.0,,,17-23,,Defensive rebound by Team
1:49.0,,,17-23,,P. Millsap misses 2-pt shot from 12 ft
1:49.0,,,17-23,,Offensive rebound by M. Muscala
1:48.0,,,17-23,,M. Muscala misses 2-pt shot at rim
1:47.0,Defensive rebound by L. Deng,,17-23,,
1:34.0,,,17-23,,Shooting block foul by D. Schroder (drawn by M. Beasley)
1:34.0,M. Beasley misses free throw 1 of 2,,17-23,,
1:34.0,Offensive rebound by Team,,17-23,,
1:34.0,J. Ennis enters the game for L. Deng,,17-23,,
1:34.0,,,17-23,,A. Horford enters the game for P. Millsap
1:34.0,,,17-23,,K. Korver enters the game for D. Schroder
1:34.0,M. Beasley makes free throw 2 of 2,1,18-23,,
1:25.0,,,18-25,2,A. Horford makes 2-pt shot at rim (assist by K. Korver)
1:05.0,M. Beasley makes 2-pt shot from 10 ft (assist by M. Chalmers),2,20-25,,
0:52.0,,,20-25,,S. Mack misses 2-pt shot from 10 ft
0:49.0,Defensive rebound by H. Walker,,20-25,,
0:44.0,H. Walker misses 3-pt shot from 24 ft,,20-25,,
0:42.0,,,20-25,,Defensive rebound by K. Bazemore
0:24.0,,,20-27,2,M. Muscala makes 2-pt shot from 5 ft
0:03.0,H. Walker misses 3-pt shot from 26 ft,,20-27,,
0:00.0,,,20-27,,Defensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,M. Beasley misses 2-pt shot from 18 ft,,20-27,,
11:39.0,,,20-27,,Defensive rebound by S. Mack
11:22.0,,,20-29,2,K. Korver makes 2-pt shot from 17 ft (assist by S. Mack)
10:59.0,M. Chalmers makes 3-pt shot from 25 ft (assist by H. Walker),3,23-29,,
10:39.0,,,23-29,,Turnover by A. Horford (lost ball)
10:39.0,,,23-29,,D. Carroll enters the game for M. Muscala
10:25.0,Turnover by M. Chalmers (lost ball; steal by K. Korver),,23-29,,
10:20.0,,,23-29,,S. Mack misses 2-pt shot from 1 ft
10:18.0,Defensive rebound by H. Walker,,23-29,,
10:08.0,M. Beasley misses 2-pt shot from 1 ft (block by A. Horford),,23-29,,
10:07.0,,,23-29,,Defensive rebound by Team
9:59.0,,,23-32,3,K. Korver makes 3-pt shot from 25 ft (assist by S. Mack)
9:36.0,Turnover by J. Ennis (lost ball; steal by D. Carroll),,23-32,,
9:33.0,,,23-32,,Shooting foul by M. Beasley (drawn by D. Carroll)
9:33.0,,,23-33,1,D. Carroll makes free throw 1 of 2
9:33.0,D. Wade enters the game for J. Ennis,,23-33,,
9:33.0,,,23-34,1,D. Carroll makes free throw 2 of 2
9:14.0,D. Wade misses 2-pt shot from 15 ft,,23-34,,
9:12.0,,,23-34,,Defensive rebound by K. Bazemore
9:05.0,,,23-36,2,D. Carroll makes 2-pt shot from 5 ft (assist by A. Horford)
9:05.0,Miami full timeout,,23-36,,
9:05.0,,,23-36,,T. Sefolosha enters the game for K. Bazemore
8:54.0,T. Johnson misses 2-pt shot from 21 ft,,23-36,,
8:53.0,,,23-36,,Defensive rebound by T. Sefolosha
8:28.0,,,23-36,,T. Sefolosha misses 2-pt shot from 17 ft
8:28.0,,,23-36,,Offensive rebound by Team
8:28.0,,,23-36,,Turnover by Team (shot clock)
8:28.0,L. Deng enters the game for H. Walker,,23-36,,
8:18.0,,,23-36,,Personal foul by K. Korver (drawn by D. Wade)
8:18.0,U. Haslem enters the game for M. Beasley,,23-36,,
8:06.0,D. Wade makes 2-pt shot from 18 ft,2,25-36,,
7:55.0,,,25-36,,Turnover by S. Mack (lost ball; steal by T. Johnson)
7:53.0,Shooting foul by S. Mack (drawn by T. Johnson),,25-36,,
7:53.0,T. Johnson makes free throw 1 of 2,1,26-36,,
7:53.0,T. Johnson misses free throw 2 of 2,,26-36,,
7:51.0,,,26-36,,Defensive rebound by T. Sefolosha
7:40.0,,,26-36,,Turnover by D. Carroll (bad pass)
7:25.0,T. Johnson misses 3-pt shot from 24 ft,,26-36,,
7:24.0,,,26-36,,Defensive rebound by T. Sefolosha
7:07.0,,,26-36,,T. Sefolosha misses 2-pt shot from 14 ft
7:05.0,,,26-36,,Offensive rebound by D. Carroll
7:03.0,,,26-38,2,D. Carroll makes 2-pt shot at rim
6:47.0,L. Deng misses 3-pt shot from 23 ft,,26-38,,
6:46.0,,,26-38,,Defensive rebound by K. Korver
6:41.0,,,26-38,,T. Sefolosha misses 2-pt shot from 2 ft
6:40.0,,,26-38,,Offensive rebound by D. Carroll
6:39.0,,,26-38,,D. Carroll misses 2-pt shot at rim (block by L. Deng)
6:37.0,Defensive rebound by T. Johnson,,26-38,,
6:24.0,Turnover by L. Deng (bad pass; steal by D. Carroll),,26-38,,
6:21.0,,,26-38,,Turnover by D. Carroll (bad pass)
6:21.0,,,26-38,,P. Millsap enters the game for K. Korver
6:03.0,L. Deng misses 2-pt shot from 5 ft,,26-38,,
6:01.0,Offensive rebound by L. Deng,,26-38,,
6:01.0,L. Deng makes 2-pt shot at rim,2,28-38,,
5:52.0,,,28-38,,S. Mack misses 2-pt shot from 19 ft
5:50.0,Defensive rebound by U. Haslem,,28-38,,
5:39.0,Turnover by L. Deng (bad pass; steal by T. Sefolosha),,28-38,,
5:34.0,,,28-40,2,S. Mack makes 2-pt shot from 1 ft (assist by D. Carroll)
5:17.0,D. Wade misses 2-pt shot from 20 ft,,28-40,,
5:15.0,,,28-40,,Defensive rebound by S. Mack
5:09.0,,,28-40,,Shooting foul by L. Deng (drawn by P. Millsap)
5:09.0,Official timeout,,28-40,,
5:09.0,,,28-40,,M. Muscala enters the game for D. Carroll
5:09.0,,,28-40,,D. Schroder enters the game for A. Horford
5:09.0,G. Dragic enters the game for M. Chalmers,,28-40,,
5:09.0,,,28-41,1,P. Millsap makes free throw 1 of 2
5:09.0,,,28-42,1,P. Millsap makes free throw 2 of 2
4:51.0,Shooting foul by P. Millsap (drawn by U. Haslem),,28-42,,
4:51.0,U. Haslem makes free throw 1 of 2,1,29-42,,
4:51.0,U. Haslem makes free throw 2 of 2,1,30-42,,
4:40.0,,,30-44,2,P. Millsap makes 2-pt shot from 7 ft (assist by S. Mack)
4:16.0,G. Dragic misses 3-pt shot from 25 ft,,30-44,,
4:15.0,Offensive rebound by U. Haslem,,30-44,,
4:08.0,T. Johnson misses 3-pt shot from 24 ft,,30-44,,
4:07.0,,,30-44,,Defensive rebound by M. Muscala
3:56.0,,,30-46,2,T. Sefolosha makes 2-pt shot from 1 ft (assist by S. Mack)
3:37.0,D. Wade misses 2-pt shot from 13 ft,,30-46,,
3:35.0,,,30-46,,Defensive rebound by P. Millsap
3:22.0,,,30-46,,P. Millsap misses 2-pt shot from 1 ft
3:21.0,Defensive rebound by L. Deng,,30-46,,
3:16.0,D. Wade misses 2-pt shot from 4 ft,,30-46,,
3:14.0,,,30-46,,Defensive rebound by P. Millsap
3:06.0,,,30-48,2,M. Muscala makes 2-pt shot from 6 ft (assist by D. Schroder)
2:59.0,Miami full timeout,,30-48,,
2:59.0,,,30-48,,Atlanta full timeout
2:59.0,,,30-48,,D. Carroll enters the game for S. Mack
2:59.0,,,30-48,,K. Korver enters the game for T. Sefolosha
2:59.0,M. Chalmers enters the game for U. Haslem,,30-48,,
2:59.0,M. Beasley enters the game for D. Wade,,30-48,,
2:59.0,H. Walker enters the game for T. Johnson,,30-48,,
2:46.0,Turnover by M. Chalmers (bad pass),,30-48,,
2:32.0,,,30-48,,D. Schroder misses 3-pt shot from 24 ft
2:31.0,Defensive rebound by L. Deng,,30-48,,
2:17.0,H. Walker makes 3-pt shot from 22 ft (assist by M. Chalmers),3,33-48,,
1:51.0,,,33-48,,Shooting foul by M. Beasley (drawn by P. Millsap)
1:51.0,,,33-49,1,P. Millsap makes free throw 1 of 2
1:51.0,,,33-49,,A. Horford enters the game for M. Muscala
1:51.0,,,33-50,1,P. Millsap makes free throw 2 of 2
1:41.0,G. Dragic misses 2-pt shot at rim,,33-50,,
1:40.0,,,33-50,,Defensive rebound by A. Horford
1:35.0,,,33-50,,K. Korver misses 3-pt shot from 24 ft
1:33.0,Defensive rebound by G. Dragic,,33-50,,
1:20.0,L. Deng makes 2-pt shot from 1 ft (assist by G. Dragic),2,35-50,,
1:03.0,,,35-50,,P. Millsap misses 3-pt shot from 24 ft
1:02.0,Defensive rebound by M. Chalmers,,35-50,,
0:58.0,Shooting foul by D. Carroll (drawn by L. Deng),,35-50,,
0:58.0,L. Deng makes free throw 1 of 2,1,36-50,,
0:58.0,U. Haslem enters the game for M. Beasley,,36-50,,
0:58.0,T. Johnson enters the game for G. Dragic,,36-50,,
0:58.0,L. Deng makes free throw 2 of 2,1,37-50,,
0:44.0,,,37-53,3,D. Carroll makes 3-pt shot from 24 ft (assist by D. Schroder)
0:23.0,L. Deng misses 3-pt shot from 22 ft,,37-53,,
0:22.0,,,37-53,,Defensive rebound by D. Schroder
0:00.0,,,37-55,2,P. Millsap makes 2-pt shot from 17 ft (assist by A. Horford)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,L. Deng misses 2-pt shot from 13 ft,,37-55,,
11:36.0,,,37-55,,Defensive rebound by A. Horford
11:27.0,,,37-55,,Offensive foul by P. Millsap
11:27.0,,,37-55,,Turnover by P. Millsap (offensive foul)
11:07.0,G. Dragic misses 2-pt shot from 5 ft,,37-55,,
11:05.0,Offensive rebound by L. Deng,,37-55,,
11:04.0,L. Deng makes 2-pt shot at rim,2,39-55,,
10:51.0,,,39-57,2,D. Carroll makes 2-pt shot at rim (assist by P. Millsap)
10:51.0,,,39-57,,Shooting foul by L. Deng (drawn by D. Carroll)
10:51.0,,,39-57,,D. Carroll misses free throw 1 of 1
10:49.0,Defensive rebound by L. Deng,,39-57,,
10:27.0,D. Wade makes 3-pt shot from 24 ft (assist by H. Walker),3,42-57,,
10:01.0,,,42-59,2,P. Millsap makes 2-pt shot from 7 ft (assist by D. Schroder)
9:35.0,G. Dragic misses 3-pt shot from 24 ft,,42-59,,
9:33.0,,,42-59,,Defensive rebound by D. Carroll
9:25.0,,,42-59,,Turnover by D. Carroll (bad pass; steal by L. Deng)
9:22.0,L. Deng makes 2-pt shot at rim,2,44-59,,
9:05.0,,,44-61,2,P. Millsap makes 2-pt shot from 22 ft (assist by D. Schroder)
8:45.0,Turnover by H. Walker (bad pass),,44-61,,
8:39.0,,,44-63,2,P. Millsap makes 2-pt shot from 1 ft (assist by D. Schroder)
8:39.0,Miami full timeout,,44-63,,
8:27.0,G. Dragic misses 2-pt shot from 22 ft,,44-63,,
8:25.0,Offensive rebound by U. Haslem,,44-63,,
8:21.0,U. Haslem makes 2-pt shot from 11 ft,2,46-63,,
8:08.0,,,46-63,,A. Horford misses 2-pt shot from 2 ft
8:07.0,Defensive rebound by U. Haslem,,46-63,,
7:57.0,D. Wade makes 3-pt shot from 22 ft (assist by L. Deng),3,49-63,,
7:49.0,,,49-65,2,P. Millsap makes 2-pt shot at rim (assist by D. Carroll)
7:26.0,Shooting foul by D. Carroll (drawn by L. Deng),,49-65,,
7:26.0,L. Deng misses free throw 1 of 2,,49-65,,
7:26.0,Offensive rebound by Team,,49-65,,
7:26.0,L. Deng makes free throw 2 of 2,1,50-65,,
7:16.0,,,50-65,,D. Schroder misses 3-pt shot from 24 ft
7:15.0,Defensive rebound by U. Haslem,,50-65,,
7:00.0,D. Wade misses 3-pt shot from 24 ft,,50-65,,
6:59.0,,,50-65,,Defensive rebound by P. Millsap
6:58.0,Personal foul by D. Wade (drawn by D. Schroder),,50-65,,
6:45.0,,,50-68,3,D. Carroll makes 3-pt shot from 22 ft (assist by D. Schroder)
6:29.0,Turnover by D. Wade (bad pass; steal by K. Korver),,50-68,,
6:24.0,,,50-68,,Turnover by A. Horford (bad pass; steal by H. Walker)
6:19.0,D. Wade makes 2-pt shot at rim (assist by U. Haslem),2,52-68,,
6:06.0,,,52-70,2,A. Horford makes 2-pt shot from 16 ft (assist by D. Schroder)
5:44.0,Turnover by L. Deng (lost ball; steal by D. Schroder),,52-70,,
5:44.0,Personal foul by L. Deng (drawn by D. Schroder),,52-70,,
5:44.0,,,52-70,,M. Muscala enters the game for A. Horford
5:44.0,,,52-70,,K. Bazemore enters the game for K. Korver
5:29.0,,,52-70,,Turnover by D. Schroder (traveling)
5:22.0,,,52-70,,Personal foul by D. Schroder (drawn by G. Dragic)
5:17.0,,,52-70,,Personal foul by D. Schroder (drawn by G. Dragic)
5:05.0,H. Walker makes 3-pt shot from 24 ft (assist by D. Wade),3,55-70,,
4:41.0,,,55-72,2,P. Millsap makes 2-pt shot from 19 ft
4:21.0,Turnover by G. Dragic (lost ball; steal by P. Millsap),,55-72,,
4:17.0,Shooting block foul by H. Walker (drawn by K. Bazemore),,55-72,,
4:17.0,,,55-73,1,K. Bazemore makes free throw 1 of 2
4:17.0,M. Chalmers enters the game for D. Wade,,55-73,,
4:17.0,M. Beasley enters the game for U. Haslem,,55-73,,
4:17.0,,,55-73,,S. Mack enters the game for D. Carroll
4:17.0,,,55-73,,K. Bazemore misses free throw 2 of 2
4:15.0,,,55-73,,Offensive rebound by M. Muscala
4:15.0,Personal foul by M. Chalmers (drawn by M. Muscala),,55-73,,
4:15.0,,,55-73,,M. Muscala misses free throw 1 of 2
4:15.0,,,55-73,,Offensive rebound by Team
4:15.0,,,55-74,1,M. Muscala makes free throw 2 of 2
3:55.0,Turnover by M. Beasley (bad pass),,55-74,,
3:40.0,,,55-76,2,D. Schroder makes 2-pt shot from 3 ft (assist by S. Mack)
3:29.0,Turnover by G. Dragic (lost ball),,55-76,,
3:08.0,,,55-76,,Atlanta full timeout
3:03.0,,,55-78,2,S. Mack makes 2-pt shot from 16 ft (assist by P. Millsap)
2:42.0,Turnover by M. Beasley (bad pass; steal by K. Bazemore),,55-78,,
2:36.0,Violation by M. Beasley (kicked ball),,55-78,,
2:24.0,,,55-81,3,M. Muscala makes 3-pt shot from 23 ft (assist by D. Schroder)
2:00.0,L. Deng misses 3-pt shot from 22 ft,,55-81,,
1:58.0,,,55-81,,Defensive rebound by M. Muscala
1:44.0,,,55-81,,S. Mack misses 3-pt shot from 25 ft
1:43.0,Defensive rebound by M. Beasley,,55-81,,
1:32.0,H. Walker makes 3-pt shot from 25 ft (assist by M. Beasley),3,58-81,,
1:19.0,Personal foul by G. Dragic (drawn by D. Schroder),,58-81,,
1:19.0,,,58-82,1,D. Schroder makes free throw 1 of 2
1:19.0,J. Ennis enters the game for H. Walker,,58-82,,
1:19.0,,,58-82,,K. Korver enters the game for S. Mack
1:19.0,,,58-82,,A. Horford enters the game for P. Millsap
1:19.0,,,58-83,1,D. Schroder makes free throw 2 of 2
1:00.0,M. Beasley makes 2-pt shot from 19 ft (assist by M. Chalmers),2,60-83,,
0:49.0,,,60-85,2,K. Bazemore makes 2-pt shot at rim (assist by A. Horford)
0:41.0,J. Ennis makes 2-pt shot from 1 ft (assist by M. Beasley),2,62-85,,
0:35.0,,,62-87,2,D. Schroder makes 2-pt shot from 2 ft
0:26.0,J. Ennis makes 3-pt shot from 24 ft (assist by M. Chalmers),3,65-87,,
0:06.0,,,65-89,2,A. Horford makes 2-pt shot from 3 ft (assist by K. Bazemore)
0:00.0,L. Deng makes 2-pt shot from 16 ft,2,67-89,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,67-91,2,K. Bazemore makes 2-pt shot from 18 ft (assist by A. Horford)
11:24.0,T. Johnson misses 3-pt shot from 25 ft,,67-91,,
11:23.0,,,67-91,,Defensive rebound by K. Bazemore
11:11.0,,,67-91,,S. Mack misses 3-pt shot from 25 ft
11:09.0,Defensive rebound by Team,,67-91,,
10:55.0,Turnover by H. Walker (bad pass; steal by S. Mack),,67-91,,
10:45.0,,,67-91,,Turnover by K. Bazemore (bad pass; steal by M. Chalmers)
10:41.0,J. Ennis makes 2-pt shot from 1 ft (assist by M. Chalmers),2,69-91,,
10:41.0,Shooting foul by K. Bazemore (drawn by J. Ennis),,69-91,,
10:41.0,J. Ennis makes free throw 1 of 1,1,70-91,,
10:31.0,,,70-93,2,A. Horford makes 2-pt shot from 1 ft (assist by K. Korver)
10:12.0,M. Beasley makes 2-pt shot from 12 ft,2,72-93,,
9:55.0,,,72-93,,Turnover by S. Mack (lost ball)
9:55.0,,,72-93,,T. Sefolosha enters the game for K. Bazemore
9:36.0,M. Chalmers makes 3-pt shot from 25 ft (assist by M. Beasley),3,75-93,,
9:23.0,,,75-93,,K. Korver misses 3-pt shot from 26 ft
9:21.0,Defensive rebound by T. Johnson,,75-93,,
9:16.0,M. Chalmers misses 3-pt shot from 24 ft,,75-93,,
9:14.0,Offensive rebound by T. Johnson,,75-93,,
9:14.0,T. Johnson misses 2-pt shot at rim,,75-93,,
9:12.0,,,75-93,,Defensive rebound by T. Sefolosha
9:02.0,,,75-93,,Shooting foul by M. Beasley (drawn by A. Horford)
9:02.0,,,75-94,1,A. Horford makes free throw 1 of 2
9:02.0,,,75-94,,A. Horford misses free throw 2 of 2
9:00.0,Defensive rebound by J. Ennis,,75-94,,
8:46.0,M. Chalmers makes 2-pt shot from 2 ft,2,77-94,,
8:31.0,,,77-94,,K. Korver misses 3-pt shot from 24 ft
8:28.0,Defensive rebound by H. Walker,,77-94,,
8:18.0,H. Walker misses 3-pt shot from 24 ft,,77-94,,
8:17.0,,,77-94,,Defensive rebound by T. Sefolosha
8:06.0,,,77-96,2,A. Horford makes 2-pt shot from 3 ft (assist by T. Sefolosha)
7:53.0,Shooting foul by D. Carroll (drawn by M. Chalmers),,77-96,,
7:53.0,Official timeout,,77-96,,
7:53.0,M. Chalmers makes free throw 1 of 2,1,78-96,,
7:53.0,M. Chalmers makes free throw 2 of 2,1,79-96,,
7:38.0,,,79-96,,D. Carroll misses 2-pt shot from 4 ft
7:37.0,Defensive rebound by H. Walker,,79-96,,
7:31.0,Turnover by M. Beasley (bad pass; steal by K. Korver),,79-96,,
7:31.0,Personal foul by M. Beasley (drawn by T. Sefolosha),,79-96,,
7:31.0,,,79-96,,P. Millsap enters the game for D. Carroll
7:11.0,,,79-96,,S. Mack misses 2-pt shot from 15 ft (block by T. Johnson)
7:07.0,Defensive rebound by T. Johnson,,79-96,,
7:07.0,Turnover by T. Johnson (bad pass; steal by S. Mack),,79-96,,
7:05.0,,,79-96,,S. Mack misses 2-pt shot from 2 ft (block by M. Beasley)
7:03.0,Defensive rebound by M. Beasley,,79-96,,
6:57.0,M. Chalmers misses 3-pt shot from 25 ft,,79-96,,
6:56.0,,,79-96,,Defensive rebound by A. Horford
6:47.0,,,79-96,,Turnover by K. Korver (bad pass; steal by H. Walker)
6:24.0,M. Beasley makes 2-pt shot from 22 ft,2,81-96,,
6:16.0,,,81-96,,Atlanta full timeout
6:16.0,,,81-96,,D. Schroder enters the game for A. Horford
6:16.0,,,81-96,,M. Muscala enters the game for K. Korver
6:01.0,,,81-96,,M. Muscala misses 2-pt shot from 4 ft
6:00.0,Defensive rebound by M. Beasley,,81-96,,
5:38.0,M. Chalmers makes 3-pt shot from 25 ft,3,84-96,,
5:14.0,,,84-96,,D. Schroder misses 2-pt shot from 17 ft
5:11.0,,,84-96,,Offensive rebound by T. Sefolosha
4:52.0,,,84-96,,T. Sefolosha misses 3-pt shot from 23 ft
4:50.0,Defensive rebound by T. Johnson,,84-96,,
4:40.0,M. Chalmers misses 3-pt shot from 25 ft,,84-96,,
4:38.0,Offensive rebound by H. Walker,,84-96,,
4:20.0,Turnover by M. Beasley (lost ball; steal by M. Muscala),,84-96,,
4:15.0,Personal foul by M. Beasley (drawn by T. Sefolosha),,84-96,,
4:15.0,,,84-96,,D. Carroll enters the game for S. Mack
4:15.0,,,84-96,,K. Korver enters the game for T. Sefolosha
4:15.0,L. Deng enters the game for M. Beasley,,84-96,,
4:15.0,U. Haslem enters the game for J. Ennis,,84-96,,
4:07.0,,,84-99,3,K. Korver makes 3-pt shot from 24 ft (assist by D. Schroder)
3:57.0,Miami full timeout,,84-99,,
3:57.0,G. Dragic enters the game for T. Johnson,,84-99,,
3:43.0,G. Dragic misses 3-pt shot from 25 ft,,84-99,,
3:40.0,,,84-99,,Defensive rebound by K. Korver
3:17.0,,,84-99,,M. Muscala misses 2-pt shot from 1 ft (block by M. Chalmers)
3:15.0,Defensive rebound by U. Haslem,,84-99,,
3:12.0,L. Deng misses 2-pt shot from 2 ft (block by P. Millsap),,84-99,,
3:12.0,Offensive rebound by Team,,84-99,,
2:53.0,Turnover by Team (shot clock),,84-99,,
2:40.0,,,84-99,,Turnover by K. Korver (bad pass; steal by M. Chalmers)
2:35.0,Turnover by G. Dragic (traveling),,84-99,,
2:28.0,,,84-99,,D. Schroder misses 2-pt shot from 2 ft
2:27.0,Defensive rebound by G. Dragic,,84-99,,
2:20.0,M. Chalmers misses 3-pt shot from 24 ft,,84-99,,
2:18.0,,,84-99,,Defensive rebound by P. Millsap
2:07.0,,,84-99,,Turnover by D. Schroder (bad pass; steal by G. Dragic)
2:02.0,G. Dragic misses 2-pt shot from 1 ft (block by K. Korver),,84-99,,
2:02.0,Offensive rebound by Team,,84-99,,
2:02.0,J. Ennis enters the game for L. Deng,,84-99,,
2:02.0,Z. Dragic enters the game for G. Dragic,,84-99,,
2:02.0,T. Johnson enters the game for M. Chalmers,,84-99,,
2:02.0,,,84-99,,K. Bazemore enters the game for P. Millsap
1:53.0,J. Ennis misses 3-pt shot from 24 ft,,84-99,,
1:51.0,Offensive rebound by T. Johnson,,84-99,,
1:47.0,J. Ennis misses 2-pt shot from 1 ft,,84-99,,
1:47.0,Offensive rebound by U. Haslem,,84-99,,
