time,Brooklyn,pts.away,score,pts.home,Philadelphia
6:11.0,Shooting foul by J. Richardson (drawn by J. Johnson),,13-9,,
6:11.0,J. Johnson misses free throw 1 of 2,,13-9,,
6:11.0,Offensive rebound by Team,,13-9,,
6:11.0,J. Johnson makes free throw 2 of 2,1,14-9,,
5:49.0,,,14-9,,Turnover by J. Sampson (bad pass; steal by T. Young)
5:36.0,,,14-9,,Personal foul by J. Grant (drawn by M. Brown)
5:36.0,M. Brown makes free throw 1 of 2,1,15-9,,
5:36.0,,,15-9,,R. Covington enters the game for J. Grant
5:36.0,M. Brown makes free throw 2 of 2,1,16-9,,
5:21.0,,,16-9,,J. Sampson misses 3-pt shot from 24 ft
5:19.0,Defensive rebound by B. Lopez,,16-9,,
5:12.0,T. Young makes 2-pt shot at rim (assist by D. Williams),2,18-9,,
4:55.0,,,18-9,,T. Robinson misses 2-pt shot from 3 ft (block by B. Lopez)
4:53.0,,,18-9,,Offensive rebound by J. Richardson
4:53.0,Personal foul by D. Williams (drawn by J. Richardson),,18-9,,
4:53.0,,,18-9,,H. Thompson enters the game for J. Richardson
4:53.0,J. Jack enters the game for D. Williams,,18-9,,
4:38.0,,,18-9,,I. Canaan misses 3-pt shot from 25 ft
4:37.0,Defensive rebound by T. Young,,18-9,,
4:27.0,M. Brown misses 2-pt shot from 19 ft,,18-9,,
4:26.0,Offensive rebound by Team,,18-9,,
4:26.0,,,18-9,,I. Smith enters the game for I. Canaan
4:19.0,Turnover by B. Lopez (lost ball; steal by T. Robinson),,18-9,,
3:59.0,,,18-9,,H. Thompson misses 2-pt shot from 5 ft (block by M. Brown)
3:59.0,,,18-9,,Offensive rebound by Team
3:59.0,,,18-9,,G. Robinson enters the game for J. Sampson
3:55.0,,,18-11,2,H. Thompson makes 2-pt shot from 16 ft (assist by R. Covington)
3:30.0,Brooklyn full timeout,,18-11,,
3:26.0,Turnover by T. Young (bad pass; steal by R. Covington),,18-11,,
3:16.0,,,18-14,3,H. Thompson makes 3-pt shot from 25 ft (assist by I. Smith)
2:55.0,J. Johnson makes 2-pt shot from 16 ft,2,20-14,,
2:34.0,,,20-14,,I. Smith misses 2-pt shot from 1 ft
2:31.0,,,20-14,,Offensive rebound by T. Robinson
2:31.0,,,20-16,2,T. Robinson makes 2-pt shot from 3 ft
2:31.0,,,20-16,,Shooting foul by M. Brown (drawn by T. Robinson)
2:31.0,M. Plumlee enters the game for B. Lopez,,20-16,,
2:31.0,,,20-17,1,T. Robinson makes free throw 1 of 1
2:16.0,J. Jack misses 3-pt shot from 25 ft,,20-17,,
2:14.0,,,20-17,,Defensive rebound by T. Robinson
2:01.0,,,20-19,2,T. Robinson makes 2-pt shot from 3 ft (assist by I. Smith)
1:51.0,J. Jack makes 2-pt shot from 5 ft,2,22-19,,
1:46.0,,,22-19,,Turnover by I. Smith (lost ball; steal by M. Brown)
1:42.0,Shooting foul by T. Robinson (drawn by T. Young),,22-19,,
1:42.0,T. Young makes free throw 1 of 2,1,23-19,,
1:42.0,T. Young misses free throw 2 of 2,,23-19,,
1:42.0,Offensive rebound by Team,,23-19,,
1:37.0,T. Young misses 3-pt shot from 23 ft,,23-19,,
1:35.0,,,23-19,,Defensive rebound by H. Thompson
1:22.0,,,23-22,3,R. Covington makes 3-pt shot from 25 ft (assist by I. Smith)
1:05.0,T. Young makes 2-pt shot from 2 ft (assist by J. Jack),2,25-22,,
0:53.0,,,25-22,,Shooting foul by J. Jack (drawn by I. Smith)
0:53.0,,,25-23,1,I. Smith makes free throw 1 of 2
0:53.0,A. Anderson enters the game for J. Johnson,,25-23,,
0:53.0,,,25-24,1,I. Smith makes free throw 2 of 2
0:42.0,J. Jack makes 2-pt shot from 14 ft,2,27-24,,
0:32.0,,,27-26,2,I. Smith makes 2-pt shot at rim
0:09.0,J. Jack misses 2-pt shot from 16 ft,,27-26,,
0:06.0,,,27-26,,Defensive rebound by R. Covington
0:02.0,,,27-29,3,R. Covington makes 3-pt shot from 25 ft (assist by G. Robinson)
0:00.0,A. Anderson misses 3-pt shot from 51 ft,,27-29,,
0:00.0,Offensive rebound by Team,,27-29,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,Personal foul by M. Plumlee (drawn by N. Noel),,27-29,,
11:39.0,,,27-29,,G. Robinson misses 2-pt shot from 2 ft
11:37.0,Defensive rebound by M. Plumlee,,27-29,,
11:25.0,T. Young makes 2-pt shot from 2 ft (assist by J. Jack),2,29-29,,
11:05.0,,,29-29,,G. Robinson misses 2-pt shot from 1 ft (block by M. Plumlee)
11:05.0,,,29-29,,Offensive rebound by Team
10:58.0,,,29-31,2,I. Canaan makes 2-pt shot from 14 ft
10:39.0,B. Bogdanovic misses 2-pt shot from 14 ft,,29-31,,
10:38.0,,,29-31,,Defensive rebound by T. Robinson
10:28.0,,,29-31,,H. Thompson misses 3-pt shot from 26 ft
10:26.0,,,29-31,,Offensive rebound by T. Robinson
10:24.0,,,29-33,2,T. Robinson makes 2-pt shot from 1 ft
10:17.0,A. Anderson makes 2-pt shot from 1 ft (assist by J. Jack),2,31-33,,
9:52.0,,,31-33,,I. Canaan misses 3-pt shot from 25 ft
9:50.0,Defensive rebound by T. Young,,31-33,,
9:43.0,A. Anderson makes 3-pt shot from 24 ft (assist by J. Jack),3,34-33,,
9:41.0,,,34-33,,Philadelphia full timeout
9:41.0,C. Jefferson enters the game for T. Young,,34-33,,
9:41.0,,,34-33,,J. Grant enters the game for T. Robinson
9:21.0,,,34-35,2,N. Noel makes 2-pt shot from 1 ft (assist by I. Canaan)
9:09.0,M. Plumlee misses 2-pt shot from 4 ft (block by N. Noel),,34-35,,
9:08.0,Offensive rebound by Team,,34-35,,
9:08.0,,,34-35,,J. Sampson enters the game for G. Robinson
9:06.0,A. Anderson misses 3-pt shot from 26 ft,,34-35,,
9:04.0,,,34-35,,Defensive rebound by H. Thompson
9:00.0,,,34-37,2,I. Canaan makes 2-pt shot from 3 ft (assist by H. Thompson)
8:48.0,J. Jack makes 2-pt shot at rim,2,36-37,,
8:25.0,,,36-37,,Turnover by N. Noel (lost ball; steal by C. Jefferson)
8:18.0,A. Anderson misses 3-pt shot from 24 ft,,36-37,,
8:17.0,,,36-37,,Defensive rebound by J. Sampson
8:09.0,,,36-37,,H. Thompson misses 3-pt shot from 24 ft
8:08.0,Defensive rebound by C. Jefferson,,36-37,,
8:01.0,J. Jack misses 2-pt shot from 19 ft,,36-37,,
7:58.0,,,36-37,,Defensive rebound by H. Thompson
7:53.0,,,36-37,,I. Canaan misses 3-pt shot from 24 ft
7:51.0,Defensive rebound by C. Jefferson,,36-37,,
7:30.0,M. Plumlee misses 2-pt shot at rim,,36-37,,
7:29.0,,,36-37,,Defensive rebound by N. Noel
7:22.0,,,36-37,,Turnover by J. Grant (bad pass; steal by A. Anderson)
7:13.0,Turnover by J. Jack (bad pass),,36-37,,
6:51.0,,,36-37,,J. Grant misses 2-pt shot from 3 ft
6:49.0,,,36-37,,Offensive rebound by Team
6:49.0,,,36-37,,Turnover by Team (shot clock)
6:39.0,B. Bogdanovic makes 2-pt shot from 6 ft,2,38-37,,
6:24.0,,,38-37,,J. Grant misses 3-pt shot from 24 ft
6:23.0,Defensive rebound by A. Anderson,,38-37,,
6:18.0,,,38-37,,Personal foul by J. Grant (drawn by A. Anderson)
6:13.0,J. Jack misses 2-pt shot from 4 ft,,38-37,,
6:12.0,,,38-37,,Defensive rebound by J. Grant
6:03.0,,,38-37,,Turnover by J. Grant (lost ball; steal by J. Jack)
5:58.0,Turnover by C. Jefferson (bad pass; steal by H. Thompson),,38-37,,
5:52.0,,,38-37,,J. Grant misses 3-pt shot from 25 ft
5:51.0,Defensive rebound by M. Plumlee,,38-37,,
5:37.0,A. Anderson misses 2-pt shot from 2 ft (block by J. Grant),,38-37,,
5:35.0,,,38-37,,Defensive rebound by N. Noel
5:34.0,Violation by M. Plumlee (def goaltending),,38-37,,
5:34.0,,,38-39,2,I. Canaan makes 2-pt shot from 2 ft
5:23.0,M. Plumlee makes 2-pt shot from 1 ft (assist by J. Jack),2,40-39,,
5:10.0,,,40-39,,J. Grant misses 2-pt shot from 15 ft
5:09.0,Defensive rebound by A. Anderson,,40-39,,
4:55.0,M. Plumlee misses 2-pt shot from 3 ft,,40-39,,
4:54.0,Offensive rebound by C. Jefferson,,40-39,,
4:54.0,C. Jefferson makes 2-pt shot at rim,2,42-39,,
4:45.0,,,42-39,,N. Noel misses 2-pt shot from 5 ft
4:43.0,Defensive rebound by C. Jefferson,,42-39,,
4:32.0,M. Plumlee makes 2-pt shot from 1 ft (assist by C. Jefferson),2,44-39,,
4:26.0,,,44-39,,Philadelphia full timeout
4:26.0,Official timeout,,44-39,,
4:26.0,B. Lopez enters the game for J. Jack,,44-39,,
4:26.0,D. Williams enters the game for M. Plumlee,,44-39,,
4:26.0,,,44-39,,I. Smith enters the game for I. Canaan
4:26.0,,,44-39,,R. Covington enters the game for H. Thompson
4:13.0,,,44-39,,I. Smith misses 2-pt shot from 5 ft
4:11.0,,,44-39,,Offensive rebound by J. Grant
4:11.0,,,44-41,2,J. Grant makes 2-pt shot from 1 ft
3:58.0,Turnover by B. Bogdanovic (lost ball; steal by I. Smith),,44-41,,
3:56.0,,,44-41,,J. Richardson enters the game for J. Sampson
3:56.0,J. Johnson enters the game for B. Bogdanovic,,44-41,,
3:46.0,,,44-41,,J. Grant misses 3-pt shot from 25 ft
3:45.0,Defensive rebound by D. Williams,,44-41,,
3:35.0,A. Anderson makes 2-pt shot from 4 ft (assist by D. Williams),2,46-41,,
3:24.0,,,46-43,2,N. Noel makes 2-pt shot from 17 ft (assist by J. Richardson)
3:08.0,Turnover by J. Johnson (traveling),,46-43,,
2:54.0,,,46-46,3,J. Grant makes 3-pt shot from 24 ft (assist by J. Richardson)
2:43.0,B. Lopez misses 2-pt shot from 6 ft (block by N. Noel),,46-46,,
2:41.0,,,46-46,,Defensive rebound by R. Covington
2:35.0,,,46-48,2,R. Covington makes 2-pt shot at rim (assist by J. Richardson)
2:24.0,B. Lopez misses 2-pt shot from 2 ft,,46-48,,
2:22.0,Offensive rebound by C. Jefferson,,46-48,,
2:22.0,C. Jefferson makes 2-pt shot from 1 ft,2,48-48,,
2:13.0,,,48-48,,N. Noel misses 2-pt shot from 1 ft
2:11.0,,,48-48,,Offensive rebound by J. Richardson
2:11.0,,,48-50,2,J. Richardson makes 2-pt shot from 1 ft
2:04.0,Shooting foul by J. Richardson (drawn by D. Williams),,48-50,,
2:04.0,Brooklyn full timeout,,48-50,,
2:04.0,T. Young enters the game for C. Jefferson,,48-50,,
2:04.0,,,48-50,,H. Sims enters the game for J. Grant
2:04.0,,,48-50,,T. Robinson enters the game for N. Noel
2:04.0,D. Williams misses free throw 1 of 2,,48-50,,
2:04.0,Offensive rebound by Team,,48-50,,
2:04.0,D. Williams makes free throw 2 of 2,1,49-50,,
1:52.0,,,49-50,,R. Covington misses 2-pt shot from 5 ft
1:51.0,,,49-50,,Offensive rebound by T. Robinson
1:50.0,,,49-50,,T. Robinson misses 2-pt shot from 3 ft
1:50.0,,,49-50,,Offensive rebound by H. Sims
1:50.0,,,49-50,,Shooting foul by T. Young (drawn by H. Sims)
1:50.0,,,49-51,1,H. Sims makes free throw 1 of 2
1:50.0,,,49-52,1,H. Sims makes free throw 2 of 2
1:37.0,Turnover by A. Anderson (lost ball),,49-52,,
1:37.0,J. Jack enters the game for D. Williams,,49-52,,
1:28.0,,,49-52,,I. Smith misses 2-pt shot from 1 ft
1:26.0,Defensive rebound by B. Lopez,,49-52,,
1:07.0,A. Anderson makes 2-pt shot from 9 ft (assist by J. Johnson),2,51-52,,
0:53.0,,,51-52,,J. Richardson misses 3-pt shot from 27 ft
0:50.0,Defensive rebound by A. Anderson,,51-52,,
0:42.0,J. Jack misses 2-pt shot from 4 ft,,51-52,,
0:40.0,,,51-52,,Defensive rebound by T. Robinson
0:35.0,,,51-52,,Shooting foul by T. Young (drawn by H. Sims)
0:35.0,,,51-53,1,H. Sims makes free throw 1 of 2
0:35.0,C. Jefferson enters the game for T. Young,,51-53,,
0:35.0,,,51-53,,H. Sims misses free throw 2 of 2
0:34.0,Defensive rebound by Team,,51-53,,
0:15.0,J. Jack misses 3-pt shot from 23 ft,,51-53,,
0:13.0,,,51-53,,Defensive rebound by T. Robinson
0:00.0,,,51-56,3,I. Smith makes 3-pt shot from 26 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,51-56,,J. Richardson misses 2-pt shot from 20 ft
11:44.0,Defensive rebound by Team,,51-56,,
11:26.0,D. Williams makes 2-pt shot from 17 ft,2,53-56,,
11:12.0,,,53-56,,N. Noel misses 2-pt shot at rim
11:10.0,Defensive rebound by J. Johnson,,53-56,,
11:05.0,D. Williams misses 3-pt shot from 25 ft,,53-56,,
11:02.0,,,53-56,,Defensive rebound by I. Canaan
10:51.0,,,53-56,,I. Canaan misses 3-pt shot from 24 ft
10:50.0,Defensive rebound by Team,,53-56,,
10:32.0,B. Lopez makes 2-pt shot from 14 ft (assist by J. Johnson),2,55-56,,
10:17.0,,,55-56,,Offensive foul by J. Sampson
10:17.0,,,55-56,,Turnover by J. Sampson (offensive foul)
10:04.0,J. Johnson makes 2-pt shot from 17 ft,2,57-56,,
9:38.0,,,57-56,,J. Richardson misses 2-pt shot from 14 ft
9:36.0,Defensive rebound by B. Lopez,,57-56,,
9:28.0,Offensive charge foul by B. Lopez,,57-56,,
9:28.0,Turnover by B. Lopez (offensive foul),,57-56,,
9:05.0,,,57-56,,J. Richardson misses 3-pt shot from 24 ft
9:03.0,Defensive rebound by M. Brown,,57-56,,
8:53.0,J. Johnson misses 3-pt shot from 25 ft,,57-56,,
8:51.0,,,57-56,,Defensive rebound by J. Sampson
8:33.0,,,57-56,,J. Sampson misses 3-pt shot from 22 ft
8:32.0,Defensive rebound by J. Johnson,,57-56,,
8:27.0,,,57-56,,Personal foul by I. Canaan (drawn by T. Young)
8:19.0,B. Lopez misses 2-pt shot from 17 ft,,57-56,,
8:18.0,,,57-56,,Defensive rebound by J. Richardson
7:59.0,,,57-58,2,I. Canaan makes 2-pt shot from 4 ft
7:39.0,J. Johnson makes 2-pt shot from 3 ft,2,59-58,,
7:19.0,,,59-60,2,N. Noel makes 2-pt shot from 3 ft (assist by I. Canaan)
6:54.0,J. Johnson makes 2-pt shot from 6 ft,2,61-60,,
6:40.0,,,61-60,,J. Richardson misses 2-pt shot from 2 ft
6:38.0,,,61-60,,Offensive rebound by N. Noel
6:38.0,,,61-62,2,N. Noel makes 2-pt shot at rim
6:25.0,T. Young makes 3-pt shot from 24 ft (assist by D. Williams),3,64-62,,
6:24.0,,,64-62,,Philadelphia full timeout
6:02.0,,,64-62,,Turnover by N. Noel (bad pass; steal by T. Young)
5:59.0,Turnover by D. Williams (bad pass),,64-62,,
5:36.0,,,64-62,,I. Canaan misses 3-pt shot from 24 ft
5:34.0,Defensive rebound by J. Johnson,,64-62,,
5:15.0,Offensive foul by J. Johnson,,64-62,,
5:15.0,Turnover by J. Johnson (offensive foul),,64-62,,
5:15.0,,,64-62,,I. Smith enters the game for I. Canaan
5:15.0,,,64-62,,R. Covington enters the game for J. Sampson
5:06.0,,,64-64,2,N. Noel makes 2-pt shot at rim (assist by J. Grant)
4:50.0,J. Johnson misses 2-pt shot from 8 ft,,64-64,,
4:49.0,,,64-64,,Defensive rebound by N. Noel
4:40.0,,,64-64,,R. Covington misses 3-pt shot from 25 ft
4:39.0,Defensive rebound by M. Brown,,64-64,,
4:25.0,D. Williams misses 2-pt shot from 6 ft,,64-64,,
4:23.0,,,64-64,,Defensive rebound by R. Covington
4:16.0,,,64-64,,J. Richardson misses 3-pt shot from 23 ft
4:15.0,Defensive rebound by M. Brown,,64-64,,
4:06.0,M. Brown misses 3-pt shot from 23 ft,,64-64,,
4:03.0,,,64-64,,Defensive rebound by I. Smith
3:42.0,,,64-64,,I. Smith misses 3-pt shot from 25 ft
3:41.0,Defensive rebound by T. Young,,64-64,,
3:41.0,Brooklyn full timeout,,64-64,,
3:41.0,J. Jack enters the game for B. Lopez,,64-64,,
3:41.0,M. Plumlee enters the game for M. Brown,,64-64,,
3:41.0,B. Bogdanovic enters the game for D. Williams,,64-64,,
3:41.0,,,64-64,,H. Thompson enters the game for J. Grant
3:41.0,,,64-64,,H. Sims enters the game for N. Noel
3:41.0,,,64-64,,T. Robinson enters the game for J. Richardson
3:28.0,T. Young makes 2-pt shot from 1 ft,2,66-64,,
3:15.0,,,66-64,,I. Smith misses 2-pt shot from 5 ft
3:14.0,Defensive rebound by T. Young,,66-64,,
3:02.0,T. Young makes 2-pt shot at rim (assist by J. Jack),2,68-64,,
3:02.0,Shooting foul by H. Sims (drawn by T. Young),,68-64,,
3:02.0,T. Young misses free throw 1 of 1,,68-64,,
3:00.0,,,68-64,,Defensive rebound by T. Robinson
2:41.0,,,68-64,,Offensive charge foul by T. Robinson
2:41.0,,,68-64,,Turnover by T. Robinson (offensive foul)
2:30.0,J. Jack makes 2-pt shot from 1 ft,2,70-64,,
2:22.0,,,70-64,,H. Thompson misses 3-pt shot from 25 ft
2:20.0,Defensive rebound by Team,,70-64,,
2:11.0,J. Jack makes 2-pt shot from 8 ft,2,72-64,,
2:10.0,,,72-64,,Philadelphia full timeout
2:10.0,A. Anderson enters the game for J. Johnson,,72-64,,
1:59.0,,,72-64,,H. Sims misses 2-pt shot from 3 ft
1:57.0,Defensive rebound by T. Young,,72-64,,
1:47.0,T. Young misses 2-pt shot from 3 ft,,72-64,,
1:46.0,,,72-64,,Defensive rebound by T. Robinson
1:34.0,,,72-64,,I. Smith misses 3-pt shot from 25 ft
1:33.0,,,72-64,,Offensive rebound by Team
1:33.0,Loose ball foul by M. Plumlee (drawn by T. Robinson),,72-64,,
1:26.0,,,72-66,2,H. Thompson makes 2-pt shot from 21 ft (assist by H. Sims)
1:09.0,M. Plumlee makes 2-pt shot at rim (assist by J. Jack),2,74-66,,
0:50.0,,,74-66,,R. Covington misses 3-pt shot from 25 ft
0:49.0,Defensive rebound by J. Jack,,74-66,,
0:39.0,J. Jack misses 2-pt shot from 21 ft,,74-66,,
0:38.0,,,74-66,,Defensive rebound by T. Robinson
0:31.0,,,74-66,,Turnover by I. Smith (bad pass)
0:11.0,J. Jack misses 2-pt shot from 9 ft,,74-66,,
0:10.0,,,74-66,,Defensive rebound by T. Robinson
0:02.0,,,74-66,,Turnover by R. Covington (lost ball; steal by A. Anderson)
0:02.0,,,74-66,,Personal foul by R. Covington (drawn by M. Plumlee)
0:02.0,C. Jefferson enters the game for T. Young,,74-66,,
0:00.0,J. Jack misses 3-pt shot from 38 ft,,74-66,,
0:00.0,Offensive rebound by Team,,74-66,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,,,74-66,,Personal foul by R. Covington (drawn by B. Bogdanovic)
11:39.0,C. Jefferson makes 2-pt shot from 16 ft (assist by A. Anderson),2,76-66,,
11:20.0,,,76-66,,H. Thompson misses 2-pt shot from 3 ft
11:18.0,,,76-66,,Offensive rebound by H. Sims
11:17.0,,,76-66,,H. Sims misses 2-pt shot from 1 ft
11:15.0,Defensive rebound by M. Plumlee,,76-66,,
11:06.0,A. Anderson misses 3-pt shot from 27 ft,,76-66,,
11:04.0,Offensive rebound by M. Plumlee,,76-66,,
10:52.0,Turnover by J. Jack (bad pass; steal by I. Smith),,76-66,,
10:49.0,,,76-68,2,I. Smith makes 2-pt shot from 4 ft
10:37.0,,,76-68,,Personal foul by H. Thompson (drawn by C. Jefferson)
10:34.0,Turnover by J. Jack (offensive foul),,76-68,,
10:34.0,Offensive foul by J. Jack,,76-68,,
10:20.0,,,76-68,,Turnover by H. Sims (bad pass; steal by B. Bogdanovic)
10:09.0,B. Bogdanovic misses 3-pt shot from 26 ft,,76-68,,
10:08.0,Offensive rebound by Team,,76-68,,
10:01.0,B. Bogdanovic misses 2-pt shot from 3 ft (block by H. Sims),,76-68,,
9:58.0,,,76-68,,Defensive rebound by T. Robinson
9:50.0,,,76-68,,R. Covington misses 3-pt shot from 23 ft
9:48.0,Defensive rebound by A. Anderson,,76-68,,
9:35.0,A. Anderson misses 2-pt shot from 9 ft (block by H. Thompson),,76-68,,
9:33.0,,,76-68,,Defensive rebound by I. Smith
9:26.0,,,76-68,,H. Sims misses 2-pt shot from 18 ft
9:26.0,Defensive rebound by Team,,76-68,,
9:26.0,,,76-68,,N. Noel enters the game for T. Robinson
9:10.0,J. Jack makes 2-pt shot from 14 ft (assist by M. Plumlee),2,78-68,,
9:03.0,,,78-68,,I. Smith misses 2-pt shot from 7 ft (block by C. Jefferson)
9:01.0,Defensive rebound by M. Plumlee,,78-68,,
8:57.0,Shooting foul by N. Noel (drawn by A. Anderson),,78-68,,
8:57.0,Official timeout,,78-68,,
8:57.0,A. Anderson makes free throw 1 of 2,1,79-68,,
8:57.0,A. Anderson misses free throw 2 of 2,,79-68,,
8:55.0,,,79-68,,Defensive rebound by Team
8:36.0,,,79-70,2,R. Covington makes 2-pt shot from 12 ft
8:06.0,A. Anderson misses 3-pt shot from 25 ft,,79-70,,
8:05.0,,,79-70,,Defensive rebound by H. Thompson
7:50.0,,,79-70,,H. Sims misses 2-pt shot from 9 ft
7:47.0,Defensive rebound by J. Jack,,79-70,,
7:43.0,M. Plumlee misses 2-pt shot at rim,,79-70,,
7:40.0,,,79-70,,Defensive rebound by H. Sims
7:35.0,,,79-70,,R. Covington misses 3-pt shot from 26 ft
7:33.0,,,79-70,,Offensive rebound by H. Sims
7:29.0,,,79-73,3,H. Thompson makes 3-pt shot from 24 ft (assist by H. Sims)
7:22.0,Brooklyn full timeout,,79-73,,
7:22.0,J. Johnson enters the game for J. Jack,,79-73,,
7:22.0,D. Williams enters the game for A. Anderson,,79-73,,
7:22.0,M. Brown enters the game for B. Bogdanovic,,79-73,,
7:22.0,T. Young enters the game for C. Jefferson,,79-73,,
7:22.0,,,79-73,,I. Canaan enters the game for I. Smith
7:22.0,,,79-73,,J. Grant enters the game for H. Sims
7:11.0,Turnover by D. Williams (lost ball; steal by N. Noel),,79-73,,
6:55.0,,,79-73,,Turnover by N. Noel (lost ball; steal by M. Plumlee)
6:42.0,T. Young misses 2-pt shot from 6 ft,,79-73,,
6:40.0,Offensive rebound by M. Brown,,79-73,,
6:39.0,,,79-73,,Personal foul by N. Noel (drawn by M. Brown)
6:24.0,T. Young makes 2-pt shot from 2 ft (assist by M. Brown),2,81-73,,
6:07.0,,,81-76,3,J. Grant makes 3-pt shot from 26 ft (assist by N. Noel)
5:58.0,,,81-76,,Personal foul by R. Covington (drawn by J. Johnson)
5:58.0,,,81-76,,I. Smith enters the game for R. Covington
5:58.0,J. Johnson makes free throw 1 of 2,1,82-76,,
5:58.0,J. Johnson makes free throw 2 of 2,1,83-76,,
5:41.0,,,83-78,2,H. Thompson makes 2-pt shot from 1 ft (assist by N. Noel)
5:27.0,M. Plumlee misses 2-pt shot from 2 ft,,83-78,,
5:26.0,,,83-78,,Defensive rebound by N. Noel
5:18.0,,,83-78,,I. Canaan misses 3-pt shot from 25 ft
5:16.0,Defensive rebound by M. Brown,,83-78,,
4:58.0,D. Williams makes 2-pt shot from 13 ft,2,85-78,,
