time,Toronto,pts.away,score,pts.home,Charlotte
2:12.0,J. Valanciunas enters the game for T. Hansbrough,,15-13,,
2:12.0,,,15-13,,B. Roberts enters the game for K. Walker
2:02.0,,,15-15,2,J. Taylor makes 2-pt shot at rim (assist by M. Williams)
1:41.0,P. Patterson makes 3-pt shot from 24 ft (assist by L. Williams),3,18-15,,
1:27.0,,,18-15,,J. Taylor misses 2-pt shot from 15 ft
1:26.0,Defensive rebound by L. Williams,,18-15,,
1:13.0,J. Johnson misses 2-pt shot from 2 ft,,18-15,,
1:12.0,,,18-15,,Defensive rebound by J. Taylor
0:54.0,,,18-15,,B. Roberts misses 2-pt shot from 18 ft
0:53.0,Defensive rebound by L. Williams,,18-15,,
0:38.0,P. Patterson misses 3-pt shot from 25 ft,,18-15,,
0:35.0,,,18-15,,Defensive rebound by Team
0:35.0,Loose ball foul by J. Valanciunas (drawn by J. Taylor),,18-15,,
0:35.0,C. Hayes enters the game for J. Valanciunas,,18-15,,
0:17.0,,,18-15,,M. Williams misses 2-pt shot from 13 ft
0:16.0,Defensive rebound by P. Patterson,,18-15,,
0:01.0,Shooting foul by J. Taylor (drawn by D. DeRozan),,18-15,,
0:01.0,D. DeRozan makes free throw 1 of 2,1,19-15,,
0:01.0,D. DeRozan makes free throw 2 of 2,1,20-15,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,Turnover by L. Williams (bad pass; steal by M. Williams),,20-15,,
11:28.0,,,20-17,2,G. Henderson makes 2-pt shot from 10 ft
11:10.0,L. Williams makes 2-pt shot from 11 ft (assist by G. Vasquez),2,22-17,,
10:50.0,,,22-17,,G. Henderson misses 2-pt shot from 1 ft
10:49.0,Defensive rebound by J. Johnson,,22-17,,
10:44.0,J. Johnson misses 2-pt shot from 1 ft,,22-17,,
10:41.0,,,22-17,,Defensive rebound by M. Williams
10:27.0,,,22-17,,M. Williams misses 2-pt shot from 9 ft
10:25.0,,,22-17,,Offensive rebound by J. Maxiell
10:25.0,,,22-19,2,J. Maxiell makes 2-pt shot from 1 ft
10:08.0,Shooting foul by G. Henderson (drawn by L. Williams),,22-19,,
10:08.0,L. Williams makes free throw 1 of 3,1,23-19,,
10:08.0,L. Williams makes free throw 2 of 3,1,24-19,,
10:08.0,L. Williams misses free throw 3 of 3,,24-19,,
10:07.0,,,24-19,,Defensive rebound by M. Williams
9:42.0,,,24-19,,M. Williams misses 3-pt shot from 22 ft
9:41.0,Defensive rebound by C. Hayes,,24-19,,
9:29.0,G. Vasquez misses 3-pt shot from 24 ft,,24-19,,
9:28.0,Offensive rebound by J. Johnson,,24-19,,
9:28.0,J. Johnson makes 2-pt shot from 1 ft,2,26-19,,
9:20.0,,,26-19,,Charlotte full timeout
9:20.0,,,26-19,,K. Walker enters the game for M. Williams
9:20.0,,,26-19,,P. Hairston enters the game for B. Roberts
9:20.0,T. Hansbrough enters the game for P. Patterson,,26-19,,
9:12.0,,,26-19,,G. Henderson misses 2-pt shot from 17 ft
9:11.0,,,26-19,,Offensive rebound by Team
9:02.0,,,26-19,,J. Maxiell misses 2-pt shot from 14 ft
9:00.0,Defensive rebound by J. Johnson,,26-19,,
8:46.0,L. Williams makes 3-pt shot from 22 ft (assist by J. Johnson),3,29-19,,
8:30.0,,,29-21,2,K. Walker makes 2-pt shot from 18 ft (assist by G. Henderson)
8:09.0,Shooting foul by P. Hairston (drawn by J. Johnson),,29-21,,
8:09.0,J. Johnson makes free throw 1 of 2,1,30-21,,
8:09.0,J. Johnson misses free throw 2 of 2,,30-21,,
8:08.0,,,30-21,,Defensive rebound by M. Williams
7:58.0,,,30-23,2,K. Walker makes 2-pt shot from 15 ft (assist by M. Williams)
7:41.0,L. Williams misses 2-pt shot from 15 ft,,30-23,,
7:40.0,,,30-23,,Defensive rebound by M. Williams
7:33.0,,,30-25,2,P. Hairston makes 2-pt shot from 10 ft (assist by K. Walker)
7:06.0,J. Johnson makes 2-pt shot from 5 ft,2,32-25,,
6:46.0,,,32-25,,G. Henderson misses 2-pt shot from 1 ft
6:44.0,Defensive rebound by T. Hansbrough,,32-25,,
6:37.0,D. DeRozan enters the game for L. Williams,,32-25,,
6:31.0,G. Vasquez makes 2-pt shot from 18 ft (assist by C. Hayes),2,34-25,,
6:14.0,,,34-25,,K. Walker misses 2-pt shot from 17 ft
6:13.0,Defensive rebound by J. Johnson,,34-25,,
6:02.0,G. Vasquez makes 2-pt shot at rim (assist by D. DeRozan),2,36-25,,
6:02.0,,,36-25,,Charlotte full timeout
6:02.0,,,36-25,,B. Biyombo enters the game for J. Maxiell
5:49.0,,,36-25,,Shooting foul by C. Hayes (drawn by B. Biyombo)
5:49.0,,,36-26,1,B. Biyombo makes free throw 1 of 2
5:49.0,,,36-27,1,B. Biyombo makes free throw 2 of 2
5:35.0,T. Hansbrough misses 2-pt shot from 5 ft,,36-27,,
5:35.0,Offensive rebound by Team,,36-27,,
5:28.0,T. Hansbrough misses 2-pt shot from 2 ft,,36-27,,
5:27.0,,,36-27,,Defensive rebound by B. Biyombo
5:16.0,Personal foul by C. Hayes (drawn by G. Henderson),,36-27,,
5:09.0,Personal foul by J. Johnson (drawn by G. Henderson),,36-27,,
4:57.0,,,36-27,,P. Hairston misses 3-pt shot from 25 ft
4:55.0,Defensive rebound by T. Hansbrough,,36-27,,
4:40.0,T. Hansbrough makes 2-pt shot at rim (assist by C. Hayes),2,38-27,,
4:29.0,,,38-27,,Offensive charge foul by M. Williams
4:29.0,,,38-27,,Turnover by M. Williams (offensive foul)
4:29.0,T. Ross enters the game for J. Johnson,,38-27,,
4:06.0,G. Vasquez makes 3-pt shot from 23 ft (assist by T. Ross),3,41-27,,
3:48.0,,,41-29,2,K. Walker makes 2-pt shot from 19 ft (assist by G. Henderson)
3:27.0,D. DeRozan misses 3-pt shot from 24 ft,,41-29,,
3:26.0,,,41-29,,Defensive rebound by P. Hairston
3:19.0,,,41-29,,Turnover by K. Walker (lost ball)
3:19.0,Toronto full timeout,,41-29,,
3:19.0,L. Williams enters the game for G. Vasquez,,41-29,,
3:19.0,P. Patterson enters the game for C. Hayes,,41-29,,
3:19.0,,,41-29,,N. Vonleh enters the game for M. Williams
3:19.0,,,41-29,,M. Williams enters the game for P. Hairston
3:04.0,D. DeRozan misses 2-pt shot from 2 ft (block by B. Biyombo),,41-29,,
3:02.0,,,41-29,,Defensive rebound by B. Biyombo
2:38.0,,,41-29,,K. Walker misses 3-pt shot from 31 ft
2:36.0,,,41-29,,Offensive rebound by K. Walker
2:33.0,,,41-29,,N. Vonleh misses 2-pt shot from 1 ft (block by T. Hansbrough)
2:31.0,Defensive rebound by P. Patterson,,41-29,,
2:17.0,T. Ross makes 3-pt shot from 23 ft (assist by D. DeRozan),3,44-29,,
2:02.0,,,44-29,,M. Williams misses 2-pt shot from 17 ft
2:00.0,,,44-29,,Offensive rebound by N. Vonleh
1:56.0,Jump ball: T. Hansbrough vs. N. Vonleh (K. Walker gains possession),,,,Jump ball: T. Hansbrough vs. N. Vonleh (K. Walker gains possession)
1:36.0,,,44-31,2,K. Walker makes 2-pt shot from 1 ft
1:10.0,L. Williams makes 3-pt shot from 25 ft (assist by T. Ross),3,47-31,,
0:45.0,,,47-31,,G. Henderson misses 2-pt shot from 17 ft (block by D. DeRozan)
0:44.0,Defensive rebound by T. Hansbrough,,47-31,,
0:44.0,,,47-31,,Personal foul by N. Vonleh (drawn by T. Hansbrough)
0:39.0,L. Williams misses 3-pt shot from 27 ft,,47-31,,
0:32.0,,,47-31,,Defensive rebound by B. Biyombo
0:15.0,,,47-31,,N. Vonleh misses 2-pt shot from 2 ft
0:14.0,Defensive rebound by T. Hansbrough,,47-31,,
0:00.0,D. DeRozan misses 2-pt shot from 2 ft,,47-31,,
0:00.0,Offensive rebound by Team,,47-31,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,D. DeRozan makes 2-pt shot from 16 ft,2,49-31,,
11:11.0,,,49-31,,B. Biyombo misses 2-pt shot from 2 ft
11:10.0,Defensive rebound by T. Hansbrough,,49-31,,
10:58.0,G. Vasquez misses 2-pt shot from 14 ft,,49-31,,
10:57.0,,,49-31,,Defensive rebound by M. Williams
10:45.0,,,49-33,2,G. Henderson makes 2-pt shot from 17 ft
10:45.0,,,49-33,,Shooting foul by T. Ross (drawn by G. Henderson)
10:45.0,,,49-33,,G. Henderson misses free throw 1 of 1
10:44.0,Defensive rebound by J. Valanciunas,,49-33,,
10:20.0,G. Vasquez misses 2-pt shot from 19 ft,,49-33,,
10:19.0,,,49-33,,Defensive rebound by M. Williams
10:10.0,,,49-33,,K. Walker misses 2-pt shot from 17 ft
10:08.0,Defensive rebound by D. DeRozan,,49-33,,
10:00.0,Shooting foul by J. Taylor (drawn by D. DeRozan),,49-33,,
10:00.0,D. DeRozan makes free throw 1 of 2,1,50-33,,
10:00.0,D. DeRozan makes free throw 2 of 2,1,51-33,,
9:41.0,,,51-33,,M. Williams misses 3-pt shot from 22 ft
9:40.0,Defensive rebound by G. Vasquez,,51-33,,
9:26.0,Turnover by G. Vasquez (lost ball; steal by K. Walker),,51-33,,
9:20.0,,,51-33,,Turnover by M. Williams (bad pass; steal by T. Ross)
9:09.0,T. Ross misses 3-pt shot from 22 ft,,51-33,,
9:08.0,,,51-33,,Defensive rebound by M. Williams
9:03.0,Personal foul by G. Vasquez (drawn by K. Walker),,51-33,,
8:53.0,,,51-33,,G. Henderson misses 2-pt shot from 16 ft (block by J. Valanciunas)
8:53.0,,,51-33,,Offensive rebound by Team
8:53.0,,,51-33,,G. Henderson misses 2-pt shot from 16 ft
8:46.0,Defensive rebound by J. Valanciunas,,51-33,,
8:40.0,Toronto full timeout,,51-33,,
8:24.0,D. DeRozan makes 2-pt shot from 16 ft (assist by J. Valanciunas),2,53-33,,
8:09.0,,,53-33,,Turnover by G. Henderson (lost ball; steal by T. Ross)
8:03.0,D. DeRozan makes 2-pt shot from 1 ft (assist by G. Vasquez),2,55-33,,
7:50.0,,,55-33,,B. Biyombo misses 2-pt shot from 2 ft (block by D. DeRozan)
7:48.0,Defensive rebound by G. Vasquez,,55-33,,
7:36.0,T. Ross makes 3-pt shot from 24 ft (assist by D. DeRozan),3,58-33,,
7:35.0,,,58-33,,Charlotte full timeout
7:35.0,,,58-33,,Technical foul by G. Henderson
7:35.0,D. DeRozan makes technical free throw,1,59-33,,
7:20.0,,,59-35,2,G. Henderson makes 2-pt shot from 1 ft (assist by K. Walker)
6:58.0,J. Valanciunas misses 2-pt shot from 7 ft (block by B. Biyombo),,59-35,,
6:58.0,Offensive rebound by Team,,59-35,,
6:53.0,G. Vasquez makes 3-pt shot from 23 ft (assist by J. Valanciunas),3,62-35,,
6:47.0,Personal foul by T. Hansbrough (drawn by K. Walker),,62-35,,
6:41.0,Personal foul by G. Vasquez (drawn by K. Walker),,62-35,,
6:34.0,,,62-35,,J. Taylor misses 3-pt shot from 23 ft (block by D. DeRozan)
6:32.0,Defensive rebound by G. Vasquez,,62-35,,
6:19.0,D. DeRozan misses 2-pt shot from 15 ft,,62-35,,
6:19.0,,,62-35,,Defensive rebound by Team
6:03.0,,,62-35,,Turnover by G. Henderson (bad pass; steal by J. Valanciunas)
5:59.0,Shooting foul by M. Williams (drawn by D. DeRozan),,62-35,,
5:59.0,D. DeRozan misses free throw 1 of 2,,62-35,,
5:59.0,Offensive rebound by Team,,62-35,,
5:59.0,D. DeRozan makes free throw 2 of 2,1,63-35,,
5:52.0,Personal foul by T. Ross (drawn by M. Williams),,63-35,,
5:52.0,,,63-35,,M. Williams misses free throw 1 of 2
5:52.0,,,63-35,,Offensive rebound by Team
5:52.0,,,63-35,,P. Hairston enters the game for J. Taylor
5:52.0,,,63-36,1,M. Williams makes free throw 2 of 2
5:29.0,D. DeRozan misses 2-pt shot from 16 ft,,63-36,,
5:28.0,,,63-36,,Defensive rebound by K. Walker
5:06.0,,,63-39,3,K. Walker makes 3-pt shot from 25 ft (assist by G. Henderson)
4:46.0,T. Ross makes 3-pt shot from 25 ft (assist by D. DeRozan),3,66-39,,
4:36.0,,,66-39,,Shooting foul by G. Vasquez (drawn by K. Walker)
4:36.0,,,66-40,1,K. Walker makes free throw 1 of 2
4:36.0,L. Williams enters the game for G. Vasquez,,66-40,,
4:36.0,P. Patterson enters the game for T. Hansbrough,,66-40,,
4:36.0,,,66-41,1,K. Walker makes free throw 2 of 2
4:12.0,T. Ross misses 2-pt shot from 19 ft,,66-41,,
4:11.0,,,66-41,,Defensive rebound by K. Walker
4:05.0,,,66-41,,K. Walker misses 3-pt shot from 26 ft
4:02.0,Defensive rebound by J. Valanciunas,,66-41,,
3:51.0,D. DeRozan misses 2-pt shot from 1 ft (block by B. Biyombo),,66-41,,
3:49.0,,,66-41,,Defensive rebound by P. Hairston
3:37.0,,,66-41,,M. Williams misses 2-pt shot from 2 ft (block by P. Patterson)
3:36.0,Defensive rebound by Team,,66-41,,
3:36.0,,,66-41,,M. Williams enters the game for G. Henderson
3:36.0,,,66-41,,N. Vonleh enters the game for M. Williams
3:22.0,P. Patterson misses 3-pt shot from 25 ft,,66-41,,
3:21.0,,,66-41,,Defensive rebound by P. Hairston
3:12.0,,,66-41,,P. Hairston misses 3-pt shot from 29 ft
3:11.0,Defensive rebound by T. Ross,,66-41,,
2:53.0,J. Valanciunas misses 2-pt shot from 6 ft,,66-41,,
2:53.0,,,66-41,,Defensive rebound by Team
2:53.0,Loose ball foul by J. Valanciunas (drawn by K. Walker),,66-41,,
2:53.0,,,66-42,1,K. Walker makes free throw 1 of 2
2:53.0,J. Johnson enters the game for T. Ross,,66-42,,
2:53.0,,,66-43,1,K. Walker makes free throw 2 of 2
2:41.0,L. Williams misses 3-pt shot from 25 ft,,66-43,,
2:38.0,,,66-43,,Defensive rebound by B. Biyombo
2:29.0,,,66-43,,M. Williams misses 2-pt shot from 9 ft
2:28.0,Defensive rebound by J. Valanciunas,,66-43,,
2:23.0,,,66-43,,Personal foul by P. Hairston (drawn by D. DeRozan)
2:11.0,Turnover by J. Johnson (lost ball),,66-43,,
2:00.0,,,66-43,,M. Williams misses 2-pt shot from 16 ft
1:59.0,Defensive rebound by P. Patterson,,66-43,,
1:48.0,L. Williams misses 3-pt shot from 25 ft,,66-43,,
1:42.0,,,66-43,,Defensive rebound by M. Williams
1:33.0,,,66-45,2,M. Williams makes 2-pt shot from 14 ft
1:06.0,Turnover by Team (shot clock),,66-45,,
0:49.0,,,66-45,,M. Williams misses 2-pt shot from 15 ft
0:48.0,Defensive rebound by J. Valanciunas,,66-45,,
0:34.0,L. Williams makes 3-pt shot from 26 ft,3,69-45,,
0:26.0,,,69-45,,M. Williams misses 3-pt shot from 25 ft
0:25.0,Defensive rebound by J. Johnson,,69-45,,
0:04.0,D. DeRozan misses 2-pt shot from 8 ft,,69-45,,
0:04.0,Offensive rebound by Team,,69-45,,
0:04.0,,,69-45,,Loose ball foul by B. Biyombo (drawn by J. Valanciunas)
0:00.0,D. DeRozan misses 3-pt shot from 32 ft,,69-45,,
0:00.0,Offensive rebound by Team,,69-45,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,69-45,,P. Hairston misses 3-pt shot from 24 ft
11:45.0,Defensive rebound by G. Vasquez,,69-45,,
11:25.0,G. Vasquez makes 3-pt shot from 25 ft (assist by L. Williams),3,72-45,,
11:00.0,,,72-45,,P. Hairston misses 2-pt shot from 16 ft
11:00.0,,,72-45,,Offensive rebound by Team
11:00.0,Loose ball foul by T. Hansbrough (drawn by J. Maxiell),,72-45,,
10:55.0,,,72-45,,Turnover by B. Roberts (lost ball; steal by L. Williams)
10:39.0,P. Patterson makes 2-pt shot from 7 ft,2,74-45,,
10:17.0,,,74-48,3,B. Roberts makes 3-pt shot from 25 ft (assist by M. Williams)
9:56.0,L. Williams misses 2-pt shot from 9 ft,,74-48,,
9:55.0,Offensive rebound by T. Hansbrough,,74-48,,
9:50.0,Shooting foul by J. Maxiell (drawn by T. Hansbrough),,74-48,,
9:50.0,T. Hansbrough makes free throw 1 of 2,1,75-48,,
9:50.0,T. Hansbrough makes free throw 2 of 2,1,76-48,,
9:33.0,,,76-51,3,B. Roberts makes 3-pt shot from 26 ft (assist by M. Williams)
9:07.0,G. Vasquez misses 2-pt shot from 19 ft,,76-51,,
9:06.0,,,76-51,,Defensive rebound by Team
8:43.0,,,76-53,2,M. Williams makes 2-pt shot from 13 ft
8:16.0,L. Williams misses 2-pt shot from 1 ft,,76-53,,
8:14.0,Offensive rebound by T. Hansbrough,,76-53,,
8:14.0,T. Hansbrough makes 2-pt shot at rim,2,78-53,,
8:02.0,Personal foul by P. Patterson (drawn by J. Maxiell),,78-53,,
8:02.0,Official timeout,,78-53,,
7:48.0,,,78-56,3,M. Williams makes 3-pt shot from 27 ft
7:34.0,L. Williams misses 2-pt shot from 15 ft,,78-56,,
7:32.0,,,78-56,,Defensive rebound by N. Vonleh
7:24.0,,,78-59,3,P. Hairston makes 3-pt shot from 26 ft (assist by B. Roberts)
7:04.0,J. Johnson makes 2-pt shot from 1 ft,2,80-59,,
6:51.0,,,80-59,,M. Williams misses 2-pt shot from 20 ft
6:50.0,Defensive rebound by J. Johnson,,80-59,,
6:33.0,L. Williams makes 2-pt shot from 6 ft,2,82-59,,
6:33.0,Shooting foul by B. Roberts (drawn by L. Williams),,82-59,,
6:33.0,L. Williams makes free throw 1 of 1,1,83-59,,
6:21.0,,,83-59,,P. Hairston misses 3-pt shot from 24 ft
6:19.0,,,83-59,,Offensive rebound by B. Roberts
6:15.0,,,83-62,3,M. Williams makes 3-pt shot from 25 ft (assist by B. Roberts)
6:03.0,Shooting foul by P. Hairston (drawn by J. Johnson),,83-62,,
6:03.0,J. Johnson misses free throw 1 of 2,,83-62,,
6:03.0,Offensive rebound by Team,,83-62,,
6:03.0,J. Johnson misses free throw 2 of 2,,83-62,,
6:02.0,Offensive rebound by P. Patterson,,83-62,,
6:02.0,,,83-62,,Personal foul by M. Williams (drawn by P. Patterson)
5:52.0,J. Johnson makes 2-pt shot from 1 ft,2,85-62,,
5:37.0,Personal foul by P. Patterson (drawn by N. Vonleh),,85-62,,
5:37.0,,,85-62,,Charlotte full timeout
5:37.0,,,85-62,,T. Daniels enters the game for M. Williams
5:30.0,,,85-65,3,N. Vonleh makes 3-pt shot from 25 ft
5:08.0,P. Patterson misses 2-pt shot from 12 ft,,85-65,,
5:07.0,,,85-65,,Defensive rebound by N. Vonleh
5:00.0,,,85-65,,B. Roberts misses 2-pt shot from 17 ft
5:00.0,,,85-65,,Offensive rebound by Team
4:57.0,Personal foul by T. Hansbrough (drawn by T. Daniels),,85-65,,
4:50.0,,,85-67,2,B. Roberts makes 2-pt shot from 16 ft
4:29.0,L. Williams misses 3-pt shot from 23 ft,,85-67,,
4:28.0,,,85-67,,Defensive rebound by N. Vonleh
4:21.0,,,85-70,3,T. Daniels makes 3-pt shot from 27 ft (assist by B. Roberts)
4:19.0,Toronto full timeout,,85-70,,
4:19.0,D. DeRozan enters the game for L. Williams,,85-70,,
4:05.0,Turnover by J. Johnson (traveling),,85-70,,
3:47.0,,,85-70,,B. Roberts misses 2-pt shot from 15 ft
3:46.0,Defensive rebound by T. Hansbrough,,85-70,,
3:23.0,G. Vasquez makes 3-pt shot from 25 ft (assist by D. DeRozan),3,88-70,,
3:04.0,,,88-70,,P. Hairston misses 2-pt shot from 2 ft (block by P. Patterson)
3:02.0,Defensive rebound by J. Johnson,,88-70,,
2:47.0,P. Patterson misses 3-pt shot from 25 ft,,88-70,,
2:45.0,,,88-70,,Defensive rebound by P. Hairston
2:30.0,,,88-70,,N. Vonleh misses 2-pt shot from 3 ft (block by T. Hansbrough)
2:27.0,Defensive rebound by P. Patterson,,88-70,,
2:10.0,D. DeRozan makes 2-pt shot from 1 ft,2,90-70,,
1:58.0,,,90-70,,Turnover by P. Hairston (step out of bounds)
1:40.0,J. Johnson makes 2-pt shot at rim,2,92-70,,
1:28.0,,,92-70,,T. Daniels misses 2-pt shot from 15 ft
1:27.0,Defensive rebound by T. Hansbrough,,92-70,,
1:09.0,Offensive charge foul by J. Johnson,,92-70,,
1:09.0,Turnover by J. Johnson (offensive foul),,92-70,,
1:09.0,B. Caboclo enters the game for T. Hansbrough,,92-70,,
1:09.0,G. Stiemsma enters the game for D. DeRozan,,92-70,,
1:09.0,L. Fields enters the game for J. Johnson,,92-70,,
0:52.0,,,92-72,2,B. Roberts makes 2-pt shot from 21 ft
0:35.0,Turnover by B. Caboclo (bad pass; steal by J. Maxiell),,92-72,,
0:23.0,,,92-72,,N. Vonleh misses 2-pt shot from 1 ft
0:23.0,,,92-72,,Offensive rebound by J. Maxiell
0:23.0,,,92-74,2,J. Maxiell makes 2-pt shot at rim
0:00.0,End of 4th quarter,,,,End of 4th quarter
