time,New Orleans,pts.away,score,pts.home,Phoenix
1:33.0,Q. Pondexter makes free throw 1 of 2,1,15-19,,
1:33.0,,,15-19,,M. Morris enters the game for M. Morris
1:33.0,Q. Pondexter misses free throw 2 of 2,,15-19,,
1:32.0,,,15-19,,Defensive rebound by M. Morris
1:10.0,,,15-19,,A. Goodwin misses 2-pt shot from 3 ft
1:08.0,,,15-19,,Offensive rebound by P. Tucker
1:07.0,,,15-21,2,P. Tucker makes 2-pt shot at rim
0:48.0,N. Cole misses 2-pt shot from 1 ft,,15-21,,
0:46.0,Offensive rebound by A. Ajinca,,15-21,,
0:46.0,A. Ajinca misses 2-pt shot from 1 ft,,15-21,,
0:43.0,Offensive rebound by A. Ajinca,,15-21,,
0:43.0,A. Ajinca misses 2-pt shot from 1 ft,,15-21,,
0:41.0,,,15-21,,Defensive rebound by M. Morris
0:35.0,,,15-21,,P. Tucker misses 3-pt shot from 23 ft
0:33.0,Defensive rebound by Q. Pondexter,,15-21,,
0:15.0,N. Cole misses 2-pt shot from 15 ft,,15-21,,
0:11.0,,,15-21,,Defensive rebound by B. Wright
0:00.0,,,15-21,,M. Morris misses 3-pt shot from 23 ft
0:00.0,,,15-21,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,15-23,2,T. Warren makes 2-pt shot at rim
11:30.0,,,15-23,,G. Green enters the game for P. Tucker
11:26.0,N. Cole makes 3-pt shot from 24 ft (assist by E. Gordon),3,18-23,,
11:13.0,Personal foul by E. Williams (drawn by T. Warren),,18-23,,
11:09.0,,,18-23,,E. Barron misses 2-pt shot from 19 ft
11:07.0,Defensive rebound by E. Williams,,18-23,,
11:02.0,Offensive foul by A. Ajinca,,18-23,,
11:02.0,Turnover by A. Ajinca (offensive foul),,18-23,,
10:42.0,,,18-23,,Turnover by T. Warren (discontinued dribble)
10:26.0,,,18-23,,Personal foul by E. Barron (drawn by A. Ajinca)
10:21.0,N. Cole makes 2-pt shot from 18 ft,2,20-23,,
10:07.0,,,20-23,,A. Goodwin misses 2-pt shot at rim
10:07.0,,,20-23,,Offensive rebound by A. Goodwin
10:07.0,,,20-23,,Shooting foul by L. Babbitt (drawn by A. Goodwin)
10:07.0,,,20-24,1,A. Goodwin makes free throw 1 of 2
10:07.0,,,20-25,1,A. Goodwin makes free throw 2 of 2
9:54.0,A. Ajinca makes 2-pt shot from 7 ft,2,22-25,,
9:39.0,,,22-25,,G. Green misses 3-pt shot from 24 ft
9:36.0,Defensive rebound by E. Gordon,,22-25,,
9:30.0,E. Gordon makes 2-pt shot from 1 ft,2,24-25,,
9:18.0,,,24-27,2,A. Goodwin makes 2-pt shot from 20 ft
8:59.0,E. Williams misses 2-pt shot from 18 ft,,24-27,,
8:58.0,,,24-27,,Defensive rebound by E. Barron
8:38.0,,,24-29,2,T. Warren makes 2-pt shot from 1 ft (assist by M. Morris)
8:22.0,A. Ajinca makes 2-pt shot from 16 ft (assist by N. Cole),2,26-29,,
8:11.0,,,26-29,,Shooting foul by E. Williams (drawn by G. Green)
8:11.0,Official timeout,,26-29,,
8:11.0,,,26-30,1,G. Green makes free throw 1 of 2
8:11.0,,,26-31,1,G. Green makes free throw 2 of 2
8:03.0,,,26-31,,Personal foul by E. Barron (drawn by A. Ajinca)
7:49.0,A. Ajinca makes 2-pt shot from 14 ft,2,28-31,,
7:38.0,,,28-33,2,A. Goodwin makes 2-pt shot at rim (assist by G. Green)
7:19.0,L. Babbitt misses 3-pt shot from 26 ft,,28-33,,
7:17.0,,,28-33,,Defensive rebound by M. Morris
7:11.0,,,28-33,,Turnover by T. Warren (lost ball)
7:11.0,Q. Pondexter enters the game for E. Williams,,28-33,,
7:11.0,,,28-33,,E. Bledsoe enters the game for T. Warren
7:11.0,,,28-33,,M. Morris enters the game for E. Barron
6:58.0,E. Gordon misses 2-pt shot from 7 ft,,28-33,,
6:56.0,,,28-33,,Defensive rebound by M. Morris
6:50.0,,,28-35,2,A. Goodwin makes 2-pt shot at rim
6:46.0,Turnover by A. Ajinca (bad pass),,28-35,,
6:46.0,T. Evans enters the game for L. Babbitt,,28-35,,
6:37.0,,,28-35,,M. Morris misses 2-pt shot from 13 ft
6:35.0,Defensive rebound by Q. Pondexter,,28-35,,
6:24.0,A. Ajinca misses 2-pt shot from 8 ft (block by M. Morris),,28-35,,
6:21.0,,,28-35,,Defensive rebound by E. Bledsoe
6:21.0,,,28-35,,Offensive foul by M. Morris
6:21.0,,,28-35,,Turnover by M. Morris (offensive foul)
6:11.0,,,28-35,,Personal foul by M. Morris (drawn by A. Ajinca)
6:11.0,,,28-35,,B. Wright enters the game for A. Goodwin
6:03.0,Turnover by T. Evans (bad pass; steal by E. Bledsoe),,28-35,,
6:00.0,,,28-37,2,E. Bledsoe makes 2-pt shot at rim
5:58.0,New Orleans full timeout,,28-37,,
5:58.0,O. Asik enters the game for A. Ajinca,,28-37,,
5:44.0,E. Gordon misses 3-pt shot from 25 ft,,28-37,,
5:42.0,,,28-37,,Defensive rebound by M. Morris
5:24.0,,,28-37,,G. Green misses 3-pt shot from 24 ft
5:22.0,Defensive rebound by Q. Pondexter,,28-37,,
5:11.0,N. Cole misses 2-pt shot from 21 ft,,28-37,,
5:10.0,Offensive rebound by Team,,28-37,,
5:10.0,D. Cunningham enters the game for N. Cole,,28-37,,
4:58.0,Q. Pondexter misses 2-pt shot from 6 ft,,28-37,,
4:56.0,,,28-37,,Defensive rebound by M. Morris
4:40.0,,,28-37,,M. Morris misses 2-pt shot from 6 ft
4:38.0,Defensive rebound by O. Asik,,28-37,,
4:30.0,Shooting foul by B. Wright (drawn by T. Evans),,28-37,,
4:30.0,T. Evans misses free throw 1 of 2,,28-37,,
4:30.0,Offensive rebound by Team,,28-37,,
4:30.0,T. Evans makes free throw 2 of 2,1,29-37,,
4:10.0,,,29-37,,E. Bledsoe misses 3-pt shot from 24 ft
4:06.0,Defensive rebound by O. Asik,,29-37,,
4:05.0,,,29-37,,Personal block foul by E. Bledsoe (drawn by E. Gordon)
4:05.0,E. Gordon misses free throw 1 of 2,,29-37,,
4:05.0,Offensive rebound by Team,,29-37,,
4:05.0,,,29-37,,P. Tucker enters the game for G. Green
4:05.0,E. Gordon misses free throw 2 of 2,,29-37,,
4:04.0,,,29-37,,Defensive rebound by M. Morris
3:42.0,,,29-37,,M. Morris misses 2-pt shot from 7 ft
3:39.0,Defensive rebound by Q. Pondexter,,29-37,,
3:33.0,T. Evans misses 2-pt shot from 1 ft,,29-37,,
3:30.0,Offensive rebound by O. Asik,,29-37,,
3:30.0,O. Asik makes 2-pt shot from 1 ft,2,31-37,,
3:26.0,,,31-37,,Shooting foul by E. Gordon (drawn by M. Morris)
3:26.0,New Orleans full timeout,,31-37,,
3:26.0,N. Cole enters the game for T. Evans,,31-37,,
3:26.0,,,31-38,1,M. Morris makes free throw 1 of 2
3:26.0,,,31-39,1,M. Morris makes free throw 2 of 2
3:10.0,N. Cole misses 2-pt shot from 21 ft,,31-39,,
3:08.0,,,31-39,,Defensive rebound by P. Tucker
2:58.0,,,31-41,2,P. Tucker makes 2-pt shot from 13 ft (assist by M. Morris)
2:33.0,Shooting foul by M. Morris (drawn by Q. Pondexter),,31-41,,
2:33.0,Q. Pondexter makes free throw 1 of 2,1,32-41,,
2:33.0,,,32-41,,A. Goodwin enters the game for M. Morris
2:33.0,T. Evans enters the game for N. Cole,,32-41,,
2:33.0,Q. Pondexter misses free throw 2 of 2,,32-41,,
2:32.0,,,32-41,,Defensive rebound by P. Tucker
2:20.0,,,32-41,,A. Goodwin misses 2-pt shot from 1 ft
2:18.0,Defensive rebound by Team,,32-41,,
2:03.0,Q. Pondexter makes 2-pt shot from 1 ft,2,34-41,,
1:46.0,Shooting block foul by D. Cunningham (drawn by M. Morris),,34-41,,
1:46.0,,,34-41,,M. Morris misses free throw 1 of 2
1:46.0,,,34-41,,Offensive rebound by Team
1:46.0,,,34-41,,M. Morris misses free throw 2 of 2
1:44.0,Defensive rebound by O. Asik,,34-41,,
1:21.0,T. Evans misses 3-pt shot from 25 ft,,34-41,,
1:19.0,,,34-41,,Defensive rebound by M. Morris
1:09.0,,,34-41,,E. Bledsoe misses 2-pt shot from 1 ft
1:05.0,Defensive rebound by E. Gordon,,34-41,,
1:03.0,E. Gordon misses 2-pt shot from 3 ft (block by B. Wright),,34-41,,
1:00.0,,,34-41,,Defensive rebound by M. Morris
0:39.0,,,34-41,,P. Tucker misses 3-pt shot from 23 ft
0:37.0,Defensive rebound by O. Asik,,34-41,,
0:29.0,O. Asik misses 2-pt shot from 1 ft,,34-41,,
0:29.0,Offensive rebound by O. Asik,,34-41,,
0:29.0,T. Evans misses 2-pt shot from 3 ft (block by B. Wright),,34-41,,
0:27.0,,,34-41,,Defensive rebound by M. Morris
0:23.0,,,34-43,2,A. Goodwin makes 2-pt shot from 1 ft (assist by P. Tucker)
0:00.0,T. Evans misses 3-pt shot from 23 ft,,34-43,,
0:00.0,Offensive rebound by Team,,34-43,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,34-45,2,B. Wright makes 2-pt shot from 9 ft
11:10.0,Turnover by Team (shot clock),,34-45,,
10:52.0,,,34-45,,E. Bledsoe misses 3-pt shot from 24 ft
10:50.0,Defensive rebound by O. Asik,,34-45,,
10:40.0,Q. Pondexter misses 3-pt shot from 25 ft,,34-45,,
10:38.0,,,34-45,,Defensive rebound by E. Bledsoe
10:32.0,,,34-45,,M. Morris misses 3-pt shot from 24 ft
10:29.0,Defensive rebound by D. Cunningham,,34-45,,
10:20.0,O. Asik makes 2-pt shot at rim (assist by E. Gordon),2,36-45,,
9:56.0,Personal foul by Q. Pondexter (drawn by M. Morris),,36-45,,
9:50.0,,,36-45,,P. Tucker misses 3-pt shot from 23 ft
9:48.0,,,36-45,,Offensive rebound by M. Morris
9:44.0,,,36-45,,E. Bledsoe misses 3-pt shot from 24 ft
9:43.0,,,36-45,,Offensive rebound by P. Tucker
9:32.0,,,36-47,2,P. Tucker makes 2-pt shot from 2 ft
9:16.0,E. Gordon makes 3-pt shot from 25 ft (assist by T. Evans),3,39-47,,
9:03.0,,,39-47,,Turnover by P. Tucker (step out of bounds)
9:03.0,A. Ajinca enters the game for O. Asik,,39-47,,
8:48.0,T. Evans makes 2-pt shot from 1 ft (assist by A. Ajinca),2,41-47,,
8:27.0,,,41-47,,M. Morris misses 2-pt shot from 14 ft
8:23.0,Defensive rebound by Q. Pondexter,,41-47,,
8:19.0,T. Evans makes 2-pt shot from 1 ft,2,43-47,,
8:18.0,,,43-47,,Phoenix full timeout
8:08.0,,,43-47,,E. Bledsoe misses 2-pt shot from 8 ft
8:06.0,Defensive rebound by A. Ajinca,,43-47,,
7:51.0,T. Evans misses 2-pt shot from 5 ft (block by B. Wright),,43-47,,
7:48.0,,,43-47,,Defensive rebound by E. Bledsoe
7:34.0,,,43-47,,M. Morris misses 3-pt shot from 23 ft
7:32.0,,,43-47,,Offensive rebound by B. Wright
7:22.0,,,43-49,2,B. Wright makes 2-pt shot from 4 ft (assist by E. Bledsoe)
7:01.0,D. Cunningham misses 2-pt shot from 5 ft,,43-49,,
6:58.0,,,43-49,,Defensive rebound by P. Tucker
6:51.0,Personal foul by T. Evans (drawn by E. Bledsoe),,43-49,,
6:45.0,,,43-49,,E. Bledsoe misses 2-pt shot from 9 ft
6:43.0,Defensive rebound by T. Evans,,43-49,,
6:40.0,Q. Pondexter makes 2-pt shot at rim (assist by T. Evans),2,45-49,,
6:18.0,,,45-49,,Shooting foul by Q. Pondexter (drawn by M. Morris)
6:18.0,,,45-50,1,M. Morris makes free throw 1 of 2
6:18.0,,,45-50,,M. Morris misses free throw 2 of 2
6:17.0,Defensive rebound by D. Cunningham,,45-50,,
6:06.0,,,45-50,,Personal foul by P. Tucker (drawn by T. Evans)
5:58.0,E. Gordon misses 2-pt shot from 19 ft,,45-50,,
5:56.0,,,45-50,,Defensive rebound by P. Tucker
5:40.0,,,45-50,,P. Tucker misses 2-pt shot from 4 ft (block by T. Evans)
5:38.0,Defensive rebound by A. Ajinca,,45-50,,
5:37.0,Turnover by D. Cunningham (bad pass; steal by E. Bledsoe),,45-50,,
5:33.0,,,45-50,,M. Morris misses 2-pt shot from 1 ft
5:32.0,Defensive rebound by D. Cunningham,,45-50,,
5:32.0,,,45-50,,Personal foul by P. Tucker (drawn by D. Cunningham)
5:16.0,,,45-50,,T. Warren enters the game for M. Morris
5:10.0,T. Evans misses 2-pt shot from 1 ft,,45-50,,
5:08.0,Offensive rebound by A. Ajinca,,45-50,,
5:08.0,A. Ajinca misses 2-pt shot at rim,,45-50,,
5:05.0,Offensive rebound by T. Evans,,45-50,,
4:56.0,Turnover by T. Evans (lost ball),,45-50,,
4:55.0,Personal foul by T. Evans (drawn by T. Warren),,45-50,,
4:33.0,,,45-50,,M. Morris misses 2-pt shot from 11 ft (block by T. Evans)
4:31.0,,,45-50,,Offensive rebound by B. Wright
4:30.0,,,45-50,,B. Wright misses 3-pt shot from 24 ft
4:27.0,Defensive rebound by D. Cunningham,,45-50,,
4:14.0,E. Gordon misses 2-pt shot from 5 ft (block by B. Wright),,45-50,,
4:12.0,,,45-50,,Defensive rebound by T. Warren
4:11.0,,,45-50,,Shooting foul by Q. Pondexter (drawn by E. Bledsoe)
4:11.0,,,45-50,,E. Bledsoe misses free throw 1 of 2
4:11.0,,,45-50,,Offensive rebound by Team
4:11.0,,,45-51,1,E. Bledsoe makes free throw 2 of 2
3:56.0,T. Evans misses 2-pt shot from 21 ft,,45-51,,
3:54.0,,,45-51,,Defensive rebound by T. Warren
3:44.0,,,45-53,2,B. Wright makes 2-pt shot from 1 ft (assist by M. Morris)
3:19.0,T. Evans misses 3-pt shot from 23 ft,,45-53,,
3:18.0,,,45-53,,Defensive rebound by B. Wright
3:13.0,,,45-53,,T. Warren misses 2-pt shot from 2 ft
3:12.0,,,45-53,,Offensive rebound by Team
3:12.0,,,45-53,,A. Goodwin enters the game for E. Bledsoe
3:12.0,N. Cole enters the game for T. Evans,,45-53,,
3:11.0,,,45-53,,Shooting foul by D. Cunningham (drawn by M. Morris)
3:11.0,,,45-54,1,M. Morris makes free throw 1 of 2
3:11.0,,,45-55,1,M. Morris makes free throw 2 of 2
2:49.0,A. Ajinca misses 2-pt shot from 6 ft,,45-55,,
2:47.0,,,45-55,,Defensive rebound by P. Tucker
2:32.0,,,45-55,,Turnover by M. Morris (lost ball)
2:32.0,New Orleans full timeout,,45-55,,
2:32.0,L. Babbitt enters the game for Q. Pondexter,,45-55,,
2:14.0,D. Cunningham makes 2-pt shot from 16 ft (assist by A. Ajinca),2,47-55,,
1:47.0,,,47-55,,A. Goodwin misses 2-pt shot from 19 ft
1:45.0,Defensive rebound by A. Ajinca,,47-55,,
1:36.0,A. Ajinca makes 2-pt shot from 16 ft (assist by N. Cole),2,49-55,,
1:13.0,,,49-55,,M. Morris misses 2-pt shot from 7 ft
1:11.0,Defensive rebound by D. Cunningham,,49-55,,
0:58.0,,,49-55,,Personal foul by B. Wright (drawn by A. Ajinca)
0:58.0,E. Williams enters the game for E. Gordon,,49-55,,
0:58.0,,,49-55,,M. Morris enters the game for M. Morris
0:58.0,,,49-55,,E. Barron enters the game for B. Wright
0:52.0,N. Cole makes 2-pt shot from 15 ft,2,51-55,,
0:40.0,,,51-55,,T. Warren misses 2-pt shot from 5 ft
0:38.0,Defensive rebound by A. Ajinca,,51-55,,
0:25.0,N. Cole misses 2-pt shot from 3 ft,,51-55,,
0:23.0,Offensive rebound by D. Cunningham,,51-55,,
0:23.0,D. Cunningham makes 2-pt shot from 1 ft,2,53-55,,
0:17.0,,,53-55,,Phoenix full timeout
0:17.0,,,53-55,,G. Green enters the game for E. Barron
0:00.0,,,53-55,,G. Green misses 2-pt shot from 7 ft
0:00.0,,,53-55,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,L. Babbitt makes 2-pt shot from 5 ft,2,55-55,,
11:24.0,,,55-55,,Turnover by A. Goodwin (lost ball; steal by E. Williams)
11:15.0,A. Ajinca makes 2-pt shot at rim (assist by N. Cole),2,57-55,,
11:01.0,,,57-55,,Shooting foul by L. Babbitt (drawn by G. Green)
11:01.0,,,57-55,,G. Green misses free throw 1 of 2
11:01.0,,,57-55,,Offensive rebound by Team
11:01.0,,,57-55,,M. Morris enters the game for E. Barron
11:01.0,,,57-55,,E. Bledsoe enters the game for A. Goodwin
11:01.0,,,57-56,1,G. Green makes free throw 2 of 2
10:40.0,N. Cole misses 2-pt shot from 2 ft,,57-56,,
10:38.0,,,57-56,,Defensive rebound by M. Morris
10:24.0,,,57-59,3,G. Green makes 3-pt shot from 24 ft
10:00.0,A. Ajinca misses 2-pt shot from 10 ft,,57-59,,
9:57.0,,,57-59,,Defensive rebound by M. Morris
9:47.0,,,57-59,,Turnover by G. Green (bad pass; steal by N. Cole)
9:47.0,,,57-59,,Loose ball foul by E. Bledsoe (drawn by N. Cole)
9:35.0,E. Williams makes 2-pt shot from 19 ft,2,59-59,,
9:12.0,,,59-59,,M. Morris misses 3-pt shot from 25 ft
9:10.0,Defensive rebound by D. Cunningham,,59-59,,
8:54.0,L. Babbitt misses 2-pt shot from 17 ft,,59-59,,
8:52.0,,,59-59,,Defensive rebound by M. Morris
8:37.0,,,59-59,,M. Morris misses 2-pt shot from 4 ft (block by A. Ajinca)
8:36.0,,,59-59,,Offensive rebound by M. Morris
8:36.0,,,59-61,2,M. Morris makes 2-pt shot from 4 ft
8:36.0,,,59-61,,Shooting foul by A. Ajinca (drawn by M. Morris)
8:36.0,Official timeout,,59-61,,
8:36.0,J. Withey enters the game for A. Ajinca,,59-61,,
8:36.0,,,59-61,,P. Tucker enters the game for T. Warren
8:36.0,,,59-61,,B. Wright enters the game for G. Green
8:36.0,,,59-62,1,M. Morris makes free throw 1 of 1
8:23.0,L. Babbitt makes 3-pt shot from 23 ft (assist by N. Cole),3,62-62,,
8:05.0,Personal foul by E. Williams (drawn by P. Tucker),,62-62,,
8:05.0,T. Evans enters the game for E. Williams,,62-62,,
7:56.0,,,62-62,,Offensive foul by M. Morris
7:56.0,,,62-62,,Turnover by M. Morris (offensive foul)
7:40.0,L. Babbitt misses 2-pt shot from 7 ft (block by B. Wright),,62-62,,
7:37.0,,,62-62,,Defensive rebound by E. Bledsoe
7:31.0,,,62-62,,M. Morris misses 3-pt shot from 24 ft
7:28.0,,,62-62,,Offensive rebound by M. Morris
7:28.0,,,62-62,,M. Morris misses 2-pt shot from 12 ft (block by J. Withey)
7:28.0,,,62-62,,Offensive rebound by Team
7:23.0,,,62-64,2,M. Morris makes 2-pt shot from 9 ft
7:03.0,,,62-64,,Personal foul by M. Morris (drawn by L. Babbitt)
7:03.0,E. Gordon enters the game for D. Cunningham,,62-64,,
6:53.0,Shooting foul by M. Morris (drawn by J. Withey),,62-64,,
6:53.0,J. Withey makes free throw 1 of 2,1,63-64,,
6:53.0,J. Withey makes free throw 2 of 2,1,64-64,,
6:43.0,,,64-64,,E. Bledsoe misses 2-pt shot from 2 ft
6:42.0,,,64-64,,Offensive rebound by B. Wright
6:42.0,,,64-64,,B. Wright misses 2-pt shot from 1 ft
6:41.0,,,64-64,,Offensive rebound by P. Tucker
6:41.0,,,64-64,,Turnover by P. Tucker (lost ball; steal by T. Evans)
6:30.0,E. Gordon misses 3-pt shot from 24 ft,,64-64,,
6:28.0,,,64-64,,Defensive rebound by E. Bledsoe
6:21.0,,,64-64,,Turnover by E. Bledsoe (bad pass)
6:02.0,N. Cole makes 2-pt shot from 16 ft (assist by T. Evans),2,66-64,,
5:35.0,,,66-66,2,B. Wright makes 2-pt shot from 6 ft
5:18.0,N. Cole misses 3-pt shot from 25 ft,,66-66,,
5:16.0,,,66-66,,Defensive rebound by B. Wright
4:59.0,,,66-66,,Shooting foul by L. Babbitt (drawn by M. Morris)
4:59.0,,,66-66,,Phoenix full timeout
4:59.0,A. Ajinca enters the game for J. Withey,,66-66,,
4:59.0,,,66-66,,M. Morris misses free throw 1 of 2
4:59.0,,,66-66,,Offensive rebound by Team
4:59.0,,,66-67,1,M. Morris makes free throw 2 of 2
4:42.0,N. Cole misses 2-pt shot from 15 ft,,66-67,,
4:40.0,,,66-67,,Defensive rebound by M. Morris
4:30.0,,,66-67,,M. Morris misses 3-pt shot from 25 ft
4:28.0,,,66-67,,Offensive rebound by P. Tucker
4:26.0,,,66-69,2,B. Wright makes 2-pt shot from 1 ft (assist by M. Morris)
4:00.0,D. Cunningham enters the game for L. Babbitt,,66-69,,
3:57.0,D. Cunningham misses 3-pt shot from 25 ft (block by B. Wright),,66-69,,
3:56.0,Offensive rebound by D. Cunningham,,66-69,,
3:56.0,Turnover by Team (shot clock),,66-69,,
3:47.0,,,66-69,,Turnover by E. Bledsoe (bad pass)
3:32.0,A. Ajinca misses 2-pt shot from 3 ft,,66-69,,
3:30.0,,,66-69,,Defensive rebound by M. Morris
3:11.0,,,66-69,,E. Bledsoe misses 2-pt shot from 17 ft
3:09.0,Defensive rebound by T. Evans,,66-69,,
3:04.0,T. Evans misses 2-pt shot from 4 ft (block by B. Wright),,66-69,,
3:01.0,,,66-69,,Defensive rebound by E. Bledsoe
2:56.0,,,66-69,,Phoenix full timeout
2:56.0,New Orleans full timeout,,66-69,,
2:47.0,,,66-69,,P. Tucker misses 2-pt shot from 2 ft
2:45.0,,,66-69,,Offensive rebound by B. Wright
2:45.0,,,66-71,2,B. Wright makes 2-pt shot at rim
2:26.0,E. Gordon misses 3-pt shot from 25 ft,,66-71,,
2:25.0,,,66-71,,Defensive rebound by E. Bledsoe
2:03.0,,,66-71,,P. Tucker misses 3-pt shot from 24 ft
2:02.0,Defensive rebound by D. Cunningham,,66-71,,
1:54.0,N. Cole makes 3-pt shot from 23 ft (assist by E. Gordon),3,69-71,,
1:35.0,,,69-71,,E. Bledsoe misses 2-pt shot from 6 ft
1:34.0,Defensive rebound by Team,,69-71,,
1:13.0,A. Ajinca misses 2-pt shot from 9 ft,,69-71,,
1:11.0,,,69-71,,Defensive rebound by P. Tucker
0:52.0,,,69-73,2,M. Morris makes 2-pt shot from 14 ft
0:51.0,New Orleans full timeout,,69-73,,
0:51.0,Q. Pondexter enters the game for D. Cunningham,,69-73,,
0:47.0,E. Gordon makes 3-pt shot from 26 ft (assist by A. Ajinca),3,72-73,,
0:31.0,,,72-73,,M. Morris misses 3-pt shot from 24 ft
