time,Denver,pts.away,score,pts.home,LA Lakers
6:48.0,T. Mozgov misses 2-pt shot from 2 ft,,6-9,,
6:46.0,,,6-9,,Defensive rebound by K. Bryant
6:29.0,,,6-11,2,K. Bryant makes 2-pt shot from 7 ft
6:11.0,A. Afflalo misses 2-pt shot from 9 ft (block by W. Johnson),,6-11,,
6:09.0,,,6-11,,Defensive rebound by W. Johnson
6:00.0,,,6-11,,Turnover by J. Lin (bad pass; steal by W. Chandler)
5:56.0,W. Chandler makes 2-pt shot at rim,2,8-11,,
5:56.0,Shooting foul by E. Davis (drawn by W. Chandler),,8-11,,
5:56.0,,,8-11,,LA Lakers full timeout
5:56.0,J. McGee enters the game for T. Mozgov,,8-11,,
5:56.0,W. Chandler makes free throw 1 of 1,1,9-11,,
5:43.0,,,9-11,,W. Johnson misses 2-pt shot from 22 ft
5:41.0,Defensive rebound by J. McGee,,9-11,,
5:27.0,W. Chandler misses 2-pt shot from 1 ft (block by J. Hill),,9-11,,
5:26.0,,,9-11,,Defensive rebound by J. Hill
5:11.0,,,9-11,,K. Bryant misses 2-pt shot from 11 ft
5:10.0,Defensive rebound by W. Chandler,,9-11,,
5:05.0,Shooting foul by W. Johnson (drawn by T. Lawson),,9-11,,
5:05.0,T. Lawson makes free throw 1 of 2,1,10-11,,
5:05.0,,,10-11,,R. Sacre enters the game for E. Davis
5:05.0,,,10-11,,N. Young enters the game for W. Johnson
5:05.0,T. Lawson makes free throw 2 of 2,1,11-11,,
4:54.0,,,11-11,,J. Lin misses 2-pt shot from 8 ft
4:53.0,Defensive rebound by J. McGee,,11-11,,
4:45.0,K. Faried misses 2-pt shot at rim,,11-11,,
4:45.0,,,11-11,,Defensive rebound by Team
4:45.0,Loose ball foul by J. McGee (drawn by R. Sacre),,11-11,,
4:32.0,,,11-11,,R. Sacre misses 2-pt shot from 16 ft
4:31.0,,,11-11,,Offensive rebound by K. Bryant
4:27.0,,,11-13,2,K. Bryant makes 2-pt shot from 13 ft
4:21.0,,,11-13,,Personal foul by J. Lin (drawn by T. Lawson)
4:21.0,T. Lawson makes free throw 1 of 2,1,12-13,,
4:21.0,D. Arthur enters the game for K. Faried,,12-13,,
4:21.0,,,12-13,,R. Price enters the game for J. Lin
4:21.0,T. Lawson makes free throw 2 of 2,1,13-13,,
4:05.0,,,13-13,,N. Young misses 3-pt shot from 23 ft
4:03.0,Defensive rebound by T. Lawson,,13-13,,
4:00.0,Turnover by T. Lawson (bad pass; steal by R. Sacre),,13-13,,
3:39.0,,,13-13,,K. Bryant misses 2-pt shot from 11 ft
3:36.0,Defensive rebound by J. McGee,,13-13,,
3:32.0,W. Chandler misses 3-pt shot from 24 ft,,13-13,,
3:32.0,,,13-13,,Defensive rebound by J. Hill
3:25.0,Personal foul by W. Chandler (drawn by K. Bryant),,13-13,,
3:13.0,,,13-13,,Shooting foul by D. Arthur (drawn by J. Hill)
3:13.0,,,13-14,1,J. Hill makes free throw 1 of 2
3:13.0,R. Foye enters the game for A. Afflalo,,13-14,,
3:13.0,,,13-15,1,J. Hill makes free throw 2 of 2
3:03.0,J. McGee makes 2-pt shot at rim (assist by T. Lawson),2,15-15,,
2:41.0,,,15-17,2,R. Sacre makes 2-pt shot from 10 ft (assist by K. Bryant)
2:31.0,R. Foye misses 3-pt shot from 23 ft,,15-17,,
2:30.0,,,15-17,,Defensive rebound by R. Price
2:22.0,,,15-17,,Turnover by N. Young (traveling)
2:22.0,Denver full timeout,,15-17,,
2:09.0,D. Arthur makes 2-pt shot at rim (assist by T. Lawson),2,17-17,,
1:55.0,,,17-17,,Offensive foul by J. Hill
1:55.0,,,17-17,,Turnover by J. Hill (offensive foul)
1:42.0,,,17-17,,Personal foul by R. Price (drawn by T. Lawson)
1:42.0,T. Lawson makes free throw 1 of 2,1,18-17,,
1:42.0,T. Lawson makes free throw 2 of 2,1,19-17,,
1:24.0,,,19-17,,Turnover by K. Bryant (bad pass; steal by R. Foye)
1:24.0,,,19-17,,Personal foul by R. Sacre (drawn by R. Foye)
1:24.0,R. Foye misses free throw 1 of 2,,19-17,,
1:24.0,Offensive rebound by Team,,19-17,,
1:24.0,R. Foye misses free throw 2 of 2,,19-17,,
1:23.0,,,19-17,,Defensive rebound by J. Hill
1:09.0,,,19-17,,R. Sacre misses 2-pt shot from 13 ft
1:07.0,Defensive rebound by W. Chandler,,19-17,,
0:56.0,W. Chandler misses 3-pt shot from 24 ft,,19-17,,
0:55.0,,,19-17,,Defensive rebound by J. Hill
0:46.0,,,19-17,,J. Hill misses 2-pt shot from 20 ft
0:45.0,Defensive rebound by J. McGee,,19-17,,
0:34.0,Turnover by R. Foye (bad pass; steal by R. Sacre),,19-17,,
0:23.0,,,19-17,,Shooting foul by J. McGee (drawn by K. Bryant)
0:23.0,,,19-18,1,K. Bryant makes free throw 1 of 2
0:23.0,D. Gallinari enters the game for W. Chandler,,19-18,,
0:23.0,,,19-18,,W. Johnson enters the game for J. Hill
0:23.0,,,19-18,,K. Bryant misses free throw 2 of 2
0:23.0,,,19-18,,Offensive rebound by R. Sacre
0:23.0,,,19-18,,Shooting foul by J. McGee (drawn by K. Bryant)
0:23.0,,,19-18,,R. Sacre misses free throw 1 of 2
0:23.0,,,19-18,,Offensive rebound by Team
0:23.0,K. Faried enters the game for J. McGee,,19-18,,
0:23.0,,,19-19,1,R. Sacre makes free throw 2 of 2
0:03.0,T. Lawson makes 2-pt shot from 1 ft,2,21-19,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,21-19,,Personal foul by N. Young (drawn by D. Gallinari)
11:38.0,D. Gallinari misses 3-pt shot from 25 ft,,21-19,,
11:36.0,,,21-19,,Defensive rebound by W. Johnson
11:31.0,,,21-19,,Turnover by R. Price (discontinued dribble)
11:15.0,R. Foye misses 3-pt shot from 23 ft,,21-19,,
11:14.0,,,21-19,,Defensive rebound by W. Johnson
11:06.0,,,21-21,2,N. Young makes 2-pt shot from 17 ft
10:45.0,R. Foye misses 3-pt shot from 25 ft,,21-21,,
10:43.0,,,21-21,,Defensive rebound by W. Johnson
10:36.0,,,21-21,,N. Young misses 2-pt shot from 1 ft
10:32.0,Defensive rebound by K. Faried,,21-21,,
10:28.0,K. Faried misses 2-pt shot from 1 ft,,21-21,,
10:25.0,,,21-21,,Defensive rebound by W. Johnson
10:12.0,,,21-24,3,N. Young makes 3-pt shot from 24 ft
10:11.0,Denver full timeout,,21-24,,
9:58.0,N. Robinson misses 3-pt shot from 25 ft,,21-24,,
9:56.0,,,21-24,,Defensive rebound by W. Johnson
9:38.0,,,21-24,,R. Price misses 3-pt shot from 25 ft
9:36.0,,,21-24,,Offensive rebound by R. Price
9:33.0,,,21-24,,Turnover by R. Price (lost ball; steal by D. Arthur)
9:16.0,D. Arthur misses 3-pt shot from 25 ft,,21-24,,
9:14.0,,,21-24,,Defensive rebound by W. Johnson
9:02.0,,,21-27,3,W. Ellington makes 3-pt shot from 24 ft (assist by R. Sacre)
8:41.0,Turnover by R. Foye (bad pass),,21-27,,
8:41.0,T. Mozgov enters the game for K. Faried,,21-27,,
8:41.0,,,21-27,,E. Davis enters the game for R. Sacre
8:27.0,,,21-27,,N. Young misses 2-pt shot from 19 ft
8:26.0,Defensive rebound by T. Mozgov,,21-27,,
8:21.0,Shooting foul by E. Davis (drawn by D. Arthur),,21-27,,
8:21.0,D. Arthur makes free throw 1 of 2,1,22-27,,
8:21.0,T. Lawson enters the game for N. Robinson,,22-27,,
8:21.0,A. Afflalo enters the game for R. Foye,,22-27,,
8:21.0,D. Arthur makes free throw 2 of 2,1,23-27,,
8:04.0,,,23-27,,N. Young misses 2-pt shot from 16 ft
8:03.0,Defensive rebound by D. Arthur,,23-27,,
7:54.0,D. Arthur makes 3-pt shot from 25 ft (assist by T. Lawson),3,26-27,,
7:42.0,,,26-27,,E. Davis misses 2-pt shot from 1 ft
7:42.0,Defensive rebound by Team,,26-27,,
7:33.0,T. Lawson misses 2-pt shot from 1 ft (block by E. Davis),,26-27,,
7:31.0,,,26-27,,Defensive rebound by N. Young
7:27.0,,,26-29,2,W. Ellington makes 2-pt shot at rim (assist by N. Young)
7:06.0,D. Gallinari makes 2-pt shot from 17 ft,2,28-29,,
6:53.0,,,28-29,,W. Ellington misses 3-pt shot from 24 ft
6:52.0,Defensive rebound by A. Afflalo,,28-29,,
6:32.0,T. Mozgov makes 2-pt shot from 2 ft (assist by T. Lawson),2,30-29,,
6:19.0,,,30-29,,W. Johnson misses 3-pt shot from 24 ft
6:17.0,Defensive rebound by A. Afflalo,,30-29,,
6:06.0,T. Mozgov misses 2-pt shot from 4 ft,,30-29,,
6:04.0,,,30-29,,Defensive rebound by Team
6:04.0,,,30-29,,K. Bryant enters the game for N. Young
6:04.0,,,30-29,,J. Lin enters the game for R. Price
5:47.0,,,30-29,,W. Johnson misses 2-pt shot from 18 ft
5:45.0,Defensive rebound by D. Gallinari,,30-29,,
5:37.0,D. Arthur misses 3-pt shot from 25 ft,,30-29,,
5:36.0,,,30-29,,Defensive rebound by J. Lin
5:20.0,,,30-31,2,K. Bryant makes 2-pt shot from 4 ft
5:10.0,A. Afflalo makes 3-pt shot from 24 ft (assist by T. Lawson),3,33-31,,
4:57.0,Personal foul by A. Afflalo (drawn by K. Bryant),,33-31,,
4:57.0,Official timeout,,33-31,,
4:57.0,,,33-31,,J. Hill enters the game for W. Ellington
4:57.0,W. Chandler enters the game for D. Arthur,,33-31,,
4:45.0,,,33-31,,W. Johnson misses 2-pt shot from 18 ft
4:44.0,Defensive rebound by W. Chandler,,33-31,,
4:36.0,A. Afflalo misses 3-pt shot from 23 ft,,33-31,,
4:35.0,,,33-31,,Defensive rebound by K. Bryant
4:19.0,,,33-31,,Turnover by K. Bryant (bad pass)
4:11.0,,,33-31,,Personal foul by J. Lin (drawn by T. Lawson)
4:02.0,T. Mozgov makes 2-pt shot from 1 ft (assist by T. Lawson),2,35-31,,
3:47.0,,,35-31,,J. Hill misses 2-pt shot from 19 ft
3:46.0,Defensive rebound by A. Afflalo,,35-31,,
3:31.0,W. Chandler makes 3-pt shot from 24 ft (assist by D. Gallinari),3,38-31,,
3:16.0,,,38-33,2,W. Johnson makes 2-pt shot at rim (assist by J. Lin)
2:52.0,T. Mozgov misses 2-pt shot from 10 ft,,38-33,,
2:49.0,,,38-33,,Defensive rebound by E. Davis
2:40.0,,,38-35,2,J. Lin makes 2-pt shot from 1 ft
2:21.0,D. Gallinari makes 3-pt shot from 23 ft (assist by A. Afflalo),3,41-35,,
2:02.0,,,41-35,,Shooting foul by T. Mozgov (drawn by E. Davis)
2:02.0,,,41-35,,LA Lakers full timeout
2:02.0,,,41-35,,W. Ellington enters the game for W. Johnson
2:02.0,J. Hickson enters the game for T. Mozgov,,41-35,,
2:02.0,,,41-35,,E. Davis misses free throw 1 of 2
2:02.0,,,41-35,,Offensive rebound by Team
2:02.0,,,41-36,1,E. Davis makes free throw 2 of 2
1:51.0,W. Chandler misses 3-pt shot from 22 ft,,41-36,,
1:50.0,,,41-36,,Defensive rebound by J. Lin
1:35.0,,,41-36,,J. Lin misses 3-pt shot from 27 ft
1:32.0,Defensive rebound by W. Chandler,,41-36,,
1:25.0,Turnover by T. Lawson (bad pass; steal by E. Davis),,41-36,,
1:19.0,,,41-36,,E. Davis misses 2-pt shot from 1 ft (block by W. Chandler)
1:15.0,,,41-36,,Offensive rebound by E. Davis
1:10.0,,,41-39,3,W. Ellington makes 3-pt shot from 25 ft (assist by E. Davis)
0:54.0,Denver full timeout,,41-39,,
0:48.0,D. Gallinari misses 3-pt shot from 24 ft,,41-39,,
0:46.0,,,41-39,,Defensive rebound by J. Hill
0:33.0,,,41-39,,K. Bryant misses 3-pt shot from 24 ft
0:31.0,Defensive rebound by J. Hickson,,41-39,,
0:25.0,Turnover by T. Lawson (traveling),,41-39,,
0:08.0,,,41-39,,W. Ellington misses 3-pt shot from 23 ft
0:07.0,,,41-39,,Offensive rebound by K. Bryant
0:01.0,,,41-39,,J. Lin misses 3-pt shot from 24 ft
0:00.0,Defensive rebound by J. Hickson,,41-39,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,A. Afflalo makes 2-pt shot from 19 ft,2,43-39,,
11:18.0,,,43-41,2,W. Johnson makes 2-pt shot from 19 ft
11:05.0,A. Afflalo misses 3-pt shot from 22 ft,,43-41,,
11:03.0,,,43-41,,Defensive rebound by J. Hill
10:49.0,,,43-41,,Turnover by K. Bryant (bad pass; steal by T. Mozgov)
10:39.0,K. Faried makes 2-pt shot from 1 ft (assist by T. Lawson),2,45-41,,
10:20.0,,,45-43,2,J. Lin makes 2-pt shot from 3 ft
10:09.0,Shooting foul by E. Davis (drawn by T. Mozgov),,45-43,,
10:09.0,T. Mozgov makes free throw 1 of 2,1,46-43,,
10:09.0,T. Mozgov makes free throw 2 of 2,1,47-43,,
9:56.0,,,47-45,2,J. Lin makes 2-pt shot from 15 ft
9:43.0,T. Mozgov makes 2-pt shot from 1 ft (assist by T. Lawson),2,49-45,,
9:35.0,Personal foul by A. Afflalo (drawn by J. Lin),,49-45,,
9:22.0,,,49-47,2,K. Bryant makes 2-pt shot from 1 ft (assist by J. Lin)
9:06.0,K. Faried makes 2-pt shot from 1 ft (assist by T. Lawson),2,51-47,,
8:52.0,,,51-47,,J. Hill misses 2-pt shot from 17 ft
8:50.0,,,51-47,,Offensive rebound by E. Davis
8:38.0,,,51-49,2,J. Hill makes 2-pt shot from 19 ft (assist by W. Johnson)
8:22.0,T. Lawson misses 2-pt shot from 17 ft,,51-49,,
8:20.0,,,51-49,,Defensive rebound by W. Johnson
8:17.0,,,51-49,,Shooting foul by T. Lawson (drawn by K. Bryant)
8:17.0,,,51-50,1,K. Bryant makes free throw 1 of 2
8:17.0,,,51-51,1,K. Bryant makes free throw 2 of 2
8:00.0,A. Afflalo misses 2-pt shot from 5 ft,,51-51,,
7:57.0,Offensive rebound by A. Afflalo,,51-51,,
7:57.0,A. Afflalo misses 2-pt shot from 1 ft,,51-51,,
7:55.0,,,51-51,,Defensive rebound by K. Bryant
7:48.0,,,51-51,,Shooting foul by T. Mozgov (drawn by J. Lin)
7:48.0,,,51-53,2,J. Lin makes 2-pt shot at rim (assist by K. Bryant)
7:48.0,,,51-54,1,J. Lin makes free throw 1 of 1
7:30.0,Turnover by W. Chandler (bad pass; steal by W. Johnson),,51-54,,
7:24.0,,,51-56,2,J. Lin makes 2-pt shot at rim (assist by W. Johnson)
7:24.0,Denver full timeout,,51-56,,
7:24.0,J. Hickson enters the game for T. Mozgov,,51-56,,
7:08.0,W. Chandler makes 3-pt shot from 24 ft (assist by T. Lawson),3,54-56,,
6:39.0,,,54-58,2,E. Davis makes 2-pt shot from 1 ft (assist by K. Bryant)
6:31.0,Shooting foul by E. Davis (drawn by T. Lawson),,54-58,,
6:31.0,T. Lawson misses free throw 1 of 2,,54-58,,
6:31.0,Offensive rebound by Team,,54-58,,
6:31.0,,,54-58,,R. Sacre enters the game for E. Davis
6:31.0,T. Lawson makes free throw 2 of 2,1,55-58,,
6:16.0,,,55-58,,J. Hill misses 2-pt shot from 19 ft
6:13.0,,,55-58,,Offensive rebound by R. Sacre
6:13.0,,,55-60,2,R. Sacre makes 2-pt shot at rim
6:08.0,,,55-60,,Personal foul by R. Sacre (drawn by T. Lawson)
6:01.0,J. Hickson makes 2-pt shot at rim (assist by T. Lawson),2,57-60,,
5:38.0,,,57-62,2,R. Sacre makes 2-pt shot from 11 ft
5:19.0,T. Lawson makes 3-pt shot from 24 ft,3,60-62,,
5:04.0,,,60-64,2,J. Lin makes 2-pt shot from 14 ft
4:52.0,W. Chandler makes 3-pt shot from 22 ft (assist by T. Lawson),3,63-64,,
4:29.0,,,63-66,2,R. Sacre makes 2-pt shot from 16 ft (assist by J. Lin)
4:13.0,A. Afflalo misses 3-pt shot from 23 ft,,63-66,,
4:12.0,,,63-66,,Defensive rebound by R. Sacre
4:08.0,,,63-66,,Turnover by K. Bryant (bad pass)
4:08.0,D. Arthur enters the game for K. Faried,,63-66,,
3:57.0,W. Chandler makes 3-pt shot from 24 ft (assist by T. Lawson),3,66-66,,
3:37.0,,,66-66,,Turnover by J. Lin (lost ball; steal by A. Afflalo)
3:33.0,Shooting foul by J. Hill (drawn by J. Hickson),,66-66,,
3:33.0,J. Hickson makes free throw 1 of 2,1,67-66,,
3:33.0,,,67-66,,R. Price enters the game for J. Lin
3:33.0,J. Hickson misses free throw 2 of 2,,67-66,,
3:32.0,,,67-66,,Defensive rebound by J. Hill
3:16.0,,,67-66,,N. Young enters the game for W. Johnson
3:14.0,,,67-66,,Shooting foul by A. Afflalo (drawn by K. Bryant)
3:14.0,,,67-66,,K. Bryant misses free throw 1 of 2
3:14.0,,,67-66,,Offensive rebound by Team
3:14.0,,,67-67,1,K. Bryant makes free throw 2 of 2
3:02.0,T. Lawson makes 2-pt shot from 15 ft,2,69-67,,
2:45.0,,,69-67,,J. Hill misses 2-pt shot from 18 ft
2:44.0,Defensive rebound by J. Hickson,,69-67,,
2:34.0,D. Arthur misses 3-pt shot from 24 ft,,69-67,,
2:34.0,,,69-67,,Defensive rebound by Team
2:34.0,Loose ball foul by D. Arthur (drawn by J. Hill),,69-67,,
2:34.0,,,69-67,,LA Lakers full timeout
2:34.0,N. Robinson enters the game for T. Lawson,,69-67,,
2:34.0,,,69-68,1,J. Hill makes free throw 1 of 2
2:34.0,,,69-69,1,J. Hill makes free throw 2 of 2
2:18.0,W. Chandler misses 2-pt shot from 1 ft (block by R. Sacre),,69-69,,
2:18.0,Offensive rebound by Team,,69-69,,
2:12.0,J. Hickson misses 2-pt shot from 7 ft,,69-69,,
2:11.0,,,69-69,,Defensive rebound by J. Hill
1:56.0,Personal foul by W. Chandler (drawn by R. Sacre),,69-69,,
1:56.0,,,69-70,1,R. Sacre makes free throw 1 of 2
1:56.0,D. Gallinari enters the game for W. Chandler,,69-70,,
1:56.0,,,69-71,1,R. Sacre makes free throw 2 of 2
1:45.0,,,69-71,,Personal foul by R. Price (drawn by N. Robinson)
1:45.0,N. Robinson misses free throw 1 of 2,,69-71,,
1:45.0,Offensive rebound by Team,,69-71,,
1:45.0,N. Robinson makes free throw 2 of 2,1,70-71,,
1:28.0,,,70-71,,Shooting foul by N. Robinson (drawn by N. Young)
1:28.0,,,70-72,1,N. Young makes free throw 1 of 2
1:28.0,,,70-73,1,N. Young makes free throw 2 of 2
1:10.0,Offensive foul by N. Robinson,,70-73,,
1:10.0,Turnover by N. Robinson (offensive foul),,70-73,,
1:00.0,,,70-73,,Turnover by J. Hill (lost ball; steal by N. Robinson)
0:49.0,Turnover by D. Arthur (bad pass; steal by R. Sacre),,70-73,,
0:49.0,Personal foul by J. Hickson (drawn by R. Sacre),,70-73,,
0:49.0,,,70-74,1,R. Sacre makes free throw 1 of 2
0:49.0,,,70-75,1,R. Sacre makes free throw 2 of 2
0:39.0,N. Robinson misses 2-pt shot from 2 ft,,70-75,,
0:39.0,Offensive rebound by J. Hickson,,70-75,,
0:39.0,J. Hickson makes 2-pt shot at rim,2,72-75,,
0:27.0,,,72-75,,R. Price misses 3-pt shot from 24 ft
0:26.0,Defensive rebound by J. Hickson,,72-75,,
0:22.0,Offensive foul by N. Robinson,,72-75,,
0:22.0,Turnover by N. Robinson (offensive foul),,72-75,,
0:05.0,,,72-75,,N. Young misses 3-pt shot from 25 ft
0:04.0,,,72-75,,Offensive rebound by Team
0:04.0,,,72-75,,J. Hill misses 2-pt shot from 17 ft
0:00.0,,,72-75,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
12:00.0,,,72-75,,LA Lakers full timeout
11:42.0,,,72-75,,N. Young misses 2-pt shot from 16 ft
11:41.0,Defensive rebound by R. Foye,,72-75,,
11:26.0,N. Robinson misses 3-pt shot from 23 ft,,72-75,,
11:25.0,Offensive rebound by J. Hickson,,72-75,,
11:23.0,Shooting foul by E. Davis (drawn by J. Hickson),,72-75,,
11:23.0,J. Hickson makes free throw 1 of 2,1,73-75,,
11:23.0,J. Hickson misses free throw 2 of 2,,73-75,,
11:22.0,Offensive rebound by N. Robinson,,73-75,,
11:22.0,,,73-75,,Loose ball foul by R. Price (drawn by N. Robinson)
11:08.0,Turnover by J. Hickson (bad pass; steal by R. Price),,73-75,,
10:49.0,,,73-75,,N. Young misses 3-pt shot from 25 ft
10:48.0,Defensive rebound by N. Robinson,,73-75,,
10:38.0,N. Robinson misses 2-pt shot from 1 ft,,73-75,,
10:38.0,Offensive rebound by Team,,73-75,,
10:38.0,,,73-75,,Loose ball foul by E. Davis (drawn by J. Hickson)
10:38.0,,,73-75,,W. Johnson enters the game for E. Davis
10:33.0,R. Foye misses 3-pt shot from 25 ft,,73-75,,
10:33.0,,,73-75,,Defensive rebound by Team
10:33.0,Loose ball foul by J. Hickson (drawn by W. Johnson),,73-75,,
10:14.0,,,73-75,,R. Price misses 3-pt shot from 24 ft
10:12.0,Defensive rebound by D. Arthur,,73-75,,
9:51.0,J. Hickson misses 2-pt shot at rim,,73-75,,
9:51.0,Offensive rebound by J. Hickson,,73-75,,
9:51.0,J. Hickson misses 2-pt shot at rim,,73-75,,
9:51.0,Offensive rebound by J. Hickson,,73-75,,
9:51.0,,,73-75,,Personal foul by R. Price (drawn by J. Hickson)
9:51.0,W. Chandler enters the game for J. Hickson,,73-75,,
9:39.0,D. Gallinari misses 3-pt shot from 25 ft,,73-75,,
9:38.0,,,73-75,,Defensive rebound by N. Young
9:19.0,,,73-75,,N. Young misses 2-pt shot from 9 ft
9:18.0,,,73-75,,Offensive rebound by Team
9:14.0,,,73-75,,W. Johnson misses 2-pt shot from 20 ft
9:13.0,Defensive rebound by D. Gallinari,,73-75,,
8:58.0,W. Chandler misses 3-pt shot from 25 ft,,73-75,,
8:57.0,Offensive rebound by N. Robinson,,73-75,,
8:49.0,D. Arthur misses 3-pt shot from 24 ft,,73-75,,
8:47.0,Offensive rebound by D. Arthur,,73-75,,
8:46.0,D. Arthur makes 2-pt shot at rim,2,75-75,,
8:46.0,,,75-75,,LA Lakers full timeout
8:46.0,,,75-75,,K. Bryant enters the game for R. Sacre
8:46.0,,,75-75,,J. Lin enters the game for N. Young
8:46.0,,,75-75,,J. Hill enters the game for R. Price
8:33.0,,,75-77,2,K. Bryant makes 2-pt shot from 14 ft
8:15.0,R. Foye misses 2-pt shot from 3 ft,,75-77,,
8:14.0,,,75-77,,Defensive rebound by J. Hill
8:03.0,,,75-77,,Shooting foul by N. Robinson (drawn by K. Bryant)
8:03.0,,,75-78,1,K. Bryant makes free throw 1 of 2
8:03.0,T. Mozgov enters the game for D. Arthur,,75-78,,
8:03.0,A. Afflalo enters the game for R. Foye,,75-78,,
8:03.0,T. Lawson enters the game for N. Robinson,,75-78,,
8:03.0,,,75-78,,K. Bryant misses free throw 2 of 2
8:01.0,Defensive rebound by T. Mozgov,,75-78,,
7:47.0,D. Gallinari misses 3-pt shot from 24 ft,,75-78,,
7:46.0,,,75-78,,Defensive rebound by W. Ellington
7:34.0,,,75-78,,W. Johnson misses 3-pt shot from 23 ft
7:31.0,Defensive rebound by T. Mozgov,,75-78,,
7:23.0,A. Afflalo makes 2-pt shot from 4 ft,2,77-78,,
6:57.0,,,77-78,,K. Bryant misses 2-pt shot from 15 ft
6:56.0,Defensive rebound by T. Mozgov,,77-78,,
6:42.0,T. Mozgov misses 2-pt shot from 3 ft,,77-78,,
6:39.0,,,77-78,,Defensive rebound by W. Ellington
6:30.0,,,77-78,,W. Ellington misses 3-pt shot from 24 ft
6:29.0,Defensive rebound by T. Lawson,,77-78,,
6:16.0,D. Gallinari misses 3-pt shot from 23 ft,,77-78,,
6:15.0,,,77-78,,Defensive rebound by W. Johnson
5:59.0,,,77-78,,J. Lin misses 3-pt shot from 24 ft
5:57.0,,,77-78,,Offensive rebound by W. Johnson
5:51.0,,,77-78,,W. Ellington misses 3-pt shot from 25 ft
5:50.0,Defensive rebound by D. Gallinari,,77-78,,
5:34.0,Shooting foul by J. Lin (drawn by T. Lawson),,77-78,,
5:34.0,Official timeout,,77-78,,
5:34.0,,,77-78,,N. Young enters the game for W. Ellington
5:34.0,T. Lawson misses free throw 1 of 2,,77-78,,
5:34.0,Offensive rebound by Team,,77-78,,
5:34.0,T. Lawson misses free throw 2 of 2,,77-78,,
5:32.0,,,77-78,,Defensive rebound by W. Johnson
