time,San Antonio,pts.away,score,pts.home,LA Clippers
5:25.0,Defensive rebound by K. Leonard,,19-14,,
5:20.0,San Antonio full timeout,,19-14,,
5:20.0,B. Diaw enters the game for T. Splitter,,19-14,,
5:20.0,M. Ginobili enters the game for D. Green,,19-14,,
5:07.0,B. Diaw misses 2-pt shot from 13 ft,,19-14,,
5:06.0,,,19-14,,Defensive rebound by M. Barnes
4:59.0,Personal foul by T. Parker (drawn by C. Paul),,19-14,,
4:51.0,,,19-16,2,M. Barnes makes 2-pt shot from 2 ft (assist by J. Redick)
4:30.0,Turnover by B. Diaw (traveling),,19-16,,
4:10.0,,,19-16,,J. Redick misses 2-pt shot from 17 ft
4:08.0,,,19-16,,Offensive rebound by D. Jordan
4:05.0,,,19-18,2,M. Barnes makes 2-pt shot from 2 ft (assist by D. Jordan)
3:51.0,,,19-18,,Personal foul by M. Barnes (drawn by M. Ginobili)
3:51.0,P. Mills enters the game for T. Parker,,19-18,,
3:51.0,M. Belinelli enters the game for K. Leonard,,19-18,,
3:51.0,,,19-18,,J. Crawford enters the game for J. Redick
3:36.0,M. Belinelli misses 3-pt shot from 35 ft,,19-18,,
3:34.0,Offensive rebound by P. Mills,,19-18,,
3:23.0,Turnover by M. Ginobili (lost ball; steal by M. Barnes),,19-18,,
3:23.0,Personal foul by M. Ginobili (drawn by M. Barnes),,19-18,,
3:23.0,,,19-18,,G. Davis enters the game for B. Griffin
3:09.0,,,19-20,2,G. Davis makes 2-pt shot from 18 ft (assist by C. Paul)
2:53.0,,,19-20,,Personal foul by M. Barnes (drawn by B. Diaw)
2:53.0,,,19-20,,A. Rivers enters the game for M. Barnes
2:45.0,T. Duncan makes 2-pt shot from 6 ft (assist by M. Belinelli),2,21-20,,
2:45.0,,,21-20,,Shooting block foul by G. Davis (drawn by T. Duncan)
2:45.0,T. Duncan makes free throw 1 of 1,1,22-20,,
2:33.0,,,22-20,,Turnover by J. Crawford (lost ball)
2:19.0,Turnover by B. Diaw (lost ball; steal by C. Paul),,22-20,,
2:11.0,,,22-23,3,C. Paul makes 3-pt shot from 25 ft
1:52.0,T. Duncan misses 2-pt shot from 11 ft (block by D. Jordan),,22-23,,
1:52.0,Offensive rebound by Team,,22-23,,
1:52.0,,,22-23,,J. Redick enters the game for C. Paul
1:52.0,Jump ball: T. Duncan vs. D. Jordan (M. Ginobili gains possession),,,,Jump ball: T. Duncan vs. D. Jordan (M. Ginobili gains possession)
1:46.0,M. Ginobili misses 2-pt shot from 2 ft (block by G. Davis),,22-23,,
1:46.0,Offensive rebound by Team,,22-23,,
1:42.0,T. Duncan makes 2-pt shot from 12 ft (assist by P. Mills),2,24-23,,
1:29.0,,,24-26,3,J. Crawford makes 3-pt shot from 24 ft
1:10.0,T. Duncan misses 2-pt shot from 1 ft (block by G. Davis),,24-26,,
1:08.0,,,24-26,,Defensive rebound by G. Davis
1:02.0,,,24-28,2,J. Crawford makes 2-pt shot from 2 ft
0:44.0,P. Mills makes 3-pt shot from 24 ft (assist by B. Diaw),3,27-28,,
0:34.0,,,27-28,,Offensive foul by D. Jordan
0:34.0,,,27-28,,Turnover by D. Jordan (offensive foul)
0:34.0,T. Splitter enters the game for T. Duncan,,27-28,,
0:28.0,B. Diaw makes 3-pt shot from 25 ft (assist by M. Ginobili),3,30-28,,
0:11.0,,,30-28,,J. Crawford misses 2-pt shot from 20 ft
0:10.0,Defensive rebound by M. Belinelli,,30-28,,
0:01.0,M. Ginobili misses 3-pt shot from 25 ft,,30-28,,
0:00.0,Offensive rebound by Team,,30-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,,,30-28,,Turnover by J. Redick (bad pass; steal by T. Splitter)
11:31.0,T. Splitter makes 2-pt shot from 1 ft (assist by M. Belinelli),2,32-28,,
11:13.0,,,32-28,,Shooting foul by D. Green (drawn by B. Griffin)
11:13.0,,,32-29,1,B. Griffin makes free throw 1 of 2
11:13.0,,,32-29,,H. Turkoglu enters the game for G. Davis
11:13.0,,,32-29,,B. Griffin misses free throw 2 of 2
11:11.0,Defensive rebound by D. Green,,32-29,,
10:49.0,P. Mills misses 3-pt shot from 29 ft,,32-29,,
10:48.0,,,32-29,,Defensive rebound by B. Griffin
10:39.0,,,32-32,3,J. Redick makes 3-pt shot from 24 ft (assist by J. Crawford)
10:24.0,D. Green makes 3-pt shot from 25 ft (assist by M. Ginobili),3,35-32,,
10:03.0,,,35-32,,Turnover by B. Griffin (bad pass; steal by M. Ginobili)
10:01.0,Turnover by M. Ginobili (lost ball),,35-32,,
9:48.0,,,35-34,2,B. Griffin makes 2-pt shot at rim (assist by J. Crawford)
9:28.0,,,35-34,,Personal foul by B. Griffin (drawn by T. Splitter)
9:23.0,P. Mills misses 2-pt shot from 2 ft,,35-34,,
9:22.0,,,35-34,,Defensive rebound by B. Griffin
9:13.0,,,35-34,,B. Griffin misses 2-pt shot from 17 ft
9:12.0,Defensive rebound by D. Green,,35-34,,
8:57.0,T. Splitter makes 2-pt shot from 1 ft,2,37-34,,
8:57.0,Shooting foul by H. Turkoglu (drawn by T. Splitter),,37-34,,
8:57.0,Official timeout,,37-34,,
8:57.0,K. Leonard enters the game for M. Ginobili,,37-34,,
8:57.0,T. Splitter misses free throw 1 of 1,,37-34,,
8:55.0,,,37-34,,Defensive rebound by B. Griffin
8:44.0,,,37-34,,Turnover by J. Crawford (bad pass; steal by T. Splitter)
8:35.0,Offensive charge foul by M. Belinelli,,37-34,,
8:35.0,Turnover by M. Belinelli (offensive foul),,37-34,,
8:35.0,B. Diaw enters the game for T. Splitter,,37-34,,
8:35.0,T. Parker enters the game for P. Mills,,37-34,,
8:35.0,,,37-34,,M. Barnes enters the game for H. Turkoglu
8:17.0,,,37-34,,M. Barnes misses 3-pt shot from 24 ft
8:14.0,,,37-34,,Offensive rebound by B. Griffin
8:11.0,,,37-34,,B. Griffin misses 2-pt shot from 2 ft (block by D. Green)
8:10.0,Defensive rebound by K. Leonard,,37-34,,
8:05.0,D. Green misses 3-pt shot from 25 ft,,37-34,,
8:02.0,,,37-34,,Defensive rebound by J. Crawford
7:54.0,,,37-36,2,J. Crawford makes 2-pt shot from 17 ft (assist by B. Griffin)
7:34.0,T. Parker misses 2-pt shot from 20 ft,,37-36,,
7:33.0,,,37-36,,Defensive rebound by B. Griffin
7:21.0,,,37-38,2,J. Crawford makes 2-pt shot from 4 ft
7:21.0,San Antonio full timeout,,37-38,,
7:08.0,B. Diaw makes 2-pt shot from 3 ft (assist by T. Parker),2,39-38,,
7:08.0,Shooting foul by B. Griffin (drawn by B. Diaw),,39-38,,
7:08.0,B. Diaw misses free throw 1 of 1,,39-38,,
7:05.0,,,39-38,,Defensive rebound by B. Griffin
6:53.0,,,39-38,,A. Rivers misses 2-pt shot from 6 ft
6:51.0,,,39-38,,Offensive rebound by A. Rivers
6:49.0,,,39-38,,A. Rivers misses 2-pt shot from 2 ft
6:48.0,Defensive rebound by T. Parker,,39-38,,
6:34.0,B. Diaw misses 2-pt shot from 6 ft,,39-38,,
6:31.0,,,39-38,,Defensive rebound by J. Redick
6:27.0,,,39-38,,LA Clippers full timeout
6:27.0,,,39-38,,C. Paul enters the game for J. Redick
6:27.0,,,39-38,,D. Jordan enters the game for A. Rivers
6:27.0,T. Duncan enters the game for M. Belinelli,,39-38,,
6:15.0,,,39-38,,J. Crawford misses 2-pt shot from 12 ft
6:14.0,,,39-38,,Offensive rebound by D. Jordan
6:14.0,,,39-40,2,D. Jordan makes 2-pt shot from 1 ft
6:14.0,,,39-40,,Shooting foul by K. Leonard (drawn by D. Jordan)
6:14.0,,,39-41,1,D. Jordan makes free throw 1 of 1
5:54.0,K. Leonard makes 3-pt shot from 24 ft (assist by D. Green),3,42-41,,
5:38.0,,,42-41,,Shooting foul by T. Duncan (drawn by B. Griffin)
5:38.0,,,42-42,1,B. Griffin makes free throw 1 of 2
5:38.0,,,42-42,,J. Redick enters the game for J. Crawford
5:38.0,,,42-43,1,B. Griffin makes free throw 2 of 2
5:21.0,T. Duncan makes 2-pt shot from 1 ft (assist by D. Green),2,44-43,,
5:05.0,,,44-43,,M. Barnes misses 2-pt shot from 7 ft
5:03.0,Defensive rebound by T. Duncan,,44-43,,
4:57.0,Turnover by T. Parker (bad pass; steal by J. Redick),,44-43,,
4:54.0,Violation by B. Diaw (kicked ball),,44-43,,
4:43.0,,,44-45,2,B. Griffin makes 2-pt shot from 2 ft (assist by C. Paul)
4:30.0,B. Diaw misses 3-pt shot from 24 ft,,44-45,,
4:29.0,,,44-45,,Defensive rebound by M. Barnes
4:23.0,,,44-45,,J. Redick misses 3-pt shot from 24 ft
4:20.0,Defensive rebound by T. Duncan,,44-45,,
4:12.0,Shooting foul by B. Griffin (drawn by T. Duncan),,44-45,,
4:12.0,T. Duncan makes free throw 1 of 2,1,45-45,,
4:12.0,,,45-45,,G. Davis enters the game for B. Griffin
4:12.0,T. Splitter enters the game for B. Diaw,,45-45,,
4:12.0,T. Duncan makes free throw 2 of 2,1,46-45,,
4:05.0,Personal foul by D. Green (drawn by J. Redick),,46-45,,
4:00.0,,,46-45,,J. Redick misses 3-pt shot from 26 ft (block by D. Green)
3:58.0,Defensive rebound by K. Leonard,,46-45,,
3:58.0,,,46-45,,Shooting block foul by J. Redick (drawn by K. Leonard)
3:58.0,K. Leonard makes free throw 1 of 2,1,47-45,,
3:58.0,K. Leonard makes free throw 2 of 2,1,48-45,,
3:43.0,,,48-45,,G. Davis misses 2-pt shot from 2 ft
3:42.0,,,48-45,,Offensive rebound by D. Jordan
3:42.0,,,48-47,2,D. Jordan makes 2-pt shot from 2 ft
3:30.0,Shooting foul by G. Davis (drawn by T. Duncan),,48-47,,
3:30.0,T. Duncan misses free throw 1 of 2,,48-47,,
3:30.0,Offensive rebound by Team,,48-47,,
3:30.0,T. Duncan misses free throw 2 of 2,,48-47,,
3:28.0,,,48-47,,Defensive rebound by D. Jordan
3:22.0,Personal foul by K. Leonard (drawn by C. Paul),,48-47,,
3:22.0,,,48-48,1,C. Paul makes free throw 1 of 2
3:22.0,,,48-49,1,C. Paul makes free throw 2 of 2
3:10.0,T. Parker makes 2-pt shot from 16 ft,2,50-49,,
2:53.0,Violation by T. Duncan (kicked ball),,50-49,,
2:53.0,M. Belinelli enters the game for D. Green,,50-49,,
2:42.0,,,50-49,,M. Barnes misses 3-pt shot from 25 ft
2:40.0,Defensive rebound by K. Leonard,,50-49,,
2:35.0,Turnover by K. Leonard (bad pass),,50-49,,
2:35.0,,,50-49,,J. Crawford enters the game for M. Barnes
2:18.0,,,50-49,,J. Crawford misses 2-pt shot from 7 ft
2:17.0,Defensive rebound by T. Splitter,,50-49,,
2:02.0,,,50-49,,Personal foul by J. Crawford (drawn by M. Belinelli)
2:02.0,M. Belinelli makes free throw 1 of 2,1,51-49,,
2:02.0,M. Belinelli makes free throw 2 of 2,1,52-49,,
1:51.0,,,52-51,2,C. Paul makes 2-pt shot from 14 ft
1:40.0,T. Parker misses 2-pt shot from 15 ft,,52-51,,
1:39.0,,,52-51,,Defensive rebound by C. Paul
1:23.0,,,52-51,,G. Davis misses 2-pt shot from 4 ft
1:21.0,Defensive rebound by T. Duncan,,52-51,,
1:15.0,T. Parker misses 2-pt shot from 4 ft,,52-51,,
1:14.0,,,52-51,,Defensive rebound by G. Davis
1:02.0,,,52-53,2,G. Davis makes 2-pt shot from 2 ft (assist by C. Paul)
0:41.0,Turnover by T. Parker (bad pass; steal by D. Jordan),,52-53,,
0:39.0,,,52-53,,LA Clippers full timeout
0:39.0,B. Diaw enters the game for T. Splitter,,52-53,,
0:39.0,M. Ginobili enters the game for M. Belinelli,,52-53,,
0:39.0,Personal take foul by M. Ginobili (drawn by D. Jordan),,52-53,,
0:39.0,,,52-53,,D. Jordan misses free throw 1 of 2
0:39.0,,,52-53,,Offensive rebound by Team
0:39.0,,,52-53,,D. Jordan misses free throw 2 of 2
0:37.0,,,52-53,,Offensive rebound by G. Davis
0:32.0,,,52-56,3,J. Crawford makes 3-pt shot from 26 ft (assist by J. Redick)
0:23.0,K. Leonard misses 3-pt shot from 26 ft,,52-56,,
0:22.0,,,52-56,,Defensive rebound by D. Jordan
0:21.0,Personal take foul by M. Ginobili (drawn by D. Jordan),,52-56,,
0:21.0,,,52-57,1,D. Jordan makes free throw 1 of 2
0:21.0,,,52-57,,A. Rivers enters the game for J. Crawford
0:21.0,,,52-57,,D. Jones enters the game for J. Redick
0:21.0,P. Mills enters the game for T. Parker,,52-57,,
0:21.0,,,52-57,,D. Jordan misses free throw 2 of 2
0:20.0,Defensive rebound by M. Ginobili,,52-57,,
0:01.0,B. Diaw makes 3-pt shot from 24 ft (assist by M. Ginobili),3,55-57,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,55-57,,M. Barnes misses 3-pt shot from 23 ft
11:41.0,Defensive rebound by K. Leonard,,55-57,,
11:32.0,T. Duncan misses 2-pt shot from 7 ft,,55-57,,
11:31.0,,,55-57,,Defensive rebound by B. Griffin
11:15.0,,,55-60,3,C. Paul makes 3-pt shot from 26 ft (assist by B. Griffin)
10:51.0,T. Parker makes 2-pt shot from 11 ft,2,57-60,,
10:35.0,,,57-60,,J. Redick misses 2-pt shot from 19 ft
10:34.0,Defensive rebound by K. Leonard,,57-60,,
10:11.0,T. Splitter misses 2-pt shot from 3 ft,,57-60,,
10:09.0,,,57-60,,Defensive rebound by C. Paul
9:55.0,,,57-62,2,M. Barnes makes 2-pt shot at rim (assist by B. Griffin)
9:55.0,,,57-62,,Shooting foul by K. Leonard (drawn by M. Barnes)
9:55.0,M. Belinelli enters the game for K. Leonard,,57-62,,
9:55.0,,,57-62,,M. Barnes misses free throw 1 of 1
9:53.0,Defensive rebound by T. Duncan,,57-62,,
9:43.0,,,57-62,,Personal foul by M. Barnes (drawn by M. Belinelli)
9:31.0,T. Duncan makes 2-pt shot from 11 ft,2,59-62,,
9:04.0,,,59-62,,B. Griffin misses 2-pt shot from 10 ft
9:03.0,Defensive rebound by T. Duncan,,59-62,,
8:51.0,T. Duncan misses 2-pt shot from 7 ft,,59-62,,
8:50.0,,,59-62,,Defensive rebound by B. Griffin
8:45.0,,,59-65,3,C. Paul makes 3-pt shot from 25 ft
8:19.0,D. Green makes 2-pt shot from 22 ft (assist by T. Parker),2,61-65,,
8:11.0,,,61-65,,C. Paul misses 3-pt shot from 24 ft
8:10.0,Defensive rebound by M. Belinelli,,61-65,,
7:56.0,D. Green makes 3-pt shot from 26 ft (assist by M. Belinelli),3,64-65,,
7:33.0,,,64-65,,B. Griffin misses 2-pt shot from 12 ft
7:32.0,Defensive rebound by D. Green,,64-65,,
7:24.0,T. Parker misses 2-pt shot from 20 ft,,64-65,,
7:20.0,Offensive rebound by T. Duncan,,64-65,,
7:20.0,T. Duncan misses 2-pt shot from 1 ft,,64-65,,
7:17.0,,,64-65,,Defensive rebound by D. Jordan
7:15.0,Personal foul by T. Splitter (drawn by C. Paul),,64-65,,
7:15.0,B. Diaw enters the game for T. Splitter,,64-65,,
7:15.0,,,64-65,,J. Crawford enters the game for M. Barnes
7:02.0,,,64-65,,J. Crawford misses 2-pt shot from 13 ft (block by D. Green)
7:01.0,Defensive rebound by T. Duncan,,64-65,,
6:57.0,T. Parker misses 2-pt shot from 1 ft (block by C. Paul),,64-65,,
6:54.0,,,64-65,,Defensive rebound by D. Jordan
6:49.0,,,64-68,3,J. Redick makes 3-pt shot from 24 ft (assist by B. Griffin)
6:48.0,San Antonio full timeout,,64-68,,
6:29.0,M. Belinelli misses 3-pt shot from 25 ft,,64-68,,
6:28.0,,,64-68,,Defensive rebound by B. Griffin
6:17.0,,,64-70,2,B. Griffin makes 2-pt shot from 18 ft (assist by C. Paul)
5:59.0,T. Duncan makes 2-pt shot from 3 ft,2,66-70,,
5:32.0,,,66-70,,Turnover by J. Crawford (lost ball; steal by D. Green)
5:26.0,D. Green misses 3-pt shot from 25 ft,,66-70,,
5:25.0,,,66-70,,Defensive rebound by J. Redick
5:13.0,,,66-70,,Turnover by C. Paul (lost ball; steal by T. Parker)
5:07.0,T. Parker makes 2-pt shot from 2 ft (assist by M. Belinelli),2,68-70,,
4:57.0,Personal foul by M. Belinelli (drawn by J. Redick),,68-70,,
4:49.0,,,68-72,2,B. Griffin makes 2-pt shot at rim (assist by J. Crawford)
4:33.0,T. Parker makes 2-pt shot from 4 ft (assist by D. Green),2,70-72,,
4:21.0,,,70-72,,J. Crawford misses 2-pt shot from 10 ft (block by D. Green)
4:19.0,Defensive rebound by D. Green,,70-72,,
4:00.0,T. Parker makes 2-pt shot from 7 ft,2,72-72,,
3:41.0,Personal foul by M. Belinelli (drawn by J. Redick),,72-72,,
3:41.0,M. Ginobili enters the game for D. Green,,72-72,,
3:41.0,K. Leonard enters the game for M. Belinelli,,72-72,,
3:41.0,,,72-72,,A. Rivers enters the game for C. Paul
3:41.0,P. Mills enters the game for T. Parker,,72-72,,
3:33.0,,,72-74,2,J. Redick makes 2-pt shot from 6 ft (assist by B. Griffin)
3:08.0,K. Leonard misses 3-pt shot from 25 ft,,72-74,,
3:07.0,Offensive rebound by T. Duncan,,72-74,,
3:02.0,P. Mills misses 3-pt shot from 24 ft,,72-74,,
3:01.0,,,72-74,,Defensive rebound by B. Griffin
2:54.0,,,72-74,,LA Clippers full timeout
2:54.0,Personal take foul by B. Diaw (drawn by D. Jordan),,72-74,,
2:54.0,,,72-74,,D. Jordan misses free throw 1 of 2
2:54.0,,,72-74,,Offensive rebound by Team
2:54.0,,,72-74,,D. Jordan misses free throw 2 of 2
2:52.0,Defensive rebound by B. Diaw,,72-74,,
2:41.0,,,72-74,,Personal foul by J. Redick (drawn by M. Ginobili)
2:41.0,,,72-74,,G. Davis enters the game for D. Jordan
2:29.0,P. Mills misses 2-pt shot from 2 ft,,72-74,,
2:28.0,,,72-74,,Defensive rebound by B. Griffin
2:10.0,,,72-76,2,G. Davis makes 2-pt shot from 4 ft (assist by A. Rivers)
1:51.0,K. Leonard makes 2-pt shot from 9 ft,2,74-76,,
1:35.0,,,74-76,,J. Crawford misses 3-pt shot from 26 ft
1:34.0,,,74-76,,Offensive rebound by Team
1:34.0,D. Green enters the game for T. Duncan,,74-76,,
1:21.0,,,74-76,,A. Rivers misses 3-pt shot from 24 ft
1:19.0,Defensive rebound by D. Green,,74-76,,
1:10.0,M. Ginobili misses 3-pt shot from 25 ft,,74-76,,
1:08.0,,,74-76,,Defensive rebound by J. Redick
0:55.0,,,74-76,,J. Crawford misses 3-pt shot from 24 ft
0:54.0,Defensive rebound by M. Ginobili,,74-76,,
0:33.0,B. Diaw makes 2-pt shot from 3 ft (assist by M. Ginobili),2,76-76,,
0:11.0,,,76-76,,Turnover by G. Davis (lost ball)
0:11.0,,,76-76,,D. Jones enters the game for G. Davis
0:08.0,,,76-76,,Personal foul by A. Rivers (drawn by M. Ginobili)
0:08.0,M. Ginobili makes free throw 1 of 3,1,77-76,,
0:08.0,M. Ginobili makes free throw 2 of 3,1,78-76,,
0:08.0,,,78-76,,M. Barnes enters the game for A. Rivers
0:08.0,,,78-76,,C. Paul enters the game for D. Jones
0:08.0,M. Ginobili misses free throw 3 of 3,,78-76,,
0:06.0,,,78-76,,Defensive rebound by J. Crawford
0:01.0,,,78-79,3,C. Paul makes 3-pt shot from 37 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,,,78-79,,Personal foul by D. Jordan (drawn by M. Ginobili)
11:31.0,P. Mills makes 3-pt shot from 25 ft (assist by M. Ginobili),3,81-79,,
11:20.0,Personal foul by K. Leonard (drawn by J. Crawford),,81-79,,
11:05.0,,,81-82,3,C. Paul makes 3-pt shot from 27 ft
10:48.0,K. Leonard misses 3-pt shot from 25 ft,,81-82,,
10:46.0,Offensive rebound by B. Diaw,,81-82,,
10:33.0,M. Ginobili makes 3-pt shot from 24 ft (assist by B. Diaw),3,84-82,,
10:20.0,,,84-82,,Turnover by B. Griffin (bad pass; steal by P. Mills)
10:12.0,K. Leonard misses 2-pt shot from 2 ft,,84-82,,
10:11.0,,,84-82,,Defensive rebound by D. Jordan
10:06.0,,,84-84,2,M. Barnes makes 2-pt shot at rim (assist by B. Griffin)
9:48.0,B. Diaw makes 2-pt shot from 15 ft (assist by M. Ginobili),2,86-84,,
9:25.0,,,86-86,2,J. Crawford makes 2-pt shot from 13 ft (assist by M. Barnes)
9:14.0,Shooting foul by M. Barnes (drawn by T. Splitter),,86-86,,
9:14.0,T. Splitter makes free throw 1 of 2,1,87-86,,
9:14.0,D. Green enters the game for K. Leonard,,87-86,,
9:14.0,M. Belinelli enters the game for M. Ginobili,,87-86,,
9:14.0,T. Splitter misses free throw 2 of 2,,87-86,,
9:13.0,,,87-86,,Defensive rebound by D. Jordan
8:59.0,,,87-86,,Turnover by B. Griffin (traveling)
8:59.0,Official timeout,,87-86,,
8:59.0,,,87-86,,J. Redick enters the game for M. Barnes
8:59.0,T. Duncan enters the game for T. Splitter,,87-86,,
8:59.0,T. Parker enters the game for M. Belinelli,,87-86,,
8:43.0,B. Diaw misses 2-pt shot from 9 ft,,87-86,,
8:42.0,,,87-86,,Defensive rebound by D. Jordan
8:28.0,,,87-88,2,C. Paul makes 2-pt shot from 16 ft
8:03.0,T. Duncan makes 2-pt shot from 4 ft,2,89-88,,
7:41.0,,,89-90,2,B. Griffin makes 2-pt shot from 2 ft (assist by D. Jordan)
7:41.0,,,89-90,,Shooting foul by T. Duncan (drawn by B. Griffin)
7:41.0,K. Leonard enters the game for P. Mills,,89-90,,
7:41.0,M. Ginobili enters the game for B. Diaw,,89-90,,
7:41.0,,,89-91,1,B. Griffin makes free throw 1 of 1
7:21.0,K. Leonard misses 2-pt shot from 16 ft,,89-91,,
7:20.0,Offensive rebound by K. Leonard,,89-91,,
7:14.0,M. Ginobili makes 3-pt shot from 25 ft (assist by T. Parker),3,92-91,,
6:49.0,Personal foul by T. Parker (drawn by B. Griffin),,92-91,,
6:45.0,,,92-91,,Turnover by J. Crawford (bad pass; steal by D. Green)
6:44.0,,,92-91,,Personal take foul by J. Crawford (drawn by T. Parker)
6:33.0,K. Leonard misses 2-pt shot from 2 ft,,92-91,,
6:32.0,,,92-91,,Defensive rebound by D. Jordan
6:27.0,,,92-91,,J. Crawford misses 3-pt shot from 24 ft
6:25.0,Defensive rebound by K. Leonard,,92-91,,
6:09.0,D. Green makes 2-pt shot from 2 ft (assist by T. Duncan),2,94-91,,
6:09.0,Shooting foul by C. Paul (drawn by D. Green),,94-91,,
6:09.0,D. Green makes free throw 1 of 1,1,95-91,,
5:58.0,,,95-91,,LA Clippers full timeout
5:58.0,Inbound foul by D. Green,,95-91,,
5:58.0,,,95-92,1,D. Jordan makes free throw 1 of 2
5:58.0,,,95-92,,D. Jordan misses free throw 2 of 2
5:56.0,Defensive rebound by K. Leonard,,95-92,,
5:40.0,T. Duncan makes 2-pt shot from 5 ft (assist by M. Ginobili),2,97-92,,
5:30.0,,,97-92,,C. Paul misses 2-pt shot from 18 ft
5:29.0,Defensive rebound by T. Parker,,97-92,,
5:26.0,Turnover by T. Parker (lost ball; steal by C. Paul),,97-92,,
5:26.0,Personal foul by T. Parker (drawn by B. Griffin),,97-92,,
5:26.0,,,97-93,1,B. Griffin makes free throw 1 of 2
5:26.0,,,97-93,,M. Barnes enters the game for D. Jordan
5:26.0,,,97-94,1,B. Griffin makes free throw 2 of 2
5:08.0,K. Leonard misses 2-pt shot from 1 ft,,97-94,,
5:07.0,,,97-94,,Defensive rebound by B. Griffin
4:58.0,,,97-97,3,J. Redick makes 3-pt shot from 25 ft (assist by B. Griffin)
4:57.0,San Antonio full timeout,,97-97,,
4:57.0,B. Diaw enters the game for M. Ginobili,,97-97,,
4:39.0,T. Duncan makes 2-pt shot from 2 ft (assist by B. Diaw),2,99-97,,
4:23.0,,,99-100,3,J. Redick makes 3-pt shot from 25 ft (assist by B. Griffin)
4:00.0,T. Parker makes 2-pt shot from 4 ft,2,101-100,,
3:35.0,,,101-100,,Shooting foul by D. Green (drawn by B. Griffin)
3:35.0,,,101-101,1,B. Griffin makes free throw 1 of 2
3:35.0,,,101-102,1,B. Griffin makes free throw 2 of 2
3:14.0,B. Diaw misses 2-pt shot from 5 ft,,101-102,,
3:13.0,Offensive rebound by D. Green,,101-102,,
3:11.0,D. Green misses 2-pt shot from 2 ft (block by M. Barnes),,101-102,,
3:11.0,Offensive rebound by D. Green,,101-102,,
3:11.0,D. Green misses 2-pt shot from 2 ft (block by M. Barnes),,101-102,,
3:11.0,Offensive rebound by T. Duncan,,101-102,,
3:11.0,T. Duncan makes 2-pt shot from 1 ft,2,103-102,,
