time,LA Lakers,pts.away,score,pts.home,New Orleans
2:28.0,,,13-19,2,N. Wolters makes 2-pt shot from 2 ft (assist by E. Gordon)
2:15.0,C. Boozer misses 2-pt shot from 7 ft,,13-19,,
2:13.0,Offensive rebound by J. Hill,,13-19,,
2:11.0,J. Hill makes 2-pt shot from 6 ft,2,15-19,,
1:42.0,,,15-19,,Q. Pondexter misses 3-pt shot from 25 ft
1:41.0,,,15-19,,Offensive rebound by N. Wolters
1:40.0,,,15-19,,Turnover by N. Wolters (step out of bounds)
1:40.0,W. Ellington enters the game for K. Bryant,,15-19,,
1:23.0,J. Lin misses 2-pt shot from 1 ft,,15-19,,
1:19.0,Offensive rebound by J. Hill,,15-19,,
1:16.0,Shooting foul by A. Davis (drawn by C. Boozer),,15-19,,
1:16.0,C. Boozer makes free throw 1 of 2,1,16-19,,
1:16.0,C. Boozer makes free throw 2 of 2,1,17-19,,
1:05.0,,,17-19,,N. Wolters misses 2-pt shot from 8 ft
1:04.0,Defensive rebound by J. Hill,,17-19,,
0:55.0,N. Young misses 2-pt shot from 20 ft,,17-19,,
0:54.0,,,17-19,,Defensive rebound by A. Davis
0:49.0,Loose ball foul by W. Ellington (drawn by A. Davis),,17-19,,
0:49.0,,,17-20,1,A. Davis makes free throw 1 of 2
0:49.0,,,17-20,,T. Evans enters the game for E. Gordon
0:49.0,,,17-20,,A. Davis misses free throw 2 of 2
0:48.0,Defensive rebound by J. Hill,,17-20,,
0:34.0,J. Lin makes 3-pt shot from 24 ft,3,20-20,,
0:25.0,,,20-22,2,T. Evans makes 2-pt shot from 1 ft
0:06.0,Turnover by C. Boozer (traveling),,20-22,,
0:00.0,,,20-22,,Turnover by T. Evans (lost ball; steal by W. Ellington)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,R. Sacre misses 2-pt shot from 2 ft,,20-22,,
11:47.0,,,20-22,,Defensive rebound by R. Anderson
11:33.0,,,20-22,,R. Anderson misses 3-pt shot from 23 ft
11:32.0,Defensive rebound by R. Sacre,,20-22,,
11:19.0,W. Ellington makes 3-pt shot from 22 ft,3,23-22,,
10:59.0,Personal foul by R. Sacre (drawn by Q. Pondexter),,23-22,,
10:53.0,,,23-22,,R. Anderson misses 3-pt shot from 25 ft
10:51.0,,,23-22,,Offensive rebound by Team
10:42.0,,,23-24,2,T. Evans makes 2-pt shot from 2 ft
10:20.0,C. Boozer misses 2-pt shot from 9 ft,,23-24,,
10:19.0,,,23-24,,Defensive rebound by A. Ajinca
10:08.0,,,23-24,,Turnover by N. Wolters (lost ball; steal by J. Lin)
10:05.0,Shooting foul by T. Evans (drawn by J. Lin),,23-24,,
10:05.0,J. Lin makes free throw 1 of 2,1,24-24,,
10:05.0,J. Lin makes free throw 2 of 2,1,25-24,,
9:57.0,,,25-24,,Turnover by N. Wolters (lost ball; steal by J. Lin)
9:52.0,J. Lin makes 2-pt shot from 1 ft,2,27-24,,
9:35.0,,,27-24,,N. Wolters misses 3-pt shot from 24 ft
9:34.0,,,27-24,,Offensive rebound by A. Ajinca
9:14.0,,,27-24,,A. Ajinca misses 2-pt shot from 9 ft
9:13.0,,,27-24,,Offensive rebound by R. Anderson
8:58.0,,,27-27,3,T. Evans makes 3-pt shot from 25 ft
8:42.0,,,27-27,,Personal foul by Q. Pondexter (drawn by J. Lin)
8:42.0,Official timeout,,27-27,,
8:36.0,N. Young misses 3-pt shot from 24 ft,,27-27,,
8:35.0,,,27-27,,Defensive rebound by A. Ajinca
8:18.0,,,27-27,,Turnover by R. Anderson (lost ball; steal by R. Sacre)
8:14.0,W. Ellington makes 2-pt shot from 1 ft (assist by N. Young),2,29-27,,
7:54.0,,,29-27,,Shooting foul by W. Ellington (drawn by Q. Pondexter)
7:54.0,,,29-29,2,Q. Pondexter makes 2-pt shot from 1 ft
7:54.0,,,29-29,,D. Cunningham enters the game for N. Wolters
7:54.0,,,29-30,1,Q. Pondexter makes free throw 1 of 1
7:37.0,C. Boozer makes 2-pt shot from 5 ft (assist by W. Ellington),2,31-30,,
7:20.0,,,31-30,,Shooting foul by C. Boozer (drawn by R. Anderson)
7:20.0,,,31-30,,R. Anderson misses free throw 1 of 2
7:20.0,,,31-30,,Offensive rebound by Team
7:20.0,,,31-31,1,R. Anderson makes free throw 2 of 2
6:57.0,N. Young makes 3-pt shot from 23 ft (assist by J. Lin),3,34-31,,
6:36.0,E. Davis enters the game for C. Boozer,,34-31,,
6:30.0,,,34-33,2,Q. Pondexter makes 2-pt shot from 14 ft (assist by R. Anderson)
6:15.0,E. Davis makes 2-pt shot from 2 ft (assist by J. Lin),2,36-33,,
5:59.0,,,36-33,,Q. Pondexter misses 3-pt shot from 25 ft
5:58.0,,,36-33,,Offensive rebound by A. Ajinca
5:43.0,,,36-33,,T. Evans misses 2-pt shot from 1 ft
5:43.0,,,36-33,,Offensive rebound by Team
5:43.0,,,36-33,,New Orleans full timeout
5:43.0,K. Bryant enters the game for W. Ellington,,36-33,,
5:43.0,,,36-33,,A. Davis enters the game for A. Ajinca
5:41.0,,,36-33,,Turnover by D. Cunningham (lost ball; steal by J. Lin)
5:30.0,N. Young misses 3-pt shot from 25 ft,,36-33,,
5:29.0,,,36-33,,Defensive rebound by A. Davis
5:13.0,,,36-33,,R. Anderson misses 2-pt shot from 1 ft
5:13.0,Defensive rebound by N. Young,,36-33,,
5:13.0,,,36-33,,Technical foul by R. Anderson
5:13.0,K. Bryant makes technical free throw,1,37-33,,
5:13.0,J. Hill enters the game for R. Sacre,,37-33,,
5:13.0,,,37-33,,O. Asik enters the game for R. Anderson
5:13.0,,,37-33,,E. Gordon enters the game for Q. Pondexter
4:54.0,K. Bryant makes 2-pt shot from 6 ft,2,39-33,,
4:49.0,,,39-33,,Turnover by O. Asik (lost ball; steal by N. Young)
4:49.0,N. Young makes 2-pt shot from 2 ft,2,41-33,,
4:49.0,Shooting foul by O. Asik (drawn by N. Young),,41-33,,
4:49.0,N. Young makes free throw 1 of 1,1,42-33,,
4:37.0,,,42-33,,O. Asik misses 2-pt shot from 2 ft (block by J. Lin)
4:37.0,,,42-33,,Offensive rebound by Team
4:37.0,W. Johnson enters the game for N. Young,,42-33,,
4:23.0,,,42-33,,T. Evans misses 3-pt shot from 25 ft
4:22.0,Defensive rebound by J. Hill,,42-33,,
4:12.0,E. Davis misses 2-pt shot from 1 ft (block by A. Davis),,42-33,,
4:10.0,,,42-33,,Defensive rebound by D. Cunningham
4:05.0,,,42-33,,T. Evans misses 2-pt shot from 1 ft
4:02.0,,,42-33,,Offensive rebound by A. Davis
3:56.0,,,42-33,,E. Gordon misses 3-pt shot from 24 ft
3:55.0,Defensive rebound by J. Hill,,42-33,,
3:44.0,Turnover by J. Lin (traveling),,42-33,,
3:34.0,,,42-35,2,A. Davis makes 2-pt shot from 18 ft (assist by E. Gordon)
3:16.0,W. Johnson misses 2-pt shot from 20 ft,,42-35,,
3:15.0,,,42-35,,Defensive rebound by E. Gordon
3:12.0,,,42-35,,Shooting foul by K. Bryant (drawn by E. Gordon)
3:12.0,,,42-36,1,E. Gordon makes free throw 1 of 2
3:12.0,,,42-36,,N. Wolters enters the game for T. Evans
3:12.0,R. Price enters the game for J. Lin,,42-36,,
3:12.0,,,42-37,1,E. Gordon makes free throw 2 of 2
2:59.0,W. Johnson misses 3-pt shot from 23 ft,,42-37,,
2:56.0,Offensive rebound by E. Davis,,42-37,,
2:48.0,K. Bryant misses 3-pt shot from 25 ft,,42-37,,
2:46.0,,,42-37,,Defensive rebound by Team
2:46.0,LA Lakers full timeout,,42-37,,
2:26.0,,,42-37,,Turnover by A. Davis (lost ball; steal by W. Johnson)
2:20.0,Turnover by K. Bryant (bad pass),,42-37,,
2:09.0,,,42-39,2,E. Gordon makes 2-pt shot from 1 ft
1:48.0,Offensive foul by J. Hill,,42-39,,
1:48.0,Turnover by J. Hill (offensive foul),,42-39,,
1:35.0,,,42-39,,D. Cunningham misses 2-pt shot from 18 ft
1:34.0,Defensive rebound by K. Bryant,,42-39,,
1:23.0,W. Johnson misses 2-pt shot from 16 ft,,42-39,,
1:22.0,Offensive rebound by J. Hill,,42-39,,
1:09.0,W. Johnson makes 2-pt shot from 14 ft,2,44-39,,
0:45.0,,,44-41,2,N. Wolters makes 2-pt shot from 19 ft
0:32.0,J. Hill misses 2-pt shot from 19 ft,,44-41,,
0:31.0,,,44-41,,Defensive rebound by O. Asik
0:09.0,,,44-43,2,A. Davis makes 2-pt shot from 15 ft (assist by E. Gordon)
0:00.0,E. Davis misses 2-pt shot from 8 ft,,44-43,,
0:00.0,Offensive rebound by Team,,44-43,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,J. Hill misses 2-pt shot from 3 ft,,44-43,,
11:42.0,Offensive rebound by E. Davis,,44-43,,
11:42.0,E. Davis misses 2-pt shot from 2 ft,,44-43,,
11:39.0,,,44-43,,Defensive rebound by E. Gordon
11:26.0,,,44-45,2,E. Gordon makes 2-pt shot from 16 ft (assist by O. Asik)
11:13.0,Turnover by W. Johnson (lost ball),,44-45,,
10:58.0,,,44-45,,A. Davis misses 2-pt shot from 17 ft
10:57.0,Defensive rebound by E. Davis,,44-45,,
10:45.0,W. Johnson misses 3-pt shot from 22 ft,,44-45,,
10:43.0,,,44-45,,Defensive rebound by T. Evans
10:35.0,,,44-45,,T. Evans misses 2-pt shot from 1 ft
10:33.0,Defensive rebound by K. Bryant,,44-45,,
10:27.0,J. Hill makes 2-pt shot at rim (assist by K. Bryant),2,46-45,,
10:07.0,,,46-45,,A. Davis misses 2-pt shot from 17 ft
10:05.0,Defensive rebound by W. Johnson,,46-45,,
9:52.0,K. Bryant misses 2-pt shot from 14 ft,,46-45,,
9:51.0,,,46-45,,Defensive rebound by O. Asik
9:36.0,,,46-45,,T. Evans misses 2-pt shot from 1 ft
9:34.0,Defensive rebound by J. Hill,,46-45,,
9:32.0,Turnover by J. Hill (lost ball; steal by A. Davis),,46-45,,
9:28.0,,,46-45,,Turnover by T. Evans (lost ball; steal by E. Davis)
9:23.0,K. Bryant misses 3-pt shot from 24 ft,,46-45,,
9:21.0,,,46-45,,Defensive rebound by D. Cunningham
9:06.0,,,46-45,,Shooting foul by R. Price (drawn by D. Cunningham)
9:06.0,,,46-46,1,D. Cunningham makes free throw 1 of 2
9:06.0,,,46-46,,D. Cunningham misses free throw 2 of 2
9:04.0,Defensive rebound by E. Davis,,46-46,,
8:52.0,J. Hill makes 2-pt shot from 13 ft (assist by W. Johnson),2,48-46,,
8:27.0,,,48-48,2,A. Davis makes 2-pt shot from 5 ft
8:11.0,J. Hill misses 2-pt shot from 2 ft (block by A. Davis),,48-48,,
8:08.0,,,48-48,,Defensive rebound by A. Davis
8:01.0,,,48-50,2,A. Davis makes 2-pt shot from 15 ft (assist by T. Evans)
7:40.0,E. Davis makes 2-pt shot from 7 ft (assist by W. Johnson),2,50-50,,
7:21.0,,,50-50,,Shooting foul by E. Davis (drawn by A. Davis)
7:21.0,,,50-52,2,A. Davis makes 2-pt shot from 16 ft
7:21.0,,,50-53,1,A. Davis makes free throw 1 of 1
7:13.0,K. Bryant makes 2-pt shot from 15 ft (assist by R. Price),2,52-53,,
6:57.0,,,52-53,,Offensive foul by A. Davis
6:57.0,,,52-53,,Turnover by A. Davis (offensive foul)
6:46.0,Turnover by E. Davis (lost ball; steal by A. Davis),,52-53,,
6:41.0,,,52-53,,E. Gordon misses 3-pt shot from 25 ft
6:39.0,,,52-53,,Offensive rebound by D. Cunningham
6:33.0,,,52-55,2,T. Evans makes 2-pt shot from 2 ft
6:26.0,W. Johnson makes 2-pt shot from 22 ft (assist by R. Price),2,54-55,,
6:00.0,,,54-55,,T. Evans misses 2-pt shot from 15 ft
5:58.0,Defensive rebound by E. Davis,,54-55,,
5:45.0,Turnover by K. Bryant (lost ball; steal by E. Gordon),,54-55,,
5:42.0,,,54-55,,Turnover by E. Gordon (bad pass; steal by W. Johnson)
5:38.0,K. Bryant makes 3-pt shot from 25 ft (assist by W. Johnson),3,57-55,,
5:21.0,,,57-57,2,E. Gordon makes 2-pt shot from 2 ft
5:07.0,K. Bryant misses 2-pt shot from 20 ft,,57-57,,
5:06.0,Offensive rebound by E. Davis,,57-57,,
5:03.0,E. Davis misses 2-pt shot from 1 ft,,57-57,,
5:03.0,Offensive rebound by Team,,57-57,,
5:03.0,,,57-57,,New Orleans full timeout
4:51.0,J. Hill misses 2-pt shot from 13 ft,,57-57,,
4:50.0,,,57-57,,Defensive rebound by T. Evans
4:34.0,,,57-59,2,A. Davis makes 2-pt shot from 5 ft (assist by T. Evans)
4:14.0,K. Bryant makes 2-pt shot at rim,2,59-59,,
3:55.0,,,59-59,,Turnover by T. Evans (bad pass; steal by R. Price)
3:50.0,K. Bryant misses 3-pt shot from 25 ft,,59-59,,
3:47.0,,,59-59,,Defensive rebound by O. Asik
3:35.0,,,59-61,2,A. Davis makes 2-pt shot from 19 ft (assist by E. Gordon)
3:15.0,Turnover by K. Bryant (bad pass; steal by T. Evans),,59-61,,
3:12.0,,,59-63,2,T. Evans makes 2-pt shot from 1 ft
3:12.0,,,59-63,,Shooting foul by W. Johnson (drawn by T. Evans)
3:12.0,C. Boozer enters the game for E. Davis,,59-63,,
3:12.0,,,59-63,,R. Anderson enters the game for O. Asik
3:12.0,,,59-63,,Q. Pondexter enters the game for D. Cunningham
3:12.0,,,59-64,1,T. Evans makes free throw 1 of 1
2:54.0,C. Boozer misses 2-pt shot from 6 ft (block by A. Davis),,59-64,,
2:53.0,Offensive rebound by J. Hill,,59-64,,
2:51.0,J. Hill makes 2-pt shot from 2 ft,2,61-64,,
2:34.0,,,61-64,,T. Evans misses 2-pt shot at rim
2:33.0,Defensive rebound by W. Johnson,,61-64,,
2:23.0,J. Hill makes 2-pt shot from 18 ft (assist by W. Johnson),2,63-64,,
2:02.0,,,63-64,,Shooting foul by J. Hill (drawn by A. Davis)
2:02.0,LA Lakers full timeout,,63-64,,
2:02.0,W. Ellington enters the game for W. Johnson,,63-64,,
2:02.0,N. Young enters the game for K. Bryant,,63-64,,
2:02.0,,,63-65,1,A. Davis makes free throw 1 of 2
2:02.0,,,63-66,1,A. Davis makes free throw 2 of 2
1:52.0,Turnover by N. Young (lost ball; steal by A. Davis),,63-66,,
1:47.0,Personal foul by R. Price (drawn by T. Evans),,63-66,,
1:47.0,,,63-66,,T. Evans misses free throw 1 of 2
1:47.0,,,63-66,,Offensive rebound by Team
1:47.0,,,63-66,,N. Wolters enters the game for E. Gordon
1:47.0,,,63-67,1,T. Evans makes free throw 2 of 2
1:26.0,J. Hill misses 2-pt shot from 19 ft,,63-67,,
1:22.0,,,63-67,,Defensive rebound by Team
1:22.0,J. Lin enters the game for R. Price,,63-67,,
1:02.0,,,63-67,,T. Evans misses 3-pt shot from 25 ft
1:01.0,Defensive rebound by J. Hill,,63-67,,
0:52.0,W. Ellington makes 3-pt shot from 26 ft (assist by J. Hill),3,66-67,,
0:33.0,,,66-67,,Turnover by R. Anderson (lost ball; steal by W. Ellington)
0:29.0,Shooting foul by N. Wolters (drawn by W. Ellington),,66-67,,
0:29.0,W. Ellington makes free throw 1 of 2,1,67-67,,
0:29.0,W. Ellington makes free throw 2 of 2,1,68-67,,
0:10.0,,,68-67,,Turnover by T. Evans (lost ball; steal by J. Lin)
0:07.0,Turnover by J. Lin (lost ball; steal by N. Wolters),,68-67,,
0:01.0,,,68-69,2,Q. Pondexter makes 2-pt shot from 2 ft (assist by N. Wolters)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,Personal foul by J. Lin (drawn by N. Wolters),,68-69,,
11:41.0,,,68-69,,N. Wolters misses 2-pt shot from 3 ft
11:39.0,Defensive rebound by R. Sacre,,68-69,,
11:23.0,R. Sacre misses 2-pt shot from 18 ft,,68-69,,
11:21.0,,,68-69,,Defensive rebound by N. Wolters
11:14.0,,,68-69,,Shooting foul by N. Young (drawn by Q. Pondexter)
11:14.0,,,68-70,1,Q. Pondexter makes free throw 1 of 2
11:14.0,,,68-71,1,Q. Pondexter makes free throw 2 of 2
10:55.0,J. Lin misses 2-pt shot from 7 ft,,68-71,,
10:54.0,,,68-71,,Defensive rebound by A. Davis
10:38.0,,,68-71,,R. Anderson misses 2-pt shot from 17 ft
10:37.0,Defensive rebound by W. Ellington,,68-71,,
10:24.0,N. Young misses 3-pt shot from 24 ft,,68-71,,
10:21.0,,,68-71,,Defensive rebound by R. Anderson
10:04.0,,,68-73,2,A. Davis makes 2-pt shot from 6 ft (assist by Q. Pondexter)
10:04.0,,,68-73,,Shooting foul by R. Sacre (drawn by A. Davis)
10:04.0,,,68-74,1,A. Davis makes free throw 1 of 1
9:51.0,W. Ellington misses 2-pt shot from 18 ft,,68-74,,
9:49.0,,,68-74,,Defensive rebound by R. Anderson
9:37.0,,,68-74,,A. Davis misses 2-pt shot from 4 ft (block by R. Sacre)
9:36.0,Defensive rebound by W. Ellington,,68-74,,
9:29.0,C. Boozer misses 2-pt shot from 17 ft,,68-74,,
9:27.0,,,68-74,,Defensive rebound by N. Wolters
9:12.0,,,68-76,2,A. Davis makes 2-pt shot from 15 ft (assist by Q. Pondexter)
9:11.0,LA Lakers full timeout,,68-76,,
8:48.0,N. Young misses 2-pt shot from 3 ft (block by A. Davis),,68-76,,
8:47.0,Offensive rebound by C. Boozer,,68-76,,
8:47.0,Turnover by Team (shot clock),,68-76,,
8:32.0,,,68-78,2,E. Gordon makes 2-pt shot from 2 ft
8:18.0,Shooting foul by E. Gordon (drawn by W. Ellington),,68-78,,
8:18.0,W. Ellington misses free throw 1 of 3,,68-78,,
8:18.0,Offensive rebound by Team,,68-78,,
8:18.0,W. Ellington makes free throw 2 of 3,1,69-78,,
8:18.0,E. Davis enters the game for R. Sacre,,69-78,,
8:18.0,,,69-78,,O. Asik enters the game for A. Davis
8:18.0,W. Ellington makes free throw 3 of 3,1,70-78,,
8:04.0,,,70-80,2,E. Gordon makes 2-pt shot from 19 ft
7:44.0,Turnover by J. Lin (lost ball; steal by Q. Pondexter),,70-80,,
7:26.0,,,70-82,2,R. Anderson makes 2-pt shot from 7 ft
7:11.0,N. Young misses 2-pt shot from 3 ft (block by R. Anderson),,70-82,,
7:09.0,Offensive rebound by E. Davis,,70-82,,
7:08.0,Turnover by E. Davis (bad pass; steal by N. Wolters),,70-82,,
7:02.0,,,70-82,,Q. Pondexter misses 2-pt shot from 1 ft
7:00.0,,,70-82,,Offensive rebound by N. Wolters
7:00.0,,,70-82,,N. Wolters misses 2-pt shot from 1 ft
6:59.0,Defensive rebound by W. Ellington,,70-82,,
6:55.0,N. Young makes 3-pt shot from 23 ft (assist by W. Ellington),3,73-82,,
6:30.0,,,73-85,3,R. Anderson makes 3-pt shot from 25 ft (assist by E. Gordon)
6:11.0,C. Boozer makes 2-pt shot from 15 ft (assist by J. Lin),2,75-85,,
5:44.0,,,75-85,,R. Anderson misses 3-pt shot from 25 ft
5:43.0,Defensive rebound by W. Ellington,,75-85,,
5:31.0,N. Young misses 2-pt shot from 3 ft,,75-85,,
5:30.0,,,75-85,,Defensive rebound by O. Asik
5:25.0,,,75-85,,N. Wolters misses 2-pt shot from 2 ft
5:24.0,Defensive rebound by C. Boozer,,75-85,,
5:13.0,N. Young misses 2-pt shot from 22 ft,,75-85,,
5:12.0,,,75-85,,Defensive rebound by E. Gordon
5:00.0,,,75-87,2,Q. Pondexter makes 2-pt shot from 1 ft (assist by E. Gordon)
5:00.0,,,75-87,,Shooting foul by W. Ellington (drawn by Q. Pondexter)
5:00.0,Official timeout,,75-87,,
5:00.0,K. Bryant enters the game for J. Lin,,75-87,,
5:00.0,W. Johnson enters the game for W. Ellington,,75-87,,
5:00.0,R. Price enters the game for N. Young,,75-87,,
5:00.0,,,75-88,1,Q. Pondexter makes free throw 1 of 1
4:51.0,,,75-88,,Def 3 sec tech foul by N. Wolters
4:51.0,W. Johnson makes technical free throw,1,76-88,,
4:51.0,J. Hill enters the game for C. Boozer,,76-88,,
4:42.0,K. Bryant makes 2-pt shot from 13 ft,2,78-88,,
4:18.0,,,78-88,,Q. Pondexter misses 2-pt shot at rim
4:16.0,,,78-88,,Offensive rebound by N. Wolters
4:11.0,,,78-88,,Q. Pondexter misses 3-pt shot from 23 ft
4:10.0,Defensive rebound by K. Bryant,,78-88,,
4:03.0,K. Bryant misses 2-pt shot from 8 ft,,78-88,,
4:01.0,,,78-88,,Defensive rebound by O. Asik
3:42.0,,,78-90,2,O. Asik makes 2-pt shot at rim (assist by E. Gordon)
3:29.0,Turnover by J. Hill (offensive foul),,78-90,,
3:29.0,Offensive foul by J. Hill,,78-90,,
3:29.0,,,78-90,,A. Davis enters the game for R. Anderson
3:29.0,,,78-90,,T. Evans enters the game for N. Wolters
3:06.0,,,78-90,,Q. Pondexter misses 2-pt shot from 5 ft
3:05.0,Defensive rebound by K. Bryant,,78-90,,
2:54.0,R. Price misses 3-pt shot from 22 ft,,78-90,,
2:52.0,Offensive rebound by J. Hill,,78-90,,
2:50.0,J. Hill makes 2-pt shot from 11 ft,2,80-90,,
2:32.0,,,80-92,2,O. Asik makes 2-pt shot at rim (assist by E. Gordon)
2:04.0,R. Price misses 3-pt shot from 23 ft,,80-92,,
2:02.0,,,80-92,,Defensive rebound by O. Asik
1:41.0,,,80-92,,T. Evans misses 2-pt shot from 15 ft
1:39.0,Defensive rebound by E. Davis,,80-92,,
1:33.0,W. Johnson misses 3-pt shot from 23 ft,,80-92,,
1:30.0,,,80-92,,Defensive rebound by A. Davis
1:09.0,,,80-94,2,A. Davis makes 2-pt shot from 19 ft (assist by T. Evans)
1:09.0,LA Lakers full timeout,,80-94,,
1:09.0,,,80-94,,New Orleans full timeout
1:09.0,W. Ellington enters the game for K. Bryant,,80-94,,
0:54.0,W. Johnson misses 3-pt shot from 23 ft,,80-94,,
0:53.0,,,80-94,,Defensive rebound by O. Asik
0:35.0,,,80-96,2,T. Evans makes 2-pt shot from 2 ft
