time,Utah,pts.away,score,pts.home,Denver
7:26.0,D. Exum makes 2-pt shot from 1 ft (assist by J. Ingles),2,14-3,,
7:26.0,,,14-3,,Denver full timeout
7:13.0,,,14-3,,J. Lauvergne misses 2-pt shot from 10 ft
7:11.0,,,14-3,,Offensive rebound by J. Hickson
7:11.0,,,14-3,,J. Hickson misses 2-pt shot from 2 ft
7:09.0,Defensive rebound by R. Gobert,,14-3,,
6:58.0,Turnover by G. Hayward (bad pass; steal by G. Harris),,14-3,,
6:37.0,,,14-3,,Turnover by D. Gallinari (bad pass; steal by D. Favors)
6:35.0,G. Hayward makes 2-pt shot from 4 ft (assist by D. Favors),2,16-3,,
6:35.0,Shooting foul by T. Lawson (drawn by G. Hayward),,16-3,,
6:35.0,,,16-3,,W. Chandler enters the game for D. Gallinari
6:35.0,,,16-3,,R. Foye enters the game for G. Harris
6:35.0,,,16-3,,K. Faried enters the game for J. Hickson
6:35.0,G. Hayward makes free throw 1 of 1,1,17-3,,
6:25.0,,,17-3,,K. Faried misses 2-pt shot at rim (block by R. Gobert)
6:22.0,Defensive rebound by G. Hayward,,17-3,,
6:00.0,Turnover by D. Favors (lost ball; steal by W. Chandler),,17-3,,
5:35.0,,,17-6,3,T. Lawson makes 3-pt shot from 24 ft (assist by R. Foye)
5:12.0,D. Exum misses 3-pt shot from 24 ft,,17-6,,
5:10.0,Offensive rebound by R. Gobert,,17-6,,
5:06.0,G. Hayward makes 2-pt shot from 2 ft (assist by R. Gobert),2,19-6,,
4:56.0,,,19-8,2,K. Faried makes 2-pt shot from 2 ft (assist by R. Foye)
4:53.0,Offensive charge foul by G. Hayward,,19-8,,
4:53.0,Turnover by G. Hayward (offensive foul),,19-8,,
4:53.0,T. Burke enters the game for J. Ingles,,19-8,,
4:53.0,E. Millsap enters the game for D. Exum,,19-8,,
4:53.0,R. Hood enters the game for G. Hayward,,19-8,,
4:43.0,,,19-8,,Shooting foul by D. Favors (drawn by K. Faried)
4:43.0,,,19-9,1,K. Faried makes free throw 1 of 2
4:43.0,T. Booker enters the game for D. Favors,,19-9,,
4:43.0,,,19-10,1,K. Faried makes free throw 2 of 2
4:22.0,T. Burke makes 3-pt shot from 25 ft (assist by T. Booker),3,22-10,,
4:14.0,,,22-10,,K. Faried misses 2-pt shot from 1 ft (block by R. Hood)
4:12.0,,,22-10,,Offensive rebound by K. Faried
4:09.0,,,22-10,,Turnover by K. Faried (bad pass; steal by T. Burke)
4:03.0,E. Millsap makes 2-pt shot from 2 ft,2,24-10,,
3:49.0,Personal foul by E. Millsap (drawn by T. Lawson),,24-10,,
3:49.0,,,24-10,,J. Hickson enters the game for J. Lauvergne
3:49.0,,,24-11,1,T. Lawson makes free throw 1 of 2
3:49.0,,,24-11,,T. Lawson misses free throw 2 of 2
3:47.0,,,24-11,,Offensive rebound by J. Hickson
3:36.0,,,24-11,,R. Foye misses 3-pt shot from 25 ft
3:35.0,,,24-11,,Offensive rebound by W. Chandler
3:33.0,,,24-11,,Turnover by W. Chandler (lost ball; steal by T. Burke)
3:13.0,T. Burke misses 2-pt shot from 2 ft,,24-11,,
3:12.0,,,24-11,,Defensive rebound by W. Chandler
2:57.0,,,24-11,,R. Foye misses 3-pt shot from 26 ft
2:56.0,,,24-11,,Offensive rebound by J. Hickson
2:53.0,,,24-11,,J. Hickson misses 2-pt shot from 3 ft
2:52.0,Defensive rebound by E. Millsap,,24-11,,
2:43.0,T. Booker misses 2-pt shot from 1 ft,,24-11,,
2:43.0,Offensive rebound by Team,,24-11,,
2:43.0,Utah full timeout,,24-11,,
2:27.0,Turnover by R. Gobert (bad pass),,24-11,,
2:14.0,,,24-11,,Turnover by W. Chandler (lost ball; steal by T. Burke)
2:09.0,T. Burke makes 2-pt shot from 3 ft (assist by E. Millsap),2,26-11,,
2:00.0,,,26-11,,W. Barton enters the game for R. Foye
1:53.0,,,26-14,3,T. Lawson makes 3-pt shot from 25 ft (assist by K. Faried)
1:25.0,Turnover by Team (shot clock),,26-14,,
1:10.0,,,26-17,3,W. Chandler makes 3-pt shot from 24 ft (assist by T. Lawson)
0:51.0,Turnover by E. Millsap (bad pass),,26-17,,
0:51.0,,,26-17,,J. Nelson enters the game for T. Lawson
0:40.0,,,26-17,,J. Nelson misses 2-pt shot from 15 ft (block by T. Burke)
0:38.0,Defensive rebound by T. Burke,,26-17,,
0:31.0,T. Burke makes 2-pt shot from 13 ft,2,28-17,,
0:12.0,,,28-17,,W. Chandler misses 2-pt shot from 8 ft (block by E. Millsap)
0:10.0,,,28-17,,Offensive rebound by W. Chandler
0:06.0,,,28-17,,W. Chandler misses 2-pt shot from 17 ft
0:06.0,Defensive rebound by R. Gobert,,28-17,,
0:01.0,T. Burke misses 3-pt shot from 25 ft,,28-17,,
0:00.0,Offensive rebound by Team,,28-17,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,R. Hood makes 3-pt shot from 25 ft (assist by T. Burke),3,31-17,,
11:16.0,,,31-17,,Turnover by J. Hickson (lost ball)
10:52.0,R. Hood misses 2-pt shot from 6 ft,,31-17,,
10:51.0,,,31-17,,Defensive rebound by W. Chandler
10:34.0,,,31-19,2,W. Barton makes 2-pt shot from 2 ft
10:16.0,T. Burke misses 2-pt shot from 8 ft,,31-19,,
10:14.0,,,31-19,,Defensive rebound by K. Faried
10:06.0,,,31-19,,D. Gallinari enters the game for J. Hickson
9:51.0,,,31-21,2,W. Barton makes 2-pt shot from 2 ft (assist by W. Chandler)
9:36.0,Shooting foul by W. Chandler (drawn by E. Millsap),,31-21,,
9:36.0,E. Millsap makes free throw 1 of 2,1,32-21,,
9:36.0,E. Millsap makes free throw 2 of 2,1,33-21,,
9:26.0,,,33-21,,D. Gallinari misses 3-pt shot from 25 ft
9:24.0,Defensive rebound by Team,,33-21,,
9:02.0,E. Millsap misses 3-pt shot from 26 ft,,33-21,,
9:01.0,,,33-21,,Defensive rebound by W. Barton
8:49.0,Personal foul by J. Evans (drawn by K. Faried),,33-21,,
8:49.0,Official timeout,,33-21,,
8:39.0,,,33-23,2,D. Gallinari makes 2-pt shot from 8 ft (assist by J. Nelson)
8:21.0,Offensive foul by T. Burke,,33-23,,
8:21.0,Turnover by T. Burke (offensive foul),,33-23,,
8:09.0,,,33-23,,Turnover by W. Barton (lost ball; steal by E. Millsap)
8:08.0,,,33-23,,Personal foul by W. Barton (drawn by E. Millsap)
7:44.0,T. Burke makes 3-pt shot from 29 ft (assist by J. Evans),3,36-23,,
7:36.0,,,36-26,3,D. Gallinari makes 3-pt shot from 23 ft (assist by J. Nelson)
7:09.0,T. Booker misses 2-pt shot from 9 ft,,36-26,,
7:08.0,,,36-26,,Defensive rebound by K. Faried
6:55.0,,,36-26,,W. Chandler misses 3-pt shot from 22 ft
6:53.0,,,36-26,,Offensive rebound by W. Barton
6:52.0,,,36-26,,Shooting foul by R. Hood (drawn by W. Barton)
6:52.0,,,36-27,1,W. Barton makes free throw 1 of 2
6:52.0,D. Exum enters the game for J. Evans,,36-27,,
6:52.0,R. Gobert enters the game for R. Hood,,36-27,,
6:52.0,,,36-27,,J. Lauvergne enters the game for K. Faried
6:52.0,,,36-28,1,W. Barton makes free throw 2 of 2
6:32.0,T. Burke makes 2-pt shot from 17 ft,2,38-28,,
6:18.0,,,38-28,,D. Gallinari misses 3-pt shot from 23 ft
6:17.0,Defensive rebound by D. Exum,,38-28,,
6:07.0,D. Exum misses 3-pt shot from 24 ft,,38-28,,
6:05.0,,,38-28,,Defensive rebound by W. Chandler
5:59.0,,,38-28,,J. Nelson misses 3-pt shot from 26 ft
5:58.0,Defensive rebound by E. Millsap,,38-28,,
5:52.0,E. Millsap makes 2-pt shot from 2 ft,2,40-28,,
5:45.0,,,40-28,,Denver full timeout
5:45.0,J. Ingles enters the game for T. Burke,,40-28,,
5:45.0,G. Hayward enters the game for E. Millsap,,40-28,,
5:45.0,D. Favors enters the game for T. Booker,,40-28,,
5:45.0,,,40-28,,T. Lawson enters the game for J. Nelson
5:37.0,,,40-28,,J. Lauvergne misses 2-pt shot from 2 ft
5:36.0,Defensive rebound by D. Favors,,40-28,,
5:10.0,J. Ingles makes 2-pt shot from 15 ft (assist by D. Exum),2,42-28,,
4:49.0,,,42-28,,T. Lawson misses 2-pt shot from 19 ft
4:47.0,Defensive rebound by J. Ingles,,42-28,,
4:25.0,G. Hayward misses 3-pt shot from 24 ft,,42-28,,
4:23.0,Offensive rebound by D. Favors,,42-28,,
4:10.0,Turnover by G. Hayward (bad pass),,42-28,,
4:10.0,,,42-28,,J. Hickson enters the game for D. Gallinari
3:46.0,,,42-28,,J. Hickson misses 2-pt shot from 2 ft (block by R. Gobert)
3:44.0,Defensive rebound by R. Gobert,,42-28,,
3:32.0,R. Gobert makes 2-pt shot from 2 ft (assist by G. Hayward),2,44-28,,
3:32.0,,,44-28,,Denver full timeout
3:32.0,,,44-28,,K. Faried enters the game for J. Hickson
3:19.0,,,44-28,,W. Chandler misses 3-pt shot from 24 ft
3:18.0,Defensive rebound by G. Hayward,,44-28,,
3:01.0,D. Exum misses 3-pt shot from 23 ft,,44-28,,
2:59.0,,,44-28,,Defensive rebound by J. Lauvergne
2:53.0,,,44-28,,W. Barton misses 2-pt shot from 2 ft
2:52.0,Defensive rebound by J. Ingles,,44-28,,
2:40.0,D. Favors makes 2-pt shot at rim (assist by J. Ingles),2,46-28,,
2:18.0,,,46-31,3,J. Lauvergne makes 3-pt shot from 24 ft (assist by T. Lawson)
2:09.0,Utah full timeout,,46-31,,
2:09.0,T. Burke enters the game for D. Exum,,46-31,,
2:09.0,,,46-31,,D. Gallinari enters the game for W. Barton
1:52.0,D. Favors misses 2-pt shot from 1 ft (block by J. Lauvergne),,46-31,,
1:50.0,,,46-31,,Defensive rebound by T. Lawson
1:45.0,,,46-34,3,D. Gallinari makes 3-pt shot from 25 ft (assist by T. Lawson)
1:43.0,Utah full timeout,,46-34,,
1:28.0,D. Favors makes 2-pt shot from 1 ft (assist by G. Hayward),2,48-34,,
1:10.0,,,48-34,,J. Lauvergne misses 3-pt shot from 24 ft
1:10.0,Defensive rebound by Team,,48-34,,
0:59.0,Turnover by D. Favors (bad pass; steal by K. Faried),,48-34,,
0:52.0,,,48-34,,T. Lawson misses 2-pt shot from 1 ft (block by R. Gobert)
0:50.0,Defensive rebound by J. Ingles,,48-34,,
0:48.0,G. Hayward makes 2-pt shot from 1 ft (assist by J. Ingles),2,50-34,,
0:48.0,Violation by Team (delay of game),,50-34,,
0:29.0,,,50-34,,Turnover by W. Chandler (lost ball)
0:05.0,D. Favors misses 2-pt shot from 17 ft,,50-34,,
0:04.0,,,50-34,,Defensive rebound by W. Chandler
0:01.0,,,50-34,,W. Chandler misses 3-pt shot from 31 ft
0:00.0,,,50-34,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:34.0,G. Hayward misses 2-pt shot from 13 ft,,50-34,,
11:33.0,,,50-34,,Defensive rebound by T. Lawson
11:27.0,,,50-34,,K. Faried misses 2-pt shot from 5 ft (block by R. Gobert)
11:24.0,,,50-34,,Offensive rebound by K. Faried
11:16.0,,,50-34,,W. Barton misses 2-pt shot from 15 ft
11:16.0,Defensive rebound by Team,,50-34,,
11:03.0,G. Hayward misses 3-pt shot from 25 ft,,50-34,,
11:02.0,,,50-34,,Defensive rebound by Team
11:02.0,Loose ball foul by D. Favors (drawn by W. Chandler),,50-34,,
10:46.0,,,50-34,,W. Chandler misses 3-pt shot from 22 ft
10:44.0,Defensive rebound by D. Favors,,50-34,,
10:33.0,Shooting foul by K. Faried (drawn by D. Favors),,50-34,,
10:33.0,D. Favors makes free throw 1 of 2,1,51-34,,
10:33.0,D. Favors makes free throw 2 of 2,1,52-34,,
10:20.0,,,52-36,2,D. Gallinari makes 2-pt shot from 19 ft (assist by T. Lawson)
9:54.0,Turnover by D. Favors (lost ball; steal by K. Faried),,52-36,,
9:43.0,,,52-36,,W. Chandler misses 2-pt shot at rim (block by D. Favors)
9:42.0,Jump ball: W. Chandler vs. D. Favors (D. Gallinari gains possession),,,,Jump ball: W. Chandler vs. D. Favors (D. Gallinari gains possession)
9:42.0,,,52-36,,Offensive rebound by Team
9:29.0,,,52-38,2,W. Barton makes 2-pt shot from 14 ft
9:05.0,J. Ingles misses 3-pt shot from 25 ft,,52-38,,
9:04.0,,,52-38,,Defensive rebound by K. Faried
8:55.0,,,52-38,,Turnover by T. Lawson (lost ball; steal by D. Exum)
8:30.0,Turnover by Team (shot clock),,52-38,,
8:13.0,,,52-38,,D. Gallinari misses 2-pt shot from 18 ft
8:12.0,Defensive rebound by J. Ingles,,52-38,,
8:06.0,Turnover by G. Hayward (lost ball; steal by D. Gallinari),,52-38,,
8:00.0,,,52-40,2,W. Barton makes 2-pt shot at rim (assist by W. Chandler)
8:00.0,Utah full timeout,,52-40,,
8:00.0,T. Burke enters the game for D. Exum,,52-40,,
7:42.0,D. Favors makes 2-pt shot at rim (assist by T. Burke),2,54-40,,
7:24.0,,,54-42,2,K. Faried makes 2-pt shot at rim (assist by D. Gallinari)
6:59.0,Turnover by G. Hayward (bad pass; steal by K. Faried),,54-42,,
6:50.0,,,54-44,2,D. Gallinari makes 2-pt shot from 2 ft
6:37.0,G. Hayward misses 2-pt shot from 1 ft (block by K. Faried),,54-44,,
6:34.0,Offensive rebound by R. Gobert,,54-44,,
6:31.0,R. Gobert makes 2-pt shot at rim,2,56-44,,
6:22.0,,,56-44,,W. Barton misses 3-pt shot from 23 ft
6:21.0,Defensive rebound by D. Favors,,56-44,,
6:19.0,,,56-44,,Shooting block foul by K. Faried (drawn by G. Hayward)
6:19.0,G. Hayward makes free throw 1 of 2,1,57-44,,
6:19.0,E. Millsap enters the game for J. Ingles,,57-44,,
6:19.0,G. Hayward makes free throw 2 of 2,1,58-44,,
6:02.0,,,58-44,,W. Barton misses 2-pt shot from 1 ft
6:01.0,,,58-44,,Offensive rebound by K. Faried
6:01.0,,,58-44,,K. Faried misses 2-pt shot from 1 ft
5:58.0,Defensive rebound by D. Favors,,58-44,,
5:48.0,Turnover by G. Hayward (bad pass),,58-44,,
5:43.0,,,58-44,,W. Barton misses 2-pt shot from 2 ft (block by D. Favors)
5:41.0,,,58-44,,Offensive rebound by D. Gallinari
5:30.0,,,58-47,3,W. Barton makes 3-pt shot from 23 ft (assist by T. Lawson)
5:09.0,Shooting foul by D. Gallinari (drawn by G. Hayward),,58-47,,
5:09.0,G. Hayward makes free throw 1 of 2,1,59-47,,
5:09.0,T. Booker enters the game for R. Gobert,,59-47,,
5:09.0,,,59-47,,J. Lauvergne enters the game for K. Faried
5:09.0,,,59-47,,G. Harris enters the game for W. Barton
5:09.0,G. Hayward misses free throw 2 of 2,,59-47,,
5:07.0,,,59-47,,Defensive rebound by J. Lauvergne
4:57.0,,,59-47,,D. Gallinari misses 2-pt shot from 2 ft (block by D. Favors)
4:55.0,Jump ball: D. Favors vs. D. Gallinari (G. Hayward gains possession),,,,Jump ball: D. Favors vs. D. Gallinari (G. Hayward gains possession)
4:55.0,Defensive rebound by Team,,59-47,,
4:40.0,E. Millsap misses 3-pt shot from 23 ft,,59-47,,
4:39.0,Offensive rebound by D. Favors,,59-47,,
4:36.0,D. Favors makes 2-pt shot at rim,2,61-47,,
4:29.0,,,61-47,,Shooting foul by T. Burke (drawn by T. Lawson)
4:29.0,,,61-48,1,T. Lawson makes free throw 1 of 2
4:29.0,,,61-48,,T. Lawson misses free throw 2 of 2
4:27.0,Defensive rebound by T. Booker,,61-48,,
4:16.0,D. Favors makes 2-pt shot from 5 ft (assist by T. Burke),2,63-48,,
4:16.0,Shooting foul by J. Lauvergne (drawn by D. Favors),,63-48,,
4:16.0,D. Favors makes free throw 1 of 1,1,64-48,,
4:06.0,,,64-48,,G. Harris misses 3-pt shot from 23 ft
4:04.0,Defensive rebound by G. Hayward,,64-48,,
3:44.0,T. Burke makes 2-pt shot from 11 ft,2,66-48,,
3:36.0,,,66-48,,D. Gallinari misses 3-pt shot from 26 ft
3:35.0,Defensive rebound by T. Booker,,66-48,,
3:28.0,G. Hayward makes 2-pt shot from 22 ft,2,68-48,,
3:18.0,,,68-48,,Denver full timeout
3:18.0,,,68-48,,J. Hickson enters the game for T. Lawson
3:18.0,,,68-48,,E. Green enters the game for W. Chandler
3:06.0,,,68-50,2,G. Harris makes 2-pt shot from 9 ft (assist by E. Green)
2:46.0,T. Burke makes 3-pt shot from 23 ft (assist by G. Hayward),3,71-50,,
2:35.0,,,71-52,2,J. Hickson makes 2-pt shot from 2 ft (assist by E. Green)
2:21.0,G. Hayward misses 3-pt shot from 25 ft,,71-52,,
2:19.0,,,71-52,,Defensive rebound by D. Gallinari
2:17.0,,,71-52,,Turnover by J. Lauvergne (bad pass; steal by G. Hayward)
2:13.0,G. Hayward misses 2-pt shot from 1 ft,,71-52,,
2:12.0,,,71-52,,Defensive rebound by E. Green
2:11.0,Personal foul by E. Millsap (drawn by E. Green),,71-52,,
2:11.0,R. Hood enters the game for G. Hayward,,71-52,,
1:56.0,,,71-52,,D. Gallinari misses 3-pt shot from 26 ft
1:54.0,Defensive rebound by T. Burke,,71-52,,
1:45.0,T. Burke misses 2-pt shot from 1 ft,,71-52,,
1:45.0,Offensive rebound by D. Favors,,71-52,,
1:45.0,Shooting foul by J. Hickson (drawn by D. Favors),,71-52,,
1:45.0,D. Favors makes free throw 1 of 2,1,72-52,,
1:45.0,D. Favors makes free throw 2 of 2,1,73-52,,
1:23.0,,,73-52,,D. Gallinari misses 3-pt shot from 24 ft
1:21.0,Defensive rebound by D. Favors,,73-52,,
1:06.0,R. Hood makes 3-pt shot from 25 ft (assist by T. Burke),3,76-52,,
0:45.0,,,76-52,,Turnover by G. Harris (bad pass; steal by E. Millsap)
0:41.0,T. Booker makes 2-pt shot at rim (assist by E. Millsap),2,78-52,,
0:32.0,,,78-52,,E. Green misses 2-pt shot from 13 ft
0:31.0,,,78-52,,Offensive rebound by J. Hickson
0:30.0,,,78-52,,Shooting foul by D. Favors (drawn by J. Hickson)
0:30.0,,,78-53,1,J. Hickson makes free throw 1 of 2
0:30.0,R. Gobert enters the game for D. Favors,,78-53,,
0:30.0,,,78-53,,J. Hickson misses free throw 2 of 2
0:28.0,Defensive rebound by T. Booker,,78-53,,
0:06.0,T. Burke makes 2-pt shot from 6 ft,2,80-53,,
0:01.0,,,80-53,,G. Harris misses 3-pt shot from 22 ft
0:00.0,,,80-53,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,,,80-53,,W. Chandler misses 2-pt shot from 2 ft (block by R. Hood)
11:39.0,,,80-53,,Offensive rebound by W. Chandler
11:37.0,,,80-53,,T. Lawson misses 2-pt shot from 18 ft
11:36.0,,,80-53,,Offensive rebound by W. Chandler
11:35.0,Personal foul by E. Millsap (drawn by W. Chandler),,80-53,,
11:20.0,,,80-53,,W. Barton misses 3-pt shot from 23 ft
11:19.0,Defensive rebound by R. Hood,,80-53,,
11:00.0,E. Millsap misses 2-pt shot from 15 ft,,80-53,,
10:59.0,Offensive rebound by J. Evans,,80-53,,
10:45.0,R. Hood misses 2-pt shot from 17 ft,,80-53,,
10:44.0,Offensive rebound by R. Gobert,,80-53,,
10:41.0,R. Gobert makes 2-pt shot from 1 ft,2,82-53,,
10:33.0,,,82-53,,K. Faried misses 2-pt shot from 2 ft (block by R. Gobert)
10:33.0,,,82-53,,Offensive rebound by Team
10:23.0,Personal foul by T. Burke (drawn by W. Barton),,82-53,,
10:23.0,,,82-53,,W. Barton misses free throw 1 of 2
10:23.0,,,82-53,,Offensive rebound by Team
10:23.0,,,82-54,1,W. Barton makes free throw 2 of 2
10:13.0,Turnover by R. Gobert (traveling),,82-54,,
10:03.0,,,82-54,,Turnover by W. Barton (lost ball; steal by T. Burke)
10:01.0,Shooting foul by W. Barton (drawn by E. Millsap),,82-54,,
10:01.0,E. Millsap misses free throw 1 of 2,,82-54,,
10:01.0,Offensive rebound by Team,,82-54,,
10:01.0,D. Exum enters the game for T. Burke,,82-54,,
10:01.0,E. Millsap makes free throw 2 of 2,1,83-54,,
9:48.0,,,83-56,2,K. Faried makes 2-pt shot from 3 ft (assist by W. Barton)
9:37.0,Turnover by E. Millsap (bad pass; steal by W. Chandler),,83-56,,
9:35.0,,,83-56,,Shooting foul by R. Hood (drawn by W. Barton)
9:35.0,,,83-57,1,W. Barton makes free throw 1 of 2
9:35.0,J. Ingles enters the game for E. Millsap,,83-57,,
9:35.0,,,83-58,1,W. Barton makes free throw 2 of 2
9:16.0,R. Hood makes 3-pt shot from 24 ft,3,86-58,,
8:52.0,,,86-60,2,R. Foye makes 2-pt shot from 6 ft (assist by W. Chandler)
8:36.0,Turnover by D. Exum (lost ball),,86-60,,
8:36.0,Official timeout,,86-60,,
8:36.0,B. Cotton enters the game for D. Exum,,86-60,,
8:36.0,E. Millsap enters the game for R. Hood,,86-60,,
8:27.0,,,86-60,,Shooting foul by J. Evans (drawn by W. Chandler)
8:27.0,,,86-62,2,W. Chandler makes 2-pt shot at rim (assist by R. Foye)
8:27.0,,,86-63,1,W. Chandler makes free throw 1 of 1
8:10.0,Offensive foul by R. Gobert,,86-63,,
8:10.0,Turnover by R. Gobert (offensive foul),,86-63,,
8:10.0,G. Hayward enters the game for E. Millsap,,86-63,,
8:10.0,D. Favors enters the game for J. Evans,,86-63,,
7:58.0,,,86-63,,W. Chandler misses 3-pt shot from 24 ft
7:57.0,Defensive rebound by B. Cotton,,86-63,,
7:51.0,B. Cotton misses 2-pt shot from 21 ft (block by W. Chandler),,86-63,,
7:49.0,,,86-63,,Defensive rebound by K. Faried
7:46.0,,,86-63,,Turnover by K. Faried (lost ball; steal by B. Cotton)
7:40.0,J. Ingles makes 2-pt shot at rim (assist by G. Hayward),2,88-63,,
7:25.0,,,88-66,3,R. Foye makes 3-pt shot from 23 ft (assist by K. Faried)
7:09.0,D. Favors makes 2-pt shot at rim,2,90-66,,
7:09.0,Shooting foul by R. Foye (drawn by D. Favors),,90-66,,
7:09.0,D. Favors makes free throw 1 of 1,1,91-66,,
6:54.0,,,91-68,2,W. Barton makes 2-pt shot from 6 ft
6:39.0,Shooting foul by R. Foye (drawn by D. Favors),,91-68,,
6:39.0,D. Favors makes free throw 1 of 2,1,92-68,,
6:39.0,R. Hood enters the game for J. Ingles,,92-68,,
6:39.0,D. Favors misses free throw 2 of 2,,92-68,,
6:38.0,,,92-68,,Defensive rebound by K. Faried
6:29.0,,,92-68,,Shooting foul by B. Cotton (drawn by K. Faried)
6:29.0,,,92-69,1,K. Faried makes free throw 1 of 2
6:29.0,T. Booker enters the game for R. Gobert,,92-69,,
6:29.0,,,92-70,1,K. Faried makes free throw 2 of 2
6:06.0,R. Hood makes 2-pt shot from 9 ft,2,94-70,,
5:53.0,,,94-72,2,K. Faried makes 2-pt shot at rim (assist by R. Foye)
5:47.0,Utah full timeout,,94-72,,
5:47.0,D. Exum enters the game for B. Cotton,,94-72,,
5:47.0,,,94-72,,E. Green enters the game for T. Lawson
5:47.0,,,94-72,,G. Harris enters the game for W. Chandler
5:47.0,,,94-72,,J. Lauvergne enters the game for K. Faried
5:45.0,Turnover by T. Booker (bad pass; steal by R. Foye),,94-72,,
5:43.0,,,94-72,,R. Foye misses 2-pt shot from 1 ft (block by T. Booker)
5:42.0,,,94-72,,Offensive rebound by Team
5:31.0,,,94-72,,Turnover by E. Green (bad pass; steal by R. Hood)
5:15.0,R. Hood makes 2-pt shot from 1 ft,2,96-72,,
4:56.0,,,96-72,,R. Foye misses 3-pt shot from 27 ft
4:54.0,,,96-72,,Offensive rebound by J. Lauvergne
4:52.0,,,96-72,,Turnover by J. Lauvergne (bad pass; steal by G. Hayward)
4:39.0,Shooting foul by E. Green (drawn by R. Hood),,96-72,,
4:39.0,R. Hood misses free throw 1 of 2,,96-72,,
4:39.0,Offensive rebound by Team,,96-72,,
4:39.0,E. Millsap enters the game for G. Hayward,,96-72,,
4:39.0,R. Hood makes free throw 2 of 2,1,97-72,,
4:27.0,Personal foul by D. Exum (drawn by E. Green),,97-72,,
4:27.0,,,97-73,1,E. Green makes free throw 1 of 2
4:27.0,J. Evans enters the game for D. Favors,,97-73,,
4:27.0,,,97-74,1,E. Green makes free throw 2 of 2
4:12.0,Turnover by D. Exum (traveling),,97-74,,
4:04.0,,,97-74,,E. Green misses 3-pt shot from 25 ft
4:03.0,,,97-74,,Offensive rebound by Team
4:03.0,Loose ball foul by T. Booker (drawn by J. Lauvergne),,97-74,,
4:03.0,,,97-74,,J. Lauvergne misses free throw 1 of 2
4:03.0,,,97-74,,Offensive rebound by Team
