time,Washington,pts.away,score,pts.home,Atlanta
4:35.0,,,17-20,,D. Carroll misses 3-pt shot from 25 ft
4:34.0,Defensive rebound by J. Wall,,17-20,,
4:28.0,D. Gooden misses 2-pt shot from 21 ft,,17-20,,
4:27.0,,,17-20,,Defensive rebound by J. Teague
4:20.0,,,17-20,,J. Teague misses 2-pt shot from 3 ft
4:19.0,Defensive rebound by B. Beal,,17-20,,
4:11.0,O. Porter makes 3-pt shot from 23 ft (assist by J. Wall),3,20-20,,
4:10.0,,,20-20,,Atlanta full timeout
4:10.0,,,20-20,,D. Schroder enters the game for J. Teague
4:01.0,Personal foul by D. Gooden (drawn by P. Millsap),,20-20,,
3:47.0,,,20-20,,P. Millsap misses 2-pt shot from 2 ft (block by D. Gooden)
3:47.0,,,20-20,,Offensive rebound by D. Schroder
3:47.0,,,20-23,3,P. Millsap makes 3-pt shot from 2 ft (assist by D. Schroder)
3:26.0,B. Beal misses 2-pt shot from 2 ft,,20-23,,
3:26.0,,,20-23,,Defensive rebound by P. Antic
3:26.0,Personal foul by O. Porter (drawn by P. Antic),,20-23,,
3:26.0,,,20-24,1,P. Antic makes free throw 1 of 2
3:26.0,,,20-25,1,P. Antic makes free throw 2 of 2
3:14.0,M. Gortat misses 2-pt shot from 13 ft,,20-25,,
3:10.0,,,20-25,,Defensive rebound by P. Millsap
2:56.0,,,20-27,2,D. Schroder makes 2-pt shot from 3 ft
2:35.0,D. Gooden makes 2-pt shot from 18 ft (assist by M. Gortat),2,22-27,,
2:20.0,,,22-30,3,P. Antic makes 3-pt shot from 25 ft (assist by P. Millsap)
1:59.0,Turnover by D. Gooden (bad pass; steal by P. Millsap),,22-30,,
1:46.0,,,22-33,3,D. Carroll makes 3-pt shot from 25 ft (assist by P. Millsap)
1:21.0,O. Porter misses 3-pt shot from 24 ft,,22-33,,
1:20.0,,,22-33,,Defensive rebound by P. Millsap
1:13.0,,,22-33,,K. Bazemore misses 3-pt shot from 25 ft
1:11.0,Defensive rebound by O. Porter,,22-33,,
1:07.0,Shooting foul by P. Antic (drawn by D. Gooden),,22-33,,
1:07.0,D. Gooden makes free throw 1 of 2,1,23-33,,
1:07.0,,,23-33,,A. Horford enters the game for D. Carroll
1:07.0,,,23-33,,K. Korver enters the game for P. Millsap
1:07.0,R. Sessions enters the game for B. Beal,,23-33,,
1:07.0,D. Gooden makes free throw 2 of 2,1,24-33,,
0:54.0,,,24-35,2,D. Schroder makes 2-pt shot from 2 ft
0:38.0,R. Sessions misses 3-pt shot from 24 ft,,24-35,,
0:36.0,Offensive rebound by D. Gooden,,24-35,,
0:33.0,J. Wall misses 3-pt shot from 25 ft,,24-35,,
0:32.0,Offensive rebound by M. Gortat,,24-35,,
0:19.0,J. Wall makes 2-pt shot from 13 ft,2,26-35,,
0:01.0,,,26-37,2,K. Bazemore makes 2-pt shot at rim (assist by A. Horford)
0:00.0,D. Gooden misses 3-pt shot from 51 ft,,26-37,,
0:00.0,Offensive rebound by Team,,26-37,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,,,26-37,,A. Horford misses 2-pt shot from 20 ft
11:38.0,Defensive rebound by O. Porter,,26-37,,
11:20.0,D. Gooden misses 2-pt shot from 11 ft,,26-37,,
11:18.0,Offensive rebound by N. Hilario,,26-37,,
11:03.0,R. Sessions makes 2-pt shot from 18 ft,2,28-37,,
10:58.0,,,28-37,,Turnover by D. Schroder (bad pass)
10:47.0,B. Beal misses 2-pt shot from 20 ft,,28-37,,
10:46.0,,,28-37,,Defensive rebound by A. Horford
10:37.0,,,28-39,2,D. Schroder makes 2-pt shot from 1 ft
10:21.0,Shooting foul by K. Bazemore (drawn by B. Beal),,28-39,,
10:21.0,B. Beal makes free throw 1 of 2,1,29-39,,
10:21.0,,,29-39,,M. Scott enters the game for K. Bazemore
10:21.0,,,29-39,,S. Mack enters the game for P. Antic
10:21.0,B. Beal makes free throw 2 of 2,1,30-39,,
10:08.0,Personal foul by O. Porter (drawn by A. Horford),,30-39,,
9:56.0,,,30-39,,M. Scott misses 2-pt shot from 8 ft
9:54.0,Defensive rebound by D. Gooden,,30-39,,
9:49.0,R. Sessions misses 2-pt shot from 2 ft (block by A. Horford),,30-39,,
9:46.0,,,30-39,,Defensive rebound by D. Schroder
9:43.0,,,30-41,2,M. Scott makes 2-pt shot at rim (assist by D. Schroder)
9:23.0,B. Beal makes 2-pt shot from 14 ft,2,32-41,,
9:11.0,,,32-41,,Turnover by S. Mack (lost ball; steal by N. Hilario)
9:05.0,R. Sessions misses 2-pt shot from 2 ft,,32-41,,
9:05.0,Offensive rebound by D. Gooden,,32-41,,
9:05.0,Shooting foul by K. Korver (drawn by D. Gooden),,32-41,,
9:05.0,D. Gooden makes free throw 1 of 2,1,33-41,,
9:05.0,D. Gooden makes free throw 2 of 2,1,34-41,,
8:46.0,,,34-41,,Turnover by A. Horford (lost ball; steal by R. Sessions)
8:32.0,B. Beal misses 3-pt shot from 25 ft,,34-41,,
8:31.0,,,34-41,,Defensive rebound by M. Scott
8:21.0,,,34-41,,A. Horford misses 2-pt shot from 20 ft
8:20.0,,,34-41,,Offensive rebound by Team
8:20.0,Loose ball foul by D. Gooden (drawn by M. Scott),,34-41,,
8:20.0,Official timeout,,34-41,,
8:20.0,,,34-41,,J. Teague enters the game for A. Horford
8:20.0,,,34-41,,P. Millsap enters the game for D. Schroder
8:20.0,,,34-41,,D. Carroll enters the game for S. Mack
8:20.0,P. Pierce enters the game for D. Gooden,,34-41,,
8:05.0,,,34-41,,M. Scott misses 3-pt shot from 24 ft
8:04.0,Defensive rebound by O. Porter,,34-41,,
7:50.0,Offensive foul by N. Hilario,,34-41,,
7:50.0,Turnover by N. Hilario (offensive foul),,34-41,,
7:34.0,,,34-41,,P. Millsap misses 2-pt shot from 19 ft
7:33.0,Defensive rebound by B. Beal,,34-41,,
7:24.0,N. Hilario misses 2-pt shot from 2 ft,,34-41,,
7:23.0,Offensive rebound by N. Hilario,,34-41,,
7:23.0,N. Hilario misses 2-pt shot from 2 ft,,34-41,,
7:22.0,,,34-41,,Defensive rebound by M. Scott
7:03.0,,,34-41,,P. Millsap misses 3-pt shot from 25 ft
7:02.0,Defensive rebound by O. Porter,,34-41,,
6:42.0,Shooting foul by K. Korver (drawn by B. Beal),,34-41,,
6:42.0,B. Beal makes free throw 1 of 2,1,35-41,,
6:42.0,J. Wall enters the game for R. Sessions,,35-41,,
6:42.0,B. Beal makes free throw 2 of 2,1,36-41,,
6:18.0,,,36-41,,M. Scott misses 2-pt shot from 10 ft
6:18.0,,,36-41,,Offensive rebound by Team
6:18.0,Loose ball foul by N. Hilario (drawn by D. Carroll),,36-41,,
6:18.0,M. Gortat enters the game for N. Hilario,,36-41,,
6:18.0,,,36-41,,Atlanta full timeout
6:12.0,,,36-44,3,K. Korver makes 3-pt shot from 24 ft (assist by P. Millsap)
5:52.0,M. Gortat misses 2-pt shot from 2 ft,,36-44,,
5:51.0,,,36-44,,Defensive rebound by M. Scott
5:30.0,,,36-44,,J. Teague misses 2-pt shot from 17 ft
5:29.0,,,36-44,,Offensive rebound by Team
5:21.0,,,36-44,,P. Millsap misses 3-pt shot from 24 ft
5:20.0,,,36-44,,Offensive rebound by M. Scott
5:16.0,,,36-44,,K. Korver misses 3-pt shot from 25 ft
5:14.0,,,36-44,,Offensive rebound by P. Millsap
5:14.0,,,36-44,,P. Millsap misses 2-pt shot from 1 ft
5:14.0,Defensive rebound by O. Porter,,36-44,,
4:57.0,P. Pierce misses 3-pt shot from 23 ft,,36-44,,
4:55.0,Offensive rebound by M. Gortat,,36-44,,
4:55.0,M. Gortat misses 2-pt shot from 1 ft,,36-44,,
4:54.0,,,36-44,,Defensive rebound by K. Korver
4:50.0,,,36-44,,M. Scott misses 2-pt shot from 2 ft
4:47.0,Defensive rebound by O. Porter,,36-44,,
4:46.0,,,36-44,,Violation by P. Millsap (def goaltending)
4:46.0,B. Beal makes 2-pt shot from 1 ft,2,38-44,,
4:33.0,,,38-46,2,P. Millsap makes 2-pt shot from 2 ft (assist by J. Teague)
4:20.0,M. Gortat makes 2-pt shot from 1 ft (assist by J. Wall),2,40-46,,
4:08.0,,,40-49,3,D. Carroll makes 3-pt shot from 25 ft (assist by P. Millsap)
3:44.0,P. Pierce misses 2-pt shot from 1 ft,,40-49,,
3:44.0,Offensive rebound by M. Gortat,,40-49,,
3:43.0,M. Gortat makes 2-pt shot from 1 ft,2,42-49,,
3:36.0,,,42-52,3,J. Teague makes 3-pt shot from 24 ft
3:26.0,J. Wall misses 2-pt shot from 1 ft,,42-52,,
3:25.0,Offensive rebound by J. Wall,,42-52,,
3:24.0,J. Wall makes 2-pt shot at rim,2,44-52,,
3:10.0,,,44-52,,Turnover by P. Millsap (bad pass; steal by J. Wall)
3:05.0,J. Wall misses 2-pt shot at rim,,44-52,,
3:03.0,Offensive rebound by B. Beal,,44-52,,
3:03.0,B. Beal makes 2-pt shot from 1 ft,2,46-52,,
2:52.0,,,46-54,2,D. Carroll makes 2-pt shot from 4 ft (assist by J. Teague)
2:52.0,Washington full timeout,,46-54,,
2:52.0,,,46-54,,A. Horford enters the game for K. Korver
2:52.0,,,46-54,,K. Bazemore enters the game for M. Scott
2:38.0,B. Beal makes 2-pt shot from 18 ft,2,48-54,,
2:19.0,,,48-54,,J. Teague misses 2-pt shot from 21 ft
2:18.0,,,48-54,,Offensive rebound by A. Horford
2:15.0,,,48-57,3,D. Carroll makes 3-pt shot from 25 ft (assist by A. Horford)
1:55.0,B. Beal misses 2-pt shot from 20 ft,,48-57,,
1:54.0,,,48-57,,Defensive rebound by A. Horford
1:44.0,,,48-59,2,P. Millsap makes 2-pt shot from 1 ft (assist by A. Horford)
1:26.0,P. Pierce misses 3-pt shot from 25 ft,,48-59,,
1:24.0,,,48-59,,Defensive rebound by A. Horford
1:21.0,,,48-59,,Turnover by A. Horford (bad pass; steal by B. Beal)
1:13.0,P. Pierce makes 3-pt shot from 25 ft (assist by O. Porter),3,51-59,,
0:53.0,,,51-59,,Shooting foul by B. Beal (drawn by J. Teague)
0:53.0,,,51-60,1,J. Teague makes free throw 1 of 2
0:53.0,,,51-61,1,J. Teague makes free throw 2 of 2
0:46.0,M. Gortat makes 2-pt shot from 2 ft (assist by J. Wall),2,53-61,,
0:28.0,,,53-63,2,A. Horford makes 2-pt shot from 3 ft (assist by J. Teague)
0:04.0,Turnover by Team (shot clock),,53-63,,
0:04.0,,,53-63,,Atlanta full timeout
0:04.0,,,53-63,,K. Korver enters the game for K. Bazemore
0:04.0,D. Gooden enters the game for P. Pierce,,53-63,,
0:04.0,R. Sessions enters the game for O. Porter,,53-63,,
0:01.0,,,53-63,,D. Carroll misses 3-pt shot from 27 ft (block by J. Wall)
0:00.0,Defensive rebound by B. Beal,,53-63,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,53-65,2,K. Korver makes 2-pt shot from 21 ft
11:31.0,Shooting foul by A. Horford (drawn by B. Beal),,53-65,,
11:31.0,B. Beal misses free throw 1 of 2,,53-65,,
11:31.0,Offensive rebound by Team,,53-65,,
11:31.0,B. Beal misses free throw 2 of 2,,53-65,,
11:29.0,,,53-65,,Defensive rebound by D. Carroll
11:09.0,,,53-65,,K. Korver misses 2-pt shot from 1 ft
11:08.0,Defensive rebound by M. Gortat,,53-65,,
11:02.0,P. Pierce misses 3-pt shot from 24 ft,,53-65,,
11:02.0,Offensive rebound by Team,,53-65,,
10:51.0,J. Wall makes 2-pt shot from 18 ft,2,55-65,,
10:42.0,,,55-65,,J. Teague misses 2-pt shot from 1 ft
10:40.0,,,55-65,,Offensive rebound by A. Horford
10:40.0,,,55-65,,A. Horford misses 2-pt shot from 1 ft
10:39.0,Defensive rebound by P. Pierce,,55-65,,
10:35.0,J. Wall makes 2-pt shot from 21 ft,2,57-65,,
10:19.0,,,57-65,,A. Horford misses 2-pt shot from 17 ft
10:18.0,Defensive rebound by J. Wall,,57-65,,
9:54.0,J. Wall misses 3-pt shot from 23 ft,,57-65,,
9:52.0,,,57-65,,Defensive rebound by A. Horford
9:39.0,,,57-65,,K. Korver misses 3-pt shot from 25 ft
9:38.0,Defensive rebound by M. Gortat,,57-65,,
9:20.0,B. Beal misses 3-pt shot from 25 ft,,57-65,,
9:19.0,,,57-65,,Defensive rebound by J. Teague
9:12.0,,,57-65,,P. Millsap misses 3-pt shot from 25 ft
9:10.0,Defensive rebound by M. Gortat,,57-65,,
8:55.0,B. Beal makes 2-pt shot from 17 ft,2,59-65,,
8:39.0,,,59-65,,D. Carroll misses 3-pt shot from 24 ft
8:38.0,Defensive rebound by N. Hilario,,59-65,,
8:15.0,J. Wall makes 2-pt shot from 8 ft,2,61-65,,
8:15.0,N. Hilario misses 2-pt shot from 10 ft (block by P. Millsap),,61-65,,
8:15.0,Offensive rebound by J. Wall,,61-65,,
8:15.0,,,61-65,,Atlanta full timeout
7:57.0,,,61-65,,A. Horford misses 2-pt shot from 4 ft (block by J. Wall)
7:55.0,,,61-65,,Offensive rebound by A. Horford
7:53.0,,,61-65,,D. Carroll misses 3-pt shot from 25 ft
7:52.0,,,61-65,,Offensive rebound by A. Horford
7:48.0,,,61-67,2,D. Carroll makes 2-pt shot at rim (assist by P. Millsap)
7:28.0,B. Beal misses 2-pt shot from 19 ft,,61-67,,
7:26.0,,,61-67,,Defensive rebound by K. Korver
7:17.0,,,61-69,2,J. Teague makes 2-pt shot from 9 ft
6:51.0,M. Gortat misses 2-pt shot from 1 ft (block by P. Millsap),,61-69,,
6:49.0,,,61-69,,Defensive rebound by P. Millsap
6:38.0,,,61-72,3,A. Horford makes 3-pt shot from 23 ft (assist by J. Teague)
6:36.0,Washington full timeout,,61-72,,
6:36.0,D. Gooden enters the game for N. Hilario,,61-72,,
6:25.0,P. Pierce makes 3-pt shot from 25 ft (assist by J. Wall),3,64-72,,
6:07.0,,,64-74,2,A. Horford makes 2-pt shot at rim (assist by J. Teague)
5:38.0,Turnover by Team (shot clock),,64-74,,
5:29.0,,,64-74,,Turnover by P. Millsap (bad pass)
5:15.0,P. Pierce makes 2-pt shot from 1 ft,2,66-74,,
5:08.0,,,66-74,,Shooting foul by P. Pierce (drawn by D. Carroll)
5:08.0,,,66-75,1,D. Carroll makes free throw 1 of 2
5:08.0,,,66-75,,K. Bazemore enters the game for K. Korver
5:08.0,,,66-75,,P. Antic enters the game for A. Horford
5:08.0,,,66-75,,D. Carroll misses free throw 2 of 2
5:07.0,Defensive rebound by D. Gooden,,66-75,,
4:52.0,B. Beal misses 2-pt shot from 2 ft (block by P. Antic),,66-75,,
4:50.0,Offensive rebound by B. Beal,,66-75,,
4:49.0,B. Beal makes 2-pt shot at rim,2,68-75,,
4:38.0,Personal foul by P. Pierce (drawn by J. Teague),,68-75,,
4:38.0,O. Porter enters the game for P. Pierce,,68-75,,
4:29.0,,,68-75,,Turnover by J. Teague (bad pass)
4:04.0,B. Beal misses 2-pt shot from 10 ft,,68-75,,
4:01.0,Offensive rebound by J. Wall,,68-75,,
3:55.0,B. Beal makes 3-pt shot from 24 ft (assist by J. Wall),3,71-75,,
3:39.0,,,71-75,,P. Antic misses 2-pt shot from 12 ft
3:39.0,Defensive rebound by Team,,71-75,,
3:39.0,,,71-75,,Loose ball foul by P. Millsap (drawn by M. Gortat)
3:39.0,,,71-75,,D. Schroder enters the game for J. Teague
3:24.0,D. Gooden makes 3-pt shot from 25 ft (assist by J. Wall),3,74-75,,
3:10.0,Personal foul by D. Gooden (drawn by K. Bazemore),,74-75,,
3:06.0,,,74-78,3,D. Schroder makes 3-pt shot from 24 ft (assist by K. Bazemore)
2:53.0,J. Wall misses 2-pt shot from 7 ft (block by K. Bazemore),,74-78,,
2:51.0,Offensive rebound by J. Wall,,74-78,,
2:47.0,Shooting foul by K. Bazemore (drawn by B. Beal),,74-78,,
2:47.0,B. Beal makes free throw 1 of 2,1,75-78,,
2:47.0,B. Beal makes free throw 2 of 2,1,76-78,,
2:34.0,,,76-78,,P. Millsap misses 2-pt shot from 2 ft
2:34.0,Defensive rebound by O. Porter,,76-78,,
2:34.0,,,76-78,,Personal foul by P. Antic (drawn by O. Porter)
2:34.0,R. Sessions enters the game for B. Beal,,76-78,,
2:17.0,J. Wall misses 2-pt shot from 11 ft,,76-78,,
2:16.0,,,76-78,,Defensive rebound by P. Millsap
2:04.0,,,76-78,,P. Antic misses 3-pt shot from 25 ft
2:04.0,,,76-78,,Offensive rebound by Team
2:04.0,Loose ball foul by D. Gooden (drawn by P. Millsap),,76-78,,
2:04.0,,,76-78,,A. Horford enters the game for P. Millsap
2:04.0,,,76-78,,K. Korver enters the game for D. Carroll
1:54.0,K. Seraphin enters the game for D. Gooden,,76-78,,
1:52.0,,,76-78,,D. Schroder misses 2-pt shot from 18 ft
1:52.0,Defensive rebound by Team,,76-78,,
1:52.0,,,76-78,,Loose ball foul by A. Horford (drawn by M. Gortat)
1:52.0,M. Gortat makes free throw 1 of 2,1,77-78,,
1:52.0,M. Gortat makes free throw 2 of 2,1,78-78,,
1:36.0,,,78-78,,D. Schroder misses 3-pt shot from 25 ft
1:35.0,Defensive rebound by M. Gortat,,78-78,,
1:35.0,Turnover by J. Wall (traveling),,78-78,,
1:29.0,,,78-81,3,K. Korver makes 3-pt shot from 26 ft (assist by D. Schroder)
1:09.0,K. Seraphin misses 2-pt shot from 20 ft,,78-81,,
1:07.0,,,78-81,,Defensive rebound by A. Horford
1:00.0,,,78-81,,A. Horford misses 3-pt shot from 23 ft
0:58.0,Defensive rebound by R. Sessions,,78-81,,
0:51.0,,,78-81,,Personal foul by D. Schroder (drawn by R. Sessions)
0:51.0,R. Sessions misses free throw 1 of 2,,78-81,,
0:51.0,Offensive rebound by Team,,78-81,,
0:51.0,R. Sessions makes free throw 2 of 2,1,79-81,,
0:43.0,,,79-81,,K. Korver misses 3-pt shot from 25 ft
0:41.0,Defensive rebound by M. Gortat,,79-81,,
0:33.0,R. Sessions makes 2-pt shot from 3 ft,2,81-81,,
0:11.0,,,81-83,2,A. Horford makes 2-pt shot at rim (assist by D. Schroder)
0:02.0,J. Wall misses 2-pt shot from 13 ft,,81-83,,
0:00.0,,,81-83,,Defensive rebound by P. Antic
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,B. Beal misses 2-pt shot from 19 ft,,81-83,,
11:38.0,,,81-83,,Defensive rebound by D. Schroder
11:22.0,Personal foul by O. Porter (drawn by K. Bazemore),,81-83,,
11:14.0,,,81-83,,K. Korver misses 3-pt shot from 25 ft
11:11.0,Defensive rebound by R. Sessions,,81-83,,
11:02.0,M. Gortat makes 2-pt shot from 16 ft (assist by R. Sessions),2,83-83,,
10:52.0,,,83-83,,Offensive foul by A. Horford
10:52.0,,,83-83,,Turnover by A. Horford (offensive foul)
10:52.0,,,83-83,,P. Millsap enters the game for A. Horford
10:26.0,O. Porter misses 3-pt shot from 26 ft,,83-83,,
10:25.0,Offensive rebound by M. Gortat,,83-83,,
10:25.0,,,83-83,,Personal foul by K. Bazemore (drawn by M. Gortat)
10:10.0,B. Beal makes 2-pt shot from 23 ft (assist by M. Gortat),2,85-83,,
9:51.0,,,85-83,,D. Schroder misses 2-pt shot from 18 ft
9:48.0,Defensive rebound by K. Seraphin,,85-83,,
9:29.0,K. Seraphin misses 2-pt shot from 12 ft,,85-83,,
9:26.0,,,85-83,,Defensive rebound by P. Antic
9:21.0,,,85-83,,K. Bazemore misses 3-pt shot from 24 ft
9:20.0,Defensive rebound by Team,,85-83,,
9:20.0,,,85-83,,J. Teague enters the game for D. Schroder
9:20.0,P. Pierce enters the game for M. Gortat,,85-83,,
9:07.0,Shooting foul by P. Antic (drawn by B. Beal),,85-83,,
9:07.0,B. Beal makes free throw 1 of 2,1,86-83,,
9:07.0,,,86-83,,D. Carroll enters the game for K. Bazemore
9:07.0,B. Beal makes free throw 2 of 2,1,87-83,,
8:56.0,,,87-83,,P. Antic misses 3-pt shot from 26 ft
8:55.0,Defensive rebound by R. Sessions,,87-83,,
8:47.0,B. Beal misses 3-pt shot from 26 ft,,87-83,,
8:46.0,,,87-83,,Defensive rebound by K. Korver
8:33.0,,,87-83,,P. Millsap misses 2-pt shot from 14 ft
8:30.0,Defensive rebound by O. Porter,,87-83,,
8:24.0,P. Pierce misses 3-pt shot from 26 ft,,87-83,,
8:23.0,Offensive rebound by Team,,87-83,,
8:23.0,Official timeout,,87-83,,
8:23.0,,,87-83,,A. Horford enters the game for P. Antic
8:14.0,B. Beal misses 2-pt shot from 18 ft,,87-83,,
8:13.0,,,87-83,,Defensive rebound by P. Millsap
8:08.0,Personal take foul by R. Sessions (drawn by J. Teague),,87-83,,
8:08.0,J. Wall enters the game for B. Beal,,87-83,,
8:08.0,Washington full timeout,,87-83,,
8:03.0,,,87-83,,K. Korver misses 3-pt shot from 24 ft
8:02.0,,,87-83,,Offensive rebound by D. Carroll
8:02.0,,,87-83,,Turnover by D. Carroll (traveling)
7:42.0,Shooting foul by A. Horford (drawn by P. Pierce),,87-83,,
7:42.0,P. Pierce makes free throw 1 of 2,1,88-83,,
7:42.0,P. Pierce makes free throw 2 of 2,1,89-83,,
7:31.0,,,89-83,,Shooting foul by K. Seraphin (drawn by A. Horford)
7:31.0,,,89-84,1,A. Horford makes free throw 1 of 2
7:31.0,,,89-85,1,A. Horford makes free throw 2 of 2
7:21.0,J. Wall makes 2-pt shot from 17 ft,2,91-85,,
7:07.0,,,91-85,,D. Carroll misses 2-pt shot from 11 ft
7:05.0,Defensive rebound by K. Seraphin,,91-85,,
7:00.0,J. Wall misses 2-pt shot from 19 ft,,91-85,,
6:59.0,,,91-85,,Defensive rebound by P. Millsap
6:41.0,,,91-85,,P. Millsap misses 2-pt shot from 2 ft
6:39.0,,,91-85,,Offensive rebound by K. Korver
6:31.0,,,91-88,3,K. Korver makes 3-pt shot from 25 ft
6:11.0,J. Wall misses 2-pt shot from 17 ft (block by K. Korver),,91-88,,
6:09.0,,,91-88,,Defensive rebound by A. Horford
6:05.0,,,91-90,2,J. Teague makes 2-pt shot from 1 ft (assist by A. Horford)
5:34.0,P. Pierce makes 2-pt shot from 16 ft (assist by J. Wall),2,93-90,,
5:09.0,,,93-90,,K. Korver misses 3-pt shot from 26 ft
5:06.0,,,93-90,,P. Antic enters the game for A. Horford
5:06.0,Jump ball: P. Millsap vs. J. Wall (P. Antic gains possession),,,,Jump ball: P. Millsap vs. J. Wall (P. Antic gains possession)
5:06.0,,,93-90,,Offensive rebound by Team
4:55.0,,,93-90,,K. Korver misses 2-pt shot from 22 ft
4:52.0,Defensive rebound by K. Seraphin,,93-90,,
4:45.0,K. Seraphin misses 2-pt shot from 2 ft,,93-90,,
4:43.0,Offensive rebound by O. Porter,,93-90,,
4:43.0,O. Porter misses 2-pt shot at rim,,93-90,,
4:42.0,,,93-90,,Defensive rebound by P. Antic
4:34.0,Shooting block foul by K. Seraphin (drawn by P. Millsap),,93-90,,
4:34.0,,,93-91,1,P. Millsap makes free throw 1 of 2
4:34.0,M. Gortat enters the game for K. Seraphin,,93-91,,
4:34.0,,,93-91,,P. Millsap misses free throw 2 of 2
4:33.0,Defensive rebound by O. Porter,,93-91,,
4:14.0,J. Wall makes 2-pt shot from 16 ft,2,95-91,,
3:50.0,,,95-91,,P. Millsap misses 2-pt shot from 1 ft (block by J. Wall)
3:50.0,,,95-91,,Offensive rebound by Team
3:50.0,,,95-91,,Atlanta full timeout
3:50.0,B. Beal enters the game for R. Sessions,,95-91,,
