time,Boston,pts.away,score,pts.home,Cleveland
7:32.0,Personal foul by A. Bradley (drawn by K. Irving),,11-8,,
7:23.0,,,11-8,,Turnover by L. James (back court)
7:08.0,B. Bass misses 2-pt shot from 12 ft,,11-8,,
7:07.0,,,11-8,,Defensive rebound by L. James
6:52.0,,,11-8,,J. Smith misses 3-pt shot from 26 ft
6:52.0,Defensive rebound by E. Turner,,11-8,,
6:43.0,M. Smart makes 2-pt shot from 19 ft,2,13-8,,
6:22.0,Personal foul by A. Bradley (drawn by K. Irving),,13-8,,
6:22.0,I. Thomas enters the game for A. Bradley,,13-8,,
6:13.0,,,13-8,,L. James misses 2-pt shot from 19 ft
6:13.0,Defensive rebound by T. Zeller,,13-8,,
6:13.0,E. Turner misses 2-pt shot from 16 ft,,13-8,,
6:01.0,,,13-8,,Defensive rebound by T. Thompson
5:44.0,,,13-8,,Turnover by L. James (lost ball; steal by B. Bass)
5:40.0,M. Smart makes 3-pt shot from 25 ft (assist by B. Bass),3,16-8,,
5:40.0,,,16-8,,Cleveland full timeout
5:27.0,,,16-10,2,K. Irving makes 2-pt shot from 1 ft
5:09.0,M. Smart misses 2-pt shot from 19 ft,,16-10,,
5:07.0,,,16-10,,Defensive rebound by T. Thompson
5:02.0,,,16-12,2,K. Irving makes 2-pt shot at rim (assist by L. James)
4:57.0,Turnover by I. Thomas (bad pass; steal by J. Smith),,16-12,,
4:49.0,,,16-14,2,T. Mozgov makes 2-pt shot from 1 ft (assist by L. James)
4:35.0,T. Zeller misses 2-pt shot at rim,,16-14,,
4:29.0,,,16-14,,Defensive rebound by T. Thompson
4:25.0,,,16-14,,K. Irving misses 3-pt shot from 26 ft
4:25.0,,,16-14,,Offensive rebound by Team
4:25.0,J. Sullinger enters the game for B. Bass,,16-14,,
4:19.0,,,16-14,,T. Mozgov misses 2-pt shot from 19 ft
4:17.0,,,16-14,,Offensive rebound by T. Thompson
4:11.0,,,16-16,2,T. Mozgov makes 2-pt shot at rim (assist by T. Thompson)
3:52.0,M. Smart misses 3-pt shot from 26 ft,,16-16,,
3:51.0,Offensive rebound by J. Sullinger,,16-16,,
3:46.0,J. Sullinger misses 2-pt shot from 5 ft,,16-16,,
3:43.0,Offensive rebound by T. Zeller,,16-16,,
3:41.0,T. Zeller makes 2-pt shot from 4 ft,2,18-16,,
3:28.0,,,18-18,2,T. Mozgov makes 2-pt shot from 17 ft (assist by L. James)
3:14.0,I. Thomas misses 2-pt shot from 18 ft,,18-18,,
3:12.0,,,18-18,,Defensive rebound by J. Smith
3:05.0,,,18-18,,L. James misses 3-pt shot from 26 ft
3:03.0,Defensive rebound by E. Turner,,18-18,,
2:58.0,I. Thomas makes 2-pt shot from 14 ft,2,20-18,,
2:37.0,,,20-18,,K. Irving misses 2-pt shot from 15 ft
2:35.0,Defensive rebound by T. Zeller,,20-18,,
2:34.0,Boston full timeout,,20-18,,
2:34.0,,,20-18,,K. Perkins enters the game for L. James
2:34.0,,,20-18,,I. Shumpert enters the game for T. Mozgov
2:34.0,K. Olynyk enters the game for E. Turner,,20-18,,
2:34.0,J. Crowder enters the game for T. Zeller,,20-18,,
2:13.0,J. Crowder misses 3-pt shot from 26 ft,,20-18,,
2:12.0,,,20-18,,Defensive rebound by K. Irving
2:00.0,,,20-20,2,K. Irving makes 2-pt shot from 20 ft
1:52.0,J. Crowder misses 2-pt shot from 1 ft (block by K. Irving),,20-20,,
1:50.0,Offensive rebound by J. Crowder,,20-20,,
1:47.0,J. Sullinger makes 3-pt shot from 26 ft (assist by J. Crowder),3,23-20,,
1:25.0,Jump ball: K. Perkins vs. J. Sullinger (T. Thompson gains possession),,,,Jump ball: K. Perkins vs. J. Sullinger (T. Thompson gains possession)
1:19.0,,,23-20,,J. Smith misses 3-pt shot from 28 ft
1:17.0,Defensive rebound by J. Sullinger,,23-20,,
0:58.0,M. Smart misses 3-pt shot from 26 ft,,23-20,,
0:57.0,,,23-20,,Defensive rebound by I. Shumpert
0:49.0,,,23-23,3,K. Irving makes 3-pt shot from 28 ft
0:41.0,J. Sullinger misses 3-pt shot from 26 ft,,23-23,,
0:39.0,,,23-23,,Defensive rebound by I. Shumpert
0:36.0,,,23-23,,Offensive foul by K. Irving
0:36.0,,,23-23,,Turnover by K. Irving (offensive foul)
0:36.0,,,23-23,,M. Dellavedova enters the game for K. Irving
0:30.0,K. Olynyk misses 3-pt shot from 27 ft,,23-23,,
0:29.0,Offensive rebound by J. Crowder,,23-23,,
0:26.0,Shooting foul by J. Smith (drawn by I. Thomas),,23-23,,
0:26.0,I. Thomas makes free throw 1 of 3,1,24-23,,
0:26.0,I. Thomas makes free throw 2 of 3,1,25-23,,
0:26.0,B. Bass enters the game for K. Olynyk,,25-23,,
0:26.0,,,25-23,,L. James enters the game for K. Perkins
0:26.0,I. Thomas makes free throw 3 of 3,1,26-23,,
0:06.0,,,26-23,,Shooting foul by I. Thomas (drawn by M. Dellavedova)
0:06.0,,,26-24,1,M. Dellavedova makes free throw 1 of 2
0:06.0,K. Olynyk enters the game for B. Bass,,26-24,,
0:06.0,,,26-25,1,M. Dellavedova makes free throw 2 of 2
0:02.0,Turnover by I. Thomas (lost ball; steal by I. Shumpert),,26-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,,,26-25,,Turnover by K. Love (bad pass; steal by J. Crowder)
11:41.0,I. Thomas makes 2-pt shot from 19 ft (assist by J. Sullinger),2,28-25,,
11:19.0,,,28-27,2,L. James makes 2-pt shot from 21 ft
10:56.0,J. Sullinger misses 2-pt shot from 11 ft,,28-27,,
10:55.0,Offensive rebound by J. Crowder,,28-27,,
10:55.0,J. Crowder misses 2-pt shot at rim (block by L. James),,28-27,,
10:54.0,Offensive rebound by I. Thomas,,28-27,,
10:51.0,A. Bradley makes 3-pt shot from 26 ft (assist by I. Thomas),3,31-27,,
10:35.0,,,31-27,,L. James misses 3-pt shot from 26 ft
10:34.0,Defensive rebound by A. Bradley,,31-27,,
10:24.0,J. Crowder misses 3-pt shot from 23 ft,,31-27,,
10:24.0,,,31-27,,Defensive rebound by Team
10:01.0,,,31-30,3,M. Dellavedova makes 3-pt shot from 26 ft
9:36.0,J. Crowder makes 2-pt shot from 3 ft (assist by I. Thomas),2,33-30,,
9:29.0,,,33-30,,Shooting foul by J. Crowder (drawn by L. James)
9:29.0,,,33-31,1,L. James makes free throw 1 of 2
9:29.0,T. Zeller enters the game for J. Sullinger,,33-31,,
9:29.0,,,33-32,1,L. James makes free throw 2 of 2
9:15.0,I. Thomas misses 3-pt shot from 26 ft,,33-32,,
9:14.0,,,33-32,,Defensive rebound by T. Thompson
9:00.0,Personal block foul by T. Zeller (drawn by L. James),,33-32,,
9:00.0,E. Turner enters the game for I. Thomas,,33-32,,
8:47.0,,,33-34,2,I. Shumpert makes 2-pt shot from 17 ft (assist by K. Love)
8:23.0,K. Olynyk makes 2-pt shot from 13 ft (assist by E. Turner),2,35-34,,
8:05.0,,,35-34,,I. Shumpert misses 3-pt shot from 24 ft
8:04.0,,,35-34,,Offensive rebound by K. Love
8:01.0,,,35-34,,I. Shumpert misses 2-pt shot at rim
7:58.0,Defensive rebound by T. Zeller,,35-34,,
7:58.0,,,35-34,,Personal foul by M. Dellavedova (drawn by A. Bradley)
7:58.0,Official timeout,,35-34,,
7:58.0,,,35-34,,T. Mozgov enters the game for T. Thompson
7:44.0,A. Bradley makes 3-pt shot from 24 ft (assist by J. Crowder),3,38-34,,
7:24.0,,,38-34,,T. Mozgov misses 2-pt shot at rim
7:23.0,Defensive rebound by K. Olynyk,,38-34,,
7:10.0,J. Crowder misses 2-pt shot from 18 ft,,38-34,,
7:10.0,,,38-34,,Defensive rebound by Team
6:54.0,Personal foul by K. Olynyk (drawn by K. Love),,38-34,,
6:54.0,,,38-34,,K. Irving enters the game for M. Dellavedova
6:46.0,Violation by J. Crowder (kicked ball),,38-34,,
6:35.0,,,38-34,,K. Love misses 3-pt shot from 27 ft
6:35.0,Defensive rebound by K. Olynyk,,38-34,,
6:17.0,K. Olynyk makes 3-pt shot from 24 ft (assist by E. Turner),3,41-34,,
5:56.0,,,41-34,,Shooting foul by K. Olynyk (drawn by K. Love)
5:56.0,,,41-34,,Cleveland full timeout
5:56.0,,,41-34,,J. Smith enters the game for I. Shumpert
5:56.0,,,41-34,,K. Love misses free throw 1 of 3
5:56.0,,,41-34,,Offensive rebound by Team
5:56.0,,,41-35,1,K. Love makes free throw 2 of 3
5:56.0,,,41-36,1,K. Love makes free throw 3 of 3
5:42.0,A. Bradley misses 2-pt shot from 7 ft,,41-36,,
5:42.0,,,41-36,,Defensive rebound by L. James
5:21.0,,,41-36,,K. Irving misses 2-pt shot from 19 ft
5:18.0,Defensive rebound by A. Bradley,,41-36,,
5:10.0,E. Turner makes 2-pt shot from 14 ft,2,43-36,,
4:44.0,,,43-36,,L. James misses 3-pt shot from 25 ft
4:42.0,Defensive rebound by E. Turner,,43-36,,
4:38.0,A. Bradley makes 2-pt shot at rim (assist by E. Turner),2,45-36,,
4:21.0,,,45-38,2,T. Mozgov makes 2-pt shot from 6 ft (assist by K. Love)
4:06.0,Turnover by E. Turner (bad pass; steal by J. Smith),,45-38,,
4:02.0,,,45-40,2,J. Smith makes 2-pt shot at rim
3:39.0,T. Zeller misses 2-pt shot from 4 ft,,45-40,,
3:37.0,,,45-40,,Defensive rebound by K. Love
3:35.0,,,45-40,,Turnover by K. Love (bad pass; steal by K. Olynyk)
3:34.0,Turnover by K. Olynyk (bad pass; steal by J. Smith),,45-40,,
3:34.0,I. Thomas enters the game for T. Zeller,,45-40,,
3:34.0,J. Sullinger enters the game for J. Crowder,,45-40,,
3:34.0,B. Bass enters the game for K. Olynyk,,45-40,,
3:34.0,Jump ball: A. Bradley vs. K. Irving (T. Mozgov gains possession),,,,Jump ball: A. Bradley vs. K. Irving (T. Mozgov gains possession)
3:19.0,,,45-42,2,K. Love makes 2-pt shot from 2 ft (assist by J. Smith)
3:16.0,Boston full timeout,,45-42,,
3:02.0,I. Thomas misses 3-pt shot from 24 ft,,45-42,,
3:02.0,,,45-42,,Defensive rebound by Team
3:02.0,M. Smart enters the game for A. Bradley,,45-42,,
2:44.0,,,45-44,2,J. Smith makes 2-pt shot from 19 ft
2:26.0,E. Turner misses 3-pt shot from 25 ft,,45-44,,
2:24.0,,,45-44,,Defensive rebound by T. Mozgov
2:15.0,,,45-44,,K. Love misses 2-pt shot at rim (block by B. Bass)
2:15.0,Defensive rebound by Team,,45-44,,
2:03.0,J. Sullinger makes 3-pt shot from 26 ft (assist by I. Thomas),3,48-44,,
1:45.0,,,48-44,,Turnover by T. Mozgov (lost ball)
1:45.0,,,48-44,,T. Thompson enters the game for K. Love
1:30.0,I. Thomas misses 2-pt shot from 22 ft,,48-44,,
1:30.0,,,48-44,,Defensive rebound by L. James
1:21.0,,,48-46,2,L. James makes 2-pt shot from 1 ft
1:09.0,B. Bass misses 2-pt shot from 1 ft (block by T. Mozgov),,48-46,,
1:06.0,,,48-46,,Defensive rebound by L. James
1:00.0,,,48-49,3,K. Irving makes 3-pt shot from 26 ft (assist by L. James)
0:50.0,Shooting foul by J. Smith (drawn by I. Thomas),,48-49,,
0:50.0,I. Thomas makes free throw 1 of 2,1,49-49,,
0:50.0,T. Zeller enters the game for J. Sullinger,,49-49,,
0:50.0,J. Crowder enters the game for E. Turner,,49-49,,
0:50.0,,,49-49,,M. Dellavedova enters the game for K. Irving
0:50.0,,,49-49,,I. Shumpert enters the game for J. Smith
0:50.0,I. Thomas makes free throw 2 of 2,1,50-49,,
0:41.0,,,50-49,,L. James misses 2-pt shot from 16 ft
0:40.0,,,50-49,,Offensive rebound by T. Mozgov
0:21.0,Personal foul by I. Thomas (drawn by L. James),,50-49,,
0:21.0,,,50-50,1,L. James makes free throw 1 of 2
0:21.0,A. Bradley enters the game for B. Bass,,50-50,,
0:21.0,J. Sullinger enters the game for T. Zeller,,50-50,,
0:21.0,K. Olynyk enters the game for J. Crowder,,50-50,,
0:21.0,,,50-51,1,L. James makes free throw 2 of 2
0:00.0,J. Sullinger misses 2-pt shot from 19 ft,,50-51,,
0:00.0,Offensive rebound by Team,,50-51,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,50-53,2,T. Mozgov makes 2-pt shot from 3 ft (assist by K. Irving)
11:29.0,M. Smart makes 2-pt shot from 16 ft,2,52-53,,
11:08.0,,,52-53,,T. Mozgov misses 2-pt shot from 20 ft
11:07.0,Defensive rebound by E. Turner,,52-53,,
10:46.0,B. Bass misses 2-pt shot from 10 ft,,52-53,,
10:45.0,,,52-53,,Defensive rebound by L. James
10:38.0,,,52-53,,L. James misses 2-pt shot from 6 ft
10:36.0,,,52-53,,Offensive rebound by L. James
10:34.0,,,52-53,,L. James misses 2-pt shot from 7 ft
10:33.0,Defensive rebound by E. Turner,,52-53,,
10:26.0,M. Smart misses 3-pt shot from 26 ft,,52-53,,
10:25.0,,,52-53,,Defensive rebound by T. Mozgov
10:10.0,,,52-53,,Shooting foul by M. Smart (drawn by K. Irving)
10:10.0,,,52-54,1,K. Irving makes free throw 1 of 3
10:10.0,,,52-55,1,K. Irving makes free throw 2 of 3
10:10.0,,,52-56,1,K. Irving makes free throw 3 of 3
9:55.0,Turnover by T. Zeller (bad pass; steal by J. Smith),,52-56,,
9:52.0,Personal block foul by M. Smart (drawn by L. James),,52-56,,
9:45.0,,,52-56,,K. Irving misses 3-pt shot from 25 ft
9:44.0,,,52-56,,Offensive rebound by T. Mozgov
9:44.0,Personal foul by E. Turner (drawn by L. James),,52-56,,
9:29.0,,,52-56,,Shooting foul by T. Zeller (drawn by K. Love)
9:29.0,,,52-57,1,K. Love makes free throw 1 of 2
9:29.0,,,52-58,1,K. Love makes free throw 2 of 2
9:15.0,B. Bass misses 2-pt shot from 18 ft,,52-58,,
9:14.0,,,52-58,,Defensive rebound by J. Smith
9:08.0,,,52-58,,Offensive foul by T. Mozgov
9:08.0,,,52-58,,Turnover by T. Mozgov (offensive foul)
9:08.0,J. Crowder enters the game for E. Turner,,52-58,,
8:52.0,,,52-58,,Personal foul by J. Smith (drawn by T. Zeller)
8:43.0,M. Smart makes 2-pt shot from 1 ft,2,54-58,,
8:28.0,,,54-58,,L. James misses 2-pt shot from 1 ft
8:25.0,,,54-58,,Offensive rebound by T. Mozgov
8:25.0,,,54-60,2,T. Mozgov makes 2-pt shot at rim
8:13.0,B. Bass misses 2-pt shot from 2 ft (block by T. Mozgov),,54-60,,
8:10.0,,,54-60,,Defensive rebound by T. Mozgov
8:07.0,,,54-62,2,K. Love makes 2-pt shot at rim (assist by L. James)
8:06.0,Boston full timeout,,54-62,,
8:06.0,K. Olynyk enters the game for B. Bass,,54-62,,
8:06.0,J. Sullinger enters the game for T. Zeller,,54-62,,
7:50.0,A. Bradley misses 2-pt shot from 18 ft,,54-62,,
7:49.0,,,54-62,,Defensive rebound by K. Love
7:49.0,Personal foul by J. Crowder (drawn by K. Love),,54-62,,
7:49.0,,,54-63,1,K. Love makes free throw 1 of 2
7:49.0,,,54-64,1,K. Love makes free throw 2 of 2
7:35.0,J. Sullinger misses 3-pt shot from 27 ft,,54-64,,
7:35.0,,,54-64,,Defensive rebound by K. Irving
7:19.0,,,54-64,,Shooting foul by J. Sullinger (drawn by T. Mozgov)
7:19.0,,,54-65,1,T. Mozgov makes free throw 1 of 2
7:19.0,,,54-66,1,T. Mozgov makes free throw 2 of 2
6:55.0,M. Smart misses 3-pt shot from 26 ft,,54-66,,
6:55.0,,,54-66,,Defensive rebound by K. Love
6:52.0,,,54-68,2,L. James makes 2-pt shot at rim (assist by K. Irving)
6:39.0,K. Olynyk misses 3-pt shot from 26 ft,,54-68,,
6:38.0,,,54-68,,Defensive rebound by K. Irving
6:33.0,,,54-68,,Offensive foul by T. Mozgov
6:33.0,,,54-68,,Turnover by T. Mozgov (offensive foul)
6:33.0,I. Thomas enters the game for A. Bradley,,54-68,,
6:33.0,,,54-68,,T. Thompson enters the game for T. Mozgov
6:21.0,K. Olynyk misses 2-pt shot from 5 ft,,54-68,,
6:20.0,Offensive rebound by J. Sullinger,,54-68,,
6:19.0,J. Sullinger makes 2-pt shot from 1 ft,2,56-68,,
5:59.0,,,56-68,,J. Smith misses 3-pt shot from 25 ft
5:59.0,Defensive rebound by J. Crowder,,56-68,,
5:49.0,J. Crowder makes 2-pt shot from 2 ft (assist by I. Thomas),2,58-68,,
5:35.0,,,58-68,,K. Love misses 3-pt shot from 26 ft
5:34.0,,,58-68,,Offensive rebound by T. Thompson
5:29.0,,,58-71,3,J. Smith makes 3-pt shot from 26 ft (assist by T. Thompson)
5:16.0,J. Sullinger makes 2-pt shot from 1 ft (assist by I. Thomas),2,60-71,,
4:55.0,,,60-73,2,L. James makes 2-pt shot at rim (assist by K. Irving)
4:49.0,,,60-73,,Personal foul by K. Irving (drawn by I. Thomas)
4:49.0,E. Turner enters the game for M. Smart,,60-73,,
4:41.0,J. Sullinger makes 2-pt shot at rim (assist by J. Crowder),2,62-73,,
4:16.0,,,62-73,,K. Irving misses 2-pt shot from 4 ft
4:14.0,Defensive rebound by J. Sullinger,,62-73,,
4:06.0,E. Turner misses 2-pt shot from 1 ft (block by K. Love),,62-73,,
4:05.0,Offensive rebound by E. Turner,,62-73,,
4:04.0,E. Turner misses 2-pt shot from 4 ft (block by K. Love),,62-73,,
4:04.0,Offensive rebound by E. Turner,,62-73,,
4:04.0,Shooting foul by K. Love (drawn by E. Turner),,62-73,,
4:04.0,E. Turner makes free throw 1 of 2,1,63-73,,
4:04.0,,,63-73,,J. Jones enters the game for K. Love
4:04.0,,,63-73,,I. Shumpert enters the game for L. James
4:04.0,J. Jerebko enters the game for K. Olynyk,,63-73,,
4:04.0,E. Turner makes free throw 2 of 2,1,64-73,,
3:42.0,,,64-73,,J. Smith misses 2-pt shot from 22 ft
3:42.0,Defensive rebound by E. Turner,,64-73,,
3:31.0,Offensive foul by J. Jerebko,,64-73,,
3:31.0,Turnover by J. Jerebko (offensive foul),,64-73,,
3:17.0,,,64-73,,J. Jones misses 3-pt shot from 26 ft
3:17.0,Defensive rebound by J. Crowder,,64-73,,
3:07.0,I. Thomas makes 2-pt shot at rim,2,66-73,,
2:56.0,,,66-73,,J. Smith misses 3-pt shot from 26 ft
2:55.0,,,66-73,,Offensive rebound by T. Thompson
2:33.0,,,66-75,2,K. Irving makes 2-pt shot from 12 ft
2:13.0,Turnover by J. Crowder (offensive foul),,66-75,,
2:13.0,Offensive charge foul by J. Crowder,,66-75,,
2:13.0,,,66-75,,Cleveland full timeout
2:13.0,T. Zeller enters the game for J. Sullinger,,66-75,,
2:01.0,,,66-75,,J. Smith misses 3-pt shot from 24 ft
2:00.0,Defensive rebound by E. Turner,,66-75,,
1:55.0,J. Crowder makes 2-pt shot from 1 ft,2,68-75,,
1:39.0,,,68-75,,K. Irving misses 2-pt shot from 20 ft
1:38.0,Defensive rebound by T. Zeller,,68-75,,
1:28.0,Turnover by I. Thomas (bad pass; steal by T. Thompson),,68-75,,
1:06.0,,,68-75,,Turnover by J. Smith (bad pass; steal by T. Zeller)
0:58.0,J. Jerebko misses 3-pt shot from 23 ft,,68-75,,
0:58.0,,,68-75,,Defensive rebound by T. Thompson
0:36.0,,,68-75,,K. Irving misses 3-pt shot from 24 ft
0:34.0,Defensive rebound by J. Jerebko,,68-75,,
0:17.0,I. Thomas misses 2-pt shot from 14 ft,,68-75,,
0:17.0,,,68-75,,Defensive rebound by T. Thompson
0:00.0,,,68-75,,K. Irving misses 3-pt shot from 25 ft
0:00.0,,,68-75,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,I. Thomas misses 2-pt shot from 19 ft,,68-75,,
11:45.0,,,68-75,,Defensive rebound by Team
11:45.0,Loose ball foul by K. Olynyk (drawn by T. Thompson),,68-75,,
11:36.0,,,68-75,,Offensive foul by L. James
11:36.0,,,68-75,,Turnover by L. James (offensive foul)
11:23.0,J. Crowder misses 2-pt shot from 18 ft,,68-75,,
11:22.0,,,68-75,,Defensive rebound by L. James
11:18.0,,,68-75,,Shooting foul by K. Olynyk (drawn by L. James)
11:18.0,,,68-76,1,L. James makes free throw 1 of 2
11:18.0,,,68-77,1,L. James makes free throw 2 of 2
10:54.0,I. Thomas makes 2-pt shot from 15 ft,2,70-77,,
10:43.0,,,70-79,2,L. James makes 2-pt shot at rim
10:20.0,T. Zeller makes 2-pt shot from 7 ft,2,72-79,,
10:03.0,,,72-79,,Turnover by K. Love (bad pass)
9:43.0,E. Turner makes 2-pt shot from 15 ft (assist by I. Thomas),2,74-79,,
9:29.0,,,74-79,,L. James misses 2-pt shot from 6 ft
9:28.0,Defensive rebound by E. Turner,,74-79,,
9:28.0,,,74-79,,Personal foul by L. James (drawn by E. Turner)
9:17.0,I. Thomas makes 2-pt shot from 1 ft,2,76-79,,
9:17.0,Shooting foul by K. Love (drawn by I. Thomas),,76-79,,
9:17.0,,,76-79,,K. Irving enters the game for M. Dellavedova
9:17.0,I. Thomas makes free throw 1 of 1,1,77-79,,
8:59.0,,,77-81,2,L. James makes 2-pt shot from 13 ft
8:46.0,Boston full timeout,,77-81,,
8:33.0,E. Turner misses 2-pt shot from 14 ft,,77-81,,
8:33.0,,,77-81,,Defensive rebound by Team
8:14.0,,,77-81,,Turnover by L. James (bad pass; steal by I. Thomas)
8:10.0,Shooting foul by L. James (drawn by J. Crowder),,77-81,,
8:10.0,J. Crowder makes free throw 1 of 2,1,78-81,,
8:10.0,J. Sullinger enters the game for K. Olynyk,,78-81,,
8:10.0,A. Bradley enters the game for I. Thomas,,78-81,,
8:10.0,,,78-81,,T. Mozgov enters the game for T. Thompson
8:10.0,J. Crowder makes free throw 2 of 2,1,79-81,,
7:49.0,,,79-81,,K. Love misses 3-pt shot from 26 ft
7:47.0,,,79-81,,Offensive rebound by I. Shumpert
7:44.0,,,79-84,3,K. Irving makes 3-pt shot from 24 ft (assist by L. James)
7:26.0,J. Crowder makes 2-pt shot from 21 ft (assist by T. Zeller),2,81-84,,
7:12.0,,,81-84,,K. Irving misses 2-pt shot at rim (block by T. Zeller)
7:08.0,Defensive rebound by A. Bradley,,81-84,,
6:58.0,Shooting foul by T. Mozgov (drawn by E. Turner),,81-84,,
6:58.0,E. Turner makes free throw 1 of 2,1,82-84,,
6:58.0,E. Turner misses free throw 2 of 2,,82-84,,
6:57.0,,,82-84,,Defensive rebound by I. Shumpert
6:43.0,,,82-84,,Shooting foul by E. Turner (drawn by L. James)
6:43.0,,,82-84,,L. James misses free throw 1 of 2
6:43.0,,,82-84,,Offensive rebound by Team
6:43.0,I. Thomas enters the game for E. Turner,,82-84,,
6:43.0,,,82-85,1,L. James makes free throw 2 of 2
6:27.0,A. Bradley misses 2-pt shot from 19 ft,,82-85,,
6:25.0,,,82-85,,Defensive rebound by K. Irving
6:21.0,,,82-87,2,L. James makes 2-pt shot at rim (assist by K. Irving)
6:12.0,,,82-87,,Personal foul by I. Shumpert (drawn by I. Thomas)
6:12.0,I. Thomas makes free throw 1 of 2,1,83-87,,
6:12.0,I. Thomas makes free throw 2 of 2,1,84-87,,
5:54.0,,,84-89,2,K. Irving makes 2-pt shot from 11 ft
5:44.0,I. Thomas misses 3-pt shot from 24 ft,,84-89,,
5:43.0,,,84-89,,Defensive rebound by K. Love
5:26.0,,,84-91,2,L. James makes 2-pt shot from 21 ft
5:25.0,Boston full timeout,,84-91,,
5:25.0,Official timeout,,84-91,,
5:25.0,E. Turner enters the game for T. Zeller,,84-91,,
5:25.0,K. Olynyk enters the game for J. Crowder,,84-91,,
5:10.0,J. Sullinger misses 2-pt shot from 17 ft,,84-91,,
5:10.0,,,84-91,,Defensive rebound by L. James
4:56.0,,,84-91,,Offensive foul by K. Love
4:56.0,,,84-91,,Turnover by K. Love (offensive foul)
4:56.0,,,84-91,,J. Smith enters the game for K. Love
4:45.0,I. Thomas misses 2-pt shot from 15 ft,,84-91,,
4:45.0,Offensive rebound by J. Sullinger,,84-91,,
4:37.0,A. Bradley misses 2-pt shot at rim,,84-91,,
4:35.0,,,84-91,,Defensive rebound by L. James
4:34.0,,,84-91,,Turnover by L. James (bad pass)
4:21.0,I. Thomas makes 2-pt shot at rim,2,86-91,,
3:58.0,Personal foul by A. Bradley (drawn by K. Irving),,86-91,,
3:58.0,M. Smart enters the game for K. Olynyk,,86-91,,
3:46.0,,,86-91,,L. James misses 2-pt shot from 7 ft
3:42.0,,,86-91,,Offensive rebound by T. Mozgov
3:42.0,,,86-91,,K. Irving misses 3-pt shot from 27 ft
3:41.0,Defensive rebound by M. Smart,,86-91,,
