time,San Antonio,pts.away,score,pts.home,Utah
6:25.0,,,9-8,,Utah full timeout
6:25.0,B. Diaw enters the game for M. Bonner,,9-8,,
6:13.0,,,9-8,,T. Burke misses 3-pt shot from 24 ft
6:12.0,Defensive rebound by T. Duncan,,9-8,,
6:00.0,,,9-8,,Violation by D. Favors (kicked ball)
5:56.0,T. Duncan makes 2-pt shot from 1 ft (assist by M. Ginobili),2,11-8,,
5:37.0,,,11-8,,D. Favors misses 2-pt shot from 10 ft
5:35.0,,,11-8,,Offensive rebound by Team
5:35.0,,,11-8,,T. Booker enters the game for E. Kanter
5:35.0,,,11-8,,R. Hood enters the game for A. Burks
5:26.0,,,11-10,2,D. Favors makes 2-pt shot from 1 ft (assist by T. Burke)
5:11.0,M. Ginobili misses 2-pt shot from 4 ft,,11-10,,
5:09.0,,,11-10,,Defensive rebound by T. Booker
4:57.0,,,11-12,2,R. Hood makes 2-pt shot from 2 ft
4:46.0,C. Joseph makes 2-pt shot from 2 ft (assist by M. Ginobili),2,13-12,,
4:23.0,,,13-14,2,G. Hayward makes 2-pt shot from 20 ft
4:08.0,,,13-14,,Violation by D. Favors (def goaltending)
4:08.0,T. Duncan makes 2-pt shot from 2 ft (assist by B. Diaw),2,15-14,,
3:54.0,,,15-14,,Turnover by G. Hayward (lost ball; steal by M. Ginobili)
3:51.0,Shooting foul by R. Hood (drawn by K. Leonard),,15-14,,
3:51.0,K. Leonard misses free throw 1 of 2,,15-14,,
3:51.0,Offensive rebound by Team,,15-14,,
3:51.0,M. Belinelli enters the game for C. Joseph,,15-14,,
3:51.0,A. Baynes enters the game for T. Duncan,,15-14,,
3:51.0,K. Leonard misses free throw 2 of 2,,15-14,,
3:50.0,Offensive rebound by A. Baynes,,15-14,,
3:38.0,M. Ginobili misses 2-pt shot from 5 ft (block by T. Booker),,15-14,,
3:38.0,,,15-14,,Defensive rebound by Team
3:38.0,,,15-14,,D. Exum enters the game for T. Burke
3:17.0,,,15-14,,G. Hayward misses 2-pt shot from 21 ft
3:14.0,Defensive rebound by A. Baynes,,15-14,,
3:11.0,Offensive charge foul by K. Leonard,,15-14,,
3:11.0,Turnover by K. Leonard (offensive foul),,15-14,,
2:54.0,,,15-14,,G. Hayward misses 2-pt shot from 14 ft
2:53.0,Defensive rebound by A. Baynes,,15-14,,
2:45.0,,,15-14,,Personal foul by D. Favors (drawn by B. Diaw)
2:45.0,San Antonio full timeout,,15-14,,
2:45.0,,,15-14,,R. Gobert enters the game for D. Favors
2:39.0,B. Diaw misses 3-pt shot from 23 ft,,15-14,,
2:37.0,,,15-14,,Defensive rebound by G. Hayward
2:21.0,,,15-14,,R. Hood misses 3-pt shot from 25 ft
2:19.0,Defensive rebound by M. Belinelli,,15-14,,
2:10.0,M. Belinelli misses 3-pt shot from 25 ft,,15-14,,
2:10.0,Offensive rebound by Team,,15-14,,
2:10.0,,,15-14,,Personal foul by R. Gobert (drawn by A. Baynes)
2:03.0,K. Leonard makes 2-pt shot from 1 ft (assist by B. Diaw),2,17-14,,
2:03.0,Shooting foul by T. Booker (drawn by K. Leonard),,17-14,,
2:03.0,K. Leonard makes free throw 1 of 1,1,18-14,,
1:40.0,,,18-16,2,R. Hood makes 2-pt shot at rim
1:28.0,M. Ginobili misses 3-pt shot from 23 ft,,18-16,,
1:26.0,Offensive rebound by A. Baynes,,18-16,,
1:21.0,Shooting foul by D. Exum (drawn by M. Belinelli),,18-16,,
1:21.0,M. Belinelli makes 2-pt shot from 3 ft (assist by B. Diaw),2,20-16,,
1:21.0,M. Belinelli misses free throw 1 of 1,,20-16,,
1:20.0,,,20-16,,Defensive rebound by R. Gobert
1:04.0,,,20-18,2,G. Hayward makes 2-pt shot from 4 ft
1:04.0,,,20-18,,Shooting foul by A. Baynes (drawn by G. Hayward)
1:04.0,,,20-19,1,G. Hayward makes free throw 1 of 1
0:49.0,A. Baynes makes 2-pt shot from 12 ft (assist by M. Ginobili),2,22-19,,
0:33.0,,,22-21,2,T. Booker makes 2-pt shot from 1 ft (assist by R. Gobert)
0:11.0,M. Ginobili misses 2-pt shot from 2 ft,,22-21,,
0:09.0,,,22-21,,Defensive rebound by T. Booker
0:07.0,,,22-21,,Turnover by T. Booker (bad pass; steal by K. Leonard)
0:00.0,K. Leonard misses 2-pt shot from 13 ft,,22-21,,
0:00.0,Offensive rebound by Team,,22-21,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:54.0,Personal foul by B. Diaw (drawn by D. Exum),,22-21,,
11:40.0,,,22-23,2,A. Burks makes 2-pt shot from 12 ft
11:31.0,Turnover by M. Belinelli (lost ball),,22-23,,
11:15.0,,,22-23,,Turnover by A. Burks (bad pass; steal by M. Ginobili)
11:12.0,Shooting foul by J. Ingles (drawn by M. Ginobili),,22-23,,
11:12.0,M. Ginobili misses free throw 1 of 2,,22-23,,
11:12.0,Offensive rebound by Team,,22-23,,
11:12.0,M. Ginobili makes free throw 2 of 2,1,23-23,,
10:52.0,,,23-23,,D. Exum misses 3-pt shot from 24 ft
10:50.0,Defensive rebound by A. Baynes,,23-23,,
10:49.0,,,23-23,,Personal foul by R. Gobert (drawn by A. Baynes)
10:32.0,B. Diaw makes 3-pt shot from 24 ft (assist by M. Ginobili),3,26-23,,
10:22.0,Personal foul by D. Green (drawn by R. Gobert),,26-23,,
10:21.0,Personal foul by M. Belinelli (drawn by D. Exum),,26-23,,
10:08.0,,,26-25,2,A. Burks makes 2-pt shot from 5 ft
9:56.0,M. Ginobili misses 2-pt shot from 4 ft (block by R. Gobert),,26-25,,
9:55.0,Offensive rebound by M. Ginobili,,26-25,,
9:55.0,Turnover by M. Ginobili (bad pass),,26-25,,
9:38.0,,,26-25,,J. Ingles misses 3-pt shot from 22 ft
9:36.0,,,26-25,,Offensive rebound by R. Gobert
9:36.0,,,26-27,2,R. Gobert makes 2-pt shot from 3 ft
9:19.0,Turnover by M. Ginobili (bad pass),,26-27,,
9:19.0,C. Joseph enters the game for M. Ginobili,,26-27,,
8:54.0,,,26-29,2,R. Gobert makes 2-pt shot at rim (assist by D. Exum)
8:54.0,San Antonio full timeout,,26-29,,
8:44.0,Turnover by M. Belinelli (bad pass; steal by J. Ingles),,26-29,,
8:39.0,,,26-29,,D. Exum misses 2-pt shot from 2 ft
8:37.0,,,26-29,,Offensive rebound by E. Kanter
8:37.0,,,26-31,2,E. Kanter makes 2-pt shot from 1 ft
8:20.0,M. Belinelli makes 2-pt shot from 2 ft (assist by B. Diaw),2,28-31,,
8:02.0,,,28-31,,A. Burks misses 2-pt shot from 1 ft
8:01.0,Defensive rebound by B. Diaw,,28-31,,
7:55.0,M. Belinelli misses 3-pt shot from 24 ft,,28-31,,
7:53.0,,,28-31,,Defensive rebound by E. Kanter
7:42.0,,,28-31,,D. Exum misses 2-pt shot from 21 ft
7:40.0,Defensive rebound by M. Belinelli,,28-31,,
7:33.0,Shooting foul by A. Burks (drawn by M. Belinelli),,28-31,,
7:33.0,M. Belinelli makes free throw 1 of 2,1,29-31,,
7:33.0,M. Bonner enters the game for B. Diaw,,29-31,,
7:33.0,T. Duncan enters the game for A. Baynes,,29-31,,
7:33.0,M. Belinelli misses free throw 2 of 2,,29-31,,
7:30.0,Offensive rebound by T. Duncan,,29-31,,
7:30.0,T. Duncan makes 2-pt shot from 1 ft,2,31-31,,
7:13.0,,,31-33,2,E. Kanter makes 2-pt shot at rim (assist by D. Exum)
6:58.0,M. Belinelli misses 2-pt shot from 17 ft,,31-33,,
6:56.0,,,31-33,,Defensive rebound by J. Ingles
6:42.0,,,31-35,2,A. Burks makes 2-pt shot from 4 ft
6:25.0,C. Joseph makes 2-pt shot from 8 ft,2,33-35,,
6:15.0,,,33-35,,Turnover by R. Gobert (lost ball; steal by T. Duncan)
6:10.0,Turnover by D. Green (lost ball; steal by J. Ingles),,33-35,,
6:04.0,,,33-38,3,D. Exum makes 3-pt shot from 23 ft (assist by J. Ingles)
5:47.0,Offensive foul by T. Duncan,,33-38,,
5:47.0,Turnover by T. Duncan (offensive foul),,33-38,,
5:47.0,Official timeout,,33-38,,
5:47.0,K. Leonard enters the game for M. Belinelli,,33-38,,
5:47.0,,,33-38,,D. Favors enters the game for R. Gobert
5:47.0,,,33-38,,T. Booker enters the game for E. Kanter
5:47.0,,,33-38,,G. Hayward enters the game for J. Ingles
5:47.0,,,33-38,,T. Burke enters the game for D. Exum
5:23.0,,,33-38,,D. Favors misses 2-pt shot from 1 ft (block by T. Duncan)
5:22.0,,,33-38,,Offensive rebound by Team
5:22.0,,,33-38,,R. Hood enters the game for A. Burks
5:20.0,,,33-38,,T. Burke misses 3-pt shot from 28 ft
5:20.0,,,33-38,,Offensive rebound by Team
5:20.0,,,33-38,,Turnover by Team (shot clock)
5:02.0,M. Bonner misses 2-pt shot from 3 ft (block by T. Booker),,33-38,,
4:59.0,,,33-38,,Defensive rebound by D. Favors
4:52.0,,,33-38,,T. Booker misses 2-pt shot from 20 ft
4:51.0,Defensive rebound by T. Duncan,,33-38,,
4:42.0,M. Bonner makes 3-pt shot from 24 ft (assist by K. Leonard),3,36-38,,
4:29.0,M. Ginobili enters the game for D. Green,,36-38,,
4:19.0,,,36-38,,D. Favors misses 2-pt shot from 16 ft
4:17.0,Defensive rebound by K. Leonard,,36-38,,
4:05.0,T. Duncan makes 2-pt shot at rim (assist by M. Ginobili),2,38-38,,
3:41.0,,,38-38,,D. Favors misses 2-pt shot from 4 ft (block by T. Duncan)
3:40.0,Defensive rebound by T. Duncan,,38-38,,
3:30.0,K. Leonard makes 2-pt shot from 4 ft,2,40-38,,
3:30.0,,,40-38,,Utah full timeout
3:30.0,,,40-38,,E. Kanter enters the game for T. Booker
3:30.0,,,40-38,,A. Burks enters the game for R. Hood
3:12.0,,,40-38,,G. Hayward misses 2-pt shot from 17 ft
3:09.0,,,40-38,,Offensive rebound by D. Favors
3:07.0,,,40-40,2,D. Favors makes 2-pt shot from 2 ft
2:48.0,M. Ginobili misses 2-pt shot from 12 ft,,40-40,,
2:46.0,,,40-40,,Defensive rebound by G. Hayward
2:30.0,,,40-40,,T. Burke misses 2-pt shot from 19 ft
2:28.0,Defensive rebound by M. Bonner,,40-40,,
2:17.0,M. Bonner misses 3-pt shot from 24 ft,,40-40,,
2:15.0,Offensive rebound by T. Duncan,,40-40,,
2:10.0,M. Ginobili misses 3-pt shot from 24 ft,,40-40,,
2:09.0,,,40-40,,Defensive rebound by D. Favors
1:56.0,,,40-40,,Turnover by T. Burke (bad pass; steal by K. Leonard)
1:53.0,Shooting foul by A. Burks (drawn by C. Joseph),,40-40,,
1:53.0,C. Joseph misses free throw 1 of 2,,40-40,,
1:53.0,Offensive rebound by Team,,40-40,,
1:53.0,,,40-40,,R. Hood enters the game for A. Burks
1:53.0,C. Joseph makes free throw 2 of 2,1,41-40,,
1:36.0,,,41-42,2,D. Favors makes 2-pt shot from 12 ft (assist by G. Hayward)
1:23.0,T. Duncan misses 2-pt shot from 2 ft,,41-42,,
1:22.0,Offensive rebound by K. Leonard,,41-42,,
1:22.0,K. Leonard makes 2-pt shot at rim,2,43-42,,
1:10.0,,,43-42,,Turnover by G. Hayward (lost ball; steal by K. Leonard)
1:00.0,T. Duncan misses 2-pt shot at rim (block by D. Favors),,43-42,,
0:59.0,,,43-42,,Defensive rebound by G. Hayward
0:49.0,,,43-42,,R. Hood misses 2-pt shot from 1 ft
0:49.0,,,43-42,,Offensive rebound by Team
0:49.0,Loose ball foul by M. Bonner (drawn by E. Kanter),,43-42,,
0:35.0,,,43-44,2,G. Hayward makes 2-pt shot from 2 ft
0:28.0,M. Bonner misses 3-pt shot from 24 ft,,43-44,,
0:27.0,,,43-44,,Defensive rebound by G. Hayward
0:07.0,,,43-44,,Turnover by G. Hayward (bad pass; steal by K. Leonard)
0:02.0,M. Ginobili misses 3-pt shot from 24 ft,,43-44,,
0:01.0,,,43-44,,Defensive rebound by G. Hayward
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,43-46,2,D. Favors makes 2-pt shot from 15 ft (assist by A. Burks)
11:27.0,T. Duncan makes 2-pt shot from 7 ft,2,45-46,,
11:06.0,,,45-46,,E. Kanter misses 2-pt shot from 3 ft (block by T. Duncan)
11:04.0,Defensive rebound by T. Duncan,,45-46,,
10:49.0,D. Green makes 2-pt shot at rim (assist by T. Duncan),2,47-46,,
10:30.0,,,47-46,,E. Kanter misses 2-pt shot from 2 ft (block by T. Duncan)
10:28.0,Defensive rebound by T. Duncan,,47-46,,
10:08.0,C. Joseph misses 2-pt shot from 14 ft,,47-46,,
10:06.0,,,47-46,,Defensive rebound by D. Favors
9:50.0,,,47-46,,D. Favors misses 2-pt shot from 15 ft
9:49.0,Defensive rebound by K. Leonard,,47-46,,
9:43.0,K. Leonard misses 2-pt shot from 17 ft,,47-46,,
9:39.0,,,47-46,,Defensive rebound by G. Hayward
9:33.0,,,47-49,3,A. Burks makes 3-pt shot from 24 ft (assist by G. Hayward)
9:16.0,T. Duncan misses 2-pt shot from 1 ft,,47-49,,
9:14.0,,,47-49,,Defensive rebound by G. Hayward
9:07.0,,,47-52,3,T. Burke makes 3-pt shot from 24 ft (assist by A. Burks)
9:00.0,San Antonio full timeout,,47-52,,
9:00.0,M. Belinelli enters the game for D. Green,,47-52,,
8:45.0,B. Diaw misses 2-pt shot from 2 ft,,47-52,,
8:42.0,Offensive rebound by B. Diaw,,47-52,,
8:42.0,B. Diaw makes 2-pt shot from 2 ft,2,49-52,,
8:28.0,,,49-52,,D. Favors misses 2-pt shot from 2 ft
8:27.0,,,49-52,,Offensive rebound by E. Kanter
8:26.0,Jump ball: T. Duncan vs. E. Kanter (B. Diaw gains possession),,,,Jump ball: T. Duncan vs. E. Kanter (B. Diaw gains possession)
8:26.0,,,49-52,,Turnover by E. Kanter (lost ball; steal by T. Duncan)
8:06.0,T. Duncan makes 2-pt shot at rim (assist by B. Diaw),2,51-52,,
7:45.0,,,51-52,,T. Burke misses 2-pt shot from 1 ft
7:43.0,,,51-52,,Offensive rebound by D. Favors
7:43.0,,,51-54,2,D. Favors makes 2-pt shot from 1 ft
7:29.0,T. Duncan misses 2-pt shot from 4 ft,,51-54,,
7:28.0,,,51-54,,Defensive rebound by E. Kanter
7:14.0,,,51-56,2,D. Favors makes 2-pt shot from 7 ft (assist by T. Burke)
6:54.0,M. Belinelli makes 2-pt shot from 8 ft,2,53-56,,
6:36.0,,,53-56,,A. Burks misses 2-pt shot from 20 ft
6:33.0,,,53-56,,Offensive rebound by E. Kanter
6:33.0,,,53-58,2,E. Kanter makes 2-pt shot from 1 ft
6:24.0,Shooting foul by E. Kanter (drawn by B. Diaw),,53-58,,
6:24.0,B. Diaw makes free throw 1 of 2,1,54-58,,
6:24.0,,,54-58,,T. Booker enters the game for E. Kanter
6:24.0,B. Diaw makes free throw 2 of 2,1,55-58,,
6:11.0,,,55-58,,D. Favors misses 2-pt shot from 14 ft
6:11.0,Defensive rebound by Team,,55-58,,
6:11.0,,,55-58,,Personal foul by T. Booker (drawn by B. Diaw)
6:11.0,,,55-58,,R. Hood enters the game for A. Burks
6:02.0,Turnover by M. Belinelli (3 sec),,55-58,,
5:48.0,,,55-58,,T. Burke misses 2-pt shot from 17 ft
5:46.0,,,55-58,,Offensive rebound by D. Favors
5:46.0,,,55-60,2,D. Favors makes 2-pt shot from 1 ft
5:28.0,T. Duncan misses 2-pt shot from 3 ft,,55-60,,
5:27.0,,,55-60,,Defensive rebound by D. Favors
5:19.0,,,55-62,2,T. Booker makes 2-pt shot from 2 ft (assist by D. Favors)
4:59.0,K. Leonard makes 2-pt shot from 5 ft,2,57-62,,
4:40.0,,,57-62,,Shooting foul by B. Diaw (drawn by G. Hayward)
4:40.0,,,57-63,1,G. Hayward makes free throw 1 of 2
4:40.0,M. Ginobili enters the game for C. Joseph,,57-63,,
4:40.0,M. Bonner enters the game for B. Diaw,,57-63,,
4:40.0,,,57-64,1,G. Hayward makes free throw 2 of 2
4:22.0,Shooting foul by D. Favors (drawn by T. Duncan),,57-64,,
4:22.0,T. Duncan makes free throw 1 of 2,1,58-64,,
4:22.0,T. Duncan makes free throw 2 of 2,1,59-64,,
4:01.0,,,59-66,2,D. Favors makes 2-pt shot from 2 ft (assist by G. Hayward)
4:01.0,,,59-66,,Shooting foul by M. Bonner (drawn by D. Favors)
4:01.0,,,59-67,1,D. Favors makes free throw 1 of 1
3:48.0,M. Ginobili makes 3-pt shot from 24 ft (assist by K. Leonard),3,62-67,,
3:35.0,,,62-67,,Turnover by T. Booker (bad pass)
3:27.0,K. Leonard makes 2-pt shot from 16 ft (assist by M. Bonner),2,64-67,,
3:20.0,,,64-67,,Utah full timeout
3:20.0,,,64-67,,D. Exum enters the game for T. Burke
3:20.0,,,64-67,,R. Gobert enters the game for D. Favors
3:13.0,,,64-67,,Offensive foul by G. Hayward
3:13.0,,,64-67,,Turnover by G. Hayward (offensive foul)
3:13.0,D. Green enters the game for M. Belinelli,,64-67,,
3:13.0,A. Baynes enters the game for T. Duncan,,64-67,,
2:50.0,M. Ginobili misses 2-pt shot from 8 ft,,64-67,,
2:47.0,,,64-67,,Defensive rebound by D. Exum
2:36.0,,,64-69,2,T. Booker makes 2-pt shot from 18 ft (assist by R. Hood)
2:12.0,M. Ginobili makes 2-pt shot from 5 ft (assist by M. Bonner),2,66-69,,
2:12.0,Shooting foul by R. Hood (drawn by M. Ginobili),,66-69,,
2:12.0,M. Ginobili makes free throw 1 of 1,1,67-69,,
1:56.0,,,67-69,,R. Hood misses 3-pt shot from 24 ft
1:55.0,Defensive rebound by M. Bonner,,67-69,,
1:44.0,D. Green makes 2-pt shot from 3 ft,2,69-69,,
1:23.0,,,69-71,2,G. Hayward makes 2-pt shot from 22 ft (assist by T. Booker)
1:13.0,M. Ginobili misses 2-pt shot from 1 ft,,69-71,,
1:11.0,,,69-71,,Defensive rebound by T. Booker
1:04.0,,,69-71,,Shooting foul by A. Baynes (drawn by R. Hood)
1:04.0,,,69-72,1,R. Hood makes free throw 1 of 2
1:04.0,,,69-72,,R. Hood misses free throw 2 of 2
1:03.0,Defensive rebound by A. Baynes,,69-72,,
0:52.0,K. Leonard makes 2-pt shot from 17 ft (assist by M. Ginobili),2,71-72,,
0:33.0,,,71-72,,G. Hayward misses 2-pt shot from 3 ft (block by A. Baynes)
0:33.0,,,71-72,,Offensive rebound by Team
0:32.0,Personal foul by A. Baynes (drawn by R. Gobert),,71-72,,
0:32.0,,,71-73,1,R. Gobert makes free throw 1 of 2
0:32.0,,,71-74,1,R. Gobert makes free throw 2 of 2
0:11.0,M. Ginobili misses 2-pt shot from 7 ft (block by R. Gobert),,71-74,,
0:10.0,,,71-74,,Defensive rebound by Team
0:10.0,Loose ball foul by A. Baynes (drawn by R. Hood),,71-74,,
0:10.0,Technical foul by Team,,71-74,,
0:10.0,Technical foul by Team,,71-74,,
0:10.0,,,71-75,1,G. Hayward makes technical free throw
0:10.0,,,71-76,1,G. Hayward makes technical free throw
0:10.0,,,71-77,1,R. Hood makes free throw 1 of 2
0:10.0,,,71-78,1,R. Hood makes free throw 2 of 2
0:03.0,,,71-78,,Personal foul by T. Booker (drawn by M. Ginobili)
0:03.0,M. Ginobili makes free throw 1 of 2,1,72-78,,
0:03.0,M. Ginobili misses free throw 2 of 2,,72-78,,
0:01.0,,,72-78,,Defensive rebound by T. Booker
0:00.0,,,72-78,,T. Booker misses 3-pt shot from 72 ft
0:00.0,,,72-78,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,D. Green makes 2-pt shot from 6 ft,2,74-78,,
11:36.0,,,74-78,,Turnover by R. Gobert (lost ball; steal by D. Green)
11:31.0,D. Green makes 2-pt shot from 1 ft (assist by M. Ginobili),2,76-78,,
11:08.0,Personal foul by A. Baynes (drawn by R. Gobert),,76-78,,
11:08.0,T. Duncan enters the game for A. Baynes,,76-78,,
10:57.0,,,76-78,,A. Burks misses 2-pt shot from 3 ft (block by M. Bonner)
10:57.0,,,76-78,,Offensive rebound by Team
10:54.0,,,76-81,3,D. Exum makes 3-pt shot from 27 ft (assist by A. Burks)
10:35.0,M. Belinelli makes 2-pt shot at rim (assist by M. Ginobili),2,78-81,,
10:19.0,,,78-81,,E. Kanter enters the game for T. Booker
10:12.0,,,78-81,,A. Burks misses 2-pt shot from 22 ft
10:10.0,Defensive rebound by M. Belinelli,,78-81,,
10:02.0,M. Bonner misses 2-pt shot from 5 ft,,78-81,,
10:00.0,,,78-81,,Defensive rebound by E. Kanter
9:41.0,,,78-81,,E. Kanter misses 2-pt shot from 18 ft
9:40.0,,,78-81,,Offensive rebound by Team
9:40.0,Loose ball foul by T. Duncan (drawn by R. Gobert),,78-81,,
9:27.0,,,78-81,,Turnover by D. Exum (palming)
9:13.0,T. Duncan makes 2-pt shot from 2 ft,2,80-81,,
8:57.0,,,80-81,,Shooting foul by D. Green (drawn by A. Burks)
8:57.0,Official timeout,,80-81,,
8:57.0,B. Diaw enters the game for M. Bonner,,80-81,,
8:57.0,C. Joseph enters the game for M. Ginobili,,80-81,,
8:57.0,,,80-81,,T. Burke enters the game for D. Exum
8:57.0,,,80-81,,D. Favors enters the game for R. Gobert
8:57.0,,,80-82,1,A. Burks makes free throw 1 of 2
8:57.0,,,80-83,1,A. Burks makes free throw 2 of 2
8:50.0,,,80-83,,Personal foul by J. Ingles (drawn by M. Belinelli)
8:43.0,D. Green misses 3-pt shot from 24 ft,,80-83,,
8:42.0,,,80-83,,Defensive rebound by T. Burke
8:22.0,,,80-85,2,E. Kanter makes 2-pt shot from 17 ft (assist by D. Favors)
8:07.0,Turnover by B. Diaw (lost ball; steal by T. Burke),,80-85,,
7:51.0,,,80-87,2,T. Burke makes 2-pt shot from 1 ft
7:27.0,M. Belinelli misses 2-pt shot from 22 ft,,80-87,,
7:25.0,Offensive rebound by T. Duncan,,80-87,,
7:13.0,D. Green misses 3-pt shot from 25 ft,,80-87,,
7:12.0,,,80-87,,Defensive rebound by E. Kanter
6:48.0,,,80-87,,D. Favors misses 2-pt shot from 8 ft (block by C. Joseph)
6:46.0,Defensive rebound by T. Duncan,,80-87,,
6:29.0,K. Leonard enters the game for D. Green,,80-87,,
6:29.0,,,80-87,,G. Hayward enters the game for A. Burks
6:29.0,M. Ginobili enters the game for M. Belinelli,,80-87,,
6:24.0,K. Leonard misses 3-pt shot from 25 ft,,80-87,,
6:23.0,,,80-87,,Defensive rebound by E. Kanter
6:17.0,,,80-87,,Offensive foul by E. Kanter
6:17.0,,,80-87,,Turnover by E. Kanter (offensive foul)
6:05.0,Turnover by M. Ginobili (bad pass; steal by D. Favors),,80-87,,
5:52.0,,,80-87,,Turnover by T. Burke (lost ball)
5:52.0,,,80-87,,Loose ball foul by T. Burke (drawn by C. Joseph)
5:52.0,,,80-87,,Utah full timeout
5:40.0,K. Leonard misses 2-pt shot from 14 ft,,80-87,,
5:38.0,,,80-87,,Defensive rebound by E. Kanter
5:27.0,,,80-87,,Turnover by D. Favors (lost ball; steal by T. Duncan)
5:22.0,C. Joseph makes 2-pt shot from 2 ft (assist by K. Leonard),2,82-87,,
5:05.0,,,82-87,,Turnover by D. Favors (bad pass; steal by B. Diaw)
4:54.0,Turnover by M. Ginobili (bad pass; steal by G. Hayward),,82-87,,
4:50.0,,,82-89,2,G. Hayward makes 2-pt shot at rim
4:28.0,B. Diaw misses 3-pt shot from 23 ft,,82-89,,
4:26.0,,,82-89,,Defensive rebound by E. Kanter
4:05.0,,,82-91,2,G. Hayward makes 2-pt shot from 22 ft
4:00.0,San Antonio full timeout,,82-91,,
4:00.0,D. Green enters the game for C. Joseph,,82-91,,
4:00.0,,,82-91,,A. Burks enters the game for J. Ingles
3:51.0,D. Green misses 3-pt shot from 24 ft,,82-91,,
3:50.0,,,82-91,,Defensive rebound by E. Kanter
3:34.0,,,82-93,2,D. Favors makes 2-pt shot from 1 ft
3:18.0,K. Leonard makes 2-pt shot from 1 ft,2,84-93,,
2:54.0,,,84-93,,D. Favors misses 2-pt shot from 2 ft
2:53.0,Defensive rebound by B. Diaw,,84-93,,
2:49.0,D. Green makes 2-pt shot from 1 ft (assist by K. Leonard),2,86-93,,
2:23.0,,,86-95,2,D. Favors makes 2-pt shot at rim (assist by A. Burks)
2:14.0,Shooting foul by A. Burks (drawn by T. Duncan),,86-95,,
2:14.0,T. Duncan makes free throw 1 of 2,1,87-95,,
2:14.0,T. Duncan misses free throw 2 of 2,,87-95,,
2:13.0,,,87-95,,Defensive rebound by E. Kanter
1:50.0,,,87-97,2,G. Hayward makes 2-pt shot from 9 ft
1:39.0,M. Ginobili misses 2-pt shot from 7 ft (block by E. Kanter),,87-97,,
1:39.0,Offensive rebound by Team,,87-97,,
1:39.0,M. Belinelli enters the game for B. Diaw,,87-97,,
1:36.0,T. Duncan makes 2-pt shot from 3 ft (assist by D. Green),2,89-97,,
