time,Sacramento,pts.away,score,pts.home,Golden State
3:13.0,D. Collison misses 2-pt shot from 13 ft,,18-23,,
3:12.0,,,18-23,,Defensive rebound by D. Green
3:01.0,,,18-23,,Shooting foul by B. McLemore (drawn by M. Speights)
3:01.0,,,18-24,1,M. Speights makes free throw 1 of 2
3:01.0,,,18-24,,S. Livingston enters the game for K. Thompson
3:01.0,,,18-24,,D. Lee enters the game for D. Green
3:01.0,,,18-25,1,M. Speights makes free throw 2 of 2
2:39.0,D. Williams misses 2-pt shot from 20 ft,,18-25,,
2:38.0,,,18-25,,Defensive rebound by S. Curry
2:34.0,,,18-27,2,S. Curry makes 2-pt shot from 7 ft
2:34.0,,,18-27,,Shooting foul by D. Collison (drawn by S. Curry)
2:34.0,,,18-27,,Golden State full timeout
2:34.0,R. Sessions enters the game for B. McLemore,,18-27,,
2:34.0,C. Landry enters the game for D. Collison,,18-27,,
2:34.0,,,18-28,1,S. Curry makes free throw 1 of 1
2:24.0,Turnover by R. Sessions (bad pass; steal by S. Curry),,18-28,,
2:20.0,,,18-30,2,S. Curry makes 2-pt shot from 1 ft
2:04.0,D. Williams misses 2-pt shot from 1 ft,,18-30,,
2:03.0,,,18-30,,Defensive rebound by M. Speights
1:55.0,,,18-33,3,S. Curry makes 3-pt shot from 28 ft
1:35.0,O. Casspi misses 2-pt shot from 4 ft (block by S. Livingston),,18-33,,
1:33.0,,,18-33,,Defensive rebound by S. Livingston
1:25.0,,,18-33,,H. Barnes enters the game for M. Speights
1:25.0,R. Gay enters the game for D. Williams,,18-33,,
1:19.0,,,18-33,,Shooting foul by R. Gay (drawn by H. Barnes)
1:19.0,,,18-34,1,H. Barnes makes free throw 1 of 2
1:19.0,N. Stauskas enters the game for J. Thompson,,18-34,,
1:19.0,,,18-34,,H. Barnes misses free throw 2 of 2
1:17.0,Defensive rebound by O. Casspi,,18-34,,
0:57.0,C. Landry makes 2-pt shot from 17 ft (assist by R. Gay),2,20-34,,
0:39.0,,,20-36,2,H. Barnes makes 2-pt shot from 21 ft (assist by A. Iguodala)
0:31.0,Turnover by R. Sessions (lost ball),,20-36,,
0:26.0,,,20-36,,S. Curry misses 2-pt shot from 1 ft
0:23.0,Defensive rebound by C. Landry,,20-36,,
0:03.0,C. Landry misses 2-pt shot from 15 ft,,20-36,,
0:01.0,,,20-36,,Defensive rebound by S. Livingston
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,R. Sessions misses 2-pt shot from 2 ft,,20-36,,
11:43.0,Offensive rebound by D. Cousins,,20-36,,
11:43.0,Shooting foul by H. Barnes (drawn by D. Cousins),,20-36,,
11:43.0,D. Cousins makes free throw 1 of 2,1,21-36,,
11:43.0,D. Cousins makes free throw 2 of 2,1,22-36,,
11:21.0,,,22-38,2,D. Lee makes 2-pt shot from 8 ft (assist by S. Livingston)
11:00.0,D. Cousins makes 2-pt shot from 2 ft,2,24-38,,
10:50.0,,,24-38,,S. Livingston misses 2-pt shot from 17 ft
10:50.0,Defensive rebound by D. Cousins,,24-38,,
10:50.0,,,24-38,,Personal foul by D. Lee (drawn by D. Cousins)
10:38.0,D. Cousins makes 2-pt shot from 20 ft,2,26-38,,
10:25.0,,,26-38,,J. Holiday misses 3-pt shot from 27 ft
10:24.0,Defensive rebound by R. Gay,,26-38,,
10:20.0,Turnover by R. Gay (lost ball; steal by A. Iguodala),,26-38,,
10:18.0,,,26-40,2,A. Iguodala makes 2-pt shot at rim (assist by H. Barnes)
10:04.0,Shooting foul by A. Iguodala (drawn by O. Casspi),,26-40,,
10:04.0,O. Casspi makes free throw 1 of 2,1,27-40,,
10:04.0,,,27-40,,M. Speights enters the game for D. Lee
10:04.0,O. Casspi misses free throw 2 of 2,,27-40,,
10:02.0,,,27-40,,Defensive rebound by H. Barnes
9:48.0,,,27-40,,H. Barnes misses 3-pt shot from 25 ft
9:47.0,Defensive rebound by R. Sessions,,27-40,,
9:40.0,N. Stauskas makes 3-pt shot from 26 ft (assist by R. Sessions),3,30-40,,
9:32.0,,,30-42,2,J. Holiday makes 2-pt shot from 5 ft (assist by S. Livingston)
9:09.0,O. Casspi makes 2-pt shot from 2 ft,2,32-42,,
8:53.0,,,32-44,2,J. Holiday makes 2-pt shot from 10 ft (assist by M. Speights)
8:33.0,,,32-44,,Personal foul by M. Speights (drawn by D. Cousins)
8:33.0,Official timeout,,32-44,,
8:33.0,D. Collison enters the game for R. Sessions,,32-44,,
8:33.0,B. McLemore enters the game for N. Stauskas,,32-44,,
8:25.0,Turnover by D. Cousins (3 sec),,32-44,,
8:10.0,,,32-44,,S. Livingston misses 2-pt shot from 12 ft
8:09.0,Defensive rebound by O. Casspi,,32-44,,
7:57.0,R. Gay misses 2-pt shot from 16 ft,,32-44,,
7:56.0,Offensive rebound by Team,,32-44,,
7:53.0,R. Gay misses 2-pt shot from 8 ft,,32-44,,
7:52.0,,,32-44,,Defensive rebound by M. Speights
7:41.0,,,32-44,,Offensive charge foul by H. Barnes
7:41.0,,,32-44,,Turnover by H. Barnes (offensive foul)
7:27.0,B. McLemore misses 3-pt shot from 27 ft,,32-44,,
7:26.0,,,32-44,,Defensive rebound by H. Barnes
7:19.0,,,32-46,2,M. Speights makes 2-pt shot at rim (assist by A. Iguodala)
6:59.0,O. Casspi misses 2-pt shot from 3 ft,,32-46,,
6:58.0,,,32-46,,Defensive rebound by J. Holiday
6:52.0,,,32-46,,Turnover by S. Livingston (bad pass; steal by R. Gay)
6:46.0,O. Casspi makes 2-pt shot from 2 ft (assist by R. Gay),2,34-46,,
6:37.0,,,34-46,,Shooting foul by D. Cousins (drawn by M. Speights)
6:37.0,,,34-47,1,M. Speights makes free throw 1 of 2
6:37.0,,,34-47,,K. Thompson enters the game for A. Iguodala
6:37.0,,,34-47,,D. Green enters the game for H. Barnes
6:37.0,,,34-48,1,M. Speights makes free throw 2 of 2
6:24.0,Shooting foul by M. Speights (drawn by R. Gay),,34-48,,
6:24.0,R. Gay makes free throw 1 of 2,1,35-48,,
6:24.0,,,35-48,,F. Ezeli enters the game for M. Speights
6:24.0,R. Gay misses free throw 2 of 2,,35-48,,
6:23.0,,,35-48,,Defensive rebound by S. Livingston
6:14.0,,,35-51,3,K. Thompson makes 3-pt shot from 26 ft (assist by J. Holiday)
5:58.0,,,35-51,,Golden State full timeout
5:58.0,,,35-51,,S. Curry enters the game for J. Holiday
5:58.0,R. McCallum enters the game for O. Casspi,,35-51,,
5:46.0,R. Gay makes 2-pt shot at rim (assist by D. Cousins),2,37-51,,
5:25.0,,,37-51,,S. Curry misses 3-pt shot from 28 ft
5:25.0,Defensive rebound by Team,,37-51,,
5:06.0,D. Cousins misses 2-pt shot from 15 ft,,37-51,,
5:05.0,,,37-51,,Defensive rebound by D. Green
4:49.0,,,37-53,2,F. Ezeli makes 2-pt shot from 6 ft (assist by K. Thompson)
4:39.0,Turnover by B. McLemore (bad pass; steal by D. Green),,37-53,,
4:26.0,,,37-53,,Turnover by F. Ezeli (traveling)
4:16.0,,,37-53,,Def 3 sec tech foul by F. Ezeli
4:16.0,R. Gay makes technical free throw,1,38-53,,
4:16.0,J. Thompson enters the game for D. Cousins,,38-53,,
4:04.0,D. Collison misses 2-pt shot from 19 ft,,38-53,,
4:03.0,Offensive rebound by R. Gay,,38-53,,
4:00.0,R. Gay makes 2-pt shot from 1 ft,2,40-53,,
3:47.0,Violation by J. Thompson (kicked ball),,40-53,,
3:47.0,,,40-53,,D. Lee enters the game for F. Ezeli
3:34.0,,,40-53,,D. Lee misses 2-pt shot from 11 ft
3:33.0,Defensive rebound by R. Gay,,40-53,,
3:30.0,Shooting foul by S. Livingston (drawn by D. Collison),,40-53,,
3:30.0,D. Collison misses free throw 1 of 2,,40-53,,
3:30.0,Offensive rebound by Team,,40-53,,
3:30.0,D. Collison makes free throw 2 of 2,1,41-53,,
3:22.0,,,41-53,,K. Thompson misses 3-pt shot from 26 ft
3:21.0,Defensive rebound by D. Collison,,41-53,,
3:14.0,D. Collison makes 2-pt shot from 17 ft,2,43-53,,
3:00.0,,,43-53,,S. Livingston misses 2-pt shot from 3 ft
2:59.0,,,43-53,,Offensive rebound by D. Lee
2:59.0,,,43-53,,D. Lee misses 2-pt shot at rim
2:58.0,,,43-53,,Offensive rebound by D. Lee
2:57.0,,,43-53,,D. Lee misses 2-pt shot from 2 ft
2:55.0,Defensive rebound by J. Thompson,,43-53,,
2:51.0,Turnover by D. Collison (lost ball; steal by K. Thompson),,43-53,,
2:48.0,,,43-53,,Turnover by D. Green (lost ball; steal by D. Collison)
2:44.0,D. Collison misses 2-pt shot from 1 ft (block by D. Lee),,43-53,,
2:42.0,,,43-53,,Defensive rebound by D. Lee
2:40.0,,,43-55,2,K. Thompson makes 2-pt shot at rim (assist by S. Curry)
2:34.0,R. Gay makes 3-pt shot from 26 ft (assist by B. McLemore),3,46-55,,
2:20.0,,,46-55,,Turnover by S. Livingston (bad pass)
2:20.0,Sacramento full timeout,,46-55,,
2:20.0,,,46-55,,J. Holiday enters the game for S. Livingston
2:02.0,R. Gay misses 2-pt shot from 14 ft,,46-55,,
2:01.0,Offensive rebound by R. Gay,,46-55,,
1:54.0,D. Collison misses 3-pt shot from 26 ft,,46-55,,
1:53.0,,,46-55,,Defensive rebound by D. Lee
1:40.0,,,46-57,2,D. Green makes 2-pt shot from 5 ft (assist by S. Curry)
1:40.0,,,46-57,,Shooting foul by J. Thompson (drawn by D. Green)
1:40.0,,,46-58,1,D. Green makes free throw 1 of 1
1:29.0,R. Gay misses 2-pt shot from 19 ft,,46-58,,
1:28.0,,,46-58,,Defensive rebound by J. Holiday
1:19.0,,,46-60,2,J. Holiday makes 2-pt shot at rim (assist by S. Curry)
0:59.0,Turnover by D. Collison (lost ball; steal by D. Green),,46-60,,
0:49.0,,,46-60,,J. Holiday misses 3-pt shot from 22 ft
0:48.0,Defensive rebound by R. McCallum,,46-60,,
0:41.0,B. McLemore makes 2-pt shot from 1 ft (assist by R. McCallum),2,48-60,,
0:32.0,,,48-62,2,S. Curry makes 2-pt shot from 12 ft
0:20.0,J. Thompson makes 2-pt shot from 18 ft (assist by R. McCallum),2,50-62,,
0:02.0,,,50-64,2,D. Lee makes 2-pt shot at rim (assist by D. Green)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,B. McLemore makes 3-pt shot from 24 ft (assist by D. Cousins),3,53-64,,
11:24.0,,,53-66,2,F. Ezeli makes 2-pt shot from 9 ft (assist by S. Curry)
11:08.0,Turnover by D. Collison (lost ball; steal by S. Curry),,53-66,,
11:02.0,,,53-66,,S. Curry misses 2-pt shot from 18 ft
11:01.0,,,53-66,,Offensive rebound by H. Barnes
11:01.0,,,53-66,,H. Barnes misses 2-pt shot from 1 ft
11:01.0,,,53-66,,Offensive rebound by F. Ezeli
11:01.0,,,53-66,,Shooting foul by B. McLemore (drawn by F. Ezeli)
11:01.0,,,53-67,1,F. Ezeli makes free throw 1 of 2
11:01.0,,,53-67,,F. Ezeli misses free throw 2 of 2
11:00.0,Defensive rebound by J. Thompson,,53-67,,
10:43.0,B. McLemore misses 2-pt shot from 3 ft,,53-67,,
10:42.0,,,53-67,,Defensive rebound by K. Thompson
10:35.0,,,53-67,,D. Green misses 3-pt shot from 26 ft
10:35.0,,,53-67,,Offensive rebound by H. Barnes
10:24.0,,,53-69,2,F. Ezeli makes 2-pt shot from 6 ft (assist by S. Curry)
10:08.0,D. Cousins misses 2-pt shot from 6 ft (block by F. Ezeli),,53-69,,
10:07.0,,,53-69,,Defensive rebound by H. Barnes
9:52.0,,,53-69,,F. Ezeli misses 2-pt shot from 2 ft (block by R. Gay)
9:52.0,,,53-69,,Offensive rebound by Team
9:47.0,,,53-71,2,F. Ezeli makes 2-pt shot at rim (assist by S. Curry)
9:26.0,D. Cousins misses 2-pt shot from 19 ft,,53-71,,
9:25.0,,,53-71,,Defensive rebound by D. Green
9:15.0,,,53-73,2,K. Thompson makes 2-pt shot from 19 ft (assist by S. Curry)
9:15.0,,,53-73,,Shooting foul by B. McLemore (drawn by K. Thompson)
9:15.0,,,53-74,1,K. Thompson makes free throw 1 of 1
9:06.0,,,53-74,,Personal block foul by F. Ezeli (drawn by D. Cousins)
8:58.0,R. Gay misses 2-pt shot from 6 ft,,53-74,,
8:57.0,,,53-74,,Defensive rebound by S. Curry
8:52.0,,,53-76,2,K. Thompson makes 2-pt shot from 19 ft (assist by S. Curry)
8:51.0,Sacramento full timeout,,53-76,,
8:51.0,O. Casspi enters the game for J. Thompson,,53-76,,
8:41.0,D. Cousins misses 2-pt shot from 1 ft,,53-76,,
8:40.0,,,53-76,,Defensive rebound by F. Ezeli
8:23.0,,,53-76,,F. Ezeli misses 2-pt shot from 2 ft (block by D. Cousins)
8:22.0,Defensive rebound by O. Casspi,,53-76,,
8:19.0,D. Collison makes 2-pt shot from 17 ft (assist by O. Casspi),2,55-76,,
8:04.0,,,55-76,,Offensive charge foul by F. Ezeli
8:04.0,,,55-76,,Turnover by F. Ezeli (offensive foul)
7:47.0,D. Cousins makes 2-pt shot from 1 ft,2,57-76,,
7:38.0,,,57-76,,S. Curry misses 3-pt shot from 26 ft
7:37.0,Defensive rebound by O. Casspi,,57-76,,
7:23.0,D. Cousins misses 2-pt shot from 3 ft (block by F. Ezeli),,57-76,,
7:23.0,Offensive rebound by Team,,57-76,,
7:23.0,,,57-76,,M. Speights enters the game for F. Ezeli
7:22.0,Shooting foul by S. Curry (drawn by R. Gay),,57-76,,
7:22.0,R. Gay makes free throw 1 of 2,1,58-76,,
7:22.0,R. Gay makes free throw 2 of 2,1,59-76,,
7:09.0,,,59-76,,H. Barnes misses 3-pt shot from 23 ft
7:09.0,Defensive rebound by D. Cousins,,59-76,,
7:01.0,D. Collison makes 3-pt shot from 27 ft (assist by D. Cousins),3,62-76,,
7:01.0,,,62-76,,Golden State full timeout
7:01.0,,,62-76,,A. Iguodala enters the game for H. Barnes
6:42.0,,,62-76,,S. Curry misses 3-pt shot from 23 ft
6:41.0,,,62-76,,Offensive rebound by M. Speights
6:40.0,,,62-76,,Shooting foul by D. Cousins (drawn by M. Speights)
6:40.0,,,62-77,1,M. Speights makes free throw 1 of 2
6:40.0,,,62-78,1,M. Speights makes free throw 2 of 2
6:24.0,D. Collison misses 2-pt shot from 15 ft,,62-78,,
6:24.0,,,62-78,,Defensive rebound by Team
6:24.0,Loose ball foul by D. Cousins (drawn by M. Speights),,62-78,,
6:12.0,,,62-78,,Shooting foul by R. Gay (drawn by M. Speights)
6:12.0,,,62-79,1,M. Speights makes free throw 1 of 2
6:12.0,,,62-80,1,M. Speights makes free throw 2 of 2
5:53.0,,,62-80,,Personal foul by D. Green (drawn by R. Gay)
5:44.0,B. McLemore makes 3-pt shot from 25 ft (assist by D. Cousins),3,65-80,,
5:33.0,,,65-80,,K. Thompson misses 2-pt shot from 19 ft
5:32.0,Defensive rebound by O. Casspi,,65-80,,
5:28.0,D. Collison makes 2-pt shot from 1 ft (assist by O. Casspi),2,67-80,,
5:11.0,,,67-80,,Turnover by M. Speights (3 sec)
4:55.0,D. Cousins makes 2-pt shot from 2 ft (assist by D. Collison),2,69-80,,
4:55.0,,,69-80,,Violation by M. Speights (def goaltending)
4:43.0,,,69-82,2,K. Thompson makes 2-pt shot from 8 ft (assist by A. Iguodala)
4:19.0,R. Gay misses 2-pt shot at rim (block by D. Green),,69-82,,
4:18.0,Offensive rebound by Team,,69-82,,
4:11.0,R. Gay misses 3-pt shot from 27 ft,,69-82,,
4:10.0,,,69-82,,Defensive rebound by D. Green
4:04.0,,,69-84,2,D. Green makes 2-pt shot at rim
3:40.0,,,69-84,,Personal foul by M. Speights (drawn by D. Cousins)
3:40.0,D. Williams enters the game for R. Gay,,69-84,,
3:40.0,,,69-84,,S. Livingston enters the game for S. Curry
3:31.0,Shooting foul by M. Speights (drawn by D. Cousins),,69-84,,
3:31.0,D. Cousins misses free throw 1 of 2,,69-84,,
3:31.0,Offensive rebound by Team,,69-84,,
3:31.0,,,69-84,,D. Lee enters the game for M. Speights
3:31.0,D. Cousins makes free throw 2 of 2,1,70-84,,
3:14.0,,,70-84,,K. Thompson misses 2-pt shot from 16 ft
3:13.0,Defensive rebound by D. Collison,,70-84,,
2:53.0,D. Collison makes 2-pt shot from 1 ft (assist by D. Cousins),2,72-84,,
2:35.0,Def 3 sec tech foul by O. Casspi,,72-84,,
2:35.0,,,72-85,1,K. Thompson makes technical free throw
2:23.0,,,72-85,,D. Lee misses 2-pt shot from 6 ft
2:22.0,Defensive rebound by D. Cousins,,72-85,,
2:10.0,O. Casspi misses 2-pt shot from 9 ft,,72-85,,
2:10.0,,,72-85,,Defensive rebound by Team
2:10.0,Loose ball foul by D. Cousins (drawn by D. Green),,72-85,,
2:10.0,,,72-85,,D. Green misses free throw 1 of 2
2:10.0,,,72-85,,Offensive rebound by Team
2:10.0,J. Thompson enters the game for D. Cousins,,72-85,,
2:10.0,,,72-86,1,D. Green makes free throw 2 of 2
2:00.0,,,72-86,,H. Barnes enters the game for D. Green
2:00.0,R. McCallum enters the game for D. Collison,,72-86,,
2:00.0,Technical foul by O. Casspi,,72-86,,
2:00.0,,,72-87,1,K. Thompson makes technical free throw
1:48.0,J. Thompson makes 2-pt shot from 8 ft (assist by R. McCallum),2,74-87,,
1:28.0,,,74-89,2,S. Livingston makes 2-pt shot from 10 ft
1:13.0,R. McCallum misses 2-pt shot from 3 ft,,74-89,,
1:12.0,,,74-89,,Defensive rebound by D. Lee
0:56.0,,,74-91,2,K. Thompson makes 2-pt shot from 15 ft (assist by S. Livingston)
0:33.0,Turnover by O. Casspi (bad pass; steal by H. Barnes),,74-91,,
0:17.0,,,74-93,2,K. Thompson makes 2-pt shot at rim
0:02.0,R. McCallum makes 2-pt shot from 19 ft,2,76-93,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,76-93,,D. Lee misses 2-pt shot from 2 ft (block by J. Thompson)
11:44.0,Defensive rebound by B. McLemore,,76-93,,
11:38.0,B. McLemore misses 3-pt shot from 26 ft,,76-93,,
11:35.0,,,76-93,,Defensive rebound by J. Holiday
11:17.0,,,76-93,,A. Iguodala misses 3-pt shot from 22 ft
11:16.0,Defensive rebound by J. Thompson,,76-93,,
11:05.0,D. Williams misses 2-pt shot from 13 ft,,76-93,,
11:03.0,,,76-93,,Defensive rebound by D. Lee
10:52.0,,,76-93,,D. Lee misses 2-pt shot from 18 ft
10:49.0,Defensive rebound by R. Gay,,76-93,,
10:44.0,Shooting foul by A. Iguodala (drawn by D. Williams),,76-93,,
10:44.0,D. Williams misses free throw 1 of 2,,76-93,,
10:44.0,Offensive rebound by Team,,76-93,,
10:44.0,D. Williams makes free throw 2 of 2,1,77-93,,
10:29.0,,,77-95,2,H. Barnes makes 2-pt shot from 19 ft
10:10.0,D. Williams misses 3-pt shot from 26 ft,,77-95,,
10:09.0,Offensive rebound by R. Gay,,77-95,,
10:06.0,R. Gay misses 2-pt shot from 17 ft,,77-95,,
10:05.0,,,77-95,,Defensive rebound by D. Lee
9:51.0,,,77-98,3,A. Iguodala makes 3-pt shot from 25 ft (assist by J. Holiday)
9:28.0,R. McCallum misses 2-pt shot from 18 ft,,77-98,,
9:26.0,,,77-98,,Defensive rebound by A. Iguodala
9:21.0,,,77-100,2,A. Iguodala makes 2-pt shot from 1 ft
9:18.0,Sacramento full timeout,,77-100,,
9:18.0,D. Collison enters the game for J. Thompson,,77-100,,
9:18.0,D. Cousins enters the game for B. McLemore,,77-100,,
9:18.0,O. Casspi enters the game for D. Williams,,77-100,,
8:57.0,R. McCallum misses 3-pt shot from 26 ft,,77-100,,
8:56.0,Offensive rebound by O. Casspi,,77-100,,
8:55.0,O. Casspi makes 2-pt shot from 1 ft,2,79-100,,
8:38.0,,,79-100,,J. Holiday misses 3-pt shot from 25 ft
8:36.0,Defensive rebound by R. Gay,,79-100,,
8:16.0,D. Collison misses 2-pt shot from 10 ft,,79-100,,
8:15.0,Offensive rebound by D. Cousins,,79-100,,
8:12.0,D. Cousins misses 2-pt shot from 4 ft,,79-100,,
8:10.0,,,79-100,,Defensive rebound by H. Barnes
8:04.0,,,79-102,2,D. Lee makes 2-pt shot from 2 ft (assist by A. Iguodala)
7:54.0,Offensive foul by D. Cousins,,79-102,,
7:54.0,Turnover by D. Cousins (offensive foul),,79-102,,
7:54.0,,,79-102,,F. Ezeli enters the game for D. Lee
7:34.0,,,79-104,2,S. Livingston makes 2-pt shot from 12 ft
7:17.0,D. Collison makes 3-pt shot from 24 ft (assist by R. Gay),3,82-104,,
6:57.0,,,82-104,,Shooting foul by R. McCallum (drawn by S. Livingston)
6:57.0,,,82-105,1,S. Livingston makes free throw 1 of 2
6:57.0,,,82-105,,B. Rush enters the game for A. Iguodala
6:57.0,,,82-106,1,S. Livingston makes free throw 2 of 2
6:47.0,D. Cousins makes 2-pt shot from 18 ft,2,84-106,,
6:33.0,,,84-106,,Offensive foul by F. Ezeli
6:33.0,,,84-106,,Turnover by F. Ezeli (offensive foul)
6:22.0,R. McCallum makes 3-pt shot from 26 ft (assist by D. Cousins),3,87-106,,
6:07.0,,,87-109,3,J. Holiday makes 3-pt shot from 24 ft (assist by B. Rush)
5:50.0,D. Cousins makes 2-pt shot from 1 ft,2,89-109,,
5:32.0,,,89-111,2,F. Ezeli makes 2-pt shot from 6 ft (assist by J. Holiday)
5:08.0,R. McCallum misses 2-pt shot from 19 ft,,89-111,,
5:07.0,,,89-111,,Defensive rebound by F. Ezeli
4:59.0,,,89-114,3,J. Holiday makes 3-pt shot from 23 ft (assist by S. Livingston)
4:53.0,Sacramento full timeout,,89-114,,
4:53.0,Official timeout,,89-114,,
4:53.0,N. Stauskas enters the game for R. Gay,,89-114,,
4:53.0,C. Landry enters the game for D. Cousins,,89-114,,
4:53.0,D. Williams enters the game for D. Collison,,89-114,,
4:53.0,,,89-114,,L. Barbosa enters the game for H. Barnes
