time,Denver,pts.away,score,pts.home,Minnesota
0:00.0,,,26-27,,G. Neal misses 3-pt shot from 25 ft
0:00.0,,,26-27,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:38.0,,,26-27,,G. Dieng misses 2-pt shot from 13 ft
11:37.0,Defensive rebound by W. Barton,,26-27,,
11:21.0,D. Arthur makes 2-pt shot from 19 ft (assist by J. Nelson),2,28-27,,
11:04.0,,,28-27,,R. Rubio misses 3-pt shot from 25 ft
11:04.0,,,28-27,,Offensive rebound by G. Dieng
11:04.0,Personal foul by J. Hickson (drawn by G. Dieng),,28-27,,
11:04.0,,,28-27,,Z. LaVine enters the game for R. Rubio
11:04.0,,,28-27,,K. Martin enters the game for A. Wiggins
11:04.0,J. Lauvergne enters the game for J. Hickson,,28-27,,
11:04.0,,,28-27,,N. Pekovic enters the game for A. Payne
10:55.0,,,28-27,,N. Pekovic misses 2-pt shot from 10 ft
10:53.0,,,28-27,,Offensive rebound by G. Dieng
10:53.0,,,28-27,,G. Dieng misses 2-pt shot at rim
10:52.0,Defensive rebound by J. Lauvergne,,28-27,,
10:48.0,D. Arthur misses 2-pt shot at rim,,28-27,,
10:47.0,Offensive rebound by W. Barton,,28-27,,
10:47.0,W. Barton makes 2-pt shot at rim,2,30-27,,
10:33.0,,,30-27,,K. Martin misses 3-pt shot from 25 ft
10:31.0,Defensive rebound by W. Barton,,30-27,,
10:28.0,Turnover by W. Chandler (lost ball; steal by N. Pekovic),,30-27,,
10:19.0,,,30-27,,K. Martin misses 2-pt shot from 14 ft
10:18.0,Defensive rebound by W. Barton,,30-27,,
10:12.0,J. Lauvergne makes 2-pt shot from 2 ft (assist by W. Barton),2,32-27,,
10:10.0,,,32-27,,Minnesota full timeout
9:57.0,,,32-27,,Shooting foul by J. Lauvergne (drawn by N. Pekovic)
9:57.0,,,32-28,1,N. Pekovic makes free throw 1 of 2
9:57.0,,,32-29,1,N. Pekovic makes free throw 2 of 2
9:38.0,J. Lauvergne misses 2-pt shot from 19 ft,,32-29,,
9:37.0,,,32-29,,Defensive rebound by G. Dieng
9:25.0,,,32-32,3,K. Martin makes 3-pt shot from 25 ft (assist by Z. LaVine)
9:06.0,W. Chandler makes 2-pt shot from 6 ft (assist by J. Nelson),2,34-32,,
8:48.0,,,34-32,,G. Neal misses 2-pt shot from 20 ft
8:47.0,,,34-32,,Offensive rebound by Z. LaVine
8:37.0,,,34-32,,N. Pekovic misses 2-pt shot from 5 ft
8:35.0,Defensive rebound by J. Lauvergne,,34-32,,
8:30.0,J. Nelson makes 2-pt shot from 15 ft,2,36-32,,
8:12.0,,,36-32,,Z. LaVine misses 3-pt shot from 23 ft
8:11.0,,,36-32,,Offensive rebound by K. Martin
8:02.0,,,36-32,,Turnover by Z. LaVine (traveling)
8:02.0,K. Faried enters the game for D. Arthur,,36-32,,
7:41.0,W. Chandler misses 2-pt shot from 1 ft,,36-32,,
7:37.0,Offensive rebound by W. Chandler,,36-32,,
7:35.0,J. Lauvergne makes 2-pt shot at rim (assist by K. Faried),2,38-32,,
7:14.0,,,38-32,,Z. LaVine misses 2-pt shot from 2 ft (block by K. Faried)
7:12.0,Defensive rebound by K. Faried,,38-32,,
7:04.0,W. Barton makes 3-pt shot from 22 ft (assist by W. Chandler),3,41-32,,
7:03.0,,,41-32,,Minnesota full timeout
7:03.0,,,41-32,,A. Wiggins enters the game for K. Martin
7:03.0,,,41-32,,R. Rubio enters the game for Z. LaVine
7:03.0,,,41-32,,K. Garnett enters the game for G. Dieng
6:44.0,,,41-32,,K. Garnett misses 2-pt shot from 12 ft
6:42.0,Defensive rebound by W. Chandler,,41-32,,
6:22.0,J. Lauvergne misses 2-pt shot from 5 ft,,41-32,,
6:21.0,Offensive rebound by W. Chandler,,41-32,,
6:20.0,W. Chandler makes 2-pt shot at rim,2,43-32,,
6:03.0,,,43-32,,A. Wiggins misses 3-pt shot from 25 ft
6:01.0,Defensive rebound by K. Faried,,43-32,,
5:51.0,W. Barton makes 3-pt shot from 23 ft (assist by J. Nelson),3,46-32,,
5:36.0,Personal foul by J. Lauvergne (drawn by N. Pekovic),,46-32,,
5:36.0,,,46-32,,G. Dieng enters the game for N. Pekovic
5:36.0,,,46-32,,K. Martin enters the game for G. Neal
5:36.0,D. Gallinari enters the game for W. Chandler,,46-32,,
5:28.0,,,46-32,,Turnover by K. Martin (traveling)
5:15.0,J. Nelson misses 3-pt shot from 27 ft,,46-32,,
5:13.0,,,46-32,,Defensive rebound by K. Garnett
5:03.0,,,46-34,2,A. Wiggins makes 2-pt shot at rim (assist by R. Rubio)
4:47.0,K. Faried misses 2-pt shot from 2 ft,,46-34,,
4:46.0,,,46-34,,Defensive rebound by R. Rubio
4:43.0,,,46-34,,Turnover by R. Rubio (lost ball; steal by W. Barton)
4:37.0,K. Faried misses 2-pt shot from 2 ft,,46-34,,
4:36.0,Offensive rebound by J. Lauvergne,,46-34,,
4:34.0,J. Lauvergne misses 2-pt shot at rim,,46-34,,
4:33.0,Offensive rebound by K. Faried,,46-34,,
4:33.0,K. Faried makes 2-pt shot at rim,2,48-34,,
4:23.0,,,48-34,,Shooting foul by W. Barton (drawn by K. Martin)
4:23.0,,,48-35,1,K. Martin makes free throw 1 of 2
4:23.0,T. Lawson enters the game for J. Nelson,,48-35,,
4:23.0,R. Foye enters the game for W. Barton,,48-35,,
4:23.0,,,48-35,,K. Martin misses free throw 2 of 2
4:22.0,Defensive rebound by K. Faried,,48-35,,
4:13.0,,,48-35,,Personal foul by K. Garnett (drawn by K. Faried)
4:07.0,J. Lauvergne misses 2-pt shot from 1 ft,,48-35,,
4:06.0,Offensive rebound by J. Lauvergne,,48-35,,
4:06.0,J. Lauvergne makes 2-pt shot from 1 ft,2,50-35,,
3:54.0,Personal foul by T. Lawson (drawn by R. Rubio),,50-35,,
3:54.0,,,50-36,1,R. Rubio makes free throw 1 of 2
3:54.0,,,50-37,1,R. Rubio makes free throw 2 of 2
3:43.0,,,50-37,,Personal foul by G. Dieng (drawn by K. Faried)
3:43.0,,,50-37,,A. Payne enters the game for K. Garnett
3:31.0,K. Faried misses 2-pt shot from 5 ft,,50-37,,
3:30.0,Offensive rebound by T. Lawson,,50-37,,
3:19.0,J. Lauvergne misses 2-pt shot from 20 ft,,50-37,,
3:19.0,,,50-37,,Defensive rebound by Team
3:19.0,Loose ball foul by T. Lawson (drawn by A. Payne),,50-37,,
3:19.0,,,50-38,1,A. Payne makes free throw 1 of 2
3:19.0,E. Green enters the game for T. Lawson,,50-38,,
3:19.0,,,50-39,1,A. Payne makes free throw 2 of 2
2:56.0,K. Faried misses 2-pt shot from 2 ft,,50-39,,
2:55.0,Offensive rebound by K. Faried,,50-39,,
2:51.0,R. Foye makes 3-pt shot from 25 ft (assist by K. Faried),3,53-39,,
2:36.0,,,53-41,2,R. Rubio makes 2-pt shot from 19 ft
2:21.0,Turnover by R. Foye (lost ball; steal by G. Dieng),,53-41,,
2:17.0,,,53-41,,K. Martin misses 2-pt shot from 1 ft (block by K. Faried)
2:16.0,,,53-41,,Offensive rebound by Team
2:16.0,,,53-41,,Minnesota full timeout
2:16.0,T. Lawson enters the game for E. Green,,53-41,,
2:14.0,,,53-41,,K. Martin misses 2-pt shot from 13 ft
2:12.0,Defensive rebound by T. Lawson,,53-41,,
2:03.0,D. Gallinari makes 3-pt shot from 25 ft (assist by R. Foye),3,56-41,,
1:42.0,,,56-41,,Turnover by R. Rubio (lost ball; steal by K. Faried)
1:35.0,Shooting foul by A. Wiggins (drawn by K. Faried),,56-41,,
1:35.0,K. Faried makes free throw 1 of 2,1,57-41,,
1:35.0,J. Hickson enters the game for J. Lauvergne,,57-41,,
1:35.0,,,57-41,,Minnesota full timeout
1:35.0,K. Faried makes free throw 2 of 2,1,58-41,,
1:11.0,,,58-43,2,R. Rubio makes 2-pt shot from 14 ft (assist by K. Martin)
0:42.0,T. Lawson misses 2-pt shot from 10 ft (block by A. Payne),,58-43,,
0:41.0,Offensive rebound by K. Faried,,58-43,,
0:41.0,Turnover by Team (shot clock),,58-43,,
0:32.0,,,58-43,,Turnover by R. Rubio (lost ball; steal by T. Lawson)
0:28.0,D. Gallinari makes 2-pt shot at rim (assist by T. Lawson),2,60-43,,
0:10.0,,,60-43,,A. Wiggins misses 2-pt shot from 11 ft
0:08.0,Defensive rebound by D. Gallinari,,60-43,,
0:00.0,R. Foye misses 2-pt shot from 20 ft,,60-43,,
0:00.0,Offensive rebound by Team,,60-43,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
12:00.0,,,60-43,,Technical foul by Team
12:00.0,D. Gallinari makes technical free throw,1,61-43,,
11:46.0,,,61-43,,N. Pekovic misses 2-pt shot from 4 ft
11:45.0,Defensive rebound by K. Faried,,61-43,,
11:32.0,Offensive foul by T. Lawson,,61-43,,
11:32.0,Turnover by T. Lawson (offensive foul),,61-43,,
11:17.0,,,61-45,2,A. Wiggins makes 2-pt shot from 17 ft
10:52.0,Turnover by K. Faried (lost ball; steal by N. Pekovic),,61-45,,
10:42.0,,,61-47,2,N. Pekovic makes 2-pt shot from 1 ft (assist by A. Wiggins)
10:22.0,T. Lawson misses 2-pt shot from 3 ft,,61-47,,
10:22.0,Offensive rebound by Team,,61-47,,
10:22.0,,,61-47,,Loose ball foul by N. Pekovic (drawn by K. Faried)
10:07.0,D. Gallinari misses 3-pt shot from 26 ft,,61-47,,
10:06.0,,,61-47,,Defensive rebound by Team
9:48.0,,,61-49,2,K. Garnett makes 2-pt shot from 20 ft (assist by K. Martin)
9:31.0,K. Faried misses 2-pt shot from 6 ft,,61-49,,
9:30.0,,,61-49,,Defensive rebound by N. Pekovic
9:17.0,,,61-51,2,K. Garnett makes 2-pt shot from 17 ft (assist by R. Rubio)
9:03.0,,,61-51,,Personal foul by A. Wiggins (drawn by T. Lawson)
8:53.0,W. Chandler makes 3-pt shot from 26 ft (assist by T. Lawson),3,64-51,,
8:29.0,,,64-51,,K. Martin misses 3-pt shot from 27 ft
8:28.0,Defensive rebound by T. Lawson,,64-51,,
8:22.0,W. Chandler misses 2-pt shot from 17 ft,,64-51,,
8:21.0,,,64-51,,Defensive rebound by N. Pekovic
8:11.0,,,64-51,,N. Pekovic misses 2-pt shot from 5 ft
8:10.0,Defensive rebound by W. Chandler,,64-51,,
7:58.0,R. Foye misses 2-pt shot from 21 ft,,64-51,,
7:57.0,,,64-51,,Defensive rebound by N. Pekovic
7:46.0,,,64-51,,K. Martin misses 3-pt shot from 22 ft
7:45.0,Defensive rebound by Team,,64-51,,
7:25.0,T. Lawson misses 2-pt shot from 19 ft,,64-51,,
7:23.0,,,64-51,,Defensive rebound by K. Martin
7:08.0,,,64-51,,A. Wiggins misses 2-pt shot from 14 ft
7:07.0,Defensive rebound by T. Lawson,,64-51,,
7:01.0,K. Faried makes 2-pt shot from 1 ft (assist by T. Lawson),2,66-51,,
6:43.0,,,66-51,,K. Martin misses 2-pt shot from 17 ft
6:42.0,Defensive rebound by Team,,66-51,,
6:41.0,,,66-51,,G. Dieng enters the game for N. Pekovic
6:41.0,,,66-51,,Minnesota full timeout
6:41.0,,,66-51,,A. Payne enters the game for K. Garnett
6:41.0,,,66-51,,G. Neal enters the game for K. Martin
6:23.0,T. Lawson misses 2-pt shot from 13 ft,,66-51,,
6:21.0,Offensive rebound by Team,,66-51,,
6:13.0,K. Faried makes 2-pt shot from 1 ft (assist by T. Lawson),2,68-51,,
5:54.0,,,68-53,2,R. Rubio makes 2-pt shot from 17 ft
5:42.0,K. Faried makes 2-pt shot from 1 ft,2,70-53,,
5:27.0,,,70-53,,R. Rubio misses 2-pt shot from 18 ft
5:26.0,Defensive rebound by R. Foye,,70-53,,
5:16.0,K. Faried misses 2-pt shot from 1 ft,,70-53,,
5:15.0,,,70-53,,Defensive rebound by A. Payne
5:08.0,,,70-53,,Turnover by G. Dieng (lost ball; steal by D. Gallinari)
5:04.0,Offensive charge foul by K. Faried,,70-53,,
5:04.0,Turnover by K. Faried (offensive foul),,70-53,,
4:57.0,,,70-53,,Offensive foul by G. Dieng
4:57.0,,,70-53,,Turnover by G. Dieng (offensive foul)
4:57.0,J. Hickson enters the game for K. Faried,,70-53,,
4:46.0,R. Foye makes 2-pt shot from 19 ft (assist by T. Lawson),2,72-53,,
4:26.0,,,72-53,,R. Rubio misses 3-pt shot from 24 ft
4:25.0,,,72-53,,Offensive rebound by G. Dieng
4:25.0,,,72-53,,Shooting foul by J. Hickson (drawn by G. Dieng)
4:25.0,,,72-54,1,G. Dieng makes free throw 1 of 2
4:25.0,,,72-55,1,G. Dieng makes free throw 2 of 2
4:08.0,Turnover by R. Foye (traveling),,72-55,,
3:59.0,,,72-55,,R. Rubio misses 2-pt shot from 19 ft
3:58.0,Defensive rebound by T. Lawson,,72-55,,
3:49.0,J. Hickson misses 2-pt shot from 3 ft,,72-55,,
3:48.0,,,72-55,,Defensive rebound by G. Dieng
3:37.0,,,72-57,2,A. Payne makes 2-pt shot from 17 ft
3:26.0,Offensive foul by J. Hickson,,72-57,,
3:26.0,Turnover by J. Hickson (offensive foul),,72-57,,
3:26.0,W. Barton enters the game for R. Foye,,72-57,,
3:16.0,,,72-59,2,G. Neal makes 2-pt shot from 5 ft
2:57.0,D. Gallinari makes 2-pt shot from 22 ft (assist by T. Lawson),2,74-59,,
2:42.0,,,74-59,,G. Dieng misses 2-pt shot from 2 ft (block by J. Hickson)
2:41.0,Defensive rebound by W. Barton,,74-59,,
2:35.0,Denver full timeout,,74-59,,
2:35.0,,,74-59,,Z. LaVine enters the game for A. Wiggins
2:35.0,J. Nelson enters the game for T. Lawson,,74-59,,
2:35.0,D. Arthur enters the game for W. Chandler,,74-59,,
2:20.0,J. Hickson misses 2-pt shot at rim,,74-59,,
2:19.0,,,74-59,,Defensive rebound by G. Dieng
2:13.0,,,74-59,,Z. LaVine misses 3-pt shot from 22 ft
2:12.0,Defensive rebound by D. Gallinari,,74-59,,
2:09.0,Shooting foul by G. Neal (drawn by W. Barton),,74-59,,
2:09.0,W. Barton misses free throw 1 of 2,,74-59,,
2:09.0,Offensive rebound by Team,,74-59,,
2:09.0,W. Barton makes free throw 2 of 2,1,75-59,,
1:59.0,,,75-61,2,G. Neal makes 2-pt shot from 18 ft (assist by R. Rubio)
1:39.0,W. Barton misses 2-pt shot from 5 ft,,75-61,,
1:38.0,,,75-61,,Defensive rebound by G. Neal
1:29.0,,,75-63,2,G. Neal makes 2-pt shot from 12 ft
1:16.0,,,75-63,,Personal foul by G. Dieng (drawn by J. Hickson)
1:16.0,G. Harris enters the game for D. Gallinari,,75-63,,
1:10.0,J. Hickson makes 2-pt shot at rim (assist by J. Nelson),2,77-63,,
0:56.0,,,77-65,2,G. Neal makes 2-pt shot from 19 ft
0:44.0,Turnover by J. Nelson (bad pass; steal by G. Neal),,77-65,,
0:33.0,,,77-65,,A. Payne misses 2-pt shot from 22 ft
0:31.0,Defensive rebound by J. Hickson,,77-65,,
0:16.0,Denver full timeout,,77-65,,
0:14.0,Turnover by D. Arthur (lost ball; steal by A. Payne),,77-65,,
0:10.0,,,77-65,,Turnover by Z. LaVine (bad pass; steal by J. Hickson)
0:00.0,J. Nelson misses 3-pt shot from 26 ft,,77-65,,
0:00.0,Offensive rebound by Team,,77-65,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,G. Harris misses 2-pt shot from 1 ft (block by G. Dieng),,77-65,,
11:46.0,,,77-65,,Defensive rebound by A. Payne
11:32.0,,,77-68,3,Z. LaVine makes 3-pt shot from 24 ft (assist by G. Neal)
11:13.0,J. Hickson misses 2-pt shot from 5 ft,,77-68,,
11:12.0,,,77-68,,Defensive rebound by A. Payne
10:57.0,,,77-68,,G. Neal misses 2-pt shot from 18 ft
10:56.0,Defensive rebound by J. Hickson,,77-68,,
10:52.0,Shooting foul by G. Neal (drawn by W. Barton),,77-68,,
10:52.0,W. Barton makes free throw 1 of 2,1,78-68,,
10:52.0,K. Faried enters the game for J. Hickson,,78-68,,
10:52.0,W. Barton makes free throw 2 of 2,1,79-68,,
10:38.0,,,79-68,,A. Payne misses 2-pt shot from 21 ft
10:37.0,Defensive rebound by K. Faried,,79-68,,
10:25.0,W. Barton misses 3-pt shot from 25 ft,,79-68,,
10:24.0,,,79-68,,Defensive rebound by Z. LaVine
10:17.0,,,79-68,,K. Martin misses 2-pt shot from 13 ft
10:16.0,Defensive rebound by W. Barton,,79-68,,
10:04.0,J. Nelson makes 2-pt shot from 1 ft,2,81-68,,
9:42.0,,,81-68,,G. Neal misses 2-pt shot from 11 ft
9:41.0,Defensive rebound by G. Harris,,81-68,,
9:35.0,,,81-68,,Personal foul by Z. LaVine (drawn by W. Barton)
9:22.0,Turnover by K. Faried (lost ball; steal by A. Payne),,81-68,,
9:19.0,Personal foul by W. Barton (drawn by G. Neal),,81-68,,
9:15.0,Personal foul by G. Harris (drawn by G. Neal),,81-68,,
9:07.0,,,81-68,,G. Neal misses 3-pt shot from 25 ft
9:06.0,Defensive rebound by J. Nelson,,81-68,,
9:00.0,W. Barton makes 2-pt shot at rim (assist by J. Nelson),2,83-68,,
8:44.0,,,83-68,,Turnover by G. Dieng (lost ball; steal by K. Faried)
8:39.0,,,83-68,,Personal foul by Z. LaVine (drawn by G. Harris)
8:39.0,Denver full timeout,,83-68,,
8:39.0,,,83-68,,A. Wiggins enters the game for K. Martin
8:39.0,,,83-68,,K. Garnett enters the game for A. Payne
8:39.0,,,83-68,,R. Rubio enters the game for Z. LaVine
8:39.0,D. Gallinari enters the game for D. Arthur,,83-68,,
8:33.0,J. Nelson makes 2-pt shot from 2 ft,2,85-68,,
8:20.0,,,85-68,,Turnover by R. Rubio (bad pass; steal by J. Nelson)
8:04.0,D. Gallinari misses 3-pt shot from 25 ft,,85-68,,
8:03.0,,,85-68,,Defensive rebound by G. Neal
7:50.0,,,85-70,2,R. Rubio makes 2-pt shot from 19 ft (assist by G. Neal)
7:31.0,J. Nelson misses 3-pt shot from 25 ft,,85-70,,
7:30.0,,,85-70,,Defensive rebound by A. Wiggins
7:22.0,,,85-70,,Shooting foul by D. Gallinari (drawn by A. Wiggins)
7:22.0,,,85-70,,A. Wiggins misses free throw 1 of 2
7:22.0,,,85-70,,Offensive rebound by Team
7:22.0,,,85-71,1,A. Wiggins makes free throw 2 of 2
7:03.0,K. Faried makes 2-pt shot at rim (assist by D. Gallinari),2,87-71,,
6:43.0,,,87-71,,Shooting foul by K. Faried (drawn by A. Wiggins)
6:43.0,,,87-72,1,A. Wiggins makes free throw 1 of 2
6:43.0,,,87-73,1,A. Wiggins makes free throw 2 of 2
6:27.0,G. Harris misses 2-pt shot from 4 ft (block by G. Dieng),,87-73,,
6:25.0,,,87-73,,Defensive rebound by G. Dieng
6:17.0,,,87-73,,R. Rubio misses 2-pt shot from 20 ft
6:16.0,Defensive rebound by G. Harris,,87-73,,
6:06.0,J. Nelson makes 2-pt shot at rim,2,89-73,,
5:47.0,,,89-73,,Minnesota full timeout
5:47.0,T. Lawson enters the game for G. Harris,,89-73,,
5:43.0,,,89-76,3,G. Neal makes 3-pt shot from 24 ft (assist by K. Garnett)
5:25.0,Turnover by J. Nelson (lost ball),,89-76,,
5:14.0,,,89-76,,G. Neal misses 2-pt shot from 16 ft
5:13.0,,,89-76,,Offensive rebound by R. Rubio
5:10.0,,,89-78,2,A. Wiggins makes 2-pt shot from 13 ft (assist by R. Rubio)
4:55.0,T. Lawson misses 2-pt shot from 7 ft,,89-78,,
4:53.0,Offensive rebound by T. Lawson,,89-78,,
4:38.0,D. Gallinari makes 3-pt shot from 25 ft (assist by T. Lawson),3,92-78,,
4:24.0,,,92-80,2,K. Garnett makes 2-pt shot at rim (assist by R. Rubio)
4:01.0,J. Nelson makes 2-pt shot from 21 ft (assist by D. Gallinari),2,94-80,,
3:35.0,,,94-80,,R. Rubio misses 3-pt shot from 24 ft
3:34.0,Defensive rebound by K. Faried,,94-80,,
3:14.0,Shooting foul by G. Dieng (drawn by D. Gallinari),,94-80,,
3:14.0,D. Gallinari makes free throw 1 of 2,1,95-80,,
3:14.0,,,95-80,,Minnesota full timeout
