time,Oklahoma City,pts.away,score,pts.home,Phoenix
2:36.0,,,18-27,,Shooting foul by A. Morrow (drawn by B. Wright)
2:36.0,,,18-27,,Phoenix full timeout
2:36.0,,,18-28,1,B. Wright makes free throw 1 of 2
2:36.0,,,18-29,1,B. Wright makes free throw 2 of 2
2:19.0,Shooting foul by B. Wright (drawn by R. Westbrook),,18-29,,
2:19.0,R. Westbrook makes free throw 1 of 2,1,19-29,,
2:19.0,,,19-29,,P. Tucker enters the game for M. Morris
2:19.0,R. Westbrook makes free throw 2 of 2,1,20-29,,
2:07.0,Personal foul by M. McGary (drawn by P. Tucker),,20-29,,
2:07.0,,,20-30,1,P. Tucker makes free throw 1 of 2
2:07.0,,,20-31,1,P. Tucker makes free throw 2 of 2
1:57.0,S. Adams makes 2-pt shot at rim (assist by R. Westbrook),2,22-31,,
1:43.0,,,22-31,,B. Knight misses 3-pt shot from 25 ft
1:42.0,Defensive rebound by A. Morrow,,22-31,,
1:36.0,Offensive charge foul by R. Westbrook,,22-31,,
1:36.0,Turnover by R. Westbrook (offensive foul),,22-31,,
1:26.0,,,22-31,,Turnover by E. Bledsoe (bad pass; steal by R. Westbrook)
1:14.0,Turnover by R. Westbrook (bad pass; steal by B. Wright),,22-31,,
1:09.0,,,22-33,2,T. Warren makes 2-pt shot from 2 ft
0:52.0,S. Adams misses 2-pt shot from 2 ft,,22-33,,
0:51.0,Offensive rebound by S. Adams,,22-33,,
0:51.0,S. Adams makes 2-pt shot from 1 ft,2,24-33,,
0:30.0,,,24-35,2,E. Bledsoe makes 2-pt shot from 19 ft
0:07.0,R. Westbrook misses 2-pt shot from 16 ft,,24-35,,
0:06.0,,,24-35,,Defensive rebound by T. Warren
0:01.0,,,24-35,,T. Warren misses 2-pt shot from 10 ft
0:00.0,Defensive rebound by M. McGary,,24-35,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,24-35,,P. Tucker misses 2-pt shot from 4 ft
11:41.0,,,24-35,,Offensive rebound by B. Wright
11:38.0,,,24-37,2,B. Wright makes 2-pt shot from 2 ft
11:21.0,Shooting foul by B. Wright (drawn by D. Waiters),,24-37,,
11:21.0,D. Waiters makes free throw 1 of 2,1,25-37,,
11:21.0,D. Waiters misses free throw 2 of 2,,25-37,,
11:21.0,,,25-37,,Defensive rebound by M. Morris
11:01.0,,,25-40,3,M. Morris makes 3-pt shot from 24 ft (assist by P. Tucker)
10:49.0,Turnover by D. Waiters (lost ball),,25-40,,
10:31.0,,,25-40,,P. Tucker misses 2-pt shot from 5 ft (block by S. Adams)
10:29.0,Defensive rebound by M. McGary,,25-40,,
10:14.0,S. Adams makes 2-pt shot from 2 ft,2,27-40,,
9:47.0,,,27-43,3,P. Tucker makes 3-pt shot from 23 ft (assist by M. Morris)
9:28.0,Turnover by D. Augustin (lost ball; steal by B. Knight),,27-43,,
9:28.0,Clear path foul by D. Augustin,,27-43,,
9:28.0,E. Kanter enters the game for S. Adams,,27-43,,
9:28.0,,,27-43,,A. Len enters the game for B. Wright
9:28.0,,,27-44,1,B. Knight makes clear path free throw 1 of 2
9:28.0,,,27-44,,B. Knight misses clear path free throw 2 of 2
9:28.0,,,27-44,,Offensive rebound by Team
9:18.0,,,27-46,2,T. Warren makes 2-pt shot from 12 ft (assist by M. Morris)
9:02.0,A. Morrow makes 3-pt shot from 23 ft (assist by D. Augustin),3,30-46,,
8:41.0,,,30-46,,M. Morris misses 3-pt shot from 23 ft
8:40.0,Defensive rebound by M. McGary,,30-46,,
8:19.0,D. Waiters misses 3-pt shot from 25 ft,,30-46,,
8:18.0,,,30-46,,Defensive rebound by A. Len
8:07.0,,,30-48,2,T. Warren makes 2-pt shot at rim (assist by B. Knight)
8:01.0,Oklahoma City full timeout,,30-48,,
8:01.0,R. Westbrook enters the game for M. McGary,,30-48,,
7:50.0,D. Waiters makes 2-pt shot at rim,2,32-48,,
7:34.0,,,32-48,,Turnover by A. Len (traveling)
7:25.0,D. Waiters makes 2-pt shot from 1 ft,2,34-48,,
7:14.0,,,34-51,3,M. Morris makes 3-pt shot from 24 ft (assist by B. Knight)
6:59.0,D. Waiters misses 2-pt shot from 4 ft (block by A. Len),,34-51,,
6:58.0,,,34-51,,Defensive rebound by T. Warren
6:53.0,,,34-53,2,B. Knight makes 2-pt shot from 1 ft (assist by T. Warren)
6:32.0,E. Kanter misses 2-pt shot from 1 ft (block by M. Morris),,34-53,,
6:32.0,,,34-53,,Defensive rebound by M. Morris
6:27.0,,,34-53,,Shooting foul by R. Westbrook (drawn by M. Morris)
6:27.0,,,34-53,,M. Morris misses free throw 1 of 2
6:27.0,,,34-53,,Offensive rebound by Team
6:27.0,,,34-53,,E. Bledsoe enters the game for T. Warren
6:27.0,,,34-54,1,M. Morris makes free throw 2 of 2
6:16.0,Shooting foul by B. Knight (drawn by D. Augustin),,34-54,,
6:16.0,D. Augustin makes free throw 1 of 3,1,35-54,,
6:16.0,D. Augustin makes free throw 2 of 3,1,36-54,,
6:16.0,S. Adams enters the game for A. Morrow,,36-54,,
6:16.0,D. Augustin makes free throw 3 of 3,1,37-54,,
5:58.0,,,37-56,2,A. Len makes 2-pt shot from 1 ft
5:43.0,R. Westbrook misses 2-pt shot from 2 ft,,37-56,,
5:42.0,Offensive rebound by E. Kanter,,37-56,,
5:39.0,E. Kanter makes 2-pt shot from 1 ft,2,39-56,,
5:33.0,,,39-56,,B. Knight misses 3-pt shot from 24 ft
5:32.0,Defensive rebound by S. Adams,,39-56,,
5:19.0,R. Westbrook makes 3-pt shot from 24 ft,3,42-56,,
5:12.0,,,42-56,,Phoenix full timeout
5:12.0,,,42-56,,M. Morris enters the game for B. Knight
5:00.0,,,42-56,,M. Morris misses 2-pt shot from 20 ft
4:59.0,Defensive rebound by R. Westbrook,,42-56,,
4:55.0,,,42-56,,Shooting block foul by E. Bledsoe (drawn by R. Westbrook)
4:55.0,R. Westbrook makes free throw 1 of 2,1,43-56,,
4:55.0,R. Westbrook makes free throw 2 of 2,1,44-56,,
4:37.0,,,44-56,,Turnover by P. Tucker (offensive foul)
4:37.0,,,44-56,,Offensive foul by P. Tucker
4:23.0,E. Kanter misses 2-pt shot from 1 ft (block by A. Len),,44-56,,
4:22.0,,,44-56,,Defensive rebound by Team
4:17.0,,,44-56,,Turnover by E. Bledsoe (lost ball)
4:01.0,D. Waiters misses 2-pt shot from 18 ft,,44-56,,
4:01.0,Offensive rebound by R. Westbrook,,44-56,,
3:55.0,R. Westbrook makes 2-pt shot from 18 ft,2,46-56,,
3:39.0,,,46-56,,Turnover by E. Bledsoe (bad pass; steal by R. Westbrook)
3:26.0,R. Westbrook misses 3-pt shot from 24 ft,,46-56,,
3:25.0,,,46-56,,Defensive rebound by A. Len
3:15.0,,,46-58,2,M. Morris makes 2-pt shot from 19 ft (assist by E. Bledsoe)
3:05.0,,,46-58,,Personal foul by E. Bledsoe (drawn by R. Westbrook)
3:02.0,Shooting foul by A. Len (drawn by R. Westbrook),,46-58,,
3:02.0,R. Westbrook misses free throw 1 of 2,,46-58,,
3:02.0,Offensive rebound by Team,,46-58,,
3:02.0,R. Westbrook makes free throw 2 of 2,1,47-58,,
2:44.0,,,47-58,,M. Morris misses 2-pt shot from 7 ft
2:43.0,,,47-58,,Offensive rebound by A. Len
2:43.0,,,47-58,,A. Len misses 2-pt shot from 1 ft
2:42.0,Defensive rebound by D. Augustin,,47-58,,
2:37.0,R. Westbrook makes 2-pt shot at rim (assist by D. Augustin),2,49-58,,
2:32.0,,,49-58,,Phoenix full timeout
2:32.0,Official timeout,,49-58,,
2:32.0,,,49-58,,B. Knight enters the game for P. Tucker
2:17.0,,,49-58,,M. Morris misses 3-pt shot from 23 ft
2:16.0,Defensive rebound by R. Westbrook,,49-58,,
2:12.0,,,49-58,,Violation by E. Bledsoe (def goaltending)
2:12.0,R. Westbrook makes 2-pt shot at rim,2,51-58,,
1:55.0,,,51-60,2,E. Bledsoe makes 2-pt shot from 2 ft
1:50.0,R. Westbrook misses 2-pt shot from 1 ft,,51-60,,
1:49.0,,,51-60,,Defensive rebound by A. Len
1:44.0,,,51-62,2,M. Morris makes 2-pt shot from 1 ft (assist by E. Bledsoe)
1:30.0,,,51-62,,Personal foul by M. Morris (drawn by R. Westbrook)
1:30.0,R. Westbrook misses free throw 1 of 2,,51-62,,
1:30.0,Offensive rebound by Team,,51-62,,
1:30.0,R. Westbrook makes free throw 2 of 2,1,52-62,,
1:14.0,Personal foul by D. Augustin (drawn by E. Bledsoe),,52-62,,
1:09.0,,,52-62,,M. Morris misses 3-pt shot from 24 ft
1:08.0,Defensive rebound by R. Westbrook,,52-62,,
1:00.0,R. Westbrook makes 2-pt shot from 14 ft,2,54-62,,
0:48.0,,,54-62,,Turnover by B. Knight (bad pass)
0:35.0,R. Westbrook misses 3-pt shot from 25 ft,,54-62,,
0:34.0,,,54-62,,Defensive rebound by A. Len
0:33.0,,,54-62,,Turnover by A. Len (bad pass; steal by R. Westbrook)
0:30.0,R. Westbrook misses 2-pt shot from 1 ft,,54-62,,
0:29.0,,,54-62,,Defensive rebound by A. Len
0:12.0,,,54-62,,B. Knight misses 3-pt shot from 24 ft
0:10.0,Defensive rebound by E. Kanter,,54-62,,
0:04.0,D. Waiters misses 2-pt shot from 1 ft,,54-62,,
0:03.0,,,54-62,,Defensive rebound by B. Knight
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,54-62,,Turnover by M. Morris (bad pass; steal by K. Singler)
11:40.0,Offensive charge foul by D. Waiters,,54-62,,
11:40.0,Turnover by D. Waiters (offensive foul),,54-62,,
11:30.0,,,54-62,,M. Morris misses 2-pt shot from 17 ft
11:28.0,Defensive rebound by R. Westbrook,,54-62,,
11:14.0,E. Kanter misses 2-pt shot from 7 ft,,54-62,,
11:12.0,,,54-62,,Defensive rebound by A. Len
11:07.0,,,54-64,2,E. Bledsoe makes 2-pt shot from 21 ft
10:53.0,D. Waiters makes 3-pt shot from 24 ft,3,57-64,,
10:38.0,,,57-64,,M. Morris misses 2-pt shot from 20 ft
10:37.0,Defensive rebound by S. Adams,,57-64,,
10:31.0,R. Westbrook makes 2-pt shot from 18 ft,2,59-64,,
10:11.0,,,59-66,2,M. Morris makes 2-pt shot from 15 ft
9:55.0,Turnover by D. Waiters (step out of bounds),,59-66,,
9:43.0,,,59-66,,P. Tucker misses 2-pt shot from 6 ft
9:43.0,Defensive rebound by Team,,59-66,,
9:43.0,,,59-66,,Loose ball foul by A. Len (drawn by E. Kanter)
9:29.0,R. Westbrook makes 2-pt shot from 18 ft,2,61-66,,
9:05.0,,,61-68,2,P. Tucker makes 2-pt shot from 6 ft
8:53.0,E. Kanter makes 2-pt shot from 18 ft (assist by R. Westbrook),2,63-68,,
8:42.0,,,63-68,,E. Bledsoe misses 2-pt shot from 13 ft
8:41.0,Defensive rebound by E. Kanter,,63-68,,
8:34.0,Shooting foul by E. Bledsoe (drawn by R. Westbrook),,63-68,,
8:34.0,R. Westbrook makes free throw 1 of 2,1,64-68,,
8:34.0,R. Westbrook makes free throw 2 of 2,1,65-68,,
8:17.0,,,65-71,3,E. Bledsoe makes 3-pt shot from 24 ft (assist by M. Morris)
7:59.0,D. Waiters makes 2-pt shot from 1 ft,2,67-71,,
7:44.0,Personal foul by S. Adams (drawn by M. Morris),,67-71,,
7:37.0,,,67-71,,M. Morris misses 3-pt shot from 24 ft
7:36.0,Defensive rebound by K. Singler,,67-71,,
7:33.0,Turnover by K. Singler (bad pass),,67-71,,
7:27.0,,,67-71,,M. Morris misses 2-pt shot from 15 ft
7:26.0,Defensive rebound by S. Adams,,67-71,,
7:19.0,R. Westbrook misses 2-pt shot from 8 ft,,67-71,,
7:18.0,,,67-71,,Defensive rebound by A. Len
7:06.0,,,67-71,,M. Morris misses 2-pt shot from 1 ft
7:05.0,Defensive rebound by S. Adams,,67-71,,
6:52.0,K. Singler misses 3-pt shot from 24 ft,,67-71,,
6:51.0,Offensive rebound by E. Kanter,,67-71,,
6:49.0,Turnover by E. Kanter (lost ball; steal by P. Tucker),,67-71,,
6:36.0,,,67-71,,E. Bledsoe misses 3-pt shot from 24 ft
6:35.0,Defensive rebound by K. Singler,,67-71,,
6:30.0,S. Adams makes 2-pt shot at rim (assist by K. Singler),2,69-71,,
6:29.0,,,69-71,,Phoenix full timeout
6:29.0,,,69-71,,T. Warren enters the game for P. Tucker
6:29.0,,,69-71,,B. Knight enters the game for M. Morris
6:13.0,,,69-71,,M. Morris misses 2-pt shot from 1 ft
6:13.0,Defensive rebound by E. Kanter,,69-71,,
5:53.0,D. Waiters misses 2-pt shot from 1 ft,,69-71,,
5:52.0,,,69-71,,Defensive rebound by Team
5:38.0,,,69-71,,Turnover by B. Knight (lost ball; steal by K. Singler)
5:34.0,D. Waiters makes 2-pt shot at rim (assist by K. Singler),2,71-71,,
5:19.0,,,71-71,,M. Morris misses 2-pt shot from 16 ft
5:18.0,Defensive rebound by E. Kanter,,71-71,,
5:11.0,D. Waiters misses 3-pt shot from 22 ft,,71-71,,
5:10.0,,,71-71,,Defensive rebound by M. Morris
5:04.0,,,71-71,,T. Warren misses 2-pt shot from 4 ft
5:01.0,Defensive rebound by E. Kanter,,71-71,,
4:50.0,Offensive foul by S. Adams,,71-71,,
4:50.0,Turnover by S. Adams (offensive foul),,71-71,,
4:50.0,,,71-71,,B. Wright enters the game for A. Len
4:36.0,,,71-71,,Turnover by E. Bledsoe (bad pass)
4:20.0,D. Waiters misses 2-pt shot from 7 ft,,71-71,,
4:19.0,,,71-71,,Defensive rebound by M. Morris
4:14.0,,,71-71,,Shooting foul by R. Westbrook (drawn by E. Bledsoe)
4:14.0,,,71-72,1,E. Bledsoe makes free throw 1 of 2
4:14.0,,,71-73,1,E. Bledsoe makes free throw 2 of 2
4:01.0,R. Westbrook misses 2-pt shot from 20 ft,,71-73,,
4:00.0,,,71-73,,Defensive rebound by Team
3:49.0,,,71-73,,B. Knight misses 3-pt shot from 24 ft
3:48.0,Defensive rebound by S. Adams,,71-73,,
3:45.0,,,71-73,,Personal foul by M. Morris (drawn by R. Westbrook)
3:45.0,D. Augustin enters the game for K. Singler,,71-73,,
3:27.0,R. Westbrook misses 3-pt shot from 25 ft,,71-73,,
3:26.0,,,71-73,,Defensive rebound by M. Morris
3:13.0,,,71-73,,B. Knight misses 2-pt shot from 16 ft
3:12.0,Defensive rebound by E. Kanter,,71-73,,
2:59.0,R. Westbrook misses 2-pt shot from 18 ft,,71-73,,
2:58.0,,,71-73,,Defensive rebound by T. Warren
2:38.0,Personal foul by E. Kanter (drawn by B. Knight),,71-73,,
2:38.0,Oklahoma City full timeout,,71-73,,
2:38.0,A. Morrow enters the game for E. Kanter,,71-73,,
2:38.0,,,71-73,,M. Morris enters the game for M. Morris
2:30.0,,,71-73,,E. Bledsoe misses 3-pt shot from 24 ft
2:29.0,Defensive rebound by S. Adams,,71-73,,
2:11.0,Turnover by D. Augustin (lost ball; steal by B. Wright),,71-73,,
2:07.0,,,71-75,2,T. Warren makes 2-pt shot from 1 ft (assist by B. Knight)
1:54.0,D. Waiters misses 3-pt shot from 24 ft,,71-75,,
1:53.0,,,71-75,,Defensive rebound by E. Bledsoe
1:38.0,,,71-75,,M. Morris misses 2-pt shot from 15 ft
1:37.0,Defensive rebound by R. Westbrook,,71-75,,
1:30.0,R. Westbrook misses 2-pt shot from 16 ft (block by T. Warren),,71-75,,
1:29.0,,,71-75,,Defensive rebound by B. Knight
1:23.0,,,71-77,2,T. Warren makes 2-pt shot from 1 ft (assist by B. Knight)
1:04.0,D. Augustin makes 3-pt shot from 24 ft (assist by R. Westbrook),3,74-77,,
0:52.0,,,74-77,,B. Knight misses 3-pt shot from 25 ft
0:51.0,Defensive rebound by S. Adams,,74-77,,
0:37.0,Turnover by R. Westbrook (bad pass; steal by T. Warren),,74-77,,
0:31.0,,,74-77,,B. Knight misses 2-pt shot from 3 ft (block by R. Westbrook)
0:30.0,Defensive rebound by S. Adams,,74-77,,
0:26.0,D. Waiters makes 2-pt shot from 1 ft (assist by R. Westbrook),2,76-77,,
0:19.0,,,76-77,,Phoenix full timeout
0:19.0,K. Singler enters the game for D. Augustin,,76-77,,
0:19.0,,,76-77,,P. Tucker enters the game for B. Knight
0:19.0,D. Augustin enters the game for R. Westbrook,,76-77,,
0:02.0,,,76-79,2,M. Morris makes 2-pt shot from 16 ft (assist by E. Bledsoe)
0:01.0,Turnover by S. Adams (bad pass; steal by P. Tucker),,76-79,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,D. Waiters misses 2-pt shot from 20 ft,,76-79,,
11:42.0,Offensive rebound by S. Adams,,76-79,,
11:42.0,S. Adams makes 2-pt shot from 1 ft,2,78-79,,
11:30.0,,,78-79,,Turnover by A. Goodwin (lost ball; steal by D. Augustin)
11:26.0,D. Waiters makes 2-pt shot at rim,2,80-79,,
11:13.0,,,80-81,2,T. Warren makes 2-pt shot from 8 ft (assist by P. Tucker)
10:45.0,Turnover by Team (shot clock),,80-81,,
10:34.0,,,80-81,,Shooting foul by S. Adams (drawn by B. Wright)
10:34.0,,,80-81,,B. Wright misses free throw 1 of 2
10:34.0,,,80-81,,Offensive rebound by Team
10:34.0,,,80-81,,B. Wright misses free throw 2 of 2
10:33.0,Defensive rebound by S. Adams,,80-81,,
10:30.0,,,80-81,,Personal foul by A. Goodwin (drawn by D. Augustin)
10:19.0,D. Augustin misses 2-pt shot from 7 ft,,80-81,,
10:18.0,Offensive rebound by D. Waiters,,80-81,,
10:10.0,A. Morrow misses 3-pt shot from 25 ft,,80-81,,
10:08.0,,,80-81,,Defensive rebound by M. Morris
9:59.0,,,80-81,,Turnover by M. Morris (lost ball; steal by K. Singler)
9:55.0,D. Augustin makes 2-pt shot at rim,2,82-81,,
9:44.0,,,82-81,,A. Goodwin misses 2-pt shot from 2 ft (block by A. Morrow)
9:42.0,,,82-81,,Offensive rebound by A. Goodwin
9:41.0,,,82-83,2,A. Goodwin makes 2-pt shot from 2 ft
9:18.0,D. Waiters misses 3-pt shot from 25 ft,,82-83,,
9:17.0,,,82-83,,Defensive rebound by A. Goodwin
9:10.0,,,82-83,,A. Goodwin misses 2-pt shot from 2 ft
9:09.0,Defensive rebound by K. Singler,,82-83,,
9:01.0,A. Morrow makes 3-pt shot from 23 ft (assist by D. Waiters),3,85-83,,
8:57.0,,,85-83,,Phoenix full timeout
8:57.0,,,85-83,,E. Bledsoe enters the game for M. Morris
8:57.0,,,85-83,,M. Morris enters the game for A. Goodwin
8:39.0,,,85-83,,Turnover by B. Wright (lost ball; steal by A. Morrow)
8:38.0,,,85-83,,Clear path foul by B. Wright
8:38.0,S. Adams misses clear path free throw 1 of 2,,85-83,,
8:38.0,Offensive rebound by Team,,85-83,,
8:38.0,S. Adams makes clear path free throw 2 of 2,1,86-83,,
8:27.0,K. Singler makes 3-pt shot from 24 ft (assist by D. Augustin),3,89-83,,
8:02.0,,,89-83,,M. Morris misses 2-pt shot from 10 ft
8:01.0,Defensive rebound by S. Adams,,89-83,,
7:39.0,D. Augustin makes 3-pt shot from 24 ft (assist by K. Singler),3,92-83,,
7:25.0,Personal block foul by D. Augustin (drawn by E. Bledsoe),,92-83,,
7:11.0,,,92-83,,E. Bledsoe misses 3-pt shot from 24 ft
7:10.0,Defensive rebound by D. Waiters,,92-83,,
6:54.0,,,92-83,,Personal foul by P. Tucker (drawn by S. Adams)
6:45.0,A. Morrow makes 3-pt shot from 23 ft (assist by K. Singler),3,95-83,,
6:44.0,,,95-83,,Phoenix full timeout
6:44.0,,,95-83,,M. Morris enters the game for B. Wright
6:35.0,,,95-83,,Turnover by P. Tucker (traveling)
6:21.0,D. Waiters misses 2-pt shot from 1 ft,,95-83,,
6:20.0,,,95-83,,Defensive rebound by T. Warren
6:06.0,,,95-83,,Shooting foul by D. Waiters (drawn by E. Bledsoe)
6:06.0,,,95-84,1,E. Bledsoe makes free throw 1 of 2
6:06.0,R. Westbrook enters the game for D. Waiters,,95-84,,
6:06.0,,,95-85,1,E. Bledsoe makes free throw 2 of 2
5:51.0,D. Augustin makes 3-pt shot from 24 ft (assist by K. Singler),3,98-85,,
5:32.0,,,98-85,,Turnover by E. Bledsoe (bad pass; steal by S. Adams)
5:28.0,Turnover by A. Morrow (bad pass; steal by T. Warren),,98-85,,
5:24.0,,,98-87,2,P. Tucker makes 2-pt shot from 1 ft
5:05.0,R. Westbrook misses 2-pt shot from 12 ft,,98-87,,
5:03.0,Offensive rebound by S. Adams,,98-87,,
5:03.0,S. Adams misses 2-pt shot from 1 ft,,98-87,,
5:02.0,Offensive rebound by S. Adams,,98-87,,
4:58.0,A. Morrow misses 3-pt shot from 24 ft,,98-87,,
4:58.0,,,98-87,,Defensive rebound by Team
4:46.0,,,98-87,,E. Bledsoe misses 2-pt shot from 17 ft
4:45.0,Defensive rebound by R. Westbrook,,98-87,,
4:39.0,R. Westbrook makes 2-pt shot from 2 ft,2,100-87,,
4:28.0,,,100-87,,M. Morris misses 2-pt shot from 1 ft
4:28.0,,,100-87,,Offensive rebound by M. Morris
4:28.0,,,100-87,,Shooting foul by K. Singler (drawn by M. Morris)
4:28.0,,,100-88,1,M. Morris makes free throw 1 of 2
4:28.0,,,100-89,1,M. Morris makes free throw 2 of 2
4:02.0,K. Singler misses 3-pt shot from 24 ft,,100-89,,
4:02.0,,,100-89,,Defensive rebound by Team
3:50.0,,,100-89,,Turnover by M. Morris (lost ball)
3:34.0,D. Augustin misses 3-pt shot from 25 ft,,100-89,,
3:33.0,Offensive rebound by R. Westbrook,,100-89,,
3:31.0,S. Adams misses 2-pt shot from 2 ft,,100-89,,
3:30.0,Offensive rebound by S. Adams,,100-89,,
3:30.0,,,100-89,,Personal foul by M. Morris (drawn by S. Adams)
