time,Sacramento,pts.away,score,pts.home,San Antonio
1:49.0,Offensive charge foul by J. Thompson,,18-18,,
1:49.0,Turnover by J. Thompson (offensive foul),,18-18,,
1:49.0,C. Landry enters the game for J. Thompson,,18-18,,
1:27.0,,,18-21,3,M. Bonner makes 3-pt shot from 25 ft (assist by M. Ginobili)
1:10.0,R. Sessions makes 2-pt shot from 19 ft (assist by C. Landry),2,20-21,,
0:49.0,,,20-23,2,T. Parker makes 2-pt shot from 21 ft
0:36.0,Offensive foul by O. Casspi,,20-23,,
0:36.0,Turnover by O. Casspi (offensive foul),,20-23,,
0:36.0,N. Stauskas enters the game for B. McLemore,,20-23,,
0:27.0,,,20-23,,Turnover by T. Parker (lost ball; steal by R. Sessions)
0:03.0,O. Casspi makes 2-pt shot from 1 ft (assist by R. Sessions),2,22-23,,
0:00.0,,,22-26,3,T. Parker makes 3-pt shot from 24 ft (assist by A. Baynes)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,Turnover by O. Casspi (bad pass),,22-26,,
11:34.0,,,22-26,,M. Belinelli misses 3-pt shot from 25 ft
11:33.0,Defensive rebound by O. Casspi,,22-26,,
11:24.0,D. Williams makes 3-pt shot from 22 ft (assist by O. Casspi),3,25-26,,
11:11.0,,,25-28,2,T. Parker makes 2-pt shot from 2 ft
11:05.0,Shooting foul by M. Bonner (drawn by D. Williams),,25-28,,
11:05.0,D. Williams makes free throw 1 of 2,1,26-28,,
11:05.0,,,26-28,,B. Diaw enters the game for M. Bonner
11:05.0,D. Williams makes free throw 2 of 2,1,27-28,,
10:47.0,,,27-30,2,A. Baynes makes 2-pt shot from 6 ft (assist by B. Diaw)
10:33.0,,,27-30,,Personal foul by A. Baynes (drawn by O. Casspi)
10:23.0,Turnover by Team (back court),,27-30,,
10:09.0,,,27-30,,M. Belinelli misses 3-pt shot from 23 ft
10:08.0,Defensive rebound by C. Landry,,27-30,,
10:03.0,,,27-30,,Shooting block foul by A. Baynes (drawn by O. Casspi)
10:03.0,O. Casspi makes free throw 1 of 2,1,28-30,,
10:03.0,O. Casspi makes free throw 2 of 2,1,29-30,,
9:47.0,Personal foul by D. Williams (drawn by B. Diaw),,29-30,,
9:47.0,,,29-30,,T. Duncan enters the game for A. Baynes
9:47.0,,,29-30,,C. Joseph enters the game for T. Parker
9:47.0,R. Hollins enters the game for D. Williams,,29-30,,
9:40.0,,,29-30,,M. Belinelli misses 3-pt shot from 23 ft
9:39.0,Defensive rebound by C. Landry,,29-30,,
9:29.0,O. Casspi misses 2-pt shot from 2 ft,,29-30,,
9:28.0,,,29-30,,Defensive rebound by B. Diaw
9:15.0,,,29-33,3,D. Green makes 3-pt shot from 24 ft (assist by B. Diaw)
8:52.0,R. Sessions misses 3-pt shot from 25 ft,,29-33,,
8:52.0,,,29-33,,Defensive rebound by Team
8:52.0,Official timeout,,29-33,,
8:39.0,Shooting block foul by C. Landry,,29-33,,
8:39.0,,,29-34,1,B. Diaw makes free throw 1 of 2
8:39.0,,,29-35,1,B. Diaw makes free throw 2 of 2
8:23.0,R. Sessions misses 2-pt shot from 20 ft,,29-35,,
8:22.0,,,29-35,,Defensive rebound by T. Duncan
8:16.0,,,29-35,,Shooting foul by N. Stauskas (drawn by C. Joseph)
8:16.0,,,29-36,1,C. Joseph makes free throw 1 of 2
8:16.0,R. Gay enters the game for O. Casspi,,29-36,,
8:16.0,,,29-36,,K. Leonard enters the game for M. Belinelli
8:16.0,,,29-36,,C. Joseph misses free throw 2 of 2
8:16.0,Defensive rebound by N. Stauskas,,29-36,,
8:10.0,,,29-36,,Personal foul by C. Joseph (drawn by N. Stauskas)
8:10.0,D. Collison enters the game for R. Sessions,,29-36,,
7:55.0,C. Landry makes 2-pt shot from 2 ft (assist by D. Collison),2,31-36,,
7:31.0,,,31-36,,B. Diaw misses 2-pt shot from 4 ft
7:29.0,Defensive rebound by C. Landry,,31-36,,
7:25.0,,,31-36,,Personal foul by B. Diaw (drawn by R. Hollins)
7:25.0,R. Hollins makes free throw 1 of 2,1,32-36,,
7:25.0,,,32-36,,T. Parker enters the game for C. Joseph
7:25.0,,,32-36,,M. Ginobili enters the game for D. Green
7:25.0,R. Hollins makes free throw 2 of 2,1,33-36,,
7:03.0,,,33-39,3,B. Diaw makes 3-pt shot from 24 ft (assist by T. Parker)
6:46.0,C. Landry makes 2-pt shot from 19 ft (assist by N. Stauskas),2,35-39,,
6:28.0,,,35-41,2,B. Diaw makes 2-pt shot from 2 ft
6:11.0,C. Landry misses 2-pt shot from 8 ft,,35-41,,
6:10.0,,,35-41,,Defensive rebound by T. Duncan
5:56.0,,,35-41,,T. Parker misses 2-pt shot from 17 ft
5:55.0,Defensive rebound by R. Gay,,35-41,,
5:46.0,,,35-41,,Personal foul by K. Leonard (drawn by R. Gay)
5:46.0,,,35-41,,San Antonio full timeout
5:46.0,J. Thompson enters the game for C. Landry,,35-41,,
5:46.0,B. McLemore enters the game for N. Stauskas,,35-41,,
5:46.0,R. Gay makes free throw 1 of 2,1,36-41,,
5:46.0,R. Gay misses free throw 2 of 2,,36-41,,
5:46.0,,,36-41,,Defensive rebound by B. Diaw
5:30.0,,,36-43,2,M. Ginobili makes 2-pt shot from 6 ft (assist by B. Diaw)
5:09.0,Turnover by J. Thompson (traveling),,36-43,,
4:56.0,,,36-46,3,M. Ginobili makes 3-pt shot from 25 ft (assist by T. Parker)
4:39.0,R. Gay makes 2-pt shot at rim (assist by J. Thompson),2,38-46,,
4:32.0,,,38-46,,Turnover by T. Parker (bad pass; steal by R. Gay)
4:26.0,R. Gay makes 2-pt shot from 5 ft,2,40-46,,
4:12.0,,,40-46,,M. Ginobili misses 2-pt shot from 1 ft
4:11.0,Defensive rebound by D. Collison,,40-46,,
4:01.0,J. Thompson misses 2-pt shot from 4 ft (block by K. Leonard),,40-46,,
3:59.0,,,40-46,,Defensive rebound by M. Ginobili
3:52.0,,,40-46,,Offensive foul by T. Duncan
3:52.0,,,40-46,,Turnover by T. Duncan (offensive foul)
3:52.0,,,40-46,,A. Baynes enters the game for T. Duncan
3:40.0,R. Gay misses 2-pt shot from 7 ft (block by K. Leonard),,40-46,,
3:38.0,,,40-46,,Defensive rebound by K. Leonard
3:37.0,,,40-46,,Shooting foul by R. Hollins (drawn by K. Leonard)
3:37.0,,,40-47,1,K. Leonard makes free throw 1 of 2
3:37.0,,,40-48,1,K. Leonard makes free throw 2 of 2
3:22.0,Shooting foul by T. Parker (drawn by D. Collison),,40-48,,
3:22.0,D. Collison makes free throw 1 of 2,1,41-48,,
3:22.0,D. Collison makes free throw 2 of 2,1,42-48,,
3:05.0,,,42-50,2,A. Baynes makes 2-pt shot from 2 ft (assist by M. Ginobili)
2:57.0,,,42-50,,Personal foul by A. Baynes (drawn by R. Hollins)
2:57.0,Sacramento full timeout,,42-50,,
2:57.0,,,42-50,,J. Ayres enters the game for A. Baynes
2:57.0,R. Hollins misses free throw 1 of 2,,42-50,,
2:57.0,Offensive rebound by Team,,42-50,,
2:57.0,R. Hollins makes free throw 2 of 2,1,43-50,,
2:45.0,,,43-50,,T. Parker misses 2-pt shot from 7 ft (block by D. Collison)
2:43.0,,,43-50,,Offensive rebound by B. Diaw
2:33.0,,,43-53,3,K. Leonard makes 3-pt shot from 23 ft (assist by T. Parker)
2:16.0,J. Thompson misses 2-pt shot from 19 ft,,43-53,,
2:15.0,Offensive rebound by R. Hollins,,43-53,,
2:14.0,Shooting foul by J. Ayres (drawn by R. Hollins),,43-53,,
2:14.0,R. Hollins makes free throw 1 of 2,1,44-53,,
2:14.0,R. Hollins makes free throw 2 of 2,1,45-53,,
2:01.0,,,45-53,,M. Ginobili misses 3-pt shot from 24 ft
2:00.0,Defensive rebound by R. Gay,,45-53,,
1:51.0,R. Gay makes 2-pt shot from 7 ft,2,47-53,,
1:43.0,,,47-53,,Shooting foul by J. Thompson (drawn by T. Parker)
1:43.0,,,47-54,1,T. Parker makes free throw 1 of 2
1:43.0,,,47-54,,T. Duncan enters the game for J. Ayres
1:43.0,C. Landry enters the game for R. Hollins,,47-54,,
1:43.0,,,47-55,1,T. Parker makes free throw 2 of 2
1:28.0,D. Williams enters the game for J. Thompson,,47-55,,
1:25.0,D. Collison misses 2-pt shot from 11 ft,,47-55,,
1:24.0,Offensive rebound by C. Landry,,47-55,,
1:23.0,Shooting foul by B. Diaw (drawn by C. Landry),,47-55,,
1:23.0,C. Landry makes free throw 1 of 2,1,48-55,,
1:23.0,,,48-55,,M. Bonner enters the game for B. Diaw
1:23.0,C. Landry makes free throw 2 of 2,1,49-55,,
1:10.0,,,49-55,,Shooting foul by R. Gay (drawn by T. Duncan)
1:10.0,,,49-56,1,T. Duncan makes free throw 1 of 2
1:10.0,,,49-56,,T. Duncan misses free throw 2 of 2
1:09.0,Defensive rebound by D. Williams,,49-56,,
0:57.0,C. Landry makes 2-pt shot from 14 ft (assist by D. Collison),2,51-56,,
0:40.0,,,51-56,,Shooting foul by D. Collison (drawn by T. Duncan)
0:40.0,,,51-57,1,T. Duncan makes free throw 1 of 2
0:40.0,,,51-58,1,T. Duncan makes free throw 2 of 2
0:33.0,R. Gay misses 2-pt shot from 16 ft,,51-58,,
0:32.0,,,51-58,,Defensive rebound by M. Bonner
0:14.0,,,51-61,3,M. Bonner makes 3-pt shot from 24 ft (assist by T. Duncan)
0:02.0,D. Collison misses 2-pt shot from 18 ft,,51-61,,
0:01.0,Offensive rebound by Team,,51-61,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,R. Hollins makes 2-pt shot from 1 ft (assist by B. McLemore),2,53-61,,
11:15.0,,,53-64,3,K. Leonard makes 3-pt shot from 22 ft (assist by T. Parker)
10:55.0,D. Collison makes 3-pt shot from 24 ft (assist by R. Gay),3,56-64,,
10:38.0,,,56-64,,B. Diaw misses 2-pt shot from 6 ft (block by R. Hollins)
10:37.0,,,56-64,,Offensive rebound by T. Duncan
10:36.0,,,56-66,2,T. Duncan makes 2-pt shot from 1 ft
10:24.0,Turnover by R. Hollins (lost ball; steal by K. Leonard),,56-66,,
10:20.0,,,56-66,,Shooting foul by B. McLemore (drawn by K. Leonard)
10:20.0,,,56-67,1,K. Leonard makes free throw 1 of 2
10:20.0,,,56-67,,K. Leonard misses free throw 2 of 2
10:20.0,Defensive rebound by J. Thompson,,56-67,,
10:12.0,B. McLemore makes 2-pt shot from 1 ft,2,58-67,,
9:48.0,,,58-69,2,T. Duncan makes 2-pt shot from 20 ft (assist by D. Green)
9:31.0,Shooting foul by K. Leonard (drawn by R. Gay),,58-69,,
9:31.0,R. Gay makes free throw 1 of 2,1,59-69,,
9:31.0,R. Gay misses free throw 2 of 2,,59-69,,
9:31.0,,,59-69,,Defensive rebound by K. Leonard
9:15.0,,,59-72,3,D. Green makes 3-pt shot from 23 ft (assist by K. Leonard)
9:15.0,Sacramento full timeout,,59-72,,
8:51.0,R. Hollins misses 2-pt shot from 16 ft,,59-72,,
8:50.0,,,59-72,,Defensive rebound by K. Leonard
8:43.0,,,59-72,,K. Leonard misses 2-pt shot from 10 ft
8:41.0,,,59-72,,Offensive rebound by Team
8:28.0,,,59-72,,Turnover by T. Parker (bad pass; steal by B. McLemore)
8:25.0,B. McLemore makes 2-pt shot from 2 ft,2,61-72,,
8:07.0,,,61-72,,Shooting foul by D. Collison (drawn by T. Parker)
8:07.0,,,61-73,1,T. Parker makes free throw 1 of 2
8:07.0,,,61-74,1,T. Parker makes free throw 2 of 2
7:53.0,R. Hollins misses 2-pt shot from 2 ft (block by T. Duncan),,61-74,,
7:51.0,,,61-74,,Defensive rebound by D. Green
7:47.0,,,61-76,2,T. Parker makes 2-pt shot from 1 ft
7:22.0,B. McLemore makes 2-pt shot from 22 ft (assist by R. Gay),2,63-76,,
7:07.0,,,63-78,2,T. Parker makes 2-pt shot from 18 ft (assist by D. Green)
6:39.0,R. Gay makes 2-pt shot from 11 ft,2,65-78,,
6:13.0,,,65-78,,T. Duncan misses 2-pt shot from 8 ft
6:12.0,Defensive rebound by J. Thompson,,65-78,,
6:04.0,D. Collison makes 2-pt shot from 20 ft,2,67-78,,
5:37.0,,,67-78,,T. Duncan misses 2-pt shot from 9 ft (block by J. Thompson)
5:37.0,,,67-78,,Offensive rebound by Team
5:37.0,,,67-78,,Turnover by Team (shot clock)
5:37.0,,,67-78,,M. Bonner enters the game for B. Diaw
5:37.0,,,67-78,,M. Ginobili enters the game for D. Green
5:20.0,R. Gay makes 2-pt shot from 10 ft,2,69-78,,
5:02.0,,,69-80,2,T. Duncan makes 2-pt shot from 6 ft (assist by T. Parker)
4:46.0,D. Collison makes 2-pt shot from 17 ft,2,71-80,,
4:28.0,,,71-82,2,T. Duncan makes 2-pt shot from 7 ft (assist by M. Ginobili)
4:09.0,R. Gay misses 2-pt shot from 16 ft,,71-82,,
4:08.0,,,71-82,,Defensive rebound by M. Bonner
3:56.0,,,71-84,2,M. Bonner makes 2-pt shot from 8 ft (assist by T. Duncan)
3:56.0,Sacramento full timeout,,71-84,,
3:56.0,,,71-84,,C. Joseph enters the game for T. Parker
3:56.0,,,71-84,,A. Baynes enters the game for T. Duncan
3:56.0,D. Williams enters the game for J. Thompson,,71-84,,
3:42.0,B. McLemore makes 2-pt shot from 18 ft (assist by R. Gay),2,73-84,,
3:22.0,,,73-84,,K. Leonard misses 2-pt shot from 5 ft
3:21.0,Defensive rebound by D. Williams,,73-84,,
3:07.0,D. Williams misses 2-pt shot from 7 ft (block by M. Bonner),,73-84,,
3:06.0,,,73-84,,Defensive rebound by C. Joseph
3:04.0,Personal foul by R. Gay (drawn by C. Joseph),,73-84,,
3:04.0,R. Sessions enters the game for D. Collison,,73-84,,
2:53.0,,,73-86,2,A. Baynes makes 2-pt shot from 8 ft (assist by C. Joseph)
2:33.0,R. Gay misses 2-pt shot from 9 ft,,73-86,,
2:32.0,,,73-86,,Defensive rebound by A. Baynes
2:13.0,,,73-86,,Turnover by M. Ginobili (bad pass; steal by R. Sessions)
2:07.0,R. Sessions misses 2-pt shot from 8 ft,,73-86,,
2:05.0,Offensive rebound by R. Hollins,,73-86,,
2:05.0,,,73-86,,Personal foul by M. Bonner (drawn by R. Hollins)
2:05.0,C. Landry enters the game for R. Hollins,,73-86,,
1:56.0,B. McLemore makes 3-pt shot from 24 ft (assist by R. Sessions),3,76-86,,
1:41.0,,,76-86,,C. Joseph misses 2-pt shot from 15 ft
1:40.0,Defensive rebound by C. Landry,,76-86,,
1:21.0,R. Gay misses 2-pt shot from 6 ft,,76-86,,
1:20.0,,,76-86,,Defensive rebound by M. Bonner
1:05.0,,,76-86,,K. Leonard misses 2-pt shot from 9 ft
1:04.0,Defensive rebound by D. Williams,,76-86,,
0:55.0,D. Williams makes 2-pt shot from 3 ft,2,78-86,,
0:55.0,,,78-86,,San Antonio full timeout
0:54.0,O. Casspi enters the game for R. Gay,,78-86,,
0:54.0,,,78-86,,D. Green enters the game for K. Leonard
0:43.0,,,78-88,2,M. Ginobili makes 2-pt shot from 1 ft
0:28.0,C. Landry makes 2-pt shot from 17 ft (assist by R. Sessions),2,80-88,,
0:11.0,Personal foul by R. Sessions (drawn by M. Ginobili),,80-88,,
0:02.0,,,80-88,,M. Ginobili misses 3-pt shot from 25 ft
0:01.0,,,80-88,,Offensive rebound by C. Joseph
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,80-88,,D. Green misses 2-pt shot from 1 ft
11:48.0,Defensive rebound by C. Landry,,80-88,,
11:44.0,Turnover by B. McLemore (step out of bounds),,80-88,,
11:29.0,,,80-90,2,C. Joseph makes 2-pt shot from 3 ft (assist by M. Ginobili)
11:16.0,Turnover by C. Landry (traveling),,80-90,,
10:58.0,,,80-92,2,A. Baynes makes 2-pt shot at rim (assist by M. Ginobili)
10:46.0,,,80-92,,M. Belinelli enters the game for M. Ginobili
10:46.0,,,80-92,,T. Parker enters the game for C. Joseph
10:36.0,D. Williams misses 3-pt shot from 24 ft,,80-92,,
10:36.0,Offensive rebound by O. Casspi,,80-92,,
10:21.0,,,80-92,,Shooting block foul by D. Green (drawn by O. Casspi)
10:21.0,O. Casspi makes free throw 1 of 2,1,81-92,,
10:21.0,O. Casspi makes free throw 2 of 2,1,82-92,,
10:00.0,,,82-92,,M. Bonner misses 2-pt shot from 6 ft
9:59.0,Defensive rebound by C. Landry,,82-92,,
9:56.0,,,82-92,,Violation by D. Green (def goaltending)
9:56.0,R. Sessions makes 2-pt shot from 2 ft,2,84-92,,
9:39.0,,,84-92,,T. Parker misses 2-pt shot from 6 ft
9:37.0,Defensive rebound by B. McLemore,,84-92,,
9:33.0,R. Sessions misses 2-pt shot from 1 ft,,84-92,,
9:32.0,,,84-92,,Defensive rebound by M. Bonner
9:28.0,Shooting block foul by B. McLemore (drawn by T. Parker),,84-92,,
9:28.0,,,84-93,1,T. Parker makes free throw 1 of 2
9:28.0,,,84-93,,K. Leonard enters the game for D. Green
9:28.0,,,84-93,,B. Diaw enters the game for M. Bonner
9:28.0,,,84-94,1,T. Parker makes free throw 2 of 2
9:16.0,C. Landry misses 2-pt shot from 17 ft,,84-94,,
9:15.0,Offensive rebound by D. Williams,,84-94,,
9:04.0,O. Casspi misses 2-pt shot from 6 ft (block by K. Leonard),,84-94,,
9:03.0,,,84-94,,Defensive rebound by A. Baynes
9:01.0,Personal foul by R. Sessions (drawn by T. Parker),,84-94,,
8:48.0,,,84-96,2,A. Baynes makes 2-pt shot at rim
8:35.0,O. Casspi makes 2-pt shot at rim (assist by R. Sessions),2,86-96,,
8:15.0,,,86-98,2,K. Leonard makes 2-pt shot from 1 ft (assist by B. Diaw)
8:15.0,Sacramento full timeout,,86-98,,
8:15.0,D. Collison enters the game for R. Sessions,,86-98,,
8:15.0,R. Gay enters the game for O. Casspi,,86-98,,
7:55.0,C. Landry misses 2-pt shot from 1 ft,,86-98,,
7:54.0,,,86-98,,Defensive rebound by M. Belinelli
7:33.0,,,86-98,,B. Diaw misses 2-pt shot at rim
7:31.0,Defensive rebound by R. Gay,,86-98,,
7:27.0,D. Williams misses 2-pt shot from 1 ft,,86-98,,
7:25.0,,,86-98,,Defensive rebound by K. Leonard
7:20.0,,,86-98,,M. Belinelli misses 3-pt shot from 25 ft
7:19.0,Defensive rebound by D. Collison,,86-98,,
7:18.0,Turnover by D. Collison (bad pass; steal by K. Leonard),,86-98,,
7:17.0,Personal block foul by D. Collison (drawn by K. Leonard),,86-98,,
7:17.0,,,86-98,,T. Duncan enters the game for A. Baynes
7:17.0,J. Thompson enters the game for D. Williams,,86-98,,
7:06.0,,,86-100,2,B. Diaw makes 2-pt shot from 1 ft (assist by T. Parker)
6:45.0,Shooting foul by K. Leonard (drawn by R. Gay),,86-100,,
6:45.0,R. Gay makes free throw 1 of 2,1,87-100,,
6:45.0,R. Gay makes free throw 2 of 2,1,88-100,,
6:33.0,,,88-100,,T. Parker misses 2-pt shot from 19 ft
6:32.0,Defensive rebound by R. Gay,,88-100,,
6:24.0,R. Gay misses 3-pt shot from 26 ft,,88-100,,
6:23.0,Offensive rebound by Team,,88-100,,
6:20.0,Turnover by D. Collison (lost ball; steal by T. Parker),,88-100,,
6:17.0,,,88-102,2,T. Parker makes 2-pt shot from 1 ft
5:57.0,Turnover by B. McLemore (bad pass; steal by T. Duncan),,88-102,,
5:44.0,Personal foul by J. Thompson (drawn by T. Duncan),,88-102,,
5:44.0,Official timeout,,88-102,,
5:37.0,,,88-102,,M. Belinelli misses 2-pt shot from 18 ft
5:36.0,Defensive rebound by R. Gay,,88-102,,
5:16.0,R. Gay makes 3-pt shot from 25 ft,3,91-102,,
4:58.0,,,91-102,,K. Leonard misses 3-pt shot from 25 ft
4:57.0,Defensive rebound by C. Landry,,91-102,,
4:39.0,B. McLemore makes 3-pt shot from 23 ft (assist by R. Gay),3,94-102,,
4:24.0,,,94-102,,T. Parker misses 2-pt shot from 16 ft
4:23.0,Defensive rebound by J. Thompson,,94-102,,
4:09.0,R. Gay misses 2-pt shot from 2 ft,,94-102,,
4:08.0,,,94-102,,Defensive rebound by T. Duncan
3:58.0,,,94-104,2,T. Parker makes 2-pt shot from 3 ft (assist by K. Leonard)
3:49.0,D. Collison misses 2-pt shot from 2 ft,,94-104,,
3:48.0,,,94-104,,Defensive rebound by T. Duncan
3:41.0,,,94-104,,M. Belinelli misses 3-pt shot from 23 ft
3:39.0,Defensive rebound by J. Thompson,,94-104,,
3:30.0,,,94-104,,Personal foul by T. Duncan (drawn by C. Landry)
3:30.0,,,94-104,,M. Ginobili enters the game for M. Belinelli
3:21.0,C. Landry misses 2-pt shot from 21 ft,,94-104,,
3:19.0,,,94-104,,Defensive rebound by M. Ginobili
3:05.0,,,94-104,,B. Diaw misses 3-pt shot from 25 ft
3:03.0,Defensive rebound by D. Collison,,94-104,,
2:50.0,C. Landry misses 2-pt shot from 2 ft,,94-104,,
2:48.0,,,94-104,,Defensive rebound by T. Parker
2:27.0,,,94-107,3,K. Leonard makes 3-pt shot from 23 ft (assist by T. Duncan)
2:26.0,Sacramento full timeout,,94-107,,
2:26.0,,,94-107,,San Antonio full timeout
2:06.0,C. Landry misses 2-pt shot from 1 ft (block by K. Leonard),,94-107,,
2:05.0,Offensive rebound by C. Landry,,94-107,,
2:04.0,Shooting foul by T. Duncan (drawn by C. Landry),,94-107,,
2:04.0,C. Landry makes free throw 1 of 2,1,95-107,,
2:04.0,C. Landry makes free throw 2 of 2,1,96-107,,
1:51.0,,,96-109,2,T. Duncan makes 2-pt shot from 1 ft (assist by M. Ginobili)
1:32.0,D. Collison makes 3-pt shot from 26 ft (assist by C. Landry),3,99-109,,
1:14.0,,,99-109,,B. Diaw misses 3-pt shot from 25 ft
1:13.0,Defensive rebound by R. Gay,,99-109,,
1:07.0,R. Gay makes 2-pt shot from 12 ft,2,101-109,,
0:54.0,,,101-109,,T. Parker misses 2-pt shot from 9 ft
0:53.0,Defensive rebound by C. Landry,,101-109,,
0:52.0,,,101-109,,Personal foul by M. Ginobili (drawn by D. Collison)
0:52.0,D. Collison makes free throw 1 of 2,1,102-109,,
