time,Milwaukee,pts.away,score,pts.home,Chicago
10:43.0,,,53-62,2,J. Butler makes 2-pt shot from 2 ft (assist by M. Dunleavy)
10:28.0,Offensive charge foul by E. Ilyasova,,53-62,,
10:28.0,Turnover by E. Ilyasova (offensive foul),,53-62,,
10:12.0,,,53-62,,P. Gasol misses 2-pt shot from 22 ft
10:11.0,Defensive rebound by M. Carter-Williams,,53-62,,
10:02.0,E. Ilyasova makes 2-pt shot from 22 ft (assist by M. Carter-Williams),2,55-62,,
9:45.0,,,55-62,,Turnover by J. Butler (bad pass; steal by Z. Pachulia)
9:42.0,Z. Pachulia misses 2-pt shot from 2 ft (block by P. Gasol),,55-62,,
9:42.0,Offensive rebound by Team,,55-62,,
9:39.0,K. Middleton makes 2-pt shot from 17 ft (assist by G. Antetokounmpo),2,57-62,,
9:33.0,Personal foul by Z. Pachulia (drawn by P. Gasol),,57-62,,
9:24.0,,,57-62,,P. Gasol misses 2-pt shot from 10 ft
9:23.0,Defensive rebound by G. Antetokounmpo,,57-62,,
9:16.0,K. Middleton misses 2-pt shot from 18 ft,,57-62,,
9:15.0,,,57-62,,Defensive rebound by Team
9:15.0,Loose ball foul by Z. Pachulia (drawn by D. Rose),,57-62,,
9:15.0,J. Henson enters the game for Z. Pachulia,,57-62,,
9:05.0,Personal foul by K. Middleton (drawn by M. Dunleavy),,57-62,,
8:49.0,,,57-62,,D. Rose misses 3-pt shot from 26 ft
8:46.0,,,57-62,,Offensive rebound by J. Noah
8:46.0,,,57-62,,J. Noah misses 2-pt shot from 2 ft
8:45.0,Defensive rebound by E. Ilyasova,,57-62,,
8:37.0,K. Middleton makes 2-pt shot from 1 ft (assist by M. Carter-Williams),2,59-62,,
8:35.0,,,59-62,,Chicago full timeout
8:22.0,,,59-64,2,J. Noah makes 2-pt shot from 2 ft (assist by J. Butler)
8:08.0,K. Middleton misses 3-pt shot from 24 ft,,59-64,,
8:07.0,,,59-64,,Defensive rebound by J. Butler
8:01.0,,,59-64,,Shooting foul by G. Antetokounmpo (drawn by J. Butler)
8:01.0,,,59-65,1,J. Butler makes free throw 1 of 2
8:01.0,,,59-66,1,J. Butler makes free throw 2 of 2
7:44.0,K. Middleton misses 2-pt shot from 2 ft,,59-66,,
7:41.0,,,59-66,,Defensive rebound by M. Dunleavy
7:30.0,,,59-66,,Turnover by M. Dunleavy (lost ball)
7:30.0,O. Mayo enters the game for G. Antetokounmpo,,59-66,,
7:19.0,M. Carter-Williams misses 2-pt shot from 20 ft,,59-66,,
7:18.0,,,59-66,,Defensive rebound by P. Gasol
7:02.0,,,59-69,3,D. Rose makes 3-pt shot from 25 ft (assist by M. Dunleavy)
6:39.0,O. Mayo makes 3-pt shot from 23 ft (assist by E. Ilyasova),3,62-69,,
6:23.0,,,62-69,,D. Rose misses 2-pt shot from 2 ft (block by M. Carter-Williams)
6:23.0,,,62-69,,Offensive rebound by Team
6:14.0,,,62-72,3,D. Rose makes 3-pt shot from 27 ft
5:55.0,Shooting foul by J. Noah (drawn by E. Ilyasova),,62-72,,
5:55.0,E. Ilyasova makes free throw 1 of 2,1,63-72,,
5:55.0,E. Ilyasova makes free throw 2 of 2,1,64-72,,
5:42.0,,,64-74,2,J. Noah makes 2-pt shot at rim (assist by J. Butler)
5:29.0,E. Ilyasova misses 3-pt shot from 25 ft,,64-74,,
5:28.0,,,64-74,,Defensive rebound by P. Gasol
5:18.0,,,64-74,,D. Rose misses 2-pt shot from 2 ft
5:17.0,Defensive rebound by M. Carter-Williams,,64-74,,
5:13.0,,,64-74,,Personal foul by J. Noah (drawn by M. Carter-Williams)
5:13.0,J. Bayless enters the game for K. Middleton,,64-74,,
5:00.0,J. Henson makes 2-pt shot at rim (assist by O. Mayo),2,66-74,,
4:33.0,,,66-77,3,D. Rose makes 3-pt shot from 26 ft (assist by J. Butler)
4:15.0,Turnover by J. Henson (bad pass),,66-77,,
4:09.0,,,66-77,,Turnover by P. Gasol (bad pass; steal by M. Carter-Williams)
4:04.0,M. Carter-Williams misses 2-pt shot from 2 ft,,66-77,,
4:02.0,Offensive rebound by J. Henson,,66-77,,
4:02.0,J. Henson makes 2-pt shot at rim,2,68-77,,
3:45.0,,,68-79,2,P. Gasol makes 2-pt shot from 20 ft (assist by M. Dunleavy)
3:29.0,M. Carter-Williams misses 2-pt shot from 2 ft,,68-79,,
3:28.0,,,68-79,,Defensive rebound by J. Noah
3:26.0,Personal foul by O. Mayo (drawn by D. Rose),,68-79,,
3:26.0,,,68-80,1,D. Rose makes free throw 1 of 2
3:26.0,,,68-80,,T. Gibson enters the game for J. Noah
3:26.0,,,68-81,1,D. Rose makes free throw 2 of 2
3:05.0,E. Ilyasova misses 2-pt shot from 20 ft,,68-81,,
3:04.0,,,68-81,,Defensive rebound by M. Dunleavy
3:01.0,,,68-81,,Offensive charge foul by T. Gibson
3:01.0,,,68-81,,Turnover by T. Gibson (offensive foul)
3:01.0,,,68-81,,A. Brooks enters the game for D. Rose
3:01.0,Milwaukee full timeout,,68-81,,
3:01.0,K. Middleton enters the game for E. Ilyasova,,68-81,,
3:01.0,J. Dudley enters the game for M. Carter-Williams,,68-81,,
2:52.0,O. Mayo misses 2-pt shot from 3 ft,,68-81,,
2:50.0,,,68-81,,Defensive rebound by M. Dunleavy
2:44.0,Personal foul by J. Bayless (drawn by T. Gibson),,68-81,,
2:44.0,,,68-82,1,T. Gibson makes free throw 1 of 2
2:44.0,,,68-82,,T. Gibson misses free throw 2 of 2
2:42.0,Defensive rebound by J. Dudley,,68-82,,
2:33.0,O. Mayo misses 2-pt shot from 2 ft,,68-82,,
2:31.0,,,68-82,,Defensive rebound by M. Dunleavy
2:21.0,,,68-82,,J. Butler misses 2-pt shot from 20 ft
2:20.0,Defensive rebound by O. Mayo,,68-82,,
2:12.0,K. Middleton makes 3-pt shot from 23 ft (assist by J. Bayless),3,71-82,,
1:51.0,,,71-82,,J. Butler misses 3-pt shot from 23 ft
1:50.0,,,71-82,,Offensive rebound by T. Gibson
1:37.0,,,71-82,,P. Gasol misses 2-pt shot from 12 ft
1:36.0,Defensive rebound by O. Mayo,,71-82,,
1:31.0,Turnover by O. Mayo (bad pass; steal by T. Gibson),,71-82,,
1:27.0,,,71-82,,J. Butler misses 2-pt shot from 1 ft
1:25.0,,,71-82,,Offensive rebound by T. Gibson
1:25.0,,,71-84,2,T. Gibson makes 2-pt shot from 2 ft
1:05.0,J. Henson makes 2-pt shot from 2 ft (assist by J. Bayless),2,73-84,,
1:05.0,Shooting foul by P. Gasol (drawn by J. Henson),,73-84,,
1:05.0,,,73-84,,T. Snell enters the game for J. Butler
1:05.0,J. Henson misses free throw 1 of 1,,73-84,,
1:03.0,,,73-84,,Defensive rebound by A. Brooks
0:42.0,,,73-86,2,T. Gibson makes 2-pt shot at rim (assist by P. Gasol)
0:35.0,Shooting foul by A. Brooks (drawn by J. Henson),,73-86,,
0:35.0,J. Henson makes free throw 1 of 2,1,74-86,,
0:35.0,J. Henson makes free throw 2 of 2,1,75-86,,
0:27.0,,,75-86,,A. Brooks misses 2-pt shot from 14 ft (block by J. Bayless)
0:27.0,,,75-86,,Offensive rebound by Team
0:13.0,,,75-86,,P. Gasol misses 2-pt shot from 4 ft
0:11.0,Defensive rebound by J. Bayless,,75-86,,
0:03.0,K. Middleton misses 3-pt shot from 26 ft,,75-86,,
0:02.0,,,75-86,,Defensive rebound by P. Gasol
0:00.0,,,75-86,,A. Brooks misses 3-pt shot from 47 ft
0:00.0,,,75-86,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,J. Dudley misses 2-pt shot from 20 ft,,75-86,,
11:39.0,,,75-86,,Defensive rebound by T. Gibson
11:16.0,,,75-86,,T. Gibson misses 2-pt shot from 15 ft
11:15.0,Defensive rebound by O. Mayo,,75-86,,
11:06.0,Turnover by J. Henson (lost ball; steal by J. Noah),,75-86,,
10:57.0,,,75-86,,T. Snell misses 3-pt shot from 25 ft
10:56.0,Defensive rebound by O. Mayo,,75-86,,
10:47.0,J. Bayless misses 2-pt shot from 21 ft,,75-86,,
10:46.0,Offensive rebound by J. Dudley,,75-86,,
10:42.0,K. Middleton misses 3-pt shot from 26 ft,,75-86,,
10:41.0,,,75-86,,Defensive rebound by N. Mirotic
10:29.0,,,75-89,3,A. Brooks makes 3-pt shot from 25 ft
10:14.0,J. Bayless makes 2-pt shot from 21 ft,2,77-89,,
9:58.0,Personal foul by J. Bayless (drawn by A. Brooks),,77-89,,
9:48.0,,,77-91,2,T. Snell makes 2-pt shot from 6 ft (assist by J. Noah)
9:29.0,O. Mayo misses 2-pt shot from 14 ft,,77-91,,
9:28.0,Offensive rebound by J. Henson,,77-91,,
9:26.0,J. Dudley misses 3-pt shot from 25 ft,,77-91,,
9:25.0,,,77-91,,Defensive rebound by A. Brooks
9:10.0,,,77-91,,T. Snell misses 3-pt shot from 25 ft
9:09.0,,,77-91,,Offensive rebound by T. Gibson
9:07.0,,,77-91,,T. Gibson misses 2-pt shot from 2 ft
9:05.0,Defensive rebound by J. Henson,,77-91,,
9:02.0,Shooting foul by J. Noah (drawn by J. Bayless),,77-91,,
9:02.0,J. Bayless makes free throw 1 of 2,1,78-91,,
9:02.0,Z. Pachulia enters the game for J. Henson,,78-91,,
9:02.0,J. Bayless makes free throw 2 of 2,1,79-91,,
8:47.0,,,79-91,,Chicago full timeout
8:47.0,G. Antetokounmpo enters the game for J. Dudley,,79-91,,
8:40.0,,,79-91,,Shooting foul by J. Bayless (drawn by A. Brooks)
8:40.0,,,79-91,,A. Brooks misses free throw 1 of 2
8:40.0,,,79-91,,Offensive rebound by Team
