time,Indiana,pts.away,score,pts.home,Cleveland
4:58.0,,,36-41,,L. James misses 2-pt shot from 10 ft
4:57.0,Defensive rebound by L. Scola,,36-41,,
4:40.0,S. Hill makes 3-pt shot from 25 ft (assist by L. Scola),3,39-41,,
4:22.0,,,39-43,2,K. Irving makes 2-pt shot from 12 ft
4:07.0,L. Scola misses 2-pt shot from 7 ft,,39-43,,
4:06.0,,,39-43,,Defensive rebound by L. James
3:58.0,,,39-46,3,K. Irving makes 3-pt shot from 27 ft (assist by L. James)
3:56.0,Indiana full timeout,,39-46,,
3:56.0,D. West enters the game for L. Scola,,39-46,,
3:36.0,D. West makes 2-pt shot from 17 ft (assist by R. Stuckey),2,41-46,,
3:09.0,,,41-48,2,K. Love makes 2-pt shot at rim
2:59.0,D. Sloan misses 2-pt shot from 3 ft (block by K. Irving),,41-48,,
2:59.0,Offensive rebound by Team,,41-48,,
2:48.0,D. West makes 2-pt shot from 14 ft (assist by S. Hill),2,43-48,,
2:33.0,Personal foul by R. Stuckey (drawn by K. Love),,43-48,,
2:33.0,,,43-49,1,K. Love makes free throw 1 of 2
2:33.0,,,43-50,1,K. Love makes free throw 2 of 2
2:18.0,S. Hill misses 3-pt shot from 25 ft,,43-50,,
2:17.0,,,43-50,,Defensive rebound by K. Irving
2:11.0,,,43-50,,K. Irving misses 3-pt shot from 28 ft
2:10.0,Defensive rebound by I. Mahinmi,,43-50,,
1:55.0,D. West misses 2-pt shot from 9 ft,,43-50,,
1:54.0,Offensive rebound by S. Hill,,43-50,,
1:54.0,S. Hill misses 2-pt shot at rim,,43-50,,
1:51.0,Offensive rebound by S. Hill,,43-50,,
1:51.0,S. Hill makes 2-pt shot from 1 ft,2,45-50,,
1:36.0,,,45-50,,S. Marion misses 2-pt shot from 3 ft
1:36.0,,,45-50,,Offensive rebound by T. Thompson
1:36.0,,,45-50,,T. Thompson misses 2-pt shot at rim
1:35.0,Defensive rebound by Team,,45-50,,
1:35.0,,,45-50,,Loose ball foul by T. Thompson (drawn by I. Mahinmi)
1:14.0,I. Mahinmi makes 2-pt shot from 6 ft (assist by D. Sloan),2,47-50,,
0:55.0,,,47-50,,L. James misses 2-pt shot from 16 ft
0:53.0,Defensive rebound by R. Stuckey,,47-50,,
0:48.0,D. Sloan makes 2-pt shot at rim,2,49-50,,
0:34.0,,,49-50,,L. James misses 2-pt shot from 5 ft
0:32.0,Defensive rebound by S. Hill,,49-50,,
0:27.0,D. Sloan misses 2-pt shot from 2 ft (block by K. Irving),,49-50,,
0:25.0,,,49-50,,Defensive rebound by K. Love
0:24.0,,,49-50,,Shooting foul by S. Hill (drawn by L. James)
0:24.0,,,49-52,2,L. James makes 2-pt shot from 1 ft (assist by K. Love)
0:24.0,,,49-52,,L. Amundson enters the game for K. Love
0:24.0,C. Copeland enters the game for S. Hill,,49-52,,
0:24.0,C. Miles enters the game for R. Stuckey,,49-52,,
0:24.0,,,49-52,,J. Harris enters the game for T. Thompson
0:24.0,,,49-52,,L. James misses free throw 1 of 1
0:23.0,Defensive rebound by D. West,,49-52,,
0:02.0,D. Sloan misses 2-pt shot from 9 ft,,49-52,,
0:01.0,,,49-52,,Defensive rebound by S. Marion
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,Turnover by R. Stuckey (traveling),,49-52,,
11:25.0,,,49-54,2,K. Love makes 2-pt shot from 17 ft
11:20.0,Turnover by S. Hill (bad pass; steal by K. Love),,49-54,,
11:11.0,,,49-56,2,T. Thompson makes 2-pt shot at rim (assist by K. Irving)
10:53.0,,,49-56,,Violation by K. Love (kicked ball)
10:43.0,D. Sloan misses 3-pt shot from 23 ft,,49-56,,
10:41.0,,,49-56,,Defensive rebound by K. Irving
10:36.0,,,49-58,2,S. Marion makes 2-pt shot at rim (assist by L. James)
10:16.0,D. West misses 2-pt shot from 5 ft,,49-58,,
10:13.0,Offensive rebound by D. West,,49-58,,
10:13.0,D. West makes 2-pt shot at rim,2,51-58,,
10:00.0,,,51-61,3,K. Irving makes 3-pt shot from 25 ft (assist by L. James)
9:47.0,R. Stuckey makes 2-pt shot from 16 ft (assist by D. Sloan),2,53-61,,
9:47.0,Shooting foul by S. Marion (drawn by R. Stuckey),,53-61,,
9:47.0,R. Stuckey makes free throw 1 of 1,1,54-61,,
9:41.0,,,54-61,,Shooting foul by D. West (drawn by T. Thompson)
9:41.0,,,54-62,1,T. Thompson makes free throw 1 of 2
9:41.0,,,54-63,1,T. Thompson makes free throw 2 of 2
9:17.0,D. West misses 2-pt shot from 16 ft,,54-63,,
9:17.0,,,54-63,,Defensive rebound by Team
9:08.0,,,54-63,,Shooting foul by D. West (drawn by K. Love)
9:08.0,,,54-63,,K. Love misses free throw 1 of 3
9:08.0,,,54-63,,Offensive rebound by Team
9:08.0,,,54-64,1,K. Love makes free throw 2 of 3
9:08.0,,,54-65,1,K. Love makes free throw 3 of 3
8:46.0,D. West misses 2-pt shot from 8 ft,,54-65,,
8:44.0,,,54-65,,Defensive rebound by S. Marion
8:31.0,,,54-67,2,T. Thompson makes 2-pt shot from 8 ft (assist by S. Marion)
8:29.0,Indiana full timeout,,54-67,,
8:16.0,S. Hill makes 3-pt shot from 26 ft (assist by R. Stuckey),3,57-67,,
7:52.0,,,57-67,,T. Thompson misses 2-pt shot from 7 ft
7:49.0,,,57-67,,Offensive rebound by T. Thompson
7:49.0,,,57-67,,T. Thompson misses 2-pt shot from 1 ft
7:47.0,Defensive rebound by I. Mahinmi,,57-67,,
7:40.0,I. Mahinmi misses 2-pt shot from 7 ft,,57-67,,
7:38.0,,,57-67,,Defensive rebound by T. Thompson
7:29.0,,,57-67,,Shooting foul by S. Hill (drawn by T. Thompson)
7:29.0,,,57-68,1,T. Thompson makes free throw 1 of 2
7:29.0,,,57-68,,T. Thompson misses free throw 2 of 2
7:28.0,Defensive rebound by D. West,,57-68,,
7:05.0,S. Hill misses 3-pt shot from 25 ft,,57-68,,
7:03.0,,,57-68,,Defensive rebound by K. Love
6:58.0,,,57-68,,L. James misses 2-pt shot from 1 ft (block by S. Hill)
6:56.0,Defensive rebound by I. Mahinmi,,57-68,,
6:48.0,R. Stuckey makes 2-pt shot from 6 ft (assist by D. Sloan),2,59-68,,
6:39.0,,,59-68,,K. Irving misses 2-pt shot from 4 ft
6:39.0,,,59-68,,Offensive rebound by Team
6:31.0,Personal foul by R. Stuckey (drawn by T. Thompson),,59-68,,
6:30.0,,,59-68,,T. Thompson misses 2-pt shot from 14 ft
6:28.0,Defensive rebound by Team,,59-68,,
6:15.0,Shooting foul by K. Love (drawn by I. Mahinmi),,59-68,,
6:15.0,I. Mahinmi misses free throw 1 of 2,,59-68,,
6:15.0,Offensive rebound by Team,,59-68,,
6:15.0,I. Mahinmi misses free throw 2 of 2,,59-68,,
6:13.0,,,59-68,,Defensive rebound by K. Love
5:59.0,,,59-70,2,L. James makes 2-pt shot from 15 ft
5:45.0,S. Hill makes 2-pt shot at rim,2,61-70,,
5:33.0,,,61-72,2,L. James makes 2-pt shot from 1 ft
5:23.0,D. Sloan misses 2-pt shot from 1 ft,,61-72,,
5:20.0,,,61-72,,Defensive rebound by K. Irving
5:16.0,Personal foul by D. West (drawn by K. Irving),,61-72,,
5:16.0,,,61-73,1,K. Irving makes free throw 1 of 2
5:16.0,L. Scola enters the game for D. West,,61-73,,
5:16.0,,,61-73,,K. Irving misses free throw 2 of 2
5:14.0,Defensive rebound by I. Mahinmi,,61-73,,
4:59.0,D. Sloan misses 3-pt shot from 25 ft,,61-73,,
4:58.0,,,61-73,,Defensive rebound by K. Irving
4:53.0,,,61-75,2,S. Marion makes 2-pt shot from 2 ft (assist by K. Irving)
4:40.0,Shooting foul by T. Thompson (drawn by S. Hill),,61-75,,
4:40.0,S. Hill misses free throw 1 of 2,,61-75,,
4:40.0,Offensive rebound by Team,,61-75,,
4:40.0,L. Allen enters the game for I. Mahinmi,,61-75,,
4:40.0,C. Miles enters the game for R. Stuckey,,61-75,,
4:40.0,S. Hill makes free throw 2 of 2,1,62-75,,
4:25.0,,,62-77,2,K. Love makes 2-pt shot from 10 ft (assist by S. Marion)
4:09.0,C. Miles misses 3-pt shot from 27 ft,,62-77,,
4:08.0,Offensive rebound by Team,,62-77,,
4:06.0,C. Copeland enters the game for S. Hill,,62-77,,
4:06.0,,,62-77,,L. Amundson enters the game for T. Thompson
3:52.0,L. Allen makes 2-pt shot from 17 ft (assist by D. Sloan),2,64-77,,
3:33.0,C. Watson enters the game for D. Sloan,,64-77,,
3:28.0,,,64-79,2,L. James makes 2-pt shot from 1 ft
3:11.0,L. Allen misses 2-pt shot from 6 ft,,64-79,,
3:09.0,,,64-79,,Defensive rebound by K. Irving
3:01.0,,,64-82,3,S. Marion makes 3-pt shot from 22 ft (assist by L. James)
2:38.0,L. Scola makes 2-pt shot from 7 ft,2,66-82,,
2:32.0,,,66-82,,Turnover by K. Irving (lost ball; steal by C. Miles)
2:31.0,Turnover by C. Miles (step out of bounds),,66-82,,
2:31.0,,,66-82,,Cleveland full timeout
2:31.0,,,66-82,,W. Cherry enters the game for K. Irving
2:11.0,,,66-84,2,L. James makes 2-pt shot from 3 ft
2:11.0,,,66-84,,Shooting foul by C. Miles (drawn by L. James)
2:11.0,,,66-85,1,L. James makes free throw 1 of 1
1:56.0,C. Copeland makes 3-pt shot from 25 ft (assist by C. Watson),3,69-85,,
1:17.0,C. Miles misses 2-pt shot from 21 ft,,69-85,,
1:16.0,Offensive rebound by L. Scola,,69-85,,
1:14.0,L. Scola misses 2-pt shot from 3 ft (block by S. Marion),,69-85,,
1:11.0,Offensive rebound by L. Allen,,69-85,,
1:10.0,L. Allen misses 2-pt shot from 6 ft,,69-85,,
1:07.0,Offensive rebound by L. Allen,,69-85,,
1:06.0,L. Scola makes 2-pt shot at rim (assist by C. Watson),2,71-85,,
0:52.0,,,71-87,2,L. James makes 2-pt shot from 17 ft
0:32.0,L. Scola misses 3-pt shot from 24 ft,,71-87,,
0:31.0,,,71-87,,Defensive rebound by K. Love
0:08.0,,,71-87,,L. James misses 2-pt shot from 13 ft
0:06.0,Defensive rebound by L. Allen,,71-87,,
0:02.0,Turnover by C. Copeland (bad pass; steal by W. Cherry),,71-87,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,71-87,,K. Irving misses 3-pt shot from 26 ft
11:41.0,Defensive rebound by C. Copeland,,71-87,,
11:35.0,L. Allen makes 2-pt shot at rim (assist by S. Hill),2,73-87,,
11:16.0,,,73-87,,D. Waiters misses 2-pt shot from 18 ft
11:15.0,Defensive rebound by C. Miles,,73-87,,
11:10.0,C. Miles misses 2-pt shot at rim,,73-87,,
11:10.0,,,73-87,,Defensive rebound by T. Thompson
11:10.0,Personal foul by L. Allen (drawn by T. Thompson),,73-87,,
10:54.0,,,73-90,3,J. Harris makes 3-pt shot from 25 ft (assist by T. Thompson)
10:33.0,C. Copeland makes 2-pt shot from 2 ft (assist by L. Allen),2,75-90,,
10:14.0,,,75-92,2,K. Irving makes 2-pt shot from 14 ft
10:14.0,,,75-92,,Shooting foul by L. Allen (drawn by K. Irving)
10:14.0,,,75-93,1,K. Irving makes free throw 1 of 1
10:03.0,Shooting foul by L. Amundson (drawn by R. Stuckey),,75-93,,
10:03.0,R. Stuckey makes free throw 1 of 2,1,76-93,,
10:03.0,R. Stuckey makes free throw 2 of 2,1,77-93,,
9:40.0,,,77-93,,K. Irving misses 3-pt shot from 25 ft
9:39.0,Defensive rebound by C. Miles,,77-93,,
9:39.0,,,77-93,,Personal foul by J. Harris (drawn by C. Miles)
9:27.0,S. Hill misses 2-pt shot from 18 ft,,77-93,,
9:26.0,,,77-93,,Defensive rebound by K. Irving
9:10.0,,,77-95,2,K. Irving makes 2-pt shot from 1 ft
9:00.0,Shooting foul by L. Amundson (drawn by R. Stuckey),,77-95,,
9:00.0,R. Stuckey makes free throw 1 of 2,1,78-95,,
9:00.0,D. West enters the game for L. Allen,,78-95,,
9:00.0,R. Stuckey makes free throw 2 of 2,1,79-95,,
8:44.0,,,79-95,,Shooting foul by S. Hill (drawn by D. Waiters)
8:44.0,Official timeout,,79-95,,
8:44.0,,,79-95,,S. Marion enters the game for L. Amundson
8:44.0,,,79-96,1,D. Waiters makes free throw 1 of 2
8:44.0,,,79-97,1,D. Waiters makes free throw 2 of 2
8:27.0,C. Miles misses 3-pt shot from 25 ft,,79-97,,
8:26.0,,,79-97,,Defensive rebound by T. Thompson
8:09.0,,,79-97,,D. Waiters misses 2-pt shot from 19 ft
8:09.0,Defensive rebound by C. Miles,,79-97,,
7:58.0,R. Stuckey misses 2-pt shot from 13 ft,,79-97,,
7:57.0,,,79-97,,Defensive rebound by T. Thompson
7:48.0,,,79-97,,S. Marion misses 3-pt shot from 26 ft
7:47.0,Defensive rebound by D. West,,79-97,,
7:30.0,S. Hill misses 2-pt shot from 11 ft,,79-97,,
7:28.0,,,79-97,,Defensive rebound by J. Harris
7:07.0,,,79-97,,K. Irving misses 2-pt shot from 2 ft
7:05.0,,,79-97,,Offensive rebound by T. Thompson
7:05.0,,,79-97,,Shooting foul by D. West (drawn by T. Thompson)
7:05.0,,,79-97,,T. Thompson misses free throw 1 of 2
7:05.0,,,79-97,,Offensive rebound by Team
7:05.0,,,79-97,,K. Love enters the game for J. Harris
7:05.0,I. Mahinmi enters the game for C. Miles,,79-97,,
7:05.0,,,79-97,,T. Thompson misses free throw 2 of 2
7:05.0,Defensive rebound by I. Mahinmi,,79-97,,
6:48.0,I. Mahinmi misses 2-pt shot from 5 ft,,79-97,,
6:47.0,,,79-97,,Defensive rebound by K. Love
6:34.0,,,79-99,2,T. Thompson makes 2-pt shot at rim (assist by K. Love)
6:33.0,Indiana full timeout,,79-99,,
6:33.0,C. Watson enters the game for D. West,,79-99,,
6:33.0,D. Rudez enters the game for R. Stuckey,,79-99,,
6:33.0,S. Whittington enters the game for C. Copeland,,79-99,,
6:20.0,D. Rudez misses 2-pt shot from 21 ft,,79-99,,
6:18.0,,,79-99,,Defensive rebound by K. Irving
6:08.0,,,79-99,,Turnover by K. Love (traveling)
6:08.0,,,79-99,,W. Cherry enters the game for S. Marion
6:08.0,,,79-99,,J. Harris enters the game for K. Irving
6:00.0,C. Watson makes 2-pt shot at rim (assist by S. Hill),2,81-99,,
6:00.0,Shooting foul by W. Cherry (drawn by C. Watson),,81-99,,
6:00.0,,,81-99,,L. Amundson enters the game for K. Love
6:00.0,C. Watson makes free throw 1 of 1,1,82-99,,
5:40.0,,,82-99,,Shooting foul by I. Mahinmi (drawn by W. Cherry)
5:40.0,,,82-99,,W. Cherry misses free throw 1 of 2
5:40.0,,,82-99,,Offensive rebound by Team
5:40.0,,,82-99,,W. Cherry misses free throw 2 of 2
5:39.0,Defensive rebound by S. Whittington,,82-99,,
5:21.0,S. Whittington misses 2-pt shot from 5 ft (block by T. Thompson),,82-99,,
5:20.0,,,82-99,,Defensive rebound by J. Harris
5:08.0,,,82-101,2,D. Waiters makes 2-pt shot from 17 ft
4:47.0,S. Hill misses 2-pt shot from 6 ft,,82-101,,
4:44.0,Offensive rebound by I. Mahinmi,,82-101,,
4:44.0,I. Mahinmi misses 2-pt shot from 1 ft,,82-101,,
4:43.0,Offensive rebound by S. Whittington,,82-101,,
4:42.0,S. Whittington makes 2-pt shot from 1 ft,2,84-101,,
4:22.0,,,84-101,,Turnover by L. Amundson (3 sec)
4:13.0,,,84-101,,Personal foul by J. Harris (drawn by D. Rudez)
4:13.0,D. Rudez misses free throw 1 of 2,,84-101,,
4:13.0,Offensive rebound by Team,,84-101,,
4:13.0,D. Rudez makes free throw 2 of 2,1,85-101,,
3:52.0,,,85-101,,W. Cherry misses 2-pt shot from 1 ft
3:51.0,,,85-101,,Offensive rebound by L. Amundson
3:51.0,,,85-101,,Shooting foul by I. Mahinmi (drawn by L. Amundson)
3:51.0,,,85-103,2,L. Amundson makes 2-pt shot at rim
3:51.0,,,85-103,,L. Amundson misses free throw 1 of 1
3:50.0,,,85-103,,Offensive rebound by J. Harris
3:49.0,,,85-105,2,J. Harris makes 2-pt shot from 1 ft
3:24.0,I. Mahinmi misses 2-pt shot from 5 ft,,85-105,,
3:23.0,Offensive rebound by S. Whittington,,85-105,,
3:22.0,Turnover by Team (shot clock),,85-105,,
3:09.0,,,85-105,,W. Cherry misses 3-pt shot from 25 ft
