time,Miami,pts.away,score,pts.home,Detroit
2:49.0,,,17-26,,Detroit full timeout
2:49.0,,,17-26,,T. Prince enters the game for A. Tolliver
2:39.0,,,17-26,,Personal foul by C. Butler (drawn by L. Deng)
2:39.0,L. Deng makes free throw 1 of 2,1,18-26,,
2:39.0,L. Deng makes free throw 2 of 2,1,19-26,,
2:26.0,,,19-26,,J. Lucas III misses 2-pt shot from 16 ft
2:24.0,,,19-26,,Offensive rebound by T. Prince
2:20.0,,,19-26,,T. Prince misses 3-pt shot from 23 ft
2:19.0,Defensive rebound by M. Chalmers,,19-26,,
2:04.0,C. Andersen makes 2-pt shot at rim (assist by H. Walker),2,21-26,,
1:37.0,,,21-28,2,J. Lucas III makes 2-pt shot from 15 ft
1:19.0,M. Chalmers makes 3-pt shot from 23 ft (assist by L. Deng),3,24-28,,
0:56.0,,,24-28,,Shooting foul by H. Walker (drawn by T. Prince)
0:56.0,,,24-28,,T. Prince misses free throw 1 of 2
0:56.0,,,24-28,,Offensive rebound by Team
0:56.0,,,24-29,1,T. Prince makes free throw 2 of 2
0:37.0,H. Walker misses 3-pt shot from 26 ft,,24-29,,
0:36.0,,,24-29,,Defensive rebound by A. Drummond
0:29.0,,,24-29,,Turnover by J. Lucas III (bad pass)
0:09.0,Turnover by C. Andersen (bad pass; steal by T. Prince),,24-29,,
0:09.0,Personal foul by M. Chalmers (drawn by T. Prince),,24-29,,
0:09.0,,,24-29,,T. Prince misses free throw 1 of 2
0:09.0,,,24-29,,Offensive rebound by Team
0:09.0,,,24-29,,A. Tolliver enters the game for C. Butler
0:09.0,,,24-29,,T. Prince misses free throw 2 of 2
0:08.0,Defensive rebound by H. Walker,,24-29,,
0:01.0,H. Walker misses 3-pt shot from 26 ft,,24-29,,
0:00.0,Offensive rebound by Team,,24-29,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,Turnover by C. Andersen (offensive goaltending),,24-29,,
11:28.0,,,24-31,2,J. Meeks makes 2-pt shot from 16 ft (assist by T. Prince)
11:16.0,G. Dragic makes 2-pt shot from 6 ft,2,26-31,,
11:05.0,,,26-31,,T. Prince misses 2-pt shot from 5 ft
11:04.0,,,26-31,,Offensive rebound by T. Prince
11:03.0,,,26-31,,T. Prince misses 2-pt shot at rim
11:03.0,,,26-31,,Offensive rebound by Team
10:56.0,,,26-31,,A. Tolliver misses 3-pt shot from 24 ft
10:54.0,Defensive rebound by D. Wade,,26-31,,
10:47.0,D. Wade makes 2-pt shot from 16 ft,2,28-31,,
10:33.0,,,28-31,,Turnover by J. Lucas III (bad pass; steal by M. Chalmers)
10:28.0,M. Chalmers makes 2-pt shot at rim (assist by G. Dragic),2,30-31,,
10:20.0,,,30-31,,Detroit full timeout
10:06.0,,,30-31,,T. Prince misses 2-pt shot from 16 ft
10:05.0,Defensive rebound by H. Walker,,30-31,,
9:41.0,D. Wade makes 2-pt shot from 16 ft,2,32-31,,
9:31.0,,,32-31,,Turnover by J. Meeks (bad pass)
9:31.0,,,32-31,,R. Jackson enters the game for J. Lucas III
9:16.0,G. Dragic makes 2-pt shot from 15 ft,2,34-31,,
9:11.0,Personal foul by M. Chalmers (drawn by J. Anthony),,34-31,,
9:11.0,L. Deng enters the game for H. Walker,,34-31,,
9:11.0,T. Johnson enters the game for M. Chalmers,,34-31,,
8:59.0,,,34-33,2,J. Anthony makes 2-pt shot at rim (assist by R. Jackson)
8:43.0,G. Dragic misses 2-pt shot from 2 ft,,34-33,,
8:41.0,,,34-33,,Defensive rebound by A. Tolliver
8:27.0,,,34-33,,A. Tolliver misses 2-pt shot from 4 ft
8:26.0,Defensive rebound by L. Deng,,34-33,,
8:11.0,D. Wade misses 2-pt shot from 13 ft,,34-33,,
8:10.0,,,34-33,,Defensive rebound by A. Tolliver
8:06.0,,,34-33,,Turnover by R. Jackson (bad pass; steal by G. Dragic)
8:03.0,D. Wade makes 2-pt shot from 5 ft (assist by G. Dragic),2,36-33,,
8:03.0,Shooting foul by A. Tolliver (drawn by D. Wade),,36-33,,
8:03.0,D. Wade makes free throw 1 of 1,1,37-33,,
7:47.0,,,37-33,,J. Meeks misses 3-pt shot from 26 ft
7:44.0,Defensive rebound by T. Johnson,,37-33,,
7:31.0,L. Deng misses 3-pt shot from 22 ft,,37-33,,
7:30.0,Offensive rebound by D. Wade,,37-33,,
7:26.0,D. Wade makes 2-pt shot at rim,2,39-33,,
7:03.0,,,39-35,2,R. Jackson makes 2-pt shot from 16 ft
6:39.0,G. Dragic makes 3-pt shot from 26 ft (assist by T. Johnson),3,42-35,,
6:27.0,,,42-35,,Turnover by R. Jackson (palming)
6:27.0,,,42-35,,K. Caldwell-Pope enters the game for J. Meeks
6:27.0,H. Whiteside enters the game for C. Andersen,,42-35,,
6:15.0,G. Dragic makes 2-pt shot at rim,2,44-35,,
6:02.0,,,44-35,,R. Jackson misses 2-pt shot at rim (block by H. Whiteside)
6:01.0,Defensive rebound by H. Whiteside,,44-35,,
6:00.0,Turnover by H. Whiteside (step out of bounds),,44-35,,
6:00.0,,,44-35,,A. Drummond enters the game for J. Anthony
5:51.0,,,44-35,,K. Caldwell-Pope misses 2-pt shot from 5 ft (block by H. Whiteside)
5:50.0,Defensive rebound by L. Deng,,44-35,,
5:45.0,T. Johnson misses 2-pt shot from 3 ft,,44-35,,
5:45.0,Offensive rebound by G. Dragic,,44-35,,
5:44.0,G. Dragic makes 2-pt shot at rim,2,46-35,,
5:40.0,,,46-35,,Detroit full timeout
5:40.0,Official timeout,,46-35,,
5:40.0,J. Ennis enters the game for D. Wade,,46-35,,
5:27.0,,,46-35,,R. Jackson misses 2-pt shot from 4 ft (block by H. Whiteside)
5:26.0,,,46-35,,Offensive rebound by A. Drummond
5:21.0,,,46-38,3,A. Tolliver makes 3-pt shot from 24 ft (assist by A. Drummond)
5:04.0,Offensive foul by T. Johnson,,46-38,,
5:04.0,Turnover by T. Johnson (offensive foul),,46-38,,
4:51.0,,,46-40,2,T. Prince makes 2-pt shot at rim (assist by R. Jackson)
4:42.0,Miami full timeout,,46-40,,
4:29.0,L. Deng makes 2-pt shot from 8 ft,2,48-40,,
4:10.0,,,48-40,,Turnover by T. Prince (bad pass)
3:48.0,Turnover by H. Whiteside (bad pass; steal by K. Caldwell-Pope),,48-40,,
3:33.0,,,48-40,,Turnover by A. Drummond (lost ball; steal by L. Deng)
3:22.0,L. Deng misses 2-pt shot from 17 ft,,48-40,,
3:21.0,Offensive rebound by H. Whiteside,,48-40,,
3:19.0,H. Whiteside misses 2-pt shot at rim,,48-40,,
3:19.0,,,48-40,,Defensive rebound by A. Drummond
3:16.0,,,48-40,,Turnover by A. Tolliver (offensive foul)
3:16.0,,,48-40,,Offensive foul by A. Tolliver
3:16.0,,,48-40,,C. Butler enters the game for T. Prince
3:16.0,,,48-40,,S. Williams enters the game for A. Tolliver
2:55.0,G. Dragic misses 3-pt shot from 26 ft,,48-40,,
2:54.0,,,48-40,,Defensive rebound by S. Williams
2:50.0,,,48-40,,Shooting foul by J. Ennis (drawn by K. Caldwell-Pope)
2:50.0,,,48-41,1,K. Caldwell-Pope makes free throw 1 of 2
2:50.0,D. Wade enters the game for G. Dragic,,48-41,,
2:50.0,,,48-42,1,K. Caldwell-Pope makes free throw 2 of 2
2:36.0,T. Johnson misses 3-pt shot from 26 ft,,48-42,,
2:35.0,,,48-42,,Defensive rebound by A. Drummond
2:28.0,Violation by J. Ennis (kicked ball),,48-42,,
2:17.0,,,48-42,,Shooting foul by J. Ennis (drawn by K. Caldwell-Pope)
2:17.0,,,48-42,,K. Caldwell-Pope misses free throw 1 of 2
2:17.0,,,48-42,,Offensive rebound by Team
2:17.0,,,48-43,1,K. Caldwell-Pope makes free throw 2 of 2
1:56.0,H. Whiteside makes 2-pt shot from 4 ft (assist by L. Deng),2,50-43,,
1:42.0,,,50-43,,A. Drummond misses 2-pt shot at rim (block by H. Whiteside)
1:41.0,Defensive rebound by L. Deng,,50-43,,
1:41.0,,,50-43,,Personal foul by A. Drummond (drawn by L. Deng)
1:28.0,D. Wade makes 2-pt shot from 19 ft,2,52-43,,
1:18.0,,,52-43,,Shooting foul by T. Johnson (drawn by R. Jackson)
1:18.0,,,52-44,1,R. Jackson makes free throw 1 of 2
1:18.0,C. Andersen enters the game for H. Whiteside,,52-44,,
1:18.0,,,52-45,1,R. Jackson makes free throw 2 of 2
1:03.0,L. Deng misses 2-pt shot from 18 ft,,52-45,,
1:00.0,,,52-45,,Defensive rebound by A. Drummond
0:56.0,,,52-47,2,K. Caldwell-Pope makes 2-pt shot at rim (assist by S. Williams)
0:35.0,D. Wade makes 2-pt shot from 19 ft,2,54-47,,
0:26.0,,,54-47,,R. Jackson misses 3-pt shot from 27 ft
0:25.0,Defensive rebound by Team,,54-47,,
0:25.0,G. Dragic enters the game for T. Johnson,,54-47,,
0:25.0,,,54-47,,J. Lucas III enters the game for R. Jackson
0:25.0,,,54-47,,T. Prince enters the game for C. Butler
0:08.0,,,54-47,,Personal foul by S. Williams (drawn by G. Dragic)
0:08.0,G. Dragic misses free throw 1 of 2,,54-47,,
0:08.0,Offensive rebound by Team,,54-47,,
0:08.0,,,54-47,,R. Jackson enters the game for J. Lucas III
0:08.0,G. Dragic makes free throw 2 of 2,1,55-47,,
0:01.0,,,55-50,3,S. Williams makes 3-pt shot from 23 ft (assist by R. Jackson)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,D. Wade misses 2-pt shot from 5 ft (block by A. Drummond),,55-50,,
11:44.0,,,55-50,,Defensive rebound by K. Caldwell-Pope
11:28.0,,,55-50,,K. Caldwell-Pope misses 3-pt shot from 24 ft
11:27.0,,,55-50,,Offensive rebound by A. Drummond
11:07.0,,,55-50,,R. Jackson misses 2-pt shot from 18 ft
11:06.0,Defensive rebound by H. Whiteside,,55-50,,
10:54.0,G. Dragic makes 3-pt shot from 26 ft (assist by D. Wade),3,58-50,,
10:25.0,,,58-52,2,A. Drummond makes 2-pt shot from 6 ft (assist by C. Butler)
10:01.0,Shooting foul by A. Drummond (drawn by L. Deng),,58-52,,
10:01.0,L. Deng misses free throw 1 of 2,,58-52,,
10:01.0,Offensive rebound by Team,,58-52,,
10:01.0,L. Deng makes free throw 2 of 2,1,59-52,,
9:46.0,,,59-55,3,A. Tolliver makes 3-pt shot from 23 ft (assist by K. Caldwell-Pope)
9:25.0,H. Whiteside misses 2-pt shot from 4 ft,,59-55,,
9:24.0,,,59-55,,Defensive rebound by A. Drummond
9:05.0,,,59-57,2,K. Caldwell-Pope makes 2-pt shot from 9 ft
8:43.0,D. Wade misses 2-pt shot from 9 ft,,59-57,,
8:42.0,,,59-57,,Defensive rebound by A. Drummond
8:34.0,,,59-60,3,A. Tolliver makes 3-pt shot from 23 ft (assist by C. Butler)
8:16.0,G. Dragic misses 2-pt shot at rim,,59-60,,
8:16.0,Offensive rebound by H. Whiteside,,59-60,,
8:16.0,H. Whiteside makes 2-pt shot at rim,2,61-60,,
8:16.0,Shooting foul by A. Drummond (drawn by H. Whiteside),,61-60,,
8:16.0,H. Whiteside misses free throw 1 of 1,,61-60,,
8:15.0,,,61-60,,Defensive rebound by K. Caldwell-Pope
8:06.0,Personal foul by L. Deng (drawn by K. Caldwell-Pope),,61-60,,
7:57.0,,,61-62,2,K. Caldwell-Pope makes 2-pt shot at rim (assist by R. Jackson)
7:36.0,H. Whiteside makes 2-pt shot at rim (assist by G. Dragic),2,63-62,,
7:12.0,,,63-62,,K. Caldwell-Pope misses 2-pt shot from 4 ft
7:11.0,,,63-62,,Offensive rebound by A. Drummond
7:10.0,,,63-62,,A. Drummond misses 2-pt shot at rim (block by H. Whiteside)
7:08.0,Defensive rebound by G. Dragic,,63-62,,
7:02.0,G. Dragic misses 2-pt shot from 15 ft,,63-62,,
7:01.0,,,63-62,,Defensive rebound by A. Drummond
6:58.0,,,63-62,,Shooting foul by D. Wade (drawn by R. Jackson)
6:58.0,,,63-62,,R. Jackson misses free throw 1 of 2
6:58.0,,,63-62,,Offensive rebound by Team
6:58.0,,,63-63,1,R. Jackson makes free throw 2 of 2
6:43.0,D. Wade makes 2-pt shot from 17 ft,2,65-63,,
6:20.0,,,65-63,,A. Tolliver misses 3-pt shot from 23 ft
6:20.0,Defensive rebound by H. Whiteside,,65-63,,
6:20.0,,,65-63,,Personal foul by K. Caldwell-Pope (drawn by H. Whiteside)
6:20.0,M. Chalmers enters the game for G. Dragic,,65-63,,
6:01.0,M. Chalmers misses 3-pt shot from 26 ft,,65-63,,
6:00.0,,,65-63,,Defensive rebound by A. Drummond
5:42.0,,,65-66,3,C. Butler makes 3-pt shot from 25 ft (assist by R. Jackson)
5:41.0,Miami full timeout,,65-66,,
5:27.0,D. Wade makes 2-pt shot from 20 ft,2,67-66,,
5:09.0,,,67-66,,Offensive foul by R. Jackson
5:09.0,,,67-66,,Turnover by R. Jackson (offensive foul)
5:09.0,J. Ennis enters the game for L. Deng,,67-66,,
4:45.0,H. Walker misses 2-pt shot from 17 ft,,67-66,,
4:44.0,Offensive rebound by H. Whiteside,,67-66,,
4:44.0,,,67-66,,Personal foul by A. Drummond (drawn by H. Whiteside)
4:44.0,,,67-66,,J. Anthony enters the game for A. Drummond
4:29.0,D. Wade makes 2-pt shot from 17 ft,2,69-66,,
4:15.0,,,69-69,3,A. Tolliver makes 3-pt shot from 27 ft (assist by R. Jackson)
3:57.0,Shooting foul by A. Tolliver (drawn by H. Walker),,69-69,,
3:57.0,H. Walker makes free throw 1 of 3,1,70-69,,
3:57.0,H. Walker makes free throw 2 of 3,1,71-69,,
3:57.0,,,71-69,,T. Prince enters the game for A. Tolliver
3:57.0,H. Walker makes free throw 3 of 3,1,72-69,,
3:44.0,,,72-71,2,R. Jackson makes 2-pt shot from 7 ft
3:22.0,D. Wade makes 2-pt shot at rim,2,74-71,,
3:08.0,,,74-71,,Turnover by R. Jackson (bad pass; steal by D. Wade)
3:00.0,H. Walker misses 3-pt shot from 23 ft,,74-71,,
2:59.0,,,74-71,,Defensive rebound by R. Jackson
2:36.0,,,74-71,,K. Caldwell-Pope misses 3-pt shot from 26 ft
2:35.0,Defensive rebound by H. Whiteside,,74-71,,
2:20.0,M. Chalmers misses 3-pt shot from 23 ft,,74-71,,
2:19.0,,,74-71,,Defensive rebound by C. Butler
2:09.0,,,74-71,,K. Caldwell-Pope misses 2-pt shot at rim
2:09.0,Defensive rebound by Team,,74-71,,
2:09.0,,,74-71,,Detroit full timeout
2:09.0,U. Haslem enters the game for H. Whiteside,,74-71,,
2:09.0,G. Dragic enters the game for D. Wade,,74-71,,
2:09.0,L. Deng enters the game for H. Walker,,74-71,,
2:09.0,,,74-71,,J. Lucas III enters the game for R. Jackson
1:50.0,L. Deng misses 2-pt shot from 19 ft,,74-71,,
1:49.0,,,74-71,,Defensive rebound by J. Anthony
1:37.0,,,74-71,,T. Prince misses 2-pt shot from 18 ft
1:35.0,Defensive rebound by J. Ennis,,74-71,,
1:19.0,M. Chalmers misses 2-pt shot from 13 ft,,74-71,,
1:17.0,Offensive rebound by L. Deng,,74-71,,
1:15.0,L. Deng makes 2-pt shot at rim,2,76-71,,
1:05.0,,,76-71,,Shooting foul by M. Chalmers (drawn by K. Caldwell-Pope)
1:05.0,,,76-72,1,K. Caldwell-Pope makes free throw 1 of 2
1:05.0,,,76-72,,K. Caldwell-Pope misses free throw 2 of 2
1:04.0,Defensive rebound by L. Deng,,76-72,,
0:48.0,J. Ennis makes 2-pt shot at rim (assist by G. Dragic),2,78-72,,
0:48.0,Shooting foul by J. Lucas III (drawn by J. Ennis),,78-72,,
0:48.0,J. Ennis makes free throw 1 of 1,1,79-72,,
0:31.0,,,79-72,,K. Caldwell-Pope misses 2-pt shot from 16 ft
0:30.0,Defensive rebound by J. Ennis,,79-72,,
0:11.0,U. Haslem makes 2-pt shot at rim (assist by G. Dragic),2,81-72,,
0:01.0,,,81-72,,J. Lucas III misses 2-pt shot from 10 ft (block by G. Dragic)
0:00.0,,,81-72,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,81-72,,J. Meeks misses 2-pt shot from 14 ft
11:38.0,Defensive rebound by L. Deng,,81-72,,
11:27.0,Shooting foul by C. Butler (drawn by G. Dragic),,81-72,,
11:27.0,G. Dragic makes free throw 1 of 2,1,82-72,,
11:27.0,,,82-72,,R. Jackson enters the game for J. Lucas III
11:27.0,,,82-72,,K. Caldwell-Pope enters the game for C. Butler
11:27.0,G. Dragic makes free throw 2 of 2,1,83-72,,
11:07.0,,,83-72,,Shooting foul by G. Dragic (drawn by R. Jackson)
11:07.0,,,83-72,,R. Jackson misses free throw 1 of 2
11:07.0,,,83-72,,Offensive rebound by Team
11:07.0,,,83-73,1,R. Jackson makes free throw 2 of 2
10:51.0,Turnover by G. Dragic (bad pass; steal by R. Jackson),,83-73,,
10:45.0,,,83-73,,J. Meeks misses 3-pt shot from 26 ft
10:42.0,Defensive rebound by U. Haslem,,83-73,,
10:39.0,Shooting foul by R. Jackson (drawn by G. Dragic),,83-73,,
10:39.0,G. Dragic makes free throw 1 of 2,1,84-73,,
10:39.0,G. Dragic makes free throw 2 of 2,1,85-73,,
10:23.0,,,85-75,2,T. Prince makes 2-pt shot from 14 ft
10:02.0,Shooting foul by A. Drummond (drawn by M. Chalmers),,85-75,,
10:02.0,M. Chalmers makes free throw 1 of 2,1,86-75,,
10:02.0,,,86-75,,J. Anthony enters the game for A. Drummond
10:02.0,M. Chalmers makes free throw 2 of 2,1,87-75,,
9:50.0,,,87-77,2,R. Jackson makes 2-pt shot at rim
9:32.0,J. Ennis misses 3-pt shot from 22 ft,,87-77,,
9:31.0,Offensive rebound by L. Deng,,87-77,,
9:29.0,L. Deng misses 2-pt shot at rim,,87-77,,
9:28.0,Offensive rebound by U. Haslem,,87-77,,
9:28.0,U. Haslem misses 2-pt shot from 2 ft,,87-77,,
9:27.0,Offensive rebound by U. Haslem,,87-77,,
9:20.0,J. Ennis makes 2-pt shot at rim (assist by M. Chalmers),2,89-77,,
9:20.0,,,89-77,,Detroit full timeout
9:20.0,,,89-77,,J. Lucas III enters the game for T. Prince
9:20.0,,,89-77,,A. Tolliver enters the game for J. Meeks
9:03.0,Jump ball: U. Haslem vs. R. Jackson (J. Ennis gains possession),,,,Jump ball: U. Haslem vs. R. Jackson (J. Ennis gains possession)
9:03.0,,,89-77,,Turnover by R. Jackson (lost ball)
8:43.0,U. Haslem makes 2-pt shot from 19 ft (assist by J. Ennis),2,91-77,,
8:31.0,,,91-77,,R. Jackson misses 2-pt shot from 20 ft
8:30.0,Defensive rebound by L. Deng,,91-77,,
8:24.0,L. Deng misses 3-pt shot from 27 ft,,91-77,,
8:23.0,,,91-77,,Defensive rebound by K. Caldwell-Pope
8:06.0,,,91-77,,K. Caldwell-Pope misses 3-pt shot from 26 ft
8:05.0,Defensive rebound by U. Haslem,,91-77,,
7:48.0,Turnover by L. Deng (bad pass; steal by J. Lucas III),,91-77,,
7:43.0,,,91-77,,Turnover by J. Lucas III (bad pass)
7:28.0,Turnover by L. Deng (lost ball; steal by K. Caldwell-Pope),,91-77,,
7:22.0,,,91-77,,Shooting foul by G. Dragic (drawn by K. Caldwell-Pope)
7:22.0,,,91-78,1,K. Caldwell-Pope makes free throw 1 of 2
7:22.0,H. Whiteside enters the game for U. Haslem,,91-78,,
7:22.0,D. Wade enters the game for G. Dragic,,91-78,,
7:22.0,,,91-78,,A. Drummond enters the game for J. Anthony
7:22.0,H. Walker enters the game for L. Deng,,91-78,,
7:22.0,,,91-78,,K. Caldwell-Pope misses free throw 2 of 2
7:15.0,Defensive rebound by H. Whiteside,,91-78,,
7:02.0,H. Whiteside misses 2-pt shot from 9 ft,,91-78,,
7:02.0,Offensive rebound by J. Ennis,,91-78,,
7:02.0,J. Ennis makes 2-pt shot at rim,2,93-78,,
7:02.0,,,93-78,,Detroit full timeout
6:49.0,,,93-78,,J. Lucas III misses 3-pt shot from 27 ft
6:48.0,,,93-78,,Offensive rebound by A. Drummond
6:46.0,,,93-78,,A. Drummond misses 2-pt shot from 1 ft
6:45.0,Defensive rebound by Team,,93-78,,
6:21.0,J. Ennis misses 2-pt shot from 6 ft,,93-78,,
6:20.0,Offensive rebound by H. Whiteside,,93-78,,
6:17.0,H. Whiteside misses 2-pt shot from 3 ft (block by A. Drummond),,93-78,,
6:16.0,Offensive rebound by Team,,93-78,,
6:16.0,,,93-78,,T. Prince enters the game for J. Lucas III
6:01.0,D. Wade misses 2-pt shot from 10 ft,,93-78,,
6:00.0,,,93-78,,Defensive rebound by Team
5:45.0,,,93-78,,R. Jackson misses 3-pt shot from 27 ft
5:44.0,Defensive rebound by J. Ennis,,93-78,,
5:32.0,Turnover by D. Wade (lost ball; steal by K. Caldwell-Pope),,93-78,,
5:32.0,Personal foul by D. Wade (drawn by K. Caldwell-Pope),,93-78,,
5:14.0,,,93-80,2,R. Jackson makes 2-pt shot from 9 ft
5:14.0,,,93-80,,Shooting foul by M. Chalmers (drawn by R. Jackson)
5:14.0,G. Dragic enters the game for M. Chalmers,,93-80,,
5:14.0,,,93-81,1,R. Jackson makes free throw 1 of 1
4:56.0,Turnover by D. Wade (bad pass),,93-81,,
4:49.0,,,93-83,2,A. Drummond makes 2-pt shot at rim (assist by R. Jackson)
4:49.0,Miami full timeout,,93-83,,
4:49.0,T. Johnson enters the game for J. Ennis,,93-83,,
4:28.0,D. Wade misses 3-pt shot from 26 ft,,93-83,,
4:27.0,,,93-83,,Defensive rebound by T. Prince
4:19.0,,,93-83,,Turnover by R. Jackson (lost ball; steal by H. Walker)
4:14.0,G. Dragic makes 2-pt shot at rim (assist by D. Wade),2,95-83,,
3:50.0,,,95-85,2,K. Caldwell-Pope makes 2-pt shot from 16 ft
3:33.0,Shooting foul by A. Tolliver (drawn by H. Whiteside),,95-85,,
3:33.0,H. Whiteside misses free throw 1 of 2,,95-85,,
3:33.0,Offensive rebound by Team,,95-85,,
3:33.0,L. Deng enters the game for H. Walker,,95-85,,
3:33.0,H. Whiteside makes free throw 2 of 2,1,96-85,,
3:25.0,,,96-85,,Detroit full timeout
3:17.0,,,96-87,2,R. Jackson makes 2-pt shot from 13 ft
2:51.0,T. Johnson misses 2-pt shot from 15 ft,,96-87,,
2:50.0,,,96-87,,Defensive rebound by Team
2:37.0,,,96-89,2,R. Jackson makes 2-pt shot at rim
2:13.0,H. Whiteside makes 2-pt shot at rim,2,98-89,,
1:57.0,,,98-92,3,R. Jackson makes 3-pt shot from 27 ft (assist by T. Prince)
