time,Minnesota,pts.away,score,pts.home,Oklahoma City
5:41.0,,,40-39,,R. Westbrook misses 3-pt shot from 24 ft
5:40.0,Defensive rebound by R. Rubio,,40-39,,
5:36.0,K. Martin misses 2-pt shot at rim,,40-39,,
5:36.0,,,40-39,,Defensive rebound by R. Westbrook
5:30.0,,,40-39,,R. Westbrook misses 2-pt shot from 1 ft (block by G. Dieng)
5:28.0,Defensive rebound by C. Budinger,,40-39,,
5:24.0,K. Martin misses 3-pt shot from 26 ft,,40-39,,
5:23.0,,,40-39,,Defensive rebound by S. Adams
5:15.0,,,40-42,3,D. Waiters makes 3-pt shot from 24 ft (assist by R. Westbrook)
4:55.0,Turnover by R. Rubio (bad pass; steal by D. Augustin),,40-42,,
4:43.0,,,40-42,,R. Westbrook misses 2-pt shot from 16 ft
4:42.0,,,40-42,,Offensive rebound by E. Kanter
4:41.0,,,40-44,2,E. Kanter makes 2-pt shot at rim
4:40.0,Minnesota full timeout,,40-44,,
4:27.0,J. Hamilton misses 2-pt shot from 2 ft,,40-44,,
4:27.0,,,40-44,,Defensive rebound by E. Kanter
4:19.0,,,40-44,,D. Waiters misses 2-pt shot from 1 ft
4:19.0,,,40-44,,Offensive rebound by Team
4:12.0,,,40-44,,R. Westbrook misses 2-pt shot from 7 ft
4:11.0,,,40-44,,Offensive rebound by E. Kanter
4:10.0,,,40-44,,E. Kanter misses 2-pt shot from 1 ft
4:08.0,,,40-44,,Offensive rebound by E. Kanter
4:08.0,,,40-44,,E. Kanter misses 2-pt shot from 1 ft
4:08.0,Defensive rebound by Team,,40-44,,
4:08.0,A. Wiggins enters the game for C. Budinger,,40-44,,
3:57.0,Turnover by G. Dieng (bad pass; steal by E. Kanter),,40-44,,
3:48.0,,,40-44,,R. Westbrook misses 2-pt shot from 16 ft
3:47.0,Defensive rebound by J. Hamilton,,40-44,,
3:30.0,R. Rubio makes 3-pt shot from 24 ft (assist by G. Dieng),3,43-44,,
3:10.0,,,43-44,,D. Waiters misses 2-pt shot from 2 ft
3:09.0,,,43-44,,Offensive rebound by S. Adams
3:01.0,,,43-44,,R. Westbrook misses 3-pt shot from 24 ft
3:00.0,Defensive rebound by G. Dieng,,43-44,,
2:47.0,Turnover by K. Martin (bad pass; steal by E. Kanter),,43-44,,
2:46.0,,,43-44,,Turnover by E. Kanter (step out of bounds)
2:46.0,Official timeout,,43-44,,
2:46.0,,,43-44,,M. McGary enters the game for S. Adams
2:46.0,,,43-44,,A. Morrow enters the game for D. Augustin
2:44.0,K. Martin misses 2-pt shot from 17 ft,,43-44,,
2:43.0,,,43-44,,Defensive rebound by M. McGary
2:27.0,,,43-44,,A. Morrow misses 3-pt shot from 24 ft
2:26.0,Defensive rebound by J. Hamilton,,43-44,,
2:11.0,G. Dieng makes 2-pt shot from 9 ft,2,45-44,,
1:58.0,,,45-46,2,M. McGary makes 2-pt shot from 18 ft (assist by R. Westbrook)
1:31.0,A. Wiggins misses 2-pt shot from 3 ft,,45-46,,
1:30.0,,,45-46,,Defensive rebound by E. Kanter
1:23.0,,,45-46,,Shooting foul by K. Martin (drawn by D. Waiters)
1:23.0,,,45-47,1,D. Waiters makes free throw 1 of 3
1:23.0,,,45-48,1,D. Waiters makes free throw 2 of 3
1:23.0,,,45-49,1,D. Waiters makes free throw 3 of 3
1:14.0,K. Martin makes 2-pt shot from 12 ft (assist by R. Rubio),2,47-49,,
1:00.0,,,47-49,,A. Morrow misses 3-pt shot from 25 ft
0:59.0,,,47-49,,Offensive rebound by E. Kanter
0:57.0,,,47-51,2,E. Kanter makes 2-pt shot at rim
0:57.0,,,47-51,,Shooting foul by G. Dieng (drawn by E. Kanter)
0:57.0,,,47-52,1,E. Kanter makes free throw 1 of 1
0:42.0,A. Wiggins makes 2-pt shot from 1 ft (assist by J. Hamilton),2,49-52,,
0:29.0,,,49-52,,Turnover by R. Westbrook (bad pass)
0:06.0,G. Dieng misses 2-pt shot from 11 ft,,49-52,,
0:05.0,,,49-52,,Defensive rebound by R. Westbrook
0:00.0,,,49-55,3,R. Westbrook makes 3-pt shot from 32 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,49-55,,Turnover by R. Westbrook (lost ball; steal by G. Dieng)
11:35.0,K. Martin makes 2-pt shot at rim (assist by R. Rubio),2,51-55,,
11:21.0,,,51-55,,M. McGary misses 2-pt shot from 18 ft
11:19.0,Defensive rebound by K. Martin,,51-55,,
10:58.0,A. Wiggins misses 2-pt shot from 2 ft,,51-55,,
10:57.0,,,51-55,,Defensive rebound by A. Roberson
10:52.0,,,51-55,,Turnover by R. Westbrook (bad pass; steal by R. Rubio)
10:47.0,Offensive charge foul by A. Wiggins,,51-55,,
10:47.0,Turnover by A. Wiggins (offensive foul),,51-55,,
10:34.0,Def 3 sec tech foul by A. Payne,,51-55,,
10:34.0,,,51-56,1,R. Westbrook makes technical free throw
10:27.0,,,51-58,2,M. McGary makes 2-pt shot from 7 ft (assist by R. Westbrook)
10:02.0,R. Rubio misses 3-pt shot from 23 ft,,51-58,,
10:02.0,,,51-58,,Defensive rebound by R. Westbrook
10:00.0,Personal foul by R. Rubio (drawn by R. Westbrook),,51-58,,
9:52.0,,,51-58,,R. Westbrook misses 2-pt shot from 17 ft
9:51.0,Defensive rebound by Team,,51-58,,
9:32.0,A. Payne misses 2-pt shot from 19 ft,,51-58,,
9:31.0,,,51-58,,Defensive rebound by E. Kanter
9:25.0,,,51-60,2,E. Kanter makes 2-pt shot at rim (assist by R. Westbrook)
9:06.0,R. Rubio misses 2-pt shot from 16 ft,,51-60,,
9:05.0,,,51-60,,Defensive rebound by R. Westbrook
8:59.0,,,51-62,2,M. McGary makes 2-pt shot from 1 ft (assist by R. Westbrook)
8:59.0,Minnesota full timeout,,51-62,,
8:59.0,J. Hamilton enters the game for A. Payne,,51-62,,
8:42.0,A. Wiggins misses 2-pt shot from 14 ft,,51-62,,
8:41.0,Offensive rebound by J. Hamilton,,51-62,,
8:41.0,J. Hamilton misses 2-pt shot from 1 ft,,51-62,,
8:40.0,,,51-62,,Defensive rebound by A. Roberson
8:34.0,,,51-62,,Offensive charge foul by E. Kanter
8:34.0,,,51-62,,Turnover by E. Kanter (offensive foul)
8:24.0,Turnover by K. Martin (bad pass; steal by A. Roberson),,51-62,,
8:18.0,,,51-64,2,E. Kanter makes 2-pt shot from 1 ft
8:08.0,,,51-64,,Def 3 sec tech foul by E. Kanter
8:08.0,K. Martin misses technical free throw,,51-64,,
8:08.0,Offensive rebound by Team,,51-64,,
8:08.0,Z. LaVine enters the game for R. Rubio,,51-64,,
8:04.0,Turnover by G. Dieng (bad pass),,51-64,,
7:44.0,,,51-64,,D. Waiters misses 2-pt shot from 1 ft
7:43.0,,,51-64,,Offensive rebound by E. Kanter
7:43.0,,,51-64,,E. Kanter misses 2-pt shot from 2 ft
7:41.0,,,51-64,,Offensive rebound by E. Kanter
7:40.0,,,51-64,,E. Kanter misses 2-pt shot from 2 ft
7:38.0,Defensive rebound by G. Dieng,,51-64,,
7:24.0,K. Martin misses 3-pt shot from 24 ft,,51-64,,
7:23.0,,,51-64,,Defensive rebound by Team
7:06.0,,,51-64,,Turnover by R. Westbrook (lost ball; steal by K. Martin)
7:02.0,K. Martin makes 2-pt shot from 1 ft,2,53-64,,
6:43.0,,,53-67,3,D. Waiters makes 3-pt shot from 24 ft (assist by M. McGary)
6:32.0,Turnover by G. Dieng (traveling),,53-67,,
6:32.0,G. Neal enters the game for K. Martin,,53-67,,
6:22.0,,,53-67,,R. Westbrook misses 3-pt shot from 24 ft
6:22.0,Defensive rebound by Team,,53-67,,
6:13.0,J. Hamilton makes 2-pt shot from 15 ft (assist by Z. LaVine),2,55-67,,
5:50.0,,,55-69,2,E. Kanter makes 2-pt shot from 4 ft
5:38.0,J. Hamilton makes 2-pt shot from 1 ft (assist by Z. LaVine),2,57-69,,
5:20.0,,,57-69,,Turnover by R. Westbrook (bad pass; steal by J. Hamilton)
5:17.0,Turnover by J. Hamilton (lost ball; steal by R. Westbrook),,57-69,,
5:14.0,,,57-69,,R. Westbrook misses 2-pt shot at rim
5:12.0,Defensive rebound by Z. LaVine,,57-69,,
5:07.0,J. Hamilton makes 2-pt shot at rim (assist by Z. LaVine),2,59-69,,
5:07.0,Shooting foul by M. McGary (drawn by J. Hamilton),,59-69,,
5:07.0,,,59-69,,N. Collison enters the game for M. McGary
5:07.0,J. Hamilton makes free throw 1 of 1,1,60-69,,
4:56.0,,,60-69,,D. Waiters misses 3-pt shot from 24 ft
4:54.0,Defensive rebound by A. Wiggins,,60-69,,
4:41.0,A. Wiggins misses 3-pt shot from 24 ft,,60-69,,
4:40.0,Offensive rebound by G. Dieng,,60-69,,
4:28.0,Shooting foul by A. Roberson (drawn by G. Dieng),,60-69,,
4:28.0,G. Dieng makes free throw 1 of 2,1,61-69,,
4:28.0,,,61-69,,A. Morrow enters the game for A. Roberson
4:28.0,G. Dieng makes free throw 2 of 2,1,62-69,,
4:12.0,,,62-69,,D. Waiters misses 2-pt shot from 1 ft
4:11.0,Defensive rebound by J. Hamilton,,62-69,,
4:02.0,A. Wiggins misses 2-pt shot from 17 ft,,62-69,,
4:01.0,,,62-69,,Defensive rebound by R. Westbrook
3:54.0,,,62-69,,A. Morrow misses 3-pt shot from 24 ft
3:54.0,,,62-69,,Offensive rebound by A. Morrow
3:50.0,,,62-71,2,D. Waiters makes 2-pt shot from 2 ft
3:50.0,,,62-71,,Shooting foul by J. Hamilton (drawn by D. Waiters)
3:50.0,,,62-72,1,D. Waiters makes free throw 1 of 1
3:34.0,G. Neal makes 2-pt shot from 10 ft (assist by A. Wiggins),2,64-72,,
3:09.0,,,64-74,2,E. Kanter makes 2-pt shot from 2 ft (assist by R. Westbrook)
2:48.0,G. Neal misses 2-pt shot from 14 ft,,64-74,,
2:47.0,Offensive rebound by G. Dieng,,64-74,,
2:40.0,Shooting foul by E. Kanter (drawn by G. Dieng),,64-74,,
2:40.0,,,64-74,,Oklahoma City full timeout
2:40.0,G. Dieng misses free throw 1 of 2,,64-74,,
2:40.0,Offensive rebound by Team,,64-74,,
2:40.0,G. Dieng makes free throw 2 of 2,1,65-74,,
2:23.0,,,65-77,3,A. Morrow makes 3-pt shot from 24 ft (assist by E. Kanter)
1:56.0,A. Wiggins makes 2-pt shot from 19 ft (assist by Z. LaVine),2,67-77,,
1:36.0,,,67-77,,R. Westbrook misses 2-pt shot from 19 ft
1:35.0,Defensive rebound by Z. LaVine,,67-77,,
1:27.0,J. Hamilton makes 2-pt shot from 1 ft (assist by Z. LaVine),2,69-77,,
1:14.0,,,69-77,,E. Kanter misses 2-pt shot from 17 ft
1:12.0,Defensive rebound by G. Dieng,,69-77,,
1:01.0,,,69-77,,Personal foul by N. Collison (drawn by G. Neal)
1:01.0,,,69-77,,D. Augustin enters the game for D. Waiters
1:01.0,,,69-77,,S. Adams enters the game for E. Kanter
0:55.0,G. Neal misses 2-pt shot from 17 ft,,69-77,,
0:54.0,,,69-77,,Defensive rebound by A. Morrow
0:44.0,,,69-77,,Turnover by A. Morrow (bad pass)
0:39.0,Turnover by Z. LaVine (bad pass; steal by N. Collison),,69-77,,
0:34.0,,,69-79,2,R. Westbrook makes 2-pt shot from 1 ft
0:29.0,Z. LaVine makes 3-pt shot from 27 ft,3,72-79,,
0:10.0,,,72-79,,Turnover by R. Westbrook (lost ball)
0:01.0,Z. LaVine misses 3-pt shot from 27 ft,,72-79,,
0:00.0,,,72-79,,Defensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,G. Dieng makes 2-pt shot from 14 ft,2,74-79,,
11:17.0,,,74-79,,A. Morrow misses 2-pt shot from 5 ft
11:16.0,,,74-79,,Offensive rebound by S. Adams
11:13.0,,,74-79,,S. Adams misses 2-pt shot from 5 ft
11:12.0,Defensive rebound by J. Hamilton,,74-79,,
11:04.0,,,74-79,,Personal foul by S. Adams (drawn by G. Dieng)
10:58.0,J. Hamilton misses 2-pt shot from 4 ft (block by N. Collison),,74-79,,
10:57.0,,,74-79,,Defensive rebound by S. Adams
10:51.0,,,74-79,,D. Augustin misses 3-pt shot from 24 ft
10:51.0,Defensive rebound by A. Wiggins,,74-79,,
10:40.0,A. Wiggins misses 2-pt shot from 5 ft,,74-79,,
10:39.0,,,74-79,,Defensive rebound by D. Augustin
10:33.0,,,74-82,3,A. Morrow makes 3-pt shot from 25 ft (assist by D. Augustin)
10:19.0,,,74-82,,Personal foul by A. Morrow (drawn by G. Neal)
10:19.0,A. Payne enters the game for G. Dieng,,74-82,,
10:03.0,A. Payne makes 2-pt shot from 18 ft,2,76-82,,
9:45.0,,,76-84,2,A. Morrow makes 2-pt shot from 6 ft (assist by D. Augustin)
9:33.0,Z. LaVine misses 2-pt shot from 2 ft,,76-84,,
9:31.0,,,76-84,,Defensive rebound by N. Collison
9:24.0,,,76-84,,K. Singler misses 2-pt shot from 17 ft
9:23.0,Defensive rebound by Z. LaVine,,76-84,,
9:18.0,Shooting foul by A. Morrow (drawn by Z. LaVine),,76-84,,
9:18.0,Z. LaVine makes free throw 1 of 2,1,77-84,,
9:18.0,Z. LaVine makes free throw 2 of 2,1,78-84,,
9:05.0,,,78-84,,K. Singler misses 2-pt shot from 2 ft (block by J. Hamilton)
9:04.0,Defensive rebound by G. Neal,,78-84,,
9:01.0,C. Budinger enters the game for A. Wiggins,,78-84,,
8:59.0,G. Neal misses 2-pt shot from 15 ft,,78-84,,
8:58.0,,,78-84,,Defensive rebound by S. Adams
8:52.0,,,78-87,3,K. Singler makes 3-pt shot from 24 ft (assist by D. Augustin)
8:29.0,G. Neal misses 2-pt shot from 5 ft (block by S. Adams),,78-87,,
8:28.0,,,78-87,,Defensive rebound by D. Augustin
8:17.0,,,78-87,,N. Collison misses 2-pt shot from 21 ft
8:17.0,,,78-87,,Offensive rebound by Team
8:17.0,Loose ball foul by J. Hamilton (drawn by S. Adams),,78-87,,
8:17.0,Official timeout,,78-87,,
8:06.0,,,78-87,,D. Augustin misses 2-pt shot from 19 ft
8:05.0,Defensive rebound by G. Neal,,78-87,,
8:02.0,Shooting foul by N. Collison (drawn by Z. LaVine),,78-87,,
8:02.0,Z. LaVine makes free throw 1 of 2,1,79-87,,
8:02.0,Z. LaVine makes free throw 2 of 2,1,80-87,,
7:52.0,Personal foul by A. Payne (drawn by N. Collison),,80-87,,
7:37.0,,,80-87,,K. Singler misses 2-pt shot from 7 ft
7:37.0,Defensive rebound by J. Hamilton,,80-87,,
7:31.0,Offensive charge foul by Z. LaVine,,80-87,,
7:31.0,Turnover by Z. LaVine (offensive foul),,80-87,,
7:31.0,,,80-87,,R. Westbrook enters the game for A. Morrow
7:16.0,,,80-87,,R. Westbrook misses 2-pt shot from 1 ft
7:15.0,,,80-87,,Offensive rebound by R. Westbrook
7:15.0,,,80-89,2,R. Westbrook makes 2-pt shot from 1 ft
7:02.0,,,80-89,,Personal foul by N. Collison (drawn by J. Hamilton)
7:02.0,J. Hamilton makes free throw 1 of 2,1,81-89,,
7:02.0,,,81-89,,M. McGary enters the game for N. Collison
7:02.0,J. Hamilton makes free throw 2 of 2,1,82-89,,
6:54.0,,,82-91,2,S. Adams makes 2-pt shot from 2 ft (assist by R. Westbrook)
6:54.0,,,82-91,,Shooting foul by J. Hamilton (drawn by S. Adams)
6:54.0,,,82-92,1,S. Adams makes free throw 1 of 1
6:37.0,Turnover by J. Hamilton (lost ball; steal by R. Westbrook),,82-92,,
6:32.0,,,82-95,3,R. Westbrook makes 3-pt shot from 24 ft (assist by S. Adams)
6:31.0,Minnesota full timeout,,82-95,,
6:31.0,K. Martin enters the game for A. Payne,,82-95,,
6:31.0,G. Dieng enters the game for G. Neal,,82-95,,
6:31.0,A. Wiggins enters the game for C. Budinger,,82-95,,
6:22.0,,,82-95,,Personal foul by K. Singler (drawn by A. Wiggins)
6:22.0,A. Wiggins makes free throw 1 of 2,1,83-95,,
6:22.0,A. Wiggins misses free throw 2 of 2,,83-95,,
6:21.0,,,83-95,,Defensive rebound by S. Adams
