time,Golden State,pts.away,score,pts.home,Memphis
3:05.0,Technical foul by A. Iguodala,,88-95,,
3:05.0,,,88-96,1,C. Lee makes technical free throw
3:05.0,,,88-97,1,C. Lee makes technical free throw
3:05.0,M. Speights enters the game for S. Livingston,,88-97,,
2:53.0,M. Speights makes 2-pt shot from 11 ft (assist by S. Curry),2,90-97,,
2:31.0,,,90-97,,Offensive charge foul by C. Lee
2:31.0,,,90-97,,Turnover by C. Lee (offensive foul)
2:17.0,A. Iguodala misses 3-pt shot from 23 ft,,90-97,,
2:17.0,,,90-97,,Defensive rebound by Team
2:17.0,Loose ball foul by M. Speights (drawn by M. Gasol),,90-97,,
2:03.0,,,90-97,,M. Gasol misses 2-pt shot from 20 ft
2:02.0,Defensive rebound by A. Iguodala,,90-97,,
1:50.0,D. Green makes 2-pt shot at rim (assist by S. Curry),2,92-97,,
1:34.0,,,92-99,2,Z. Randolph makes 2-pt shot at rim (assist by C. Lee)
1:34.0,Golden State full timeout,,92-99,,
1:31.0,K. Thompson makes 2-pt shot from 2 ft (assist by A. Iguodala),2,94-99,,
1:11.0,,,94-99,,Turnover by Z. Randolph (lost ball; steal by A. Iguodala)
1:06.0,S. Curry misses 2-pt shot from 1 ft,,94-99,,
1:03.0,Offensive rebound by A. Iguodala,,94-99,,
1:03.0,A. Iguodala misses 2-pt shot at rim,,94-99,,
1:00.0,,,94-99,,Defensive rebound by C. Lee
0:46.0,,,94-99,,M. Gasol misses 2-pt shot from 10 ft
0:44.0,Defensive rebound by D. Green,,94-99,,
0:38.0,S. Curry makes 2-pt shot at rim,2,96-99,,
0:38.0,,,96-99,,Memphis full timeout
0:38.0,,,96-99,,V. Carter enters the game for T. Prince
0:31.0,,,96-101,2,M. Conley makes 2-pt shot from 12 ft
0:31.0,Golden State full timeout,,96-101,,
0:31.0,,,96-101,,T. Allen enters the game for Z. Randolph
0:31.0,,,96-101,,T. Prince enters the game for V. Carter
0:25.0,M. Speights makes 2-pt shot from 13 ft (assist by D. Green),2,98-101,,
0:18.0,,,98-101,,Memphis full timeout
0:18.0,,,98-101,,V. Carter enters the game for T. Allen
0:18.0,,,98-101,,Z. Randolph enters the game for T. Prince
0:15.0,Personal take foul by K. Thompson (drawn by M. Gasol),,98-101,,
0:15.0,,,98-102,1,M. Gasol makes free throw 1 of 2
0:15.0,,,98-102,,T. Allen enters the game for C. Lee
0:15.0,,,98-102,,T. Prince enters the game for V. Carter
0:15.0,,,98-103,1,M. Gasol makes free throw 2 of 2
0:11.0,S. Curry misses 3-pt shot from 25 ft,,98-103,,
0:09.0,Offensive rebound by D. Green,,98-103,,
0:07.0,S. Curry misses 3-pt shot from 25 ft,,98-103,,
0:05.0,,,98-103,,Defensive rebound by T. Prince
0:02.0,,,98-105,2,T. Allen makes 2-pt shot at rim (assist by T. Prince)
0:00.0,End of 4th quarter,,,,End of 4th quarter
