time,Memphis,pts.away,score,pts.home,Portland
4:03.0,,,74-64,2,D. Lillard makes 2-pt shot from 2 ft (assist by L. Aldridge)
4:03.0,Memphis full timeout,,74-64,,
4:03.0,N. Calathes enters the game for T. Allen,,74-64,,
4:03.0,J. Green enters the game for M. Conley,,74-64,,
3:44.0,,,74-64,,Personal foul by D. Lillard (drawn by M. Gasol)
3:44.0,M. Gasol makes free throw 1 of 2,1,75-64,,
3:44.0,M. Gasol makes free throw 2 of 2,1,76-64,,
3:27.0,,,76-66,2,L. Aldridge makes 2-pt shot from 12 ft (assist by N. Batum)
3:05.0,N. Calathes makes 3-pt shot from 27 ft (assist by M. Gasol),3,79-66,,
2:51.0,,,79-66,,Shooting foul by N. Calathes (drawn by D. Lillard)
2:51.0,,,79-66,,D. Lillard misses free throw 1 of 2
2:51.0,,,79-66,,Offensive rebound by Team
2:51.0,,,79-67,1,D. Lillard makes free throw 2 of 2
2:29.0,Z. Randolph makes 2-pt shot from 7 ft,2,81-67,,
2:20.0,,,81-69,2,D. Lillard makes 2-pt shot from 18 ft
2:09.0,,,81-69,,Personal foul by D. Lillard (drawn by N. Calathes)
2:09.0,N. Calathes makes free throw 1 of 2,1,82-69,,
2:09.0,N. Calathes misses free throw 2 of 2,,82-69,,
2:08.0,,,82-69,,Defensive rebound by L. Aldridge
1:57.0,,,82-69,,Turnover by L. Aldridge (lost ball; steal by C. Lee)
1:49.0,M. Gasol misses 2-pt shot from 17 ft,,82-69,,
1:48.0,,,82-69,,Defensive rebound by D. Lillard
1:43.0,,,82-69,,D. Lillard misses 3-pt shot from 27 ft
1:42.0,Defensive rebound by J. Green,,82-69,,
1:21.0,J. Green misses 2-pt shot from 9 ft,,82-69,,
1:20.0,,,82-69,,Defensive rebound by C. Kaman
1:17.0,,,82-69,,Shooting foul by C. Lee (drawn by C. McCollum)
1:17.0,,,82-70,1,C. McCollum makes free throw 1 of 2
1:17.0,,,82-70,,S. Blake enters the game for D. Lillard
1:17.0,,,82-71,1,C. McCollum makes free throw 2 of 2
1:02.0,J. Green makes 2-pt shot from 4 ft (assist by Z. Randolph),2,84-71,,
1:02.0,Shooting foul by S. Blake (drawn by J. Green),,84-71,,
1:02.0,K. Koufos enters the game for M. Gasol,,84-71,,
1:02.0,J. Green makes free throw 1 of 1,1,85-71,,
0:46.0,,,85-73,2,N. Batum makes 2-pt shot from 20 ft (assist by L. Aldridge)
0:21.0,N. Calathes misses 2-pt shot from 18 ft,,85-73,,
0:21.0,,,85-73,,Defensive rebound by Team
0:21.0,Loose ball foul by Z. Randolph (drawn by S. Blake),,85-73,,
0:21.0,,,85-74,1,S. Blake makes free throw 1 of 2
0:21.0,V. Carter enters the game for K. Koufos,,85-74,,
0:21.0,,,85-74,,A. Afflalo enters the game for C. Kaman
0:21.0,,,85-74,,R. Lopez enters the game for L. Aldridge
0:21.0,,,85-75,1,S. Blake makes free throw 2 of 2
0:08.0,Turnover by J. Green (lost ball; steal by C. McCollum),,85-75,,
0:02.0,,,85-75,,C. McCollum misses 2-pt shot from 1 ft (block by V. Carter)
0:01.0,Defensive rebound by C. Lee,,85-75,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,,,85-75,,Shooting foul by K. Koufos (drawn by L. Aldridge)
11:41.0,,,85-76,1,L. Aldridge makes free throw 1 of 2
11:41.0,,,85-77,1,L. Aldridge makes free throw 2 of 2
11:22.0,J. Green misses 2-pt shot from 19 ft,,85-77,,
11:22.0,Offensive rebound by Team,,85-77,,
11:22.0,,,85-77,,Loose ball foul by A. Afflalo (drawn by V. Carter)
11:22.0,,,85-77,,C. Kaman enters the game for R. Lopez
11:22.0,,,85-77,,N. Batum enters the game for A. Afflalo
11:10.0,C. Lee makes 2-pt shot from 16 ft,2,87-77,,
10:52.0,,,87-79,2,L. Aldridge makes 2-pt shot from 17 ft
10:31.0,N. Calathes misses 3-pt shot from 26 ft,,87-79,,
10:30.0,Offensive rebound by V. Carter,,87-79,,
10:15.0,N. Calathes misses 2-pt shot from 3 ft (block by S. Blake),,87-79,,
10:15.0,Offensive rebound by Team,,87-79,,
10:15.0,,,87-79,,D. Lillard enters the game for S. Blake
10:09.0,J. Green misses 2-pt shot from 13 ft,,87-79,,
10:08.0,,,87-79,,Defensive rebound by C. Kaman
9:53.0,,,87-79,,C. McCollum misses 2-pt shot from 2 ft
9:53.0,,,87-79,,Offensive rebound by C. Kaman
9:53.0,Personal foul by C. Lee (drawn by C. Kaman),,87-79,,
9:53.0,M. Gasol enters the game for C. Lee,,87-79,,
9:47.0,,,87-79,,C. McCollum misses 2-pt shot from 4 ft (block by K. Koufos)
9:45.0,Defensive rebound by M. Gasol,,87-79,,
9:29.0,V. Carter makes 2-pt shot from 1 ft,2,89-79,,
9:16.0,,,89-79,,Turnover by D. Lillard (bad pass)
8:55.0,M. Gasol misses 2-pt shot from 12 ft,,89-79,,
8:54.0,,,89-79,,Defensive rebound by N. Batum
8:44.0,,,89-79,,L. Aldridge misses 2-pt shot from 14 ft
8:40.0,,,89-79,,Offensive rebound by N. Batum
8:40.0,,,89-79,,N. Batum misses 2-pt shot at rim
8:39.0,,,89-79,,Offensive rebound by C. Kaman
8:31.0,,,89-79,,C. Kaman misses 2-pt shot from 17 ft
8:30.0,Defensive rebound by N. Calathes,,89-79,,
8:17.0,Shooting foul by L. Aldridge (drawn by N. Calathes),,89-79,,
8:17.0,Official timeout,,89-79,,
8:17.0,,,89-79,,R. Lopez enters the game for C. Kaman
8:17.0,,,89-79,,A. Afflalo enters the game for C. McCollum
8:17.0,N. Calathes misses free throw 1 of 2,,89-79,,
8:17.0,Offensive rebound by Team,,89-79,,
8:17.0,N. Calathes makes free throw 2 of 2,1,90-79,,
8:01.0,,,90-79,,L. Aldridge misses 2-pt shot from 16 ft
8:00.0,Defensive rebound by Team,,90-79,,
7:39.0,M. Gasol misses 2-pt shot from 15 ft,,90-79,,
7:39.0,,,90-79,,Defensive rebound by Team
7:39.0,Loose ball foul by K. Koufos (drawn by L. Aldridge),,90-79,,
7:29.0,,,90-79,,Shooting foul by J. Green (drawn by N. Batum)
7:29.0,,,90-80,1,N. Batum makes free throw 1 of 3
7:29.0,,,90-81,1,N. Batum makes free throw 2 of 3
7:29.0,,,90-82,1,N. Batum makes free throw 3 of 3
7:11.0,J. Green misses 2-pt shot from 8 ft,,90-82,,
7:10.0,Offensive rebound by J. Green,,90-82,,
6:58.0,M. Gasol misses 2-pt shot from 5 ft,,90-82,,
6:56.0,,,90-82,,Defensive rebound by N. Batum
6:43.0,,,90-82,,N. Batum misses 3-pt shot from 26 ft
6:42.0,Defensive rebound by M. Gasol,,90-82,,
6:20.0,N. Calathes misses 3-pt shot from 28 ft,,90-82,,
6:18.0,Offensive rebound by M. Gasol,,90-82,,
6:03.0,M. Gasol makes 2-pt shot from 7 ft,2,92-82,,
5:49.0,,,92-82,,N. Batum misses 3-pt shot from 26 ft
5:48.0,Defensive rebound by V. Carter,,92-82,,
5:31.0,M. Gasol makes 2-pt shot from 20 ft (assist by N. Calathes),2,94-82,,
5:31.0,,,94-82,,Portland full timeout
5:31.0,Z. Randolph enters the game for K. Koufos,,94-82,,
5:15.0,,,94-82,,D. Lillard misses 2-pt shot from 22 ft
5:14.0,Defensive rebound by Team,,94-82,,
4:54.0,J. Green misses 2-pt shot from 3 ft (block by L. Aldridge),,94-82,,
4:53.0,,,94-82,,Defensive rebound by R. Lopez
4:41.0,,,94-84,2,N. Batum makes 2-pt shot from 13 ft
4:18.0,M. Gasol misses 2-pt shot from 12 ft,,94-84,,
4:17.0,,,94-84,,Defensive rebound by L. Aldridge
4:09.0,,,94-87,3,A. Afflalo makes 3-pt shot from 25 ft (assist by D. Lillard)
4:08.0,Memphis full timeout,,94-87,,
4:08.0,C. Lee enters the game for J. Green,,94-87,,
4:08.0,T. Allen enters the game for V. Carter,,94-87,,
3:43.0,C. Lee misses 3-pt shot from 26 ft,,94-87,,
3:42.0,,,94-87,,Defensive rebound by A. Afflalo
3:26.0,,,94-87,,D. Lillard misses 2-pt shot from 21 ft
3:25.0,Defensive rebound by T. Allen,,94-87,,
3:04.0,Turnover by C. Lee (traveling),,94-87,,
2:50.0,,,94-87,,Shooting foul by M. Gasol (drawn by L. Aldridge)
2:50.0,,,94-87,,L. Aldridge misses free throw 1 of 2
2:50.0,,,94-87,,Offensive rebound by Team
2:50.0,,,94-88,1,L. Aldridge makes free throw 2 of 2
2:31.0,M. Gasol misses 2-pt shot from 3 ft,,94-88,,
2:29.0,,,94-88,,Defensive rebound by D. Lillard
2:23.0,,,94-91,3,N. Batum makes 3-pt shot from 26 ft (assist by D. Lillard)
2:06.0,T. Allen makes 2-pt shot at rim (assist by N. Calathes),2,96-91,,
1:47.0,,,96-91,,N. Batum misses 3-pt shot from 25 ft
1:46.0,Defensive rebound by N. Calathes,,96-91,,
1:32.0,Shooting foul by R. Lopez (drawn by Z. Randolph),,96-91,,
1:32.0,Z. Randolph makes free throw 1 of 2,1,97-91,,
1:32.0,Z. Randolph makes free throw 2 of 2,1,98-91,,
1:18.0,,,98-91,,D. Lillard misses 3-pt shot from 26 ft
1:17.0,Defensive rebound by C. Lee,,98-91,,
1:14.0,T. Allen makes 2-pt shot at rim (assist by C. Lee),2,100-91,,
1:14.0,,,100-91,,Portland full timeout
1:14.0,,,100-91,,C. McCollum enters the game for R. Lopez
1:12.0,,,100-94,3,N. Batum makes 3-pt shot from 29 ft (assist by L. Aldridge)
1:09.0,,,100-94,,Personal take foul by C. McCollum (drawn by T. Allen)
1:09.0,T. Allen makes free throw 1 of 2,1,101-94,,
1:09.0,,,101-94,,R. Lopez enters the game for C. McCollum
1:09.0,T. Allen makes free throw 2 of 2,1,102-94,,
