time,Minnesota,pts.away,score,pts.home,Portland
4:28.0,,,85-93,,N. Batum misses 2-pt shot from 16 ft
4:27.0,Defensive rebound by C. Budinger,,85-93,,
4:22.0,Turnover by M. Williams (bad pass; steal by N. Batum),,85-93,,
4:10.0,,,85-96,3,D. Lillard makes 3-pt shot from 26 ft (assist by L. Aldridge)
4:10.0,,,85-96,,Shooting foul by M. Williams (drawn by D. Lillard)
4:10.0,Minnesota full timeout,,85-96,,
4:10.0,,,85-96,,D. Lillard misses free throw 1 of 1
4:09.0,Defensive rebound by T. Young,,85-96,,
3:55.0,T. Young makes 2-pt shot from 11 ft (assist by M. Williams),2,87-96,,
3:38.0,,,87-96,,R. Lopez misses 2-pt shot from 6 ft
3:38.0,,,87-96,,Offensive rebound by L. Aldridge
3:38.0,,,87-98,2,L. Aldridge makes 2-pt shot at rim
3:38.0,,,87-98,,Shooting foul by T. Young (drawn by L. Aldridge)
3:38.0,,,87-99,1,L. Aldridge makes free throw 1 of 1
3:23.0,S. Muhammad makes 2-pt shot at rim (assist by T. Young),2,89-99,,
3:05.0,,,89-99,,R. Lopez misses 2-pt shot from 1 ft (block by T. Young)
3:03.0,,,89-99,,Offensive rebound by R. Lopez
3:03.0,,,89-99,,R. Lopez misses 2-pt shot from 2 ft
3:03.0,Defensive rebound by M. Williams,,89-99,,
2:56.0,S. Muhammad misses 2-pt shot at rim (block by N. Batum),,89-99,,
2:54.0,Offensive rebound by G. Dieng,,89-99,,
2:50.0,S. Muhammad makes 2-pt shot at rim (assist by M. Williams),2,91-99,,
2:32.0,,,91-101,2,D. Lillard makes 2-pt shot from 2 ft
2:24.0,M. Williams misses 2-pt shot from 2 ft (block by R. Lopez),,91-101,,
2:23.0,Offensive rebound by M. Williams,,91-101,,
2:19.0,S. Muhammad misses 2-pt shot from 1 ft (block by R. Lopez),,91-101,,
2:18.0,,,91-101,,Defensive rebound by N. Batum
2:12.0,,,91-101,,Turnover by N. Batum (bad pass; steal by C. Budinger)
2:12.0,Turnover by C. Budinger (bad pass; steal by D. Lillard),,91-101,,
2:03.0,,,91-101,,Offensive foul by R. Lopez
2:03.0,,,91-101,,Turnover by R. Lopez (offensive foul)
1:51.0,M. Williams misses 2-pt shot from 12 ft,,91-101,,
1:50.0,,,91-101,,Defensive rebound by W. Matthews
1:36.0,Personal foul by M. Williams (drawn by D. Lillard),,91-101,,
1:36.0,,,91-101,,D. Lillard misses free throw 1 of 2
1:36.0,,,91-101,,Offensive rebound by Team
1:36.0,,,91-102,1,D. Lillard makes free throw 2 of 2
1:25.0,Shooting foul by R. Lopez (drawn by G. Dieng),,91-102,,
1:25.0,G. Dieng makes free throw 1 of 2,1,92-102,,
1:25.0,G. Dieng makes free throw 2 of 2,1,93-102,,
1:13.0,,,93-102,,D. Lillard misses 3-pt shot from 25 ft
1:12.0,Defensive rebound by C. Budinger,,93-102,,
1:08.0,Turnover by M. Williams (bad pass; steal by D. Lillard),,93-102,,
0:49.0,,,93-105,3,W. Matthews makes 3-pt shot from 23 ft (assist by D. Lillard)
0:40.0,C. Budinger misses 2-pt shot from 6 ft,,93-105,,
0:38.0,Offensive rebound by S. Muhammad,,93-105,,
0:38.0,S. Muhammad misses 2-pt shot at rim,,93-105,,
0:37.0,,,93-105,,Defensive rebound by L. Aldridge
0:16.0,,,93-107,2,D. Lillard makes 2-pt shot from 8 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
