time,Detroit,pts.away,score,pts.home,Cleveland
7:38.0,K. Caldwell-Pope misses 2-pt shot from 15 ft,,5-9,,
7:36.0,,,5-9,,Defensive rebound by K. Love
7:26.0,,,5-9,,L. James misses 2-pt shot from 12 ft
7:23.0,,,5-9,,Offensive rebound by T. Mozgov
7:23.0,,,5-11,2,T. Mozgov makes 2-pt shot from 1 ft
7:16.0,Detroit full timeout,,5-11,,
7:06.0,R. Jackson misses 2-pt shot from 8 ft,,5-11,,
7:05.0,,,5-11,,Defensive rebound by K. Love
6:49.0,,,5-11,,K. Love misses 3-pt shot from 27 ft
6:48.0,,,5-11,,Offensive rebound by K. Irving
6:42.0,,,5-14,3,J. Smith makes 3-pt shot from 25 ft (assist by K. Irving)
6:27.0,Shooting foul by K. Irving (drawn by A. Drummond),,5-14,,
6:27.0,A. Drummond misses free throw 1 of 2,,5-14,,
6:27.0,Offensive rebound by Team,,5-14,,
6:27.0,A. Drummond misses free throw 2 of 2,,5-14,,
6:26.0,,,5-14,,Defensive rebound by T. Mozgov
6:08.0,,,5-16,2,J. Smith makes 2-pt shot from 15 ft (assist by T. Mozgov)
5:52.0,R. Jackson misses 2-pt shot from 17 ft,,5-16,,
5:50.0,,,5-16,,Defensive rebound by L. James
5:46.0,,,5-18,2,K. Love makes 2-pt shot at rim (assist by L. James)
5:34.0,R. Jackson misses 2-pt shot from 1 ft,,5-18,,
5:33.0,,,5-18,,Defensive rebound by Team
5:33.0,,,5-18,,I. Shumpert enters the game for L. James
5:21.0,,,5-21,3,K. Irving makes 3-pt shot from 23 ft (assist by J. Smith)
5:03.0,G. Monroe misses 2-pt shot from 10 ft,,5-21,,
5:00.0,,,5-21,,Defensive rebound by T. Mozgov
4:38.0,,,5-21,,K. Irving misses 2-pt shot from 6 ft
4:35.0,,,5-21,,Offensive rebound by T. Mozgov
4:35.0,,,5-23,2,T. Mozgov makes 2-pt shot at rim
4:29.0,Detroit full timeout,,5-23,,
4:29.0,Q. Miller enters the game for C. Butler,,5-23,,
4:18.0,G. Monroe misses 2-pt shot from 17 ft,,5-23,,
4:17.0,Offensive rebound by A. Drummond,,5-23,,
4:17.0,A. Drummond makes 2-pt shot at rim,2,7-23,,
4:01.0,,,7-23,,Shooting foul by A. Drummond (drawn by T. Mozgov)
4:01.0,,,7-23,,T. Mozgov misses free throw 1 of 2
4:01.0,,,7-23,,Offensive rebound by Team
4:01.0,,,7-24,1,T. Mozgov makes free throw 2 of 2
3:48.0,K. Caldwell-Pope misses 2-pt shot from 1 ft,,7-24,,
3:47.0,Offensive rebound by A. Drummond,,7-24,,
3:47.0,Turnover by Team (illegal assist),,7-24,,
3:30.0,,,7-27,3,K. Irving makes 3-pt shot from 24 ft (assist by I. Shumpert)
3:17.0,G. Monroe misses 2-pt shot from 3 ft (block by K. Love),,7-27,,
3:17.0,Offensive rebound by Team,,7-27,,
3:17.0,A. Tolliver enters the game for G. Monroe,,7-27,,
3:17.0,J. Meeks enters the game for K. Caldwell-Pope,,7-27,,
3:17.0,,,7-27,,T. Thompson enters the game for T. Mozgov
3:12.0,R. Jackson misses 2-pt shot from 2 ft (block by T. Thompson),,7-27,,
3:12.0,Offensive rebound by Team,,7-27,,
3:12.0,,,7-27,,Loose ball foul by K. Love (drawn by A. Drummond)
3:04.0,A. Drummond makes 2-pt shot at rim (assist by R. Jackson),2,9-27,,
2:37.0,,,9-27,,I. Shumpert misses 2-pt shot from 19 ft
2:35.0,Defensive rebound by A. Tolliver,,9-27,,
2:28.0,Q. Miller misses 3-pt shot from 24 ft,,9-27,,
2:27.0,,,9-27,,Defensive rebound by K. Irving
2:17.0,,,9-27,,J. Smith misses 3-pt shot from 31 ft
2:16.0,Defensive rebound by A. Drummond,,9-27,,
2:13.0,,,9-27,,M. Dellavedova enters the game for K. Irving
2:13.0,,,9-27,,L. James enters the game for J. Smith
2:05.0,C. Butler enters the game for Q. Miller,,9-27,,
1:56.0,A. Drummond makes 2-pt shot at rim (assist by R. Jackson),2,11-27,,
1:39.0,,,11-30,3,K. Love makes 3-pt shot from 24 ft (assist by M. Dellavedova)
1:25.0,Turnover by R. Jackson (step out of bounds),,11-30,,
1:25.0,,,11-30,,J. Jones enters the game for K. Love
1:09.0,,,11-30,,Offensive foul by I. Shumpert
1:09.0,,,11-30,,Turnover by I. Shumpert (offensive foul)
0:57.0,C. Butler makes 3-pt shot from 25 ft (assist by R. Jackson),3,14-30,,
0:34.0,,,14-33,3,J. Jones makes 3-pt shot from 26 ft (assist by L. James)
0:19.0,A. Tolliver misses 2-pt shot from 17 ft,,14-33,,
0:17.0,Offensive rebound by A. Drummond,,14-33,,
0:17.0,A. Drummond misses 2-pt shot from 1 ft,,14-33,,
0:15.0,,,14-33,,Defensive rebound by L. James
0:00.0,,,14-36,3,I. Shumpert makes 3-pt shot from 24 ft (assist by M. Dellavedova)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:38.0,,,14-36,,I. Shumpert misses 3-pt shot from 23 ft
11:37.0,Defensive rebound by A. Tolliver,,14-36,,
11:17.0,J. Meeks makes 2-pt shot from 17 ft (assist by G. Monroe),2,16-36,,
10:58.0,,,16-36,,Shooting foul by G. Monroe (drawn by L. James)
10:58.0,,,16-36,,L. James misses free throw 1 of 2
10:58.0,,,16-36,,Offensive rebound by Team
10:58.0,,,16-37,1,L. James makes free throw 2 of 2
10:41.0,Shooting foul by T. Thompson (drawn by C. Butler),,16-37,,
10:41.0,C. Butler makes free throw 1 of 2,1,17-37,,
10:41.0,C. Butler misses free throw 2 of 2,,17-37,,
10:39.0,,,17-37,,Defensive rebound by I. Shumpert
10:20.0,,,17-39,2,T. Thompson makes 2-pt shot from 12 ft (assist by M. Dellavedova)
10:05.0,J. Lucas III misses 2-pt shot from 20 ft,,17-39,,
10:03.0,,,17-39,,Defensive rebound by I. Shumpert
9:54.0,,,17-41,2,J. Jones makes 2-pt shot from 17 ft (assist by L. James)
9:40.0,J. Meeks misses 2-pt shot from 1 ft,,17-41,,
9:37.0,,,17-41,,Defensive rebound by L. James
9:27.0,,,17-41,,Shooting foul by C. Butler (drawn by L. James)
9:27.0,,,17-42,1,L. James makes free throw 1 of 2
9:27.0,,,17-43,1,L. James makes free throw 2 of 2
9:05.0,Shooting foul by I. Shumpert (drawn by J. Meeks),,17-43,,
9:05.0,J. Meeks makes free throw 1 of 2,1,18-43,,
9:05.0,J. Meeks makes free throw 2 of 2,1,19-43,,
8:42.0,,,19-43,,L. James misses 2-pt shot from 3 ft
8:40.0,,,19-43,,Offensive rebound by L. James
8:40.0,,,19-45,2,L. James makes 2-pt shot at rim
8:31.0,J. Meeks makes 2-pt shot at rim (assist by C. Butler),2,21-45,,
8:15.0,,,21-47,2,T. Thompson makes 2-pt shot from 5 ft
7:54.0,A. Tolliver makes 2-pt shot from 12 ft (assist by C. Butler),2,23-47,,
7:30.0,,,23-47,,I. Shumpert misses 2-pt shot from 7 ft
7:30.0,Defensive rebound by Team,,23-47,,
7:30.0,Official timeout,,23-47,,
7:30.0,,,23-47,,K. Love enters the game for L. James
7:30.0,,,23-47,,K. Irving enters the game for I. Shumpert
7:30.0,,,23-47,,J. Smith enters the game for J. Jones
7:21.0,J. Lucas III misses 2-pt shot from 19 ft,,23-47,,
7:20.0,,,23-47,,Defensive rebound by K. Love
7:11.0,,,23-49,2,K. Irving makes 2-pt shot from 1 ft
6:47.0,G. Monroe makes 2-pt shot from 5 ft (assist by J. Lucas III),2,25-49,,
6:31.0,,,25-49,,Turnover by K. Love (lost ball)
6:31.0,Q. Miller enters the game for C. Butler,,25-49,,
6:31.0,R. Jackson enters the game for J. Lucas III,,25-49,,
6:08.0,G. Monroe makes 2-pt shot from 7 ft,2,27-49,,
5:55.0,,,27-49,,T. Thompson misses 2-pt shot from 1 ft
5:54.0,Defensive rebound by R. Jackson,,27-49,,
5:47.0,R. Jackson misses 2-pt shot at rim,,27-49,,
5:45.0,Offensive rebound by Q. Miller,,27-49,,
5:45.0,Q. Miller misses 2-pt shot from 1 ft (block by T. Thompson),,27-49,,
5:42.0,,,27-49,,Defensive rebound by T. Thompson
5:35.0,,,27-49,,K. Irving misses 3-pt shot from 25 ft
5:32.0,Defensive rebound by Team,,27-49,,
5:32.0,,,27-49,,Cleveland full timeout
5:32.0,,,27-49,,T. Mozgov enters the game for T. Thompson
5:16.0,J. Meeks makes 3-pt shot from 24 ft,3,30-49,,
4:55.0,,,30-49,,T. Mozgov misses 2-pt shot from 4 ft (block by Q. Miller)
4:53.0,Defensive rebound by G. Monroe,,30-49,,
4:49.0,R. Jackson misses 2-pt shot from 3 ft (block by J. Smith),,30-49,,
4:49.0,Offensive rebound by Team,,30-49,,
4:40.0,Shooting foul by T. Mozgov (drawn by G. Monroe),,30-49,,
4:40.0,G. Monroe makes free throw 1 of 2,1,31-49,,
4:40.0,G. Monroe misses free throw 2 of 2,,31-49,,
4:39.0,,,31-49,,Defensive rebound by T. Mozgov
4:21.0,,,31-49,,K. Love misses 3-pt shot from 24 ft
4:20.0,Defensive rebound by J. Meeks,,31-49,,
4:10.0,Shooting foul by T. Mozgov (drawn by G. Monroe),,31-49,,
4:10.0,G. Monroe makes free throw 1 of 2,1,32-49,,
4:10.0,,,32-49,,M. Miller enters the game for M. Dellavedova
4:10.0,G. Monroe makes free throw 2 of 2,1,33-49,,
3:53.0,,,33-49,,T. Mozgov misses 2-pt shot from 8 ft
3:48.0,Defensive rebound by Q. Miller,,33-49,,
3:43.0,Q. Miller misses 3-pt shot from 25 ft,,33-49,,
3:42.0,,,33-49,,Defensive rebound by J. Smith
3:31.0,,,33-49,,Turnover by T. Mozgov (lost ball; steal by Q. Miller)
3:22.0,R. Jackson makes 2-pt shot at rim,2,35-49,,
3:19.0,,,35-49,,Cleveland full timeout
3:19.0,A. Drummond enters the game for G. Monroe,,35-49,,
3:04.0,,,35-51,2,K. Irving makes 2-pt shot from 1 ft (assist by M. Miller)
2:49.0,Q. Miller misses 3-pt shot from 24 ft,,35-51,,
2:48.0,Offensive rebound by A. Tolliver,,35-51,,
2:46.0,J. Meeks misses 2-pt shot from 15 ft,,35-51,,
2:45.0,Offensive rebound by Team,,35-51,,
2:45.0,,,35-51,,Personal foul by M. Miller (drawn by A. Drummond)
2:45.0,A. Drummond misses free throw 1 of 2,,35-51,,
2:45.0,Offensive rebound by Team,,35-51,,
2:45.0,,,35-51,,L. James enters the game for K. Love
2:45.0,A. Drummond misses free throw 2 of 2,,35-51,,
2:44.0,,,35-51,,Defensive rebound by L. James
2:33.0,,,35-53,2,T. Mozgov makes 2-pt shot at rim (assist by L. James)
2:20.0,R. Jackson misses 2-pt shot from 1 ft,,35-53,,
2:20.0,,,35-53,,Defensive rebound by Team
2:20.0,Loose ball foul by A. Drummond (drawn by K. Irving),,35-53,,
2:05.0,,,35-56,3,J. Smith makes 3-pt shot from 22 ft (assist by L. James)
1:48.0,Q. Miller misses 2-pt shot from 4 ft (block by L. James),,35-56,,
1:46.0,,,35-56,,Defensive rebound by T. Mozgov
1:32.0,,,35-59,3,J. Smith makes 3-pt shot from 26 ft (assist by K. Irving)
1:15.0,A. Drummond makes 2-pt shot at rim (assist by A. Tolliver),2,37-59,,
0:49.0,,,37-59,,T. Mozgov misses 2-pt shot from 1 ft
0:47.0,Defensive rebound by A. Tolliver,,37-59,,
0:41.0,R. Jackson misses 3-pt shot from 24 ft,,37-59,,
0:40.0,,,37-59,,Defensive rebound by T. Mozgov
0:31.0,,,37-62,3,J. Smith makes 3-pt shot from 24 ft (assist by L. James)
0:08.0,A. Tolliver misses 3-pt shot from 23 ft,,37-62,,
0:07.0,,,37-62,,Defensive rebound by L. James
0:00.0,,,37-62,,T. Mozgov misses 2-pt shot at rim
0:00.0,Defensive rebound by A. Tolliver,,37-62,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,37-62,,L. James misses 2-pt shot from 13 ft
11:45.0,,,37-62,,Offensive rebound by T. Mozgov
11:27.0,,,37-62,,M. Dellavedova misses 2-pt shot from 2 ft (block by A. Drummond)
11:25.0,Defensive rebound by K. Caldwell-Pope,,37-62,,
11:23.0,A. Drummond makes 2-pt shot from 1 ft (assist by K. Caldwell-Pope),2,39-62,,
11:23.0,Shooting foul by T. Mozgov (drawn by A. Drummond),,39-62,,
11:23.0,A. Drummond misses free throw 1 of 1,,39-62,,
11:19.0,,,39-62,,Defensive rebound by T. Mozgov
11:07.0,,,39-62,,K. Love misses 3-pt shot from 23 ft
11:06.0,,,39-62,,Offensive rebound by Team
10:49.0,,,39-62,,T. Mozgov misses 2-pt shot from 6 ft
10:48.0,Defensive rebound by G. Monroe,,39-62,,
10:35.0,K. Caldwell-Pope makes 2-pt shot from 6 ft,2,41-62,,
10:18.0,,,41-65,3,J. Smith makes 3-pt shot from 25 ft (assist by L. James)
10:17.0,Detroit full timeout,,41-65,,
9:59.0,G. Monroe makes 2-pt shot from 8 ft,2,43-65,,
9:38.0,,,43-65,,Turnover by L. James (bad pass; steal by G. Monroe)
9:36.0,,,43-65,,Personal foul by J. Smith (drawn by K. Caldwell-Pope)
9:24.0,K. Caldwell-Pope makes 3-pt shot from 23 ft (assist by G. Monroe),3,46-65,,
8:57.0,,,46-67,2,T. Mozgov makes 2-pt shot from 16 ft (assist by L. James)
8:42.0,G. Monroe makes 2-pt shot from 15 ft,2,48-67,,
8:26.0,,,48-67,,M. Dellavedova misses 3-pt shot from 23 ft
8:25.0,Defensive rebound by G. Monroe,,48-67,,
8:06.0,G. Monroe misses 2-pt shot from 13 ft (block by K. Love),,48-67,,
8:03.0,,,48-67,,Defensive rebound by K. Love
7:58.0,,,48-69,2,T. Mozgov makes 2-pt shot at rim (assist by M. Dellavedova)
7:29.0,K. Caldwell-Pope misses 2-pt shot from 17 ft,,48-69,,
7:28.0,Offensive rebound by K. Caldwell-Pope,,48-69,,
7:26.0,K. Caldwell-Pope makes 2-pt shot at rim,2,50-69,,
7:15.0,,,50-71,2,T. Mozgov makes 2-pt shot at rim (assist by L. James)
7:08.0,,,50-71,,Personal foul by M. Dellavedova (drawn by R. Jackson)
7:08.0,,,50-71,,T. Thompson enters the game for K. Love
6:49.0,R. Jackson makes 2-pt shot from 7 ft,2,52-71,,
6:37.0,,,52-74,3,L. James makes 3-pt shot from 25 ft (assist by J. Smith)
6:22.0,C. Butler misses 3-pt shot from 24 ft,,52-74,,
6:21.0,,,52-74,,Defensive rebound by M. Dellavedova
6:12.0,,,52-74,,J. Smith misses 3-pt shot from 25 ft
6:11.0,Defensive rebound by A. Drummond,,52-74,,
5:59.0,R. Jackson misses 2-pt shot from 19 ft,,52-74,,
5:57.0,,,52-74,,Defensive rebound by J. Smith
5:50.0,,,52-77,3,L. James makes 3-pt shot from 24 ft
5:28.0,C. Butler makes 3-pt shot from 24 ft (assist by R. Jackson),3,55-77,,
5:16.0,,,55-77,,T. Mozgov misses 2-pt shot from 7 ft (block by A. Drummond)
5:15.0,Defensive rebound by Team,,55-77,,
5:02.0,G. Monroe misses 2-pt shot from 16 ft,,55-77,,
5:02.0,Offensive rebound by Team,,55-77,,
5:02.0,,,55-77,,Loose ball foul by T. Mozgov (drawn by G. Monroe)
5:02.0,,,55-77,,K. Perkins enters the game for T. Mozgov
4:50.0,C. Butler makes 3-pt shot from 24 ft (assist by K. Caldwell-Pope),3,58-77,,
4:37.0,,,58-79,2,L. James makes 2-pt shot at rim
4:21.0,Shooting foul by K. Perkins (drawn by R. Jackson),,58-79,,
4:21.0,R. Jackson misses free throw 1 of 2,,58-79,,
4:21.0,Offensive rebound by Team,,58-79,,
4:21.0,R. Jackson makes free throw 2 of 2,1,59-79,,
4:11.0,,,59-79,,L. James misses 3-pt shot from 25 ft
4:09.0,,,59-79,,Offensive rebound by K. Perkins
4:05.0,,,59-82,3,J. Smith makes 3-pt shot from 25 ft (assist by K. Perkins)
3:50.0,K. Caldwell-Pope misses 3-pt shot from 23 ft,,59-82,,
3:48.0,,,59-82,,Defensive rebound by L. James
3:37.0,,,59-82,,Turnover by K. Perkins (bad pass)
3:37.0,A. Tolliver enters the game for G. Monroe,,59-82,,
3:22.0,K. Caldwell-Pope makes 2-pt shot from 12 ft,2,61-82,,
3:06.0,,,61-82,,M. Dellavedova misses 2-pt shot from 3 ft (block by A. Drummond)
3:06.0,,,61-82,,Offensive rebound by Team
2:56.0,,,61-84,2,L. James makes 2-pt shot from 20 ft
2:39.0,R. Jackson makes 2-pt shot at rim,2,63-84,,
2:21.0,,,63-87,3,J. Smith makes 3-pt shot from 25 ft
2:04.0,C. Butler makes 3-pt shot from 26 ft (assist by A. Tolliver),3,66-87,,
1:55.0,,,66-90,3,J. Smith makes 3-pt shot from 30 ft (assist by L. James)
1:37.0,C. Butler makes 3-pt shot from 28 ft (assist by A. Tolliver),3,69-90,,
1:27.0,,,69-90,,Offensive foul by K. Perkins
1:27.0,,,69-90,,Turnover by K. Perkins (offensive foul)
1:27.0,,,69-90,,Cleveland full timeout
1:27.0,,,69-90,,I. Shumpert enters the game for M. Dellavedova
1:27.0,J. Meeks enters the game for K. Caldwell-Pope,,69-90,,
1:15.0,A. Drummond makes 2-pt shot at rim (assist by R. Jackson),2,71-90,,
1:00.0,,,71-90,,L. James misses 2-pt shot from 22 ft
0:59.0,,,71-90,,Offensive rebound by Team
0:42.0,,,71-93,3,L. James makes 3-pt shot from 25 ft (assist by I. Shumpert)
0:32.0,R. Jackson makes 2-pt shot from 15 ft,2,73-93,,
0:08.0,,,73-93,,L. James misses 2-pt shot from 20 ft
0:06.0,Defensive rebound by J. Meeks,,73-93,,
0:00.0,C. Butler misses 3-pt shot from 25 ft,,73-93,,
0:00.0,Offensive rebound by Team,,73-93,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,A. Drummond misses 2-pt shot from 12 ft,,73-93,,
11:39.0,Offensive rebound by A. Tolliver,,73-93,,
11:23.0,Q. Miller misses 3-pt shot from 25 ft,,73-93,,
11:23.0,,,73-93,,Defensive rebound by Team
11:03.0,,,73-93,,L. James misses 2-pt shot from 7 ft
11:01.0,Defensive rebound by A. Tolliver,,73-93,,
10:51.0,A. Tolliver misses 3-pt shot from 22 ft (block by K. Perkins),,73-93,,
10:51.0,Offensive rebound by Team,,73-93,,
10:40.0,R. Jackson makes 3-pt shot from 24 ft,3,76-93,,
10:19.0,,,76-93,,J. Smith misses 3-pt shot from 24 ft
10:18.0,Defensive rebound by A. Drummond,,76-93,,
10:12.0,R. Jackson makes 2-pt shot at rim,2,78-93,,
9:58.0,,,78-93,,I. Shumpert misses 3-pt shot from 24 ft
9:57.0,,,78-93,,Offensive rebound by T. Thompson
9:57.0,Personal foul by A. Tolliver (drawn by T. Thompson),,78-93,,
9:57.0,,,78-93,,M. Dellavedova enters the game for J. Smith
9:47.0,,,78-93,,Shooting foul by Q. Miller (drawn by L. James)
9:47.0,,,78-93,,L. James misses free throw 1 of 2
9:47.0,,,78-93,,Offensive rebound by Team
9:47.0,,,78-93,,K. Love enters the game for T. Thompson
9:47.0,,,78-94,1,L. James makes free throw 2 of 2
9:25.0,A. Tolliver misses 3-pt shot from 22 ft,,78-94,,
9:24.0,,,78-94,,Defensive rebound by I. Shumpert
9:05.0,,,78-94,,L. James misses 2-pt shot from 21 ft
9:04.0,Defensive rebound by Q. Miller,,78-94,,
8:59.0,A. Drummond makes 2-pt shot at rim (assist by Q. Miller),2,80-94,,
8:37.0,,,80-96,2,K. Perkins makes 2-pt shot from 9 ft (assist by M. Dellavedova)
8:22.0,,,80-96,,Personal foul by K. Perkins (drawn by R. Jackson)
8:22.0,Official timeout,,80-96,,
8:09.0,R. Jackson misses 2-pt shot from 13 ft,,80-96,,
8:08.0,,,80-96,,Defensive rebound by L. James
7:44.0,,,80-96,,Turnover by Team (shot clock)
7:41.0,,,80-96,,Personal foul by M. Dellavedova (drawn by R. Jackson)
7:41.0,,,80-96,,M. Miller enters the game for L. James
7:23.0,J. Meeks misses 3-pt shot from 25 ft,,80-96,,
7:22.0,,,80-96,,Defensive rebound by K. Perkins
7:02.0,,,80-98,2,K. Love makes 2-pt shot from 22 ft (assist by K. Perkins)
6:53.0,Q. Miller misses 3-pt shot from 24 ft,,80-98,,
6:53.0,,,80-98,,Defensive rebound by I. Shumpert
6:42.0,,,80-98,,T. Mozgov enters the game for K. Perkins
6:32.0,,,80-98,,K. Love misses 3-pt shot from 29 ft
6:30.0,Defensive rebound by A. Drummond,,80-98,,
6:21.0,A. Tolliver misses 3-pt shot from 25 ft,,80-98,,
6:20.0,,,80-98,,Defensive rebound by I. Shumpert
6:04.0,,,80-98,,T. Mozgov misses 2-pt shot from 3 ft
6:03.0,Defensive rebound by A. Drummond,,80-98,,
5:51.0,A. Tolliver makes 2-pt shot from 17 ft (assist by R. Jackson),2,82-98,,
5:35.0,,,82-98,,I. Shumpert misses 2-pt shot from 1 ft
5:33.0,Defensive rebound by Q. Miller,,82-98,,
5:27.0,J. Meeks makes 2-pt shot from 17 ft (assist by R. Jackson),2,84-98,,
5:27.0,Shooting foul by I. Shumpert (drawn by J. Meeks),,84-98,,
5:27.0,,,84-98,,Cleveland full timeout
5:27.0,S. Williams enters the game for A. Tolliver,,84-98,,
5:27.0,K. Caldwell-Pope enters the game for Q. Miller,,84-98,,
5:27.0,J. Meeks makes free throw 1 of 1,1,85-98,,
5:09.0,,,85-98,,Turnover by I. Shumpert (offensive goaltending)
4:54.0,S. Williams misses 3-pt shot from 23 ft,,85-98,,
4:53.0,,,85-98,,Defensive rebound by M. Dellavedova
4:34.0,,,85-100,2,M. Dellavedova makes 2-pt shot from 9 ft
4:22.0,R. Jackson misses 2-pt shot from 11 ft,,85-100,,
4:20.0,Offensive rebound by A. Drummond,,85-100,,
4:20.0,A. Drummond makes 2-pt shot at rim,2,87-100,,
3:55.0,,,87-100,,T. Mozgov misses 2-pt shot from 12 ft
3:52.0,,,87-100,,Offensive rebound by I. Shumpert
3:52.0,,,87-102,2,I. Shumpert makes 2-pt shot at rim
3:45.0,Detroit full timeout,,87-102,,
3:45.0,,,87-102,,J. Jones enters the game for K. Love
3:45.0,,,87-102,,K. Perkins enters the game for T. Mozgov
3:28.0,A. Drummond makes 2-pt shot at rim (assist by R. Jackson),2,89-102,,
3:07.0,,,89-102,,Shooting foul by A. Drummond (drawn by K. Perkins)
3:07.0,,,89-102,,K. Perkins misses free throw 1 of 2
3:07.0,,,89-102,,Offensive rebound by Team
3:07.0,,,89-102,,K. Perkins misses free throw 2 of 2
3:06.0,Defensive rebound by K. Caldwell-Pope,,89-102,,
2:54.0,Turnover by R. Jackson (bad pass; steal by I. Shumpert),,89-102,,
2:48.0,,,89-102,,I. Shumpert misses 2-pt shot at rim
2:45.0,Defensive rebound by R. Jackson,,89-102,,
2:42.0,Shooting foul by I. Shumpert (drawn by R. Jackson),,89-102,,
2:42.0,R. Jackson makes free throw 1 of 2,1,90-102,,
2:42.0,R. Jackson makes free throw 2 of 2,1,91-102,,
2:19.0,,,91-102,,M. Dellavedova misses 2-pt shot from 14 ft
2:18.0,,,91-102,,Offensive rebound by Team
2:18.0,,,91-102,,Turnover by Team (shot clock)
2:00.0,A. Drummond misses 2-pt shot from 11 ft,,91-102,,
1:55.0,,,91-102,,Defensive rebound by I. Shumpert
1:42.0,,,91-105,3,J. Jones makes 3-pt shot from 25 ft (assist by K. Perkins)
1:25.0,Turnover by R. Jackson (bad pass; steal by M. Miller),,91-105,,
1:03.0,,,91-107,2,K. Perkins makes 2-pt shot from 5 ft (assist by I. Shumpert)
0:49.0,R. Jackson makes 2-pt shot from 16 ft,2,93-107,,
0:33.0,,,93-107,,Turnover by I. Shumpert (lost ball; steal by K. Caldwell-Pope)
0:30.0,Shooting foul by J. Jones (drawn by K. Caldwell-Pope),,93-107,,
0:30.0,K. Caldwell-Pope makes free throw 1 of 2,1,94-107,,
0:30.0,K. Caldwell-Pope makes free throw 2 of 2,1,95-107,,
0:13.0,,,95-109,2,K. Perkins makes 2-pt shot at rim (assist by J. Jones)
0:08.0,A. Drummond makes 2-pt shot at rim (assist by K. Caldwell-Pope),2,97-109,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
