time,Atlanta,pts.away,score,pts.home,Washington
4:53.0,S. Mack misses 3-pt shot from 29 ft,,84-94,,
4:52.0,,,84-94,,Defensive rebound by O. Porter
4:35.0,,,84-94,,R. Sessions misses 2-pt shot from 5 ft
4:34.0,,,84-94,,Offensive rebound by B. Beal
4:10.0,,,84-94,,O. Porter misses 2-pt shot from 8 ft
4:10.0,,,84-94,,Offensive rebound by Team
4:10.0,,,84-94,,Turnover by Team (shot clock)
3:57.0,K. Bazemore makes 2-pt shot from 2 ft (assist by D. Schroder),2,86-94,,
3:42.0,,,86-94,,R. Sessions misses 2-pt shot from 2 ft
3:42.0,Defensive rebound by Team,,86-94,,
3:42.0,,,86-94,,M. Gortat enters the game for N. Hilario
3:42.0,K. Korver enters the game for K. Bazemore,,86-94,,
3:34.0,M. Scott makes 3-pt shot from 26 ft (assist by D. Schroder),3,89-94,,
3:15.0,,,89-94,,Turnover by B. Beal (lost ball; steal by S. Mack)
3:12.0,S. Mack makes 2-pt shot at rim,2,91-94,,
3:12.0,,,91-94,,Washington full timeout
2:55.0,,,91-96,2,B. Beal makes 2-pt shot from 16 ft (assist by M. Gortat)
2:32.0,D. Schroder makes 2-pt shot at rim,2,93-96,,
2:05.0,,,93-96,,B. Beal misses 3-pt shot from 27 ft
2:04.0,Defensive rebound by M. Scott,,93-96,,
1:57.0,,,93-96,,Personal foul by P. Pierce (drawn by K. Korver)
1:49.0,K. Korver misses 3-pt shot from 26 ft,,93-96,,
1:48.0,,,93-96,,Defensive rebound by P. Pierce
1:25.0,,,93-98,2,M. Gortat makes 2-pt shot from 3 ft (assist by O. Porter)
1:19.0,D. Schroder misses 3-pt shot from 27 ft,,93-98,,
1:18.0,Offensive rebound by Team,,93-98,,
1:17.0,Atlanta full timeout,,93-98,,
1:12.0,M. Scott misses 3-pt shot from 27 ft,,93-98,,
1:11.0,,,93-98,,Defensive rebound by O. Porter
1:11.0,Personal foul by S. Mack (drawn by O. Porter),,93-98,,
1:11.0,,,93-98,,O. Porter misses free throw 1 of 2
1:11.0,,,93-98,,Offensive rebound by Team
1:11.0,,,93-99,1,O. Porter makes free throw 2 of 2
1:07.0,D. Schroder makes 2-pt shot from 2 ft,2,95-99,,
1:07.0,Shooting foul by M. Gortat (drawn by D. Schroder),,95-99,,
1:07.0,D. Schroder makes free throw 1 of 1,1,96-99,,
0:45.0,,,96-99,,O. Porter misses 2-pt shot from 3 ft
0:44.0,,,96-99,,Offensive rebound by M. Gortat
0:43.0,,,96-99,,Turnover by Team (shot clock)
0:43.0,Atlanta full timeout,,96-99,,
0:33.0,K. Korver misses 3-pt shot from 29 ft,,96-99,,
0:32.0,Offensive rebound by M. Scott,,96-99,,
0:24.0,,,96-99,,Personal block foul by P. Pierce (drawn by D. Schroder)
0:24.0,D. Schroder makes free throw 1 of 2,1,97-99,,
0:24.0,K. Bazemore enters the game for S. Mack,,97-99,,
0:24.0,,,97-99,,N. Hilario enters the game for P. Pierce
0:24.0,D. Carroll enters the game for M. Scott,,97-99,,
0:24.0,D. Schroder makes free throw 2 of 2,1,98-99,,
0:24.0,,,98-99,,Washington full timeout
0:24.0,,,98-99,,P. Pierce enters the game for N. Hilario
0:24.0,,,98-99,,W. Bynum enters the game for M. Gortat
0:24.0,S. Mack enters the game for M. Muscala,,98-99,,
0:22.0,Personal take foul by D. Schroder (drawn by W. Bynum),,98-99,,
0:22.0,,,98-100,1,W. Bynum makes free throw 1 of 2
0:22.0,M. Scott enters the game for K. Bazemore,,98-100,,
0:22.0,,,98-100,,M. Gortat enters the game for P. Pierce
0:22.0,M. Muscala enters the game for D. Carroll,,98-100,,
0:22.0,,,98-101,1,W. Bynum makes free throw 2 of 2
0:15.0,M. Muscala makes 3-pt shot from 27 ft (assist by D. Schroder),3,101-101,,
0:14.0,,,101-101,,Washington full timeout
0:14.0,K. Bazemore enters the game for M. Scott,,101-101,,
0:14.0,,,101-101,,P. Pierce enters the game for O. Porter
0:01.0,,,101-103,2,P. Pierce makes 2-pt shot from 21 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
