time,Houston,pts.away,score,pts.home,Toronto
1:19.0,,,23-22,,Shooting foul by C. Brewer (drawn by J. Johnson)
1:19.0,,,23-23,1,J. Johnson makes free throw 1 of 1
1:08.0,C. Capela makes 2-pt shot at rim (assist by P. Prigioni),2,25-23,,
0:59.0,Personal foul by N. Johnson (drawn by D. DeRozan),,25-23,,
0:59.0,,,25-23,,D. DeRozan misses free throw 1 of 2
0:59.0,,,25-23,,Offensive rebound by Team
0:59.0,,,25-24,1,D. DeRozan makes free throw 2 of 2
0:40.0,,,25-24,,Personal foul by J. Johnson (drawn by J. Harden)
0:40.0,J. Harden makes free throw 1 of 2,1,26-24,,
0:40.0,J. Harden makes free throw 2 of 2,1,27-24,,
0:34.0,,,27-27,3,L. Williams makes 3-pt shot from 24 ft
0:11.0,J. Harden misses 3-pt shot from 24 ft,,27-27,,
0:10.0,,,27-27,,Defensive rebound by D. DeRozan
0:02.0,,,27-27,,D. DeRozan misses 3-pt shot from 25 ft
0:01.0,Defensive rebound by C. Capela,,27-27,,
0:00.0,J. Harden misses 3-pt shot from 46 ft,,27-27,,
0:00.0,Offensive rebound by Team,,27-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,Shooting foul by T. Hansbrough (drawn by C. Brewer),,27-27,,
11:46.0,C. Brewer misses free throw 1 of 2,,27-27,,
11:46.0,Offensive rebound by Team,,27-27,,
11:46.0,C. Brewer misses free throw 2 of 2,,27-27,,
11:43.0,Offensive rebound by Team,,27-27,,
11:36.0,C. Brewer makes 2-pt shot from 2 ft (assist by P. Prigioni),2,29-27,,
11:18.0,,,29-27,,Turnover by J. Johnson (lost ball; steal by P. Prigioni)
11:10.0,J. Smith misses 3-pt shot from 25 ft,,29-27,,
11:09.0,,,29-27,,Defensive rebound by P. Patterson
10:58.0,,,29-27,,P. Patterson misses 3-pt shot from 26 ft
10:57.0,Defensive rebound by N. Johnson,,29-27,,
10:53.0,Shooting foul by G. Vasquez (drawn by J. Smith),,29-27,,
10:53.0,J. Smith misses free throw 1 of 2,,29-27,,
10:53.0,Offensive rebound by Team,,29-27,,
10:53.0,,,29-27,,T. Ross enters the game for J. Johnson
10:53.0,J. Smith misses free throw 2 of 2,,29-27,,
10:52.0,,,29-27,,Defensive rebound by G. Vasquez
10:37.0,,,29-27,,T. Ross misses 2-pt shot from 4 ft
10:36.0,Defensive rebound by C. Brewer,,29-27,,
10:27.0,C. Capela makes 2-pt shot at rim (assist by P. Prigioni),2,31-27,,
10:15.0,Personal foul by N. Johnson (drawn by L. Williams),,31-27,,
10:15.0,J. Dorsey enters the game for C. Capela,,31-27,,
10:03.0,,,31-27,,L. Williams misses 3-pt shot from 26 ft
10:02.0,Defensive rebound by P. Prigioni,,31-27,,
9:53.0,N. Johnson misses 3-pt shot from 27 ft,,31-27,,
9:52.0,,,31-27,,Defensive rebound by Team
9:52.0,Personal foul by C. Brewer (drawn by T. Hansbrough),,31-27,,
9:35.0,,,31-27,,T. Ross misses 3-pt shot from 25 ft
9:34.0,Defensive rebound by J. Smith,,31-27,,
9:25.0,Turnover by J. Smith (bad pass; steal by T. Ross),,31-27,,
9:19.0,Violation by J. Smith (def goaltending),,31-27,,
9:19.0,,,31-29,2,T. Ross makes 2-pt shot from 2 ft
9:00.0,C. Brewer misses 2-pt shot from 5 ft,,31-29,,
8:59.0,Offensive rebound by Team,,31-29,,
8:59.0,Official timeout,,31-29,,
8:59.0,,,31-29,,A. Johnson enters the game for P. Patterson
8:59.0,,,31-29,,J. Valanciunas enters the game for T. Hansbrough
8:57.0,C. Brewer misses 2-pt shot at rim,,31-29,,
8:56.0,,,31-29,,Defensive rebound by J. Valanciunas
8:51.0,,,31-29,,Turnover by T. Ross (bad pass; steal by C. Brewer)
8:48.0,C. Brewer makes 2-pt shot from 2 ft,2,33-29,,
8:48.0,Shooting foul by L. Williams (drawn by C. Brewer),,33-29,,
8:48.0,C. Brewer makes free throw 1 of 1,1,34-29,,
8:26.0,,,34-31,2,L. Williams makes 2-pt shot from 18 ft
8:05.0,J. Dorsey makes 2-pt shot at rim (assist by J. Smith),2,36-31,,
7:49.0,,,36-31,,G. Vasquez misses 2-pt shot from 3 ft
7:48.0,Defensive rebound by J. Dorsey,,36-31,,
7:38.0,J. Smith misses 3-pt shot from 25 ft,,36-31,,
7:37.0,Offensive rebound by C. Brewer,,36-31,,
7:34.0,C. Brewer makes 2-pt shot from 1 ft,2,38-31,,
7:30.0,,,38-31,,Toronto full timeout
7:30.0,,,38-31,,D. DeRozan enters the game for G. Vasquez
7:18.0,,,38-31,,Turnover by D. DeRozan (lost ball; steal by P. Prigioni)
7:13.0,J. Dorsey makes 2-pt shot at rim (assist by P. Prigioni),2,40-31,,
6:57.0,,,40-31,,Offensive foul by D. DeRozan
6:57.0,,,40-31,,Turnover by D. DeRozan (offensive foul)
6:45.0,C. Brewer misses 2-pt shot from 5 ft,,40-31,,
6:44.0,,,40-31,,Defensive rebound by A. Johnson
6:32.0,,,40-31,,L. Williams misses 3-pt shot from 23 ft
6:31.0,Defensive rebound by N. Johnson,,40-31,,
6:27.0,,,40-31,,Personal foul by L. Williams (drawn by N. Johnson)
6:27.0,,,40-31,,Technical foul by D. DeRozan
6:27.0,P. Prigioni makes technical free throw,1,41-31,,
6:27.0,J. Harden enters the game for J. Dorsey,,41-31,,
6:27.0,J. Terry enters the game for P. Prigioni,,41-31,,
6:27.0,T. Ariza enters the game for N. Johnson,,41-31,,
6:19.0,J. Smith misses 2-pt shot from 2 ft (block by A. Johnson),,41-31,,
6:18.0,,,41-31,,Defensive rebound by J. Valanciunas
6:18.0,,,41-31,,Turnover by J. Valanciunas (offensive foul)
6:18.0,,,41-31,,Offensive foul by J. Valanciunas
5:57.0,,,41-31,,Personal block foul by T. Ross (drawn by J. Harden)
5:57.0,J. Harden misses free throw 1 of 2,,41-31,,
5:57.0,Offensive rebound by Team,,41-31,,
5:57.0,,,41-31,,J. Johnson enters the game for T. Ross
5:57.0,J. Harden makes free throw 2 of 2,1,42-31,,
5:45.0,,,42-33,2,D. DeRozan makes 2-pt shot from 2 ft (assist by A. Johnson)
5:30.0,J. Smith makes 2-pt shot from 6 ft (assist by C. Brewer),2,44-33,,
5:13.0,,,44-35,2,J. Valanciunas makes 2-pt shot from 1 ft
5:13.0,,,44-35,,Shooting foul by J. Smith (drawn by J. Valanciunas)
5:13.0,,,44-36,1,J. Valanciunas makes free throw 1 of 1
4:54.0,J. Terry makes 3-pt shot from 25 ft,3,47-36,,
4:37.0,Shooting block foul by J. Smith (drawn by J. Valanciunas),,47-36,,
4:37.0,,,47-37,1,J. Valanciunas makes free throw 1 of 2
4:37.0,C. Capela enters the game for J. Smith,,47-37,,
4:37.0,,,47-37,,G. Vasquez enters the game for L. Williams
4:37.0,,,47-38,1,J. Valanciunas makes free throw 2 of 2
4:23.0,J. Harden misses 2-pt shot from 1 ft (block by J. Valanciunas),,47-38,,
4:20.0,,,47-38,,Defensive rebound by A. Johnson
4:17.0,,,47-40,2,D. DeRozan makes 2-pt shot from 1 ft (assist by A. Johnson)
3:59.0,Turnover by T. Ariza (bad pass),,47-40,,
3:39.0,,,47-40,,Shooting foul by J. Harden (drawn by D. DeRozan)
3:39.0,,,47-41,1,D. DeRozan makes free throw 1 of 2
3:39.0,,,47-42,1,D. DeRozan makes free throw 2 of 2
3:23.0,Turnover by J. Harden (bad pass; steal by A. Johnson),,47-42,,
3:18.0,,,47-44,2,D. DeRozan makes 2-pt shot at rim (assist by G. Vasquez)
3:17.0,Houston full timeout,,47-44,,
3:17.0,J. Dorsey enters the game for C. Capela,,47-44,,
3:06.0,T. Ariza misses 2-pt shot from 19 ft,,47-44,,
3:05.0,,,47-44,,Defensive rebound by J. Johnson
2:47.0,,,47-44,,D. DeRozan misses 3-pt shot from 22 ft
2:46.0,Defensive rebound by J. Harden,,47-44,,
2:39.0,J. Harden misses 2-pt shot from 5 ft,,47-44,,
2:38.0,Offensive rebound by J. Harden,,47-44,,
2:32.0,J. Harden makes 3-pt shot from 24 ft,3,50-44,,
2:12.0,,,50-44,,J. Johnson misses 2-pt shot from 4 ft
2:11.0,,,50-44,,Offensive rebound by J. Valanciunas
2:01.0,,,50-44,,D. DeRozan misses 2-pt shot from 18 ft
2:00.0,,,50-44,,Offensive rebound by Team
1:49.0,,,50-44,,J. Valanciunas misses 2-pt shot from 12 ft
1:48.0,Defensive rebound by C. Brewer,,50-44,,
1:40.0,J. Harden misses 3-pt shot from 24 ft,,50-44,,
1:39.0,,,50-44,,Defensive rebound by J. Valanciunas
1:27.0,,,50-46,2,D. DeRozan makes 2-pt shot from 17 ft (assist by G. Vasquez)
1:16.0,,,50-46,,Shooting block foul by J. Valanciunas (drawn by T. Ariza)
1:16.0,T. Ariza misses free throw 1 of 2,,50-46,,
1:16.0,Offensive rebound by Team,,50-46,,
1:16.0,C. Capela enters the game for J. Dorsey,,50-46,,
1:16.0,,,50-46,,T. Hansbrough enters the game for J. Valanciunas
1:16.0,N. Johnson enters the game for C. Brewer,,50-46,,
1:16.0,,,50-46,,P. Patterson enters the game for A. Johnson
1:16.0,T. Ariza makes free throw 2 of 2,1,51-46,,
1:02.0,,,51-46,,D. DeRozan misses 2-pt shot from 18 ft
1:01.0,Defensive rebound by T. Ariza,,51-46,,
0:46.0,Shooting foul by P. Patterson (drawn by T. Ariza),,51-46,,
0:46.0,T. Ariza misses free throw 1 of 2,,51-46,,
0:46.0,Offensive rebound by Team,,51-46,,
0:46.0,T. Ariza makes free throw 2 of 2,1,52-46,,
0:35.0,,,52-48,2,D. DeRozan makes 2-pt shot from 5 ft
0:25.0,T. Ariza misses 2-pt shot from 17 ft,,52-48,,
0:24.0,,,52-48,,Defensive rebound by D. DeRozan
0:02.0,,,52-48,,J. Johnson misses 3-pt shot from 26 ft
0:01.0,Defensive rebound by T. Ariza,,52-48,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,J. Smith misses 2-pt shot from 3 ft,,52-48,,
11:41.0,Offensive rebound by Team,,52-48,,
11:37.0,J. Smith misses 2-pt shot from 8 ft,,52-48,,
11:36.0,,,52-48,,Defensive rebound by D. DeRozan
11:24.0,,,52-50,2,J. Valanciunas makes 2-pt shot from 5 ft (assist by D. DeRozan)
11:05.0,Turnover by J. Harden (lost ball; steal by J. Valanciunas),,52-50,,
10:58.0,,,52-50,,G. Vasquez misses 3-pt shot from 25 ft
10:57.0,Defensive rebound by J. Dorsey,,52-50,,
10:50.0,J. Terry misses 3-pt shot from 23 ft,,52-50,,
10:49.0,,,52-50,,Defensive rebound by J. Valanciunas
10:29.0,,,52-50,,T. Ross misses 2-pt shot from 18 ft
10:28.0,,,52-50,,Offensive rebound by J. Valanciunas
10:25.0,,,52-52,2,J. Valanciunas makes 2-pt shot at rim
10:11.0,J. Harden makes 3-pt shot from 27 ft (assist by T. Ariza),3,55-52,,
9:46.0,,,55-54,2,D. DeRozan makes 2-pt shot from 10 ft (assist by G. Vasquez)
9:27.0,J. Terry makes 2-pt shot from 19 ft,2,57-54,,
9:12.0,,,57-54,,Turnover by D. DeRozan (bad pass)
9:03.0,J. Terry misses 2-pt shot from 4 ft,,57-54,,
9:02.0,,,57-54,,Defensive rebound by D. DeRozan
9:00.0,,,57-54,,Turnover by D. DeRozan (lost ball)
8:50.0,J. Harden misses 2-pt shot from 20 ft,,57-54,,
8:49.0,,,57-54,,Defensive rebound by D. DeRozan
8:41.0,Personal foul by J. Dorsey (drawn by D. DeRozan),,57-54,,
8:27.0,,,57-54,,G. Vasquez misses 2-pt shot from 6 ft
8:26.0,,,57-54,,Offensive rebound by J. Valanciunas
8:24.0,,,57-54,,J. Valanciunas misses 2-pt shot at rim
8:23.0,,,57-54,,Offensive rebound by G. Vasquez
8:12.0,,,57-57,3,T. Ross makes 3-pt shot from 25 ft (assist by J. Valanciunas)
7:49.0,J. Smith misses 2-pt shot from 5 ft (block by J. Valanciunas),,57-57,,
7:46.0,Offensive rebound by Team,,57-57,,
7:46.0,Turnover by Team (shot clock),,57-57,,
7:37.0,,,57-59,2,D. DeRozan makes 2-pt shot from 19 ft (assist by G. Vasquez)
7:14.0,Turnover by J. Terry (lost ball; steal by G. Vasquez),,57-59,,
7:12.0,,,57-59,,Offensive foul by G. Vasquez
7:12.0,,,57-59,,Turnover by G. Vasquez (offensive foul)
6:58.0,T. Ariza misses 2-pt shot from 5 ft,,57-59,,
6:57.0,,,57-59,,Defensive rebound by A. Johnson
6:43.0,,,57-59,,D. DeRozan misses 2-pt shot from 14 ft
6:42.0,Defensive rebound by Team,,57-59,,
6:42.0,,,57-59,,Loose ball foul by J. Valanciunas (drawn by J. Dorsey)
6:42.0,,,57-59,,P. Patterson enters the game for J. Valanciunas
6:34.0,,,57-59,,Personal foul by A. Johnson (drawn by T. Ariza)
6:27.0,J. Harden misses 3-pt shot from 23 ft,,57-59,,
6:26.0,,,57-59,,Defensive rebound by D. DeRozan
6:22.0,,,57-59,,Shooting foul by T. Ariza (drawn by D. DeRozan)
6:22.0,,,57-60,1,D. DeRozan makes free throw 1 of 2
6:22.0,C. Brewer enters the game for T. Ariza,,57-60,,
6:22.0,P. Prigioni enters the game for J. Terry,,57-60,,
6:22.0,,,57-61,1,D. DeRozan makes free throw 2 of 2
6:01.0,J. Smith misses 3-pt shot from 27 ft,,57-61,,
5:59.0,,,57-61,,Defensive rebound by A. Johnson
5:38.0,,,57-64,3,D. DeRozan makes 3-pt shot from 23 ft
5:26.0,J. Harden makes 2-pt shot from 1 ft,2,59-64,,
5:26.0,Shooting foul by T. Ross (drawn by J. Harden),,59-64,,
5:26.0,,,59-64,,Toronto full timeout
5:26.0,T. Ariza enters the game for J. Smith,,59-64,,
5:26.0,,,59-64,,J. Johnson enters the game for T. Ross
5:26.0,J. Harden makes free throw 1 of 1,1,60-64,,
5:16.0,,,60-64,,Turnover by J. Johnson (lost ball; steal by T. Ariza)
5:12.0,T. Ariza makes 2-pt shot from 1 ft,2,62-64,,
4:46.0,,,62-67,3,G. Vasquez makes 3-pt shot from 25 ft (assist by A. Johnson)
4:27.0,J. Harden misses 2-pt shot from 2 ft,,62-67,,
4:26.0,Offensive rebound by J. Dorsey,,62-67,,
4:24.0,J. Dorsey makes 2-pt shot from 1 ft,2,64-67,,
4:03.0,,,64-69,2,D. DeRozan makes 2-pt shot from 1 ft
3:39.0,J. Harden misses 2-pt shot from 19 ft,,64-69,,
3:38.0,,,64-69,,Defensive rebound by P. Patterson
3:25.0,,,64-69,,J. Johnson misses 2-pt shot from 3 ft
3:24.0,Defensive rebound by T. Ariza,,64-69,,
3:18.0,J. Harden makes 2-pt shot at rim (assist by T. Ariza),2,66-69,,
2:58.0,,,66-71,2,D. DeRozan makes 2-pt shot from 2 ft (assist by G. Vasquez)
2:43.0,C. Brewer misses 3-pt shot from 24 ft,,66-71,,
2:42.0,Offensive rebound by J. Dorsey,,66-71,,
2:41.0,Shooting foul by D. DeRozan (drawn by J. Dorsey),,66-71,,
2:41.0,Houston full timeout,,66-71,,
2:41.0,,,66-71,,L. Williams enters the game for G. Vasquez
2:41.0,J. Dorsey makes free throw 1 of 2,1,67-71,,
2:41.0,J. Dorsey misses free throw 2 of 2,,67-71,,
2:40.0,,,67-71,,Defensive rebound by A. Johnson
2:21.0,,,67-71,,Shooting foul by J. Dorsey (drawn by J. Johnson)
2:21.0,,,67-71,,J. Johnson misses free throw 1 of 2
2:21.0,,,67-71,,Offensive rebound by Team
2:21.0,C. Capela enters the game for J. Dorsey,,67-71,,
2:21.0,,,67-72,1,J. Johnson makes free throw 2 of 2
2:02.0,C. Brewer misses 2-pt shot at rim,,67-72,,
2:01.0,,,67-72,,Defensive rebound by A. Johnson
1:58.0,,,67-72,,Turnover by A. Johnson (bad pass; steal by J. Harden)
1:54.0,C. Brewer makes 2-pt shot from 1 ft (assist by J. Harden),2,69-72,,
1:54.0,Shooting foul by J. Johnson (drawn by C. Brewer),,69-72,,
1:54.0,C. Brewer misses free throw 1 of 1,,69-72,,
1:53.0,,,69-72,,Defensive rebound by A. Johnson
1:30.0,,,69-72,,D. DeRozan misses 2-pt shot from 14 ft
1:29.0,Defensive rebound by C. Capela,,69-72,,
1:22.0,J. Harden makes 2-pt shot from 1 ft (assist by P. Prigioni),2,71-72,,
0:56.0,,,71-72,,J. Johnson misses 3-pt shot from 22 ft
0:54.0,,,71-72,,Offensive rebound by P. Patterson
0:47.0,,,71-74,2,J. Johnson makes 2-pt shot from 1 ft
0:34.0,C. Brewer misses 3-pt shot from 24 ft,,71-74,,
0:33.0,Offensive rebound by P. Prigioni,,71-74,,
0:31.0,J. Harden makes 3-pt shot from 25 ft (assist by P. Prigioni),3,74-74,,
0:13.0,,,74-74,,D. DeRozan misses 2-pt shot from 15 ft
0:12.0,Defensive rebound by T. Ariza,,74-74,,
0:01.0,Shooting foul by J. Johnson (drawn by J. Harden),,74-74,,
0:01.0,J. Harden makes free throw 1 of 2,1,75-74,,
0:01.0,J. Harden makes free throw 2 of 2,1,76-74,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,76-77,3,L. Williams makes 3-pt shot from 22 ft (assist by J. Johnson)
11:36.0,Offensive foul by C. Capela,,76-77,,
11:36.0,Turnover by C. Capela (offensive foul),,76-77,,
11:23.0,,,76-77,,L. Williams misses 2-pt shot from 20 ft
11:22.0,Defensive rebound by T. Ariza,,76-77,,
11:12.0,Turnover by P. Prigioni (bad pass; steal by J. Johnson),,76-77,,
11:01.0,Personal foul by N. Johnson (drawn by L. Williams),,76-77,,
10:53.0,,,76-77,,G. Vasquez misses 3-pt shot from 26 ft
10:52.0,Defensive rebound by Team,,76-77,,
10:38.0,C. Brewer makes 2-pt shot from 21 ft,2,78-77,,
10:23.0,,,78-77,,Shooting foul by N. Johnson (drawn by P. Patterson)
10:23.0,,,78-78,1,P. Patterson makes free throw 1 of 2
10:23.0,,,78-79,1,P. Patterson makes free throw 2 of 2
10:13.0,C. Brewer makes 2-pt shot from 9 ft,2,80-79,,
9:46.0,,,80-79,,G. Vasquez misses 2-pt shot from 9 ft
9:45.0,Defensive rebound by C. Capela,,80-79,,
9:37.0,C. Brewer misses 2-pt shot from 5 ft,,80-79,,
9:36.0,Offensive rebound by N. Johnson,,80-79,,
9:36.0,Shooting foul by J. Valanciunas (drawn by N. Johnson),,80-79,,
9:36.0,N. Johnson makes 2-pt shot from 2 ft,2,82-79,,
9:36.0,,,82-79,,D. DeRozan enters the game for J. Johnson
9:36.0,N. Johnson makes free throw 1 of 1,1,83-79,,
9:18.0,,,83-81,2,P. Patterson makes 2-pt shot from 15 ft (assist by G. Vasquez)
9:03.0,C. Brewer misses 2-pt shot from 18 ft,,83-81,,
9:02.0,,,83-81,,Defensive rebound by D. DeRozan
8:54.0,,,83-81,,P. Patterson misses 2-pt shot from 4 ft (block by C. Capela)
8:52.0,Defensive rebound by C. Brewer,,83-81,,
8:47.0,T. Ariza misses 3-pt shot from 26 ft,,83-81,,
8:46.0,,,83-81,,Defensive rebound by L. Williams
8:37.0,Official timeout,,83-81,,
8:36.0,Personal foul by T. Ariza (drawn by D. DeRozan),,83-81,,
8:25.0,,,83-81,,Shooting foul by N. Johnson (drawn by D. DeRozan)
8:25.0,,,83-81,,D. DeRozan misses free throw 1 of 3
8:25.0,,,83-81,,Offensive rebound by Team
8:25.0,,,83-82,1,D. DeRozan makes free throw 2 of 3
8:25.0,,,83-82,,A. Johnson enters the game for P. Patterson
8:25.0,,,83-83,1,D. DeRozan makes free throw 3 of 3
8:03.0,C. Brewer misses 3-pt shot from 25 ft,,83-83,,
8:02.0,,,83-83,,Defensive rebound by A. Johnson
7:44.0,,,83-83,,D. DeRozan misses 2-pt shot from 13 ft
7:43.0,,,83-83,,Offensive rebound by A. Johnson
7:41.0,,,83-83,,J. Valanciunas misses 2-pt shot from 1 ft
7:39.0,Defensive rebound by C. Capela,,83-83,,
7:30.0,C. Capela makes 2-pt shot at rim (assist by P. Prigioni),2,85-83,,
7:30.0,Shooting foul by L. Williams (drawn by C. Capela),,85-83,,
7:30.0,J. Harden enters the game for C. Brewer,,85-83,,
7:30.0,C. Capela misses free throw 1 of 1,,85-83,,
7:29.0,Offensive rebound by N. Johnson,,85-83,,
7:25.0,N. Johnson misses 2-pt shot from 2 ft (block by J. Valanciunas),,85-83,,
7:24.0,,,85-83,,Defensive rebound by A. Johnson
7:11.0,,,85-83,,G. Vasquez misses 3-pt shot from 23 ft
7:10.0,Defensive rebound by C. Capela,,85-83,,
6:52.0,J. Harden misses 2-pt shot from 2 ft (block by D. DeRozan),,85-83,,
6:51.0,Offensive rebound by C. Capela,,85-83,,
6:48.0,Turnover by C. Capela (lost ball; steal by L. Williams),,85-83,,
6:45.0,,,85-85,2,A. Johnson makes 2-pt shot from 1 ft (assist by L. Williams)
6:39.0,Houston full timeout,,85-85,,
6:39.0,J. Smith enters the game for C. Capela,,85-85,,
6:24.0,J. Smith misses 2-pt shot from 4 ft,,85-85,,
6:22.0,,,85-85,,Defensive rebound by G. Vasquez
6:09.0,Personal foul by J. Harden (drawn by D. DeRozan),,85-85,,
6:09.0,,,85-86,1,D. DeRozan makes free throw 1 of 2
6:09.0,J. Terry enters the game for P. Prigioni,,85-86,,
6:09.0,,,85-86,,P. Patterson enters the game for J. Valanciunas
