time,Brooklyn,pts.away,score,pts.home,Detroit
4:24.0,,,20-15,,J. Smith enters the game for A. Drummond
4:15.0,,,20-15,,Shooting foul by A. Anderson (drawn by G. Monroe)
4:15.0,,,20-16,1,G. Monroe makes free throw 1 of 2
4:15.0,B. Bogdanovic enters the game for A. Anderson,,20-16,,
4:15.0,,,20-17,1,G. Monroe makes free throw 2 of 2
4:04.0,M. Teletovic makes 3-pt shot from 22 ft (assist by J. Johnson),3,23-17,,
3:38.0,,,23-17,,J. Smith misses 2-pt shot from 5 ft
3:37.0,,,23-17,,Offensive rebound by J. Smith
3:36.0,,,23-17,,J. Smith misses 2-pt shot at rim
3:35.0,,,23-17,,Offensive rebound by G. Monroe
3:34.0,,,23-19,2,G. Monroe makes 2-pt shot from 1 ft
3:17.0,M. Teletovic misses 3-pt shot from 26 ft,,23-19,,
3:16.0,,,23-19,,Defensive rebound by G. Monroe
3:09.0,,,23-19,,Shooting foul by B. Bogdanovic (drawn by B. Jennings)
3:09.0,,,23-20,1,B. Jennings makes free throw 1 of 2
3:09.0,J. Jack enters the game for D. Williams,,23-20,,
3:09.0,,,23-21,1,B. Jennings makes free throw 2 of 2
2:55.0,J. Johnson makes 2-pt shot from 6 ft,2,25-21,,
2:43.0,,,25-21,,Turnover by K. Caldwell-Pope (bad pass)
2:26.0,M. Plumlee makes 2-pt shot from 3 ft (assist by J. Jack),2,27-21,,
2:06.0,,,27-21,,Shooting foul by M. Plumlee (drawn by B. Jennings)
2:06.0,,,27-22,1,B. Jennings makes free throw 1 of 2
2:06.0,J. Jordan enters the game for M. Plumlee,,27-22,,
2:06.0,,,27-23,1,B. Jennings makes free throw 2 of 2
1:47.0,J. Jack misses 2-pt shot from 18 ft,,27-23,,
1:46.0,Offensive rebound by J. Jordan,,27-23,,
1:35.0,Turnover by J. Jack (lost ball; steal by B. Jennings),,27-23,,
1:30.0,,,27-25,2,B. Jennings makes 2-pt shot at rim (assist by J. Smith)
1:14.0,,,27-25,,C. Butler enters the game for K. Singler
1:14.0,,,27-25,,D. Augustin enters the game for B. Jennings
1:07.0,J. Johnson makes 3-pt shot from 29 ft,3,30-25,,
0:47.0,,,30-25,,G. Monroe misses 2-pt shot from 5 ft
0:45.0,Defensive rebound by J. Jordan,,30-25,,
0:41.0,,,30-25,,Personal foul by D. Augustin (drawn by J. Jack)
0:28.0,,,30-25,,Def 3 sec tech foul by J. Smith
0:28.0,J. Johnson makes technical free throw,1,31-25,,
0:19.0,B. Bogdanovic misses 3-pt shot from 26 ft,,31-25,,
0:18.0,Offensive rebound by J. Jordan,,31-25,,
0:01.0,Shooting foul by J. Smith (drawn by M. Teletovic),,31-25,,
0:01.0,M. Teletovic makes free throw 1 of 2,1,32-25,,
0:01.0,S. Karasev enters the game for J. Johnson,,32-25,,
0:01.0,M. Teletovic makes free throw 2 of 2,1,33-25,,
0:01.0,,,33-25,,K. Caldwell-Pope misses 3-pt shot from 54 ft
0:00.0,,,33-25,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,Shooting foul by A. Drummond (drawn by K. Garnett),,33-25,,
11:47.0,K. Garnett makes free throw 1 of 2,1,34-25,,
11:47.0,K. Garnett makes free throw 2 of 2,1,35-25,,
11:27.0,,,35-25,,J. Smith misses 2-pt shot from 6 ft
11:25.0,Defensive rebound by K. Garnett,,35-25,,
11:19.0,D. Williams misses 2-pt shot from 20 ft,,35-25,,
11:18.0,Offensive rebound by K. Garnett,,35-25,,
11:07.0,,,35-25,,Personal foul by K. Singler (drawn by M. Teletovic)
10:52.0,D. Williams misses 2-pt shot from 16 ft,,35-25,,
10:51.0,,,35-25,,Defensive rebound by C. Butler
10:41.0,,,35-27,2,J. Smith makes 2-pt shot from 1 ft (assist by C. Butler)
10:21.0,D. Williams misses 2-pt shot from 3 ft,,35-27,,
10:20.0,,,35-27,,Defensive rebound by A. Drummond
10:18.0,,,35-27,,Shooting foul by B. Bogdanovic (drawn by D. Augustin)
10:18.0,,,35-28,1,D. Augustin makes free throw 1 of 2
10:18.0,A. Kirilenko enters the game for B. Bogdanovic,,35-28,,
10:18.0,,,35-29,1,D. Augustin makes free throw 2 of 2
9:59.0,J. Jack misses 3-pt shot from 23 ft,,35-29,,
9:58.0,,,35-29,,Defensive rebound by J. Smith
9:54.0,Violation by D. Williams (kicked ball),,35-29,,
9:47.0,,,35-29,,A. Drummond misses 2-pt shot at rim (block by K. Garnett)
9:46.0,,,35-29,,Offensive rebound by A. Drummond
9:45.0,,,35-31,2,A. Drummond makes 2-pt shot from 1 ft
9:30.0,D. Williams makes 2-pt shot from 4 ft,2,37-31,,
9:06.0,,,37-31,,J. Smith misses 2-pt shot at rim
9:05.0,Defensive rebound by A. Kirilenko,,37-31,,
8:54.0,D. Williams makes 2-pt shot from 14 ft,2,39-31,,
8:35.0,,,39-31,,C. Butler misses 3-pt shot from 25 ft
8:34.0,Defensive rebound by M. Teletovic,,39-31,,
8:25.0,D. Williams makes 2-pt shot from 17 ft,2,41-31,,
8:19.0,,,41-31,,Detroit full timeout
8:19.0,,,41-31,,B. Jennings enters the game for K. Singler
8:08.0,,,41-31,,C. Butler misses 3-pt shot from 23 ft
8:07.0,Defensive rebound by K. Garnett,,41-31,,
7:57.0,M. Teletovic makes 2-pt shot at rim,2,43-31,,
7:36.0,,,43-31,,J. Smith misses 2-pt shot from 20 ft
7:35.0,Defensive rebound by K. Garnett,,43-31,,
7:20.0,K. Garnett makes 2-pt shot at rim (assist by J. Jack),2,45-31,,
7:06.0,,,45-33,2,D. Augustin makes 2-pt shot from 17 ft
6:50.0,D. Williams misses 2-pt shot from 17 ft,,45-33,,
6:48.0,,,45-33,,Defensive rebound by A. Drummond
6:36.0,,,45-35,2,J. Smith makes 2-pt shot at rim (assist by D. Augustin)
6:20.0,K. Garnett makes 2-pt shot from 20 ft (assist by J. Jack),2,47-35,,
6:09.0,,,47-35,,Shooting foul by J. Jack (drawn by D. Augustin)
6:09.0,,,47-36,1,D. Augustin makes free throw 1 of 2
6:09.0,J. Johnson enters the game for J. Jack,,47-36,,
6:09.0,,,47-36,,G. Monroe enters the game for A. Drummond
6:09.0,,,47-36,,K. Singler enters the game for B. Jennings
6:09.0,,,47-37,1,D. Augustin makes free throw 2 of 2
5:57.0,D. Williams misses 3-pt shot from 23 ft,,47-37,,
5:55.0,,,47-37,,Defensive rebound by G. Monroe
5:46.0,Violation by D. Williams (kicked ball),,47-37,,
5:46.0,Official timeout,,47-37,,
5:46.0,M. Plumlee enters the game for K. Garnett,,47-37,,
5:28.0,,,47-37,,K. Singler misses 2-pt shot from 21 ft
5:27.0,Defensive rebound by M. Teletovic,,47-37,,
5:07.0,M. Teletovic misses 3-pt shot from 27 ft,,47-37,,
5:06.0,,,47-37,,Defensive rebound by G. Monroe
4:54.0,,,47-37,,Shooting foul by M. Teletovic (drawn by J. Smith)
4:54.0,,,47-37,,J. Smith misses free throw 1 of 2
4:54.0,,,47-37,,Offensive rebound by Team
4:54.0,,,47-37,,B. Jennings enters the game for D. Augustin
4:54.0,,,47-37,,K. Caldwell-Pope enters the game for C. Butler
4:54.0,,,47-37,,J. Smith misses free throw 2 of 2
4:53.0,,,47-37,,Offensive rebound by G. Monroe
4:51.0,,,47-39,2,G. Monroe makes 2-pt shot at rim
4:37.0,M. Teletovic makes 2-pt shot from 1 ft (assist by D. Williams),2,49-39,,
4:18.0,,,49-41,2,G. Monroe makes 2-pt shot at rim (assist by B. Jennings)
4:04.0,A. Kirilenko misses 2-pt shot from 4 ft,,49-41,,
4:03.0,,,49-41,,Defensive rebound by K. Singler
3:58.0,,,49-41,,J. Smith misses 2-pt shot at rim
3:56.0,Defensive rebound by J. Johnson,,49-41,,
3:47.0,J. Johnson misses 2-pt shot from 3 ft,,49-41,,
3:46.0,Offensive rebound by M. Plumlee,,49-41,,
3:45.0,Turnover by M. Plumlee (lost ball; steal by K. Caldwell-Pope),,49-41,,
3:25.0,,,49-44,3,K. Singler makes 3-pt shot from 26 ft (assist by G. Monroe)
3:07.0,J. Johnson misses 3-pt shot from 23 ft,,49-44,,
3:06.0,,,49-44,,Defensive rebound by K. Caldwell-Pope
3:02.0,,,49-46,2,G. Monroe makes 2-pt shot at rim (assist by J. Smith)
3:02.0,Brooklyn full timeout,,49-46,,
3:02.0,A. Anderson enters the game for M. Plumlee,,49-46,,
3:02.0,J. Jordan enters the game for M. Teletovic,,49-46,,
3:02.0,K. Garnett enters the game for A. Kirilenko,,49-46,,
2:40.0,K. Garnett makes 2-pt shot from 17 ft (assist by A. Anderson),2,51-46,,
2:12.0,,,51-46,,G. Monroe misses 2-pt shot at rim
2:11.0,Defensive rebound by K. Garnett,,51-46,,
2:05.0,A. Anderson makes 3-pt shot from 26 ft (assist by J. Johnson),3,54-46,,
1:49.0,,,54-46,,B. Jennings misses 2-pt shot at rim
1:48.0,,,54-46,,Offensive rebound by G. Monroe
1:47.0,,,54-46,,G. Monroe misses 2-pt shot at rim
1:47.0,Defensive rebound by J. Johnson,,54-46,,
1:41.0,J. Johnson makes 3-pt shot from 28 ft,3,57-46,,
1:19.0,,,57-46,,Turnover by J. Smith (bad pass)
1:13.0,Offensive foul by K. Garnett,,57-46,,
1:13.0,Turnover by K. Garnett (offensive foul),,57-46,,
0:51.0,,,57-46,,J. Smith misses 3-pt shot from 24 ft
0:49.0,Defensive rebound by A. Anderson,,57-46,,
0:31.0,J. Johnson makes 2-pt shot from 6 ft,2,59-46,,
0:20.0,,,59-46,,Shooting foul by K. Garnett (drawn by J. Smith)
0:20.0,,,59-47,1,J. Smith makes free throw 1 of 2
0:20.0,,,59-47,,J. Smith misses free throw 2 of 2
0:20.0,Defensive rebound by K. Garnett,,59-47,,
0:14.0,Brooklyn full timeout,,59-47,,
0:14.0,M. Teletovic enters the game for J. Jordan,,59-47,,
0:05.0,K. Garnett misses 2-pt shot from 20 ft,,59-47,,
0:04.0,,,59-47,,Defensive rebound by K. Singler
0:01.0,,,59-47,,K. Singler misses 3-pt shot from 41 ft
0:00.0,,,59-47,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,J. Johnson misses 2-pt shot from 3 ft,,59-47,,
11:41.0,Offensive rebound by J. Johnson,,59-47,,
11:39.0,J. Johnson makes 2-pt shot at rim,2,61-47,,
11:19.0,,,61-49,2,J. Smith makes 2-pt shot at rim (assist by B. Jennings)
11:00.0,Shooting foul by A. Drummond (drawn by M. Plumlee),,61-49,,
11:00.0,M. Plumlee makes free throw 1 of 2,1,62-49,,
11:00.0,M. Plumlee makes free throw 2 of 2,1,63-49,,
10:37.0,,,63-51,2,A. Drummond makes 2-pt shot at rim
10:21.0,K. Garnett misses 2-pt shot from 19 ft,,63-51,,
10:20.0,Offensive rebound by M. Plumlee,,63-51,,
10:08.0,B. Bogdanovic makes 2-pt shot from 20 ft (assist by D. Williams),2,65-51,,
9:55.0,,,65-53,2,B. Jennings makes 2-pt shot from 4 ft
9:46.0,D. Williams misses 2-pt shot from 9 ft,,65-53,,
9:45.0,Offensive rebound by Team,,65-53,,
9:39.0,D. Williams misses 3-pt shot from 27 ft,,65-53,,
9:38.0,,,65-53,,Defensive rebound by A. Drummond
9:16.0,,,65-55,2,J. Smith makes 2-pt shot from 18 ft (assist by B. Jennings)
9:04.0,,,65-55,,Personal foul by K. Caldwell-Pope (drawn by J. Johnson)
8:54.0,B. Bogdanovic misses 3-pt shot from 25 ft,,65-55,,
8:53.0,,,65-55,,Defensive rebound by K. Caldwell-Pope
8:45.0,,,65-55,,Turnover by B. Jennings (bad pass; steal by M. Plumlee)
8:32.0,M. Plumlee misses 2-pt shot at rim (block by A. Drummond),,65-55,,
8:31.0,Offensive rebound by M. Plumlee,,65-55,,
8:30.0,M. Plumlee makes 2-pt shot from 1 ft,2,67-55,,
8:30.0,Violation by Team (delay of game),,67-55,,
8:11.0,,,67-55,,K. Caldwell-Pope misses 3-pt shot from 26 ft
8:10.0,,,67-55,,Offensive rebound by A. Drummond
8:10.0,,,67-55,,Shooting foul by J. Johnson (drawn by A. Drummond)
8:10.0,,,67-56,1,A. Drummond makes free throw 1 of 2
8:10.0,,,67-56,,A. Drummond misses free throw 2 of 2
8:09.0,Defensive rebound by K. Garnett,,67-56,,
7:45.0,J. Johnson misses 3-pt shot from 25 ft,,67-56,,
7:44.0,,,67-56,,Defensive rebound by K. Singler
7:34.0,,,67-58,2,A. Drummond makes 2-pt shot at rim (assist by B. Jennings)
7:34.0,,,67-58,,Shooting foul by M. Plumlee (drawn by A. Drummond)
7:34.0,,,67-58,,G. Monroe enters the game for J. Smith
7:34.0,J. Jordan enters the game for M. Plumlee,,67-58,,
7:34.0,,,67-59,1,A. Drummond makes free throw 1 of 1
7:23.0,,,67-59,,Personal foul by B. Jennings (drawn by D. Williams)
7:13.0,J. Jordan makes 2-pt shot at rim (assist by D. Williams),2,69-59,,
7:01.0,,,69-61,2,A. Drummond makes 2-pt shot from 6 ft (assist by G. Monroe)
7:01.0,,,69-61,,Shooting foul by J. Jordan (drawn by A. Drummond)
7:01.0,,,69-61,,A. Drummond misses free throw 1 of 1
7:00.0,Defensive rebound by K. Garnett,,69-61,,
6:40.0,B. Bogdanovic misses 2-pt shot from 20 ft,,69-61,,
6:40.0,Offensive rebound by J. Jordan,,69-61,,
6:40.0,,,69-61,,Personal foul by A. Drummond (drawn by J. Jordan)
6:40.0,,,69-61,,J. Smith enters the game for A. Drummond
6:29.0,K. Garnett makes 2-pt shot from 20 ft (assist by J. Johnson),2,71-61,,
6:11.0,,,71-63,2,B. Jennings makes 2-pt shot at rim (assist by G. Monroe)
5:53.0,Shooting foul by K. Singler (drawn by K. Garnett),,71-63,,
5:53.0,,,71-63,,Detroit full timeout
5:53.0,K. Garnett makes free throw 1 of 2,1,72-63,,
5:53.0,K. Garnett makes free throw 2 of 2,1,73-63,,
5:43.0,Def 3 sec tech foul by K. Garnett,,73-63,,
5:43.0,,,73-63,,B. Jennings misses technical free throw
5:43.0,,,73-63,,Offensive rebound by Team
5:31.0,,,73-63,,B. Jennings misses 2-pt shot from 7 ft
5:30.0,,,73-63,,Offensive rebound by J. Smith
5:25.0,,,73-65,2,G. Monroe makes 2-pt shot at rim
4:58.0,K. Garnett makes 2-pt shot from 5 ft,2,75-65,,
4:37.0,,,75-65,,G. Monroe misses 2-pt shot from 5 ft
4:35.0,Defensive rebound by K. Garnett,,75-65,,
4:26.0,J. Johnson misses 2-pt shot from 12 ft,,75-65,,
4:24.0,,,75-65,,Defensive rebound by G. Monroe
4:17.0,,,75-65,,B. Jennings misses 3-pt shot from 26 ft
4:16.0,Defensive rebound by Team,,75-65,,
4:14.0,Brooklyn full timeout,,75-65,,
4:14.0,M. Teletovic enters the game for K. Garnett,,75-65,,
4:01.0,J. Jordan makes 2-pt shot from 1 ft (assist by D. Williams),2,77-65,,
3:40.0,,,77-65,,K. Caldwell-Pope misses 3-pt shot from 25 ft
3:39.0,,,77-65,,Offensive rebound by G. Monroe
3:32.0,,,77-67,2,G. Monroe makes 2-pt shot at rim (assist by B. Jennings)
3:32.0,,,77-67,,Shooting foul by M. Teletovic (drawn by G. Monroe)
3:32.0,,,77-68,1,G. Monroe makes free throw 1 of 1
3:20.0,D. Williams makes 2-pt shot from 18 ft,2,79-68,,
2:57.0,,,79-68,,J. Smith misses 2-pt shot from 1 ft (block by J. Jordan)
2:55.0,Defensive rebound by B. Bogdanovic,,79-68,,
2:44.0,Turnover by J. Jordan (lost ball; steal by G. Monroe),,79-68,,
2:39.0,,,79-70,2,K. Caldwell-Pope makes 2-pt shot at rim (assist by J. Smith)
2:24.0,D. Williams misses 2-pt shot from 7 ft,,79-70,,
2:22.0,Offensive rebound by J. Jordan,,79-70,,
2:22.0,J. Jordan makes 2-pt shot at rim,2,81-70,,
1:57.0,,,81-72,2,J. Smith makes 2-pt shot from 4 ft (assist by B. Jennings)
1:39.0,J. Johnson misses 3-pt shot from 26 ft,,81-72,,
1:38.0,,,81-72,,Defensive rebound by J. Smith
1:29.0,,,81-72,,B. Jennings misses 2-pt shot from 6 ft (block by D. Williams)
1:27.0,Defensive rebound by B. Bogdanovic,,81-72,,
1:16.0,B. Bogdanovic misses 3-pt shot from 23 ft,,81-72,,
1:15.0,,,81-72,,Defensive rebound by G. Monroe
1:10.0,,,81-74,2,K. Singler makes 2-pt shot at rim (assist by B. Jennings)
1:10.0,Brooklyn full timeout,,81-74,,
1:10.0,J. Jack enters the game for D. Williams,,81-74,,
0:50.0,Turnover by B. Bogdanovic (bad pass),,81-74,,
0:35.0,,,81-74,,Shooting foul by J. Jack (drawn by G. Monroe)
0:35.0,,,81-74,,G. Monroe misses free throw 1 of 2
0:35.0,,,81-74,,Offensive rebound by Team
0:35.0,M. Plumlee enters the game for J. Jordan,,81-74,,
0:35.0,A. Anderson enters the game for B. Bogdanovic,,81-74,,
0:35.0,,,81-75,1,G. Monroe makes free throw 2 of 2
0:16.0,J. Johnson misses 2-pt shot from 15 ft,,81-75,,
0:14.0,,,81-75,,Defensive rebound by J. Smith
0:01.0,,,81-75,,Turnover by B. Jennings (lost ball)
0:01.0,M. Plumlee misses 3-pt shot from 49 ft,,81-75,,
0:00.0,Offensive rebound by Team,,81-75,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,81-77,2,C. Butler makes 2-pt shot from 17 ft (assist by J. Smith)
11:30.0,A. Anderson misses 2-pt shot from 13 ft,,81-77,,
11:29.0,,,81-77,,Defensive rebound by J. Smith
11:07.0,,,81-77,,G. Monroe misses 2-pt shot from 5 ft
11:04.0,Defensive rebound by K. Garnett,,81-77,,
10:59.0,,,81-77,,Personal foul by K. Caldwell-Pope (drawn by M. Plumlee)
10:53.0,J. Jack makes 2-pt shot from 15 ft,2,83-77,,
10:36.0,Violation by M. Plumlee (def goaltending),,83-77,,
10:36.0,,,83-79,2,G. Monroe makes 2-pt shot at rim (assist by C. Butler)
10:16.0,B. Bogdanovic misses 3-pt shot from 27 ft,,83-79,,
10:15.0,,,83-79,,Defensive rebound by J. Smith
10:04.0,,,83-81,2,J. Smith makes 2-pt shot from 20 ft (assist by D. Augustin)
9:48.0,K. Garnett misses 2-pt shot from 5 ft,,83-81,,
9:46.0,Offensive rebound by M. Plumlee,,83-81,,
9:31.0,Offensive foul by K. Garnett,,83-81,,
9:31.0,Turnover by K. Garnett (offensive foul),,83-81,,
9:13.0,,,83-81,,D. Augustin misses 3-pt shot from 25 ft
9:12.0,Defensive rebound by K. Garnett,,83-81,,
9:04.0,Turnover by K. Garnett (traveling),,83-81,,
9:04.0,D. Williams enters the game for B. Bogdanovic,,83-81,,
8:49.0,,,83-81,,Shooting foul by A. Anderson (drawn by C. Butler)
8:49.0,Official timeout,,83-81,,
8:49.0,J. Johnson enters the game for M. Plumlee,,83-81,,
8:49.0,M. Teletovic enters the game for A. Anderson,,83-81,,
8:49.0,,,83-81,,A. Drummond enters the game for G. Monroe
8:49.0,,,83-82,1,C. Butler makes free throw 1 of 3
8:49.0,,,83-83,1,C. Butler makes free throw 2 of 3
8:49.0,,,83-84,1,C. Butler makes free throw 3 of 3
8:38.0,D. Williams misses 2-pt shot from 21 ft,,83-84,,
8:38.0,Offensive rebound by Team,,83-84,,
8:38.0,,,83-84,,Personal foul by A. Drummond (drawn by K. Garnett)
8:31.0,J. Jack misses 3-pt shot from 27 ft,,83-84,,
8:29.0,,,83-84,,Defensive rebound by J. Smith
8:10.0,,,83-84,,Turnover by K. Caldwell-Pope (bad pass; steal by K. Garnett)
7:52.0,D. Williams misses 3-pt shot from 26 ft,,83-84,,
7:51.0,,,83-84,,Defensive rebound by D. Augustin
7:39.0,,,83-84,,C. Butler misses 2-pt shot from 16 ft
7:38.0,Defensive rebound by J. Johnson,,83-84,,
7:27.0,J. Johnson makes 2-pt shot at rim,2,85-84,,
7:13.0,,,85-84,,D. Augustin misses 2-pt shot from 14 ft
7:11.0,Defensive rebound by D. Williams,,85-84,,
7:04.0,J. Johnson makes 3-pt shot from 26 ft (assist by D. Williams),3,88-84,,
7:03.0,,,88-84,,Detroit full timeout
6:55.0,,,88-84,,Turnover by K. Caldwell-Pope (step out of bounds)
6:41.0,J. Johnson makes 2-pt shot from 20 ft,2,90-84,,
6:30.0,Personal foul by D. Williams (drawn by J. Smith),,90-84,,
6:30.0,,,90-84,,B. Jennings enters the game for D. Augustin
6:17.0,,,90-86,2,K. Caldwell-Pope makes 2-pt shot from 17 ft (assist by J. Smith)
6:03.0,,,90-86,,Personal foul by C. Butler (drawn by J. Johnson)
6:03.0,,,90-86,,G. Monroe enters the game for A. Drummond
5:53.0,J. Johnson makes 2-pt shot from 13 ft,2,92-86,,
5:35.0,,,92-86,,J. Smith misses 2-pt shot from 17 ft
5:34.0,Defensive rebound by J. Johnson,,92-86,,
5:17.0,J. Johnson misses 3-pt shot from 26 ft,,92-86,,
5:16.0,Offensive rebound by M. Teletovic,,92-86,,
4:58.0,K. Garnett misses 2-pt shot at rim (block by J. Smith),,92-86,,
4:57.0,,,92-86,,Defensive rebound by G. Monroe
4:47.0,,,92-86,,B. Jennings misses 3-pt shot from 26 ft
4:45.0,Defensive rebound by M. Teletovic,,92-86,,
4:40.0,Brooklyn full timeout,,92-86,,
4:40.0,,,92-86,,D. Augustin enters the game for C. Butler
4:32.0,D. Williams makes 2-pt shot from 1 ft,2,94-86,,
4:15.0,,,94-86,,D. Augustin misses 3-pt shot from 26 ft
4:14.0,Defensive rebound by K. Garnett,,94-86,,
3:55.0,J. Johnson makes 2-pt shot from 10 ft,2,96-86,,
3:32.0,,,96-86,,D. Augustin misses 2-pt shot from 5 ft
3:32.0,,,96-86,,Offensive rebound by J. Smith
3:32.0,,,96-86,,Shooting foul by D. Williams (drawn by J. Smith)
3:32.0,,,96-86,,J. Smith misses free throw 1 of 2
3:32.0,,,96-86,,Offensive rebound by Team
3:32.0,,,96-86,,J. Smith misses free throw 2 of 2
3:30.0,Defensive rebound by J. Jack,,96-86,,
3:09.0,J. Johnson makes 2-pt shot from 6 ft,2,98-86,,
3:01.0,Personal foul by D. Williams (drawn by D. Augustin),,98-86,,
2:53.0,,,98-86,,B. Jennings misses 3-pt shot from 23 ft
2:52.0,Defensive rebound by M. Teletovic,,98-86,,
2:35.0,J. Johnson makes 2-pt shot from 18 ft,2,100-86,,
2:35.0,,,100-86,,Detroit full timeout
2:22.0,Personal foul by D. Williams (drawn by K. Caldwell-Pope),,100-86,,
2:22.0,,,100-87,1,K. Caldwell-Pope makes free throw 1 of 2
2:22.0,,,100-88,1,K. Caldwell-Pope makes free throw 2 of 2
1:59.0,M. Teletovic misses 3-pt shot from 25 ft,,100-88,,
1:58.0,,,100-88,,Defensive rebound by K. Caldwell-Pope
1:49.0,,,100-88,,K. Caldwell-Pope misses 3-pt shot from 27 ft
1:48.0,Defensive rebound by J. Jack,,100-88,,
