time,Chicago,pts.away,score,pts.home,Orlando
6:49.0,K. Hinrich misses 3-pt shot from 25 ft,,40-30,,
6:48.0,,,40-30,,Defensive rebound by D. Dedmon
6:41.0,,,40-30,,T. Harris misses 2-pt shot from 2 ft
6:41.0,Defensive rebound by Team,,40-30,,
6:28.0,N. Mirotic misses 3-pt shot from 25 ft,,40-30,,
6:27.0,,,40-30,,Defensive rebound by V. Oladipo
6:12.0,,,40-30,,E. Payton misses 2-pt shot from 9 ft
6:10.0,,,40-30,,Offensive rebound by D. Dedmon
6:09.0,,,40-30,,Turnover by D. Dedmon (lost ball; steal by J. Noah)
6:05.0,Shooting foul by V. Oladipo (drawn by D. Rose),,40-30,,
6:05.0,D. Rose makes free throw 1 of 2,1,41-30,,
6:05.0,J. Butler enters the game for K. Hinrich,,41-30,,
6:05.0,,,41-30,,A. Gordon enters the game for T. Harris
6:05.0,D. Rose makes free throw 2 of 2,1,42-30,,
5:53.0,,,42-30,,V. Oladipo misses 2-pt shot from 2 ft (block by T. Gibson)
5:51.0,Defensive rebound by J. Noah,,42-30,,
5:45.0,Turnover by J. Noah (lost ball; steal by V. Oladipo),,42-30,,
5:38.0,,,42-33,3,A. Nicholson makes 3-pt shot from 25 ft (assist by V. Oladipo)
5:25.0,Turnover by J. Noah (bad pass; steal by A. Gordon),,42-33,,
5:11.0,,,42-33,,E. Payton misses 2-pt shot from 2 ft
5:10.0,,,42-33,,Offensive rebound by D. Dedmon
5:10.0,,,42-35,2,D. Dedmon makes 2-pt shot from 1 ft
5:05.0,Chicago full timeout,,42-35,,
5:05.0,A. Brooks enters the game for J. Noah,,42-35,,
5:05.0,P. Gasol enters the game for D. Rose,,42-35,,
4:52.0,Shooting foul by D. Dedmon (drawn by T. Gibson),,42-35,,
4:52.0,T. Gibson misses free throw 1 of 2,,42-35,,
4:52.0,Offensive rebound by Team,,42-35,,
4:52.0,,,42-35,,N. Vucevic enters the game for D. Dedmon
4:52.0,T. Gibson makes free throw 2 of 2,1,43-35,,
4:40.0,,,43-35,,Turnover by N. Vucevic (bad pass; steal by N. Mirotic)
4:40.0,,,43-35,,Personal foul by A. Nicholson (drawn by N. Mirotic)
4:40.0,N. Mirotic makes free throw 1 of 2,1,44-35,,
4:40.0,N. Mirotic makes free throw 2 of 2,1,45-35,,
4:27.0,,,45-35,,Turnover by V. Oladipo (bad pass; steal by A. Brooks)
4:22.0,T. Gibson makes 2-pt shot at rim (assist by J. Butler),2,47-35,,
4:04.0,,,47-38,3,V. Oladipo makes 3-pt shot from 23 ft (assist by N. Vucevic)
3:44.0,N. Mirotic misses 2-pt shot from 2 ft,,47-38,,
3:43.0,Offensive rebound by T. Gibson,,47-38,,
3:43.0,T. Gibson makes 2-pt shot from 1 ft,2,49-38,,
3:42.0,Violation by Team (delay of game),,49-38,,
3:29.0,,,49-40,2,N. Vucevic makes 2-pt shot from 18 ft (assist by E. Payton)
3:08.0,N. Mirotic misses 2-pt shot from 10 ft,,49-40,,
3:07.0,,,49-40,,Defensive rebound by E. Payton
3:00.0,,,49-42,2,V. Oladipo makes 2-pt shot from 1 ft (assist by E. Payton)
2:43.0,P. Gasol misses 2-pt shot from 19 ft,,49-42,,
2:42.0,,,49-42,,Defensive rebound by E. Payton
2:34.0,,,49-42,,N. Vucevic misses 2-pt shot from 10 ft (block by P. Gasol)
2:31.0,,,49-42,,Offensive rebound by E. Payton
2:31.0,,,49-44,2,E. Payton makes 2-pt shot from 4 ft
2:08.0,A. Brooks misses 3-pt shot from 23 ft,,49-44,,
2:06.0,,,49-44,,Defensive rebound by V. Oladipo
2:06.0,,,49-44,,Shooting foul by N. Mirotic (drawn by A. Gordon)
2:06.0,Official timeout,,49-44,,
2:06.0,,,49-45,1,A. Gordon makes free throw 1 of 2
2:06.0,,,49-46,1,A. Gordon makes free throw 2 of 2
1:47.0,J. Butler makes 3-pt shot from 26 ft (assist by N. Mirotic),3,52-46,,
1:29.0,,,52-49,3,V. Oladipo makes 3-pt shot from 25 ft (assist by N. Vucevic)
1:14.0,,,52-49,,Personal foul by A. Gordon (drawn by N. Mirotic)
1:14.0,N. Mirotic makes free throw 1 of 2,1,53-49,,
1:14.0,N. Mirotic misses free throw 2 of 2,,53-49,,
1:13.0,,,53-49,,Defensive rebound by E. Payton
1:00.0,,,53-49,,N. Vucevic misses 2-pt shot from 20 ft
1:00.0,Defensive rebound by P. Gasol,,53-49,,
0:41.0,N. Mirotic makes 3-pt shot from 25 ft (assist by T. Gibson),3,56-49,,
0:21.0,,,56-52,3,E. Payton makes 3-pt shot from 26 ft (assist by A. Nicholson)
0:01.0,J. Butler makes 3-pt shot from 25 ft (assist by P. Gasol),3,59-52,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,Turnover by P. Gasol (bad pass),,59-52,,
11:33.0,,,59-52,,Shooting foul by M. Dunleavy (drawn by T. Harris)
11:33.0,,,59-53,1,T. Harris makes free throw 1 of 2
11:33.0,,,59-54,1,T. Harris makes free throw 2 of 2
11:17.0,P. Gasol makes 2-pt shot from 1 ft (assist by J. Noah),2,61-54,,
11:05.0,,,61-54,,Turnover by V. Oladipo (bad pass; steal by J. Butler)
10:57.0,D. Rose misses 3-pt shot from 26 ft,,61-54,,
10:56.0,,,61-54,,Defensive rebound by N. Vucevic
10:44.0,,,61-56,2,N. Vucevic makes 2-pt shot from 15 ft (assist by E. Payton)
10:27.0,Turnover by J. Butler (traveling),,61-56,,
10:18.0,,,61-56,,Shooting foul by J. Butler (drawn by V. Oladipo)
10:18.0,,,61-57,1,V. Oladipo makes free throw 1 of 2
10:18.0,,,61-58,1,V. Oladipo makes free throw 2 of 2
9:54.0,Shooting foul by D. Dedmon (drawn by J. Butler),,61-58,,
9:54.0,J. Butler makes free throw 1 of 2,1,62-58,,
9:54.0,,,62-58,,A. Nicholson enters the game for D. Dedmon
9:54.0,J. Butler makes free throw 2 of 2,1,63-58,,
9:42.0,,,63-58,,A. Nicholson misses 2-pt shot from 20 ft
9:41.0,,,63-58,,Offensive rebound by T. Harris
9:31.0,,,63-60,2,E. Payton makes 2-pt shot from 8 ft (assist by A. Nicholson)
9:18.0,J. Noah makes 2-pt shot from 2 ft (assist by M. Dunleavy),2,65-60,,
9:12.0,,,65-62,2,N. Vucevic makes 2-pt shot from 18 ft (assist by E. Payton)
8:51.0,M. Dunleavy misses 2-pt shot from 6 ft,,65-62,,
8:49.0,Offensive rebound by Team,,65-62,,
8:43.0,J. Butler makes 2-pt shot from 15 ft (assist by D. Rose),2,67-62,,
8:31.0,,,67-62,,Turnover by E. Payton (bad pass)
8:22.0,D. Rose misses 3-pt shot from 25 ft,,67-62,,
8:20.0,,,67-62,,Defensive rebound by T. Harris
8:15.0,,,67-62,,Shooting foul by D. Rose (drawn by E. Payton)
8:15.0,,,67-63,1,E. Payton makes free throw 1 of 2
8:15.0,,,67-64,1,E. Payton makes free throw 2 of 2
7:59.0,Turnover by J. Butler (bad pass; steal by E. Payton),,67-64,,
7:55.0,,,67-66,2,V. Oladipo makes 2-pt shot at rim (assist by E. Payton)
7:35.0,P. Gasol misses 2-pt shot from 7 ft,,67-66,,
7:35.0,Offensive rebound by J. Noah,,67-66,,
7:35.0,J. Noah misses 2-pt shot from 1 ft,,67-66,,
7:35.0,,,67-66,,Defensive rebound by Team
7:22.0,,,67-66,,A. Nicholson misses 3-pt shot from 23 ft
7:21.0,Defensive rebound by D. Rose,,67-66,,
7:13.0,Turnover by D. Rose (bad pass),,67-66,,
6:55.0,,,67-68,2,A. Nicholson makes 2-pt shot from 6 ft
6:37.0,J. Noah makes 2-pt shot from 4 ft (assist by P. Gasol),2,69-68,,
6:27.0,,,69-68,,Orlando full timeout
6:18.0,,,69-68,,E. Payton misses 2-pt shot from 2 ft (block by P. Gasol)
6:15.0,Defensive rebound by P. Gasol,,69-68,,
6:11.0,D. Rose makes 2-pt shot from 1 ft,2,71-68,,
5:55.0,,,71-68,,V. Oladipo misses 3-pt shot from 26 ft
5:53.0,Defensive rebound by J. Noah,,71-68,,
5:48.0,Turnover by D. Rose (step out of bounds),,71-68,,
5:35.0,,,71-68,,T. Harris misses 2-pt shot from 2 ft
5:34.0,,,71-68,,Offensive rebound by Team
5:34.0,Loose ball foul by M. Dunleavy (drawn by A. Nicholson),,71-68,,
5:34.0,,,71-68,,E. Fournier enters the game for V. Oladipo
5:34.0,A. Brooks enters the game for D. Rose,,71-68,,
5:19.0,,,71-70,2,N. Vucevic makes 2-pt shot from 10 ft (assist by E. Payton)
4:53.0,A. Brooks misses 2-pt shot from 2 ft,,71-70,,
4:52.0,Offensive rebound by J. Noah,,71-70,,
4:52.0,J. Noah misses 2-pt shot from 2 ft,,71-70,,
4:49.0,Offensive rebound by P. Gasol,,71-70,,
4:32.0,P. Gasol misses 2-pt shot from 4 ft,,71-70,,
4:30.0,,,71-70,,Defensive rebound by N. Vucevic
4:24.0,,,71-70,,Turnover by T. Harris (lost ball; steal by A. Brooks)
4:19.0,A. Brooks misses 3-pt shot from 25 ft,,71-70,,
4:16.0,Offensive rebound by J. Noah,,71-70,,
4:10.0,J. Butler misses 3-pt shot from 25 ft,,71-70,,
4:08.0,,,71-70,,Defensive rebound by E. Fournier
3:55.0,,,71-70,,Shooting foul by A. Brooks (drawn by E. Fournier)
3:55.0,,,71-71,1,E. Fournier makes free throw 1 of 2
3:55.0,T. Gibson enters the game for J. Noah,,71-71,,
3:55.0,,,71-71,,A. Gordon enters the game for T. Harris
3:55.0,,,71-72,1,E. Fournier makes free throw 2 of 2
3:35.0,T. Gibson makes 2-pt shot from 5 ft (assist by P. Gasol),2,73-72,,
3:23.0,,,73-72,,A. Nicholson misses 2-pt shot from 19 ft
3:21.0,,,73-72,,Offensive rebound by N. Vucevic
3:18.0,,,73-74,2,N. Vucevic makes 2-pt shot from 10 ft
3:02.0,J. Butler makes 2-pt shot at rim (assist by A. Brooks),2,75-74,,
3:02.0,Technical foul by J. Butler,,75-74,,
3:02.0,,,75-75,1,E. Fournier makes technical free throw
2:49.0,,,75-75,,Shooting foul by P. Gasol (drawn by N. Vucevic)
2:49.0,Chicago full timeout,,75-75,,
2:49.0,,,75-76,1,N. Vucevic makes free throw 1 of 2
2:49.0,,,75-77,1,N. Vucevic makes free throw 2 of 2
2:30.0,T. Gibson misses 2-pt shot from 15 ft,,75-77,,
2:29.0,Offensive rebound by Team,,75-77,,
2:29.0,,,75-77,,Loose ball foul by A. Gordon (drawn by P. Gasol)
2:11.0,M. Dunleavy makes 3-pt shot from 25 ft (assist by J. Butler),3,78-77,,
1:54.0,,,78-79,2,A. Gordon makes 2-pt shot from 1 ft (assist by N. Vucevic)
1:35.0,,,78-79,,Personal foul by A. Gordon (drawn by T. Gibson)
1:35.0,N. Mirotic enters the game for M. Dunleavy,,78-79,,
1:24.0,Shooting foul by N. Vucevic (drawn by P. Gasol),,78-79,,
1:24.0,P. Gasol makes free throw 1 of 2,1,79-79,,
1:24.0,K. Hinrich enters the game for J. Butler,,79-79,,
1:24.0,P. Gasol makes free throw 2 of 2,1,80-79,,
1:13.0,,,80-79,,E. Fournier misses 3-pt shot from 23 ft
1:11.0,Defensive rebound by P. Gasol,,80-79,,
1:06.0,Shooting foul by A. Gordon (drawn by N. Mirotic),,80-79,,
1:06.0,N. Mirotic makes free throw 1 of 3,1,81-79,,
1:06.0,N. Mirotic makes free throw 2 of 3,1,82-79,,
1:06.0,N. Mirotic makes free throw 3 of 3,1,83-79,,
0:57.0,,,83-79,,Turnover by E. Payton (step out of bounds)
0:39.0,N. Mirotic misses 2-pt shot from 16 ft,,83-79,,
0:38.0,,,83-79,,Defensive rebound by N. Vucevic
0:31.0,,,83-79,,A. Gordon misses 3-pt shot from 23 ft
0:29.0,Defensive rebound by P. Gasol,,83-79,,
0:28.0,,,83-79,,Personal foul by A. Nicholson (drawn by P. Gasol)
0:28.0,P. Gasol makes free throw 1 of 2,1,84-79,,
0:28.0,P. Gasol misses free throw 2 of 2,,84-79,,
0:28.0,,,84-79,,Defensive rebound by N. Vucevic
0:08.0,,,84-79,,E. Payton misses 2-pt shot from 1 ft
0:07.0,,,84-79,,Offensive rebound by E. Payton
0:07.0,,,84-79,,E. Payton misses 2-pt shot from 2 ft
0:07.0,Defensive rebound by A. Brooks,,84-79,,
0:07.0,,,84-79,,Personal foul by E. Payton (drawn by A. Brooks)
0:07.0,A. Brooks makes free throw 1 of 2,1,85-79,,
0:07.0,J. Noah enters the game for P. Gasol,,85-79,,
0:07.0,,,85-79,,V. Oladipo enters the game for A. Gordon
0:07.0,,,85-79,,T. Harris enters the game for A. Nicholson
0:07.0,T. Snell enters the game for N. Mirotic,,85-79,,
0:07.0,A. Brooks misses free throw 2 of 2,,85-79,,
0:06.0,Offensive rebound by A. Brooks,,85-79,,
0:02.0,A. Brooks makes 2-pt shot from 6 ft,2,87-79,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,87-81,2,T. Harris makes 2-pt shot from 10 ft
11:30.0,Turnover by N. Mirotic (step out of bounds),,87-81,,
11:07.0,,,87-83,2,C. Frye makes 2-pt shot from 8 ft
10:45.0,A. Brooks misses 2-pt shot from 2 ft (block by C. Frye),,87-83,,
10:45.0,,,87-83,,Defensive rebound by C. Frye
10:45.0,Personal foul by J. Noah (drawn by C. Frye),,87-83,,
10:23.0,,,87-83,,V. Oladipo misses 3-pt shot from 25 ft
10:22.0,Defensive rebound by N. Mirotic,,87-83,,
10:09.0,T. Gibson misses 2-pt shot from 7 ft,,87-83,,
10:07.0,,,87-83,,Defensive rebound by C. Frye
9:52.0,,,87-83,,T. Harris misses 3-pt shot from 25 ft
9:51.0,Defensive rebound by J. Noah,,87-83,,
9:27.0,Turnover by Team (shot clock),,87-83,,
9:08.0,,,87-83,,C. Frye misses 3-pt shot from 26 ft
9:07.0,Defensive rebound by J. Noah,,87-83,,
8:55.0,Official timeout,,87-83,,
8:55.0,J. Butler enters the game for K. Hinrich,,87-83,,
8:55.0,Turnover by A. Brooks (lost ball; steal by V. Oladipo),,87-83,,
8:55.0,Jump ball: A. Brooks vs. D. Dedmon (E. Fournier gains possession),,,,Jump ball: A. Brooks vs. D. Dedmon (E. Fournier gains possession)
8:42.0,K. Hinrich enters the game for A. Brooks,,87-83,,
8:38.0,,,87-83,,Turnover by E. Fournier (traveling)
8:26.0,T. Gibson makes 2-pt shot from 1 ft (assist by N. Mirotic),2,89-83,,
8:05.0,,,89-83,,T. Harris misses 3-pt shot from 23 ft
8:04.0,Defensive rebound by J. Butler,,89-83,,
7:45.0,Turnover by J. Noah (bad pass; steal by C. Frye),,89-83,,
7:42.0,,,89-83,,Shooting foul by K. Hinrich (drawn by V. Oladipo)
7:42.0,,,89-84,1,V. Oladipo makes free throw 1 of 2
7:42.0,,,89-84,,E. Payton enters the game for E. Fournier
7:42.0,,,89-84,,N. Vucevic enters the game for C. Frye
7:42.0,,,89-85,1,V. Oladipo makes free throw 2 of 2
7:32.0,J. Butler misses 2-pt shot from 8 ft,,89-85,,
7:31.0,Offensive rebound by J. Noah,,89-85,,
7:31.0,J. Noah misses 2-pt shot from 1 ft,,89-85,,
7:29.0,Offensive rebound by J. Butler,,89-85,,
7:29.0,J. Butler misses 2-pt shot from 2 ft (block by D. Dedmon),,89-85,,
7:29.0,,,89-85,,Defensive rebound by Team
7:29.0,Jump ball: J. Butler vs. D. Dedmon (N. Vucevic gains possession),,,,Jump ball: J. Butler vs. D. Dedmon (N. Vucevic gains possession)
7:07.0,,,89-85,,T. Harris misses 3-pt shot from 25 ft
7:06.0,Defensive rebound by J. Butler,,89-85,,
6:53.0,N. Mirotic misses 3-pt shot from 26 ft,,89-85,,
6:52.0,,,89-85,,Defensive rebound by D. Dedmon
6:31.0,,,89-85,,E. Payton misses 2-pt shot from 7 ft
6:29.0,,,89-85,,Offensive rebound by D. Dedmon
6:29.0,,,89-85,,D. Dedmon misses 2-pt shot at rim
6:29.0,Defensive rebound by Team,,89-85,,
6:18.0,J. Butler makes 2-pt shot at rim (assist by J. Noah),2,91-85,,
6:18.0,,,91-85,,Orlando full timeout
6:18.0,A. Brooks enters the game for K. Hinrich,,91-85,,
6:18.0,,,91-85,,A. Gordon enters the game for T. Harris
5:57.0,,,91-88,3,E. Payton makes 3-pt shot from 23 ft (assist by V. Oladipo)
5:34.0,T. Gibson misses 2-pt shot from 18 ft,,91-88,,
5:32.0,,,91-88,,Defensive rebound by E. Payton
5:22.0,,,91-88,,N. Vucevic misses 2-pt shot from 18 ft
5:21.0,Defensive rebound by T. Gibson,,91-88,,
5:02.0,A. Brooks makes 3-pt shot from 25 ft,3,94-88,,
4:45.0,,,94-88,,Shooting foul by T. Gibson (drawn by A. Gordon)
4:45.0,,,94-89,1,A. Gordon makes free throw 1 of 2
4:45.0,P. Gasol enters the game for J. Noah,,94-89,,
4:45.0,,,94-89,,E. Fournier enters the game for D. Dedmon
4:45.0,,,94-89,,A. Gordon misses free throw 2 of 2
4:44.0,Defensive rebound by P. Gasol,,94-89,,
4:27.0,A. Brooks misses 2-pt shot from 7 ft,,94-89,,
4:26.0,Offensive rebound by T. Gibson,,94-89,,
4:26.0,T. Gibson misses 2-pt shot from 3 ft,,94-89,,
4:26.0,,,94-89,,Defensive rebound by Team
4:26.0,Loose ball foul by T. Gibson (drawn by V. Oladipo),,94-89,,
4:18.0,,,94-89,,Turnover by E. Payton (discontinued dribble)
4:07.0,,,94-89,,Personal foul by V. Oladipo (drawn by J. Butler)
3:54.0,T. Gibson misses 2-pt shot from 4 ft,,94-89,,
3:52.0,,,94-89,,Defensive rebound by A. Gordon
3:42.0,,,94-92,3,E. Fournier makes 3-pt shot from 25 ft
3:25.0,A. Brooks makes 2-pt shot from 16 ft,2,96-92,,
3:16.0,,,96-92,,Shooting foul by A. Brooks (drawn by N. Vucevic)
3:16.0,,,96-93,1,N. Vucevic makes free throw 1 of 2
3:16.0,,,96-94,1,N. Vucevic makes free throw 2 of 2
2:52.0,Turnover by Team (shot clock),,96-94,,
