time,Cleveland,pts.away,score,pts.home,Golden State
7:25.0,,,31-27,,Personal foul by A. Iguodala (drawn by L. James)
7:25.0,L. James makes free throw 1 of 2,1,32-27,,
7:25.0,,,32-27,,D. Green enters the game for A. Iguodala
7:25.0,L. James misses free throw 2 of 2,,32-27,,
7:24.0,,,32-27,,Defensive rebound by M. Speights
7:14.0,,,32-27,,Turnover by M. Speights (lost ball; steal by K. Irving)
7:08.0,J. Smith misses 3-pt shot from 26 ft,,32-27,,
7:07.0,,,32-27,,Defensive rebound by K. Thompson
6:42.0,,,32-27,,K. Thompson misses 2-pt shot from 9 ft
6:41.0,,,32-27,,Offensive rebound by M. Speights
6:40.0,,,32-27,,M. Speights misses 2-pt shot from 2 ft
6:38.0,Defensive rebound by K. Irving,,32-27,,
6:30.0,K. Irving makes 2-pt shot from 15 ft,2,34-27,,
6:26.0,,,34-27,,Golden State full timeout
6:26.0,M. Dellavedova enters the game for K. Irving,,34-27,,
6:11.0,,,34-29,2,S. Curry makes 2-pt shot from 15 ft
5:50.0,L. James makes 2-pt shot from 18 ft (assist by M. Dellavedova),2,36-29,,
5:39.0,,,36-31,2,M. Speights makes 2-pt shot from 16 ft (assist by S. Curry)
5:21.0,L. James misses 2-pt shot from 18 ft,,36-31,,
5:20.0,,,36-31,,Defensive rebound by K. Thompson
5:08.0,,,36-33,2,D. Green makes 2-pt shot from 2 ft (assist by M. Speights)
4:44.0,,,36-33,,Personal foul by M. Speights (drawn by T. Thompson)
4:44.0,,,36-33,,A. Bogut enters the game for M. Speights
4:33.0,L. James misses 3-pt shot from 25 ft,,36-33,,
4:33.0,,,36-33,,Defensive rebound by Team
4:21.0,,,36-36,3,S. Curry makes 3-pt shot from 23 ft (assist by D. Green)
4:13.0,Cleveland full timeout,,36-36,,
3:55.0,L. James misses 2-pt shot from 12 ft,,36-36,,
3:54.0,Offensive rebound by Team,,36-36,,
3:54.0,,,36-36,,Personal foul by A. Bogut (drawn by T. Thompson)
3:54.0,K. Irving enters the game for M. Dellavedova,,36-36,,
3:54.0,T. Mozgov enters the game for J. Smith,,36-36,,
3:51.0,Turnover by I. Shumpert (bad pass; steal by S. Curry),,36-36,,
3:46.0,,,36-39,3,S. Curry makes 3-pt shot from 26 ft
3:25.0,L. James misses 3-pt shot from 26 ft,,36-39,,
3:24.0,,,36-39,,Defensive rebound by S. Curry
3:20.0,,,36-39,,H. Barnes misses 2-pt shot from 1 ft (block by T. Mozgov)
3:18.0,Defensive rebound by K. Irving,,36-39,,
3:08.0,K. Irving misses 2-pt shot from 3 ft,,36-39,,
3:07.0,,,36-39,,Defensive rebound by A. Bogut
2:58.0,,,36-41,2,S. Curry makes 2-pt shot from 2 ft
2:40.0,I. Shumpert makes 3-pt shot from 23 ft (assist by K. Irving),3,39-41,,
2:28.0,,,39-43,2,D. Green makes 2-pt shot at rim (assist by S. Curry)
2:09.0,K. Irving makes 2-pt shot from 5 ft,2,41-43,,
1:44.0,,,41-43,,K. Thompson misses 3-pt shot from 23 ft
1:43.0,,,41-43,,Offensive rebound by A. Bogut
1:40.0,,,41-46,3,K. Thompson makes 3-pt shot from 26 ft (assist by A. Bogut)
1:20.0,I. Shumpert makes 3-pt shot from 23 ft (assist by L. James),3,44-46,,
1:05.0,,,44-46,,D. Green misses 3-pt shot from 26 ft
1:03.0,,,44-46,,Offensive rebound by K. Thompson
1:01.0,,,44-46,,Turnover by K. Thompson (lost ball)
0:49.0,L. James makes 2-pt shot from 14 ft,2,46-46,,
0:40.0,,,46-46,,Turnover by A. Bogut (lost ball; steal by I. Shumpert)
0:33.0,L. James makes 2-pt shot from 3 ft,2,48-46,,
0:19.0,Personal foul by K. Irving (drawn by K. Thompson),,48-46,,
0:19.0,M. Dellavedova enters the game for K. Irving,,48-46,,
0:19.0,,,48-46,,Golden State full timeout
0:10.0,,,48-48,2,D. Green makes 2-pt shot at rim (assist by S. Curry)
0:03.0,,,48-48,,Personal foul by D. Green (drawn by L. James)
0:03.0,Cleveland full timeout,,48-48,,
0:03.0,J. Smith enters the game for M. Dellavedova,,48-48,,
0:03.0,K. Irving enters the game for T. Mozgov,,48-48,,
0:02.0,J. Smith makes 3-pt shot from 29 ft (assist by L. James),3,51-48,,
0:00.0,,,51-48,,D. Green misses 3-pt shot from 55 ft
0:00.0,,,51-48,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,51-48,,S. Curry misses 3-pt shot from 25 ft
11:45.0,Defensive rebound by T. Thompson,,51-48,,
11:22.0,K. Irving misses 3-pt shot from 26 ft (block by K. Thompson),,51-48,,
11:21.0,Offensive rebound by Team,,51-48,,
11:21.0,Turnover by Team (shot clock),,51-48,,
11:05.0,,,51-50,2,K. Thompson makes 2-pt shot from 2 ft
10:41.0,K. Irving makes 2-pt shot from 20 ft,2,53-50,,
10:26.0,,,53-50,,K. Thompson misses 3-pt shot from 25 ft
10:24.0,Defensive rebound by T. Thompson,,53-50,,
10:14.0,L. James makes 2-pt shot from 7 ft,2,55-50,,
10:07.0,Personal foul by L. James (drawn by H. Barnes),,55-50,,
9:58.0,,,55-50,,Turnover by S. Curry (bad pass; steal by T. Thompson)
9:56.0,K. Irving makes 2-pt shot from 12 ft,2,57-50,,
9:32.0,,,57-52,2,S. Curry makes 2-pt shot from 17 ft
9:15.0,T. Mozgov makes 2-pt shot at rim (assist by K. Irving),2,59-52,,
9:08.0,,,59-52,,H. Barnes misses 3-pt shot from 24 ft
9:05.0,Defensive rebound by K. Irving,,59-52,,
8:58.0,Turnover by K. Irving (bad pass; steal by D. Green),,59-52,,
8:46.0,,,59-52,,Turnover by S. Curry (lost ball; steal by I. Shumpert)
8:37.0,Offensive foul by T. Thompson,,59-52,,
8:37.0,Turnover by T. Thompson (offensive foul),,59-52,,
8:37.0,,,59-52,,Golden State full timeout
8:21.0,,,59-54,2,K. Thompson makes 2-pt shot from 18 ft
7:51.0,T. Mozgov misses 2-pt shot from 18 ft,,59-54,,
7:50.0,Offensive rebound by K. Irving,,59-54,,
7:45.0,,,59-54,,Personal foul by S. Curry (drawn by L. James)
7:34.0,I. Shumpert misses 3-pt shot from 24 ft,,59-54,,
7:33.0,,,59-54,,Defensive rebound by D. Green
7:22.0,,,59-57,3,H. Barnes makes 3-pt shot from 25 ft (assist by A. Bogut)
6:56.0,L. James makes 2-pt shot from 5 ft,2,61-57,,
6:47.0,Personal foul by I. Shumpert (drawn by A. Bogut),,61-57,,
6:36.0,,,61-57,,D. Green misses 2-pt shot from 4 ft
6:35.0,,,61-57,,Offensive rebound by A. Bogut
6:35.0,,,61-57,,A. Bogut misses 2-pt shot from 1 ft
6:34.0,,,61-57,,Offensive rebound by D. Green
6:34.0,,,61-59,2,D. Green makes 2-pt shot from 2 ft
6:12.0,K. Irving misses 2-pt shot from 5 ft (block by K. Thompson),,61-59,,
6:11.0,Offensive rebound by T. Thompson,,61-59,,
6:09.0,T. Thompson misses 2-pt shot from 5 ft,,61-59,,
6:06.0,Offensive rebound by K. Irving,,61-59,,
6:04.0,L. James misses 3-pt shot from 26 ft,,61-59,,
6:03.0,Offensive rebound by T. Mozgov,,61-59,,
6:03.0,Shooting foul by D. Green (drawn by T. Mozgov),,61-59,,
6:03.0,T. Mozgov makes free throw 1 of 2,1,62-59,,
6:03.0,T. Mozgov makes free throw 2 of 2,1,63-59,,
5:52.0,,,63-61,2,H. Barnes makes 2-pt shot from 2 ft (assist by S. Curry)
5:37.0,K. Irving makes 2-pt shot from 18 ft,2,65-61,,
5:16.0,,,65-64,3,K. Thompson makes 3-pt shot from 25 ft (assist by D. Green)
4:51.0,L. James makes 2-pt shot from 17 ft (assist by K. Irving),2,67-64,,
4:40.0,,,67-64,,Turnover by S. Curry (lost ball; steal by K. Irving)
4:28.0,Shooting foul by H. Barnes (drawn by L. James),,67-64,,
4:28.0,L. James makes free throw 1 of 2,1,68-64,,
4:28.0,,,68-64,,A. Iguodala enters the game for H. Barnes
4:28.0,J. Jones enters the game for T. Mozgov,,68-64,,
4:28.0,L. James makes free throw 2 of 2,1,69-64,,
4:14.0,,,69-64,,Shooting foul by K. Irving (drawn by K. Thompson)
4:14.0,,,69-65,1,K. Thompson makes free throw 1 of 2
4:14.0,,,69-66,1,K. Thompson makes free throw 2 of 2
3:53.0,L. James misses 2-pt shot from 4 ft,,69-66,,
3:51.0,Offensive rebound by T. Thompson,,69-66,,
3:42.0,K. Irving misses 3-pt shot from 24 ft,,69-66,,
3:41.0,,,69-66,,Defensive rebound by S. Curry
3:36.0,Violation by I. Shumpert (kicked ball),,69-66,,
3:36.0,,,69-66,,F. Ezeli enters the game for A. Bogut
3:36.0,J. Smith enters the game for I. Shumpert,,69-66,,
3:31.0,,,69-66,,K. Thompson misses 3-pt shot from 24 ft
3:31.0,Defensive rebound by Team,,69-66,,
3:11.0,J. Smith misses 2-pt shot from 18 ft,,69-66,,
3:10.0,,,69-66,,Defensive rebound by A. Iguodala
3:00.0,,,69-66,,D. Green misses 2-pt shot from 6 ft
2:59.0,Defensive rebound by T. Thompson,,69-66,,
2:45.0,,,69-66,,Personal foul by D. Green (drawn by L. James)
2:45.0,Cleveland full timeout,,69-66,,
2:45.0,M. Dellavedova enters the game for K. Irving,,69-66,,
2:45.0,,,69-66,,S. Livingston enters the game for K. Thompson
2:45.0,,,69-66,,H. Barnes enters the game for D. Green
2:45.0,L. James misses free throw 1 of 2,,69-66,,
2:45.0,Offensive rebound by Team,,69-66,,
2:45.0,L. James misses free throw 2 of 2,,69-66,,
2:44.0,,,69-66,,Defensive rebound by S. Livingston
2:31.0,,,69-68,2,F. Ezeli makes 2-pt shot at rim (assist by S. Livingston)
2:05.0,L. James misses 2-pt shot from 14 ft,,69-68,,
2:04.0,,,69-68,,Defensive rebound by H. Barnes
1:49.0,,,69-68,,H. Barnes misses 2-pt shot from 14 ft
1:48.0,Defensive rebound by J. Smith,,69-68,,
1:38.0,L. James makes 2-pt shot from 10 ft,2,71-68,,
1:23.0,,,71-70,2,S. Curry makes 2-pt shot from 1 ft (assist by F. Ezeli)
1:00.0,L. James makes 2-pt shot from 5 ft (assist by J. Jones),2,73-70,,
0:54.0,Personal foul by M. Dellavedova (drawn by S. Curry),,73-70,,
0:48.0,,,73-70,,Shooting foul by J. Jones (drawn by F. Ezeli)
0:48.0,,,73-70,,F. Ezeli misses free throw 1 of 2
0:48.0,,,73-70,,Offensive rebound by Team
0:48.0,,,73-71,1,F. Ezeli makes free throw 2 of 2
0:27.0,L. James misses 2-pt shot from 17 ft,,73-71,,
0:26.0,Offensive rebound by M. Dellavedova,,73-71,,
0:05.0,Turnover by L. James (lost ball; steal by A. Iguodala),,73-71,,
0:02.0,,,73-73,2,A. Iguodala makes 2-pt shot from 1 ft (assist by H. Barnes)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,K. Irving makes 2-pt shot from 1 ft,2,75-73,,
11:25.0,,,75-73,,M. Speights misses 2-pt shot from 8 ft
11:23.0,,,75-73,,Offensive rebound by H. Barnes
11:09.0,,,75-73,,M. Speights misses 2-pt shot from 3 ft
11:08.0,,,75-73,,Offensive rebound by M. Speights
11:08.0,,,75-73,,M. Speights misses 2-pt shot from 3 ft
11:06.0,,,75-73,,Offensive rebound by H. Barnes
10:55.0,,,75-76,3,A. Iguodala makes 3-pt shot from 23 ft (assist by L. Barbosa)
10:34.0,K. Irving misses 3-pt shot from 25 ft,,75-76,,
10:33.0,,,75-76,,Defensive rebound by A. Iguodala
10:26.0,,,75-78,2,S. Livingston makes 2-pt shot at rim (assist by A. Iguodala)
10:02.0,J. Smith misses 3-pt shot from 24 ft (block by A. Iguodala),,75-78,,
10:00.0,,,75-78,,Defensive rebound by S. Livingston
9:56.0,,,75-78,,Turnover by L. Barbosa (lost ball; steal by I. Shumpert)
9:34.0,K. Irving makes 2-pt shot from 2 ft,2,77-78,,
9:28.0,,,77-78,,Turnover by L. Barbosa (bad pass)
9:06.0,K. Irving misses 2-pt shot from 18 ft,,77-78,,
9:05.0,,,77-78,,Defensive rebound by L. Barbosa
9:02.0,,,77-78,,L. Barbosa misses 2-pt shot from 2 ft
9:00.0,Defensive rebound by Team,,77-78,,
9:00.0,,,77-78,,Loose ball foul by M. Speights (drawn by T. Thompson)
9:00.0,L. James enters the game for J. Jones,,77-78,,
9:00.0,,,77-78,,K. Thompson enters the game for L. Barbosa
8:47.0,L. James misses 2-pt shot from 10 ft,,77-78,,
8:47.0,,,77-78,,Defensive rebound by Team
8:47.0,Official timeout,,77-78,,
8:33.0,,,77-80,2,M. Speights makes 2-pt shot from 19 ft (assist by S. Livingston)
8:03.0,L. James makes 2-pt shot from 10 ft,2,79-80,,
7:48.0,,,79-80,,S. Livingston misses 2-pt shot from 3 ft
7:47.0,Defensive rebound by L. James,,79-80,,
7:41.0,,,79-80,,Def 3 sec tech foul by M. Speights
7:41.0,K. Irving makes technical free throw,1,80-80,,
7:41.0,,,80-80,,S. Curry enters the game for S. Livingston
7:41.0,,,80-80,,A. Bogut enters the game for M. Speights
7:41.0,T. Mozgov enters the game for T. Thompson,,80-80,,
7:27.0,L. James makes 2-pt shot from 19 ft (assist by K. Irving),2,82-80,,
7:15.0,,,82-82,2,A. Bogut makes 2-pt shot at rim (assist by S. Curry)
6:55.0,T. Mozgov makes 2-pt shot from 3 ft (assist by L. James),2,84-82,,
6:42.0,,,84-82,,S. Curry misses 2-pt shot from 8 ft
6:42.0,Defensive rebound by L. James,,84-82,,
6:30.0,L. James makes 2-pt shot from 12 ft,2,86-82,,
6:29.0,,,86-82,,Golden State full timeout
6:29.0,T. Thompson enters the game for I. Shumpert,,86-82,,
6:29.0,,,86-82,,D. Green enters the game for H. Barnes
6:08.0,,,86-85,3,A. Iguodala makes 3-pt shot from 23 ft (assist by S. Curry)
5:44.0,K. Irving makes 3-pt shot from 26 ft (assist by L. James),3,89-85,,
5:27.0,,,89-85,,Shooting foul by J. Smith (drawn by K. Thompson)
5:27.0,,,89-86,1,K. Thompson makes free throw 1 of 2
5:27.0,,,89-87,1,K. Thompson makes free throw 2 of 2
5:08.0,L. James makes 2-pt shot from 8 ft,2,91-87,,
5:02.0,,,91-90,3,K. Thompson makes 3-pt shot from 27 ft (assist by S. Curry)
4:44.0,K. Irving misses 3-pt shot from 25 ft,,91-90,,
4:43.0,,,91-90,,Defensive rebound by Team
4:32.0,,,91-90,,S. Curry misses 3-pt shot from 26 ft
4:31.0,,,91-90,,Offensive rebound by D. Green
4:29.0,,,91-90,,D. Green misses 2-pt shot from 3 ft
4:29.0,Defensive rebound by T. Thompson,,91-90,,
4:29.0,,,91-90,,Personal foul by D. Green (drawn by T. Thompson)
4:29.0,I. Shumpert enters the game for T. Thompson,,91-90,,
4:17.0,T. Mozgov makes 2-pt shot at rim (assist by L. James),2,93-90,,
4:05.0,,,93-92,2,A. Bogut makes 2-pt shot from 1 ft (assist by K. Thompson)
3:47.0,J. Smith misses 3-pt shot from 25 ft,,93-92,,
3:46.0,,,93-92,,Defensive rebound by A. Iguodala
3:35.0,,,93-94,2,S. Curry makes 2-pt shot from 18 ft
3:08.0,L. James misses 2-pt shot from 8 ft,,93-94,,
3:07.0,,,93-94,,Defensive rebound by S. Curry
2:53.0,,,93-94,,Shooting foul by K. Irving (drawn by K. Thompson)
2:53.0,Cleveland full timeout,,93-94,,
2:53.0,T. Thompson enters the game for I. Shumpert,,93-94,,
2:53.0,,,93-95,1,K. Thompson makes free throw 1 of 2
2:53.0,,,93-96,1,K. Thompson makes free throw 2 of 2
2:38.0,L. James makes 3-pt shot from 26 ft,3,96-96,,
2:17.0,,,96-96,,A. Iguodala misses 2-pt shot from 17 ft
2:14.0,Defensive rebound by T. Thompson,,96-96,,
1:58.0,Turnover by T. Mozgov (traveling),,96-96,,
1:45.0,,,96-96,,K. Thompson misses 3-pt shot from 25 ft
1:44.0,Defensive rebound by Team,,96-96,,
1:22.0,L. James misses 2-pt shot from 16 ft,,96-96,,
1:20.0,Offensive rebound by T. Mozgov,,96-96,,
1:16.0,Cleveland full timeout,,96-96,,
1:04.0,T. Mozgov misses 2-pt shot from 10 ft,,96-96,,
1:03.0,,,96-96,,Defensive rebound by A. Bogut
0:54.0,,,96-98,2,S. Curry makes 2-pt shot from 20 ft
0:32.0,Shooting foul by A. Bogut (drawn by T. Mozgov),,96-98,,
0:32.0,T. Mozgov makes free throw 1 of 2,1,97-98,,
0:32.0,I. Shumpert enters the game for K. Irving,,97-98,,
0:32.0,T. Mozgov makes free throw 2 of 2,1,98-98,,
0:32.0,,,98-98,,Golden State full timeout
0:32.0,K. Irving enters the game for T. Mozgov,,98-98,,
0:32.0,,,98-98,,H. Barnes enters the game for A. Bogut
0:26.0,,,98-98,,S. Curry misses 2-pt shot from 3 ft (block by K. Irving)
0:24.0,Defensive rebound by J. Smith,,98-98,,
0:24.0,Cleveland full timeout,,98-98,,
0:04.0,L. James misses 2-pt shot from 21 ft,,98-98,,
0:01.0,Offensive rebound by I. Shumpert,,98-98,,
0:01.0,I. Shumpert misses 2-pt shot from 21 ft,,98-98,,
0:00.0,Offensive rebound by Team,,98-98,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:59.0,Jump ball: F. Ezeli vs. T. Mozgov (K. Irving gains possession),,,,Jump ball: F. Ezeli vs. T. Mozgov (K. Irving gains possession)
