time,Dallas,pts.away,score,pts.home,Denver
0:56.0,,,32-25,1,T. Lawson makes free throw 2 of 2
0:33.0,C. Villanueva misses 3-pt shot from 24 ft,,32-25,,
0:31.0,,,32-25,,Defensive rebound by J. Nurkic
0:25.0,,,32-27,2,T. Lawson makes 2-pt shot from 15 ft (assist by J. Nurkic)
0:04.0,D. Harris makes 3-pt shot from 24 ft (assist by R. Felton),3,35-27,,
0:00.0,,,35-27,,E. Green misses 3-pt shot from 26 ft
0:00.0,,,35-27,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,,,35-27,,Personal foul by J. Nurkic (drawn by D. Nowitzki)
11:43.0,T. Chandler makes 2-pt shot at rim (assist by M. Ellis),2,37-27,,
11:25.0,,,37-27,,R. Foye misses 2-pt shot from 20 ft
11:23.0,Defensive rebound by R. Felton,,37-27,,
11:05.0,,,37-27,,Personal foul by G. Harris (drawn by T. Chandler)
10:56.0,M. Ellis misses 2-pt shot from 8 ft,,37-27,,
10:55.0,,,37-27,,Defensive rebound by G. Harris
10:43.0,,,37-27,,Shooting foul by T. Chandler (drawn by J. Nurkic)
10:43.0,,,37-28,1,J. Nurkic makes free throw 1 of 2
10:43.0,,,37-29,1,J. Nurkic makes free throw 2 of 2
10:25.0,Shooting foul by G. Harris (drawn by D. Nowitzki),,37-29,,
10:25.0,D. Nowitzki makes free throw 1 of 2,1,38-29,,
10:25.0,D. Nowitzki makes free throw 2 of 2,1,39-29,,
10:13.0,,,39-32,3,R. Foye makes 3-pt shot from 26 ft
9:55.0,Turnover by R. Jefferson (bad pass),,39-32,,
9:41.0,,,39-32,,D. Gallinari misses 2-pt shot from 13 ft
9:39.0,Defensive rebound by D. Nowitzki,,39-32,,
9:32.0,M. Ellis misses 2-pt shot from 1 ft,,39-32,,
9:31.0,Offensive rebound by T. Chandler,,39-32,,
9:31.0,T. Chandler makes 2-pt shot from 1 ft,2,41-32,,
9:12.0,,,41-34,2,J. Nurkic makes 2-pt shot from 1 ft (assist by D. Gallinari)
9:05.0,,,41-34,,Personal foul by R. Foye (drawn by T. Chandler)
8:51.0,Shooting foul by D. Gallinari (drawn by D. Nowitzki),,41-34,,
8:51.0,Official timeout,,41-34,,
8:51.0,,,41-34,,W. Chandler enters the game for D. Gallinari
8:51.0,D. Nowitzki makes free throw 1 of 2,1,42-34,,
8:51.0,D. Nowitzki makes free throw 2 of 2,1,43-34,,
8:37.0,,,43-34,,R. Foye misses 3-pt shot from 24 ft
8:37.0,,,43-34,,Offensive rebound by Team
8:37.0,Loose ball foul by T. Chandler (drawn by J. Nurkic),,43-34,,
8:37.0,A. Stoudemire enters the game for T. Chandler,,43-34,,
8:29.0,,,43-34,,G. Harris misses 3-pt shot from 23 ft
8:27.0,Defensive rebound by D. Nowitzki,,43-34,,
8:20.0,R. Jefferson makes 2-pt shot at rim (assist by R. Felton),2,45-34,,
8:03.0,,,45-34,,W. Chandler misses 2-pt shot from 19 ft
8:03.0,Defensive rebound by Team,,45-34,,
8:03.0,,,45-34,,Loose ball foul by J. Nurkic (drawn by A. Stoudemire)
8:03.0,A. Stoudemire makes free throw 1 of 2,1,46-34,,
8:03.0,,,46-34,,J. Hickson enters the game for J. Nurkic
8:03.0,A. Stoudemire makes free throw 2 of 2,1,47-34,,
7:50.0,,,47-34,,Turnover by J. Hickson (lost ball)
7:42.0,R. Felton misses 2-pt shot from 14 ft,,47-34,,
7:41.0,,,47-34,,Defensive rebound by W. Chandler
7:36.0,,,47-34,,R. Foye misses 2-pt shot from 3 ft
7:35.0,Defensive rebound by Team,,47-34,,
7:20.0,D. Nowitzki makes 2-pt shot from 12 ft (assist by M. Ellis),2,49-34,,
7:06.0,,,49-34,,G. Harris misses 2-pt shot from 1 ft
7:05.0,,,49-34,,Offensive rebound by J. Hickson
7:04.0,,,49-34,,Shooting foul by R. Jefferson (drawn by J. Hickson)
7:04.0,,,49-35,1,J. Hickson makes free throw 1 of 2
7:04.0,,,49-35,,J. Hickson misses free throw 2 of 2
7:02.0,,,49-35,,Offensive rebound by W. Chandler
6:48.0,,,49-35,,E. Green misses 3-pt shot from 24 ft
6:44.0,Defensive rebound by A. Stoudemire,,49-35,,
6:28.0,R. Jefferson misses 2-pt shot from 4 ft,,49-35,,
6:23.0,,,49-35,,Defensive rebound by W. Chandler
6:15.0,,,49-35,,E. Green misses 2-pt shot from 5 ft
6:14.0,,,49-35,,Offensive rebound by J. Hickson
6:13.0,,,49-35,,Offensive foul by J. Hickson
6:13.0,,,49-35,,Turnover by J. Hickson (offensive foul)
6:13.0,,,49-35,,T. Lawson enters the game for G. Harris
5:57.0,R. Jefferson makes 2-pt shot from 4 ft (assist by R. Felton),2,51-35,,
5:44.0,,,51-37,2,E. Green makes 2-pt shot from 9 ft (assist by T. Lawson)
5:43.0,Dallas full timeout,,51-37,,
5:43.0,D. Harris enters the game for R. Jefferson,,51-37,,
5:43.0,J. Barea enters the game for D. Nowitzki,,51-37,,
5:43.0,A. Aminu enters the game for M. Ellis,,51-37,,
5:43.0,C. Villanueva enters the game for R. Felton,,51-37,,
5:43.0,,,51-37,,D. Gallinari enters the game for R. Foye
5:43.0,,,51-37,,K. Faried enters the game for J. Hickson
5:27.0,A. Stoudemire makes 2-pt shot from 2 ft (assist by J. Barea),2,53-37,,
5:12.0,,,53-39,2,T. Lawson makes 2-pt shot from 13 ft
5:00.0,A. Stoudemire makes 2-pt shot from 12 ft (assist by J. Barea),2,55-39,,
4:44.0,,,55-39,,E. Green misses 3-pt shot from 23 ft
4:43.0,Defensive rebound by A. Stoudemire,,55-39,,
4:39.0,,,55-39,,Personal foul by E. Green (drawn by D. Harris)
4:39.0,D. Harris misses free throw 1 of 2,,55-39,,
4:39.0,Offensive rebound by Team,,55-39,,
4:39.0,D. Harris makes free throw 2 of 2,1,56-39,,
4:27.0,,,56-41,2,T. Lawson makes 2-pt shot from 20 ft
4:18.0,C. Villanueva misses 2-pt shot from 3 ft,,56-41,,
4:17.0,Offensive rebound by Team,,56-41,,
4:17.0,,,56-41,,R. Foye enters the game for E. Green
4:09.0,C. Villanueva misses 3-pt shot from 23 ft,,56-41,,
4:08.0,,,56-41,,Defensive rebound by D. Gallinari
4:02.0,,,56-41,,Shooting foul by A. Aminu (drawn by D. Gallinari)
4:02.0,,,56-42,1,D. Gallinari makes free throw 1 of 2
4:02.0,,,56-43,1,D. Gallinari makes free throw 2 of 2
3:41.0,J. Barea misses 3-pt shot from 25 ft,,56-43,,
3:40.0,,,56-43,,Defensive rebound by T. Lawson
3:34.0,,,56-43,,T. Lawson misses 2-pt shot from 17 ft
3:33.0,Defensive rebound by A. Aminu,,56-43,,
3:27.0,J. Barea makes 2-pt shot from 2 ft (assist by A. Aminu),2,58-43,,
3:18.0,,,58-45,2,K. Faried makes 2-pt shot from 1 ft (assist by T. Lawson)
3:00.0,A. Stoudemire makes 2-pt shot from 1 ft (assist by J. Barea),2,60-45,,
2:54.0,Shooting block foul by C. Villanueva (drawn by D. Gallinari),,60-45,,
2:54.0,,,60-45,,Denver full timeout
2:54.0,,,60-46,1,D. Gallinari makes free throw 1 of 2
2:54.0,,,60-47,1,D. Gallinari makes free throw 2 of 2
2:40.0,A. Aminu makes 2-pt shot from 1 ft (assist by C. Villanueva),2,62-47,,
2:22.0,,,62-47,,W. Chandler misses 3-pt shot from 22 ft
2:21.0,Defensive rebound by A. Aminu,,62-47,,
2:07.0,Turnover by D. Harris (bad pass; steal by W. Chandler),,62-47,,
2:01.0,,,62-50,3,R. Foye makes 3-pt shot from 23 ft (assist by D. Gallinari)
1:59.0,Dallas full timeout,,62-50,,
1:59.0,T. Chandler enters the game for J. Barea,,62-50,,
1:59.0,M. Ellis enters the game for A. Stoudemire,,62-50,,
1:59.0,D. Nowitzki enters the game for C. Villanueva,,62-50,,
1:59.0,,,62-50,,W. Barton enters the game for D. Gallinari
1:59.0,,,62-50,,J. Nurkic enters the game for K. Faried
1:45.0,D. Nowitzki makes 2-pt shot from 18 ft (assist by D. Harris),2,64-50,,
1:35.0,,,64-50,,T. Lawson misses 2-pt shot from 18 ft
1:34.0,,,64-50,,Offensive rebound by W. Chandler
1:30.0,,,64-50,,W. Chandler misses 3-pt shot from 26 ft
1:29.0,Defensive rebound by T. Chandler,,64-50,,
1:18.0,A. Aminu makes 2-pt shot from 3 ft (assist by D. Harris),2,66-50,,
1:03.0,,,66-50,,J. Nurkic misses 2-pt shot from 3 ft
1:02.0,Defensive rebound by T. Chandler,,66-50,,
0:58.0,D. Harris makes 3-pt shot from 24 ft,3,69-50,,
0:47.0,,,69-50,,W. Chandler misses 3-pt shot from 22 ft
0:46.0,,,69-50,,Offensive rebound by J. Nurkic
0:43.0,,,69-50,,J. Nurkic misses 2-pt shot from 2 ft (block by D. Nowitzki)
0:43.0,,,69-50,,Offensive rebound by Team
0:39.0,,,69-50,,Turnover by R. Foye (bad pass; steal by D. Harris)
0:37.0,T. Chandler makes flagrant free throw 1 of 2,1,70-50,,
0:37.0,T. Chandler makes flagrant free throw 2 of 2,1,71-50,,
0:33.0,M. Ellis makes 2-pt shot from 18 ft (assist by D. Nowitzki),2,73-50,,
0:20.0,B. James enters the game for T. Chandler,,73-50,,
0:17.0,,,73-50,,Shooting foul by M. Ellis (drawn by J. Nurkic)
0:17.0,,,73-51,1,J. Nurkic makes free throw 1 of 2
0:17.0,J. Barea enters the game for A. Aminu,,73-51,,
0:17.0,C. Villanueva enters the game for B. James,,73-51,,
0:17.0,,,73-51,,J. Lauvergne enters the game for W. Chandler
0:17.0,,,73-52,1,J. Nurkic makes free throw 2 of 2
0:00.0,M. Ellis misses 2-pt shot from 9 ft,,73-52,,
0:00.0,Offensive rebound by Team,,73-52,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,M. Ellis misses 2-pt shot from 18 ft,,73-52,,
11:43.0,,,73-52,,Defensive rebound by R. Foye
11:29.0,,,73-52,,D. Gallinari misses 3-pt shot from 23 ft
11:28.0,Defensive rebound by R. Felton,,73-52,,
11:21.0,D. Nowitzki misses 3-pt shot from 25 ft,,73-52,,
11:19.0,,,73-52,,Defensive rebound by K. Faried
11:03.0,,,73-54,2,D. Gallinari makes 2-pt shot from 19 ft (assist by T. Lawson)
10:36.0,R. Jefferson misses 3-pt shot from 22 ft,,73-54,,
10:34.0,,,73-54,,Defensive rebound by D. Gallinari
10:29.0,,,73-54,,R. Foye misses 3-pt shot from 26 ft
10:28.0,,,73-54,,Offensive rebound by K. Faried
10:24.0,,,73-54,,K. Faried misses 2-pt shot from 5 ft (block by T. Chandler)
10:22.0,Defensive rebound by T. Chandler,,73-54,,
10:18.0,R. Felton makes 2-pt shot from 2 ft,2,75-54,,
10:18.0,Shooting foul by K. Faried (drawn by R. Felton),,75-54,,
10:18.0,R. Felton misses free throw 1 of 1,,75-54,,
10:16.0,,,75-54,,Defensive rebound by K. Faried
10:01.0,,,75-54,,R. Foye misses 3-pt shot from 26 ft
9:59.0,Defensive rebound by R. Jefferson,,75-54,,
9:49.0,D. Nowitzki makes 2-pt shot from 17 ft (assist by R. Jefferson),2,77-54,,
9:36.0,Personal foul by R. Jefferson (drawn by K. Faried),,77-54,,
9:27.0,,,77-57,3,D. Gallinari makes 3-pt shot from 25 ft (assist by K. Faried)
9:20.0,,,77-57,,Personal foul by D. Gallinari (drawn by R. Jefferson)
9:08.0,R. Jefferson misses 2-pt shot from 10 ft,,77-57,,
9:07.0,,,77-57,,Defensive rebound by D. Gallinari
9:04.0,,,77-57,,Offensive foul by K. Faried
9:04.0,,,77-57,,Turnover by K. Faried (offensive foul)
8:53.0,R. Jefferson makes 3-pt shot from 24 ft (assist by T. Chandler),3,80-57,,
8:43.0,,,80-59,2,T. Lawson makes 2-pt shot from 18 ft
8:41.0,Turnover by D. Nowitzki (bad pass; steal by R. Foye),,80-59,,
8:35.0,,,80-59,,W. Chandler misses 3-pt shot from 22 ft
8:34.0,Defensive rebound by D. Nowitzki,,80-59,,
8:28.0,R. Felton makes 2-pt shot from 2 ft,2,82-59,,
8:10.0,,,82-62,3,R. Foye makes 3-pt shot from 24 ft (assist by T. Lawson)
8:01.0,Turnover by M. Ellis (lost ball; steal by R. Foye),,82-62,,
8:01.0,Personal take foul by M. Ellis (drawn by R. Foye),,82-62,,
7:48.0,,,82-62,,W. Chandler misses 2-pt shot from 4 ft (block by D. Nowitzki)
7:46.0,,,82-62,,Offensive rebound by W. Chandler
7:43.0,,,82-64,2,W. Chandler makes 2-pt shot at rim
7:31.0,D. Nowitzki misses 2-pt shot from 10 ft,,82-64,,
7:30.0,Offensive rebound by Team,,82-64,,
7:30.0,,,82-64,,Loose ball foul by K. Faried (drawn by T. Chandler)
7:30.0,,,82-64,,J. Hickson enters the game for K. Faried
7:22.0,M. Ellis misses 2-pt shot from 6 ft,,82-64,,
7:21.0,,,82-64,,Defensive rebound by J. Hickson
7:12.0,,,82-64,,T. Lawson misses 2-pt shot from 19 ft
7:10.0,Defensive rebound by T. Chandler,,82-64,,
7:06.0,R. Jefferson makes 2-pt shot at rim (assist by R. Felton),2,84-64,,
6:49.0,,,84-66,2,D. Gallinari makes 2-pt shot from 17 ft (assist by T. Lawson)
6:35.0,R. Jefferson misses 3-pt shot from 22 ft,,84-66,,
6:33.0,,,84-66,,Defensive rebound by J. Hickson
6:21.0,,,84-66,,J. Hickson misses 2-pt shot from 1 ft
6:20.0,Defensive rebound by D. Nowitzki,,84-66,,
6:15.0,Turnover by M. Ellis (bad pass; steal by D. Gallinari),,84-66,,
6:15.0,Personal foul by R. Felton (drawn by D. Gallinari),,84-66,,
6:15.0,A. Stoudemire enters the game for R. Jefferson,,84-66,,
6:15.0,C. Villanueva enters the game for D. Nowitzki,,84-66,,
6:15.0,J. Barea enters the game for T. Chandler,,84-66,,
6:15.0,A. Aminu enters the game for M. Ellis,,84-66,,
6:15.0,D. Harris enters the game for R. Felton,,84-66,,
6:04.0,,,84-68,2,T. Lawson makes 2-pt shot from 2 ft
5:53.0,A. Stoudemire makes 2-pt shot from 1 ft (assist by J. Barea),2,86-68,,
5:32.0,,,86-71,3,R. Foye makes 3-pt shot from 22 ft (assist by T. Lawson)
5:17.0,A. Stoudemire misses 2-pt shot from 14 ft,,86-71,,
5:16.0,,,86-71,,Defensive rebound by T. Lawson
5:12.0,,,86-71,,Turnover by T. Lawson (bad pass)
5:12.0,,,86-71,,Denver full timeout
5:02.0,D. Harris misses 2-pt shot from 7 ft,,86-71,,
5:01.0,Offensive rebound by Team,,86-71,,
5:01.0,,,86-71,,Loose ball foul by R. Foye (drawn by A. Stoudemire)
4:55.0,,,86-71,,Personal foul by J. Hickson (drawn by A. Stoudemire)
4:55.0,A. Stoudemire makes free throw 1 of 2,1,87-71,,
4:55.0,A. Stoudemire misses free throw 2 of 2,,87-71,,
4:53.0,,,87-71,,Defensive rebound by J. Hickson
4:36.0,,,87-71,,D. Gallinari misses 2-pt shot from 18 ft
4:35.0,,,87-71,,Offensive rebound by J. Hickson
4:35.0,,,87-71,,Shooting foul by A. Stoudemire (drawn by J. Hickson)
4:35.0,,,87-71,,J. Hickson misses free throw 1 of 2
4:35.0,,,87-71,,Offensive rebound by Team
4:35.0,,,87-72,1,J. Hickson makes free throw 2 of 2
4:11.0,A. Stoudemire misses 2-pt shot from 1 ft,,87-72,,
4:11.0,,,87-72,,Defensive rebound by Team
4:03.0,,,87-75,3,D. Gallinari makes 3-pt shot from 24 ft (assist by W. Chandler)
4:02.0,Dallas full timeout,,87-75,,
3:47.0,D. Harris misses 2-pt shot from 1 ft,,87-75,,
3:46.0,,,87-75,,Defensive rebound by W. Chandler
3:36.0,,,87-75,,T. Lawson misses 2-pt shot from 1 ft
3:34.0,,,87-75,,Offensive rebound by J. Hickson
3:34.0,,,87-77,2,J. Hickson makes 2-pt shot at rim
3:25.0,Turnover by D. Harris (traveling),,87-77,,
3:11.0,,,87-79,2,T. Lawson makes 2-pt shot from 17 ft
3:04.0,J. Barea misses 3-pt shot from 25 ft,,87-79,,
3:03.0,,,87-79,,Defensive rebound by D. Gallinari
2:51.0,,,87-81,2,J. Hickson makes 2-pt shot at rim (assist by T. Lawson)
2:51.0,Dallas full timeout,,87-81,,
2:51.0,D. Nowitzki enters the game for J. Barea,,87-81,,
2:51.0,R. Felton enters the game for C. Villanueva,,87-81,,
2:33.0,D. Harris makes 2-pt shot from 7 ft,2,89-81,,
2:17.0,,,89-81,,T. Lawson misses 3-pt shot from 24 ft
2:16.0,Defensive rebound by D. Nowitzki,,89-81,,
2:10.0,Turnover by A. Aminu (step out of bounds),,89-81,,
1:54.0,,,89-84,3,D. Gallinari makes 3-pt shot from 24 ft
1:34.0,R. Felton misses 3-pt shot from 24 ft,,89-84,,
1:32.0,,,89-84,,Defensive rebound by J. Hickson
1:25.0,,,89-84,,D. Gallinari misses 3-pt shot from 25 ft
1:23.0,,,89-84,,Offensive rebound by W. Chandler
1:14.0,,,89-84,,Turnover by T. Lawson (bad pass; steal by D. Harris)
1:08.0,A. Aminu makes 2-pt shot at rim (assist by D. Harris),2,91-84,,
0:48.0,,,91-84,,D. Gallinari misses 2-pt shot from 6 ft
0:47.0,,,91-84,,Offensive rebound by Team
0:46.0,,,91-84,,Shooting foul by D. Nowitzki (drawn by J. Hickson)
0:46.0,,,91-85,1,J. Hickson makes free throw 1 of 2
0:46.0,T. Chandler enters the game for A. Stoudemire,,91-85,,
0:46.0,,,91-85,,J. Nurkic enters the game for D. Gallinari
0:46.0,,,91-86,1,J. Hickson makes free throw 2 of 2
0:26.0,A. Aminu misses 2-pt shot from 6 ft,,91-86,,
0:25.0,Offensive rebound by A. Aminu,,91-86,,
0:23.0,A. Aminu misses 2-pt shot from 1 ft,,91-86,,
0:23.0,Offensive rebound by A. Aminu,,91-86,,
0:23.0,A. Aminu makes 2-pt shot from 1 ft,2,93-86,,
0:06.0,,,93-89,3,R. Foye makes 3-pt shot from 24 ft (assist by T. Lawson)
0:01.0,R. Felton misses 2-pt shot from 19 ft,,93-89,,
0:00.0,Offensive rebound by Team,,93-89,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,93-91,2,J. Hickson makes 2-pt shot at rim (assist by T. Lawson)
11:23.0,D. Nowitzki makes 2-pt shot from 17 ft,2,95-91,,
11:10.0,,,95-91,,Offensive foul by J. Nurkic
11:10.0,,,95-91,,Turnover by J. Nurkic (offensive foul)
10:53.0,R. Jefferson makes 3-pt shot from 24 ft (assist by M. Ellis),3,98-91,,
10:26.0,,,98-91,,J. Nurkic misses 2-pt shot from 3 ft
10:24.0,,,98-91,,Offensive rebound by J. Nurkic
10:20.0,,,98-91,,J. Nurkic misses 2-pt shot from 3 ft
10:19.0,,,98-91,,Offensive rebound by J. Hickson
10:13.0,,,98-93,2,R. Foye makes 2-pt shot from 2 ft
10:06.0,Shooting foul by W. Chandler (drawn by R. Jefferson),,98-93,,
10:06.0,R. Jefferson makes free throw 1 of 2,1,99-93,,
10:06.0,,,99-93,,D. Gallinari enters the game for W. Chandler
10:06.0,R. Jefferson makes free throw 2 of 2,1,100-93,,
9:51.0,,,100-93,,J. Hickson misses 2-pt shot at rim (block by D. Nowitzki)
9:50.0,,,100-93,,Offensive rebound by Team
9:38.0,,,100-95,2,D. Gallinari makes 2-pt shot from 18 ft
9:17.0,R. Felton misses 2-pt shot from 18 ft,,100-95,,
9:15.0,,,100-95,,Defensive rebound by R. Foye
9:09.0,,,100-95,,Turnover by R. Foye (bad pass; steal by D. Nowitzki)
9:06.0,,,100-95,,Personal foul by D. Gallinari (drawn by R. Jefferson)
9:06.0,J. Barea enters the game for R. Felton,,100-95,,
9:06.0,,,100-95,,W. Barton enters the game for R. Foye
8:53.0,D. Nowitzki makes 2-pt shot from 15 ft,2,102-95,,
8:41.0,,,102-95,,T. Lawson misses 2-pt shot from 1 ft
8:40.0,,,102-95,,Offensive rebound by J. Nurkic
8:40.0,,,102-95,,J. Nurkic misses 2-pt shot from 1 ft
8:38.0,,,102-95,,Offensive rebound by J. Hickson
