time,LA Clippers,pts.away,score,pts.home,Portland
5:32.0,,,12-17,,Shooting foul by D. Jordan (drawn by L. Aldridge)
5:32.0,,,12-17,,Portland full timeout
5:32.0,,,12-18,1,L. Aldridge makes free throw 1 of 2
5:32.0,,,12-19,1,L. Aldridge makes free throw 2 of 2
5:08.0,B. Griffin makes 3-pt shot from 24 ft (assist by C. Paul),3,15-19,,
4:46.0,,,15-19,,R. Lopez misses 2-pt shot from 3 ft
4:46.0,,,15-19,,Offensive rebound by R. Lopez
4:46.0,,,15-19,,Shooting foul by B. Griffin (drawn by R. Lopez)
4:46.0,,,15-20,1,R. Lopez makes free throw 1 of 2
4:46.0,,,15-20,,C. McCollum enters the game for S. Blake
4:46.0,A. Rivers enters the game for J. Redick,,15-20,,
4:46.0,,,15-20,,R. Lopez misses free throw 2 of 2
4:45.0,Defensive rebound by M. Barnes,,15-20,,
4:24.0,B. Griffin misses 2-pt shot from 18 ft,,15-20,,
4:23.0,Offensive rebound by M. Barnes,,15-20,,
4:15.0,D. Jordan makes 2-pt shot from 3 ft (assist by C. Paul),2,17-20,,
3:53.0,,,17-22,2,L. Aldridge makes 2-pt shot from 17 ft
3:31.0,B. Griffin misses 2-pt shot from 3 ft,,17-22,,
3:29.0,,,17-22,,Defensive rebound by Team
3:29.0,,,17-22,,C. Kaman enters the game for R. Lopez
3:29.0,G. Davis enters the game for B. Griffin,,17-22,,
3:15.0,,,17-25,3,D. Lillard makes 3-pt shot from 27 ft
3:04.0,G. Davis misses 2-pt shot from 10 ft,,17-25,,
3:02.0,,,17-25,,Defensive rebound by D. Lillard
3:01.0,Violation by C. Paul (kicked ball),,17-25,,
3:01.0,,,17-25,,D. Wright enters the game for N. Batum
2:53.0,Personal foul by G. Davis (drawn by D. Lillard),,17-25,,
2:53.0,LA Clippers full timeout,,17-25,,
2:53.0,H. Turkoglu enters the game for M. Barnes,,17-25,,
2:53.0,,,17-25,,S. Blake enters the game for D. Lillard
2:43.0,,,17-27,2,L. Aldridge makes 2-pt shot from 21 ft (assist by C. McCollum)
2:20.0,A. Rivers makes 3-pt shot from 22 ft (assist by C. Paul),3,20-27,,
2:08.0,,,20-27,,L. Aldridge misses 2-pt shot from 17 ft
2:08.0,Defensive rebound by A. Rivers,,20-27,,
1:57.0,C. Paul misses 2-pt shot from 17 ft,,20-27,,
1:56.0,,,20-27,,Defensive rebound by D. Wright
1:43.0,,,20-27,,S. Blake misses 3-pt shot from 24 ft
1:42.0,,,20-27,,Offensive rebound by C. Kaman
1:31.0,,,20-27,,L. Aldridge misses 2-pt shot from 19 ft
1:29.0,Defensive rebound by D. Jordan,,20-27,,
1:19.0,G. Davis makes 2-pt shot from 2 ft (assist by C. Paul),2,22-27,,
1:04.0,,,22-29,2,L. Aldridge makes 2-pt shot from 1 ft (assist by S. Blake)
0:50.0,C. Paul makes 2-pt shot from 18 ft,2,24-29,,
0:31.0,,,24-31,2,L. Aldridge makes 2-pt shot from 17 ft
0:09.0,C. Paul makes 2-pt shot from 12 ft,2,26-31,,
0:06.0,Personal foul by C. Paul (drawn by S. Blake),,26-31,,
0:06.0,D. Jones enters the game for C. Paul,,26-31,,
0:00.0,,,26-33,2,L. Aldridge makes 2-pt shot from 21 ft (assist by S. Blake)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,26-35,2,C. Kaman makes 2-pt shot from 17 ft (assist by A. Afflalo)
11:23.0,H. Turkoglu misses 3-pt shot from 24 ft,,26-35,,
11:23.0,,,26-35,,Defensive rebound by C. Kaman
11:16.0,,,26-37,2,A. Afflalo makes 2-pt shot from 17 ft
11:00.0,S. Hawes misses 2-pt shot from 16 ft,,26-37,,
10:59.0,,,26-37,,Defensive rebound by C. Kaman
10:47.0,,,26-37,,J. Freeland misses 2-pt shot from 15 ft
10:46.0,,,26-37,,Offensive rebound by Team
10:46.0,Loose ball foul by G. Davis (drawn by C. Kaman),,26-37,,
10:46.0,B. Griffin enters the game for G. Davis,,26-37,,
10:32.0,,,26-39,2,J. Freeland makes 2-pt shot from 6 ft
10:14.0,J. Redick misses 2-pt shot from 21 ft,,26-39,,
10:13.0,,,26-39,,Defensive rebound by D. Wright
9:58.0,,,26-39,,Shooting foul by H. Turkoglu (drawn by D. Wright)
9:58.0,,,26-40,1,D. Wright makes free throw 1 of 2
9:58.0,,,26-41,1,D. Wright makes free throw 2 of 2
9:48.0,B. Griffin misses 2-pt shot from 3 ft,,26-41,,
9:47.0,,,26-41,,Defensive rebound by J. Freeland
9:34.0,,,26-41,,Turnover by C. Kaman (lost ball; steal by B. Griffin)
9:29.0,J. Redick misses 3-pt shot from 24 ft,,26-41,,
9:28.0,,,26-41,,Defensive rebound by C. Kaman
9:10.0,,,26-41,,A. Afflalo misses 2-pt shot from 20 ft
9:09.0,Defensive rebound by B. Griffin,,26-41,,
9:00.0,A. Rivers misses 2-pt shot from 18 ft,,26-41,,
8:59.0,,,26-41,,Defensive rebound by D. Wright
8:52.0,,,26-41,,D. Wright misses 3-pt shot from 22 ft
8:52.0,Defensive rebound by J. Redick,,26-41,,
8:40.0,H. Turkoglu makes 2-pt shot from 16 ft,2,28-41,,
8:24.0,Personal foul by A. Rivers (drawn by S. Blake),,28-41,,
8:24.0,Official timeout,,28-41,,
8:24.0,C. Paul enters the game for H. Turkoglu,,28-41,,
8:24.0,M. Barnes enters the game for A. Rivers,,28-41,,
8:12.0,,,28-41,,C. Kaman misses 2-pt shot from 1 ft (block by B. Griffin)
8:07.0,Defensive rebound by B. Griffin,,28-41,,
7:59.0,S. Hawes misses 2-pt shot from 8 ft (block by J. Freeland),,28-41,,
7:58.0,,,28-41,,Defensive rebound by C. Kaman
7:47.0,,,28-43,2,S. Blake makes 2-pt shot from 15 ft
7:23.0,J. Redick misses 3-pt shot from 25 ft,,28-43,,
7:22.0,,,28-43,,Defensive rebound by D. Wright
7:11.0,,,28-45,2,C. Kaman makes 2-pt shot from 3 ft (assist by S. Blake)
6:56.0,Shooting foul by J. Freeland (drawn by C. Paul),,28-45,,
6:56.0,C. Paul makes free throw 1 of 2,1,29-45,,
6:56.0,,,29-45,,D. Lillard enters the game for S. Blake
6:56.0,,,29-45,,N. Batum enters the game for D. Wright
6:56.0,D. Jordan enters the game for S. Hawes,,29-45,,
6:56.0,C. Paul makes free throw 2 of 2,1,30-45,,
6:40.0,,,30-48,3,A. Afflalo makes 3-pt shot from 24 ft (assist by C. Kaman)
6:30.0,C. Paul makes 2-pt shot from 16 ft,2,32-48,,
6:08.0,,,32-51,3,N. Batum makes 3-pt shot from 23 ft
5:58.0,,,32-51,,Personal foul by D. Lillard (drawn by C. Paul)
5:58.0,,,32-51,,Portland full timeout
5:58.0,,,32-51,,R. Lopez enters the game for C. Kaman
5:58.0,,,32-51,,L. Aldridge enters the game for J. Freeland
5:58.0,A. Rivers enters the game for J. Redick,,32-51,,
5:48.0,B. Griffin makes 2-pt shot from 20 ft (assist by C. Paul),2,34-51,,
5:29.0,,,34-51,,A. Afflalo misses 2-pt shot from 4 ft (block by D. Jordan)
5:27.0,,,34-51,,Offensive rebound by A. Afflalo
5:24.0,,,34-51,,A. Afflalo misses 2-pt shot from 5 ft
5:22.0,Defensive rebound by B. Griffin,,34-51,,
5:17.0,M. Barnes makes 2-pt shot from 1 ft (assist by C. Paul),2,36-51,,
4:58.0,Personal foul by A. Rivers (drawn by R. Lopez),,36-51,,
4:52.0,,,36-53,2,L. Aldridge makes 2-pt shot from 20 ft (assist by D. Lillard)
4:32.0,M. Barnes makes 2-pt shot from 3 ft (assist by C. Paul),2,38-53,,
4:19.0,,,38-55,2,A. Afflalo makes 2-pt shot from 1 ft (assist by D. Lillard)
4:09.0,B. Griffin makes 2-pt shot from 19 ft (assist by C. Paul),2,40-55,,
3:53.0,,,40-55,,L. Aldridge misses 2-pt shot from 17 ft
3:52.0,,,40-55,,Offensive rebound by R. Lopez
3:52.0,,,40-55,,R. Lopez misses 2-pt shot from 1 ft
3:50.0,Defensive rebound by C. Paul,,40-55,,
3:43.0,A. Rivers misses 3-pt shot from 24 ft,,40-55,,
3:42.0,Offensive rebound by B. Griffin,,40-55,,
3:36.0,Turnover by B. Griffin (bad pass; steal by N. Batum),,40-55,,
3:33.0,,,40-55,,Shooting foul by M. Barnes (drawn by N. Batum)
3:33.0,,,40-56,1,N. Batum makes free throw 1 of 2
3:33.0,,,40-57,1,N. Batum makes free throw 2 of 2
3:24.0,D. Jordan makes 2-pt shot at rim (assist by B. Griffin),2,42-57,,
3:08.0,,,42-57,,Turnover by D. Lillard (bad pass)
3:08.0,J. Redick enters the game for A. Rivers,,42-57,,
2:52.0,C. Paul makes 3-pt shot from 24 ft,3,45-57,,
2:30.0,,,45-57,,D. Lillard misses 2-pt shot from 18 ft
2:29.0,Defensive rebound by J. Redick,,45-57,,
2:26.0,Turnover by J. Redick (bad pass; steal by N. Batum),,45-57,,
2:19.0,,,45-60,3,N. Batum makes 3-pt shot from 24 ft (assist by D. Lillard)
1:57.0,J. Redick makes 3-pt shot from 24 ft (assist by B. Griffin),3,48-60,,
1:38.0,,,48-62,2,N. Batum makes 2-pt shot from 21 ft
1:25.0,LA Clippers full timeout,,48-62,,
1:17.0,C. Paul makes 2-pt shot from 15 ft,2,50-62,,
0:59.0,,,50-64,2,D. Lillard makes 2-pt shot from 1 ft (assist by N. Batum)
0:48.0,B. Griffin makes 2-pt shot from 17 ft (assist by C. Paul),2,52-64,,
0:32.0,,,52-64,,D. Lillard misses 2-pt shot from 5 ft
0:31.0,,,52-64,,Offensive rebound by L. Aldridge
0:31.0,,,52-66,2,L. Aldridge makes 2-pt shot from 1 ft
0:13.0,J. Redick makes 3-pt shot from 24 ft (assist by C. Paul),3,55-66,,
0:02.0,,,55-68,2,D. Lillard makes 2-pt shot from 1 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,55-70,2,R. Lopez makes 2-pt shot from 16 ft (assist by A. Afflalo)
11:29.0,B. Griffin makes 2-pt shot from 18 ft (assist by C. Paul),2,57-70,,
11:10.0,,,57-70,,L. Aldridge misses 2-pt shot from 14 ft
11:09.0,Defensive rebound by D. Jordan,,57-70,,
10:50.0,J. Redick makes 2-pt shot from 13 ft (assist by B. Griffin),2,59-70,,
10:32.0,,,59-70,,L. Aldridge misses 2-pt shot from 10 ft
10:32.0,Defensive rebound by D. Jordan,,59-70,,
10:18.0,B. Griffin misses 2-pt shot from 19 ft,,59-70,,
10:18.0,,,59-70,,Defensive rebound by R. Lopez
10:10.0,,,59-73,3,N. Batum makes 3-pt shot from 24 ft (assist by D. Lillard)
9:55.0,B. Griffin misses 2-pt shot from 7 ft,,59-73,,
9:54.0,Offensive rebound by Team,,59-73,,
9:48.0,M. Barnes misses 3-pt shot from 24 ft,,59-73,,
9:47.0,,,59-73,,Defensive rebound by A. Afflalo
9:29.0,,,59-73,,L. Aldridge misses 2-pt shot from 12 ft
9:27.0,,,59-73,,Offensive rebound by N. Batum
9:27.0,,,59-73,,N. Batum misses 2-pt shot from 1 ft
9:23.0,Defensive rebound by B. Griffin,,59-73,,
9:16.0,Turnover by B. Griffin (lost ball; steal by N. Batum),,59-73,,
9:14.0,,,59-73,,Shooting foul by M. Barnes (drawn by L. Aldridge)
9:14.0,,,59-73,,L. Aldridge misses free throw 1 of 2
9:14.0,,,59-73,,Offensive rebound by Team
9:14.0,,,59-73,,L. Aldridge misses free throw 2 of 2
9:11.0,Defensive rebound by J. Redick,,59-73,,
8:53.0,C. Paul misses 3-pt shot from 24 ft,,59-73,,
8:52.0,,,59-73,,Defensive rebound by D. Lillard
8:41.0,,,59-73,,R. Lopez misses 2-pt shot from 15 ft
8:40.0,Defensive rebound by D. Jordan,,59-73,,
8:22.0,M. Barnes makes 2-pt shot from 1 ft,2,61-73,,
8:03.0,,,61-73,,Turnover by N. Batum (bad pass; steal by C. Paul)
8:03.0,,,61-73,,Personal foul by D. Lillard (drawn by C. Paul)
7:46.0,B. Griffin misses 2-pt shot from 7 ft,,61-73,,
7:45.0,,,61-73,,Defensive rebound by R. Lopez
7:41.0,,,61-75,2,A. Afflalo makes 2-pt shot from 1 ft (assist by D. Lillard)
7:20.0,J. Redick misses 2-pt shot from 4 ft (block by R. Lopez),,61-75,,
7:18.0,,,61-75,,Defensive rebound by A. Afflalo
7:10.0,,,61-75,,N. Batum misses 3-pt shot from 24 ft
7:10.0,Defensive rebound by M. Barnes,,61-75,,
6:56.0,C. Paul misses 2-pt shot from 14 ft,,61-75,,
6:55.0,,,61-75,,Defensive rebound by L. Aldridge
6:52.0,,,61-75,,Turnover by L. Aldridge (bad pass; steal by C. Paul)
6:49.0,C. Paul misses 3-pt shot from 24 ft,,61-75,,
6:48.0,Offensive rebound by D. Jordan,,61-75,,
6:47.0,D. Jordan makes 2-pt shot at rim,2,63-75,,
6:31.0,,,63-75,,Turnover by D. Lillard (lost ball; steal by C. Paul)
6:10.0,J. Redick misses 2-pt shot from 21 ft,,63-75,,
6:10.0,,,63-75,,Defensive rebound by D. Lillard
6:04.0,,,63-75,,R. Lopez misses 2-pt shot from 3 ft
6:03.0,Defensive rebound by J. Redick,,63-75,,
5:54.0,LA Clippers full timeout,,63-75,,
5:54.0,,,63-75,,C. McCollum enters the game for A. Afflalo
5:54.0,A. Rivers enters the game for J. Redick,,63-75,,
5:46.0,C. Paul makes 2-pt shot from 15 ft (assist by B. Griffin),2,65-75,,
5:22.0,,,65-75,,D. Lillard misses 2-pt shot from 19 ft
5:21.0,,,65-75,,Offensive rebound by R. Lopez
5:21.0,,,65-75,,R. Lopez misses 2-pt shot from 1 ft
5:19.0,Defensive rebound by C. Paul,,65-75,,
5:15.0,D. Jordan makes 2-pt shot at rim (assist by C. Paul),2,67-75,,
4:54.0,,,67-75,,L. Aldridge misses 2-pt shot from 12 ft
4:51.0,Defensive rebound by C. Paul,,67-75,,
4:44.0,C. Paul makes 3-pt shot from 23 ft,3,70-75,,
4:26.0,,,70-78,3,N. Batum makes 3-pt shot from 24 ft (assist by D. Lillard)
4:26.0,,,70-78,,Shooting foul by M. Barnes (drawn by N. Batum)
4:26.0,,,70-78,,C. Kaman enters the game for R. Lopez
4:26.0,,,70-78,,N. Batum misses free throw 1 of 1
4:25.0,Defensive rebound by D. Jordan,,70-78,,
4:11.0,C. Paul makes 2-pt shot from 4 ft,2,72-78,,
3:59.0,,,72-78,,Shooting foul by D. Jordan (drawn by C. Kaman)
3:59.0,,,72-79,1,C. Kaman makes free throw 1 of 2
3:59.0,,,72-80,1,C. Kaman makes free throw 2 of 2
3:41.0,B. Griffin makes 2-pt shot from 20 ft (assist by C. Paul),2,74-80,,
3:23.0,,,74-83,3,C. McCollum makes 3-pt shot from 22 ft (assist by D. Lillard)
3:03.0,H. Turkoglu enters the game for M. Barnes,,74-83,,
3:03.0,Jump ball: L. Aldridge vs. B. Griffin (C. Kaman gains possession),,,,Jump ball: L. Aldridge vs. B. Griffin (C. Kaman gains possession)
3:03.0,Turnover by B. Griffin (lost ball; steal by L. Aldridge),,74-83,,
2:51.0,,,74-85,2,C. Kaman makes 2-pt shot at rim (assist by D. Lillard)
2:36.0,C. Paul misses 2-pt shot from 16 ft,,74-85,,
2:35.0,,,74-85,,Defensive rebound by L. Aldridge
2:25.0,,,74-88,3,D. Lillard makes 3-pt shot from 23 ft
2:25.0,LA Clippers full timeout,,74-88,,
2:25.0,,,74-88,,Portland full timeout
2:25.0,,,74-88,,D. Wright enters the game for N. Batum
2:25.0,G. Davis enters the game for D. Jordan,,74-88,,
2:10.0,,,74-88,,Personal foul by D. Lillard (drawn by C. Paul)
2:00.0,H. Turkoglu makes 3-pt shot from 25 ft (assist by C. Paul),3,77-88,,
1:42.0,,,77-90,2,C. McCollum makes 2-pt shot at rim
1:26.0,B. Griffin makes 2-pt shot from 19 ft (assist by C. Paul),2,79-90,,
1:09.0,,,79-92,2,D. Lillard makes 2-pt shot from 1 ft (assist by L. Aldridge)
0:50.0,C. Paul makes 2-pt shot from 20 ft,2,81-92,,
0:30.0,,,81-92,,C. McCollum misses 3-pt shot from 22 ft
0:28.0,,,81-92,,Offensive rebound by C. Kaman
0:28.0,,,81-92,,C. Kaman misses 2-pt shot from 1 ft
0:26.0,Defensive rebound by C. Paul,,81-92,,
0:26.0,,,81-92,,J. Freeland enters the game for L. Aldridge
0:26.0,,,81-92,,S. Blake enters the game for D. Lillard
0:26.0,C. Paul makes flagrant free throw 1 of 2,1,82-92,,
0:26.0,C. Paul makes flagrant free throw 2 of 2,1,83-92,,
0:26.0,J. Redick enters the game for G. Davis,,83-92,,
0:26.0,,,83-92,,N. Batum enters the game for C. Kaman
0:08.0,,,83-92,,Personal foul by J. Freeland (drawn by C. Paul)
0:08.0,,,83-92,,C. Kaman enters the game for N. Batum
0:08.0,D. Jones enters the game for J. Redick,,83-92,,
0:08.0,C. Paul makes free throw 1 of 2,1,84-92,,
0:08.0,C. Paul makes free throw 2 of 2,1,85-92,,
0:01.0,,,85-92,,D. Wright misses 3-pt shot from 25 ft
0:00.0,Defensive rebound by H. Turkoglu,,85-92,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,G. Davis makes 2-pt shot from 19 ft (assist by H. Turkoglu),2,87-92,,
11:09.0,,,87-92,,D. Wright misses 3-pt shot from 24 ft
11:09.0,,,87-92,,Offensive rebound by Team
11:09.0,,,87-92,,Turnover by Team (shot clock)
10:51.0,G. Davis misses 2-pt shot from 20 ft,,87-92,,
10:51.0,Offensive rebound by Team,,87-92,,
10:51.0,,,87-92,,Loose ball foul by J. Freeland (drawn by D. Jordan)
10:46.0,J. Redick misses 3-pt shot from 24 ft,,87-92,,
10:45.0,,,87-92,,Defensive rebound by J. Freeland
10:41.0,Personal foul by J. Redick (drawn by A. Afflalo),,87-92,,
10:30.0,,,87-94,2,J. Freeland makes 2-pt shot from 5 ft (assist by D. Wright)
10:16.0,A. Rivers misses 2-pt shot from 3 ft (block by J. Freeland),,87-94,,
10:14.0,Offensive rebound by D. Jordan,,87-94,,
10:14.0,Shooting foul by J. Freeland (drawn by D. Jordan),,87-94,,
10:14.0,D. Jordan makes free throw 1 of 2,1,88-94,,
10:14.0,D. Jordan makes free throw 2 of 2,1,89-94,,
10:01.0,,,89-94,,Turnover by S. Blake (bad pass; steal by D. Jordan)
9:50.0,J. Redick misses 3-pt shot from 25 ft,,89-94,,
9:49.0,,,89-94,,Defensive rebound by D. Wright
9:43.0,,,89-96,2,D. Wright makes 2-pt shot from 1 ft
9:27.0,H. Turkoglu makes 3-pt shot from 24 ft (assist by D. Jordan),3,92-96,,
9:11.0,,,92-96,,C. Kaman misses 2-pt shot from 17 ft
9:10.0,Defensive rebound by J. Redick,,92-96,,
9:00.0,G. Davis misses 2-pt shot from 1 ft,,92-96,,
8:58.0,,,92-96,,Defensive rebound by C. Kaman
8:52.0,,,92-96,,Shooting foul by G. Davis (drawn by D. Wright)
8:52.0,Official timeout,,92-96,,
8:52.0,,,92-96,,D. Lillard enters the game for S. Blake
8:52.0,,,92-97,1,D. Wright makes free throw 1 of 3
8:52.0,,,92-98,1,D. Wright makes free throw 2 of 3
8:52.0,,,92-98,,D. Wright misses free throw 3 of 3
8:51.0,Defensive rebound by D. Jordan,,92-98,,
8:35.0,G. Davis makes 2-pt shot from 4 ft,2,94-98,,
8:09.0,,,94-98,,A. Afflalo misses 2-pt shot from 13 ft
8:08.0,Defensive rebound by D. Jordan,,94-98,,
7:56.0,J. Redick misses 2-pt shot from 22 ft,,94-98,,
7:55.0,,,94-98,,Defensive rebound by D. Wright
7:46.0,,,94-98,,D. Lillard misses 3-pt shot from 22 ft
7:45.0,Defensive rebound by D. Jordan,,94-98,,
7:36.0,J. Redick makes 3-pt shot from 24 ft (assist by D. Jordan),3,97-98,,
7:10.0,,,97-98,,J. Freeland misses 2-pt shot from 16 ft
7:09.0,,,97-98,,Offensive rebound by D. Wright
7:06.0,,,97-98,,Portland full timeout
7:06.0,C. Paul enters the game for A. Rivers,,97-98,,
7:06.0,B. Griffin enters the game for G. Davis,,97-98,,
7:06.0,,,97-98,,R. Lopez enters the game for A. Afflalo
7:06.0,,,97-98,,L. Aldridge enters the game for C. Kaman
7:06.0,,,97-98,,N. Batum enters the game for J. Freeland
7:00.0,,,97-98,,Turnover by N. Batum (bad pass; steal by C. Paul)
6:55.0,J. Redick makes 3-pt shot from 24 ft (assist by C. Paul),3,100-98,,
6:36.0,Personal foul by B. Griffin (drawn by L. Aldridge),,100-98,,
6:31.0,,,100-98,,Shooting foul by C. Paul (drawn by L. Aldridge)
6:31.0,,,100-99,1,L. Aldridge makes free throw 1 of 2
6:31.0,,,100-100,1,L. Aldridge makes free throw 2 of 2
6:15.0,B. Griffin makes 3-pt shot from 23 ft (assist by H. Turkoglu),3,103-100,,
5:56.0,,,103-100,,N. Batum misses 2-pt shot from 15 ft
5:55.0,Defensive rebound by D. Jordan,,103-100,,
5:46.0,C. Paul makes 3-pt shot from 24 ft,3,106-100,,
5:26.0,,,106-100,,L. Aldridge misses 2-pt shot from 13 ft
5:25.0,Defensive rebound by B. Griffin,,106-100,,
5:13.0,Offensive foul by B. Griffin,,106-100,,
5:13.0,Turnover by B. Griffin (offensive foul),,106-100,,
5:13.0,,,106-100,,A. Afflalo enters the game for D. Wright
4:56.0,,,106-100,,L. Aldridge misses 2-pt shot from 16 ft
4:54.0,Defensive rebound by J. Redick,,106-100,,
4:32.0,C. Paul misses 3-pt shot from 25 ft,,106-100,,
4:31.0,Offensive rebound by Team,,106-100,,
4:31.0,,,106-100,,Loose ball foul by R. Lopez (drawn by D. Jordan)
4:22.0,J. Redick makes 2-pt shot from 19 ft (assist by B. Griffin),2,108-100,,
4:10.0,,,108-103,3,D. Lillard makes 3-pt shot from 26 ft
3:46.0,B. Griffin makes 2-pt shot from 19 ft (assist by C. Paul),2,110-103,,
3:32.0,,,110-103,,D. Lillard misses 2-pt shot from 1 ft
3:30.0,Defensive rebound by J. Redick,,110-103,,
3:29.0,,,110-103,,Personal foul by D. Lillard (drawn by J. Redick)
3:28.0,,,110-103,,Personal foul by N. Batum (drawn by D. Jordan)
3:28.0,D. Jordan makes free throw 1 of 2,1,111-103,,
3:28.0,Violation by Team (delay of game),,111-103,,
3:28.0,D. Jordan misses free throw 2 of 2,,111-103,,
3:28.0,,,111-103,,Defensive rebound by Team
3:14.0,,,111-103,,N. Batum misses 3-pt shot from 24 ft
3:11.0,Defensive rebound by B. Griffin,,111-103,,
3:04.0,C. Paul makes 3-pt shot from 24 ft,3,114-103,,
3:03.0,,,114-103,,Portland full timeout
3:03.0,M. Barnes enters the game for H. Turkoglu,,114-103,,
3:03.0,,,114-103,,C. McCollum enters the game for R. Lopez
2:49.0,,,114-105,2,C. McCollum makes 2-pt shot from 4 ft (assist by D. Lillard)
2:44.0,,,114-105,,Personal take foul by N. Batum (drawn by D. Jordan)
2:44.0,D. Jordan misses free throw 1 of 2,,114-105,,
2:44.0,Offensive rebound by Team,,114-105,,
2:44.0,D. Jordan makes free throw 2 of 2,1,115-105,,
2:30.0,,,115-108,3,A. Afflalo makes 3-pt shot from 24 ft
2:24.0,,,115-108,,Personal take foul by L. Aldridge (drawn by D. Jordan)
2:24.0,D. Jordan makes free throw 1 of 2,1,116-108,,
2:24.0,D. Jordan misses free throw 2 of 2,,116-108,,
2:23.0,Offensive rebound by M. Barnes,,116-108,,
2:20.0,,,116-108,,Personal take foul by A. Afflalo (drawn by D. Jordan)
2:20.0,D. Jordan misses free throw 1 of 2,,116-108,,
2:20.0,Offensive rebound by Team,,116-108,,
2:20.0,D. Jordan misses free throw 2 of 2,,116-108,,
2:18.0,Offensive rebound by C. Paul,,116-108,,
2:18.0,LA Clippers full timeout,,116-108,,
2:18.0,H. Turkoglu enters the game for D. Jordan,,116-108,,
1:56.0,J. Redick makes 2-pt shot from 6 ft,2,118-108,,
1:47.0,,,118-108,,Shooting foul by J. Redick (drawn by L. Aldridge)
1:47.0,,,118-109,1,L. Aldridge makes free throw 1 of 2
1:47.0,D. Jordan enters the game for H. Turkoglu,,118-109,,
1:47.0,,,118-109,,R. Lopez enters the game for C. McCollum
1:47.0,,,118-110,1,L. Aldridge makes free throw 2 of 2
