time,Portland,pts.away,score,pts.home,Minnesota
1:50.0,,,14-15,,Defensive rebound by J. Adrien
1:37.0,,,14-15,,A. Bennett misses 2-pt shot from 18 ft
1:37.0,,,14-15,,Offensive rebound by S. Muhammad
1:31.0,,,14-17,2,S. Muhammad makes 2-pt shot from 7 ft
1:13.0,C. Kaman makes 2-pt shot from 15 ft (assist by S. Blake),2,16-17,,
0:55.0,Personal foul by W. Matthews (drawn by A. Wiggins),,16-17,,
0:55.0,,,16-17,,A. Wiggins misses free throw 1 of 2
0:55.0,,,16-17,,Offensive rebound by Team
0:55.0,,,16-18,1,A. Wiggins makes free throw 2 of 2
0:38.0,L. Aldridge misses 2-pt shot from 15 ft,,16-18,,
0:37.0,,,16-18,,Defensive rebound by A. Wiggins
0:32.0,,,16-18,,Offensive foul by A. Bennett
0:32.0,,,16-18,,Turnover by A. Bennett (offensive foul)
0:32.0,,,16-18,,T. Young enters the game for A. Bennett
0:18.0,Turnover by S. Blake (bad pass; steal by T. Young),,16-18,,
0:14.0,Personal foul by A. Crabbe (drawn by Z. LaVine),,16-18,,
0:14.0,,,16-19,1,Z. LaVine makes free throw 1 of 2
0:14.0,,,16-19,,R. Hummel enters the game for T. Young
0:14.0,,,16-19,,C. Brewer enters the game for A. Wiggins
0:14.0,D. Lillard enters the game for L. Aldridge,,16-19,,
0:14.0,,,16-20,1,Z. LaVine makes free throw 2 of 2
0:03.0,,,16-20,,Personal foul by C. Brewer (drawn by D. Lillard)
0:00.0,S. Blake misses 3-pt shot from 23 ft,,16-20,,
0:00.0,Offensive rebound by Team,,16-20,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,A. Crabbe makes 3-pt shot from 24 ft (assist by J. Freeland),3,19-20,,
11:26.0,,,19-22,2,S. Muhammad makes 2-pt shot from 4 ft (assist by R. Hummel)
11:16.0,Turnover by C. Kaman (bad pass; steal by S. Muhammad),,19-22,,
10:57.0,,,19-22,,Turnover by Z. LaVine (bad pass; steal by S. Blake)
10:43.0,W. Matthews misses 3-pt shot from 25 ft,,19-22,,
10:43.0,Offensive rebound by C. Kaman,,19-22,,
10:41.0,C. Kaman makes 2-pt shot at rim,2,21-22,,
10:41.0,Shooting foul by J. Adrien (drawn by C. Kaman),,21-22,,
10:41.0,N. Batum enters the game for W. Matthews,,21-22,,
10:41.0,,,21-22,,A. Wiggins enters the game for Z. LaVine
10:41.0,C. Kaman misses free throw 1 of 1,,21-22,,
10:40.0,,,21-22,,Defensive rebound by J. Adrien
10:30.0,,,21-22,,S. Muhammad misses 2-pt shot from 20 ft
10:27.0,,,21-22,,Offensive rebound by S. Muhammad
10:24.0,,,21-22,,J. Adrien misses 2-pt shot from 1 ft (block by C. Kaman)
10:22.0,Defensive rebound by C. Kaman,,21-22,,
10:20.0,Turnover by C. Kaman (bad pass; steal by C. Brewer),,21-22,,
10:12.0,,,21-22,,S. Muhammad misses 3-pt shot from 23 ft
10:10.0,,,21-22,,Offensive rebound by Team
10:10.0,Loose ball foul by A. Crabbe (drawn by S. Muhammad),,21-22,,
10:10.0,,,21-22,,T. Young enters the game for R. Hummel
10:07.0,,,21-22,,Offensive foul by A. Wiggins
10:07.0,,,21-22,,Turnover by A. Wiggins (offensive foul)
9:48.0,C. Kaman misses 2-pt shot from 3 ft,,21-22,,
9:47.0,,,21-22,,Defensive rebound by J. Adrien
9:29.0,,,21-24,2,J. Adrien makes 2-pt shot from 5 ft (assist by A. Wiggins)
9:24.0,,,21-24,,Personal foul by S. Muhammad (drawn by A. Crabbe)
9:09.0,Turnover by C. Kaman (3 sec),,21-24,,
8:55.0,,,21-26,2,C. Brewer makes 2-pt shot from 1 ft (assist by A. Wiggins)
8:48.0,Turnover by S. Blake (lost ball; steal by C. Brewer),,21-26,,
8:43.0,,,21-28,2,S. Muhammad makes 2-pt shot at rim (assist by T. Young)
8:40.0,Portland full timeout,,21-28,,
8:40.0,D. Lillard enters the game for S. Blake,,21-28,,
8:27.0,D. Lillard misses 3-pt shot from 26 ft,,21-28,,
8:26.0,Offensive rebound by C. Kaman,,21-28,,
8:20.0,C. Kaman misses 2-pt shot from 3 ft (block by J. Adrien),,21-28,,
8:19.0,,,21-28,,Defensive rebound by J. Adrien
8:03.0,,,21-30,2,A. Wiggins makes 2-pt shot from 16 ft (assist by C. Brewer)
7:44.0,A. Crabbe makes 3-pt shot from 25 ft (assist by C. Kaman),3,24-30,,
7:32.0,,,24-30,,C. Brewer misses 2-pt shot from 4 ft
7:31.0,,,24-30,,Offensive rebound by S. Muhammad
7:31.0,,,24-30,,S. Muhammad misses 2-pt shot from 2 ft
7:29.0,,,24-30,,Offensive rebound by T. Young
7:26.0,,,24-30,,S. Muhammad misses 2-pt shot from 2 ft (block by C. Kaman)
7:23.0,,,24-30,,Offensive rebound by J. Adrien
7:11.0,,,24-30,,Shooting foul by N. Batum (drawn by C. Brewer)
7:11.0,,,24-31,1,C. Brewer makes free throw 1 of 2
7:11.0,L. Aldridge enters the game for J. Freeland,,24-31,,
7:11.0,R. Lopez enters the game for C. Kaman,,24-31,,
7:11.0,,,24-32,1,C. Brewer makes free throw 2 of 2
6:49.0,A. Crabbe misses 3-pt shot from 24 ft,,24-32,,
6:48.0,Offensive rebound by R. Lopez,,24-32,,
6:44.0,D. Lillard makes 3-pt shot from 25 ft (assist by R. Lopez),3,27-32,,
6:30.0,,,27-34,2,C. Brewer makes 2-pt shot at rim
6:08.0,R. Lopez misses 2-pt shot from 5 ft,,27-34,,
6:08.0,,,27-34,,Defensive rebound by J. Adrien
5:57.0,,,27-34,,T. Young misses 2-pt shot from 6 ft (block by L. Aldridge)
5:57.0,,,27-34,,Offensive rebound by Team
5:57.0,Official timeout,,27-34,,
5:57.0,W. Matthews enters the game for A. Crabbe,,27-34,,
5:50.0,,,27-36,2,A. Wiggins makes 2-pt shot from 17 ft
5:33.0,Turnover by R. Lopez (bad pass; steal by T. Young),,27-36,,
5:17.0,,,27-36,,S. Muhammad misses 2-pt shot from 9 ft
5:16.0,Defensive rebound by R. Lopez,,27-36,,
5:03.0,D. Lillard makes 2-pt shot from 1 ft,2,29-36,,
4:43.0,,,29-38,2,J. Adrien makes 2-pt shot at rim (assist by S. Muhammad)
4:25.0,R. Lopez misses 2-pt shot from 7 ft,,29-38,,
4:24.0,,,29-38,,Defensive rebound by S. Muhammad
4:11.0,,,29-38,,A. Wiggins misses 3-pt shot from 23 ft
4:11.0,,,29-38,,Offensive rebound by C. Brewer
4:07.0,,,29-38,,C. Brewer misses 2-pt shot from 5 ft
4:05.0,Defensive rebound by R. Lopez,,29-38,,
3:57.0,Turnover by L. Aldridge (lost ball; steal by C. Brewer),,29-38,,
3:53.0,,,29-40,2,A. Wiggins makes 2-pt shot at rim
3:32.0,R. Lopez misses 2-pt shot from 17 ft,,29-40,,
3:32.0,,,29-40,,Defensive rebound by J. Adrien
3:22.0,,,29-40,,T. Young misses 3-pt shot from 25 ft
3:22.0,Defensive rebound by R. Lopez,,29-40,,
3:04.0,L. Aldridge misses 2-pt shot from 16 ft,,29-40,,
3:03.0,,,29-40,,Defensive rebound by T. Young
2:57.0,,,29-40,,Minnesota full timeout
2:57.0,T. Robinson enters the game for R. Lopez,,29-40,,
2:44.0,,,29-42,2,T. Young makes 2-pt shot from 9 ft (assist by C. Brewer)
2:16.0,D. Lillard makes 2-pt shot from 1 ft,2,31-42,,
1:50.0,,,31-42,,T. Young misses 3-pt shot from 25 ft
1:48.0,Defensive rebound by D. Lillard,,31-42,,
1:43.0,W. Matthews makes 3-pt shot from 26 ft (assist by D. Lillard),3,34-42,,
1:29.0,,,34-42,,Shooting foul by T. Robinson (drawn by A. Wiggins)
1:29.0,,,34-42,,A. Wiggins misses free throw 1 of 2
1:29.0,,,34-42,,Offensive rebound by Team
1:29.0,,,34-43,1,A. Wiggins makes free throw 2 of 2
1:13.0,Turnover by L. Aldridge (bad pass; steal by S. Muhammad),,34-43,,
1:09.0,,,34-43,,Turnover by C. Brewer (lost ball)
0:58.0,D. Lillard misses 3-pt shot from 25 ft,,34-43,,
0:57.0,Offensive rebound by L. Aldridge,,34-43,,
0:56.0,L. Aldridge misses 2-pt shot from 3 ft,,34-43,,
0:55.0,Offensive rebound by T. Robinson,,34-43,,
0:54.0,T. Robinson makes 2-pt shot from 1 ft,2,36-43,,
0:30.0,,,36-43,,T. Young misses 2-pt shot from 18 ft
0:29.0,,,36-43,,Offensive rebound by J. Adrien
0:25.0,,,36-43,,S. Muhammad misses 2-pt shot from 13 ft
0:23.0,Defensive rebound by T. Robinson,,36-43,,
0:16.0,W. Matthews misses 3-pt shot from 23 ft,,36-43,,
0:15.0,Offensive rebound by L. Aldridge,,36-43,,
0:12.0,Turnover by L. Aldridge (back court),,36-43,,
0:12.0,,,36-43,,Minnesota full timeout
0:12.0,,,36-43,,Z. LaVine enters the game for J. Adrien
0:12.0,A. Crabbe enters the game for W. Matthews,,36-43,,
0:12.0,S. Blake enters the game for T. Robinson,,36-43,,
0:02.0,,,36-43,,Shooting foul by L. Aldridge (drawn by S. Muhammad)
0:02.0,,,36-44,1,S. Muhammad makes free throw 1 of 2
0:02.0,,,36-44,,S. Muhammad misses free throw 2 of 2
0:00.0,Defensive rebound by L. Aldridge,,36-44,,
0:00.0,Portland full timeout,,36-44,,
0:00.0,W. Matthews enters the game for N. Batum,,36-44,,
0:00.0,T. Robinson enters the game for A. Crabbe,,36-44,,
0:00.0,,,36-44,,R. Hummel enters the game for S. Muhammad
0:00.0,,,36-44,,G. Dieng enters the game for Z. LaVine
0:00.0,Turnover by L. Aldridge (lost ball; steal by C. Brewer),,36-44,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,L. Aldridge misses 2-pt shot from 18 ft,,36-44,,
11:48.0,,,36-44,,Defensive rebound by C. Brewer
11:21.0,,,36-46,2,Z. LaVine makes 2-pt shot from 3 ft (assist by T. Young)
10:58.0,Turnover by R. Lopez (traveling),,36-46,,
10:46.0,,,36-48,2,A. Wiggins makes 2-pt shot from 1 ft (assist by Z. LaVine)
10:23.0,N. Batum misses 3-pt shot from 24 ft,,36-48,,
10:22.0,Offensive rebound by R. Lopez,,36-48,,
10:17.0,D. Lillard makes 2-pt shot at rim (assist by R. Lopez),2,38-48,,
9:55.0,,,38-48,,T. Young misses 2-pt shot from 2 ft
9:54.0,,,38-48,,Offensive rebound by G. Dieng
9:54.0,,,38-50,2,G. Dieng makes 2-pt shot from 1 ft
9:38.0,D. Lillard misses 3-pt shot from 26 ft,,38-50,,
9:38.0,,,38-50,,Defensive rebound by A. Wiggins
9:31.0,,,38-50,,T. Young misses 3-pt shot from 23 ft
9:30.0,,,38-50,,Offensive rebound by A. Wiggins
9:16.0,,,38-50,,T. Young misses 2-pt shot from 7 ft
9:16.0,Defensive rebound by D. Lillard,,38-50,,
9:09.0,Turnover by N. Batum (bad pass; steal by C. Brewer),,38-50,,
9:04.0,,,38-52,2,Z. LaVine makes 2-pt shot at rim (assist by C. Brewer)
8:37.0,W. Matthews misses 3-pt shot from 25 ft,,38-52,,
8:37.0,,,38-52,,Defensive rebound by Z. LaVine
8:19.0,,,38-52,,G. Dieng misses 2-pt shot from 16 ft
8:19.0,Defensive rebound by N. Batum,,38-52,,
8:06.0,L. Aldridge misses 2-pt shot from 18 ft,,38-52,,
8:05.0,,,38-52,,Defensive rebound by A. Wiggins
7:54.0,,,38-54,2,T. Young makes 2-pt shot from 5 ft
7:38.0,W. Matthews misses 3-pt shot from 25 ft,,38-54,,
7:37.0,Offensive rebound by R. Lopez,,38-54,,
7:36.0,R. Lopez makes 2-pt shot from 3 ft,2,40-54,,
7:14.0,,,40-54,,Turnover by C. Brewer (traveling)
7:09.0,Offensive foul by R. Lopez,,40-54,,
7:09.0,Turnover by R. Lopez (offensive foul),,40-54,,
7:09.0,,,40-54,,Minnesota full timeout
7:00.0,,,40-54,,Turnover by C. Brewer (offensive foul)
7:00.0,,,40-54,,Offensive foul by C. Brewer
6:50.0,D. Lillard misses 2-pt shot from 4 ft,,40-54,,
6:49.0,,,40-54,,Defensive rebound by G. Dieng
6:40.0,,,40-54,,C. Brewer misses 2-pt shot from 4 ft
6:39.0,,,40-54,,Offensive rebound by T. Young
6:36.0,,,40-56,2,T. Young makes 2-pt shot from 3 ft
6:16.0,Turnover by N. Batum (lost ball),,40-56,,
6:16.0,C. Kaman enters the game for R. Lopez,,40-56,,
6:16.0,S. Blake enters the game for W. Matthews,,40-56,,
6:16.0,,,40-56,,S. Muhammad enters the game for C. Brewer
5:59.0,,,40-56,,T. Young misses 3-pt shot from 25 ft
5:59.0,,,40-56,,Offensive rebound by G. Dieng
5:50.0,,,40-56,,A. Wiggins misses 2-pt shot from 8 ft
5:50.0,Defensive rebound by C. Kaman,,40-56,,
5:42.0,N. Batum misses 3-pt shot from 25 ft,,40-56,,
5:41.0,Offensive rebound by D. Lillard,,40-56,,
5:31.0,,,40-56,,Personal foul by G. Dieng (drawn by L. Aldridge)
5:31.0,,,40-56,,J. Adrien enters the game for G. Dieng
5:21.0,Turnover by C. Kaman (lost ball; steal by A. Wiggins),,40-56,,
5:17.0,,,40-58,2,T. Young makes 2-pt shot at rim (assist by Z. LaVine)
4:45.0,D. Lillard misses 3-pt shot from 26 ft,,40-58,,
4:45.0,,,40-58,,Defensive rebound by S. Muhammad
4:28.0,,,40-60,2,J. Adrien makes 2-pt shot from 11 ft (assist by A. Wiggins)
4:11.0,L. Aldridge makes 2-pt shot from 2 ft (assist by C. Kaman),2,42-60,,
3:51.0,,,42-60,,Z. LaVine misses 3-pt shot from 25 ft
3:50.0,Defensive rebound by Team,,42-60,,
3:32.0,C. Kaman makes 2-pt shot from 5 ft,2,44-60,,
3:23.0,,,44-60,,Turnover by Z. LaVine (lost ball; steal by D. Lillard)
3:17.0,Shooting foul by J. Adrien (drawn by N. Batum),,44-60,,
3:17.0,N. Batum makes free throw 1 of 2,1,45-60,,
3:17.0,,,45-60,,A. Bennett enters the game for T. Young
3:17.0,N. Batum makes free throw 2 of 2,1,46-60,,
2:56.0,,,46-60,,Shooting foul by C. Kaman (drawn by J. Adrien)
2:56.0,Portland full timeout,,46-60,,
2:56.0,,,46-61,1,J. Adrien makes free throw 1 of 2
2:56.0,,,46-61,,J. Adrien misses free throw 2 of 2
2:55.0,Defensive rebound by C. Kaman,,46-61,,
2:34.0,L. Aldridge makes 2-pt shot from 2 ft (assist by S. Blake),2,48-61,,
2:11.0,,,48-61,,S. Muhammad misses 2-pt shot from 20 ft (block by N. Batum)
2:10.0,Defensive rebound by C. Kaman,,48-61,,
2:02.0,Turnover by C. Kaman (lost ball; steal by S. Muhammad),,48-61,,
1:54.0,,,48-61,,S. Muhammad misses 2-pt shot from 1 ft (block by N. Batum)
1:53.0,Defensive rebound by N. Batum,,48-61,,
1:44.0,L. Aldridge misses 2-pt shot from 22 ft,,48-61,,
1:44.0,,,48-61,,Defensive rebound by A. Bennett
1:27.0,,,48-61,,J. Adrien misses 2-pt shot from 4 ft
1:27.0,Defensive rebound by D. Lillard,,48-61,,
1:22.0,D. Lillard makes 2-pt shot at rim,2,50-61,,
1:22.0,Shooting foul by Z. LaVine (drawn by D. Lillard),,50-61,,
1:22.0,,,50-61,,C. Brewer enters the game for S. Muhammad
1:22.0,W. Matthews enters the game for N. Batum,,50-61,,
1:22.0,D. Lillard makes free throw 1 of 1,1,51-61,,
1:11.0,Personal foul by D. Lillard (drawn by Z. LaVine),,51-61,,
1:11.0,A. Crabbe enters the game for D. Lillard,,51-61,,
1:03.0,Personal foul by A. Crabbe (drawn by C. Brewer),,51-61,,
1:03.0,,,51-62,1,C. Brewer makes free throw 1 of 2
1:03.0,,,51-63,1,C. Brewer makes free throw 2 of 2
0:49.0,L. Aldridge misses 2-pt shot from 7 ft,,51-63,,
0:49.0,,,51-63,,Defensive rebound by A. Bennett
0:43.0,,,51-63,,Z. LaVine misses 2-pt shot from 5 ft (block by C. Kaman)
0:42.0,,,51-63,,Offensive rebound by J. Adrien
0:41.0,,,51-63,,Offensive foul by J. Adrien
0:41.0,,,51-63,,Turnover by J. Adrien (offensive foul)
0:41.0,D. Lillard enters the game for A. Crabbe,,51-63,,
0:31.0,D. Lillard misses 3-pt shot from 26 ft,,51-63,,
0:31.0,,,51-63,,Defensive rebound by A. Wiggins
0:13.0,,,51-63,,Turnover by Z. LaVine (lost ball; steal by D. Lillard)
0:07.0,Turnover by W. Matthews (lost ball; steal by A. Wiggins),,51-63,,
0:01.0,,,51-66,3,C. Brewer makes 3-pt shot from 26 ft (assist by A. Bennett)
0:00.0,D. Lillard misses 3-pt shot from 50 ft,,51-66,,
0:00.0,Offensive rebound by Team,,51-66,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,51-66,,Shooting foul by W. Matthews (drawn by A. Wiggins)
11:47.0,,,51-66,,A. Wiggins misses free throw 1 of 2
11:47.0,,,51-66,,Offensive rebound by Team
11:47.0,,,51-67,1,A. Wiggins makes free throw 2 of 2
11:30.0,W. Matthews makes 2-pt shot from 4 ft,2,53-67,,
11:14.0,,,53-67,,C. Brewer misses 2-pt shot from 18 ft
11:14.0,,,53-67,,Offensive rebound by J. Adrien
11:08.0,,,53-67,,Turnover by J. Adrien (bad pass; steal by D. Lillard)
11:04.0,D. Lillard makes 2-pt shot at rim,2,55-67,,
10:50.0,,,55-67,,J. Adrien misses 2-pt shot from 3 ft (block by C. Kaman)
10:49.0,Defensive rebound by C. Kaman,,55-67,,
10:38.0,D. Wright misses 3-pt shot from 25 ft,,55-67,,
10:38.0,,,55-67,,Defensive rebound by Z. LaVine
10:22.0,Personal foul by S. Blake (drawn by C. Brewer),,55-67,,
10:22.0,R. Lopez enters the game for C. Kaman,,55-67,,
10:22.0,,,55-67,,S. Muhammad enters the game for A. Wiggins
10:09.0,,,55-69,2,C. Brewer makes 2-pt shot from 20 ft (assist by J. Adrien)
9:53.0,D. Lillard makes 2-pt shot from 3 ft,2,57-69,,
9:31.0,Personal foul by W. Matthews (drawn by S. Muhammad),,57-69,,
9:31.0,,,57-69,,T. Young enters the game for A. Bennett
9:24.0,,,57-71,2,Z. LaVine makes 2-pt shot from 18 ft
9:12.0,D. Lillard misses 2-pt shot from 18 ft,,57-71,,
9:11.0,,,57-71,,Defensive rebound by T. Young
9:04.0,,,57-71,,Offensive foul by T. Young
9:04.0,,,57-71,,Turnover by T. Young (offensive foul)
9:04.0,N. Batum enters the game for S. Blake,,57-71,,
8:50.0,W. Matthews makes 3-pt shot from 23 ft (assist by D. Lillard),3,60-71,,
8:31.0,,,60-71,,Shooting foul by R. Lopez (drawn by J. Adrien)
8:31.0,Official timeout,,60-71,,
8:31.0,,,60-71,,J. Adrien misses free throw 1 of 2
8:31.0,,,60-71,,Offensive rebound by Team
8:31.0,,,60-72,1,J. Adrien makes free throw 2 of 2
8:20.0,R. Lopez makes 2-pt shot at rim (assist by D. Lillard),2,62-72,,
8:04.0,,,62-72,,Turnover by Z. LaVine (bad pass; steal by N. Batum)
7:49.0,Shooting foul by C. Brewer (drawn by D. Wright),,62-72,,
7:49.0,D. Wright makes free throw 1 of 2,1,63-72,,
7:49.0,,,63-72,,G. Dieng enters the game for J. Adrien
7:49.0,,,63-72,,A. Wiggins enters the game for Z. LaVine
7:49.0,D. Wright makes free throw 2 of 2,1,64-72,,
7:32.0,,,64-74,2,A. Wiggins makes 2-pt shot from 18 ft
7:29.0,Turnover by D. Lillard (lost ball),,64-74,,
7:29.0,Loose ball foul by D. Lillard (drawn by C. Brewer),,64-74,,
7:29.0,,,64-75,1,C. Brewer makes free throw 1 of 2
7:29.0,L. Aldridge enters the game for D. Wright,,64-75,,
7:29.0,,,64-76,1,C. Brewer makes free throw 2 of 2
7:11.0,W. Matthews misses 3-pt shot from 22 ft,,64-76,,
7:08.0,,,64-76,,Defensive rebound by A. Wiggins
7:00.0,,,64-76,,Turnover by A. Wiggins (bad pass)
6:53.0,D. Lillard misses 3-pt shot from 26 ft,,64-76,,
6:52.0,,,64-76,,Defensive rebound by A. Wiggins
6:40.0,,,64-76,,T. Young misses 2-pt shot from 18 ft
6:40.0,,,64-76,,Offensive rebound by G. Dieng
6:30.0,,,64-76,,A. Wiggins misses 2-pt shot from 17 ft (block by N. Batum)
6:28.0,Defensive rebound by N. Batum,,64-76,,
6:18.0,L. Aldridge makes 3-pt shot from 24 ft (assist by N. Batum),3,67-76,,
6:03.0,,,67-76,,S. Muhammad misses 2-pt shot at rim (block by N. Batum)
6:01.0,Defensive rebound by D. Lillard,,67-76,,
5:53.0,W. Matthews makes 3-pt shot from 25 ft (assist by D. Lillard),3,70-76,,
5:52.0,,,70-76,,Minnesota full timeout
5:52.0,,,70-76,,Z. LaVine enters the game for S. Muhammad
5:24.0,,,70-76,,A. Wiggins misses 3-pt shot from 26 ft
5:23.0,Defensive rebound by L. Aldridge,,70-76,,
5:15.0,R. Lopez makes 2-pt shot at rim (assist by N. Batum),2,72-76,,
4:49.0,,,72-78,2,T. Young makes 2-pt shot from 8 ft (assist by Z. LaVine)
4:29.0,D. Lillard misses 3-pt shot from 28 ft,,72-78,,
4:28.0,,,72-78,,Defensive rebound by T. Young
4:13.0,,,72-78,,Turnover by T. Young (lost ball)
4:09.0,Shooting foul by T. Young (drawn by L. Aldridge),,72-78,,
4:09.0,L. Aldridge makes free throw 1 of 2,1,73-78,,
4:09.0,L. Aldridge makes free throw 2 of 2,1,74-78,,
3:55.0,,,74-80,2,A. Wiggins makes 2-pt shot from 18 ft (assist by Z. LaVine)
3:35.0,N. Batum misses 2-pt shot from 16 ft,,74-80,,
3:34.0,Offensive rebound by R. Lopez,,74-80,,
