time,Cleveland,pts.away,score,pts.home,Orlando
0:22.0,,,27-32,,Loose ball foul by D. Dedmon (drawn by K. Love)
0:00.0,K. Love misses 3-pt shot from 26 ft,,27-32,,
0:00.0,Offensive rebound by Team,,27-32,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,D. Waiters makes 2-pt shot at rim (assist by M. Miller),2,29-32,,
11:19.0,,,29-34,2,B. Gordon makes 2-pt shot from 21 ft
11:05.0,K. Love misses 2-pt shot from 1 ft,,29-34,,
11:04.0,,,29-34,,Defensive rebound by C. Frye
10:57.0,,,29-37,3,B. Gordon makes 3-pt shot from 24 ft
10:39.0,D. Waiters misses 2-pt shot from 1 ft,,29-37,,
10:37.0,,,29-37,,Defensive rebound by E. Fournier
10:34.0,Technical foul by D. Waiters,,29-37,,
10:34.0,,,29-37,,B. Gordon misses technical free throw
10:34.0,,,29-37,,Offensive rebound by Team
10:25.0,,,29-37,,C. Frye misses 3-pt shot from 24 ft
10:24.0,Defensive rebound by D. Waiters,,29-37,,
10:09.0,K. Love misses 3-pt shot from 25 ft,,29-37,,
10:08.0,,,29-37,,Defensive rebound by B. Gordon
9:58.0,,,29-39,2,B. Gordon makes 2-pt shot from 8 ft
9:54.0,Cleveland full timeout,,29-39,,
9:54.0,M. Dellavedova enters the game for A. Price,,29-39,,
9:37.0,K. Love makes 2-pt shot from 1 ft (assist by M. Dellavedova),2,31-39,,
9:16.0,,,31-39,,Turnover by E. Payton (bad pass; steal by S. Marion)
9:03.0,M. Miller misses 3-pt shot from 24 ft,,31-39,,
9:02.0,Offensive rebound by Team,,31-39,,
9:02.0,,,31-39,,V. Oladipo enters the game for E. Payton
8:59.0,,,31-39,,Personal foul by V. Oladipo (drawn by M. Dellavedova)
8:46.0,Turnover by M. Dellavedova (bad pass; steal by V. Oladipo),,31-39,,
8:46.0,Personal foul by D. Waiters (drawn by E. Fournier),,31-39,,
8:34.0,,,31-39,,C. Frye misses 3-pt shot from 26 ft
8:32.0,Defensive rebound by D. Waiters,,31-39,,
8:19.0,Shooting foul by B. Gordon (drawn by D. Waiters),,31-39,,
8:19.0,D. Waiters makes free throw 1 of 2,1,32-39,,
8:19.0,T. Thompson enters the game for M. Miller,,32-39,,
8:19.0,D. Waiters makes free throw 2 of 2,1,33-39,,
8:01.0,,,33-39,,E. Fournier misses 2-pt shot from 3 ft
7:59.0,,,33-39,,Offensive rebound by D. Dedmon
7:59.0,,,33-41,2,D. Dedmon makes 2-pt shot at rim
7:57.0,,,33-41,,Violation by Team (jump ball)
7:45.0,D. Waiters makes 2-pt shot from 5 ft,2,35-41,,
7:26.0,,,35-41,,B. Gordon misses 3-pt shot from 26 ft
7:25.0,Defensive rebound by T. Thompson,,35-41,,
7:19.0,,,35-41,,Violation by V. Oladipo (kicked ball)
7:19.0,,,35-41,,K. O'Quinn enters the game for C. Frye
7:19.0,,,35-41,,N. Vucevic enters the game for D. Dedmon
7:19.0,,,35-41,,T. Harris enters the game for B. Gordon
7:09.0,D. Waiters makes 2-pt shot from 3 ft (assist by K. Love),2,37-41,,
6:49.0,,,37-43,2,E. Fournier makes 2-pt shot at rim (assist by N. Vucevic)
6:29.0,S. Marion misses 2-pt shot from 5 ft,,37-43,,
6:27.0,,,37-43,,Defensive rebound by V. Oladipo
6:21.0,,,37-43,,Turnover by T. Harris (bad pass; steal by D. Waiters)
6:21.0,,,37-43,,Personal foul by K. O'Quinn (drawn by D. Waiters)
6:21.0,L. James enters the game for D. Waiters,,37-43,,
6:21.0,M. Miller enters the game for S. Marion,,37-43,,
6:05.0,L. James misses 2-pt shot from 1 ft,,37-43,,
6:03.0,Offensive rebound by T. Thompson,,37-43,,
6:03.0,Shooting foul by K. O'Quinn (drawn by T. Thompson),,37-43,,
6:03.0,T. Thompson makes free throw 1 of 2,1,38-43,,
6:03.0,,,38-43,,Orlando full timeout
6:03.0,,,38-43,,D. Dedmon enters the game for K. O'Quinn
6:03.0,T. Thompson makes free throw 2 of 2,1,39-43,,
5:43.0,,,39-45,2,T. Harris makes 2-pt shot from 12 ft (assist by N. Vucevic)
5:32.0,L. James misses 2-pt shot from 2 ft,,39-45,,
5:29.0,,,39-45,,Defensive rebound by D. Dedmon
5:18.0,,,39-45,,Turnover by N. Vucevic (lost ball)
5:04.0,M. Dellavedova misses 3-pt shot from 23 ft,,39-45,,
5:01.0,,,39-45,,Defensive rebound by D. Dedmon
4:52.0,,,39-45,,T. Harris misses 3-pt shot from 27 ft
4:51.0,Defensive rebound by T. Thompson,,39-45,,
4:35.0,,,39-45,,Personal foul by V. Oladipo (drawn by K. Love)
4:35.0,K. Love makes free throw 1 of 2,1,40-45,,
4:35.0,D. Waiters enters the game for M. Dellavedova,,40-45,,
4:35.0,K. Love makes free throw 2 of 2,1,41-45,,
4:24.0,,,41-45,,Turnover by V. Oladipo (lost ball; steal by T. Thompson)
4:20.0,T. Thompson makes 2-pt shot at rim,2,43-45,,
3:53.0,,,43-45,,V. Oladipo misses 2-pt shot from 15 ft
3:52.0,,,43-45,,Offensive rebound by D. Dedmon
3:51.0,Loose ball foul by D. Waiters (drawn by D. Dedmon),,43-45,,
3:44.0,Personal foul by M. Miller (drawn by E. Fournier),,43-45,,
3:35.0,,,43-45,,V. Oladipo misses 2-pt shot at rim
3:34.0,Defensive rebound by K. Love,,43-45,,
3:28.0,D. Waiters makes 2-pt shot from 2 ft (assist by K. Love),2,45-45,,
3:11.0,,,45-45,,T. Harris misses 2-pt shot from 1 ft
3:09.0,Defensive rebound by K. Love,,45-45,,
3:03.0,T. Thompson misses 2-pt shot at rim (block by E. Fournier),,45-45,,
3:01.0,,,45-45,,Defensive rebound by E. Fournier
2:56.0,,,45-47,2,N. Vucevic makes 2-pt shot at rim (assist by T. Harris)
2:32.0,T. Thompson misses 2-pt shot from 4 ft,,45-47,,
2:31.0,,,45-47,,Defensive rebound by N. Vucevic
2:26.0,,,45-47,,Shooting foul by T. Thompson (drawn by D. Dedmon)
2:26.0,Official timeout,,45-47,,
2:26.0,,,45-48,1,D. Dedmon makes free throw 1 of 2
2:26.0,,,45-49,1,D. Dedmon makes free throw 2 of 2
2:12.0,Shooting foul by E. Fournier (drawn by L. James),,45-49,,
2:12.0,L. James makes free throw 1 of 2,1,46-49,,
2:12.0,L. James makes free throw 2 of 2,1,47-49,,
1:52.0,,,47-49,,N. Vucevic misses 2-pt shot from 6 ft
1:51.0,Defensive rebound by K. Love,,47-49,,
1:45.0,M. Miller misses 3-pt shot from 22 ft,,47-49,,
1:44.0,Offensive rebound by T. Thompson,,47-49,,
1:32.0,L. James makes 2-pt shot at rim (assist by M. Miller),2,49-49,,
1:14.0,,,49-51,2,E. Fournier makes 2-pt shot from 18 ft (assist by V. Oladipo)
1:00.0,T. Thompson misses 2-pt shot from 1 ft (block by D. Dedmon),,49-51,,
0:59.0,,,49-51,,Defensive rebound by T. Harris
0:46.0,,,49-51,,N. Vucevic misses 2-pt shot from 10 ft
0:44.0,,,49-51,,Offensive rebound by D. Dedmon
0:44.0,,,49-51,,Shooting foul by L. James (drawn by D. Dedmon)
0:44.0,,,49-51,,D. Dedmon misses free throw 1 of 2
0:44.0,,,49-51,,Offensive rebound by Team
0:44.0,M. Dellavedova enters the game for M. Miller,,49-51,,
0:44.0,,,49-51,,D. Dedmon misses free throw 2 of 2
0:43.0,Defensive rebound by K. Love,,49-51,,
0:29.0,M. Dellavedova misses 3-pt shot from 24 ft,,49-51,,
0:28.0,,,49-51,,Defensive rebound by N. Vucevic
0:05.0,,,49-53,2,D. Dedmon makes 2-pt shot from 16 ft (assist by V. Oladipo)
0:00.0,L. James misses 3-pt shot from 29 ft,,49-53,,
0:00.0,Offensive rebound by Team,,49-53,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,M. Miller misses 3-pt shot from 27 ft,,49-53,,
11:41.0,,,49-53,,Defensive rebound by N. Vucevic
11:20.0,,,49-53,,K. O'Quinn misses 2-pt shot from 6 ft
11:19.0,Defensive rebound by K. Love,,49-53,,
11:11.0,K. Love makes 3-pt shot from 24 ft (assist by L. James),3,52-53,,
10:50.0,,,52-56,3,T. Harris makes 3-pt shot from 27 ft (assist by V. Oladipo)
10:30.0,M. Miller makes 3-pt shot from 22 ft (assist by L. James),3,55-56,,
9:59.0,,,55-58,2,T. Harris makes 2-pt shot from 15 ft (assist by N. Vucevic)
9:41.0,K. Love misses 3-pt shot from 25 ft,,55-58,,
9:40.0,,,55-58,,Defensive rebound by E. Payton
9:19.0,,,55-60,2,E. Payton makes 2-pt shot at rim (assist by V. Oladipo)
9:02.0,,,55-60,,Def 3 sec tech foul by E. Payton
9:02.0,L. James makes technical free throw,1,56-60,,
8:58.0,,,56-60,,Personal foul by K. O'Quinn (drawn by L. James)
8:58.0,,,56-60,,D. Dedmon enters the game for K. O'Quinn
8:52.0,,,56-60,,Personal foul by E. Payton (drawn by T. Thompson)
8:44.0,K. Love misses 3-pt shot from 22 ft,,56-60,,
8:43.0,,,56-60,,Defensive rebound by E. Payton
8:25.0,,,56-60,,Turnover by E. Payton (bad pass; steal by M. Miller)
8:24.0,,,56-60,,Personal foul by V. Oladipo (drawn by M. Miller)
8:06.0,M. Dellavedova makes 3-pt shot from 25 ft (assist by L. James),3,59-60,,
7:46.0,,,59-60,,T. Harris misses 2-pt shot from 7 ft
7:45.0,Defensive rebound by T. Thompson,,59-60,,
7:29.0,M. Miller makes 3-pt shot from 23 ft (assist by L. James),3,62-60,,
7:07.0,,,62-60,,Turnover by V. Oladipo (lost ball; steal by L. James)
6:56.0,,,62-60,,Personal foul by D. Dedmon (drawn by K. Love)
6:47.0,Turnover by K. Love (lost ball; steal by E. Payton),,62-60,,
6:42.0,,,62-62,2,V. Oladipo makes 2-pt shot at rim (assist by E. Payton)
6:20.0,M. Miller misses 3-pt shot from 26 ft,,62-62,,
6:18.0,,,62-62,,Defensive rebound by E. Payton
6:10.0,,,62-64,2,E. Payton makes 2-pt shot at rim
6:06.0,Cleveland full timeout,,62-64,,
6:06.0,D. Waiters enters the game for M. Miller,,62-64,,
5:43.0,L. James misses 3-pt shot from 26 ft,,62-64,,
5:43.0,,,62-64,,Defensive rebound by Team
5:27.0,,,62-64,,E. Fournier enters the game for V. Oladipo
5:27.0,,,62-64,,Technical foul by T. Harris
5:27.0,Technical foul by L. James,,62-64,,
5:19.0,,,62-64,,E. Payton misses 2-pt shot at rim
5:18.0,,,62-64,,Offensive rebound by Team
5:18.0,,,62-64,,Turnover by Team (shot clock)
5:01.0,D. Waiters misses 2-pt shot at rim,,62-64,,
4:59.0,Offensive rebound by T. Thompson,,62-64,,
4:59.0,T. Thompson misses 2-pt shot at rim,,62-64,,
4:58.0,,,62-64,,Defensive rebound by E. Payton
4:43.0,,,62-64,,Turnover by E. Fournier (bad pass; steal by L. James)
4:41.0,L. James makes 2-pt shot at rim,2,64-64,,
4:41.0,Shooting foul by E. Payton (drawn by L. James),,64-64,,
4:41.0,L. James makes free throw 1 of 1,1,65-64,,
4:18.0,,,65-66,2,N. Vucevic makes 2-pt shot from 18 ft (assist by E. Payton)
3:59.0,,,65-66,,Violation by D. Dedmon (kicked ball)
3:59.0,,,65-66,,C. Frye enters the game for D. Dedmon
3:46.0,Turnover by M. Dellavedova (bad pass; steal by E. Fournier),,65-66,,
3:41.0,,,65-68,2,N. Vucevic makes 2-pt shot at rim (assist by E. Fournier)
3:24.0,K. Love misses 3-pt shot from 26 ft,,65-68,,
3:21.0,,,65-68,,Defensive rebound by C. Frye
3:11.0,,,65-71,3,C. Frye makes 3-pt shot from 26 ft (assist by N. Vucevic)
2:47.0,D. Waiters misses 2-pt shot from 1 ft,,65-71,,
2:45.0,Offensive rebound by K. Love,,65-71,,
2:43.0,K. Love misses 2-pt shot from 1 ft,,65-71,,
2:41.0,,,65-71,,Defensive rebound by T. Harris
2:34.0,,,65-74,3,E. Fournier makes 3-pt shot from 24 ft (assist by C. Frye)
2:34.0,Cleveland full timeout,,65-74,,
2:34.0,,,65-74,,Orlando full timeout
2:34.0,S. Marion enters the game for T. Thompson,,65-74,,
2:34.0,M. Miller enters the game for M. Dellavedova,,65-74,,
2:23.0,Turnover by K. Love (bad pass; steal by E. Payton),,65-74,,
2:17.0,,,65-74,,Turnover by E. Payton (bad pass; steal by M. Miller)
2:14.0,D. Waiters makes 2-pt shot from 1 ft (assist by M. Miller),2,67-74,,
2:01.0,Personal foul by M. Miller (drawn by E. Payton),,67-74,,
2:01.0,,,67-74,,V. Oladipo enters the game for E. Payton
2:01.0,,,67-74,,K. O'Quinn enters the game for N. Vucevic
1:48.0,,,67-74,,T. Harris misses 2-pt shot from 13 ft (block by L. James)
1:48.0,Defensive rebound by Team,,67-74,,
1:32.0,K. Love misses 2-pt shot from 9 ft (block by K. O'Quinn),,67-74,,
1:30.0,,,67-74,,Defensive rebound by V. Oladipo
1:11.0,,,67-74,,E. Fournier misses 2-pt shot from 20 ft
1:09.0,Defensive rebound by S. Marion,,67-74,,
1:00.0,,,67-74,,Personal foul by C. Frye (drawn by K. Love)
1:00.0,K. Love makes free throw 1 of 2,1,68-74,,
1:00.0,,,68-74,,B. Gordon enters the game for T. Harris
1:00.0,M. Dellavedova enters the game for L. James,,68-74,,
1:00.0,K. Love makes free throw 2 of 2,1,69-74,,
0:48.0,,,69-74,,Turnover by V. Oladipo (lost ball; steal by M. Dellavedova)
0:48.0,,,69-74,,Personal foul by V. Oladipo (drawn by M. Dellavedova)
0:48.0,M. Dellavedova makes free throw 1 of 2,1,70-74,,
0:48.0,M. Dellavedova makes free throw 2 of 2,1,71-74,,
0:32.0,,,71-74,,K. O'Quinn misses 3-pt shot from 24 ft
0:31.0,Defensive rebound by M. Miller,,71-74,,
0:08.0,D. Waiters misses 2-pt shot from 18 ft,,71-74,,
0:07.0,,,71-74,,Defensive rebound by C. Frye
0:01.0,Shooting block foul by K. Love (drawn by V. Oladipo),,71-74,,
0:01.0,,,71-74,,V. Oladipo misses free throw 1 of 2
0:01.0,,,71-74,,Offensive rebound by Team
0:01.0,,,71-75,1,V. Oladipo makes free throw 2 of 2
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,,,71-75,,E. Payton misses 2-pt shot from 1 ft
11:36.0,Defensive rebound by S. Marion,,71-75,,
11:16.0,S. Marion misses 2-pt shot from 7 ft,,71-75,,
11:11.0,Offensive rebound by T. Thompson,,71-75,,
11:11.0,T. Thompson makes 2-pt shot from 1 ft,2,73-75,,
10:51.0,,,73-75,,B. Gordon misses 3-pt shot from 26 ft
10:49.0,,,73-75,,Offensive rebound by E. Fournier
10:47.0,,,73-75,,C. Frye misses 3-pt shot from 25 ft
10:44.0,Defensive rebound by D. Waiters,,73-75,,
10:23.0,S. Marion makes 2-pt shot from 6 ft (assist by M. Miller),2,75-75,,
10:05.0,,,75-78,3,C. Frye makes 3-pt shot from 26 ft (assist by E. Payton)
9:41.0,S. Marion misses 2-pt shot from 11 ft,,75-78,,
9:40.0,,,75-78,,Defensive rebound by E. Payton
9:34.0,,,75-78,,Turnover by E. Payton (bad pass)
9:34.0,L. James enters the game for S. Marion,,75-78,,
9:15.0,L. James misses 3-pt shot from 25 ft,,75-78,,
9:13.0,,,75-78,,Defensive rebound by E. Fournier
9:01.0,,,75-78,,Turnover by E. Payton (bad pass; steal by D. Waiters)
8:58.0,L. James makes 2-pt shot at rim (assist by M. Dellavedova),2,77-78,,
8:56.0,,,77-78,,Orlando full timeout
8:56.0,,,77-78,,V. Oladipo enters the game for K. O'Quinn
8:56.0,,,77-78,,N. Vucevic enters the game for E. Payton
8:56.0,,,77-78,,T. Harris enters the game for C. Frye
8:39.0,,,77-78,,N. Vucevic misses 2-pt shot from 17 ft
8:38.0,Defensive rebound by L. James,,77-78,,
8:27.0,Shooting foul by E. Fournier (drawn by D. Waiters),,77-78,,
8:27.0,D. Waiters makes free throw 1 of 2,1,78-78,,
8:27.0,D. Waiters makes free throw 2 of 2,1,79-78,,
8:04.0,,,79-80,2,T. Harris makes 2-pt shot from 16 ft
7:52.0,M. Dellavedova misses 3-pt shot from 27 ft,,79-80,,
7:51.0,,,79-80,,Defensive rebound by N. Vucevic
7:35.0,,,79-80,,V. Oladipo misses 2-pt shot from 2 ft
7:32.0,,,79-80,,Offensive rebound by V. Oladipo
7:32.0,,,79-80,,V. Oladipo misses 2-pt shot from 2 ft (block by L. James)
7:32.0,Defensive rebound by L. James,,79-80,,
7:32.0,,,79-80,,Loose ball foul by N. Vucevic (drawn by L. James)
7:19.0,L. James makes 2-pt shot from 18 ft,2,81-80,,
6:55.0,,,81-80,,T. Harris misses 3-pt shot from 25 ft
6:53.0,Defensive rebound by T. Thompson,,81-80,,
6:42.0,M. Miller makes 3-pt shot from 22 ft (assist by L. James),3,84-80,,
6:21.0,,,84-80,,Turnover by T. Harris (lost ball; steal by D. Waiters)
6:14.0,Turnover by L. James (bad pass; steal by V. Oladipo),,84-80,,
6:04.0,,,84-83,3,B. Gordon makes 3-pt shot from 25 ft
5:47.0,D. Waiters misses 2-pt shot from 22 ft,,84-83,,
5:47.0,,,84-83,,Defensive rebound by Team
5:47.0,Loose ball foul by T. Thompson (drawn by N. Vucevic),,84-83,,
5:47.0,Official timeout,,84-83,,
5:30.0,,,84-83,,T. Harris misses 2-pt shot from 17 ft
5:29.0,Defensive rebound by M. Miller,,84-83,,
5:05.0,M. Dellavedova misses 3-pt shot from 26 ft,,84-83,,
5:03.0,,,84-83,,Defensive rebound by N. Vucevic
4:52.0,,,84-83,,V. Oladipo misses 2-pt shot from 18 ft
4:51.0,Defensive rebound by M. Dellavedova,,84-83,,
4:36.0,L. James makes 2-pt shot from 6 ft,2,86-83,,
4:36.0,Shooting foul by N. Vucevic (drawn by L. James),,86-83,,
4:36.0,L. James makes free throw 1 of 1,1,87-83,,
4:20.0,,,87-83,,E. Fournier misses 2-pt shot from 3 ft (block by D. Waiters)
4:18.0,Defensive rebound by T. Thompson,,87-83,,
4:06.0,D. Waiters misses 2-pt shot from 1 ft,,87-83,,
4:04.0,Offensive rebound by T. Thompson,,87-83,,
4:04.0,T. Thompson makes 2-pt shot at rim,2,89-83,,
4:04.0,Shooting foul by V. Oladipo (drawn by T. Thompson),,89-83,,
4:04.0,T. Thompson makes free throw 1 of 1,1,90-83,,
3:45.0,,,90-85,2,V. Oladipo makes 2-pt shot from 1 ft (assist by B. Gordon)
3:42.0,,,90-85,,Technical foul by Team
3:42.0,L. James misses technical free throw,,90-85,,
3:42.0,Offensive rebound by Team,,90-85,,
3:27.0,L. James makes 2-pt shot from 17 ft,2,92-85,,
3:08.0,,,92-85,,N. Vucevic misses 2-pt shot from 18 ft
3:07.0,Defensive rebound by L. James,,92-85,,
2:45.0,L. James misses 2-pt shot from 7 ft,,92-85,,
2:45.0,,,92-85,,Defensive rebound by Team
2:45.0,Cleveland full timeout,,92-85,,
2:34.0,,,92-85,,V. Oladipo misses 2-pt shot from 4 ft
2:34.0,,,92-85,,Offensive rebound by Team
2:34.0,Personal foul by M. Miller (drawn by N. Vucevic),,92-85,,
2:28.0,,,92-85,,Shooting foul by T. Thompson (drawn by V. Oladipo)
2:28.0,,,92-86,1,V. Oladipo makes free throw 1 of 2
2:28.0,,,92-87,1,V. Oladipo makes free throw 2 of 2
2:08.0,D. Waiters misses 3-pt shot from 23 ft,,92-87,,
2:07.0,,,92-87,,Defensive rebound by B. Gordon
1:59.0,,,92-87,,V. Oladipo misses 2-pt shot at rim (block by T. Thompson)
1:59.0,,,92-87,,Offensive rebound by Team
1:59.0,,,92-87,,Orlando full timeout
1:58.0,,,92-89,2,N. Vucevic makes 2-pt shot at rim (assist by E. Fournier)
1:34.0,L. James misses 3-pt shot from 30 ft,,92-89,,
1:33.0,Offensive rebound by T. Thompson,,92-89,,
1:14.0,M. Dellavedova misses 3-pt shot from 23 ft,,92-89,,
1:13.0,,,92-89,,Defensive rebound by N. Vucevic
0:59.0,,,92-89,,Turnover by V. Oladipo (lost ball)
0:41.0,L. James makes 2-pt shot at rim,2,94-89,,
0:41.0,Shooting foul by T. Harris (drawn by L. James),,94-89,,
0:41.0,L. James makes free throw 1 of 1,1,95-89,,
0:41.0,,,95-89,,Orlando full timeout
0:33.0,,,95-89,,E. Fournier misses 2-pt shot at rim
0:30.0,Defensive rebound by M. Miller,,95-89,,
0:29.0,,,95-89,,Personal foul by N. Vucevic (drawn by L. James)
0:29.0,L. James misses free throw 1 of 2,,95-89,,
0:29.0,Offensive rebound by Team,,95-89,,
0:29.0,L. James makes free throw 2 of 2,1,96-89,,
0:26.0,Personal foul by M. Dellavedova (drawn by V. Oladipo),,96-89,,
0:21.0,,,96-89,,E. Fournier misses 3-pt shot from 24 ft
0:20.0,Defensive rebound by L. James,,96-89,,
0:19.0,,,96-89,,Personal foul by V. Oladipo (drawn by L. James)
0:19.0,,,96-89,,C. Frye enters the game for V. Oladipo
0:19.0,L. James makes free throw 1 of 2,1,97-89,,
0:19.0,L. James makes free throw 2 of 2,1,98-89,,
0:19.0,,,98-89,,Orlando full timeout
0:19.0,J. Harris enters the game for L. James,,98-89,,
0:15.0,,,98-89,,T. Harris misses 3-pt shot from 22 ft
0:14.0,Defensive rebound by M. Miller,,98-89,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
