time,Indiana,pts.away,score,pts.home,Atlanta
10:12.0,,,23-28,,M. Scott misses 2-pt shot from 15 ft
10:10.0,,,23-28,,Offensive rebound by A. Horford
9:59.0,,,23-31,3,D. Schroder makes 3-pt shot from 24 ft
9:45.0,Turnover by L. Scola (lost ball; steal by T. Sefolosha),,23-31,,
9:40.0,,,23-33,2,T. Sefolosha makes 2-pt shot from 2 ft (assist by D. Schroder)
9:40.0,Indiana full timeout,,23-33,,
9:40.0,,,23-33,,K. Bazemore enters the game for T. Sefolosha
9:24.0,Turnover by L. Scola (lost ball; steal by K. Korver),,23-33,,
9:17.0,,,23-33,,M. Scott misses 3-pt shot from 24 ft
9:17.0,Defensive rebound by Team,,23-33,,
9:07.0,Turnover by D. Sloan (bad pass; steal by K. Bazemore),,23-33,,
9:01.0,,,23-35,2,K. Korver makes 2-pt shot at rim (assist by A. Horford)
8:45.0,C. Miles misses 3-pt shot from 25 ft,,23-35,,
8:43.0,,,23-35,,Defensive rebound by A. Horford
8:26.0,,,23-37,2,A. Horford makes 2-pt shot from 20 ft (assist by D. Schroder)
8:14.0,C. Miles misses 2-pt shot from 15 ft,,23-37,,
8:12.0,Offensive rebound by D. Rudez,,23-37,,
8:12.0,D. Rudez makes 2-pt shot at rim,2,25-37,,
7:52.0,,,25-37,,M. Scott misses 3-pt shot from 25 ft
7:50.0,Defensive rebound by L. Scola,,25-37,,
7:45.0,Turnover by D. Sloan (lost ball; steal by K. Bazemore),,25-37,,
7:38.0,,,25-37,,K. Korver misses 3-pt shot from 23 ft
7:37.0,Defensive rebound by D. Sloan,,25-37,,
7:22.0,C. Miles misses 3-pt shot from 24 ft,,25-37,,
7:20.0,,,25-37,,Defensive rebound by K. Korver
7:11.0,,,25-37,,Turnover by K. Bazemore (step out of bounds)
7:11.0,,,25-37,,J. Teague enters the game for D. Schroder
7:11.0,D. West enters the game for L. Scola,,25-37,,
6:52.0,D. Rudez makes 3-pt shot from 23 ft (assist by D. Sloan),3,28-37,,
6:37.0,,,28-37,,Shooting foul by D. Sloan (drawn by M. Scott)
6:37.0,,,28-37,,P. Millsap enters the game for A. Horford
6:37.0,R. Stuckey enters the game for C. Miles,,28-37,,
6:37.0,S. Hill enters the game for D. Rudez,,28-37,,
6:37.0,,,28-38,1,M. Scott makes free throw 1 of 2
6:37.0,,,28-39,1,M. Scott makes free throw 2 of 2
6:28.0,I. Mahinmi misses 2-pt shot from 14 ft,,28-39,,
6:28.0,,,28-39,,Defensive rebound by P. Millsap
6:08.0,,,28-39,,K. Bazemore misses 2-pt shot from 2 ft
6:07.0,Defensive rebound by S. Hill,,28-39,,
6:00.0,,,28-39,,Personal foul by K. Korver (drawn by R. Stuckey)
6:00.0,,,28-39,,P. Antic enters the game for M. Scott
5:47.0,R. Stuckey makes 2-pt shot from 20 ft (assist by D. West),2,30-39,,
5:31.0,,,30-39,,K. Bazemore misses 2-pt shot from 3 ft
5:30.0,,,30-39,,Offensive rebound by K. Bazemore
5:28.0,,,30-39,,K. Bazemore misses 2-pt shot from 1 ft
5:27.0,Defensive rebound by I. Mahinmi,,30-39,,
5:14.0,,,30-39,,Violation by P. Millsap (def goaltending)
5:14.0,S. Hill makes 2-pt shot from 1 ft (assist by D. Sloan),2,32-39,,
5:02.0,,,32-39,,Turnover by K. Korver (lost ball; steal by R. Stuckey)
4:49.0,S. Hill misses 2-pt shot from 2 ft,,32-39,,
4:49.0,,,32-39,,Defensive rebound by P. Antic
4:49.0,Personal foul by S. Hill (drawn by P. Antic),,32-39,,
4:49.0,Official timeout,,32-39,,
4:49.0,C. Watson enters the game for D. Sloan,,32-39,,
4:39.0,,,32-41,2,P. Millsap makes 2-pt shot at rim (assist by J. Teague)
4:39.0,,,32-41,,Shooting foul by I. Mahinmi (drawn by P. Millsap)
4:39.0,,,32-42,1,P. Millsap makes free throw 1 of 1
4:22.0,Turnover by S. Hill (bad pass; steal by J. Teague),,32-42,,
4:19.0,,,32-44,2,J. Teague makes 2-pt shot at rim
3:54.0,C. Watson misses 2-pt shot from 20 ft,,32-44,,
3:53.0,,,32-44,,Defensive rebound by P. Millsap
3:43.0,,,32-47,3,P. Antic makes 3-pt shot from 24 ft (assist by J. Teague)
3:23.0,S. Hill makes 3-pt shot from 24 ft (assist by D. West),3,35-47,,
2:57.0,,,35-49,2,K. Bazemore makes 2-pt shot from 1 ft (assist by J. Teague)
2:37.0,R. Stuckey makes 2-pt shot from 8 ft (assist by D. West),2,37-49,,
2:31.0,,,37-49,,Atlanta full timeout
2:31.0,,,37-49,,D. Carroll enters the game for K. Bazemore
2:31.0,R. Hibbert enters the game for S. Hill,,37-49,,
2:31.0,C. Miles enters the game for I. Mahinmi,,37-49,,
2:24.0,,,37-49,,J. Teague misses 2-pt shot from 3 ft
2:23.0,Defensive rebound by R. Stuckey,,37-49,,
2:09.0,R. Stuckey makes 2-pt shot from 12 ft,2,39-49,,
1:48.0,,,39-51,2,D. Carroll makes 2-pt shot from 9 ft (assist by K. Korver)
1:26.0,C. Miles misses 2-pt shot from 1 ft,,39-51,,
1:24.0,Offensive rebound by D. West,,39-51,,
1:20.0,C. Miles misses 3-pt shot from 23 ft,,39-51,,
1:19.0,,,39-51,,Defensive rebound by J. Teague
1:11.0,,,39-51,,Turnover by J. Teague (lost ball; steal by C. Watson)
1:05.0,C. Watson makes 2-pt shot at rim (assist by R. Stuckey),2,41-51,,
0:53.0,,,41-51,,Shooting foul by R. Hibbert (drawn by J. Teague)
0:53.0,,,41-52,1,J. Teague makes free throw 1 of 2
0:53.0,,,41-52,,T. Sefolosha enters the game for K. Korver
0:53.0,,,41-52,,A. Horford enters the game for P. Antic
0:53.0,I. Mahinmi enters the game for R. Hibbert,,41-52,,
0:53.0,,,41-52,,J. Teague misses free throw 2 of 2
0:51.0,Defensive rebound by C. Miles,,41-52,,
0:48.0,Indiana full timeout,,41-52,,
0:46.0,,,41-52,,Personal foul by T. Sefolosha (drawn by C. Miles)
0:41.0,Turnover by I. Mahinmi (bad pass),,41-52,,
0:41.0,,,41-52,,K. Korver enters the game for T. Sefolosha
0:33.0,,,41-52,,J. Teague misses 2-pt shot from 1 ft
0:31.0,Defensive rebound by D. West,,41-52,,
0:15.0,R. Stuckey misses 2-pt shot from 14 ft,,41-52,,
0:12.0,Offensive rebound by D. West,,41-52,,
0:03.0,Turnover by C. Watson (bad pass; steal by D. Carroll),,41-52,,
0:00.0,,,41-52,,D. Carroll misses 3-pt shot from 25 ft
0:00.0,,,41-52,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,D. West misses 2-pt shot from 3 ft,,41-52,,
11:46.0,Offensive rebound by D. West,,41-52,,
11:45.0,D. West makes 2-pt shot at rim,2,43-52,,
11:26.0,,,43-54,2,D. Carroll makes 2-pt shot from 1 ft (assist by A. Horford)
11:26.0,,,43-54,,Shooting foul by C. Watson (drawn by D. Carroll)
11:26.0,,,43-54,,D. Carroll misses free throw 1 of 1
11:25.0,Defensive rebound by R. Hibbert,,43-54,,
11:07.0,D. West misses 2-pt shot from 19 ft,,43-54,,
11:06.0,,,43-54,,Defensive rebound by K. Korver
10:52.0,,,43-57,3,P. Millsap makes 3-pt shot from 24 ft (assist by J. Teague)
10:35.0,Shooting foul by P. Millsap (drawn by D. West),,43-57,,
10:35.0,D. West makes free throw 1 of 2,1,44-57,,
10:35.0,D. West makes free throw 2 of 2,1,45-57,,
10:20.0,,,45-59,2,J. Teague makes 2-pt shot from 1 ft (assist by A. Horford)
10:07.0,Turnover by R. Hibbert (traveling),,45-59,,
9:53.0,,,45-62,3,J. Teague makes 3-pt shot from 25 ft (assist by A. Horford)
9:32.0,C. Watson misses 2-pt shot from 8 ft,,45-62,,
9:31.0,,,45-62,,Defensive rebound by P. Millsap
9:26.0,,,45-65,3,D. Carroll makes 3-pt shot from 24 ft (assist by J. Teague)
9:26.0,Indiana full timeout,,45-65,,
9:26.0,D. Sloan enters the game for C. Watson,,45-65,,
9:06.0,Shooting foul by D. Carroll (drawn by D. Sloan),,45-65,,
9:06.0,D. Sloan makes free throw 1 of 2,1,46-65,,
9:06.0,D. Sloan makes free throw 2 of 2,1,47-65,,
8:55.0,,,47-65,,P. Millsap misses 2-pt shot from 2 ft (block by D. West)
8:51.0,Defensive rebound by S. Hill,,47-65,,
8:41.0,S. Hill misses 3-pt shot from 24 ft,,47-65,,
8:40.0,,,47-65,,Defensive rebound by J. Teague
8:37.0,,,47-65,,Turnover by J. Teague (bad pass)
8:23.0,D. West misses 2-pt shot from 18 ft,,47-65,,
8:22.0,,,47-65,,Defensive rebound by J. Teague
8:19.0,,,47-67,2,J. Teague makes 2-pt shot from 1 ft
8:19.0,,,47-67,,Shooting foul by D. Sloan (drawn by J. Teague)
8:19.0,,,47-68,1,J. Teague makes free throw 1 of 1
7:56.0,R. Stuckey misses 3-pt shot from 25 ft,,47-68,,
7:54.0,,,47-68,,Defensive rebound by A. Horford
7:48.0,,,47-70,2,J. Teague makes 2-pt shot from 2 ft
7:32.0,,,47-70,,Personal foul by P. Millsap (drawn by D. West)
7:18.0,Turnover by D. Sloan (lost ball; steal by D. Carroll),,47-70,,
7:15.0,,,47-70,,Turnover by K. Korver (bad pass)
7:01.0,R. Hibbert makes 2-pt shot from 18 ft (assist by D. Sloan),2,49-70,,
6:44.0,,,49-70,,A. Horford misses 2-pt shot from 19 ft
6:42.0,Defensive rebound by D. West,,49-70,,
6:38.0,Offensive charge foul by D. Sloan,,49-70,,
6:38.0,Turnover by D. Sloan (offensive foul),,49-70,,
6:38.0,C. Miles enters the game for D. Sloan,,49-70,,
6:23.0,,,49-72,2,D. Carroll makes 2-pt shot from 11 ft (assist by J. Teague)
6:08.0,S. Hill makes 2-pt shot from 9 ft,2,51-72,,
5:49.0,,,51-72,,A. Horford misses 3-pt shot from 23 ft
5:48.0,Defensive rebound by D. West,,51-72,,
5:36.0,S. Hill misses 3-pt shot from 22 ft (block by A. Horford),,51-72,,
5:34.0,,,51-72,,Defensive rebound by P. Millsap
5:28.0,,,51-75,3,K. Korver makes 3-pt shot from 23 ft (assist by D. Carroll)
5:28.0,Indiana full timeout,,51-75,,
5:28.0,,,51-75,,P. Antic enters the game for A. Horford
5:28.0,,,51-75,,T. Sefolosha enters the game for K. Korver
5:15.0,C. Miles misses 3-pt shot from 25 ft,,51-75,,
5:14.0,,,51-75,,Defensive rebound by T. Sefolosha
5:05.0,,,51-75,,D. Carroll misses 2-pt shot from 4 ft
5:04.0,,,51-75,,Offensive rebound by P. Antic
4:58.0,,,51-78,3,D. Carroll makes 3-pt shot from 22 ft (assist by J. Teague)
4:33.0,R. Hibbert misses 2-pt shot from 3 ft,,51-78,,
4:32.0,Offensive rebound by D. West,,51-78,,
4:32.0,,,51-78,,Violation by P. Millsap (def goaltending)
4:32.0,D. West makes 2-pt shot from 1 ft,2,53-78,,
4:15.0,,,53-78,,P. Millsap misses 3-pt shot from 25 ft
4:13.0,Defensive rebound by R. Stuckey,,53-78,,
4:06.0,R. Stuckey misses 2-pt shot from 1 ft,,53-78,,
4:05.0,,,53-78,,Defensive rebound by P. Antic
3:56.0,,,53-78,,J. Teague misses 2-pt shot from 4 ft
3:55.0,Defensive rebound by D. West,,53-78,,
3:53.0,Turnover by D. West (lost ball; steal by D. Carroll),,53-78,,
3:53.0,,,53-78,,Atlanta full timeout
3:53.0,,,53-78,,D. Schroder enters the game for J. Teague
3:53.0,S. Whittington enters the game for R. Hibbert,,53-78,,
3:46.0,,,53-78,,Shooting foul by C. Miles (drawn by P. Antic)
3:46.0,,,53-79,1,P. Antic makes free throw 1 of 2
3:46.0,,,53-79,,P. Antic misses free throw 2 of 2
3:44.0,Defensive rebound by D. West,,53-79,,
3:33.0,,,53-79,,Personal foul by D. Carroll (drawn by C. Miles)
3:33.0,C. Watson enters the game for R. Stuckey,,53-79,,
3:17.0,D. West makes 2-pt shot from 18 ft (assist by C. Watson),2,55-79,,
3:00.0,,,55-79,,Turnover by P. Millsap (lost ball)
3:00.0,,,55-79,,M. Scott enters the game for P. Millsap
2:47.0,C. Miles makes 2-pt shot at rim (assist by S. Whittington),2,57-79,,
2:30.0,,,57-82,3,P. Antic makes 3-pt shot from 25 ft (assist by D. Schroder)
2:19.0,,,57-82,,Personal foul by D. Schroder (drawn by C. Watson)
2:19.0,C. Watson makes free throw 1 of 2,1,58-82,,
2:19.0,D. Rudez enters the game for S. Hill,,58-82,,
2:19.0,,,58-82,,K. Bazemore enters the game for D. Carroll
2:19.0,C. Watson makes free throw 2 of 2,1,59-82,,
2:09.0,,,59-84,2,D. Schroder makes 2-pt shot from 18 ft
1:55.0,S. Whittington makes 2-pt shot from 5 ft (assist by D. West),2,61-84,,
1:38.0,,,61-86,2,P. Antic makes 2-pt shot at rim
1:13.0,D. Rudez misses 2-pt shot from 19 ft,,61-86,,
1:12.0,,,61-86,,Defensive rebound by D. Schroder
0:59.0,,,61-88,2,M. Scott makes 2-pt shot from 1 ft (assist by P. Antic)
0:47.0,C. Miles makes 2-pt shot from 3 ft (assist by D. Rudez),2,63-88,,
0:47.0,Shooting foul by P. Antic (drawn by C. Miles),,63-88,,
0:47.0,I. Mahinmi enters the game for D. West,,63-88,,
0:47.0,C. Miles makes free throw 1 of 1,1,64-88,,
0:27.0,,,64-88,,P. Antic misses 3-pt shot from 27 ft
0:25.0,Defensive rebound by D. Rudez,,64-88,,
0:01.0,S. Whittington misses 3-pt shot from 25 ft (block by D. Schroder),,64-88,,
0:01.0,,,64-88,,Defensive rebound by T. Sefolosha
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,64-88,,D. Schroder misses 2-pt shot from 15 ft
11:36.0,Defensive rebound by C. Watson,,64-88,,
11:22.0,C. Watson makes 3-pt shot from 25 ft (assist by C. Miles),3,67-88,,
11:04.0,,,67-88,,Offensive charge foul by K. Bazemore
11:04.0,,,67-88,,Turnover by K. Bazemore (offensive foul)
11:04.0,,,67-88,,A. Horford enters the game for P. Antic
10:43.0,,,67-88,,Personal foul by K. Bazemore (drawn by I. Mahinmi)
10:34.0,C. Miles misses 3-pt shot from 23 ft,,67-88,,
10:31.0,,,67-88,,Defensive rebound by T. Sefolosha
10:18.0,Personal foul by C. Miles (drawn by D. Schroder),,67-88,,
10:08.0,,,67-88,,T. Sefolosha misses 3-pt shot from 24 ft
10:07.0,Defensive rebound by C. Miles,,67-88,,
9:53.0,I. Mahinmi makes 2-pt shot at rim (assist by C. Miles),2,69-88,,
9:53.0,,,69-88,,Atlanta full timeout
9:53.0,,,69-88,,K. Korver enters the game for T. Sefolosha
9:40.0,,,69-88,,K. Bazemore misses 2-pt shot at rim
9:39.0,Defensive rebound by I. Mahinmi,,69-88,,
9:36.0,Shooting foul by M. Scott (drawn by C. Watson),,69-88,,
9:36.0,C. Watson makes free throw 1 of 2,1,70-88,,
9:36.0,C. Watson makes free throw 2 of 2,1,71-88,,
9:15.0,,,71-88,,M. Scott misses 2-pt shot from 5 ft
9:13.0,Defensive rebound by I. Mahinmi,,71-88,,
9:01.0,I. Mahinmi misses 2-pt shot from 8 ft,,71-88,,
8:59.0,Offensive rebound by L. Scola,,71-88,,
8:59.0,L. Scola misses 2-pt shot from 1 ft,,71-88,,
8:58.0,,,71-88,,Defensive rebound by K. Bazemore
8:50.0,,,71-88,,Turnover by A. Horford (lost ball)
8:50.0,,,71-88,,J. Teague enters the game for D. Schroder
8:39.0,,,71-88,,Personal foul by K. Bazemore (drawn by I. Mahinmi)
8:29.0,Turnover by C. Watson (lost ball; steal by J. Teague),,71-88,,
8:26.0,,,71-88,,Shooting foul by C. Watson (drawn by K. Bazemore)
8:26.0,,,71-89,1,K. Bazemore makes free throw 1 of 2
8:26.0,,,71-89,,K. Bazemore misses free throw 2 of 2
8:25.0,Defensive rebound by L. Scola,,71-89,,
8:10.0,C. Miles makes 2-pt shot from 22 ft (assist by L. Scola),2,73-89,,
8:10.0,Shooting foul by K. Bazemore (drawn by C. Miles),,73-89,,
8:10.0,,,73-89,,D. Carroll enters the game for K. Bazemore
8:10.0,C. Miles makes free throw 1 of 1,1,74-89,,
7:57.0,,,74-89,,Turnover by J. Teague (lost ball; steal by L. Scola)
7:53.0,L. Scola makes 2-pt shot from 1 ft,2,76-89,,
7:39.0,,,76-91,2,J. Teague makes 2-pt shot from 14 ft
7:23.0,L. Scola misses 2-pt shot from 18 ft,,76-91,,
7:22.0,Offensive rebound by Team,,76-91,,
7:22.0,,,76-91,,P. Millsap enters the game for M. Scott
7:08.0,L. Scola misses 2-pt shot from 13 ft,,76-91,,
7:07.0,,,76-91,,Defensive rebound by K. Korver
6:53.0,Personal foul by L. Scola (drawn by P. Millsap),,76-91,,
6:53.0,S. Hill enters the game for C. Miles,,76-91,,
6:46.0,,,76-93,2,K. Korver makes 2-pt shot from 21 ft (assist by J. Teague)
6:29.0,C. Watson misses 3-pt shot from 24 ft,,76-93,,
6:29.0,,,76-93,,Defensive rebound by Team
6:22.0,Personal foul by S. Hill (drawn by K. Korver),,76-93,,
6:17.0,,,76-93,,Shooting foul by I. Mahinmi (drawn by A. Horford)
6:17.0,,,76-94,1,A. Horford makes free throw 1 of 2
6:17.0,,,76-94,,A. Horford misses free throw 2 of 2
6:15.0,Defensive rebound by L. Scola,,76-94,,
6:00.0,Shooting foul by P. Millsap (drawn by L. Scola),,76-94,,
6:00.0,L. Scola makes free throw 1 of 2,1,77-94,,
6:00.0,L. Scola makes free throw 2 of 2,1,78-94,,
5:45.0,,,78-96,2,A. Horford makes 2-pt shot from 10 ft (assist by D. Carroll)
5:44.0,Indiana full timeout,,78-96,,
5:44.0,D. West enters the game for S. Hill,,78-96,,
5:44.0,C. Miles enters the game for I. Mahinmi,,78-96,,
5:30.0,C. Watson misses 2-pt shot from 1 ft,,78-96,,
5:30.0,Offensive rebound by L. Scola,,78-96,,
5:30.0,,,78-96,,Personal foul by K. Korver (drawn by L. Scola)
5:30.0,L. Scola makes free throw 1 of 2,1,79-96,,
5:30.0,L. Scola makes free throw 2 of 2,1,80-96,,
5:14.0,,,80-96,,A. Horford misses 2-pt shot from 21 ft
5:12.0,,,80-96,,Offensive rebound by P. Millsap
5:11.0,,,80-96,,Turnover by P. Millsap (bad pass; steal by D. West)
5:07.0,Turnover by C. Miles (lost ball; steal by A. Horford),,80-96,,
5:01.0,,,80-98,2,A. Horford makes 2-pt shot from 2 ft (assist by J. Teague)
5:01.0,,,80-98,,Shooting foul by C. Watson (drawn by A. Horford)
5:01.0,,,80-99,1,A. Horford makes free throw 1 of 1
4:49.0,,,80-99,,Personal foul by D. Carroll (drawn by L. Scola)
4:49.0,L. Scola makes free throw 1 of 2,1,81-99,,
4:49.0,L. Scola makes free throw 2 of 2,1,82-99,,
4:31.0,,,82-99,,J. Teague misses 2-pt shot from 21 ft
4:30.0,Defensive rebound by L. Scola,,82-99,,
4:28.0,Turnover by C. Watson (traveling),,82-99,,
4:14.0,,,82-99,,J. Teague misses 3-pt shot from 24 ft
4:12.0,Defensive rebound by C. Watson,,82-99,,
4:08.0,D. Rudez misses 3-pt shot from 25 ft,,82-99,,
4:05.0,,,82-99,,Defensive rebound by A. Horford
3:57.0,Personal foul by C. Watson (drawn by J. Teague),,82-99,,
3:57.0,,,82-100,1,J. Teague makes free throw 1 of 2
3:57.0,,,82-100,,T. Sefolosha enters the game for K. Korver
3:57.0,,,82-100,,P. Antic enters the game for A. Horford
3:57.0,S. Whittington enters the game for D. West,,82-100,,
3:57.0,C. Copeland enters the game for C. Watson,,82-100,,
3:57.0,D. Sloan enters the game for L. Scola,,82-100,,
3:57.0,,,82-101,1,J. Teague makes free throw 2 of 2
3:39.0,D. Rudez misses 3-pt shot from 22 ft,,82-101,,
3:38.0,,,82-101,,Defensive rebound by P. Millsap
3:25.0,,,82-101,,P. Antic misses 3-pt shot from 24 ft
3:23.0,Defensive rebound by C. Miles,,82-101,,
