time,Milwaukee,pts.away,score,pts.home,Brooklyn
8:02.0,,,74-63,,Offensive rebound by B. Lopez
8:01.0,,,74-65,2,B. Lopez makes 2-pt shot from 1 ft
7:50.0,K. Middleton misses 2-pt shot from 11 ft,,74-65,,
7:49.0,,,74-65,,Defensive rebound by Team
7:49.0,Loose ball foul by E. Ilyasova (drawn by B. Lopez),,74-65,,
7:38.0,,,74-65,,Turnover by J. Johnson (lost ball; steal by Z. Pachulia)
7:33.0,Z. Pachulia makes 2-pt shot at rim,2,76-65,,
7:05.0,,,76-65,,J. Johnson misses 3-pt shot from 23 ft
7:04.0,Defensive rebound by E. Ilyasova,,76-65,,
6:57.0,E. Ilyasova makes 3-pt shot from 24 ft (assist by G. Antetokounmpo),3,79-65,,
6:45.0,Personal foul by E. Ilyasova (drawn by J. Johnson),,79-65,,
6:45.0,,,79-65,,J. Jack enters the game for D. Williams
6:45.0,,,79-65,,A. Anderson enters the game for J. Johnson
6:39.0,,,79-65,,A. Anderson misses 3-pt shot from 24 ft
6:38.0,,,79-65,,Offensive rebound by B. Lopez
6:37.0,,,79-67,2,B. Lopez makes 2-pt shot from 1 ft
6:37.0,,,79-67,,Shooting foul by G. Antetokounmpo (drawn by B. Lopez)
6:37.0,,,79-68,1,B. Lopez makes free throw 1 of 1
6:24.0,M. Carter-Williams misses 2-pt shot from 19 ft,,79-68,,
6:23.0,,,79-68,,Defensive rebound by B. Lopez
6:14.0,,,79-70,2,B. Lopez makes 2-pt shot from 9 ft (assist by J. Jack)
6:00.0,Z. Pachulia misses 2-pt shot from 1 ft (block by B. Lopez),,79-70,,
5:59.0,,,79-70,,Defensive rebound by T. Young
5:53.0,,,79-70,,B. Bogdanovic misses 2-pt shot from 1 ft (block by E. Ilyasova)
5:52.0,Defensive rebound by K. Middleton,,79-70,,
5:45.0,E. Ilyasova misses 3-pt shot from 23 ft,,79-70,,
5:44.0,,,79-70,,Defensive rebound by Team
5:44.0,J. Bayless enters the game for M. Carter-Williams,,79-70,,
5:32.0,,,79-70,,Turnover by J. Jack (bad pass)
5:25.0,K. Middleton makes 2-pt shot from 5 ft (assist by J. Bayless),2,81-70,,
5:08.0,,,81-70,,Turnover by J. Jack (bad pass; steal by J. Bayless)
5:04.0,Offensive foul by E. Ilyasova,,81-70,,
5:04.0,Turnover by E. Ilyasova (offensive foul),,81-70,,
5:04.0,M. Plumlee enters the game for E. Ilyasova,,81-70,,
5:04.0,,,81-70,,M. Plumlee enters the game for B. Lopez
4:40.0,,,81-70,,T. Young misses 2-pt shot from 7 ft
4:39.0,,,81-70,,Offensive rebound by M. Plumlee
4:35.0,,,81-72,2,T. Young makes 2-pt shot from 2 ft (assist by M. Plumlee)
4:17.0,Turnover by Z. Pachulia (lost ball; steal by M. Plumlee),,81-72,,
4:11.0,,,81-74,2,J. Jack makes 2-pt shot from 2 ft
3:54.0,J. Bayless makes 2-pt shot from 20 ft (assist by Z. Pachulia),2,83-74,,
3:37.0,,,83-76,2,A. Anderson makes 2-pt shot from 3 ft (assist by B. Bogdanovic)
3:19.0,Turnover by K. Middleton (step out of bounds),,83-76,,
3:19.0,J. Henson enters the game for Z. Pachulia,,83-76,,
3:07.0,Personal foul by G. Antetokounmpo (drawn by A. Anderson),,83-76,,
3:07.0,,,83-76,,A. Anderson misses free throw 1 of 2
3:07.0,,,83-76,,Offensive rebound by Team
3:07.0,,,83-77,1,A. Anderson makes free throw 2 of 2
2:44.0,J. Bayless misses 2-pt shot from 20 ft,,83-77,,
2:43.0,,,83-77,,Defensive rebound by M. Plumlee
2:33.0,,,83-77,,J. Jack misses 2-pt shot from 4 ft
2:33.0,,,83-77,,Offensive rebound by M. Plumlee
2:25.0,,,83-77,,A. Anderson misses 3-pt shot from 25 ft
2:24.0,Defensive rebound by G. Antetokounmpo,,83-77,,
2:14.0,G. Antetokounmpo misses 2-pt shot from 6 ft,,83-77,,
2:12.0,Offensive rebound by M. Plumlee,,83-77,,
2:11.0,M. Plumlee misses 2-pt shot at rim,,83-77,,
2:10.0,Offensive rebound by J. Henson,,83-77,,
1:51.0,J. Bayless misses 2-pt shot from 20 ft,,83-77,,
1:50.0,,,83-77,,Defensive rebound by J. Jack
1:39.0,,,83-77,,Turnover by J. Jack (lost ball; steal by K. Middleton)
1:36.0,Shooting foul by A. Anderson (drawn by G. Antetokounmpo),,83-77,,
1:36.0,G. Antetokounmpo makes free throw 1 of 2,1,84-77,,
1:36.0,,,84-77,,C. Jefferson enters the game for T. Young
1:36.0,G. Antetokounmpo misses free throw 2 of 2,,84-77,,
1:35.0,,,84-77,,Defensive rebound by A. Anderson
1:24.0,,,84-77,,B. Bogdanovic misses 2-pt shot from 3 ft (block by J. Henson)
1:23.0,Defensive rebound by J. Henson,,84-77,,
1:12.0,M. Plumlee misses 2-pt shot from 11 ft,,84-77,,
1:11.0,,,84-77,,Defensive rebound by A. Anderson
0:56.0,,,84-77,,C. Jefferson misses 2-pt shot from 9 ft
0:54.0,Defensive rebound by K. Middleton,,84-77,,
0:48.0,Turnover by M. Plumlee (lost ball; steal by C. Jefferson),,84-77,,
0:44.0,,,84-77,,Shooting foul by K. Middleton (drawn by C. Jefferson)
0:44.0,,,84-78,1,C. Jefferson makes free throw 1 of 2
0:44.0,T. Ennis enters the game for G. Antetokounmpo,,84-78,,
0:44.0,,,84-79,1,C. Jefferson makes free throw 2 of 2
0:30.0,J. Henson misses 2-pt shot from 3 ft,,84-79,,
0:29.0,,,84-79,,Defensive rebound by M. Plumlee
0:07.0,,,84-79,,M. Plumlee misses 2-pt shot from 6 ft
0:06.0,,,84-79,,Offensive rebound by C. Jefferson
0:05.0,,,84-79,,C. Jefferson misses 2-pt shot from 1 ft
0:03.0,,,84-79,,Offensive rebound by C. Jefferson
0:02.0,,,84-79,,J. Jack misses 2-pt shot from 11 ft
0:00.0,Defensive rebound by K. Middleton,,84-79,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,84-82,3,A. Anderson makes 3-pt shot from 23 ft (assist by B. Bogdanovic)
11:28.0,T. Ennis misses 3-pt shot from 25 ft,,84-82,,
11:27.0,,,84-82,,Defensive rebound by J. Jack
11:23.0,,,84-82,,Shooting foul by J. Bayless (drawn by C. Jefferson)
11:23.0,,,84-83,1,C. Jefferson makes free throw 1 of 2
11:23.0,,,84-84,1,C. Jefferson makes free throw 2 of 2
11:10.0,K. Middleton makes 2-pt shot from 16 ft,2,86-84,,
10:49.0,,,86-84,,A. Anderson misses 2-pt shot from 4 ft (block by J. Henson)
10:48.0,Defensive rebound by T. Ennis,,86-84,,
10:44.0,J. Bayless misses 2-pt shot from 1 ft (block by B. Bogdanovic),,86-84,,
10:43.0,Offensive rebound by Team,,86-84,,
10:38.0,T. Ennis misses 2-pt shot from 2 ft,,86-84,,
10:37.0,Offensive rebound by M. Plumlee,,86-84,,
10:36.0,M. Plumlee makes 2-pt shot at rim,2,88-84,,
10:23.0,,,88-84,,C. Jefferson misses 2-pt shot from 8 ft (block by J. Henson)
10:22.0,Defensive rebound by M. Plumlee,,88-84,,
10:03.0,K. Middleton misses 2-pt shot from 9 ft,,88-84,,
10:02.0,Offensive rebound by J. Henson,,88-84,,
9:48.0,J. Henson makes 2-pt shot from 4 ft,2,90-84,,
9:47.0,,,90-84,,Brooklyn full timeout
9:47.0,G. Antetokounmpo enters the game for K. Middleton,,90-84,,
9:37.0,Personal foul by G. Antetokounmpo (drawn by B. Bogdanovic),,90-84,,
9:31.0,,,90-86,2,J. Jack makes 2-pt shot from 16 ft
9:18.0,Turnover by J. Bayless (traveling),,90-86,,
9:08.0,,,90-86,,Turnover by J. Jack (bad pass; steal by T. Ennis)
9:03.0,J. Bayless makes 2-pt shot from 1 ft (assist by T. Ennis),2,92-86,,
8:46.0,,,92-86,,Turnover by M. Plumlee (lost ball; steal by J. Bayless)
