time,Golden State,pts.away,score,pts.home,Utah
5:43.0,A. Bogut misses 2-pt shot from 2 ft (block by R. Gobert),,13-10,,
5:42.0,Offensive rebound by A. Bogut,,13-10,,
5:42.0,Turnover by Team (shot clock),,13-10,,
5:42.0,,,13-10,,Utah full timeout
5:42.0,M. Speights enters the game for A. Bogut,,13-10,,
5:27.0,,,13-12,2,E. Millsap makes 2-pt shot at rim
5:13.0,S. Curry makes 2-pt shot from 17 ft,2,15-12,,
4:54.0,,,15-12,,R. Gobert misses 2-pt shot from 1 ft (block by D. Green)
4:54.0,,,15-12,,Offensive rebound by R. Gobert
4:54.0,,,15-14,2,R. Gobert makes 2-pt shot from 1 ft
4:54.0,,,15-14,,Shooting foul by S. Curry (drawn by R. Gobert)
4:54.0,A. Iguodala enters the game for H. Barnes,,15-14,,
4:54.0,,,15-15,1,R. Gobert makes free throw 1 of 1
4:42.0,D. Green misses 2-pt shot from 18 ft,,15-15,,
4:40.0,,,15-15,,Defensive rebound by E. Millsap
4:27.0,,,15-17,2,D. Favors makes 2-pt shot from 2 ft
4:15.0,M. Speights misses 2-pt shot from 18 ft,,15-17,,
4:13.0,,,15-17,,Defensive rebound by G. Hayward
3:59.0,,,15-19,2,D. Favors makes 2-pt shot from 2 ft
3:43.0,K. Thompson makes 3-pt shot from 24 ft,3,18-19,,
3:27.0,,,18-21,2,T. Burke makes 2-pt shot from 20 ft
3:16.0,,,18-21,,Personal foul by E. Millsap (drawn by A. Iguodala)
3:10.0,Shooting foul by R. Gobert (drawn by M. Speights),,18-21,,
3:10.0,M. Speights misses free throw 1 of 2,,18-21,,
3:10.0,Offensive rebound by Team,,18-21,,
3:10.0,D. Lee enters the game for D. Green,,18-21,,
3:10.0,L. Barbosa enters the game for S. Curry,,18-21,,
3:10.0,,,18-21,,D. Exum enters the game for T. Burke
3:10.0,M. Speights makes free throw 2 of 2,1,19-21,,
2:54.0,,,19-24,3,G. Hayward makes 3-pt shot from 24 ft (assist by D. Exum)
2:37.0,Turnover by A. Iguodala (lost ball),,19-24,,
2:37.0,Golden State full timeout,,19-24,,
2:28.0,Personal foul by L. Barbosa (drawn by D. Favors),,19-24,,
2:13.0,,,19-24,,E. Millsap misses 2-pt shot from 19 ft
2:13.0,,,19-24,,Offensive rebound by Team
2:13.0,,,19-24,,Turnover by Team (shot clock)
1:57.0,D. Lee makes 2-pt shot from 1 ft (assist by K. Thompson),2,21-24,,
1:36.0,,,21-24,,R. Gobert misses 2-pt shot at rim
1:35.0,Defensive rebound by D. Lee,,21-24,,
1:29.0,A. Iguodala makes 2-pt shot from 1 ft (assist by L. Barbosa),2,23-24,,
1:20.0,,,23-26,2,D. Favors makes 2-pt shot at rim (assist by R. Gobert)
1:03.0,L. Barbosa misses 3-pt shot from 23 ft,,23-26,,
1:02.0,,,23-26,,Defensive rebound by Team
1:02.0,J. Holiday enters the game for K. Thompson,,23-26,,
1:02.0,,,23-26,,I. Clark enters the game for D. Exum
0:41.0,,,23-26,,E. Millsap misses 2-pt shot from 8 ft (block by D. Lee)
0:39.0,Defensive rebound by A. Iguodala,,23-26,,
0:34.0,A. Iguodala misses 2-pt shot from 2 ft,,23-26,,
0:30.0,,,23-26,,Defensive rebound by D. Favors
0:12.0,,,23-26,,Turnover by G. Hayward (lost ball; steal by J. Holiday)
0:08.0,L. Barbosa makes 2-pt shot from 2 ft (assist by D. Lee),2,25-26,,
0:08.0,Shooting foul by E. Millsap (drawn by L. Barbosa),,25-26,,
0:08.0,,,25-26,,J. Ingles enters the game for I. Clark
0:08.0,,,25-26,,D. Exum enters the game for E. Millsap
0:08.0,L. Barbosa misses free throw 1 of 1,,25-26,,
0:08.0,,,25-26,,Defensive rebound by D. Favors
0:01.0,,,25-26,,G. Hayward misses 2-pt shot from 13 ft
0:00.0,,,25-26,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:54.0,M. Speights misses 2-pt shot from 16 ft,,25-26,,
11:53.0,,,25-26,,Defensive rebound by D. Exum
11:34.0,,,25-29,3,E. Kanter makes 3-pt shot from 23 ft (assist by T. Burke)
11:16.0,M. Speights makes 2-pt shot from 18 ft (assist by D. Lee),2,27-29,,
10:58.0,,,27-29,,Turnover by J. Ingles (bad pass; steal by J. Holiday)
10:54.0,J. Holiday makes 2-pt shot at rim,2,29-29,,
10:36.0,,,29-29,,D. Exum misses 3-pt shot from 23 ft
10:34.0,,,29-29,,Offensive rebound by Team
10:20.0,,,29-29,,T. Burke misses 3-pt shot from 25 ft
10:18.0,,,29-29,,Offensive rebound by E. Kanter
10:15.0,,,29-31,2,E. Kanter makes 2-pt shot from 2 ft
10:01.0,L. Barbosa misses 2-pt shot from 18 ft,,29-31,,
10:00.0,Offensive rebound by M. Speights,,29-31,,
9:57.0,Turnover by M. Speights (lost ball; steal by R. Gobert),,29-31,,
9:52.0,,,29-33,2,E. Kanter makes 2-pt shot at rim (assist by T. Burke)
9:37.0,J. Holiday misses 3-pt shot from 24 ft,,29-33,,
9:36.0,,,29-33,,Defensive rebound by E. Kanter
9:20.0,,,29-33,,E. Kanter misses 2-pt shot from 14 ft
9:18.0,Defensive rebound by D. Lee,,29-33,,
9:06.0,M. Speights makes 2-pt shot from 15 ft (assist by A. Iguodala),2,31-33,,
8:52.0,,,31-33,,Turnover by T. Burke (bad pass; steal by D. Lee)
8:45.0,J. Holiday makes 2-pt shot from 3 ft (assist by L. Barbosa),2,33-33,,
8:23.0,,,33-33,,Shooting foul by M. Speights (drawn by J. Ingles)
8:23.0,Official timeout,,33-33,,
8:23.0,A. Bogut enters the game for M. Speights,,33-33,,
8:23.0,S. Curry enters the game for J. Holiday,,33-33,,
8:23.0,,,33-34,1,J. Ingles makes free throw 1 of 2
8:23.0,,,33-35,1,J. Ingles makes free throw 2 of 2
8:05.0,Turnover by L. Barbosa (step out of bounds),,33-35,,
7:51.0,,,33-35,,Shooting foul by A. Bogut (drawn by R. Gobert)
7:51.0,,,33-36,1,R. Gobert makes free throw 1 of 2
7:51.0,,,33-36,,E. Millsap enters the game for T. Burke
7:51.0,,,33-37,1,R. Gobert makes free throw 2 of 2
7:31.0,D. Lee misses 2-pt shot from 7 ft,,33-37,,
7:29.0,,,33-37,,Defensive rebound by E. Kanter
7:08.0,,,33-40,3,J. Ingles makes 3-pt shot from 24 ft (assist by R. Gobert)
6:57.0,S. Curry misses 3-pt shot from 24 ft,,33-40,,
6:56.0,,,33-40,,Defensive rebound by J. Ingles
6:51.0,,,33-40,,Turnover by J. Ingles (bad pass)
6:40.0,L. Barbosa makes 2-pt shot at rim,2,35-40,,
6:29.0,,,35-40,,E. Kanter misses 2-pt shot from 6 ft
6:28.0,Defensive rebound by A. Bogut,,35-40,,
6:19.0,Golden State full timeout,,35-40,,
6:16.0,D. Lee makes 2-pt shot at rim (assist by A. Iguodala),2,37-40,,
5:49.0,,,37-42,2,R. Gobert makes 2-pt shot at rim (assist by J. Ingles)
5:31.0,S. Curry makes 2-pt shot from 1 ft (assist by A. Iguodala),2,39-42,,
5:25.0,,,39-42,,Utah full timeout
5:25.0,,,39-42,,T. Burke enters the game for D. Exum
5:25.0,,,39-42,,G. Hayward enters the game for E. Millsap
5:25.0,,,39-42,,D. Favors enters the game for R. Gobert
5:25.0,H. Barnes enters the game for A. Iguodala,,39-42,,
5:25.0,K. Thompson enters the game for L. Barbosa,,39-42,,
5:15.0,,,39-42,,E. Kanter misses 2-pt shot from 1 ft
5:14.0,Defensive rebound by A. Bogut,,39-42,,
4:52.0,S. Curry makes 2-pt shot from 2 ft (assist by D. Lee),2,41-42,,
4:30.0,,,41-42,,T. Burke misses 3-pt shot from 27 ft
4:28.0,Defensive rebound by D. Lee,,41-42,,
4:22.0,Turnover by S. Curry (bad pass; steal by E. Kanter),,41-42,,
4:15.0,,,41-45,3,J. Ingles makes 3-pt shot from 24 ft (assist by T. Burke)
4:03.0,,,41-45,,Personal foul by G. Hayward (drawn by K. Thompson)
4:03.0,D. Green enters the game for D. Lee,,41-45,,
4:03.0,,,41-45,,E. Millsap enters the game for J. Ingles
4:01.0,,,41-45,,Personal foul by T. Burke (drawn by S. Curry)
3:46.0,D. Green misses 3-pt shot from 24 ft,,41-45,,
3:45.0,,,41-45,,Defensive rebound by D. Favors
3:28.0,,,41-45,,Offensive foul by E. Kanter
3:28.0,,,41-45,,Turnover by E. Kanter (offensive foul)
3:10.0,,,41-45,,Personal foul by T. Burke (drawn by S. Curry)
3:10.0,,,41-45,,D. Exum enters the game for T. Burke
3:10.0,Golden State full timeout,,41-45,,
2:57.0,S. Curry makes 3-pt shot from 25 ft (assist by K. Thompson),3,44-45,,
2:38.0,,,44-47,2,G. Hayward makes 2-pt shot from 16 ft
2:29.0,S. Curry misses 3-pt shot from 25 ft,,44-47,,
2:28.0,,,44-47,,Defensive rebound by E. Kanter
2:07.0,,,44-49,2,E. Kanter makes 2-pt shot from 2 ft
1:58.0,D. Green makes 3-pt shot from 24 ft (assist by S. Curry),3,47-49,,
1:37.0,,,47-49,,G. Hayward misses 3-pt shot from 25 ft
1:35.0,,,47-49,,Offensive rebound by D. Favors
1:32.0,,,47-51,2,D. Favors makes 2-pt shot at rim
1:26.0,D. Green makes 2-pt shot from 1 ft (assist by S. Curry),2,49-51,,
1:06.0,,,49-53,2,G. Hayward makes 2-pt shot from 19 ft
0:55.0,A. Bogut makes 2-pt shot at rim (assist by S. Curry),2,51-53,,
0:38.0,Personal foul by K. Thompson (drawn by G. Hayward),,51-53,,
0:38.0,M. Speights enters the game for A. Bogut,,51-53,,
0:32.0,,,51-53,,Turnover by G. Hayward (lost ball; steal by D. Green)
0:25.0,H. Barnes makes 2-pt shot from 1 ft (assist by S. Curry),2,53-53,,
0:02.0,,,53-53,,D. Exum misses 3-pt shot from 22 ft
0:02.0,,,53-53,,Offensive rebound by E. Kanter
0:01.0,,,53-53,,E. Kanter misses 2-pt shot from 2 ft
0:01.0,,,53-53,,Offensive rebound by Team
0:01.0,,,53-53,,Turnover by Team (shot clock)
0:00.0,S. Curry misses 3-pt shot from 78 ft,,53-53,,
0:00.0,Offensive rebound by Team,,53-53,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,K. Thompson misses 2-pt shot from 18 ft,,53-53,,
11:47.0,,,53-53,,Defensive rebound by D. Favors
11:34.0,,,53-53,,G. Hayward misses 3-pt shot from 24 ft
11:31.0,Defensive rebound by K. Thompson,,53-53,,
11:22.0,A. Bogut makes 2-pt shot from 1 ft (assist by S. Curry),2,55-53,,
11:22.0,Shooting foul by E. Kanter (drawn by A. Bogut),,55-53,,
11:22.0,A. Bogut makes free throw 1 of 1,1,56-53,,
11:04.0,,,56-55,2,D. Favors makes 2-pt shot at rim (assist by T. Burke)
10:42.0,K. Thompson makes 2-pt shot from 15 ft,2,58-55,,
10:16.0,,,58-55,,D. Favors misses 2-pt shot from 21 ft
10:14.0,Defensive rebound by K. Thompson,,58-55,,
10:04.0,S. Curry makes 3-pt shot from 24 ft (assist by A. Bogut),3,61-55,,
9:43.0,,,61-57,2,D. Favors makes 2-pt shot from 18 ft (assist by T. Burke)
9:27.0,H. Barnes makes 3-pt shot from 22 ft (assist by A. Bogut),3,64-57,,
9:07.0,,,64-59,2,D. Favors makes 2-pt shot from 20 ft
8:58.0,S. Curry makes 2-pt shot from 3 ft,2,66-59,,
8:49.0,,,66-59,,T. Burke misses 2-pt shot from 2 ft
8:47.0,,,66-59,,Offensive rebound by E. Kanter
8:47.0,,,66-61,2,E. Kanter makes 2-pt shot from 1 ft
8:39.0,S. Curry makes 3-pt shot from 24 ft (assist by A. Bogut),3,69-61,,
8:39.0,Shooting foul by J. Ingles (drawn by S. Curry),,69-61,,
8:39.0,,,69-61,,D. Exum enters the game for J. Ingles
8:39.0,S. Curry makes free throw 1 of 1,1,70-61,,
8:22.0,,,70-61,,D. Favors misses 2-pt shot from 17 ft
8:21.0,Defensive rebound by A. Bogut,,70-61,,
8:12.0,D. Green makes 3-pt shot from 27 ft (assist by S. Curry),3,73-61,,
8:12.0,,,73-61,,Utah full timeout
7:55.0,,,73-63,2,D. Favors makes 2-pt shot from 1 ft (assist by D. Exum)
7:38.0,H. Barnes makes 3-pt shot from 23 ft (assist by D. Green),3,76-63,,
7:16.0,,,76-65,2,T. Burke makes 2-pt shot from 17 ft
7:08.0,,,76-65,,R. Gobert enters the game for E. Kanter
7:05.0,S. Curry misses 3-pt shot from 24 ft,,76-65,,
7:03.0,,,76-65,,Defensive rebound by R. Gobert
6:54.0,,,76-67,2,T. Burke makes 2-pt shot from 17 ft
6:42.0,H. Barnes misses 3-pt shot from 23 ft,,76-67,,
6:40.0,,,76-67,,Defensive rebound by D. Favors
6:21.0,,,76-67,,Shooting foul by A. Bogut (drawn by G. Hayward)
6:21.0,,,76-68,1,G. Hayward makes free throw 1 of 2
6:21.0,M. Speights enters the game for A. Bogut,,76-68,,
6:21.0,,,76-69,1,G. Hayward makes free throw 2 of 2
6:03.0,Turnover by K. Thompson (bad pass; steal by R. Gobert),,76-69,,
5:49.0,,,76-69,,G. Hayward misses 3-pt shot from 23 ft
5:48.0,Defensive rebound by D. Green,,76-69,,
5:41.0,H. Barnes misses 2-pt shot at rim (block by G. Hayward),,76-69,,
5:39.0,,,76-69,,Defensive rebound by R. Gobert
5:24.0,,,76-69,,D. Favors misses 2-pt shot from 17 ft
5:23.0,Defensive rebound by Team,,76-69,,
5:14.0,,,76-69,,Personal foul by D. Exum (drawn by H. Barnes)
5:04.0,M. Speights misses 2-pt shot from 18 ft,,76-69,,
5:03.0,,,76-69,,Defensive rebound by D. Favors
4:47.0,,,76-69,,Shooting foul by M. Speights (drawn by R. Gobert)
4:47.0,,,76-69,,R. Gobert misses free throw 1 of 2
4:47.0,,,76-69,,Offensive rebound by Team
4:47.0,,,76-69,,E. Kanter enters the game for D. Favors
4:47.0,,,76-70,1,R. Gobert makes free throw 2 of 2
4:39.0,S. Curry makes 2-pt shot from 19 ft,2,78-70,,
4:20.0,,,78-70,,R. Gobert misses 2-pt shot from 4 ft (block by M. Speights)
4:18.0,Defensive rebound by S. Curry,,78-70,,
4:14.0,K. Thompson makes 3-pt shot from 24 ft (assist by S. Curry),3,81-70,,
3:58.0,,,81-72,2,T. Burke makes 2-pt shot from 20 ft
3:47.0,D. Green makes 3-pt shot from 25 ft (assist by H. Barnes),3,84-72,,
3:31.0,,,84-72,,Turnover by T. Burke (lost ball)
3:23.0,,,84-72,,Personal foul by E. Kanter (drawn by D. Green)
3:23.0,Golden State full timeout,,84-72,,
3:23.0,,,84-72,,E. Millsap enters the game for T. Burke
3:18.0,H. Barnes makes 2-pt shot at rim (assist by D. Green),2,86-72,,
3:04.0,,,86-72,,D. Exum misses 3-pt shot from 24 ft
3:02.0,Defensive rebound by K. Thompson,,86-72,,
2:52.0,K. Thompson makes 2-pt shot from 13 ft,2,88-72,,
2:29.0,,,88-74,2,G. Hayward makes 2-pt shot from 6 ft
2:08.0,H. Barnes misses 3-pt shot from 23 ft,,88-74,,
2:07.0,,,88-74,,Defensive rebound by R. Gobert
2:02.0,,,88-74,,G. Hayward misses 2-pt shot from 2 ft
2:01.0,,,88-74,,Offensive rebound by R. Gobert
2:01.0,,,88-74,,R. Gobert misses 2-pt shot from 2 ft
2:00.0,,,88-74,,Offensive rebound by R. Gobert
2:00.0,,,88-76,2,R. Gobert makes 2-pt shot from 2 ft
1:40.0,M. Speights misses 2-pt shot from 4 ft (block by R. Gobert),,88-76,,
1:40.0,Offensive rebound by Team,,88-76,,
1:40.0,A. Iguodala enters the game for H. Barnes,,88-76,,
1:40.0,L. Barbosa enters the game for K. Thompson,,88-76,,
1:37.0,M. Speights misses 2-pt shot from 18 ft,,88-76,,
1:35.0,,,88-76,,Defensive rebound by E. Kanter
1:21.0,,,88-76,,Turnover by D. Exum (bad pass; steal by A. Iguodala)
1:14.0,S. Curry makes 2-pt shot from 7 ft,2,90-76,,
0:54.0,,,90-76,,Shooting foul by M. Speights (drawn by G. Hayward)
0:54.0,,,90-77,1,G. Hayward makes free throw 1 of 2
0:54.0,,,90-77,,I. Clark enters the game for D. Exum
0:54.0,,,90-78,1,G. Hayward makes free throw 2 of 2
0:46.0,,,90-78,,Personal foul by E. Millsap (drawn by S. Curry)
0:46.0,S. Curry makes free throw 1 of 2,1,91-78,,
0:46.0,D. Lee enters the game for D. Green,,91-78,,
0:46.0,S. Curry makes free throw 2 of 2,1,92-78,,
0:36.0,,,92-78,,G. Hayward misses 2-pt shot from 7 ft
0:35.0,Defensive rebound by D. Lee,,92-78,,
0:24.0,S. Curry misses 2-pt shot from 5 ft,,92-78,,
0:23.0,Offensive rebound by D. Lee,,92-78,,
0:23.0,D. Lee misses 2-pt shot from 2 ft,,92-78,,
0:23.0,Offensive rebound by D. Lee,,92-78,,
0:23.0,D. Lee makes 2-pt shot from 2 ft,2,94-78,,
0:05.0,Personal foul by S. Curry (drawn by G. Hayward),,94-78,,
0:05.0,,,94-79,1,G. Hayward makes free throw 1 of 2
0:05.0,,,94-80,1,G. Hayward makes free throw 2 of 2
0:00.0,M. Speights makes 3-pt shot from 24 ft (assist by S. Curry),3,97-80,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,97-80,,Turnover by E. Kanter (bad pass; steal by J. Holiday)
11:35.0,L. Barbosa makes 2-pt shot from 3 ft,2,99-80,,
11:24.0,,,99-80,,I. Clark misses 2-pt shot from 16 ft
11:22.0,,,99-80,,Offensive rebound by E. Kanter
11:22.0,,,99-80,,E. Kanter misses 2-pt shot from 1 ft
11:20.0,Defensive rebound by A. Bogut,,99-80,,
11:08.0,L. Barbosa misses 3-pt shot from 24 ft,,99-80,,
11:06.0,,,99-80,,Defensive rebound by R. Gobert
10:52.0,,,99-83,3,E. Millsap makes 3-pt shot from 24 ft (assist by R. Gobert)
10:36.0,J. Holiday misses 2-pt shot from 4 ft (block by R. Gobert),,99-83,,
10:36.0,Offensive rebound by Team,,99-83,,
10:30.0,Shooting foul by E. Kanter (drawn by L. Barbosa),,99-83,,
10:30.0,L. Barbosa makes free throw 1 of 2,1,100-83,,
10:30.0,L. Barbosa makes free throw 2 of 2,1,101-83,,
10:10.0,,,101-83,,E. Kanter misses 2-pt shot from 18 ft
10:07.0,Defensive rebound by A. Bogut,,101-83,,
10:05.0,,,101-83,,Personal foul by I. Clark (drawn by L. Barbosa)
9:59.0,L. Barbosa misses 2-pt shot from 5 ft,,101-83,,
9:58.0,,,101-83,,Defensive rebound by I. Clark
9:52.0,,,101-83,,E. Millsap misses 3-pt shot from 24 ft
9:51.0,Defensive rebound by J. Holiday,,101-83,,
9:45.0,A. Iguodala makes 2-pt shot at rim,2,103-83,,
9:25.0,,,103-83,,Turnover by I. Clark (bad pass; steal by L. Barbosa)
9:22.0,,,103-83,,Personal foul by J. Ingles (drawn by L. Barbosa)
9:12.0,L. Barbosa misses 2-pt shot from 18 ft,,103-83,,
9:10.0,,,103-83,,Defensive rebound by J. Ingles
8:57.0,,,103-83,,Shooting foul by A. Bogut (drawn by E. Millsap)
8:57.0,Official timeout,,103-83,,
8:57.0,,,103-84,1,E. Millsap makes free throw 1 of 2
8:57.0,,,103-85,1,E. Millsap makes free throw 2 of 2
8:38.0,J. Holiday misses 2-pt shot from 17 ft,,103-85,,
8:37.0,,,103-85,,Defensive rebound by J. Ingles
8:20.0,,,103-85,,J. Ingles misses 3-pt shot from 24 ft
8:19.0,Defensive rebound by D. Lee,,103-85,,
7:59.0,Turnover by A. Bogut (bad pass; steal by J. Ingles),,103-85,,
7:55.0,,,103-85,,Turnover by J. Ingles (lost ball; steal by J. Holiday)
7:52.0,J. Holiday misses 2-pt shot from 3 ft (block by J. Ingles),,103-85,,
7:52.0,Offensive rebound by Team,,103-85,,
7:52.0,,,103-85,,D. Favors enters the game for E. Kanter
7:52.0,,,103-85,,T. Burke enters the game for J. Ingles
7:45.0,J. Holiday misses 3-pt shot from 24 ft,,103-85,,
7:44.0,,,103-85,,Defensive rebound by D. Favors
7:21.0,,,103-87,2,T. Burke makes 2-pt shot from 5 ft
7:05.0,D. Lee makes 2-pt shot at rim (assist by A. Iguodala),2,105-87,,
6:47.0,Personal foul by L. Barbosa (drawn by D. Favors),,105-87,,
6:32.0,,,105-87,,T. Burke misses 2-pt shot from 14 ft
6:31.0,,,105-87,,Offensive rebound by R. Gobert
6:31.0,,,105-89,2,R. Gobert makes 2-pt shot from 1 ft
6:03.0,A. Bogut makes 2-pt shot at rim (assist by D. Lee),2,107-89,,
5:44.0,,,107-89,,Shooting foul by A. Iguodala (drawn by R. Gobert)
5:44.0,,,107-89,,Utah full timeout
5:44.0,,,107-89,,G. Hayward enters the game for E. Millsap
5:44.0,M. Speights enters the game for A. Bogut,,107-89,,
5:44.0,,,107-89,,R. Gobert misses free throw 1 of 2
5:44.0,,,107-89,,Offensive rebound by Team
5:44.0,,,107-90,1,R. Gobert makes free throw 2 of 2
5:29.0,L. Barbosa misses 2-pt shot from 4 ft,,107-90,,
5:29.0,Offensive rebound by Team,,107-90,,
5:24.0,J. Holiday makes 3-pt shot from 23 ft (assist by A. Iguodala),3,110-90,,
5:10.0,,,110-90,,Shooting foul by D. Lee (drawn by R. Gobert)
5:10.0,,,110-91,1,R. Gobert makes free throw 1 of 2
5:10.0,,,110-92,1,R. Gobert makes free throw 2 of 2
4:50.0,M. Speights makes 2-pt shot from 14 ft,2,112-92,,
4:33.0,,,112-95,3,I. Clark makes 3-pt shot from 23 ft (assist by G. Hayward)
4:11.0,A. Iguodala misses 2-pt shot from 15 ft,,112-95,,
4:10.0,,,112-95,,Defensive rebound by T. Burke
4:04.0,,,112-95,,T. Burke misses 2-pt shot from 2 ft (block by D. Lee)
4:03.0,,,112-95,,Offensive rebound by D. Favors
4:03.0,,,112-97,2,D. Favors makes 2-pt shot from 1 ft
4:03.0,,,112-97,,Shooting foul by D. Lee (drawn by D. Favors)
4:03.0,,,112-98,1,D. Favors makes free throw 1 of 1
3:48.0,L. Barbosa misses 2-pt shot from 10 ft,,112-98,,
3:47.0,,,112-98,,Defensive rebound by R. Gobert
3:29.0,,,112-98,,Turnover by R. Gobert (bad pass; steal by J. Holiday)
3:28.0,Shooting foul by I. Clark (drawn by J. Holiday),,112-98,,
3:28.0,J. Holiday makes free throw 1 of 2,1,113-98,,
3:28.0,J. Holiday makes free throw 2 of 2,1,114-98,,
3:13.0,Personal foul by M. Speights (drawn by R. Gobert),,114-98,,
3:13.0,,,114-98,,R. Gobert misses free throw 1 of 2
3:13.0,,,114-98,,Offensive rebound by Team
3:13.0,,,114-98,,J. Ingles enters the game for G. Hayward
3:13.0,,,114-99,1,R. Gobert makes free throw 2 of 2
2:56.0,M. Speights misses 2-pt shot from 18 ft,,114-99,,
2:54.0,,,114-99,,Defensive rebound by D. Favors
2:42.0,,,114-101,2,D. Favors makes 2-pt shot from 8 ft
2:32.0,,,114-101,,Personal foul by D. Favors (drawn by D. Lee)
2:32.0,Golden State full timeout,,114-101,,
2:32.0,,,114-101,,D. Exum enters the game for T. Burke
2:32.0,,,114-101,,E. Williams enters the game for I. Clark
2:32.0,,,114-101,,J. Evans enters the game for D. Favors
2:32.0,D. Lee makes free throw 1 of 2,1,115-101,,
2:32.0,D. Lee makes free throw 2 of 2,1,116-101,,
2:17.0,,,116-101,,Turnover by J. Ingles (bad pass; steal by D. Lee)
2:01.0,J. Holiday misses 2-pt shot from 1 ft,,116-101,,
1:59.0,Offensive rebound by J. Holiday,,116-101,,
1:59.0,J. Holiday misses 2-pt shot from 2 ft,,116-101,,
1:57.0,,,116-101,,Defensive rebound by J. Evans
1:45.0,,,116-103,2,J. Ingles makes 2-pt shot from 1 ft (assist by R. Gobert)
1:22.0,D. Lee misses 2-pt shot from 18 ft,,116-103,,
1:20.0,,,116-103,,Defensive rebound by E. Williams
1:13.0,,,116-103,,Turnover by E. Williams (bad pass)
0:56.0,D. Lee misses 2-pt shot from 9 ft,,116-103,,
0:55.0,,,116-103,,Defensive rebound by J. Ingles
0:48.0,,,116-105,2,J. Ingles makes 2-pt shot from 2 ft
0:41.0,L. Barbosa misses 2-pt shot at rim,,116-105,,
