time,Chicago,pts.away,score,pts.home,Milwaukee
7:54.0,,,12-6,,K. Middleton misses 3-pt shot from 26 ft
7:53.0,Defensive rebound by M. Dunleavy,,12-6,,
7:51.0,J. Butler makes 2-pt shot from 1 ft (assist by M. Dunleavy),2,14-6,,
7:34.0,,,14-6,,G. Antetokounmpo misses 2-pt shot from 17 ft
7:33.0,Defensive rebound by J. Noah,,14-6,,
7:18.0,M. Dunleavy makes 3-pt shot from 24 ft (assist by D. Rose),3,17-6,,
7:10.0,,,17-6,,Milwaukee full timeout
7:10.0,,,17-6,,O. Mayo enters the game for K. Middleton
7:02.0,,,17-8,2,E. Ilyasova makes 2-pt shot from 17 ft (assist by J. Bayless)
6:38.0,Turnover by J. Butler (lost ball),,17-8,,
6:18.0,,,17-8,,Turnover by G. Antetokounmpo (step out of bounds)
6:02.0,J. Butler misses 2-pt shot from 6 ft,,17-8,,
6:00.0,Offensive rebound by J. Noah,,17-8,,
6:00.0,J. Noah makes 2-pt shot from 1 ft,2,19-8,,
5:44.0,,,19-8,,O. Mayo misses 3-pt shot from 24 ft
5:43.0,Defensive rebound by M. Dunleavy,,19-8,,
5:31.0,Turnover by P. Gasol (lost ball; steal by J. Bayless),,19-8,,
5:17.0,,,19-8,,J. Bayless misses 2-pt shot from 16 ft
5:14.0,Defensive rebound by P. Gasol,,19-8,,
5:10.0,P. Gasol makes 2-pt shot from 13 ft (assist by J. Noah),2,21-8,,
5:10.0,Shooting foul by O. Mayo (drawn by P. Gasol),,21-8,,
5:10.0,,,21-8,,J. Henson enters the game for Z. Pachulia
5:10.0,T. Gibson enters the game for J. Noah,,21-8,,
5:10.0,P. Gasol makes free throw 1 of 1,1,22-8,,
4:57.0,,,22-10,2,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by O. Mayo)
4:44.0,D. Rose misses 2-pt shot from 16 ft,,22-10,,
4:43.0,,,22-10,,Defensive rebound by E. Ilyasova
4:25.0,,,22-10,,E. Ilyasova misses 3-pt shot from 25 ft
4:24.0,Defensive rebound by D. Rose,,22-10,,
4:16.0,A. Brooks enters the game for D. Rose,,22-10,,
4:01.0,A. Brooks makes 3-pt shot from 30 ft (assist by J. Butler),3,25-10,,
3:46.0,,,25-10,,G. Antetokounmpo misses 2-pt shot from 17 ft
3:45.0,Defensive rebound by P. Gasol,,25-10,,
3:38.0,A. Brooks misses 2-pt shot at rim (block by J. Bayless),,25-10,,
3:35.0,,,25-10,,Defensive rebound by G. Antetokounmpo
3:33.0,,,25-10,,Turnover by G. Antetokounmpo (lost ball; steal by M. Dunleavy)
3:30.0,T. Gibson makes 2-pt shot at rim (assist by P. Gasol),2,27-10,,
3:30.0,Shooting foul by J. Bayless (drawn by T. Gibson),,27-10,,
3:30.0,K. Hinrich enters the game for J. Butler,,27-10,,
3:30.0,,,27-10,,J. Dudley enters the game for E. Ilyasova
3:30.0,T. Gibson makes free throw 1 of 1,1,28-10,,
3:08.0,,,28-12,2,O. Mayo makes 2-pt shot from 7 ft (assist by G. Antetokounmpo)
2:48.0,P. Gasol makes 2-pt shot from 4 ft (assist by A. Brooks),2,30-12,,
2:31.0,,,30-14,2,J. Henson makes 2-pt shot from 5 ft (assist by G. Antetokounmpo)
2:14.0,M. Dunleavy misses 3-pt shot from 26 ft,,30-14,,
2:13.0,Offensive rebound by P. Gasol,,30-14,,
2:11.0,P. Gasol makes 2-pt shot from 10 ft,2,32-14,,
1:58.0,,,32-16,2,J. Henson makes 2-pt shot from 4 ft
1:42.0,P. Gasol misses 2-pt shot from 19 ft,,32-16,,
1:42.0,,,32-16,,Defensive rebound by G. Antetokounmpo
1:42.0,Loose ball foul by T. Gibson (drawn by G. Antetokounmpo),,32-16,,
1:42.0,Chicago full timeout,,32-16,,
1:42.0,,,32-16,,M. Carter-Williams enters the game for J. Bayless
1:42.0,,,32-16,,K. Middleton enters the game for G. Antetokounmpo
1:42.0,D. Rose enters the game for A. Brooks,,32-16,,
1:30.0,,,32-16,,M. Carter-Williams misses 2-pt shot from 5 ft
1:30.0,Defensive rebound by Team,,32-16,,
1:30.0,J. Butler enters the game for M. Dunleavy,,32-16,,
1:16.0,K. Hinrich misses 3-pt shot from 24 ft,,32-16,,
1:16.0,Offensive rebound by Team,,32-16,,
1:11.0,,,32-16,,Personal foul by O. Mayo (drawn by J. Butler)
1:03.0,Turnover by D. Rose (bad pass),,32-16,,
0:50.0,,,32-16,,Turnover by O. Mayo (bad pass)
0:30.0,J. Butler misses 2-pt shot from 1 ft,,32-16,,
0:30.0,Offensive rebound by P. Gasol,,32-16,,
0:30.0,P. Gasol makes 2-pt shot at rim,2,34-16,,
0:14.0,Jump ball: K. Hinrich vs. K. Middleton (J. Dudley gains possession),,,,Jump ball: K. Hinrich vs. K. Middleton (J. Dudley gains possession)
0:08.0,,,34-16,,J. Dudley misses 2-pt shot at rim (block by P. Gasol)
0:05.0,Defensive rebound by P. Gasol,,34-16,,
0:02.0,D. Rose misses 2-pt shot from 1 ft (block by M. Carter-Williams),,34-16,,
0:00.0,,,34-16,,Defensive rebound by M. Carter-Williams
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:51.0,,,34-16,,Turnover by M. Carter-Williams (lost ball)
11:33.0,J. Butler misses 3-pt shot from 26 ft,,34-16,,
11:31.0,,,34-16,,Defensive rebound by M. Carter-Williams
11:18.0,,,34-16,,Shooting foul by J. Noah (drawn by K. Middleton)
11:18.0,,,34-17,1,K. Middleton makes free throw 1 of 2
11:18.0,,,34-18,1,K. Middleton makes free throw 2 of 2
11:03.0,T. Gibson misses 2-pt shot from 15 ft,,34-18,,
11:01.0,Offensive rebound by J. Noah,,34-18,,
11:01.0,J. Noah misses 2-pt shot at rim,,34-18,,
10:59.0,,,34-18,,Defensive rebound by J. Henson
10:52.0,,,34-18,,Shooting foul by K. Hinrich (drawn by J. Henson)
10:52.0,,,34-18,,J. Henson misses free throw 1 of 2
10:52.0,,,34-18,,Offensive rebound by Team
10:52.0,,,34-18,,J. Henson misses free throw 2 of 2
10:51.0,Defensive rebound by J. Butler,,34-18,,
10:49.0,Turnover by J. Butler (bad pass),,34-18,,
10:43.0,,,34-18,,Turnover by J. Dudley (bad pass; steal by J. Butler)
10:30.0,D. Rose makes 2-pt shot from 5 ft,2,36-18,,
10:18.0,,,36-18,,M. Carter-Williams misses 2-pt shot from 7 ft
10:16.0,Defensive rebound by D. Rose,,36-18,,
10:09.0,K. Hinrich misses 2-pt shot from 18 ft,,36-18,,
10:08.0,,,36-18,,Defensive rebound by J. Henson
10:03.0,,,36-18,,O. Mayo misses 2-pt shot at rim
10:02.0,Defensive rebound by T. Gibson,,36-18,,
9:52.0,D. Rose makes 2-pt shot from 8 ft (assist by J. Butler),2,38-18,,
9:34.0,,,38-18,,O. Mayo misses 2-pt shot from 14 ft
9:33.0,Defensive rebound by T. Gibson,,38-18,,
9:25.0,D. Rose makes 3-pt shot from 27 ft,3,41-18,,
9:24.0,,,41-18,,Milwaukee full timeout
9:24.0,,,41-18,,J. Bayless enters the game for M. Carter-Williams
9:12.0,,,41-18,,Turnover by J. Henson (lost ball)
8:50.0,J. Noah makes 2-pt shot from 1 ft (assist by K. Hinrich),2,43-18,,
8:41.0,Personal foul by J. Noah (drawn by J. Henson),,43-18,,
8:41.0,A. Brooks enters the game for D. Rose,,43-18,,
8:29.0,,,43-20,2,O. Mayo makes 2-pt shot from 16 ft (assist by J. Bayless)
8:07.0,J. Butler makes 2-pt shot from 1 ft (assist by T. Gibson),2,45-20,,
7:57.0,,,45-20,,Turnover by J. Bayless (bad pass)
7:47.0,,,45-20,,Personal foul by J. Henson (drawn by T. Gibson)
7:37.0,Turnover by T. Gibson (3 sec),,45-20,,
7:16.0,,,45-20,,Turnover by K. Middleton (bad pass)
7:16.0,,,45-20,,Z. Pachulia enters the game for J. Henson
6:58.0,J. Butler makes 2-pt shot at rim (assist by J. Noah),2,47-20,,
6:43.0,,,47-20,,K. Middleton misses 2-pt shot from 17 ft
6:42.0,Defensive rebound by K. Hinrich,,47-20,,
6:30.0,M. Dunleavy enters the game for K. Hinrich,,47-20,,
6:30.0,,,47-20,,G. Antetokounmpo enters the game for O. Mayo
6:26.0,J. Butler misses 3-pt shot from 26 ft,,47-20,,
6:25.0,,,47-20,,Defensive rebound by J. Dudley
6:25.0,Loose ball foul by J. Noah (drawn by J. Dudley),,47-20,,
6:25.0,P. Gasol enters the game for J. Noah,,47-20,,
6:09.0,,,47-20,,Shooting foul by M. Dunleavy (drawn by G. Antetokounmpo)
6:09.0,,,47-20,,G. Antetokounmpo misses free throw 1 of 2
6:09.0,,,47-20,,Offensive rebound by Team
6:09.0,,,47-21,1,G. Antetokounmpo makes free throw 2 of 2
5:50.0,A. Brooks misses 2-pt shot from 15 ft,,47-21,,
5:49.0,,,47-21,,Defensive rebound by J. Bayless
5:42.0,,,47-21,,G. Antetokounmpo misses 2-pt shot from 4 ft
5:41.0,Defensive rebound by M. Dunleavy,,47-21,,
5:27.0,J. Butler makes 2-pt shot from 14 ft (assist by M. Dunleavy),2,49-21,,
5:14.0,,,49-23,2,Z. Pachulia makes 2-pt shot from 18 ft (assist by J. Bayless)
4:58.0,J. Butler misses 2-pt shot from 1 ft,,49-23,,
4:57.0,,,49-23,,Defensive rebound by Z. Pachulia
4:43.0,,,49-23,,K. Middleton misses 3-pt shot from 23 ft
4:42.0,Defensive rebound by M. Dunleavy,,49-23,,
4:30.0,Turnover by M. Dunleavy (lost ball),,49-23,,
4:30.0,Official timeout,,49-23,,
4:30.0,D. Rose enters the game for A. Brooks,,49-23,,
4:30.0,,,49-23,,M. Carter-Williams enters the game for J. Bayless
4:30.0,,,49-23,,E. Ilyasova enters the game for J. Dudley
4:16.0,Shooting block foul by T. Gibson (drawn by E. Ilyasova),,49-23,,
4:16.0,,,49-24,1,E. Ilyasova makes free throw 1 of 2
4:16.0,,,49-24,,E. Ilyasova misses free throw 2 of 2
4:14.0,Defensive rebound by P. Gasol,,49-24,,
4:04.0,J. Butler misses 2-pt shot from 4 ft (block by G. Antetokounmpo),,49-24,,
4:01.0,Offensive rebound by J. Butler,,49-24,,
3:50.0,P. Gasol misses 2-pt shot from 17 ft,,49-24,,
3:48.0,,,49-24,,Defensive rebound by G. Antetokounmpo
3:43.0,,,49-24,,E. Ilyasova misses 2-pt shot from 1 ft
3:41.0,,,49-24,,Offensive rebound by E. Ilyasova
3:41.0,,,49-26,2,E. Ilyasova makes 2-pt shot from 1 ft
3:21.0,,,49-26,,Personal foul by K. Middleton (drawn by M. Dunleavy)
3:21.0,M. Dunleavy makes free throw 1 of 3,1,50-26,,
3:21.0,M. Dunleavy makes free throw 2 of 3,1,51-26,,
3:21.0,M. Dunleavy makes free throw 3 of 3,1,52-26,,
3:10.0,,,52-26,,Z. Pachulia misses 2-pt shot from 18 ft
3:09.0,Defensive rebound by T. Gibson,,52-26,,
2:57.0,M. Dunleavy makes 3-pt shot from 26 ft (assist by T. Gibson),3,55-26,,
2:46.0,Personal foul by M. Dunleavy (drawn by Z. Pachulia),,55-26,,
2:46.0,Chicago full timeout,,55-26,,
2:46.0,,,55-26,,Technical foul by O. Mayo
2:46.0,M. Dunleavy makes technical free throw,1,56-26,,
2:46.0,,,56-27,1,Z. Pachulia makes free throw 1 of 2
2:46.0,,,56-28,1,Z. Pachulia makes free throw 2 of 2
2:27.0,,,56-28,,Personal foul by M. Carter-Williams (drawn by D. Rose)
2:12.0,D. Rose misses 3-pt shot from 26 ft,,56-28,,
2:08.0,,,56-28,,Defensive rebound by M. Carter-Williams
2:03.0,,,56-28,,Turnover by Z. Pachulia (lost ball; steal by J. Butler)
1:57.0,T. Gibson makes 2-pt shot from 1 ft (assist by D. Rose),2,58-28,,
1:39.0,,,58-28,,E. Ilyasova misses 3-pt shot from 26 ft
1:38.0,Defensive rebound by T. Gibson,,58-28,,
1:34.0,M. Dunleavy makes 3-pt shot from 26 ft (assist by D. Rose),3,61-28,,
1:34.0,,,61-28,,G. Antetokounmpo ejected from game
1:34.0,,,61-28,,J. Bayless enters the game for G. Antetokounmpo
1:34.0,M. Dunleavy makes flagrant free throw 1 of 1,1,62-28,,
1:14.0,T. Gibson misses 2-pt shot from 15 ft,,62-28,,
1:13.0,,,62-28,,Defensive rebound by E. Ilyasova
0:55.0,Personal foul by T. Gibson (drawn by J. Bayless),,62-28,,
0:55.0,,,62-28,,J. Bayless misses free throw 1 of 2
0:55.0,,,62-28,,Offensive rebound by Team
0:55.0,N. Mirotic enters the game for T. Gibson,,62-28,,
0:55.0,K. Hinrich enters the game for M. Dunleavy,,62-28,,
0:55.0,,,62-29,1,J. Bayless makes free throw 2 of 2
0:42.0,P. Gasol misses 2-pt shot from 18 ft,,62-29,,
0:41.0,,,62-29,,Defensive rebound by Z. Pachulia
0:34.0,,,62-31,2,M. Carter-Williams makes 2-pt shot from 19 ft
0:14.0,J. Butler makes 3-pt shot from 24 ft (assist by K. Hinrich),3,65-31,,
0:03.0,,,65-33,2,Z. Pachulia makes 2-pt shot from 17 ft (assist by M. Carter-Williams)
0:00.0,N. Mirotic misses 3-pt shot from 79 ft,,65-33,,
0:00.0,Offensive rebound by Team,,65-33,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,65-33,,K. Middleton misses 2-pt shot from 10 ft
11:44.0,Defensive rebound by J. Noah,,65-33,,
11:28.0,,,65-33,,Personal foul by Z. Pachulia (drawn by J. Noah)
11:16.0,Shooting foul by K. Middleton (drawn by P. Gasol),,65-33,,
11:16.0,P. Gasol misses free throw 1 of 2,,65-33,,
11:16.0,Offensive rebound by Team,,65-33,,
11:16.0,P. Gasol makes free throw 2 of 2,1,66-33,,
11:07.0,Shooting block foul by P. Gasol (drawn by Z. Pachulia),,66-33,,
11:07.0,,,66-34,1,Z. Pachulia makes free throw 1 of 2
11:07.0,,,66-35,1,Z. Pachulia makes free throw 2 of 2
10:53.0,M. Dunleavy misses 3-pt shot from 26 ft,,66-35,,
10:51.0,,,66-35,,Defensive rebound by M. Carter-Williams
10:42.0,,,66-37,2,E. Ilyasova makes 2-pt shot at rim (assist by Z. Pachulia)
10:19.0,D. Rose makes 3-pt shot from 24 ft (assist by J. Butler),3,69-37,,
9:58.0,,,69-37,,M. Carter-Williams misses 2-pt shot from 1 ft
9:57.0,Defensive rebound by P. Gasol,,69-37,,
9:51.0,J. Butler misses 3-pt shot from 27 ft,,69-37,,
9:49.0,,,69-37,,Defensive rebound by K. Middleton
9:42.0,,,69-37,,O. Mayo misses 3-pt shot from 28 ft
9:41.0,Defensive rebound by D. Rose,,69-37,,
9:22.0,J. Noah makes 2-pt shot from 4 ft (assist by J. Butler),2,71-37,,
9:09.0,,,71-37,,Shooting foul by D. Rose (drawn by M. Carter-Williams)
9:09.0,,,71-37,,M. Carter-Williams misses free throw 1 of 2
9:09.0,,,71-37,,Offensive rebound by Team
9:09.0,,,71-38,1,M. Carter-Williams makes free throw 2 of 2
8:54.0,D. Rose makes 2-pt shot from 1 ft,2,73-38,,
8:40.0,,,73-38,,Turnover by Z. Pachulia (bad pass; steal by D. Rose)
8:33.0,Shooting foul by E. Ilyasova (drawn by J. Noah),,73-38,,
8:33.0,J. Noah makes free throw 1 of 2,1,74-38,,
8:33.0,,,74-38,,J. Henson enters the game for Z. Pachulia
8:33.0,J. Noah misses free throw 2 of 2,,74-38,,
8:32.0,,,74-38,,Defensive rebound by K. Middleton
8:21.0,,,74-38,,K. Middleton misses 3-pt shot from 26 ft
8:20.0,Defensive rebound by Team,,74-38,,
8:04.0,J. Noah makes 2-pt shot from 8 ft,2,76-38,,
7:43.0,,,76-38,,Turnover by O. Mayo (bad pass; steal by J. Noah)
7:34.0,,,76-38,,Personal foul by O. Mayo (drawn by D. Rose)
7:34.0,,,76-38,,J. Dudley enters the game for E. Ilyasova
7:19.0,D. Rose makes 3-pt shot from 28 ft (assist by M. Dunleavy),3,79-38,,
7:01.0,,,79-38,,Turnover by J. Henson (bad pass; steal by J. Butler)
6:58.0,J. Butler makes 2-pt shot from 1 ft,2,81-38,,
6:58.0,,,81-38,,Milwaukee full timeout
6:43.0,,,81-38,,Turnover by M. Carter-Williams (bad pass; steal by J. Butler)
6:29.0,D. Rose misses 3-pt shot from 27 ft,,81-38,,
6:28.0,,,81-38,,Defensive rebound by O. Mayo
6:21.0,,,81-38,,Turnover by K. Middleton (bad pass)
6:03.0,Offensive foul by M. Dunleavy,,81-38,,
6:03.0,Turnover by M. Dunleavy (offensive foul),,81-38,,
6:03.0,,,81-38,,Technical foul by M. Carter-Williams
6:03.0,M. Dunleavy makes technical free throw,1,82-38,,
5:46.0,,,82-38,,J. Henson misses 2-pt shot from 6 ft
5:45.0,Defensive rebound by J. Noah,,82-38,,
5:28.0,Turnover by M. Dunleavy (bad pass; steal by J. Dudley),,82-38,,
5:21.0,,,82-38,,O. Mayo misses 3-pt shot from 26 ft
5:20.0,Defensive rebound by J. Noah,,82-38,,
5:13.0,P. Gasol makes 2-pt shot from 16 ft (assist by M. Dunleavy),2,84-38,,
4:57.0,,,84-38,,M. Carter-Williams misses 2-pt shot from 17 ft
4:56.0,Defensive rebound by D. Rose,,84-38,,
4:37.0,D. Rose misses 3-pt shot from 23 ft,,84-38,,
4:35.0,,,84-38,,Defensive rebound by J. Dudley
4:23.0,,,84-38,,Offensive charge foul by K. Middleton
4:23.0,,,84-38,,Turnover by K. Middleton (offensive foul)
4:23.0,,,84-38,,T. Ennis enters the game for M. Carter-Williams
4:23.0,,,84-38,,M. Plumlee enters the game for J. Henson
4:23.0,K. Hinrich enters the game for D. Rose,,84-38,,
4:23.0,T. Gibson enters the game for J. Noah,,84-38,,
4:23.0,,,84-38,,J. Bayless enters the game for K. Middleton
3:57.0,K. Hinrich misses 2-pt shot from 3 ft,,84-38,,
3:55.0,,,84-38,,Defensive rebound by M. Plumlee
3:43.0,,,84-40,2,J. Dudley makes 2-pt shot from 6 ft (assist by T. Ennis)
3:43.0,,,84-40,,Shooting foul by T. Gibson (drawn by J. Dudley)
3:43.0,,,84-41,1,J. Dudley makes free throw 1 of 1
3:34.0,T. Gibson makes 2-pt shot at rim (assist by P. Gasol),2,86-41,,
3:09.0,,,86-41,,T. Ennis misses 2-pt shot from 18 ft
3:08.0,Defensive rebound by P. Gasol,,86-41,,
2:51.0,Turnover by J. Butler (bad pass; steal by J. Dudley),,86-41,,
2:44.0,,,86-44,3,J. Dudley makes 3-pt shot from 26 ft (assist by J. Bayless)
2:23.0,P. Gasol makes 2-pt shot from 1 ft (assist by K. Hinrich),2,88-44,,
2:19.0,,,88-44,,Turnover by J. Dudley (lost ball)
2:19.0,Chicago full timeout,,88-44,,
2:19.0,A. Brooks enters the game for J. Butler,,88-44,,
2:01.0,P. Gasol misses 2-pt shot from 14 ft,,88-44,,
2:00.0,,,88-44,,Defensive rebound by J. Dudley
1:48.0,,,88-44,,T. Ennis misses 3-pt shot from 25 ft
1:47.0,Defensive rebound by T. Gibson,,88-44,,
1:32.0,T. Gibson misses 2-pt shot from 8 ft,,88-44,,
1:31.0,,,88-44,,Defensive rebound by M. Plumlee
1:21.0,,,88-44,,O. Mayo misses 2-pt shot from 14 ft
1:20.0,Defensive rebound by A. Brooks,,88-44,,
1:16.0,T. Gibson makes 2-pt shot at rim (assist by M. Dunleavy),2,90-44,,
1:00.0,,,90-44,,J. Bayless misses 3-pt shot from 23 ft
0:59.0,,,90-44,,Offensive rebound by M. Plumlee
0:59.0,,,90-46,2,M. Plumlee makes 2-pt shot at rim
0:43.0,T. Gibson misses 2-pt shot at rim (block by M. Plumlee),,90-46,,
0:39.0,,,90-46,,Defensive rebound by O. Mayo
0:33.0,,,90-49,3,J. Bayless makes 3-pt shot from 26 ft (assist by J. Dudley)
0:13.0,A. Brooks misses 2-pt shot from 4 ft,,90-49,,
0:12.0,,,90-49,,Defensive rebound by J. Bayless
0:06.0,,,90-49,,T. Ennis misses 2-pt shot from 1 ft
0:05.0,Defensive rebound by Team,,90-49,,
0:05.0,,,90-49,,Loose ball foul by M. Plumlee (drawn by P. Gasol)
0:05.0,P. Gasol misses free throw 1 of 2,,90-49,,
0:05.0,Offensive rebound by Team,,90-49,,
0:05.0,P. Gasol makes free throw 2 of 2,1,91-49,,
0:00.0,,,91-52,3,T. Ennis makes 3-pt shot from 28 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,Turnover by T. Gibson (traveling),,91-52,,
11:22.0,,,91-52,,T. Ennis misses 3-pt shot from 27 ft
11:20.0,,,91-52,,Offensive rebound by J. O'Bryant
11:11.0,,,91-52,,J. O'Bryant misses 2-pt shot from 17 ft
11:09.0,Defensive rebound by J. Noah,,91-52,,
10:52.0,T. Snell misses 3-pt shot from 27 ft,,91-52,,
10:50.0,,,91-52,,Defensive rebound by M. Plumlee
10:31.0,,,91-54,2,J. O'Bryant makes 2-pt shot from 17 ft (assist by J. Bayless)
10:08.0,,,91-54,,Personal block foul by J. O'Bryant (drawn by K. Hinrich)
9:55.0,K. Hinrich makes 3-pt shot from 25 ft (assist by A. Brooks),3,94-54,,
9:35.0,,,94-57,3,J. Bayless makes 3-pt shot from 24 ft (assist by T. Ennis)
9:09.0,J. Noah makes 2-pt shot from 5 ft,2,96-57,,
8:56.0,,,96-57,,Turnover by M. Plumlee (bad pass)
8:56.0,Official timeout,,96-57,,
8:38.0,A. Brooks makes 2-pt shot from 16 ft,2,98-57,,
8:24.0,,,98-59,2,T. Ennis makes 2-pt shot from 15 ft
7:59.0,J. Noah misses 2-pt shot from 8 ft,,98-59,,
7:58.0,Offensive rebound by T. Gibson,,98-59,,
7:54.0,T. Snell makes 3-pt shot from 25 ft (assist by T. Gibson),3,101-59,,
7:37.0,,,101-61,2,J. Gutierrez makes 2-pt shot from 4 ft (assist by M. Plumlee)
7:16.0,T. Snell misses 2-pt shot from 2 ft,,101-61,,
7:14.0,,,101-61,,Defensive rebound by J. Gutierrez
7:04.0,,,101-61,,J. Gutierrez misses 2-pt shot from 14 ft
7:03.0,Defensive rebound by T. Snell,,101-61,,
6:44.0,A. Brooks misses 3-pt shot from 29 ft,,101-61,,
6:42.0,Offensive rebound by Team,,101-61,,
6:42.0,N. Mirotic enters the game for T. Gibson,,101-61,,
6:42.0,N. Mohammed enters the game for J. Noah,,101-61,,
6:29.0,K. Hinrich makes 2-pt shot at rim,2,103-61,,
6:18.0,,,103-63,2,J. O'Bryant makes 2-pt shot from 18 ft (assist by T. Ennis)
6:05.0,,,103-63,,Personal block foul by T. Ennis (drawn by T. Snell)
6:05.0,D. McDermott enters the game for K. Hinrich,,103-63,,
5:57.0,Turnover by D. McDermott (lost ball),,103-63,,
5:57.0,,,103-63,,Milwaukee full timeout
5:57.0,,,103-63,,Milwaukee full timeout
5:39.0,,,103-63,,J. O'Bryant misses 2-pt shot from 7 ft
5:38.0,Defensive rebound by A. Brooks,,103-63,,
5:30.0,T. Snell misses 2-pt shot at rim,,103-63,,
5:28.0,Offensive rebound by D. McDermott,,103-63,,
5:25.0,D. McDermott makes 3-pt shot from 23 ft,3,106-63,,
5:07.0,,,106-63,,M. Plumlee misses 2-pt shot from 9 ft
5:06.0,Defensive rebound by N. Mirotic,,106-63,,
4:48.0,A. Brooks makes 3-pt shot from 24 ft (assist by T. Snell),3,109-63,,
4:35.0,,,109-63,,J. O'Bryant misses 2-pt shot from 18 ft
4:30.0,Defensive rebound by A. Brooks,,109-63,,
4:27.0,D. McDermott misses 2-pt shot at rim,,109-63,,
4:25.0,,,109-63,,Defensive rebound by J. O'Bryant
4:20.0,,,109-63,,T. Ennis misses 2-pt shot at rim
4:18.0,,,109-63,,Offensive rebound by M. Plumlee
4:18.0,,,109-63,,M. Plumlee misses 2-pt shot from 1 ft
4:17.0,,,109-63,,Offensive rebound by T. Ennis
4:17.0,E. Moore enters the game for A. Brooks,,109-63,,
4:03.0,,,109-63,,T. Ennis misses 3-pt shot from 28 ft
4:02.0,Defensive rebound by T. Snell,,109-63,,
3:51.0,N. Mohammed misses 2-pt shot from 16 ft,,109-63,,
3:50.0,,,109-63,,Defensive rebound by J. O'Bryant
3:36.0,,,109-63,,M. Plumlee misses 2-pt shot from 4 ft
3:35.0,Defensive rebound by N. Mirotic,,109-63,,
3:15.0,T. Snell makes 2-pt shot from 7 ft,2,111-63,,
2:53.0,,,111-63,,J. O'Bryant misses 2-pt shot from 13 ft
2:53.0,Defensive rebound by Team,,111-63,,
2:40.0,N. Mirotic makes 2-pt shot from 19 ft,2,113-63,,
2:30.0,,,113-63,,M. Plumlee misses 2-pt shot from 4 ft
2:29.0,,,113-63,,Offensive rebound by M. Plumlee
2:29.0,,,113-63,,M. Plumlee misses 2-pt shot from 4 ft
2:28.0,Defensive rebound by E. Moore,,113-63,,
2:22.0,N. Mirotic misses 3-pt shot from 25 ft,,113-63,,
2:21.0,,,113-63,,Defensive rebound by T. Ennis
2:09.0,,,113-63,,J. Bayless misses 3-pt shot from 26 ft
2:08.0,,,113-63,,Offensive rebound by T. Ennis
2:04.0,,,113-63,,J. O'Bryant misses 2-pt shot from 2 ft (block by N. Mohammed)
2:01.0,Defensive rebound by E. Moore,,113-63,,
1:56.0,D. McDermott misses 3-pt shot from 24 ft,,113-63,,
1:55.0,Offensive rebound by N. Mirotic,,113-63,,
1:50.0,E. Moore makes 3-pt shot from 24 ft (assist by N. Mirotic),3,116-63,,
1:35.0,,,116-65,2,J. O'Bryant makes 2-pt shot from 15 ft (assist by J. Gutierrez)
1:12.0,N. Mohammed misses 2-pt shot from 16 ft,,116-65,,
