time,Toronto,pts.away,score,pts.home,Indiana
5:57.0,D. DeRozan makes free throw 2 of 2,1,15-10,,
5:41.0,,,15-10,,R. Hibbert misses 2-pt shot from 8 ft
5:40.0,Defensive rebound by K. Lowry,,15-10,,
5:34.0,K. Lowry makes 3-pt shot from 27 ft,3,18-10,,
5:21.0,,,18-12,2,G. Hill makes 2-pt shot from 1 ft
5:13.0,T. Ross makes 3-pt shot from 23 ft (assist by K. Lowry),3,21-12,,
5:01.0,,,21-12,,D. West misses 2-pt shot from 16 ft
5:00.0,Defensive rebound by K. Lowry,,21-12,,
4:54.0,Turnover by K. Lowry (bad pass; steal by S. Hill),,21-12,,
4:50.0,,,21-14,2,S. Hill makes 2-pt shot at rim
4:31.0,D. DeRozan misses 2-pt shot from 15 ft,,21-14,,
4:28.0,,,21-14,,Defensive rebound by G. Hill
4:22.0,,,21-14,,I. Mahinmi enters the game for R. Hibbert
4:22.0,,,21-14,,R. Stuckey enters the game for C. Miles
4:22.0,P. Patterson enters the game for J. Valanciunas,,21-14,,
4:22.0,G. Vasquez enters the game for K. Lowry,,21-14,,
4:15.0,,,21-16,2,R. Stuckey makes 2-pt shot from 20 ft (assist by G. Hill)
4:02.0,Offensive foul by A. Johnson,,21-16,,
4:02.0,Turnover by A. Johnson (offensive foul),,21-16,,
4:02.0,T. Hansbrough enters the game for A. Johnson,,21-16,,
3:49.0,,,21-18,2,R. Stuckey makes 2-pt shot at rim (assist by D. West)
3:30.0,D. DeRozan makes 2-pt shot from 1 ft,2,23-18,,
3:15.0,Personal foul by T. Hansbrough (drawn by I. Mahinmi),,23-18,,
3:15.0,L. Williams enters the game for T. Ross,,23-18,,
3:11.0,Personal foul by P. Patterson (drawn by D. West),,23-18,,
2:59.0,,,23-20,2,G. Hill makes 2-pt shot from 1 ft
2:37.0,G. Vasquez misses 3-pt shot from 25 ft,,23-20,,
2:35.0,,,23-20,,Defensive rebound by S. Hill
2:31.0,,,23-22,2,R. Stuckey makes 2-pt shot from 1 ft (assist by S. Hill)
2:24.0,Toronto full timeout,,23-22,,
2:08.0,D. DeRozan misses 2-pt shot from 16 ft,,23-22,,
2:07.0,,,23-22,,Defensive rebound by D. West
1:45.0,,,23-22,,R. Stuckey misses 2-pt shot at rim (block by G. Vasquez)
1:45.0,,,23-22,,Offensive rebound by Team
1:45.0,,,23-22,,L. Scola enters the game for D. West
1:45.0,,,23-22,,C. Watson enters the game for G. Hill
1:42.0,,,23-22,,S. Hill misses 2-pt shot from 19 ft
1:40.0,Defensive rebound by P. Patterson,,23-22,,
1:30.0,L. Williams makes 2-pt shot from 15 ft,2,25-22,,
1:16.0,,,25-22,,L. Scola misses 2-pt shot from 16 ft
1:16.0,Defensive rebound by G. Vasquez,,25-22,,
1:09.0,Shooting foul by I. Mahinmi (drawn by P. Patterson),,25-22,,
1:09.0,P. Patterson makes free throw 1 of 2,1,26-22,,
1:09.0,K. Lowry enters the game for D. DeRozan,,26-22,,
1:09.0,P. Patterson makes free throw 2 of 2,1,27-22,,
0:46.0,,,27-22,,R. Stuckey misses 2-pt shot from 18 ft
0:45.0,Defensive rebound by P. Patterson,,27-22,,
0:38.0,G. Vasquez makes 2-pt shot from 18 ft,2,29-22,,
0:26.0,,,29-24,2,S. Hill makes 2-pt shot at rim
0:02.0,L. Williams misses 3-pt shot from 26 ft,,29-24,,
0:00.0,,,29-24,,Defensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:50.0,K. Lowry makes 3-pt shot from 25 ft (assist by P. Patterson),3,32-24,,
11:34.0,,,32-24,,R. Stuckey misses 3-pt shot from 25 ft
11:32.0,Defensive rebound by K. Lowry,,32-24,,
11:23.0,Shooting foul by C. Watson (drawn by L. Williams),,32-24,,
11:23.0,L. Williams makes free throw 1 of 2,1,33-24,,
11:23.0,L. Williams makes free throw 2 of 2,1,34-24,,
11:05.0,,,34-24,,G. Hill misses 2-pt shot from 20 ft
11:04.0,Defensive rebound by P. Patterson,,34-24,,
10:53.0,Turnover by G. Vasquez (bad pass; steal by G. Hill),,34-24,,
10:45.0,,,34-24,,C. Watson misses 2-pt shot from 21 ft
10:44.0,Defensive rebound by L. Williams,,34-24,,
10:34.0,,,34-24,,Personal foul by G. Hill (drawn by T. Hansbrough)
10:34.0,,,34-24,,C. Miles enters the game for G. Hill
10:27.0,P. Patterson makes 2-pt shot from 18 ft (assist by G. Vasquez),2,36-24,,
10:15.0,,,36-24,,C. Watson misses 3-pt shot from 26 ft
10:14.0,Defensive rebound by K. Lowry,,36-24,,
10:04.0,Shooting foul by C. Miles (drawn by K. Lowry),,36-24,,
10:04.0,K. Lowry misses free throw 1 of 2,,36-24,,
10:04.0,Offensive rebound by Team,,36-24,,
10:04.0,K. Lowry makes free throw 2 of 2,1,37-24,,
9:43.0,,,37-26,2,C. Watson makes 2-pt shot from 20 ft
9:32.0,T. Hansbrough makes 2-pt shot at rim (assist by K. Lowry),2,39-26,,
9:31.0,,,39-26,,Indiana full timeout
9:18.0,Violation by K. Lowry (kicked ball),,39-26,,
9:16.0,,,39-26,,C. Miles misses 3-pt shot from 24 ft
9:14.0,Defensive rebound by Team,,39-26,,
9:07.0,Turnover by L. Williams (lost ball; steal by C. Miles),,39-26,,
9:06.0,Personal take foul by G. Vasquez (drawn by C. Watson),,39-26,,
8:57.0,,,39-28,2,L. Scola makes 2-pt shot from 19 ft (assist by R. Stuckey)
8:42.0,L. Williams makes 2-pt shot from 13 ft,2,41-28,,
8:24.0,,,41-30,2,C. Miles makes 2-pt shot from 1 ft
8:06.0,L. Williams misses 3-pt shot from 25 ft,,41-30,,
8:05.0,,,41-30,,Defensive rebound by I. Mahinmi
8:01.0,,,41-32,2,R. Stuckey makes 2-pt shot from 1 ft (assist by C. Watson)
7:48.0,Turnover by G. Vasquez (bad pass),,41-32,,
7:41.0,,,41-32,,C. Miles misses 2-pt shot from 18 ft
7:39.0,Defensive rebound by K. Lowry,,41-32,,
7:16.0,G. Vasquez makes 3-pt shot from 25 ft (assist by K. Lowry),3,44-32,,
7:00.0,,,44-34,2,R. Stuckey makes 2-pt shot at rim
6:51.0,Toronto full timeout,,44-34,,
6:51.0,,,44-34,,S. Hill enters the game for C. Miles
6:51.0,,,44-34,,R. Hibbert enters the game for I. Mahinmi
6:51.0,A. Johnson enters the game for G. Vasquez,,44-34,,
6:51.0,D. DeRozan enters the game for P. Patterson,,44-34,,
6:38.0,L. Williams makes 2-pt shot from 15 ft,2,46-34,,
6:19.0,,,46-34,,R. Stuckey misses 2-pt shot from 9 ft
6:18.0,Defensive rebound by T. Hansbrough,,46-34,,
6:12.0,K. Lowry misses 3-pt shot from 25 ft,,46-34,,
6:11.0,,,46-34,,Defensive rebound by R. Hibbert
5:52.0,,,46-34,,C. Watson misses 3-pt shot from 28 ft
5:51.0,Defensive rebound by K. Lowry,,46-34,,
5:47.0,L. Williams makes 2-pt shot from 17 ft (assist by K. Lowry),2,48-34,,
5:24.0,,,48-36,2,C. Watson makes 2-pt shot from 15 ft (assist by S. Hill)
5:17.0,L. Williams misses 2-pt shot from 14 ft,,48-36,,
5:16.0,,,48-36,,Defensive rebound by L. Scola
5:10.0,,,48-38,2,C. Watson makes 2-pt shot from 4 ft
5:06.0,Turnover by A. Johnson (bad pass; steal by C. Watson),,48-38,,
5:04.0,,,48-38,,C. Watson misses 2-pt shot at rim
5:03.0,,,48-38,,Offensive rebound by C. Watson
5:01.0,,,48-38,,C. Watson misses 2-pt shot from 2 ft
5:00.0,Defensive rebound by A. Johnson,,48-38,,
4:49.0,D. DeRozan misses 2-pt shot from 9 ft,,48-38,,
4:48.0,,,48-38,,Defensive rebound by L. Scola
4:48.0,Personal foul by K. Lowry (drawn by C. Watson),,48-38,,
4:48.0,,,48-38,,G. Hill enters the game for R. Stuckey
4:48.0,J. Valanciunas enters the game for T. Hansbrough,,48-38,,
4:48.0,T. Ross enters the game for L. Williams,,48-38,,
4:37.0,,,48-40,2,G. Hill makes 2-pt shot at rim (assist by C. Watson)
4:21.0,D. DeRozan makes 2-pt shot at rim (assist by K. Lowry),2,50-40,,
4:19.0,Technical foul by D. DeRozan,,50-40,,
4:19.0,,,50-40,,C. Watson misses technical free throw
4:19.0,,,50-40,,Offensive rebound by Team
4:19.0,,,50-40,,D. West enters the game for L. Scola
4:11.0,,,50-40,,G. Hill misses 2-pt shot from 14 ft
4:10.0,Defensive rebound by D. DeRozan,,50-40,,
4:02.0,D. DeRozan makes 2-pt shot from 7 ft,2,52-40,,
3:48.0,,,52-40,,S. Hill misses 3-pt shot from 26 ft
3:47.0,Defensive rebound by A. Johnson,,52-40,,
3:39.0,A. Johnson makes 2-pt shot at rim (assist by K. Lowry),2,54-40,,
3:27.0,,,54-42,2,R. Hibbert makes 2-pt shot at rim
3:13.0,K. Lowry misses 3-pt shot from 26 ft,,54-42,,
3:12.0,,,54-42,,Defensive rebound by D. West
2:59.0,Personal foul by T. Ross (drawn by G. Hill),,54-42,,
2:59.0,Official timeout,,54-42,,
2:59.0,G. Vasquez enters the game for K. Lowry,,54-42,,
2:59.0,,,54-42,,R. Stuckey enters the game for C. Watson
2:47.0,,,54-44,2,G. Hill makes 2-pt shot from 20 ft
2:21.0,D. DeRozan misses 2-pt shot from 14 ft (block by S. Hill),,54-44,,
2:20.0,,,54-44,,Defensive rebound by S. Hill
2:16.0,,,54-46,2,G. Hill makes 2-pt shot from 10 ft
2:16.0,,,54-46,,Shooting foul by T. Ross (drawn by G. Hill)
2:16.0,L. Williams enters the game for T. Ross,,54-46,,
2:16.0,,,54-46,,G. Hill misses free throw 1 of 1
2:16.0,Defensive rebound by J. Valanciunas,,54-46,,
1:59.0,G. Vasquez misses 2-pt shot from 15 ft,,54-46,,
1:59.0,,,54-46,,Defensive rebound by Team
1:59.0,Loose ball foul by J. Valanciunas (drawn by R. Hibbert),,54-46,,
1:59.0,,,54-47,1,R. Hibbert makes free throw 1 of 2
1:59.0,,,54-48,1,R. Hibbert makes free throw 2 of 2
1:47.0,Shooting foul by R. Hibbert (drawn by A. Johnson),,54-48,,
1:47.0,A. Johnson makes free throw 1 of 2,1,55-48,,
1:47.0,A. Johnson makes free throw 2 of 2,1,56-48,,
1:30.0,,,56-50,2,G. Hill makes 2-pt shot at rim
1:25.0,D. DeRozan misses 2-pt shot from 1 ft (block by R. Hibbert),,56-50,,
1:23.0,Offensive rebound by J. Valanciunas,,56-50,,
1:21.0,J. Valanciunas makes 2-pt shot at rim,2,58-50,,
1:04.0,,,58-50,,R. Stuckey misses 3-pt shot from 26 ft
1:03.0,Defensive rebound by A. Johnson,,58-50,,
0:49.0,A. Johnson misses 2-pt shot at rim (block by R. Hibbert),,58-50,,
0:48.0,Offensive rebound by Team,,58-50,,
0:46.0,D. DeRozan misses 2-pt shot from 16 ft,,58-50,,
0:44.0,,,58-50,,Defensive rebound by R. Stuckey
0:44.0,Loose ball foul by G. Vasquez (drawn by R. Stuckey),,58-50,,
0:44.0,,,58-51,1,R. Stuckey makes free throw 1 of 2
0:44.0,,,58-51,,C. Watson enters the game for G. Hill
0:44.0,,,58-52,1,R. Stuckey makes free throw 2 of 2
0:34.0,D. DeRozan misses 2-pt shot at rim,,58-52,,
0:33.0,,,58-52,,Defensive rebound by D. West
0:18.0,Violation by A. Johnson (def goaltending),,58-52,,
0:18.0,,,58-54,2,D. West makes 2-pt shot from 17 ft
0:00.0,L. Williams misses 3-pt shot from 27 ft,,58-54,,
0:00.0,,,58-54,,Defensive rebound by C. Watson
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,D. DeRozan misses 2-pt shot from 20 ft,,58-54,,
11:41.0,,,58-54,,Defensive rebound by D. West
11:21.0,,,58-54,,D. West misses 2-pt shot from 12 ft
11:20.0,Defensive rebound by J. Valanciunas,,58-54,,
11:06.0,Turnover by K. Lowry (bad pass; steal by C. Miles),,58-54,,
11:03.0,,,58-54,,Shooting foul by T. Ross (drawn by C. Miles)
11:03.0,,,58-55,1,C. Miles makes free throw 1 of 2
11:03.0,,,58-56,1,C. Miles makes free throw 2 of 2
10:50.0,,,58-56,,Personal foul by C. Miles (drawn by T. Ross)
10:37.0,T. Ross makes 3-pt shot from 24 ft (assist by D. DeRozan),3,61-56,,
10:17.0,,,61-56,,C. Miles misses 3-pt shot from 26 ft
10:17.0,Defensive rebound by A. Johnson,,61-56,,
10:10.0,T. Ross makes 3-pt shot from 25 ft (assist by K. Lowry),3,64-56,,
9:47.0,,,64-56,,Turnover by G. Hill (lost ball; steal by K. Lowry)
9:30.0,,,64-56,,Personal foul by G. Hill (drawn by J. Valanciunas)
9:23.0,A. Johnson makes 3-pt shot from 25 ft (assist by D. DeRozan),3,67-56,,
8:57.0,,,67-58,2,D. West makes 2-pt shot from 1 ft (assist by C. Miles)
8:57.0,,,67-58,,Shooting foul by K. Lowry (drawn by D. West)
8:57.0,,,67-59,1,D. West makes free throw 1 of 1
8:40.0,A. Johnson misses 2-pt shot at rim,,67-59,,
8:39.0,Offensive rebound by A. Johnson,,67-59,,
8:39.0,A. Johnson misses 2-pt shot at rim,,67-59,,
8:39.0,,,67-59,,Defensive rebound by R. Hibbert
8:30.0,,,67-59,,Turnover by S. Hill (bad pass; steal by K. Lowry)
8:25.0,T. Ross misses 2-pt shot from 1 ft,,67-59,,
8:24.0,,,67-59,,Defensive rebound by R. Hibbert
8:13.0,,,67-61,2,R. Hibbert makes 2-pt shot from 16 ft (assist by G. Hill)
7:52.0,K. Lowry makes 3-pt shot from 27 ft,3,70-61,,
7:36.0,,,70-61,,C. Miles misses 3-pt shot from 23 ft
7:35.0,Defensive rebound by J. Valanciunas,,70-61,,
7:21.0,J. Valanciunas makes 2-pt shot from 19 ft (assist by K. Lowry),2,72-61,,
7:20.0,,,72-61,,Indiana full timeout
7:05.0,,,72-61,,C. Miles misses 3-pt shot from 27 ft
7:03.0,Defensive rebound by D. DeRozan,,72-61,,
6:50.0,K. Lowry misses 3-pt shot from 26 ft,,72-61,,
6:49.0,,,72-61,,Defensive rebound by C. Miles
6:41.0,,,72-61,,G. Hill misses 2-pt shot from 20 ft
6:40.0,,,72-61,,Offensive rebound by R. Hibbert
6:40.0,,,72-61,,R. Hibbert misses 2-pt shot from 1 ft
6:39.0,Defensive rebound by J. Valanciunas,,72-61,,
6:22.0,D. DeRozan misses 2-pt shot from 16 ft,,72-61,,
6:21.0,,,72-61,,Defensive rebound by D. West
6:06.0,,,72-61,,R. Hibbert misses 2-pt shot from 16 ft
6:05.0,Defensive rebound by A. Johnson,,72-61,,
5:52.0,T. Ross misses 3-pt shot from 25 ft,,72-61,,
5:51.0,Offensive rebound by J. Valanciunas,,72-61,,
5:50.0,Shooting foul by R. Hibbert (drawn by J. Valanciunas),,72-61,,
5:50.0,J. Valanciunas makes 2-pt shot at rim,2,74-61,,
5:50.0,,,74-61,,I. Mahinmi enters the game for R. Hibbert
5:50.0,,,74-61,,R. Stuckey enters the game for C. Miles
5:50.0,J. Valanciunas misses free throw 1 of 1,,74-61,,
5:48.0,Offensive rebound by Team,,74-61,,
5:44.0,Turnover by A. Johnson (bad pass),,74-61,,
5:31.0,,,74-61,,Shooting foul by K. Lowry (drawn by G. Hill)
5:31.0,,,74-62,1,G. Hill makes free throw 1 of 2
5:31.0,,,74-63,1,G. Hill makes free throw 2 of 2
5:22.0,Jump ball: G. Hill vs. A. Johnson (J. Valanciunas gains possession),,,,Jump ball: G. Hill vs. A. Johnson (J. Valanciunas gains possession)
5:18.0,J. Valanciunas makes 2-pt shot from 6 ft (assist by A. Johnson),2,76-63,,
5:01.0,,,76-65,2,S. Hill makes 2-pt shot from 18 ft (assist by R. Stuckey)
4:48.0,Shooting foul by S. Hill (drawn by D. DeRozan),,76-65,,
4:48.0,D. DeRozan makes free throw 1 of 2,1,77-65,,
4:48.0,P. Patterson enters the game for A. Johnson,,77-65,,
4:48.0,D. DeRozan misses free throw 2 of 2,,77-65,,
4:48.0,,,77-65,,Defensive rebound by D. West
4:34.0,,,77-65,,D. West misses 2-pt shot from 15 ft
4:33.0,Defensive rebound by J. Valanciunas,,77-65,,
4:23.0,J. Valanciunas misses 2-pt shot from 1 ft,,77-65,,
4:23.0,Offensive rebound by J. Valanciunas,,77-65,,
4:23.0,J. Valanciunas misses 2-pt shot from 1 ft,,77-65,,
4:21.0,Offensive rebound by J. Valanciunas,,77-65,,
4:21.0,J. Valanciunas makes 2-pt shot from 1 ft,2,79-65,,
4:08.0,,,79-67,2,R. Stuckey makes 2-pt shot from 18 ft
3:53.0,J. Valanciunas misses 2-pt shot from 1 ft,,79-67,,
3:51.0,,,79-67,,Defensive rebound by I. Mahinmi
3:46.0,,,79-69,2,D. West makes 2-pt shot from 1 ft (assist by R. Stuckey)
3:43.0,Toronto full timeout,,79-69,,
3:43.0,T. Hansbrough enters the game for J. Valanciunas,,79-69,,
3:43.0,G. Vasquez enters the game for K. Lowry,,79-69,,
3:30.0,Shooting foul by S. Hill (drawn by D. DeRozan),,79-69,,
3:30.0,D. DeRozan makes 2-pt shot from 10 ft,2,81-69,,
3:30.0,D. DeRozan makes free throw 1 of 1,1,82-69,,
3:07.0,,,82-71,2,G. Hill makes 2-pt shot from 23 ft (assist by R. Stuckey)
2:47.0,Shooting foul by D. West (drawn by D. DeRozan),,82-71,,
2:47.0,D. DeRozan makes free throw 1 of 2,1,83-71,,
2:47.0,L. Williams enters the game for T. Ross,,83-71,,
2:47.0,,,83-71,,C. Watson enters the game for G. Hill
2:47.0,,,83-71,,C. Miles enters the game for S. Hill
2:47.0,D. DeRozan makes free throw 2 of 2,1,84-71,,
2:27.0,,,84-73,2,C. Miles makes 2-pt shot from 20 ft (assist by D. West)
2:11.0,D. DeRozan misses 2-pt shot from 16 ft,,84-73,,
2:10.0,,,84-73,,Defensive rebound by I. Mahinmi
1:59.0,,,84-75,2,R. Stuckey makes 2-pt shot from 13 ft
1:39.0,L. Williams makes 2-pt shot from 17 ft,2,86-75,,
1:22.0,Personal foul by G. Vasquez (drawn by R. Stuckey),,86-75,,
1:22.0,K. Lowry enters the game for D. DeRozan,,86-75,,
1:17.0,,,86-75,,I. Mahinmi misses 2-pt shot from 1 ft
1:16.0,Defensive rebound by G. Vasquez,,86-75,,
1:12.0,K. Lowry makes 2-pt shot at rim (assist by G. Vasquez),2,88-75,,
0:55.0,,,88-77,2,R. Stuckey makes 2-pt shot from 1 ft (assist by C. Watson)
0:47.0,G. Vasquez misses 3-pt shot from 25 ft,,88-77,,
0:47.0,,,88-77,,Defensive rebound by C. Miles
0:28.0,,,88-80,3,C. Miles makes 3-pt shot from 25 ft (assist by D. West)
0:04.0,L. Williams misses 2-pt shot from 11 ft,,88-80,,
0:04.0,,,88-80,,Defensive rebound by Team
0:04.0,Loose ball foul by T. Hansbrough (drawn by C. Miles),,88-80,,
0:04.0,,,88-80,,C. Miles misses free throw 1 of 2
0:04.0,,,88-80,,Offensive rebound by Team
0:04.0,,,88-81,1,C. Miles makes free throw 2 of 2
0:00.0,K. Lowry misses 2-pt shot from 2 ft,,88-81,,
0:00.0,Offensive rebound by Team,,88-81,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,88-81,,Turnover by R. Stuckey (bad pass)
11:37.0,L. Williams makes 3-pt shot from 26 ft (assist by P. Patterson),3,91-81,,
11:22.0,,,91-81,,I. Mahinmi misses 2-pt shot from 7 ft
11:21.0,Defensive rebound by P. Patterson,,91-81,,
11:15.0,Shooting foul by L. Scola (drawn by T. Hansbrough),,91-81,,
11:15.0,T. Hansbrough makes free throw 1 of 2,1,92-81,,
11:15.0,,,92-81,,R. Hibbert enters the game for I. Mahinmi
11:15.0,T. Hansbrough makes free throw 2 of 2,1,93-81,,
11:03.0,,,93-81,,C. Miles misses 3-pt shot from 27 ft
11:01.0,Defensive rebound by P. Patterson,,93-81,,
10:45.0,Shooting foul by R. Stuckey (drawn by T. Hansbrough),,93-81,,
10:45.0,T. Hansbrough misses free throw 1 of 2,,93-81,,
10:45.0,Offensive rebound by Team,,93-81,,
10:45.0,,,93-81,,G. Hill enters the game for C. Miles
10:45.0,T. Hansbrough makes free throw 2 of 2,1,94-81,,
10:35.0,Personal foul by P. Patterson (drawn by R. Hibbert),,94-81,,
10:21.0,,,94-81,,Shooting foul by P. Patterson (drawn by G. Hill)
10:21.0,,,94-82,1,G. Hill makes free throw 1 of 2
10:21.0,,,94-83,1,G. Hill makes free throw 2 of 2
10:03.0,L. Williams misses 2-pt shot from 13 ft,,94-83,,
10:02.0,,,94-83,,Defensive rebound by L. Scola
9:47.0,Personal foul by T. Hansbrough (drawn by C. Watson),,94-83,,
9:35.0,Personal foul by K. Lowry (drawn by G. Hill),,94-83,,
9:25.0,,,94-85,2,R. Hibbert makes 2-pt shot at rim (assist by L. Scola)
9:04.0,L. Williams makes 2-pt shot from 18 ft,2,96-85,,
8:45.0,,,96-87,2,R. Stuckey makes 2-pt shot from 19 ft (assist by L. Scola)
8:33.0,L. Williams makes 2-pt shot from 9 ft,2,98-87,,
8:21.0,,,98-87,,L. Scola misses 2-pt shot from 19 ft
8:20.0,Defensive rebound by K. Lowry,,98-87,,
8:14.0,Shooting foul by R. Hibbert (drawn by L. Williams),,98-87,,
8:14.0,Official timeout,,98-87,,
8:14.0,J. Valanciunas enters the game for T. Hansbrough,,98-87,,
8:14.0,D. DeRozan enters the game for G. Vasquez,,98-87,,
8:14.0,,,98-87,,S. Hill enters the game for C. Watson
8:14.0,L. Williams makes free throw 1 of 2,1,99-87,,
8:14.0,L. Williams makes free throw 2 of 2,1,100-87,,
8:00.0,,,100-87,,R. Stuckey misses 2-pt shot from 4 ft
7:57.0,Defensive rebound by P. Patterson,,100-87,,
7:42.0,L. Williams misses 3-pt shot from 29 ft,,100-87,,
7:41.0,,,100-87,,Defensive rebound by L. Scola
7:30.0,,,100-89,2,R. Hibbert makes 2-pt shot from 17 ft (assist by S. Hill)
7:14.0,L. Williams misses 3-pt shot from 26 ft,,100-89,,
7:13.0,,,100-89,,Defensive rebound by R. Hibbert
6:53.0,Shooting block foul by P. Patterson (drawn by R. Hibbert),,100-89,,
6:53.0,,,100-90,1,R. Hibbert makes free throw 1 of 2
6:53.0,A. Johnson enters the game for P. Patterson,,100-90,,
6:53.0,,,100-91,1,R. Hibbert makes free throw 2 of 2
6:35.0,Shooting foul by R. Hibbert (drawn by D. DeRozan),,100-91,,
6:35.0,D. DeRozan makes free throw 1 of 2,1,101-91,,
6:35.0,D. DeRozan makes free throw 2 of 2,1,102-91,,
6:15.0,,,102-93,2,R. Hibbert makes 2-pt shot from 7 ft (assist by L. Scola)
5:58.0,Turnover by D. DeRozan (lost ball; steal by R. Stuckey),,102-93,,
5:54.0,,,102-93,,R. Stuckey misses 2-pt shot from 1 ft
5:53.0,Defensive rebound by A. Johnson,,102-93,,
5:49.0,Shooting foul by G. Hill (drawn by L. Williams),,102-93,,
5:49.0,,,102-93,,Indiana full timeout
5:49.0,,,102-93,,C. Miles enters the game for R. Stuckey
5:49.0,,,102-93,,D. West enters the game for L. Scola
5:49.0,L. Williams makes free throw 1 of 3,1,103-93,,
5:49.0,L. Williams makes free throw 2 of 3,1,104-93,,
5:49.0,L. Williams makes free throw 3 of 3,1,105-93,,
5:33.0,,,105-93,,C. Miles misses 2-pt shot from 17 ft
5:31.0,,,105-93,,Offensive rebound by R. Hibbert
5:28.0,,,105-93,,G. Hill misses 3-pt shot from 25 ft
5:27.0,Defensive rebound by L. Williams,,105-93,,
5:16.0,,,105-93,,Personal foul by S. Hill (drawn by D. DeRozan)
5:16.0,D. DeRozan makes free throw 1 of 2,1,106-93,,
5:16.0,D. DeRozan makes free throw 2 of 2,1,107-93,,
5:04.0,,,107-93,,R. Hibbert misses 2-pt shot from 14 ft
5:02.0,Defensive rebound by L. Williams,,107-93,,
4:48.0,L. Williams misses 2-pt shot from 17 ft (block by C. Miles),,107-93,,
4:46.0,,,107-93,,Defensive rebound by S. Hill
4:43.0,,,107-93,,Shooting foul by D. DeRozan (drawn by S. Hill)
