time,New Orleans,pts.away,score,pts.home,Golden State
3:26.0,R. Anderson enters the game for A. Rivers,,80-99,,
3:23.0,,,80-102,3,D. Green makes 3-pt shot from 25 ft (assist by H. Barnes)
2:59.0,A. Davis makes 2-pt shot from 3 ft,2,82-102,,
2:43.0,,,82-104,2,A. Bogut makes 2-pt shot at rim (assist by S. Curry)
2:24.0,Turnover by J. Holiday (bad pass; steal by S. Curry),,82-104,,
2:18.0,,,82-107,3,K. Thompson makes 3-pt shot from 25 ft (assist by S. Curry)
1:56.0,T. Evans makes 3-pt shot from 23 ft (assist by J. Holiday),3,85-107,,
1:50.0,,,85-107,,Golden State full timeout
1:50.0,Official timeout,,85-107,,
1:50.0,J. Fredette enters the game for A. Davis,,85-107,,
1:50.0,A. Rivers enters the game for O. Asik,,85-107,,
1:50.0,D. Cunningham enters the game for T. Evans,,85-107,,
1:50.0,J. Salmons enters the game for J. Holiday,,85-107,,
1:50.0,J. Withey enters the game for R. Anderson,,85-107,,
1:50.0,,,85-107,,S. Livingston enters the game for A. Bogut
1:50.0,,,85-107,,F. Ezeli enters the game for K. Thompson
1:50.0,,,85-107,,J. Holiday enters the game for S. Curry
1:44.0,Personal foul by D. Cunningham (drawn by F. Ezeli),,85-107,,
1:44.0,,,85-108,1,F. Ezeli makes free throw 1 of 2
1:44.0,,,85-108,,F. Ezeli misses free throw 2 of 2
1:35.0,Defensive rebound by J. Withey,,85-108,,
1:26.0,J. Fredette misses 2-pt shot from 20 ft,,85-108,,
1:25.0,,,85-108,,Defensive rebound by D. Green
1:09.0,,,85-110,2,H. Barnes makes 2-pt shot from 12 ft (assist by S. Livingston)
0:59.0,D. Cunningham misses 2-pt shot from 18 ft,,85-110,,
0:58.0,,,85-110,,Defensive rebound by H. Barnes
0:52.0,Personal foul by D. Cunningham (drawn by F. Ezeli),,85-110,,
0:52.0,,,85-110,,F. Ezeli misses free throw 1 of 2
0:52.0,,,85-110,,Offensive rebound by Team
0:52.0,,,85-110,,F. Ezeli misses free throw 2 of 2
0:50.0,Defensive rebound by J. Withey,,85-110,,
0:36.0,D. Cunningham misses 2-pt shot from 7 ft (block by D. Green),,85-110,,
0:34.0,,,85-110,,Defensive rebound by D. Green
0:31.0,,,85-112,2,J. Holiday makes 2-pt shot at rim (assist by S. Livingston)
0:14.0,J. Fredette misses 2-pt shot from 5 ft,,85-112,,
0:11.0,,,85-112,,Defensive rebound by D. Green
0:00.0,End of 4th quarter,,,,End of 4th quarter
