time,Miami,pts.away,score,pts.home,Boston
2:30.0,G. Dragic misses 3-pt shot from 25 ft,,18-14,,
2:29.0,,,18-14,,Defensive rebound by B. Bass
2:18.0,,,18-14,,Turnover by B. Bass (lost ball)
2:03.0,G. Dragic makes 2-pt shot at rim,2,20-14,,
1:48.0,,,20-16,2,J. Crowder makes 2-pt shot from 1 ft (assist by M. Smart)
1:43.0,Offensive foul by M. Beasley,,20-16,,
1:43.0,Turnover by M. Beasley (offensive foul),,20-16,,
1:43.0,,,20-16,,Technical foul by B. Bass
1:43.0,G. Dragic makes technical free throw,1,21-16,,
1:43.0,,,21-16,,J. Jerebko enters the game for B. Bass
1:32.0,,,21-16,,Shooting foul by H. Walker (drawn by K. Olynyk)
1:32.0,Technical foul by H. Walker (drawn by K. Olynyk),,21-16,,
1:32.0,,,21-16,,I. Thomas misses technical free throw
1:32.0,,,21-16,,Offensive rebound by Team
1:32.0,,,21-17,1,K. Olynyk makes free throw 1 of 2
1:32.0,,,21-18,1,K. Olynyk makes free throw 2 of 2
1:23.0,Shooting foul by K. Olynyk (drawn by M. Beasley),,21-18,,
1:23.0,M. Beasley makes free throw 1 of 2,1,22-18,,
1:23.0,M. Beasley makes free throw 2 of 2,1,23-18,,
1:16.0,Violation by T. Johnson (kicked ball),,23-18,,
1:11.0,,,23-18,,Turnover by J. Crowder (traveling)
1:06.0,Offensive foul by G. Dragic,,23-18,,
1:06.0,Turnover by G. Dragic (offensive foul),,23-18,,
1:06.0,,,23-18,,T. Zeller enters the game for K. Olynyk
0:53.0,,,23-18,,M. Smart misses 2-pt shot at rim (block by M. Beasley)
0:52.0,Defensive rebound by T. Johnson,,23-18,,
0:49.0,G. Dragic makes 2-pt shot from 1 ft,2,25-18,,
0:48.0,,,25-18,,Turnover by J. Crowder (bad pass; steal by T. Johnson)
0:47.0,T. Johnson makes 2-pt shot from 1 ft,2,27-18,,
0:47.0,,,27-18,,Boston full timeout
0:47.0,U. Haslem enters the game for M. Beasley,,27-18,,
0:35.0,,,27-18,,J. Jerebko misses 2-pt shot from 5 ft
0:34.0,,,27-18,,Offensive rebound by T. Zeller
0:33.0,,,27-18,,Shooting foul by H. Walker (drawn by T. Zeller)
0:33.0,,,27-19,1,T. Zeller makes free throw 1 of 2
0:33.0,,,27-20,1,T. Zeller makes free throw 2 of 2
0:15.0,G. Dragic misses 2-pt shot from 16 ft,,27-20,,
0:14.0,,,27-20,,Defensive rebound by J. Jerebko
0:03.0,,,27-20,,I. Thomas misses 3-pt shot from 24 ft
0:02.0,,,27-20,,Offensive rebound by J. Crowder
0:02.0,,,27-20,,J. Crowder misses 2-pt shot at rim
0:01.0,Defensive rebound by U. Haslem,,27-20,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,H. Walker misses 3-pt shot from 24 ft,,27-20,,
11:38.0,,,27-20,,Defensive rebound by E. Turner
11:33.0,,,27-22,2,J. Jerebko makes 2-pt shot from 12 ft (assist by E. Turner)
11:18.0,T. Johnson misses 2-pt shot from 5 ft,,27-22,,
11:17.0,,,27-22,,Defensive rebound by T. Zeller
10:53.0,,,27-22,,T. Zeller misses 2-pt shot from 6 ft
10:52.0,Defensive rebound by J. Ennis,,27-22,,
10:33.0,T. Johnson makes 2-pt shot from 17 ft (assist by G. Dragic),2,29-22,,
10:13.0,,,29-24,2,T. Zeller makes 2-pt shot from 4 ft (assist by E. Turner)
9:56.0,J. Ennis makes 3-pt shot from 22 ft (assist by G. Dragic),3,32-24,,
9:39.0,Personal foul by J. Ennis (drawn by J. Crowder),,32-24,,
9:39.0,,,32-24,,A. Bradley enters the game for J. Crowder
9:39.0,M. Chalmers enters the game for T. Johnson,,32-24,,
9:31.0,,,32-26,2,E. Turner makes 2-pt shot from 8 ft
9:22.0,Shooting foul by T. Zeller (drawn by G. Dragic),,32-26,,
9:22.0,G. Dragic misses free throw 1 of 2,,32-26,,
9:22.0,Offensive rebound by Team,,32-26,,
9:22.0,G. Dragic makes free throw 2 of 2,1,33-26,,
9:00.0,,,33-26,,J. Jerebko misses 2-pt shot from 4 ft (block by J. Ennis)
9:00.0,Defensive rebound by J. Ennis,,33-26,,
9:00.0,,,33-26,,Personal foul by J. Jerebko (drawn by G. Dragic)
8:53.0,H. Walker misses 3-pt shot from 25 ft,,33-26,,
8:53.0,,,33-26,,Defensive rebound by T. Zeller
8:42.0,,,33-26,,A. Bradley misses 2-pt shot from 17 ft
8:40.0,,,33-26,,Offensive rebound by J. Jerebko
8:40.0,,,33-26,,J. Jerebko misses 2-pt shot at rim
8:39.0,Defensive rebound by U. Haslem,,33-26,,
8:34.0,J. Ennis misses 3-pt shot from 26 ft,,33-26,,
8:32.0,,,33-26,,Defensive rebound by M. Smart
8:18.0,,,33-26,,Offensive foul by T. Zeller
8:18.0,,,33-26,,Turnover by T. Zeller (offensive foul)
8:18.0,Official timeout,,33-26,,
8:18.0,,,33-26,,I. Thomas enters the game for M. Smart
8:18.0,L. Deng enters the game for J. Ennis,,33-26,,
8:00.0,L. Deng misses 2-pt shot from 5 ft,,33-26,,
7:59.0,,,33-26,,Defensive rebound by T. Zeller
7:48.0,,,33-26,,Turnover by E. Turner (bad pass; steal by U. Haslem)
7:42.0,G. Dragic makes 3-pt shot from 23 ft (assist by L. Deng),3,36-26,,
7:20.0,,,36-28,2,I. Thomas makes 2-pt shot at rim (assist by E. Turner)
7:06.0,G. Dragic makes 3-pt shot from 23 ft (assist by M. Chalmers),3,39-28,,
6:55.0,,,39-28,,I. Thomas misses 3-pt shot from 25 ft
6:54.0,Defensive rebound by Team,,39-28,,
6:54.0,,,39-28,,G. Wallace enters the game for J. Jerebko
6:54.0,M. Beasley enters the game for U. Haslem,,39-28,,
6:36.0,L. Deng makes 2-pt shot from 1 ft,2,41-28,,
6:22.0,,,41-30,2,T. Zeller makes 2-pt shot from 17 ft (assist by E. Turner)
6:17.0,,,41-30,,Personal foul by A. Bradley (drawn by G. Dragic)
5:59.0,M. Chalmers makes 2-pt shot from 12 ft (assist by M. Beasley),2,43-30,,
5:59.0,Shooting foul by I. Thomas (drawn by M. Chalmers),,43-30,,
5:59.0,,,43-30,,Boston full timeout
5:59.0,,,43-30,,J. Crowder enters the game for E. Turner
5:59.0,T. Johnson enters the game for G. Dragic,,43-30,,
5:59.0,M. Chalmers misses free throw 1 of 1,,43-30,,
5:59.0,,,43-30,,Defensive rebound by J. Crowder
5:37.0,,,43-30,,I. Thomas misses 2-pt shot from 11 ft
5:35.0,Defensive rebound by H. Walker,,43-30,,
5:19.0,M. Beasley misses 2-pt shot from 2 ft,,43-30,,
5:18.0,,,43-30,,Defensive rebound by T. Zeller
5:07.0,,,43-33,3,A. Bradley makes 3-pt shot from 26 ft (assist by T. Zeller)
4:43.0,H. Walker makes 3-pt shot from 24 ft (assist by M. Chalmers),3,46-33,,
4:26.0,,,46-33,,J. Crowder misses 2-pt shot from 18 ft
4:25.0,Defensive rebound by M. Chalmers,,46-33,,
4:18.0,Turnover by M. Chalmers (lost ball),,46-33,,
4:10.0,Personal block foul by M. Beasley (drawn by I. Thomas),,46-33,,
4:10.0,Technical foul by M. Beasley (drawn by I. Thomas),,46-33,,
4:10.0,,,46-34,1,A. Bradley makes technical free throw
4:10.0,U. Haslem enters the game for M. Beasley,,46-34,,
4:02.0,,,46-34,,I. Thomas misses 2-pt shot at rim
4:00.0,,,46-34,,Offensive rebound by T. Zeller
4:00.0,,,46-36,2,T. Zeller makes 2-pt shot at rim
3:54.0,Miami full timeout,,46-36,,
3:54.0,,,46-36,,B. Bass enters the game for T. Zeller
3:47.0,,,46-36,,Personal foul by J. Crowder (drawn by L. Deng)
3:47.0,L. Deng makes free throw 1 of 2,1,47-36,,
3:47.0,L. Deng makes free throw 2 of 2,1,48-36,,
3:25.0,Shooting block foul by U. Haslem (drawn by J. Crowder),,48-36,,
3:25.0,,,48-37,1,J. Crowder makes free throw 1 of 2
3:25.0,,,48-38,1,J. Crowder makes free throw 2 of 2
3:04.0,U. Haslem makes 2-pt shot from 1 ft (assist by H. Walker),2,50-38,,
2:52.0,,,50-38,,Offensive foul by G. Wallace
2:52.0,,,50-38,,Turnover by G. Wallace (offensive foul)
2:52.0,,,50-38,,M. Smart enters the game for G. Wallace
2:44.0,Offensive foul by H. Walker,,50-38,,
2:44.0,Turnover by H. Walker (offensive foul),,50-38,,
2:44.0,G. Dragic enters the game for H. Walker,,50-38,,
2:30.0,,,50-38,,Turnover by I. Thomas (lost ball; steal by U. Haslem)
2:19.0,Offensive charge foul by T. Johnson,,50-38,,
2:19.0,Turnover by T. Johnson (offensive foul),,50-38,,
2:06.0,Jump ball: B. Bass vs. T. Johnson (G. Dragic gains possession),,,,Jump ball: B. Bass vs. T. Johnson (G. Dragic gains possession)
2:06.0,,,50-38,,Turnover by I. Thomas (lost ball; steal by T. Johnson)
2:01.0,G. Dragic misses 2-pt shot from 1 ft,,50-38,,
1:59.0,,,50-38,,Defensive rebound by M. Smart
1:52.0,Personal foul by M. Chalmers (drawn by B. Bass),,50-38,,
1:44.0,,,50-38,,M. Smart misses 2-pt shot at rim
1:43.0,Defensive rebound by U. Haslem,,50-38,,
1:27.0,G. Dragic makes 2-pt shot from 1 ft,2,52-38,,
1:27.0,,,52-38,,Boston full timeout
1:27.0,,,52-38,,P. Pressey enters the game for M. Smart
1:27.0,,,52-38,,K. Olynyk enters the game for I. Thomas
1:27.0,J. Ennis enters the game for M. Chalmers,,52-38,,
1:13.0,,,52-38,,Turnover by P. Pressey (bad pass)
1:00.0,U. Haslem makes 2-pt shot at rim (assist by G. Dragic),2,54-38,,
0:44.0,,,54-38,,B. Bass misses 2-pt shot from 12 ft
0:43.0,Defensive rebound by T. Johnson,,54-38,,
0:26.0,T. Johnson makes 3-pt shot from 26 ft (assist by G. Dragic),3,57-38,,
0:03.0,,,57-40,2,P. Pressey makes 2-pt shot from 1 ft
0:03.0,Turnover by L. Deng (bad pass; steal by K. Olynyk),,57-40,,
0:00.0,,,57-40,,A. Bradley misses 3-pt shot from 47 ft
0:00.0,,,57-40,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,L. Deng misses 2-pt shot from 3 ft,,57-40,,
11:41.0,Offensive rebound by L. Deng,,57-40,,
11:41.0,L. Deng misses 2-pt shot from 3 ft (block by T. Zeller),,57-40,,
11:39.0,,,57-40,,Defensive rebound by T. Zeller
11:23.0,,,57-40,,B. Bass misses 2-pt shot from 7 ft
11:21.0,Defensive rebound by H. Walker,,57-40,,
11:03.0,M. Chalmers makes 2-pt shot at rim,2,59-40,,
10:48.0,,,59-40,,Shooting foul by L. Deng (drawn by B. Bass)
10:48.0,,,59-41,1,B. Bass makes free throw 1 of 2
10:48.0,,,59-41,,I. Thomas enters the game for M. Smart
10:48.0,,,59-42,1,B. Bass makes free throw 2 of 2
10:37.0,Turnover by U. Haslem (bad pass; steal by B. Bass),,59-42,,
10:33.0,,,59-44,2,B. Bass makes 2-pt shot at rim
10:15.0,H. Walker makes 3-pt shot from 26 ft (assist by G. Dragic),3,62-44,,
10:03.0,,,62-44,,Shooting foul by U. Haslem (drawn by B. Bass)
10:03.0,,,62-44,,B. Bass misses free throw 1 of 2
10:03.0,,,62-44,,Offensive rebound by Team
10:03.0,,,62-45,1,B. Bass makes free throw 2 of 2
9:46.0,U. Haslem misses 2-pt shot from 16 ft,,62-45,,
9:46.0,Offensive rebound by G. Dragic,,62-45,,
9:37.0,H. Walker misses 3-pt shot from 25 ft,,62-45,,
9:36.0,Offensive rebound by H. Walker,,62-45,,
9:21.0,G. Dragic makes 2-pt shot at rim,2,64-45,,
9:10.0,,,64-47,2,I. Thomas makes 2-pt shot at rim
8:52.0,,,64-47,,Personal foul by A. Bradley (drawn by G. Dragic)
8:52.0,,,64-47,,J. Crowder enters the game for T. Zeller
8:38.0,L. Deng misses 3-pt shot from 23 ft,,64-47,,
8:37.0,,,64-47,,Defensive rebound by E. Turner
8:20.0,Personal foul by M. Chalmers (drawn by A. Bradley),,64-47,,
8:08.0,,,64-47,,Shooting foul by H. Walker (drawn by J. Crowder)
8:08.0,,,64-47,,J. Crowder misses free throw 1 of 2
8:08.0,,,64-47,,Offensive rebound by Team
8:08.0,J. Ennis enters the game for H. Walker,,64-47,,
8:08.0,,,64-48,1,J. Crowder makes free throw 2 of 2
7:45.0,J. Ennis misses 3-pt shot from 25 ft,,64-48,,
7:44.0,,,64-48,,Defensive rebound by E. Turner
7:33.0,,,64-48,,B. Bass misses 2-pt shot from 11 ft
7:32.0,Defensive rebound by J. Ennis,,64-48,,
7:19.0,L. Deng makes 3-pt shot from 23 ft (assist by M. Chalmers),3,67-48,,
7:18.0,,,67-48,,Boston full timeout
7:06.0,,,67-48,,Shooting foul by J. Ennis (drawn by J. Crowder)
7:06.0,,,67-49,1,J. Crowder makes free throw 1 of 3
7:06.0,,,67-50,1,J. Crowder makes free throw 2 of 3
7:06.0,,,67-51,1,J. Crowder makes free throw 3 of 3
6:47.0,U. Haslem misses 2-pt shot at rim (block by B. Bass),,67-51,,
6:46.0,,,67-51,,Defensive rebound by J. Crowder
6:43.0,,,67-53,2,J. Crowder makes 2-pt shot at rim
6:23.0,L. Deng misses 3-pt shot from 27 ft,,67-53,,
6:22.0,Offensive rebound by J. Ennis,,67-53,,
6:17.0,U. Haslem makes 2-pt shot at rim (assist by J. Ennis),2,69-53,,
6:17.0,Shooting foul by J. Crowder (drawn by U. Haslem),,69-53,,
6:17.0,T. Johnson enters the game for G. Dragic,,69-53,,
6:17.0,U. Haslem makes free throw 1 of 1,1,70-53,,
6:08.0,,,70-53,,E. Turner misses 2-pt shot at rim
6:08.0,Defensive rebound by J. Ennis,,70-53,,
5:47.0,M. Chalmers makes 2-pt shot from 16 ft (assist by U. Haslem),2,72-53,,
5:42.0,Personal foul by L. Deng (drawn by E. Turner),,72-53,,
5:42.0,,,72-54,1,E. Turner makes free throw 1 of 2
5:42.0,S. Napier enters the game for T. Johnson,,72-54,,
5:42.0,,,72-55,1,E. Turner makes free throw 2 of 2
5:17.0,S. Napier makes 2-pt shot from 12 ft,2,74-55,,
4:58.0,,,74-55,,J. Crowder misses 2-pt shot from 11 ft (block by L. Deng)
4:57.0,,,74-55,,Offensive rebound by B. Bass
4:56.0,,,74-55,,Shooting foul by S. Napier (drawn by B. Bass)
4:56.0,,,74-55,,B. Bass misses free throw 1 of 2
4:56.0,,,74-55,,Offensive rebound by Team
4:56.0,,,74-55,,P. Pressey enters the game for E. Turner
4:56.0,Violation by M. Chalmers (lane),,74-55,,
4:56.0,,,74-55,,B. Bass misses free throw 2 of 2
4:56.0,Defensive rebound by U. Haslem,,74-55,,
4:44.0,,,74-55,,Personal foul by I. Thomas (drawn by S. Napier)
4:44.0,,,74-55,,K. Olynyk enters the game for B. Bass
4:35.0,M. Chalmers misses 2-pt shot at rim,,74-55,,
4:35.0,Offensive rebound by U. Haslem,,74-55,,
4:21.0,L. Deng makes 2-pt shot from 20 ft (assist by S. Napier),2,76-55,,
4:05.0,,,76-55,,Shooting foul by L. Deng (drawn by J. Crowder)
4:05.0,,,76-56,1,J. Crowder makes free throw 1 of 2
4:05.0,,,76-56,,J. Jerebko enters the game for I. Thomas
4:05.0,,,76-56,,J. Crowder misses free throw 2 of 2
4:05.0,Defensive rebound by U. Haslem,,76-56,,
3:45.0,U. Haslem makes 2-pt shot at rim (assist by M. Chalmers),2,78-56,,
3:28.0,,,78-56,,K. Olynyk misses 3-pt shot from 25 ft
3:27.0,,,78-56,,Offensive rebound by P. Pressey
3:14.0,,,78-58,2,J. Crowder makes 2-pt shot from 20 ft (assist by P. Pressey)
2:44.0,L. Deng misses 2-pt shot from 7 ft,,78-58,,
2:43.0,,,78-58,,Defensive rebound by P. Pressey
2:38.0,,,78-58,,P. Pressey misses 2-pt shot at rim
2:37.0,Defensive rebound by L. Deng,,78-58,,
2:31.0,Miami full timeout,,78-58,,
2:31.0,,,78-58,,M. Smart enters the game for A. Bradley
2:31.0,G. Dragic enters the game for M. Chalmers,,78-58,,
2:17.0,G. Dragic misses 2-pt shot from 10 ft,,78-58,,
2:16.0,,,78-58,,Defensive rebound by J. Crowder
1:57.0,,,78-60,2,K. Olynyk makes 2-pt shot from 1 ft (assist by P. Pressey)
1:33.0,S. Napier misses 2-pt shot at rim,,78-60,,
1:32.0,,,78-60,,Defensive rebound by J. Crowder
1:29.0,,,78-60,,Offensive charge foul by M. Smart
1:29.0,,,78-60,,Turnover by M. Smart (offensive foul)
1:29.0,M. Beasley enters the game for U. Haslem,,78-60,,
1:07.0,M. Beasley makes 2-pt shot from 15 ft (assist by S. Napier),2,80-60,,
0:54.0,Personal foul by L. Deng (drawn by M. Smart),,80-60,,
0:54.0,,,80-61,1,M. Smart makes free throw 1 of 2
0:54.0,U. Haslem enters the game for L. Deng,,80-61,,
0:54.0,,,80-62,1,M. Smart makes free throw 2 of 2
0:40.0,G. Dragic misses 2-pt shot at rim (block by J. Crowder),,80-62,,
0:40.0,Offensive rebound by Team,,80-62,,
0:39.0,,,80-62,,L. Datome enters the game for J. Crowder
0:36.0,G. Dragic misses 2-pt shot from 13 ft,,80-62,,
0:35.0,,,80-62,,Defensive rebound by L. Datome
0:17.0,,,80-62,,M. Smart misses 3-pt shot from 25 ft
0:16.0,Defensive rebound by Team,,80-62,,
0:03.0,S. Napier misses 3-pt shot from 25 ft,,80-62,,
0:02.0,Offensive rebound by J. Ennis,,80-62,,
0:00.0,Shooting foul by L. Datome (drawn by J. Ennis),,80-62,,
0:00.0,J. Ennis makes free throw 1 of 2,1,81-62,,
0:00.0,J. Ennis makes free throw 2 of 2,1,82-62,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,82-62,,J. Jerebko misses 3-pt shot from 22 ft
11:41.0,Defensive rebound by U. Haslem,,82-62,,
11:24.0,U. Haslem misses 2-pt shot from 17 ft,,82-62,,
11:24.0,Offensive rebound by Team,,82-62,,
11:24.0,,,82-62,,Personal foul by P. Pressey (drawn by S. Napier)
11:09.0,S. Napier misses 2-pt shot from 7 ft,,82-62,,
11:05.0,,,82-62,,Defensive rebound by P. Pressey
10:59.0,,,82-65,3,M. Smart makes 3-pt shot from 24 ft (assist by P. Pressey)
10:34.0,J. Ennis misses 2-pt shot from 21 ft,,82-65,,
10:33.0,,,82-65,,Defensive rebound by J. Jerebko
10:25.0,Personal foul by S. Napier (drawn by P. Pressey),,82-65,,
10:15.0,,,82-67,2,P. Pressey makes 2-pt shot at rim
10:14.0,Miami full timeout,,82-67,,
10:14.0,M. Chalmers enters the game for J. Ennis,,82-67,,
10:00.0,Turnover by G. Dragic (lost ball; steal by M. Smart),,82-67,,
9:58.0,,,82-67,,Turnover by M. Smart (bad pass; steal by M. Beasley)
9:45.0,G. Dragic misses 2-pt shot from 21 ft,,82-67,,
9:45.0,,,82-67,,Defensive rebound by P. Pressey
9:32.0,,,82-67,,K. Olynyk misses 2-pt shot at rim (block by M. Beasley)
9:31.0,Defensive rebound by U. Haslem,,82-67,,
9:17.0,M. Beasley makes 2-pt shot from 10 ft (assist by S. Napier),2,84-67,,
9:05.0,,,84-69,2,J. Jerebko makes 2-pt shot at rim (assist by P. Pressey)
8:42.0,M. Chalmers misses 3-pt shot from 28 ft,,84-69,,
8:41.0,,,84-69,,Defensive rebound by Team
8:24.0,,,84-69,,Shooting foul by S. Napier (drawn by P. Pressey)
8:24.0,,,84-70,1,P. Pressey makes free throw 1 of 2
8:24.0,T. Johnson enters the game for S. Napier,,84-70,,
8:24.0,H. Walker enters the game for M. Beasley,,84-70,,
8:24.0,,,84-71,1,P. Pressey makes free throw 2 of 2
7:58.0,T. Johnson misses 2-pt shot from 21 ft,,84-71,,
7:58.0,Offensive rebound by U. Haslem,,84-71,,
7:56.0,Turnover by U. Haslem (lost ball; steal by M. Smart),,84-71,,
7:53.0,,,84-71,,Turnover by P. Pressey (bad pass)
7:34.0,Turnover by H. Walker (bad pass),,84-71,,
7:34.0,L. Deng enters the game for T. Johnson,,84-71,,
7:22.0,,,84-71,,M. Smart misses 3-pt shot from 23 ft
7:20.0,Defensive rebound by G. Dragic,,84-71,,
7:16.0,,,84-71,,Violation by L. Datome (def goaltending)
7:16.0,G. Dragic makes 2-pt shot at rim,2,86-71,,
7:06.0,,,86-74,3,L. Datome makes 3-pt shot from 25 ft
6:37.0,H. Walker misses 3-pt shot from 27 ft,,86-74,,
6:37.0,,,86-74,,Defensive rebound by Team
6:20.0,,,86-74,,L. Datome misses 2-pt shot from 15 ft
6:19.0,Defensive rebound by H. Walker,,86-74,,
6:05.0,,,86-74,,J. Crowder enters the game for K. Olynyk
6:05.0,Jump ball: G. Dragic vs. M. Smart (J. Crowder gains possession),,,,Jump ball: G. Dragic vs. M. Smart (J. Crowder gains possession)
6:05.0,Turnover by G. Dragic (lost ball; steal by M. Smart),,86-74,,
5:48.0,,,86-76,2,J. Crowder makes 2-pt shot from 22 ft (assist by P. Pressey)
5:20.0,Turnover by M. Chalmers (lost ball; steal by P. Pressey),,86-76,,
5:11.0,,,86-76,,Shooting foul by M. Chalmers (drawn by J. Crowder)
5:11.0,Official timeout,,86-76,,
5:11.0,M. Beasley enters the game for U. Haslem,,86-76,,
5:11.0,,,86-77,1,J. Crowder makes free throw 1 of 2
5:11.0,,,86-77,,J. Crowder misses free throw 2 of 2
5:09.0,Defensive rebound by G. Dragic,,86-77,,
5:05.0,L. Deng makes 2-pt shot at rim (assist by G. Dragic),2,88-77,,
5:05.0,Shooting foul by J. Crowder (drawn by L. Deng),,88-77,,
5:05.0,L. Deng misses free throw 1 of 1,,88-77,,
5:04.0,,,88-77,,Defensive rebound by J. Jerebko
4:46.0,,,88-80,3,L. Datome makes 3-pt shot from 25 ft (assist by P. Pressey)
4:33.0,,,88-80,,Personal block foul by J. Crowder (drawn by M. Chalmers)
4:22.0,L. Deng misses 2-pt shot from 21 ft,,88-80,,
4:20.0,,,88-80,,Defensive rebound by P. Pressey
4:01.0,,,88-80,,J. Jerebko misses 3-pt shot from 25 ft
4:01.0,Defensive rebound by Team,,88-80,,
4:01.0,,,88-80,,Loose ball foul by L. Datome (drawn by L. Deng)
4:01.0,,,88-80,,Technical foul by J. Crowder
4:01.0,Technical foul by M. Chalmers,,88-80,,
4:01.0,Offensive foul by M. Chalmers,,88-80,,
4:01.0,Turnover by M. Chalmers (offensive foul),,88-80,,
3:50.0,,,88-80,,M. Smart misses 3-pt shot from 25 ft
