time,Miami,pts.away,score,pts.home,Brooklyn
2:05.0,,,36-41,2,M. Teletovic makes 2-pt shot from 21 ft (assist by M. Plumlee)
1:41.0,C. Bosh misses 2-pt shot from 17 ft,,36-41,,
1:40.0,,,36-41,,Defensive rebound by J. Johnson
1:26.0,,,36-41,,M. Teletovic misses 2-pt shot from 3 ft
1:25.0,,,36-41,,Offensive rebound by M. Plumlee
1:24.0,,,36-41,,M. Plumlee misses 2-pt shot from 2 ft
1:23.0,,,36-41,,Offensive rebound by B. Bogdanovic
1:11.0,,,36-43,2,B. Bogdanovic makes 2-pt shot from 2 ft (assist by D. Williams)
0:51.0,S. Williams misses 3-pt shot from 23 ft,,36-43,,
0:50.0,,,36-43,,Defensive rebound by M. Plumlee
0:27.0,,,36-43,,B. Bogdanovic misses 2-pt shot from 17 ft
0:26.0,Defensive rebound by S. Williams,,36-43,,
0:09.0,Shooting foul by M. Teletovic (drawn by C. Bosh),,36-43,,
0:09.0,C. Bosh makes free throw 1 of 2,1,37-43,,
0:09.0,N. Cole enters the game for M. Chalmers,,37-43,,
0:09.0,J. Ennis enters the game for A. Dawkins,,37-43,,
0:09.0,,,37-43,,J. Jack enters the game for M. Plumlee
0:09.0,S. Napier enters the game for D. Granger,,37-43,,
0:09.0,C. Bosh makes free throw 2 of 2,1,38-43,,
0:00.0,,,38-43,,D. Williams misses 3-pt shot from 24 ft
0:00.0,,,38-43,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,C. Bosh misses 3-pt shot from 23 ft,,38-43,,
11:41.0,,,38-43,,Defensive rebound by D. Williams
11:26.0,,,38-43,,J. Johnson misses 3-pt shot from 23 ft
11:25.0,Defensive rebound by C. Bosh,,38-43,,
11:12.0,N. Cole misses 3-pt shot from 26 ft,,38-43,,
11:11.0,,,38-43,,Defensive rebound by Team
10:52.0,,,38-43,,Turnover by B. Bogdanovic (lost ball; steal by M. Chalmers)
10:33.0,Shooting foul by B. Bogdanovic (drawn by M. Chalmers),,38-43,,
10:33.0,M. Chalmers makes free throw 1 of 2,1,39-43,,
10:33.0,M. Chalmers makes free throw 2 of 2,1,40-43,,
10:23.0,Personal foul by S. Williams (drawn by B. Lopez),,40-43,,
10:19.0,,,40-43,,D. Williams misses 2-pt shot from 7 ft
10:18.0,Defensive rebound by C. Bosh,,40-43,,
10:10.0,N. Cole makes 3-pt shot from 24 ft (assist by M. Chalmers),3,43-43,,
9:46.0,Personal foul by D. Granger (drawn by J. Johnson),,43-43,,
9:37.0,,,43-43,,K. Garnett misses 2-pt shot from 16 ft
9:36.0,Defensive rebound by N. Cole,,43-43,,
9:23.0,M. Chalmers misses 3-pt shot from 24 ft,,43-43,,
9:22.0,,,43-43,,Defensive rebound by K. Garnett
9:11.0,,,43-45,2,K. Garnett makes 2-pt shot from 1 ft
8:54.0,D. Granger misses 3-pt shot from 22 ft,,43-45,,
8:53.0,,,43-45,,Defensive rebound by K. Garnett
8:43.0,,,43-45,,Turnover by K. Garnett (bad pass; steal by M. Chalmers)
8:40.0,,,43-45,,Personal foul by D. Williams (drawn by M. Chalmers)
8:40.0,M. Chalmers makes free throw 1 of 2,1,44-45,,
8:40.0,M. Chalmers makes free throw 2 of 2,1,45-45,,
8:24.0,Personal foul by N. Cole (drawn by D. Williams),,45-45,,
8:07.0,,,45-45,,B. Lopez misses 2-pt shot from 14 ft
8:06.0,Defensive rebound by C. Bosh,,45-45,,
7:59.0,Shooting foul by D. Williams (drawn by S. Williams),,45-45,,
7:59.0,S. Williams makes free throw 1 of 2,1,46-45,,
7:59.0,J. Ennis enters the game for M. Chalmers,,46-45,,
7:59.0,S. Williams makes free throw 2 of 2,1,47-45,,
7:38.0,,,47-48,3,B. Bogdanovic makes 3-pt shot from 23 ft (assist by D. Williams)
7:15.0,C. Bosh makes 2-pt shot from 16 ft,2,49-48,,
7:03.0,,,49-51,3,B. Bogdanovic makes 3-pt shot from 23 ft (assist by D. Williams)
6:36.0,N. Cole makes 3-pt shot from 25 ft,3,52-51,,
6:11.0,,,52-51,,D. Williams misses 3-pt shot from 24 ft
6:10.0,Defensive rebound by C. Bosh,,52-51,,
6:02.0,N. Cole makes 2-pt shot from 2 ft,2,54-51,,
6:02.0,,,54-51,,Brooklyn full timeout
6:02.0,,,54-51,,M. Plumlee enters the game for K. Garnett
6:02.0,,,54-51,,M. Teletovic enters the game for B. Lopez
6:02.0,C. Andersen enters the game for S. Williams,,54-51,,
5:55.0,Personal foul by C. Bosh (drawn by D. Williams),,54-51,,
5:48.0,,,54-51,,Shooting foul by D. Granger (drawn by M. Plumlee)
5:48.0,,,54-51,,M. Plumlee misses free throw 1 of 2
5:48.0,,,54-51,,Offensive rebound by Team
5:48.0,,,54-51,,M. Plumlee misses free throw 2 of 2
5:47.0,Defensive rebound by J. Ennis,,54-51,,
5:28.0,J. Ennis makes 2-pt shot from 1 ft,2,56-51,,
5:13.0,,,56-51,,M. Teletovic misses 3-pt shot from 23 ft
5:12.0,Defensive rebound by C. Andersen,,56-51,,
5:00.0,D. Granger makes 2-pt shot from 2 ft,2,58-51,,
4:40.0,,,58-51,,J. Johnson misses 2-pt shot from 6 ft (block by D. Granger)
4:39.0,Defensive rebound by N. Cole,,58-51,,
4:33.0,J. Ennis makes 2-pt shot at rim (assist by N. Cole),2,60-51,,
4:33.0,,,60-51,,Brooklyn full timeout
4:20.0,Def 3 sec tech foul by C. Bosh,,60-51,,
4:20.0,,,60-52,1,D. Williams makes technical free throw
4:10.0,,,60-52,,Turnover by M. Teletovic (lost ball; steal by C. Bosh)
4:09.0,,,60-52,,Violation by M. Teletovic (kicked ball)
3:59.0,N. Cole misses 2-pt shot from 2 ft (block by D. Williams),,60-52,,
3:58.0,Offensive rebound by Team,,60-52,,
3:48.0,D. Granger misses 2-pt shot from 20 ft,,60-52,,
3:46.0,,,60-52,,Defensive rebound by M. Teletovic
3:36.0,Personal foul by J. Ennis (drawn by B. Bogdanovic),,60-52,,
3:36.0,,,60-53,1,B. Bogdanovic makes free throw 1 of 2
3:36.0,,,60-53,,J. Jack enters the game for D. Williams
3:36.0,M. Chalmers enters the game for C. Bosh,,60-53,,
3:36.0,S. Williams enters the game for D. Granger,,60-53,,
3:36.0,,,60-54,1,B. Bogdanovic makes free throw 2 of 2
3:24.0,M. Chalmers makes 2-pt shot from 7 ft,2,62-54,,
3:24.0,Shooting foul by B. Bogdanovic (drawn by M. Chalmers),,62-54,,
3:24.0,M. Chalmers misses free throw 1 of 1,,62-54,,
3:22.0,Offensive rebound by J. Ennis,,62-54,,
3:12.0,C. Andersen makes 2-pt shot at rim (assist by M. Chalmers),2,64-54,,
2:58.0,,,64-56,2,B. Bogdanovic makes 2-pt shot from 2 ft (assist by M. Plumlee)
2:42.0,Turnover by M. Chalmers (bad pass; steal by J. Jack),,64-56,,
2:37.0,,,64-58,2,M. Teletovic makes 2-pt shot from 2 ft (assist by J. Jack)
2:35.0,Miami full timeout,,64-58,,
2:35.0,,,64-58,,J. Jordan enters the game for M. Plumlee
2:35.0,,,64-58,,A. Anderson enters the game for J. Johnson
2:19.0,M. Chalmers misses 2-pt shot from 21 ft,,64-58,,
2:18.0,,,64-58,,Defensive rebound by Team
2:18.0,Loose ball foul by S. Williams (drawn by M. Teletovic),,64-58,,
2:18.0,,,64-59,1,M. Teletovic makes free throw 1 of 2
2:18.0,S. Napier enters the game for N. Cole,,64-59,,
2:18.0,,,64-59,,M. Teletovic misses free throw 2 of 2
2:17.0,Defensive rebound by J. Ennis,,64-59,,
1:57.0,Offensive foul by S. Napier,,64-59,,
1:57.0,Turnover by S. Napier (offensive foul),,64-59,,
1:45.0,,,64-59,,M. Teletovic misses 2-pt shot from 8 ft
1:44.0,Defensive rebound by J. Ennis,,64-59,,
1:33.0,S. Williams makes 3-pt shot from 25 ft (assist by S. Napier),3,67-59,,
1:17.0,,,67-61,2,J. Jack makes 2-pt shot from 18 ft
0:48.0,S. Napier makes 3-pt shot from 25 ft (assist by S. Williams),3,70-61,,
0:36.0,,,70-64,3,B. Bogdanovic makes 3-pt shot from 22 ft (assist by M. Teletovic)
0:28.0,Turnover by M. Chalmers (bad pass),,70-64,,
0:07.0,,,70-64,,J. Jordan misses 2-pt shot from 2 ft
0:06.0,Defensive rebound by S. Napier,,70-64,,
0:01.0,S. Napier misses 3-pt shot from 28 ft,,70-64,,
0:00.0,Offensive rebound by Team,,70-64,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,70-64,,Shooting foul by C. Bosh (drawn by M. Teletovic)
11:45.0,,,70-64,,M. Teletovic misses free throw 1 of 2
11:45.0,,,70-64,,Offensive rebound by Team
11:45.0,,,70-65,1,M. Teletovic makes free throw 2 of 2
11:28.0,U. Haslem enters the game for C. Bosh,,70-65,,
11:25.0,J. Ennis misses 3-pt shot from 22 ft,,70-65,,
11:24.0,Offensive rebound by Team,,70-65,,
11:22.0,Shooting foul by B. Bogdanovic (drawn by M. Chalmers),,70-65,,
11:22.0,M. Chalmers makes free throw 1 of 3,1,71-65,,
11:22.0,M. Chalmers makes free throw 2 of 3,1,72-65,,
11:22.0,M. Chalmers makes free throw 3 of 3,1,73-65,,
11:03.0,,,73-67,2,J. Jordan makes 2-pt shot at rim (assist by J. Jack)
10:40.0,S. Napier misses 2-pt shot from 1 ft,,73-67,,
10:38.0,Offensive rebound by U. Haslem,,73-67,,
10:35.0,M. Chalmers misses 3-pt shot from 25 ft,,73-67,,
10:34.0,,,73-67,,Defensive rebound by J. Jordan
10:26.0,,,73-67,,Shooting foul by M. Chalmers (drawn by J. Jack)
10:26.0,,,73-68,1,J. Jack makes free throw 1 of 2
10:26.0,,,73-68,,D. Williams enters the game for B. Bogdanovic
10:26.0,,,73-69,1,J. Jack makes free throw 2 of 2
10:02.0,S. Napier makes 3-pt shot from 26 ft (assist by S. Williams),3,76-69,,
9:49.0,,,76-69,,Turnover by A. Anderson (traveling)
9:25.0,Turnover by S. Napier (bad pass; steal by D. Williams),,76-69,,
9:13.0,,,76-71,2,J. Jack makes 2-pt shot from 4 ft (assist by D. Williams)
9:04.0,Miami full timeout,,76-71,,
9:04.0,,,76-71,,J. Johnson enters the game for A. Anderson
9:04.0,C. Bosh enters the game for S. Williams,,76-71,,
9:04.0,N. Cole enters the game for M. Chalmers,,76-71,,
9:04.0,,,76-71,,K. Garnett enters the game for J. Jordan
8:47.0,J. Ennis makes 2-pt shot from 5 ft,2,78-71,,
8:35.0,Personal foul by U. Haslem (drawn by M. Teletovic),,78-71,,
8:27.0,,,78-71,,J. Johnson misses 3-pt shot from 23 ft
8:26.0,,,78-71,,Offensive rebound by D. Williams
8:24.0,,,78-71,,Shooting foul by C. Bosh (drawn by J. Johnson)
8:24.0,,,78-72,1,J. Johnson makes free throw 1 of 2
8:24.0,S. Williams enters the game for C. Bosh,,78-72,,
8:24.0,,,78-72,,J. Johnson misses free throw 2 of 2
8:23.0,Defensive rebound by Team,,78-72,,
7:57.0,S. Williams misses 2-pt shot from 21 ft,,78-72,,
7:57.0,,,78-72,,Defensive rebound by K. Garnett
7:44.0,,,78-72,,M. Teletovic misses 3-pt shot from 24 ft
7:43.0,Defensive rebound by S. Williams,,78-72,,
7:28.0,U. Haslem makes 2-pt shot from 1 ft (assist by J. Ennis),2,80-72,,
7:04.0,,,80-72,,J. Johnson misses 3-pt shot from 25 ft
7:02.0,,,80-72,,Offensive rebound by K. Garnett
6:56.0,Personal foul by S. Williams (drawn by D. Williams),,80-72,,
6:56.0,,,80-73,1,D. Williams makes free throw 1 of 2
6:56.0,,,80-73,,B. Lopez enters the game for M. Teletovic
6:56.0,M. Chalmers enters the game for S. Napier,,80-73,,
6:56.0,,,80-74,1,D. Williams makes free throw 2 of 2
6:32.0,U. Haslem makes 2-pt shot from 15 ft (assist by N. Cole),2,82-74,,
6:12.0,,,82-77,3,J. Jack makes 3-pt shot from 23 ft (assist by J. Johnson)
5:52.0,N. Cole misses 2-pt shot from 2 ft,,82-77,,
5:51.0,Offensive rebound by U. Haslem,,82-77,,
5:50.0,U. Haslem misses 2-pt shot from 1 ft,,82-77,,
5:49.0,,,82-77,,Defensive rebound by K. Garnett
5:45.0,,,82-77,,Shooting foul by J. Ennis (drawn by D. Williams)
5:45.0,Official timeout,,82-77,,
5:45.0,,,82-77,,B. Bogdanovic enters the game for B. Lopez
5:45.0,,,82-77,,D. Williams misses free throw 1 of 2
5:45.0,,,82-77,,Offensive rebound by Team
5:45.0,,,82-78,1,D. Williams makes free throw 2 of 2
5:25.0,Turnover by U. Haslem (3 sec),,82-78,,
5:05.0,,,82-78,,J. Jack misses 2-pt shot from 8 ft
5:04.0,,,82-78,,Offensive rebound by K. Garnett
4:51.0,,,82-78,,D. Williams misses 3-pt shot from 24 ft
4:50.0,Defensive rebound by J. Ennis,,82-78,,
4:28.0,M. Chalmers misses 3-pt shot from 24 ft,,82-78,,
4:25.0,,,82-78,,Defensive rebound by D. Williams
4:20.0,,,82-78,,J. Jack misses 2-pt shot from 19 ft
4:18.0,Defensive rebound by S. Williams,,82-78,,
3:58.0,U. Haslem misses 2-pt shot from 1 ft (block by K. Garnett),,82-78,,
3:57.0,Offensive rebound by Team,,82-78,,
3:57.0,C. Bosh enters the game for U. Haslem,,82-78,,
3:54.0,M. Chalmers misses 2-pt shot from 20 ft,,82-78,,
3:52.0,Offensive rebound by C. Bosh,,82-78,,
3:36.0,,,82-78,,Violation by D. Williams (kicked ball)
3:24.0,S. Williams misses 2-pt shot from 18 ft,,82-78,,
3:23.0,Offensive rebound by Team,,82-78,,
3:15.0,C. Bosh makes 2-pt shot from 20 ft (assist by M. Chalmers),2,84-78,,
2:51.0,Personal foul by M. Chalmers (drawn by J. Jack),,84-78,,
2:51.0,,,84-78,,Brooklyn full timeout
2:51.0,,,84-79,1,J. Jack makes free throw 1 of 2
2:51.0,,,84-80,1,J. Jack makes free throw 2 of 2
2:37.0,M. Chalmers makes 2-pt shot from 4 ft,2,86-80,,
2:37.0,Shooting foul by J. Jack (drawn by M. Chalmers),,86-80,,
2:37.0,M. Chalmers makes free throw 1 of 1,1,87-80,,
2:22.0,,,87-80,,Turnover by J. Jack (offensive foul)
2:22.0,,,87-80,,Offensive foul by J. Jack
1:58.0,Shooting foul by D. Williams (drawn by M. Chalmers),,87-80,,
1:58.0,M. Chalmers makes free throw 1 of 2,1,88-80,,
