time,Memphis,pts.away,score,pts.home,San Antonio
1:34.0,,,85-85,,T. Duncan misses 2-pt shot from 5 ft
1:33.0,Defensive rebound by Z. Randolph,,85-85,,
1:22.0,M. Gasol misses 2-pt shot from 15 ft,,85-85,,
1:21.0,Offensive rebound by Z. Randolph,,85-85,,
1:21.0,Shooting foul by T. Duncan (drawn by Z. Randolph),,85-85,,
1:21.0,Z. Randolph misses free throw 1 of 2,,85-85,,
1:21.0,Offensive rebound by Team,,85-85,,
1:21.0,Z. Randolph makes free throw 2 of 2,1,86-85,,
1:00.0,,,86-88,3,D. Green makes 3-pt shot from 24 ft (assist by T. Duncan)
0:45.0,M. Gasol misses 2-pt shot from 2 ft,,86-88,,
0:43.0,,,86-88,,Defensive rebound by D. Green
0:25.0,,,86-88,,Shooting foul by M. Gasol (drawn by T. Duncan)
0:25.0,,,86-88,,T. Duncan misses free throw 1 of 2
0:25.0,,,86-88,,Offensive rebound by Team
0:25.0,,,86-88,,C. Joseph enters the game for M. Belinelli
0:25.0,,,86-89,1,T. Duncan makes free throw 2 of 2
0:25.0,Memphis full timeout,,86-89,,
0:17.0,V. Carter misses 3-pt shot from 26 ft,,86-89,,
0:16.0,,,86-89,,Defensive rebound by B. Diaw
0:14.0,,,86-89,,Turnover by B. Diaw (bad pass; steal by V. Carter)
0:07.0,M. Conley makes 3-pt shot from 26 ft (assist by C. Lee),3,89-89,,
0:07.0,,,89-89,,San Antonio full timeout
0:07.0,,,89-89,,M. Belinelli enters the game for C. Joseph
0:03.0,,,89-92,3,D. Green makes 3-pt shot from 25 ft (assist by M. Ginobili)
0:03.0,Memphis full timeout,,89-92,,
0:03.0,,,89-92,,C. Joseph enters the game for M. Belinelli
0:00.0,M. Gasol makes 3-pt shot from 29 ft,3,92-92,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: T. Duncan vs. M. Gasol (C. Joseph gains possession),,,,Jump ball: T. Duncan vs. M. Gasol (C. Joseph gains possession)
4:49.0,,,92-92,,M. Ginobili misses 3-pt shot from 25 ft
4:48.0,Defensive rebound by Z. Randolph,,92-92,,
4:30.0,C. Lee makes 2-pt shot from 10 ft (assist by Z. Randolph),2,94-92,,
4:20.0,,,94-92,,Shooting foul by V. Carter (drawn by M. Ginobili)
4:20.0,,,94-92,,M. Ginobili misses free throw 1 of 2
4:20.0,,,94-92,,Offensive rebound by Team
4:20.0,,,94-93,1,M. Ginobili makes free throw 2 of 2
4:03.0,C. Lee misses 2-pt shot from 10 ft,,94-93,,
4:02.0,,,94-93,,Defensive rebound by T. Duncan
4:01.0,,,94-93,,Turnover by T. Duncan (lost ball; steal by Z. Randolph)
3:56.0,M. Conley misses 3-pt shot from 25 ft,,94-93,,
3:55.0,Offensive rebound by Z. Randolph,,94-93,,
3:54.0,Z. Randolph makes 2-pt shot at rim,2,96-93,,
3:33.0,,,96-95,2,T. Duncan makes 2-pt shot from 1 ft (assist by M. Ginobili)
3:18.0,M. Conley misses 2-pt shot from 12 ft,,96-95,,
3:17.0,,,96-95,,Defensive rebound by B. Diaw
2:59.0,,,96-95,,T. Duncan misses 2-pt shot at rim
2:58.0,,,96-95,,Offensive rebound by T. Duncan
2:56.0,,,96-95,,T. Duncan misses 2-pt shot at rim
2:55.0,Defensive rebound by Z. Randolph,,96-95,,
2:37.0,Shooting foul by T. Duncan (drawn by M. Gasol),,96-95,,
2:37.0,M. Gasol makes free throw 1 of 2,1,97-95,,
2:37.0,,,97-95,,D. Green enters the game for C. Joseph
2:37.0,M. Gasol makes free throw 2 of 2,1,98-95,,
2:22.0,,,98-95,,Shooting foul by C. Lee (drawn by T. Duncan)
2:22.0,,,98-95,,T. Duncan misses free throw 1 of 2
2:22.0,,,98-95,,Offensive rebound by Team
2:22.0,,,98-95,,T. Duncan misses free throw 2 of 2
2:21.0,Defensive rebound by M. Gasol,,98-95,,
2:03.0,M. Gasol misses 2-pt shot from 17 ft,,98-95,,
2:02.0,,,98-95,,Defensive rebound by M. Ginobili
1:54.0,,,98-98,3,B. Diaw makes 3-pt shot from 25 ft (assist by M. Ginobili)
1:35.0,M. Conley makes 2-pt shot from 17 ft,2,100-98,,
1:21.0,,,100-101,3,D. Green makes 3-pt shot from 23 ft (assist by B. Diaw)
1:21.0,Memphis full timeout,,100-101,,
1:09.0,C. Lee misses 2-pt shot from 18 ft (block by T. Duncan),,100-101,,
1:08.0,Offensive rebound by Z. Randolph,,100-101,,
1:07.0,Z. Randolph misses 2-pt shot from 1 ft (block by D. Green),,100-101,,
1:06.0,,,100-101,,Defensive rebound by M. Ginobili
0:49.0,,,100-101,,Shooting foul by M. Gasol (drawn by T. Duncan)
0:49.0,,,100-101,,T. Duncan misses free throw 1 of 2
0:49.0,,,100-101,,Offensive rebound by Team
0:49.0,,,100-101,,C. Joseph enters the game for M. Belinelli
0:49.0,,,100-102,1,T. Duncan makes free throw 2 of 2
0:29.0,V. Carter misses 3-pt shot from 23 ft,,100-102,,
0:28.0,,,100-102,,Defensive rebound by B. Diaw
0:22.0,,,100-102,,Turnover by M. Ginobili (bad pass; steal by C. Lee)
0:12.0,Z. Randolph misses 2-pt shot from 1 ft,,100-102,,
0:11.0,Offensive rebound by M. Gasol,,100-102,,
0:09.0,M. Gasol makes 2-pt shot at rim,2,102-102,,
0:09.0,,,102-102,,San Antonio full timeout
0:09.0,N. Calathes enters the game for Z. Randolph,,102-102,,
0:09.0,,,102-102,,M. Belinelli enters the game for C. Joseph
0:00.0,,,102-102,,M. Ginobili misses 2-pt shot from 6 ft
0:00.0,Defensive rebound by M. Conley,,102-102,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
5:00.0,Start of 2nd overtime,,,,Start of 2nd overtime
5:00.0,Jump ball: T. Duncan vs. M. Gasol (C. Joseph gains possession),,,,Jump ball: T. Duncan vs. M. Gasol (C. Joseph gains possession)
4:43.0,,,102-102,,T. Duncan misses 2-pt shot from 14 ft
4:41.0,Defensive rebound by V. Carter,,102-102,,
4:19.0,M. Gasol makes 2-pt shot from 12 ft,2,104-102,,
3:59.0,,,104-102,,T. Splitter misses 2-pt shot from 2 ft
3:58.0,Defensive rebound by Z. Randolph,,104-102,,
3:48.0,,,104-102,,Personal foul by T. Splitter (drawn by Z. Randolph)
3:48.0,,,104-102,,B. Diaw enters the game for T. Splitter
3:48.0,,,104-102,,M. Ginobili enters the game for C. Joseph
3:36.0,M. Conley misses 2-pt shot from 14 ft,,104-102,,
3:34.0,,,104-102,,Defensive rebound by T. Duncan
3:12.0,,,104-102,,B. Diaw misses 3-pt shot from 25 ft
3:10.0,,,104-102,,Offensive rebound by T. Duncan
3:07.0,,,104-102,,M. Ginobili misses 3-pt shot from 24 ft
3:06.0,Defensive rebound by Z. Randolph,,104-102,,
2:54.0,M. Gasol makes 2-pt shot from 18 ft (assist by M. Conley),2,106-102,,
2:32.0,,,106-104,2,M. Belinelli makes 2-pt shot from 8 ft (assist by B. Diaw)
2:12.0,Memphis full timeout,,106-104,,
1:57.0,M. Conley misses 2-pt shot from 20 ft,,106-104,,
1:56.0,,,106-104,,Defensive rebound by B. Diaw
1:44.0,,,106-106,2,M. Ginobili makes 2-pt shot at rim (assist by T. Duncan)
1:26.0,Z. Randolph makes 2-pt shot from 5 ft,2,108-106,,
1:12.0,Violation by M. Gasol (kicked ball),,108-106,,
1:01.0,,,108-109,3,B. Diaw makes 3-pt shot from 24 ft (assist by D. Green)
0:38.0,M. Conley misses 2-pt shot from 11 ft,,108-109,,
0:36.0,,,108-109,,Defensive rebound by M. Ginobili
0:34.0,,,108-109,,San Antonio full timeout
0:11.0,,,108-109,,T. Duncan misses 2-pt shot from 1 ft
0:09.0,,,108-109,,Offensive rebound by T. Duncan
0:09.0,,,108-109,,T. Duncan misses 2-pt shot at rim
0:07.0,Defensive rebound by Z. Randolph,,108-109,,
0:03.0,C. Lee makes 3-pt shot from 23 ft (assist by V. Carter),3,111-109,,
0:03.0,,,111-109,,San Antonio full timeout
0:03.0,,,111-109,,M. Bonner enters the game for T. Duncan
0:03.0,,,111-109,,San Antonio full timeout
0:03.0,Q. Pondexter enters the game for Z. Randolph,,111-109,,
0:03.0,,,111-109,,T. Duncan enters the game for M. Bonner
0:00.0,,,111-111,2,T. Duncan makes 2-pt shot from 16 ft
0:00.0,End of 2nd overtime,,,,End of 2nd overtime
5:00.0,Start of 3rd overtime,,,,Start of 3rd overtime
5:00.0,Jump ball: T. Duncan vs. M. Gasol (C. Joseph gains possession),,,,Jump ball: T. Duncan vs. M. Gasol (C. Joseph gains possession)
4:40.0,,,111-113,2,T. Duncan makes 2-pt shot from 6 ft
4:15.0,V. Carter misses 2-pt shot from 11 ft,,111-113,,
4:14.0,,,111-113,,Defensive rebound by C. Joseph
4:13.0,,,111-113,,San Antonio full timeout
3:56.0,Violation by M. Gasol (kicked ball),,111-113,,
3:42.0,,,111-113,,C. Joseph misses 3-pt shot from 25 ft (block by M. Gasol)
3:42.0,,,111-113,,Offensive rebound by T. Splitter
3:42.0,,,111-113,,Turnover by Team (shot clock)
3:42.0,,,111-113,,M. Ginobili enters the game for C. Joseph
3:42.0,,,111-113,,B. Diaw enters the game for T. Splitter
3:29.0,Z. Randolph makes 2-pt shot at rim (assist by M. Gasol),2,113-113,,
3:05.0,Jump ball: T. Duncan vs. Z. Randolph (B. Diaw gains possession),,,,Jump ball: T. Duncan vs. Z. Randolph (B. Diaw gains possession)
3:01.0,,,113-113,,B. Diaw misses 2-pt shot from 12 ft
2:59.0,,,113-113,,Offensive rebound by T. Duncan
2:56.0,,,113-113,,M. Belinelli misses 3-pt shot from 24 ft
2:55.0,Defensive rebound by C. Lee,,113-113,,
2:35.0,Z. Randolph makes 2-pt shot from 6 ft,2,115-113,,
2:08.0,,,115-113,,T. Duncan misses 2-pt shot from 17 ft
2:07.0,Defensive rebound by Z. Randolph,,115-113,,
1:58.0,Memphis full timeout,,115-113,,
1:47.0,,,115-113,,Personal foul by D. Green (drawn by M. Conley)
1:35.0,Turnover by M. Gasol (lost ball; steal by T. Duncan),,115-113,,
1:18.0,,,115-113,,Turnover by M. Ginobili (bad pass; steal by M. Conley)
0:58.0,Z. Randolph makes 2-pt shot from 16 ft,2,117-113,,
0:44.0,,,117-113,,T. Duncan misses 2-pt shot at rim
0:43.0,,,117-113,,Offensive rebound by M. Ginobili
0:41.0,,,117-116,3,D. Green makes 3-pt shot from 25 ft (assist by M. Ginobili)
0:21.0,M. Conley misses 2-pt shot from 17 ft,,117-116,,
0:19.0,Offensive rebound by Z. Randolph,,117-116,,
0:17.0,C. Lee misses 2-pt shot from 20 ft,,117-116,,
0:16.0,,,117-116,,Defensive rebound by B. Diaw
0:04.0,,,117-116,,M. Ginobili misses 3-pt shot from 27 ft
0:01.0,Defensive rebound by M. Conley,,117-116,,
0:00.0,End of 3rd overtime,,,,End of 3rd overtime
