time,Portland,pts.away,score,pts.home,Houston
0:00.0,,,33-37,,C. Brewer misses 3-pt shot from 57 ft
0:00.0,,,33-37,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,,,33-39,2,D. Howard makes 2-pt shot at rim (assist by J. Terry)
11:27.0,Turnover by S. Blake (bad pass; steal by C. Brewer),,33-39,,
11:25.0,,,33-41,2,C. Brewer makes 2-pt shot at rim
11:25.0,,,33-41,,Shooting foul by D. Wright (drawn by C. Brewer)
11:25.0,,,33-41,,C. Brewer misses free throw 1 of 1
11:25.0,Defensive rebound by C. Kaman,,33-41,,
11:11.0,,,33-41,,Violation by A. Shved (kicked ball)
11:03.0,S. Blake misses 2-pt shot from 21 ft,,33-41,,
11:02.0,,,33-41,,Defensive rebound by D. Howard
10:57.0,,,33-41,,Offensive charge foul by C. Brewer
10:57.0,,,33-41,,Turnover by C. Brewer (offensive foul)
10:57.0,J. Freeland enters the game for C. Kaman,,33-41,,
10:42.0,Turnover by S. Blake (lost ball; steal by C. Brewer),,33-41,,
10:37.0,,,33-41,,J. Terry misses 3-pt shot from 24 ft
10:37.0,Defensive rebound by Team,,33-41,,
10:37.0,,,33-41,,Loose ball foul by K. Papanikolaou (drawn by W. Matthews)
10:37.0,,,33-41,,T. Ariza enters the game for C. Brewer
10:24.0,,,33-41,,Shooting block foul by K. Papanikolaou (drawn by D. Wright)
10:24.0,D. Wright makes free throw 1 of 2,1,34-41,,
10:24.0,D. Wright makes free throw 2 of 2,1,35-41,,
10:09.0,,,35-41,,A. Shved misses 2-pt shot from 4 ft (block by C. McCollum)
10:08.0,Defensive rebound by C. McCollum,,35-41,,
10:02.0,S. Blake misses 3-pt shot from 26 ft,,35-41,,
10:01.0,,,35-41,,Defensive rebound by D. Howard
9:44.0,,,35-41,,D. Howard misses 2-pt shot from 5 ft
9:42.0,Defensive rebound by W. Matthews,,35-41,,
9:24.0,W. Matthews misses 3-pt shot from 24 ft,,35-41,,
9:23.0,,,35-41,,Defensive rebound by D. Howard
9:14.0,,,35-43,2,J. Terry makes 2-pt shot from 18 ft (assist by A. Shved)
8:59.0,S. Blake makes 3-pt shot from 24 ft (assist by W. Matthews),3,38-43,,
8:42.0,,,38-43,,Turnover by D. Howard (lost ball; steal by S. Blake)
8:32.0,C. McCollum misses 3-pt shot from 24 ft,,38-43,,
8:32.0,,,38-43,,Defensive rebound by T. Ariza
8:17.0,,,38-43,,K. Papanikolaou misses 3-pt shot from 24 ft
8:16.0,Defensive rebound by J. Freeland,,38-43,,
8:02.0,C. McCollum makes 2-pt shot from 23 ft,2,40-43,,
7:55.0,,,40-43,,Houston full timeout
7:55.0,D. Lillard enters the game for W. Matthews,,40-43,,
7:55.0,N. Batum enters the game for S. Blake,,40-43,,
7:55.0,,,40-43,,D. Motiejunas enters the game for K. Papanikolaou
7:55.0,,,40-43,,P. Beverley enters the game for A. Shved
7:36.0,,,40-43,,P. Beverley misses 3-pt shot from 24 ft
7:35.0,Defensive rebound by D. Wright,,40-43,,
7:20.0,J. Freeland makes 2-pt shot from 6 ft (assist by D. Wright),2,42-43,,
7:20.0,,,42-43,,Violation by D. Howard (def goaltending)
7:06.0,,,42-45,2,D. Motiejunas makes 2-pt shot from 7 ft
7:06.0,Violation by J. Freeland (def goaltending),,42-45,,
6:57.0,D. Lillard misses 3-pt shot from 24 ft,,42-45,,
6:56.0,,,42-45,,Defensive rebound by D. Motiejunas
6:47.0,,,42-47,2,D. Howard makes 2-pt shot at rim (assist by J. Terry)
6:33.0,C. McCollum misses 2-pt shot from 1 ft,,42-47,,
6:33.0,,,42-47,,Defensive rebound by D. Howard
6:29.0,,,42-47,,D. Motiejunas misses 2-pt shot at rim
6:27.0,,,42-47,,Offensive rebound by T. Ariza
6:27.0,,,42-49,2,T. Ariza makes 2-pt shot from 1 ft
6:27.0,Portland full timeout,,42-49,,
6:27.0,M. Leonard enters the game for D. Wright,,42-49,,
6:27.0,,,42-49,,J. Harden enters the game for D. Howard
6:27.0,D. Wright enters the game for M. Leonard,,42-49,,
6:17.0,,,42-49,,Personal block foul by D. Motiejunas (drawn by D. Wright)
6:14.0,,,42-49,,Personal foul by J. Terry (drawn by D. Lillard)
6:06.0,D. Wright misses 3-pt shot from 24 ft,,42-49,,
6:06.0,,,42-49,,Defensive rebound by Team
6:06.0,Loose ball foul by J. Freeland (drawn by D. Motiejunas),,42-49,,
6:06.0,C. Kaman enters the game for J. Freeland,,42-49,,
5:52.0,,,42-49,,T. Ariza misses 2-pt shot from 1 ft
5:51.0,,,42-49,,Offensive rebound by D. Motiejunas
5:47.0,,,42-49,,J. Harden misses 3-pt shot from 24 ft
5:46.0,Defensive rebound by C. Kaman,,42-49,,
5:44.0,Turnover by C. Kaman (lost ball; steal by P. Beverley),,42-49,,
5:32.0,,,42-49,,Offensive foul by D. Motiejunas
5:32.0,,,42-49,,Turnover by D. Motiejunas (offensive foul)
5:20.0,Shooting foul by T. Ariza (drawn by C. Kaman),,42-49,,
5:20.0,C. Kaman misses free throw 1 of 2,,42-49,,
5:20.0,Offensive rebound by Team,,42-49,,
5:20.0,C. Kaman makes free throw 2 of 2,1,43-49,,
5:10.0,,,43-49,,Turnover by T. Ariza (bad pass; steal by D. Lillard)
5:05.0,D. Lillard misses 2-pt shot from 2 ft (block by D. Motiejunas),,43-49,,
5:04.0,Offensive rebound by D. Wright,,43-49,,
5:04.0,Shooting foul by P. Beverley (drawn by D. Wright),,43-49,,
5:04.0,D. Wright makes free throw 1 of 2,1,44-49,,
5:04.0,W. Matthews enters the game for C. McCollum,,44-49,,
5:04.0,,,44-49,,Technical foul by J. Terry
5:04.0,Technical foul by C. McCollum,,44-49,,
5:04.0,,,44-49,,C. Brewer enters the game for J. Terry
5:04.0,D. Wright makes free throw 2 of 2,1,45-49,,
4:52.0,,,45-51,2,C. Brewer makes 2-pt shot from 17 ft (assist by J. Harden)
4:35.0,C. Kaman misses 2-pt shot from 16 ft,,45-51,,
4:34.0,,,45-51,,Defensive rebound by C. Brewer
4:22.0,,,45-51,,J. Harden misses 2-pt shot at rim
4:20.0,,,45-51,,Offensive rebound by D. Motiejunas
4:20.0,,,45-53,2,D. Motiejunas makes 2-pt shot at rim
4:06.0,Turnover by D. Lillard (bad pass; steal by J. Harden),,45-53,,
4:03.0,,,45-55,2,J. Harden makes 2-pt shot from 13 ft
4:03.0,,,45-55,,Shooting foul by W. Matthews (drawn by J. Harden)
4:03.0,Technical foul by W. Matthews (drawn by J. Harden),,45-55,,
4:03.0,,,45-56,1,J. Harden makes technical free throw
4:03.0,A. Crabbe enters the game for D. Wright,,45-56,,
4:03.0,,,45-57,1,J. Harden makes free throw 1 of 1
3:50.0,A. Crabbe misses 3-pt shot from 23 ft,,45-57,,
3:49.0,Offensive rebound by C. Kaman,,45-57,,
3:46.0,C. Kaman makes 2-pt shot at rim,2,47-57,,
3:38.0,,,47-57,,Shooting foul by A. Crabbe (drawn by J. Harden)
3:38.0,,,47-58,1,J. Harden makes free throw 1 of 2
3:38.0,,,47-58,,D. Howard enters the game for D. Motiejunas
3:38.0,,,47-58,,J. Harden misses free throw 2 of 2
3:38.0,Defensive rebound by N. Batum,,47-58,,
3:27.0,D. Lillard misses 2-pt shot from 18 ft,,47-58,,
3:25.0,,,47-58,,Defensive rebound by D. Howard
3:18.0,,,47-58,,J. Harden misses 2-pt shot from 1 ft (block by A. Crabbe)
3:17.0,Defensive rebound by C. Kaman,,47-58,,
3:14.0,Turnover by D. Lillard (bad pass),,47-58,,
2:59.0,,,47-60,2,D. Howard makes 2-pt shot from 7 ft
2:56.0,Portland full timeout,,47-60,,
2:56.0,Official timeout,,47-60,,
2:56.0,J. Freeland enters the game for C. Kaman,,47-60,,
2:46.0,Turnover by D. Lillard (bad pass; steal by J. Harden),,47-60,,
2:43.0,,,47-62,2,J. Harden makes 2-pt shot at rim
2:43.0,,,47-62,,Shooting foul by A. Crabbe (drawn by J. Harden)
2:43.0,T. Robinson enters the game for A. Crabbe,,47-62,,
2:43.0,,,47-63,1,J. Harden makes free throw 1 of 1
2:32.0,,,47-63,,Personal foul by J. Harden (drawn by J. Freeland)
2:32.0,J. Freeland makes free throw 1 of 2,1,48-63,,
2:32.0,J. Freeland makes free throw 2 of 2,1,49-63,,
2:20.0,,,49-66,3,T. Ariza makes 3-pt shot from 24 ft (assist by J. Harden)
2:08.0,D. Lillard makes 2-pt shot at rim,2,51-66,,
1:49.0,,,51-68,2,J. Harden makes 2-pt shot at rim
1:27.0,W. Matthews makes 2-pt shot from 7 ft,2,53-68,,
1:14.0,,,53-71,3,C. Brewer makes 3-pt shot from 24 ft (assist by J. Harden)
0:50.0,T. Robinson misses 2-pt shot from 11 ft,,53-71,,
0:49.0,,,53-71,,Defensive rebound by C. Brewer
0:32.0,,,53-71,,J. Harden misses 3-pt shot from 25 ft
0:31.0,Defensive rebound by Team,,53-71,,
0:16.0,Turnover by J. Freeland (lost ball; steal by J. Harden),,53-71,,
0:00.0,,,53-73,2,J. Harden makes 2-pt shot at rim
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,53-75,2,D. Howard makes 2-pt shot from 5 ft (assist by J. Harden)
11:25.0,M. Leonard makes 3-pt shot from 22 ft (assist by J. Freeland),3,56-75,,
11:09.0,,,56-75,,J. Harden misses 2-pt shot at rim
11:08.0,,,56-75,,Offensive rebound by D. Howard
10:57.0,,,56-75,,D. Motiejunas misses 2-pt shot from 9 ft
10:55.0,Defensive rebound by J. Freeland,,56-75,,
10:40.0,M. Leonard misses 3-pt shot from 24 ft,,56-75,,
10:39.0,,,56-75,,Defensive rebound by D. Motiejunas
10:27.0,,,56-75,,P. Beverley misses 3-pt shot from 25 ft
10:25.0,Defensive rebound by Team,,56-75,,
10:15.0,D. Lillard misses 3-pt shot from 25 ft,,56-75,,
10:14.0,,,56-75,,Defensive rebound by D. Motiejunas
9:50.0,,,56-75,,P. Beverley misses 2-pt shot at rim
9:49.0,Defensive rebound by D. Lillard,,56-75,,
9:33.0,W. Matthews misses 2-pt shot from 19 ft,,56-75,,
9:31.0,,,56-75,,Defensive rebound by T. Ariza
9:29.0,,,56-76,1,D. Motiejunas makes flagrant free throw 1 of 2
9:29.0,,,56-76,,D. Motiejunas misses flagrant free throw 2 of 2
9:29.0,,,56-76,,Offensive rebound by Team
9:24.0,,,56-79,3,J. Harden makes 3-pt shot from 24 ft (assist by D. Howard)
9:06.0,N. Batum misses 3-pt shot from 24 ft,,56-79,,
9:05.0,,,56-79,,Defensive rebound by T. Ariza
9:00.0,,,56-79,,J. Harden misses 3-pt shot from 24 ft
8:57.0,Defensive rebound by M. Leonard,,56-79,,
8:45.0,Offensive charge foul by J. Freeland,,56-79,,
8:45.0,Turnover by J. Freeland (offensive foul),,56-79,,
8:37.0,,,56-79,,Offensive foul by D. Motiejunas
8:37.0,,,56-79,,Turnover by D. Motiejunas (offensive foul)
8:22.0,M. Leonard misses 3-pt shot from 25 ft,,56-79,,
8:21.0,,,56-79,,Defensive rebound by J. Harden
8:09.0,,,56-79,,Shooting foul by J. Freeland (drawn by D. Howard)
8:09.0,,,56-80,1,D. Howard makes free throw 1 of 2
8:09.0,,,56-81,1,D. Howard makes free throw 2 of 2
7:54.0,M. Leonard makes 2-pt shot at rim (assist by N. Batum),2,58-81,,
7:32.0,,,58-81,,D. Motiejunas misses 3-pt shot from 25 ft
7:31.0,Defensive rebound by J. Freeland,,58-81,,
7:15.0,Shooting foul by J. Harden (drawn by W. Matthews),,58-81,,
7:15.0,W. Matthews makes 3-pt shot from 23 ft (assist by N. Batum),3,61-81,,
7:15.0,W. Matthews makes free throw 1 of 1,1,62-81,,
7:05.0,,,62-84,3,J. Harden makes 3-pt shot from 24 ft (assist by P. Beverley)
6:47.0,D. Lillard makes 2-pt shot at rim (assist by J. Freeland),2,64-84,,
6:28.0,,,64-84,,D. Howard misses 2-pt shot from 5 ft
6:28.0,Defensive rebound by Team,,64-84,,
6:28.0,,,64-84,,Loose ball foul by D. Howard (drawn by M. Leonard)
6:28.0,,,64-84,,C. Brewer enters the game for T. Ariza
6:08.0,J. Freeland misses 2-pt shot at rim,,64-84,,
6:07.0,,,64-84,,Defensive rebound by D. Motiejunas
5:44.0,,,64-84,,D. Howard misses 2-pt shot at rim
5:43.0,Defensive rebound by W. Matthews,,64-84,,
5:39.0,,,64-84,,Personal foul by P. Beverley (drawn by W. Matthews)
5:39.0,,,64-84,,Houston full timeout
5:39.0,,,64-84,,K. Papanikolaou enters the game for D. Howard
5:39.0,C. McCollum enters the game for N. Batum,,64-84,,
5:39.0,C. Kaman enters the game for J. Freeland,,64-84,,
5:38.0,,,64-84,,Personal foul by K. Papanikolaou (drawn by M. Leonard)
5:28.0,W. Matthews makes 3-pt shot from 23 ft (assist by C. McCollum),3,67-84,,
5:28.0,,,67-84,,Technical foul by K. Papanikolaou
5:28.0,D. Lillard makes technical free throw,1,68-84,,
5:11.0,,,68-84,,K. Papanikolaou misses 2-pt shot from 5 ft
5:10.0,Defensive rebound by Team,,68-84,,
4:59.0,D. Lillard makes 2-pt shot from 1 ft (assist by C. Kaman),2,70-84,,
4:58.0,,,70-84,,Houston full timeout
4:48.0,,,70-86,2,P. Beverley makes 2-pt shot at rim
4:34.0,Offensive foul by D. Lillard,,70-86,,
4:34.0,Turnover by D. Lillard (offensive foul),,70-86,,
4:23.0,,,70-86,,C. Brewer misses 2-pt shot from 7 ft
4:22.0,Defensive rebound by C. McCollum,,70-86,,
4:11.0,W. Matthews misses 2-pt shot from 14 ft,,70-86,,
4:10.0,,,70-86,,Defensive rebound by D. Motiejunas
4:01.0,,,70-86,,Shooting foul by W. Matthews (drawn by J. Harden)
4:01.0,,,70-87,1,J. Harden makes free throw 1 of 2
4:01.0,A. Crabbe enters the game for W. Matthews,,70-87,,
4:01.0,,,70-88,1,J. Harden makes free throw 2 of 2
3:42.0,C. McCollum misses 2-pt shot from 20 ft,,70-88,,
3:41.0,,,70-88,,Defensive rebound by D. Motiejunas
3:37.0,,,70-88,,Offensive charge foul by P. Beverley
3:37.0,,,70-88,,Turnover by P. Beverley (offensive foul)
3:23.0,Offensive charge foul by A. Crabbe,,70-88,,
3:23.0,Turnover by A. Crabbe (offensive foul),,70-88,,
3:09.0,,,70-88,,Turnover by D. Motiejunas (bad pass)
2:53.0,C. Kaman misses 2-pt shot from 18 ft,,70-88,,
2:51.0,,,70-88,,Defensive rebound by P. Beverley
2:39.0,,,70-90,2,D. Motiejunas makes 2-pt shot from 6 ft (assist by J. Harden)
2:21.0,Turnover by C. McCollum (lost ball; steal by C. Brewer),,70-90,,
2:18.0,,,70-90,,Turnover by K. Papanikolaou (lost ball; steal by C. McCollum)
2:13.0,C. Kaman makes 2-pt shot at rim (assist by C. McCollum),2,72-90,,
1:58.0,,,72-93,3,J. Harden makes 3-pt shot from 24 ft
1:58.0,Portland full timeout,,72-93,,
1:58.0,,,72-93,,J. Terry enters the game for D. Motiejunas
1:58.0,,,72-93,,D. Howard enters the game for P. Beverley
1:38.0,C. Kaman makes 2-pt shot at rim (assist by D. Lillard),2,74-93,,
1:26.0,,,74-93,,J. Harden misses 2-pt shot from 3 ft (block by A. Crabbe)
1:25.0,,,74-93,,Offensive rebound by Team
1:15.0,,,74-93,,J. Harden misses 2-pt shot from 20 ft
1:13.0,Defensive rebound by C. McCollum,,74-93,,
1:07.0,,,74-93,,Shooting block foul by K. Papanikolaou (drawn by C. McCollum)
1:07.0,C. McCollum makes free throw 1 of 2,1,75-93,,
1:07.0,,,75-93,,T. Ariza enters the game for J. Harden
1:07.0,C. McCollum makes free throw 2 of 2,1,76-93,,
0:50.0,,,76-93,,T. Ariza misses 3-pt shot from 27 ft
0:49.0,Defensive rebound by C. Kaman,,76-93,,
0:31.0,Turnover by D. Lillard (bad pass; steal by C. Brewer),,76-93,,
0:26.0,,,76-96,3,J. Terry makes 3-pt shot from 27 ft (assist by C. Brewer)
0:04.0,D. Lillard misses 2-pt shot at rim (block by C. Brewer),,76-96,,
0:03.0,,,76-96,,Defensive rebound by Team
0:00.0,,,76-96,,K. Papanikolaou misses 3-pt shot from 40 ft
0:00.0,,,76-96,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,T. Robinson misses 2-pt shot from 1 ft,,76-96,,
11:41.0,,,76-96,,Defensive rebound by D. Howard
11:22.0,,,76-98,2,C. Brewer makes 2-pt shot from 23 ft (assist by D. Howard)
11:09.0,W. Barton misses 2-pt shot from 15 ft,,76-98,,
11:08.0,,,76-98,,Defensive rebound by D. Howard
10:58.0,,,76-98,,Turnover by J. Terry (lost ball; steal by C. McCollum)
10:52.0,W. Barton makes 2-pt shot at rim (assist by C. McCollum),2,78-98,,
10:39.0,,,78-100,2,D. Howard makes 2-pt shot at rim
10:21.0,M. Leonard misses 2-pt shot from 18 ft,,78-100,,
10:21.0,,,78-100,,Defensive rebound by C. Brewer
10:14.0,,,78-100,,Turnover by K. Papanikolaou (bad pass; steal by W. Barton)
10:10.0,W. Barton makes 2-pt shot at rim,2,80-100,,
9:46.0,,,80-100,,C. Brewer misses 3-pt shot from 24 ft
9:45.0,Defensive rebound by W. Barton,,80-100,,
9:41.0,Offensive foul by M. Leonard,,80-100,,
9:41.0,Turnover by M. Leonard (offensive foul),,80-100,,
9:30.0,Personal foul by S. Blake (drawn by C. Brewer),,80-100,,
9:25.0,,,80-100,,Turnover by D. Howard (offensive foul)
9:25.0,,,80-100,,Offensive foul by D. Howard
9:00.0,S. Blake makes 3-pt shot from 24 ft (assist by W. Barton),3,83-100,,
8:42.0,Personal foul by T. Robinson (drawn by D. Howard),,83-100,,
8:42.0,Official timeout,,83-100,,
8:27.0,,,83-102,2,D. Howard makes 2-pt shot from 6 ft
8:10.0,W. Barton misses 2-pt shot from 7 ft,,83-102,,
8:09.0,,,83-102,,Defensive rebound by K. Papanikolaou
8:07.0,,,83-102,,Turnover by K. Papanikolaou (lost ball; steal by W. Barton)
8:03.0,W. Barton misses 2-pt shot from 14 ft,,83-102,,
8:02.0,,,83-102,,Defensive rebound by D. Howard
7:49.0,,,83-102,,T. Ariza misses 3-pt shot from 24 ft
7:48.0,Defensive rebound by T. Robinson,,83-102,,
7:40.0,Offensive foul by T. Robinson,,83-102,,
7:40.0,Turnover by T. Robinson (offensive foul),,83-102,,
7:31.0,,,83-102,,Turnover by J. Terry (lost ball; steal by C. McCollum)
7:29.0,C. McCollum makes 2-pt shot from 1 ft,2,85-102,,
7:29.0,Shooting foul by J. Terry (drawn by C. McCollum),,85-102,,
7:29.0,C. McCollum makes free throw 1 of 1,1,86-102,,
7:16.0,,,86-102,,J. Terry misses 3-pt shot from 23 ft
7:15.0,Defensive rebound by T. Robinson,,86-102,,
7:07.0,Turnover by T. Robinson (bad pass; steal by D. Howard),,86-102,,
7:01.0,Personal foul by T. Robinson (drawn by D. Howard),,86-102,,
7:01.0,,,86-102,,D. Motiejunas enters the game for K. Papanikolaou
6:48.0,,,86-102,,C. Brewer misses 2-pt shot from 21 ft
6:47.0,Defensive rebound by M. Leonard,,86-102,,
6:41.0,S. Blake misses 3-pt shot from 24 ft,,86-102,,
6:40.0,,,86-102,,Defensive rebound by T. Ariza
6:27.0,Personal foul by M. Leonard (drawn by D. Howard),,86-102,,
6:27.0,D. Lillard enters the game for S. Blake,,86-102,,
6:27.0,J. Freeland enters the game for T. Robinson,,86-102,,
6:27.0,,,86-102,,P. Beverley enters the game for J. Terry
6:27.0,,,86-102,,J. Harden enters the game for C. Brewer
6:17.0,,,86-105,3,P. Beverley makes 3-pt shot from 24 ft (assist by D. Howard)
6:10.0,Turnover by D. Lillard (bad pass; steal by P. Beverley),,86-105,,
5:54.0,,,86-105,,P. Beverley misses 3-pt shot from 23 ft
5:52.0,,,86-105,,Offensive rebound by T. Ariza
5:49.0,,,86-105,,T. Ariza misses 3-pt shot from 24 ft
5:48.0,Defensive rebound by W. Barton,,86-105,,
5:34.0,D. Lillard misses 3-pt shot from 25 ft,,86-105,,
5:33.0,,,86-105,,Defensive rebound by D. Howard
5:16.0,,,86-107,2,J. Harden makes 2-pt shot from 15 ft
5:16.0,Portland full timeout,,86-107,,
5:16.0,,,86-107,,A. Shved enters the game for T. Ariza
5:16.0,,,86-107,,J. Dorsey enters the game for D. Howard
5:05.0,M. Leonard misses 3-pt shot from 24 ft,,86-107,,
5:03.0,,,86-107,,Defensive rebound by P. Beverley
