time,Indiana,pts.away,score,pts.home,Atlanta
9:18.0,,,21-31,,Shooting foul by C. Copeland (drawn by S. Mack)
9:18.0,,,21-32,1,S. Mack makes free throw 1 of 2
9:18.0,,,21-33,1,S. Mack makes free throw 2 of 2
9:02.0,L. Allen makes 2-pt shot from 19 ft (assist by D. Rudez),2,23-33,,
8:40.0,,,23-35,2,A. Horford makes 2-pt shot from 18 ft (assist by T. Sefolosha)
8:13.0,C. Copeland misses 3-pt shot from 24 ft,,23-35,,
8:11.0,,,23-35,,Defensive rebound by M. Scott
8:06.0,,,23-37,2,A. Horford makes 2-pt shot from 1 ft (assist by S. Mack)
7:46.0,C. Copeland misses 3-pt shot from 25 ft,,23-37,,
7:45.0,,,23-37,,Defensive rebound by K. Bazemore
7:32.0,,,23-40,3,M. Scott makes 3-pt shot from 25 ft (assist by K. Bazemore)
7:31.0,Indiana full timeout,,23-40,,
7:31.0,,,23-40,,J. Teague enters the game for K. Bazemore
7:31.0,,,23-40,,D. Carroll enters the game for T. Sefolosha
7:31.0,,,23-40,,K. Korver enters the game for S. Mack
7:15.0,I. Mahinmi makes 2-pt shot from 1 ft (assist by C. Copeland),2,25-40,,
7:15.0,Shooting foul by M. Scott (drawn by I. Mahinmi),,25-40,,
7:15.0,,,25-40,,P. Antic enters the game for A. Horford
7:15.0,I. Mahinmi makes free throw 1 of 1,1,26-40,,
7:00.0,,,26-42,2,D. Carroll makes 2-pt shot from 14 ft (assist by K. Korver)
6:34.0,L. Allen misses 2-pt shot from 10 ft,,26-42,,
6:34.0,,,26-42,,Defensive rebound by Team
6:34.0,Personal foul by L. Allen (drawn by P. Antic),,26-42,,
6:34.0,,,26-42,,P. Millsap enters the game for M. Scott
6:21.0,,,26-42,,D. Carroll misses 3-pt shot from 23 ft
6:18.0,Defensive rebound by D. Sloan,,26-42,,
6:15.0,C. Copeland makes 2-pt shot from 1 ft,2,28-42,,
6:15.0,Shooting foul by J. Teague (drawn by C. Copeland),,28-42,,
6:15.0,C. Copeland misses free throw 1 of 1,,28-42,,
6:15.0,,,28-42,,Defensive rebound by D. Carroll
6:02.0,,,28-42,,K. Korver misses 2-pt shot from 17 ft
6:00.0,Defensive rebound by L. Allen,,28-42,,
5:51.0,C. Copeland misses 2-pt shot from 8 ft,,28-42,,
5:50.0,,,28-42,,Defensive rebound by J. Teague
5:35.0,,,28-42,,J. Teague misses 2-pt shot from 2 ft
5:34.0,Defensive rebound by L. Allen,,28-42,,
5:21.0,C. Copeland misses 2-pt shot from 1 ft,,28-42,,
5:19.0,Offensive rebound by L. Allen,,28-42,,
5:19.0,L. Allen makes 2-pt shot at rim,2,30-42,,
5:10.0,,,30-42,,Atlanta full timeout
5:01.0,,,30-44,2,P. Antic makes 2-pt shot from 21 ft (assist by K. Korver)
5:01.0,,,30-44,,Shooting foul by L. Allen (drawn by P. Antic)
5:01.0,,,30-45,1,P. Antic makes free throw 1 of 1
4:52.0,,,30-45,,Personal foul by K. Korver (drawn by D. Rudez)
4:47.0,L. Allen makes 2-pt shot from 20 ft (assist by D. Sloan),2,32-45,,
4:34.0,Personal foul by D. Rudez (drawn by P. Antic),,32-45,,
4:34.0,,,32-46,1,P. Antic makes free throw 1 of 2
4:34.0,R. Hibbert enters the game for I. Mahinmi,,32-46,,
4:34.0,S. Hill enters the game for D. Rudez,,32-46,,
4:34.0,,,32-46,,P. Antic misses free throw 2 of 2
4:32.0,Defensive rebound by R. Hibbert,,32-46,,
4:10.0,D. Sloan misses 2-pt shot from 18 ft (block by J. Teague),,32-46,,
4:08.0,,,32-46,,Defensive rebound by K. Korver
4:04.0,,,32-48,2,P. Millsap makes 2-pt shot from 1 ft (assist by J. Teague)
3:48.0,Turnover by C. Copeland (lost ball; steal by P. Millsap),,32-48,,
3:42.0,,,32-48,,Turnover by K. Korver (traveling)
3:28.0,R. Hibbert makes 2-pt shot at rim (assist by L. Allen),2,34-48,,
3:07.0,,,34-48,,P. Antic misses 3-pt shot from 23 ft
3:05.0,Defensive rebound by S. Hill,,34-48,,
2:51.0,R. Hibbert makes 2-pt shot from 11 ft (assist by D. Sloan),2,36-48,,
2:40.0,,,36-48,,J. Teague misses 2-pt shot from 1 ft
2:38.0,Defensive rebound by R. Hibbert,,36-48,,
2:32.0,C. Copeland makes 3-pt shot from 23 ft (assist by D. Sloan),3,39-48,,
2:31.0,,,39-48,,Atlanta full timeout
2:31.0,Official timeout,,39-48,,
2:10.0,,,39-48,,A. Horford enters the game for P. Antic
2:10.0,,,39-48,,Turnover by A. Horford (lost ball)
1:55.0,Turnover by L. Allen (bad pass; steal by K. Korver),,39-48,,
1:51.0,,,39-48,,Turnover by P. Millsap (bad pass; steal by D. Sloan)
1:35.0,C. Copeland misses 2-pt shot from 4 ft,,39-48,,
1:33.0,Offensive rebound by Team,,39-48,,
1:32.0,,,39-48,,Personal foul by K. Korver (drawn by S. Hill)
1:32.0,S. Hill makes free throw 1 of 2,1,40-48,,
1:32.0,S. Hill makes free throw 2 of 2,1,41-48,,
1:16.0,,,41-48,,A. Horford misses 2-pt shot from 13 ft
1:13.0,Defensive rebound by C. Copeland,,41-48,,
1:00.0,R. Hibbert misses 2-pt shot from 12 ft,,41-48,,
1:00.0,,,41-48,,Defensive rebound by Team
1:00.0,Loose ball foul by L. Allen (drawn by P. Millsap),,41-48,,
1:00.0,,,41-49,1,P. Millsap makes free throw 1 of 2
1:00.0,L. Scola enters the game for L. Allen,,41-49,,
1:00.0,,,41-49,,P. Millsap misses free throw 2 of 2
0:59.0,Defensive rebound by L. Scola,,41-49,,
0:46.0,C. Copeland makes 3-pt shot from 25 ft (assist by D. Sloan),3,44-49,,
0:31.0,,,44-49,,Shooting foul by L. Scola (drawn by J. Teague)
0:31.0,,,44-50,1,J. Teague makes free throw 1 of 2
0:31.0,,,44-50,,K. Bazemore enters the game for K. Korver
0:31.0,,,44-51,1,J. Teague makes free throw 2 of 2
0:09.0,D. Sloan misses 2-pt shot from 1 ft,,44-51,,
0:08.0,,,44-51,,Defensive rebound by P. Millsap
0:04.0,,,44-51,,J. Teague misses 3-pt shot from 24 ft
0:02.0,,,44-51,,Offensive rebound by K. Bazemore
0:02.0,,,44-51,,K. Bazemore misses 2-pt shot at rim
0:01.0,Defensive rebound by R. Hibbert,,44-51,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,C. Miles misses 3-pt shot from 26 ft,,44-51,,
11:38.0,,,44-51,,Defensive rebound by J. Teague
11:31.0,Personal foul by R. Hibbert (drawn by A. Horford),,44-51,,
11:17.0,,,44-51,,D. Carroll misses 2-pt shot from 6 ft (block by R. Hibbert)
11:15.0,Defensive rebound by R. Hibbert,,44-51,,
11:08.0,C. Miles misses 2-pt shot from 6 ft,,44-51,,
11:06.0,,,44-51,,Defensive rebound by J. Teague
10:58.0,,,44-53,2,J. Teague makes 2-pt shot from 2 ft
10:33.0,D. Sloan misses 3-pt shot from 25 ft,,44-53,,
10:33.0,Offensive rebound by L. Scola,,44-53,,
10:33.0,L. Scola makes 2-pt shot from 1 ft,2,46-53,,
10:33.0,Shooting foul by P. Millsap (drawn by L. Scola),,46-53,,
10:33.0,L. Scola makes free throw 1 of 1,1,47-53,,
10:14.0,,,47-55,2,A. Horford makes 2-pt shot from 16 ft (assist by K. Korver)
9:59.0,C. Miles misses 3-pt shot from 23 ft,,47-55,,
9:58.0,,,47-55,,Defensive rebound by A. Horford
9:54.0,,,47-55,,Turnover by A. Horford (bad pass; steal by L. Scola)
9:46.0,D. Sloan misses 2-pt shot from 1 ft (block by A. Horford),,47-55,,
9:44.0,,,47-55,,Defensive rebound by J. Teague
9:39.0,,,47-57,2,A. Horford makes 2-pt shot at rim (assist by D. Carroll)
9:23.0,L. Scola misses 2-pt shot from 17 ft,,47-57,,
9:20.0,,,47-57,,Defensive rebound by D. Carroll
9:05.0,,,47-57,,Turnover by A. Horford (lost ball; steal by S. Hill)
9:02.0,Turnover by C. Miles (bad pass; steal by J. Teague),,47-57,,
8:58.0,,,47-59,2,A. Horford makes 2-pt shot at rim (assist by J. Teague)
8:41.0,R. Hibbert misses 2-pt shot from 18 ft,,47-59,,
8:37.0,,,47-59,,Defensive rebound by D. Carroll
8:28.0,,,47-59,,Turnover by J. Teague (bad pass)
8:08.0,S. Hill makes 2-pt shot from 8 ft,2,49-59,,
7:49.0,Personal foul by L. Scola (drawn by P. Millsap),,49-59,,
7:42.0,,,49-61,2,K. Korver makes 2-pt shot from 15 ft
7:21.0,Turnover by R. Hibbert (lost ball; steal by J. Teague),,49-61,,
7:16.0,,,49-63,2,D. Carroll makes 2-pt shot at rim (assist by J. Teague)
6:56.0,C. Miles misses 3-pt shot from 25 ft,,49-63,,
6:55.0,Offensive rebound by Team,,49-63,,
6:55.0,,,49-63,,Loose ball foul by K. Korver (drawn by L. Scola)
6:55.0,,,49-63,,P. Antic enters the game for A. Horford
6:43.0,C. Miles makes 3-pt shot from 23 ft (assist by D. Sloan),3,52-63,,
6:37.0,,,52-63,,K. Korver misses 3-pt shot from 25 ft
6:36.0,Defensive rebound by R. Hibbert,,52-63,,
6:22.0,,,52-63,,Personal foul by K. Korver (drawn by S. Hill)
6:22.0,,,52-63,,K. Bazemore enters the game for K. Korver
6:22.0,C. Copeland enters the game for C. Miles,,52-63,,
6:12.0,D. Sloan misses 3-pt shot from 25 ft,,52-63,,
6:11.0,,,52-63,,Defensive rebound by D. Carroll
5:54.0,,,52-63,,J. Teague misses 2-pt shot at rim
5:53.0,Defensive rebound by R. Hibbert,,52-63,,
5:36.0,D. Sloan misses 2-pt shot from 17 ft,,52-63,,
5:36.0,,,52-63,,Defensive rebound by Team
5:36.0,,,52-63,,Atlanta full timeout
5:36.0,C. Miles enters the game for S. Hill,,52-63,,
5:23.0,,,52-63,,P. Millsap misses 2-pt shot from 11 ft
5:21.0,Defensive rebound by L. Scola,,52-63,,
5:11.0,,,52-63,,Personal foul by K. Bazemore (drawn by C. Copeland)
4:59.0,C. Miles misses 2-pt shot from 8 ft,,52-63,,
4:58.0,,,52-63,,Defensive rebound by P. Antic
4:50.0,Personal foul by L. Scola (drawn by P. Millsap),,52-63,,
4:41.0,,,52-63,,Turnover by K. Bazemore (traveling)
4:33.0,,,52-63,,Personal foul by P. Antic (drawn by R. Hibbert)
4:33.0,R. Hibbert makes free throw 1 of 2,1,53-63,,
4:33.0,R. Hibbert makes free throw 2 of 2,1,54-63,,
4:17.0,,,54-63,,P. Antic misses 3-pt shot from 25 ft
4:16.0,Defensive rebound by L. Scola,,54-63,,
4:11.0,Shooting foul by P. Millsap (drawn by C. Miles),,54-63,,
4:11.0,C. Miles makes free throw 1 of 2,1,55-63,,
4:11.0,,,55-63,,S. Mack enters the game for J. Teague
4:11.0,C. Miles makes free throw 2 of 2,1,56-63,,
3:57.0,,,56-63,,P. Millsap misses 2-pt shot from 18 ft
3:56.0,Defensive rebound by D. Sloan,,56-63,,
3:45.0,Turnover by L. Scola (lost ball; steal by P. Millsap),,56-63,,
3:28.0,,,56-65,2,P. Millsap makes 2-pt shot from 2 ft (assist by S. Mack)
3:12.0,C. Miles makes 3-pt shot from 25 ft (assist by C. Copeland),3,59-65,,
2:56.0,,,59-67,2,D. Carroll makes 2-pt shot from 6 ft (assist by P. Millsap)
2:30.0,L. Scola misses 2-pt shot from 10 ft,,59-67,,
2:29.0,,,59-67,,Defensive rebound by P. Millsap
2:10.0,,,59-69,2,S. Mack makes 2-pt shot from 10 ft
2:01.0,Indiana full timeout,,59-69,,
2:01.0,,,59-69,,T. Sefolosha enters the game for D. Carroll
2:01.0,,,59-69,,M. Scott enters the game for P. Millsap
2:01.0,D. Rudez enters the game for C. Miles,,59-69,,
2:01.0,S. Hill enters the game for D. Sloan,,59-69,,
1:48.0,,,59-69,,Personal foul by T. Sefolosha (drawn by C. Copeland)
1:48.0,C. Copeland makes free throw 1 of 2,1,60-69,,
1:48.0,C. Copeland misses free throw 2 of 2,,60-69,,
1:47.0,,,60-69,,Defensive rebound by T. Sefolosha
1:40.0,,,60-69,,Shooting foul by R. Hibbert (drawn by T. Sefolosha)
1:40.0,,,60-69,,T. Sefolosha misses free throw 1 of 2
1:40.0,,,60-69,,Offensive rebound by Team
1:40.0,,,60-69,,A. Horford enters the game for P. Antic
1:40.0,L. Allen enters the game for L. Scola,,60-69,,
1:40.0,,,60-70,1,T. Sefolosha makes free throw 2 of 2
1:17.0,R. Hibbert misses 2-pt shot from 9 ft,,60-70,,
1:16.0,Offensive rebound by S. Hill,,60-70,,
1:16.0,S. Hill misses 2-pt shot from 1 ft,,60-70,,
1:13.0,Offensive rebound by S. Hill,,60-70,,
1:03.0,S. Hill misses 3-pt shot from 25 ft,,60-70,,
1:01.0,,,60-70,,Defensive rebound by T. Sefolosha
0:49.0,,,60-70,,A. Horford misses 2-pt shot from 10 ft
0:47.0,Defensive rebound by S. Hill,,60-70,,
0:32.0,,,60-70,,Violation by T. Sefolosha (kicked ball)
0:22.0,D. Rudez misses 3-pt shot from 23 ft,,60-70,,
0:19.0,Offensive rebound by L. Allen,,60-70,,
0:05.0,C. Copeland makes 3-pt shot from 25 ft (assist by S. Hill),3,63-70,,
0:00.0,,,63-70,,S. Mack misses 3-pt shot from 25 ft
0:00.0,,,63-70,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,63-70,,Shooting foul by D. Rudez (drawn by K. Korver)
11:47.0,,,63-70,,K. Korver misses free throw 1 of 2
11:47.0,,,63-70,,Offensive rebound by Team
11:47.0,,,63-71,1,K. Korver makes free throw 2 of 2
11:32.0,D. Rudez misses 3-pt shot from 24 ft,,63-71,,
11:30.0,,,63-71,,Defensive rebound by T. Sefolosha
11:23.0,,,63-73,2,T. Sefolosha makes 2-pt shot at rim (assist by K. Korver)
11:02.0,C. Copeland misses 3-pt shot from 25 ft,,63-73,,
10:59.0,Offensive rebound by Team,,63-73,,
10:46.0,,,63-73,,Violation by A. Horford (def goaltending)
10:46.0,I. Mahinmi makes 2-pt shot from 1 ft (assist by L. Allen),2,65-73,,
10:35.0,,,65-75,2,A. Horford makes 2-pt shot from 19 ft (assist by S. Mack)
10:28.0,Turnover by S. Hill (offensive foul),,65-75,,
10:28.0,Offensive charge foul by S. Hill,,65-75,,
10:28.0,D. Sloan enters the game for D. Rudez,,65-75,,
10:17.0,,,65-75,,A. Horford misses 2-pt shot from 17 ft
10:15.0,Defensive rebound by D. Sloan,,65-75,,
9:56.0,L. Allen misses 2-pt shot from 21 ft,,65-75,,
9:55.0,,,65-75,,Defensive rebound by A. Horford
9:53.0,Clear path foul by L. Allen,,65-75,,
9:53.0,,,65-76,1,M. Scott makes clear path free throw 1 of 2
9:53.0,,,65-76,,M. Scott misses clear path free throw 2 of 2
9:53.0,,,65-76,,Offensive rebound by Team
9:44.0,,,65-78,2,A. Horford makes 2-pt shot from 1 ft (assist by S. Mack)
9:28.0,L. Allen misses 2-pt shot from 20 ft,,65-78,,
9:27.0,,,65-78,,Defensive rebound by K. Korver
9:09.0,,,65-78,,S. Mack misses 3-pt shot from 26 ft
9:07.0,Defensive rebound by C. Copeland,,65-78,,
8:43.0,D. Sloan makes 2-pt shot from 12 ft,2,67-78,,
8:43.0,Shooting foul by T. Sefolosha (drawn by D. Sloan),,67-78,,
8:43.0,Official timeout,,67-78,,
8:43.0,D. Sloan makes free throw 1 of 1,1,68-78,,
8:25.0,,,68-78,,A. Horford misses 3-pt shot from 23 ft
8:23.0,Defensive rebound by C. Copeland,,68-78,,
8:07.0,S. Hill makes 3-pt shot from 25 ft (assist by L. Allen),3,71-78,,
7:52.0,,,71-78,,Shooting foul by L. Allen (drawn by A. Horford)
7:52.0,,,71-79,1,A. Horford makes free throw 1 of 2
7:52.0,,,71-79,,P. Millsap enters the game for T. Sefolosha
7:52.0,,,71-79,,D. Carroll enters the game for S. Mack
7:52.0,,,71-79,,J. Teague enters the game for M. Scott
7:52.0,,,71-80,1,A. Horford makes free throw 2 of 2
7:33.0,Turnover by S. Hill (traveling),,71-80,,
7:33.0,,,71-80,,P. Antic enters the game for A. Horford
7:23.0,,,71-83,3,K. Korver makes 3-pt shot from 25 ft (assist by J. Teague)
7:05.0,L. Allen misses 2-pt shot from 19 ft,,71-83,,
7:03.0,,,71-83,,Defensive rebound by D. Carroll
6:46.0,,,71-83,,J. Teague misses 2-pt shot from 2 ft (block by C. Copeland)
6:44.0,Defensive rebound by C. Copeland,,71-83,,
6:37.0,D. Sloan makes 3-pt shot from 24 ft (assist by S. Hill),3,74-83,,
6:28.0,,,74-83,,Atlanta full timeout
6:28.0,L. Scola enters the game for L. Allen,,74-83,,
6:28.0,R. Hibbert enters the game for I. Mahinmi,,74-83,,
6:18.0,,,74-83,,Turnover by P. Antic (traveling)
6:06.0,C. Copeland makes 3-pt shot from 25 ft (assist by S. Hill),3,77-83,,
5:49.0,,,77-86,3,K. Korver makes 3-pt shot from 25 ft (assist by P. Antic)
5:34.0,Offensive charge foul by C. Copeland,,77-86,,
5:34.0,Turnover by C. Copeland (offensive foul),,77-86,,
5:22.0,,,77-86,,P. Millsap misses 3-pt shot from 25 ft
5:20.0,Defensive rebound by L. Scola,,77-86,,
5:04.0,Shooting foul by P. Antic (drawn by R. Hibbert),,77-86,,
5:04.0,R. Hibbert makes free throw 1 of 2,1,78-86,,
5:04.0,R. Hibbert makes free throw 2 of 2,1,79-86,,
4:53.0,,,79-88,2,J. Teague makes 2-pt shot at rim (assist by P. Antic)
4:29.0,Turnover by L. Scola (lost ball; steal by J. Teague),,79-88,,
4:26.0,Personal foul by D. Sloan (drawn by J. Teague),,79-88,,
4:16.0,,,79-88,,D. Carroll misses 2-pt shot from 22 ft
4:14.0,Defensive rebound by R. Hibbert,,79-88,,
4:02.0,L. Scola makes 2-pt shot from 16 ft (assist by C. Copeland),2,81-88,,
3:50.0,Personal foul by L. Scola (drawn by P. Millsap),,81-88,,
3:50.0,,,81-88,,P. Millsap misses free throw 1 of 2
3:50.0,,,81-88,,Offensive rebound by Team
3:50.0,,,81-88,,A. Horford enters the game for P. Antic
3:50.0,,,81-89,1,P. Millsap makes free throw 2 of 2
3:30.0,Turnover by C. Copeland (traveling),,81-89,,
3:26.0,,,81-89,,Offensive charge foul by D. Carroll
3:26.0,,,81-89,,Turnover by D. Carroll (offensive foul)
3:12.0,D. Sloan misses 3-pt shot from 25 ft,,81-89,,
3:08.0,Offensive rebound by L. Scola,,81-89,,
3:08.0,L. Scola makes 2-pt shot at rim,2,83-89,,
3:06.0,,,83-89,,Shooting foul by D. Sloan (drawn by J. Teague)
3:06.0,,,83-90,1,J. Teague makes free throw 1 of 2
3:06.0,,,83-91,1,J. Teague makes free throw 2 of 2
2:51.0,Turnover by C. Copeland (bad pass; steal by D. Carroll),,83-91,,
2:42.0,,,83-91,,A. Horford misses 2-pt shot from 1 ft (block by R. Hibbert)
2:42.0,,,83-91,,Offensive rebound by A. Horford
2:42.0,,,83-93,2,A. Horford makes 2-pt shot from 1 ft
2:42.0,Indiana full timeout,,83-93,,
2:27.0,C. Copeland misses 3-pt shot from 24 ft,,83-93,,
2:26.0,Offensive rebound by L. Scola,,83-93,,
2:26.0,Shooting foul by P. Millsap (drawn by L. Scola),,83-93,,
2:26.0,L. Scola makes free throw 1 of 2,1,84-93,,
2:26.0,L. Scola misses free throw 2 of 2,,84-93,,
2:25.0,Offensive rebound by C. Copeland,,84-93,,
2:17.0,S. Hill misses 3-pt shot from 25 ft,,84-93,,
2:15.0,Offensive rebound by C. Copeland,,84-93,,
2:05.0,L. Scola makes 2-pt shot from 6 ft (assist by C. Copeland),2,86-93,,
1:48.0,,,86-93,,D. Carroll misses 2-pt shot from 1 ft
1:47.0,Defensive rebound by R. Hibbert,,86-93,,
