time,Golden State,pts.away,score,pts.home,Cleveland
0:41.0,S. Curry misses 3-pt shot from 34 ft,,83-92,,
0:41.0,Offensive rebound by D. Lee,,83-92,,
0:41.0,D. Lee makes 2-pt shot from 1 ft,2,85-92,,
0:39.0,,,85-92,,Turnover by I. Shumpert (bad pass; steal by S. Curry)
0:37.0,S. Curry misses 3-pt shot from 25 ft,,85-92,,
0:34.0,,,85-92,,Defensive rebound by M. Dellavedova
0:34.0,Jump ball: M. Dellavedova vs. K. Thompson (T. Mozgov gains possession),,,,Jump ball: M. Dellavedova vs. K. Thompson (T. Mozgov gains possession)
0:30.0,,,85-92,,Turnover by T. Mozgov (bad pass)
0:30.0,Golden State full timeout,,85-92,,
0:28.0,S. Curry makes 3-pt shot from 23 ft (assist by A. Iguodala),3,88-92,,
0:28.0,,,88-92,,Cleveland full timeout
0:28.0,,,88-92,,M. Miller enters the game for T. Thompson
0:28.0,,,88-92,,J. Jones enters the game for T. Mozgov
0:28.0,,,88-92,,J. Smith enters the game for I. Shumpert
0:28.0,H. Barnes enters the game for D. Lee,,88-92,,
0:27.0,Personal foul by K. Thompson (drawn by L. James),,88-92,,
0:27.0,,,88-93,1,L. James makes free throw 1 of 2
0:27.0,D. Lee enters the game for H. Barnes,,88-93,,
0:27.0,,,88-93,,I. Shumpert enters the game for J. Smith
0:27.0,,,88-93,,T. Thompson enters the game for J. Jones
0:27.0,,,88-93,,T. Mozgov enters the game for M. Miller
0:27.0,,,88-94,1,L. James makes free throw 2 of 2
0:19.0,S. Curry makes 3-pt shot from 29 ft,3,91-94,,
0:19.0,,,91-94,,Cleveland full timeout
0:19.0,,,91-94,,M. Miller enters the game for T. Thompson
0:19.0,,,91-94,,J. Jones enters the game for T. Mozgov
0:19.0,,,91-94,,J. Smith enters the game for I. Shumpert
0:19.0,H. Barnes enters the game for D. Lee,,91-94,,
0:17.0,Personal foul by H. Barnes (drawn by L. James),,91-94,,
0:17.0,,,91-95,1,L. James makes free throw 1 of 2
0:17.0,D. Lee enters the game for H. Barnes,,91-95,,
0:17.0,,,91-95,,T. Thompson enters the game for J. Jones
0:17.0,,,91-95,,I. Shumpert enters the game for M. Miller
0:17.0,,,91-96,1,L. James makes free throw 2 of 2
0:06.0,A. Iguodala misses 3-pt shot from 23 ft,,91-96,,
0:04.0,,,91-96,,Defensive rebound by I. Shumpert
0:00.0,End of 4th quarter,,,,End of 4th quarter
