time,Memphis,pts.away,score,pts.home,Cleveland
2:41.0,,,10-22,2,K. Love makes 2-pt shot from 15 ft (assist by L. James)
2:26.0,K. Koufos makes 2-pt shot at rim (assist by N. Calathes),2,12-22,,
2:02.0,,,12-22,,Turnover by K. Love (bad pass)
2:02.0,,,12-22,,S. Marion enters the game for K. Love
1:41.0,M. Conley makes 2-pt shot at rim,2,14-22,,
1:41.0,Shooting foul by T. Thompson (drawn by M. Conley),,14-22,,
1:41.0,J. Leuer enters the game for T. Prince,,14-22,,
1:41.0,M. Conley makes free throw 1 of 1,1,15-22,,
1:22.0,V. Carter enters the game for M. Conley,,15-22,,
1:15.0,,,15-22,,L. James misses 2-pt shot from 18 ft
1:13.0,,,15-22,,Offensive rebound by M. Dellavedova
1:04.0,,,15-22,,L. James misses 3-pt shot from 23 ft
1:03.0,Defensive rebound by Team,,15-22,,
1:03.0,,,15-22,,Loose ball foul by T. Thompson (drawn by V. Carter)
1:03.0,V. Carter makes free throw 1 of 2,1,16-22,,
1:03.0,,,16-22,,A. Varejao enters the game for T. Thompson
1:03.0,V. Carter makes free throw 2 of 2,1,17-22,,
0:49.0,,,17-22,,Turnover by L. James (bad pass)
0:26.0,N. Calathes makes 2-pt shot from 6 ft,2,19-22,,
0:03.0,,,19-22,,Turnover by L. James (bad pass; steal by J. Leuer)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,19-22,,S. Marion misses 2-pt shot from 7 ft
11:42.0,Defensive rebound by V. Carter,,19-22,,
11:28.0,J. Leuer misses 3-pt shot from 24 ft,,19-22,,
11:27.0,,,19-22,,Defensive rebound by M. Dellavedova
11:22.0,,,19-22,,Turnover by S. Marion (bad pass; steal by V. Carter)
11:12.0,Turnover by N. Calathes (lost ball),,19-22,,
10:57.0,Personal foul by N. Calathes (drawn by K. Irving),,19-22,,
10:57.0,M. Gasol enters the game for K. Koufos,,19-22,,
10:45.0,,,19-24,2,K. Irving makes 2-pt shot from 18 ft
10:29.0,V. Carter misses 3-pt shot from 25 ft,,19-24,,
10:28.0,,,19-24,,Defensive rebound by A. Varejao
10:20.0,,,19-26,2,D. Waiters makes 2-pt shot from 18 ft
9:58.0,J. Leuer makes 2-pt shot from 7 ft (assist by M. Gasol),2,21-26,,
9:39.0,,,21-26,,D. Waiters misses 2-pt shot from 20 ft
9:38.0,Defensive rebound by J. Leuer,,21-26,,
9:16.0,J. Leuer misses 2-pt shot from 18 ft,,21-26,,
9:15.0,Offensive rebound by M. Gasol,,21-26,,
9:15.0,,,21-26,,Personal foul by K. Irving (drawn by M. Gasol)
9:15.0,B. Udrih enters the game for N. Calathes,,21-26,,
9:07.0,Shooting foul by A. Varejao (drawn by M. Gasol),,21-26,,
9:07.0,M. Gasol makes free throw 1 of 2,1,22-26,,
9:07.0,M. Gasol makes free throw 2 of 2,1,23-26,,
8:56.0,Personal foul by Q. Pondexter (drawn by K. Irving),,23-26,,
8:56.0,Official timeout,,23-26,,
8:56.0,,,23-26,,K. Love enters the game for M. Dellavedova
8:56.0,C. Lee enters the game for Q. Pondexter,,23-26,,
8:43.0,,,23-28,2,S. Marion makes 2-pt shot at rim (assist by A. Varejao)
8:18.0,M. Gasol misses 2-pt shot from 14 ft,,23-28,,
8:16.0,,,23-28,,Defensive rebound by K. Love
8:08.0,,,23-30,2,S. Marion makes 2-pt shot from 1 ft (assist by K. Irving)
7:54.0,J. Leuer makes 2-pt shot at rim (assist by M. Gasol),2,25-30,,
7:38.0,,,25-30,,D. Waiters misses 3-pt shot from 23 ft
7:37.0,Defensive rebound by J. Leuer,,25-30,,
7:23.0,C. Lee misses 2-pt shot from 17 ft,,25-30,,
7:22.0,,,25-30,,Defensive rebound by A. Varejao
7:05.0,,,25-32,2,D. Waiters makes 2-pt shot at rim (assist by K. Irving)
6:51.0,B. Udrih misses 2-pt shot from 17 ft,,25-32,,
6:50.0,,,25-32,,Defensive rebound by A. Varejao
6:46.0,,,25-34,2,K. Irving makes 2-pt shot from 1 ft
6:46.0,,,25-34,,Shooting foul by B. Udrih (drawn by K. Irving)
6:46.0,Memphis full timeout,,25-34,,
6:46.0,,,25-34,,L. James enters the game for D. Waiters
6:46.0,,,25-34,,K. Irving misses free throw 1 of 1
6:45.0,Defensive rebound by B. Udrih,,25-34,,
6:34.0,,,25-34,,Personal foul by A. Varejao (drawn by M. Gasol)
6:20.0,V. Carter makes 2-pt shot from 18 ft (assist by M. Gasol),2,27-34,,
5:55.0,,,27-34,,Turnover by L. James (bad pass; steal by V. Carter)
5:50.0,C. Lee misses 2-pt shot from 8 ft,,27-34,,
5:47.0,Offensive rebound by V. Carter,,27-34,,
5:44.0,V. Carter makes 2-pt shot from 3 ft,2,29-34,,
5:35.0,M. Conley enters the game for B. Udrih,,29-34,,
5:35.0,Q. Pondexter enters the game for C. Lee,,29-34,,
5:28.0,,,29-36,2,S. Marion makes 2-pt shot at rim (assist by L. James)
5:06.0,M. Gasol makes 2-pt shot at rim (assist by J. Leuer),2,31-36,,
4:42.0,,,31-38,2,A. Varejao makes 2-pt shot from 1 ft (assist by K. Irving)
4:34.0,M. Conley misses 3-pt shot from 26 ft,,31-38,,
4:33.0,,,31-38,,Defensive rebound by K. Love
4:17.0,,,31-40,2,K. Irving makes 2-pt shot at rim (assist by A. Varejao)
4:05.0,Q. Pondexter misses 3-pt shot from 23 ft,,31-40,,
4:04.0,,,31-40,,Defensive rebound by A. Varejao
3:48.0,,,31-42,2,A. Varejao makes 2-pt shot from 8 ft (assist by K. Irving)
3:26.0,V. Carter makes 2-pt shot from 17 ft (assist by J. Leuer),2,33-42,,
3:16.0,,,33-42,,Offensive charge foul by L. James
3:16.0,,,33-42,,Turnover by L. James (offensive foul)
3:16.0,T. Prince enters the game for J. Leuer,,33-42,,
3:16.0,,,33-42,,D. Waiters enters the game for A. Varejao
3:16.0,,,33-42,,T. Thompson enters the game for S. Marion
2:58.0,M. Conley misses 2-pt shot from 1 ft,,33-42,,
2:53.0,,,33-42,,Defensive rebound by K. Love
2:48.0,,,33-44,2,D. Waiters makes 2-pt shot at rim (assist by L. James)
2:32.0,Turnover by Q. Pondexter (3 sec),,33-44,,
2:32.0,,,33-44,,Cleveland full timeout
2:32.0,,,33-44,,M. Dellavedova enters the game for K. Irving
2:32.0,C. Lee enters the game for V. Carter,,33-44,,
2:21.0,,,33-44,,K. Love misses 2-pt shot from 1 ft
2:19.0,Defensive rebound by M. Gasol,,33-44,,
2:11.0,C. Lee makes 2-pt shot at rim (assist by M. Gasol),2,35-44,,
1:52.0,,,35-47,3,L. James makes 3-pt shot from 26 ft (assist by K. Love)
1:24.0,M. Gasol misses 3-pt shot from 24 ft,,35-47,,
1:24.0,Offensive rebound by Team,,35-47,,
1:24.0,Turnover by Team (shot clock),,35-47,,
1:11.0,,,35-49,2,L. James makes 2-pt shot at rim
0:58.0,M. Conley misses 2-pt shot from 3 ft,,35-49,,
0:57.0,Offensive rebound by M. Gasol,,35-49,,
0:57.0,M. Gasol misses 2-pt shot at rim,,35-49,,
0:56.0,Offensive rebound by M. Gasol,,35-49,,
0:56.0,M. Gasol makes 2-pt shot from 1 ft,2,37-49,,
0:39.0,,,37-49,,Turnover by D. Waiters (bad pass; steal by M. Conley)
0:37.0,Shooting foul by M. Dellavedova (drawn by Q. Pondexter),,37-49,,
0:37.0,Q. Pondexter misses free throw 1 of 2,,37-49,,
0:37.0,Offensive rebound by Team,,37-49,,
0:37.0,K. Koufos enters the game for M. Conley,,37-49,,
0:37.0,B. Udrih enters the game for M. Gasol,,37-49,,
0:37.0,,,37-49,,S. Marion enters the game for T. Thompson
0:37.0,Q. Pondexter makes free throw 2 of 2,1,38-49,,
0:30.0,,,38-51,2,S. Marion makes 2-pt shot at rim (assist by L. James)
0:15.0,Q. Pondexter makes 3-pt shot from 23 ft (assist by B. Udrih),3,41-51,,
0:01.0,,,41-51,,Shooting foul by Q. Pondexter (drawn by L. James)
0:01.0,,,41-51,,L. James misses free throw 1 of 2
0:01.0,,,41-51,,Offensive rebound by Team
0:01.0,,,41-52,1,L. James makes free throw 2 of 2
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:50.0,Personal foul by J. Leuer (drawn by K. Love),,41-52,,
11:41.0,,,41-54,2,K. Love makes 2-pt shot from 12 ft (assist by M. Miller)
11:19.0,M. Conley misses 3-pt shot from 26 ft,,41-54,,
11:18.0,,,41-54,,Defensive rebound by K. Love
11:00.0,,,41-54,,K. Irving misses 2-pt shot from 1 ft
10:58.0,Defensive rebound by M. Gasol,,41-54,,
10:55.0,J. Leuer makes 2-pt shot at rim (assist by M. Conley),2,43-54,,
10:46.0,,,43-54,,K. Irving misses 2-pt shot from 4 ft
10:44.0,,,43-54,,Offensive rebound by A. Varejao
10:23.0,,,43-54,,L. James misses 2-pt shot from 21 ft
10:22.0,Defensive rebound by M. Conley,,43-54,,
10:06.0,,,43-54,,Personal foul by A. Varejao (drawn by M. Gasol)
9:52.0,J. Leuer makes 2-pt shot at rim (assist by M. Conley),2,45-54,,
9:31.0,,,45-56,2,L. James makes 2-pt shot at rim (assist by K. Irving)
9:20.0,M. Conley makes 2-pt shot from 1 ft,2,47-56,,
8:51.0,,,47-58,2,A. Varejao makes 2-pt shot from 6 ft (assist by L. James)
8:32.0,Shooting foul by M. Miller (drawn by C. Lee),,47-58,,
8:32.0,C. Lee makes free throw 1 of 2,1,48-58,,
8:32.0,C. Lee makes free throw 2 of 2,1,49-58,,
8:16.0,,,49-61,3,L. James makes 3-pt shot from 25 ft (assist by M. Miller)
8:04.0,J. Leuer makes 2-pt shot from 2 ft (assist by M. Gasol),2,51-61,,
7:51.0,,,51-61,,K. Irving misses 2-pt shot from 11 ft
7:50.0,Defensive rebound by J. Leuer,,51-61,,
7:32.0,J. Leuer makes 2-pt shot from 11 ft,2,53-61,,
7:14.0,,,53-63,2,A. Varejao makes 2-pt shot from 16 ft (assist by K. Irving)
7:00.0,M. Gasol makes 2-pt shot at rim (assist by M. Conley),2,55-63,,
7:00.0,Shooting foul by K. Love (drawn by M. Gasol),,55-63,,
7:00.0,M. Gasol makes free throw 1 of 1,1,56-63,,
6:49.0,,,56-63,,A. Varejao misses 2-pt shot from 18 ft
6:47.0,Defensive rebound by C. Lee,,56-63,,
6:40.0,M. Gasol makes 2-pt shot from 3 ft (assist by M. Conley),2,58-63,,
6:36.0,,,58-63,,Cleveland full timeout
6:36.0,Q. Pondexter enters the game for J. Leuer,,58-63,,
6:21.0,,,58-63,,A. Varejao misses 2-pt shot from 5 ft (block by C. Lee)
6:21.0,Defensive rebound by Team,,58-63,,
6:09.0,Turnover by M. Gasol (traveling),,58-63,,
6:00.0,Personal foul by Q. Pondexter (drawn by L. James),,58-63,,
5:46.0,,,58-65,2,A. Varejao makes 2-pt shot from 6 ft
5:21.0,M. Conley misses 3-pt shot from 25 ft,,58-65,,
5:20.0,Offensive rebound by T. Prince,,58-65,,
5:20.0,T. Prince misses 2-pt shot at rim,,58-65,,
5:19.0,,,58-65,,Defensive rebound by Team
5:03.0,,,58-65,,K. Love misses 2-pt shot from 14 ft
5:01.0,Defensive rebound by M. Gasol,,58-65,,
4:52.0,T. Prince misses 2-pt shot from 20 ft,,58-65,,
4:51.0,,,58-65,,Defensive rebound by M. Miller
4:39.0,,,58-65,,K. Love misses 2-pt shot from 1 ft
4:38.0,Defensive rebound by M. Gasol,,58-65,,
4:31.0,M. Conley makes 2-pt shot at rim,2,60-65,,
4:22.0,,,60-67,2,K. Irving makes 2-pt shot at rim
4:08.0,M. Conley makes 2-pt shot from 18 ft,2,62-67,,
3:55.0,K. Koufos enters the game for T. Prince,,62-67,,
3:55.0,,,62-67,,T. Thompson enters the game for A. Varejao
3:55.0,,,62-67,,D. Waiters enters the game for M. Miller
3:52.0,,,62-69,2,L. James makes 2-pt shot from 1 ft (assist by K. Irving)
3:34.0,M. Conley misses 2-pt shot from 20 ft,,62-69,,
3:33.0,Offensive rebound by M. Gasol,,62-69,,
3:30.0,M. Gasol misses 2-pt shot from 2 ft,,62-69,,
3:29.0,Offensive rebound by M. Gasol,,62-69,,
3:16.0,M. Gasol makes 2-pt shot from 6 ft,2,64-69,,
3:04.0,,,64-69,,Shooting foul by C. Lee (drawn by T. Thompson)
3:04.0,,,64-70,1,T. Thompson makes free throw 1 of 2
3:04.0,,,64-70,,T. Thompson misses free throw 2 of 2
3:03.0,Defensive rebound by M. Gasol,,64-70,,
2:47.0,,,64-70,,Personal foul by K. Love (drawn by K. Koufos)
2:47.0,Memphis full timeout,,64-70,,
2:47.0,,,64-70,,M. Dellavedova enters the game for K. Irving
2:47.0,B. Udrih enters the game for C. Lee,,64-70,,
2:47.0,V. Carter enters the game for M. Conley,,64-70,,
2:37.0,Q. Pondexter misses 3-pt shot from 22 ft,,64-70,,
2:36.0,,,64-70,,Defensive rebound by Team
2:26.0,,,64-70,,Turnover by L. James (bad pass; steal by K. Koufos)
2:18.0,M. Gasol makes 2-pt shot at rim (assist by B. Udrih),2,66-70,,
2:18.0,Shooting foul by D. Waiters (drawn by M. Gasol),,66-70,,
2:18.0,,,66-70,,S. Marion enters the game for K. Love
2:18.0,M. Gasol misses free throw 1 of 1,,66-70,,
2:18.0,,,66-70,,Defensive rebound by S. Marion
2:02.0,,,66-70,,L. James misses 3-pt shot from 25 ft
2:01.0,Defensive rebound by V. Carter,,66-70,,
1:52.0,Turnover by M. Gasol (bad pass; steal by S. Marion),,66-70,,
1:50.0,Personal foul by M. Gasol (drawn by S. Marion),,66-70,,
1:43.0,Personal foul by Q. Pondexter (drawn by L. James),,66-70,,
1:43.0,,,66-71,1,L. James makes free throw 1 of 2
1:43.0,,,66-72,1,L. James makes free throw 2 of 2
1:29.0,M. Gasol makes 2-pt shot at rim (assist by B. Udrih),2,68-72,,
1:14.0,,,68-74,2,D. Waiters makes 2-pt shot from 21 ft (assist by M. Dellavedova)
0:59.0,M. Gasol makes 2-pt shot from 15 ft (assist by B. Udrih),2,70-74,,
0:41.0,,,70-74,,M. Dellavedova misses 3-pt shot from 24 ft
0:40.0,Defensive rebound by M. Gasol,,70-74,,
0:26.0,Q. Pondexter misses 3-pt shot from 23 ft,,70-74,,
0:24.0,,,70-74,,Defensive rebound by S. Marion
0:04.0,,,70-77,3,S. Marion makes 3-pt shot from 23 ft (assist by M. Dellavedova)
0:01.0,B. Udrih misses 2-pt shot from 9 ft (block by L. James),,70-77,,
0:00.0,,,70-77,,Defensive rebound by S. Marion
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,B. Udrih makes 2-pt shot from 19 ft (assist by V. Carter),2,72-77,,
11:24.0,,,72-79,2,L. James makes 2-pt shot from 20 ft (assist by K. Irving)
11:09.0,V. Carter makes 2-pt shot from 11 ft,2,74-79,,
10:53.0,,,74-81,2,K. Irving makes 2-pt shot from 14 ft
10:40.0,M. Gasol misses 2-pt shot from 13 ft,,74-81,,
10:39.0,,,74-81,,Defensive rebound by K. Irving
10:31.0,,,74-81,,D. Waiters misses 3-pt shot from 23 ft
10:30.0,Defensive rebound by K. Koufos,,74-81,,
10:18.0,V. Carter misses 3-pt shot from 26 ft,,74-81,,
10:17.0,,,74-81,,Defensive rebound by T. Thompson
10:11.0,,,74-83,2,L. James makes 2-pt shot at rim (assist by D. Waiters)
9:46.0,Turnover by M. Gasol (lost ball),,74-83,,
9:46.0,J. Leuer enters the game for M. Gasol,,74-83,,
9:46.0,,,74-83,,K. Love enters the game for L. James
9:39.0,,,74-85,2,D. Waiters makes 2-pt shot at rim (assist by K. Irving)
9:30.0,Memphis full timeout,,74-85,,
9:18.0,V. Carter misses 2-pt shot from 10 ft,,74-85,,
9:17.0,,,74-85,,Defensive rebound by K. Irving
9:12.0,,,74-85,,Turnover by D. Waiters (traveling)
9:01.0,V. Carter misses 3-pt shot from 26 ft,,74-85,,
9:00.0,,,74-85,,Defensive rebound by S. Marion
8:55.0,,,74-85,,D. Waiters misses 2-pt shot from 14 ft
8:54.0,,,74-85,,Offensive rebound by D. Waiters
8:33.0,,,74-87,2,T. Thompson makes 2-pt shot from 4 ft (assist by K. Irving)
8:22.0,Shooting foul by T. Thompson (drawn by Q. Pondexter),,74-87,,
8:22.0,Q. Pondexter misses free throw 1 of 2,,74-87,,
8:22.0,Offensive rebound by Team,,74-87,,
8:22.0,Q. Pondexter makes free throw 2 of 2,1,75-87,,
8:08.0,,,75-87,,D. Waiters misses 2-pt shot at rim
8:07.0,Defensive rebound by J. Leuer,,75-87,,
8:03.0,,,75-87,,Personal foul by K. Love (drawn by K. Koufos)
8:03.0,N. Calathes enters the game for Q. Pondexter,,75-87,,
7:55.0,K. Koufos makes 2-pt shot at rim (assist by B. Udrih),2,77-87,,
7:36.0,,,77-87,,Offensive charge foul by D. Waiters
7:36.0,,,77-87,,Turnover by D. Waiters (offensive foul)
7:23.0,,,77-87,,Personal foul by T. Thompson (drawn by K. Koufos)
7:16.0,V. Carter makes 2-pt shot from 12 ft,2,79-87,,
7:02.0,,,79-90,3,D. Waiters makes 3-pt shot from 23 ft (assist by S. Marion)
6:41.0,K. Koufos misses 2-pt shot from 7 ft,,79-90,,
6:40.0,Offensive rebound by J. Leuer,,79-90,,
6:39.0,J. Leuer misses 2-pt shot from 6 ft,,79-90,,
6:38.0,,,79-90,,Defensive rebound by K. Love
6:38.0,Personal foul by J. Leuer (drawn by K. Love),,79-90,,
6:38.0,,,79-90,,L. James enters the game for S. Marion
6:21.0,,,79-92,2,K. Irving makes 2-pt shot from 15 ft
6:09.0,N. Calathes makes 2-pt shot at rim,2,81-92,,
5:50.0,,,81-94,2,D. Waiters makes 2-pt shot from 16 ft (assist by K. Irving)
5:28.0,J. Leuer misses 2-pt shot from 1 ft (block by K. Love),,81-94,,
5:27.0,Offensive rebound by J. Leuer,,81-94,,
5:27.0,J. Leuer misses 2-pt shot from 1 ft,,81-94,,
5:25.0,,,81-94,,Defensive rebound by D. Waiters
5:20.0,,,81-96,2,D. Waiters makes 2-pt shot at rim
5:20.0,,,81-96,,Shooting foul by B. Udrih (drawn by D. Waiters)
5:20.0,Official timeout,,81-96,,
5:20.0,Violation by Team (delay of game),,81-96,,
5:20.0,J. Adams enters the game for V. Carter,,81-96,,
5:20.0,,,81-97,1,D. Waiters makes free throw 1 of 1
5:09.0,Shooting foul by K. Love (drawn by J. Leuer),,81-97,,
5:09.0,J. Leuer makes free throw 1 of 2,1,82-97,,
5:09.0,J. Leuer makes free throw 2 of 2,1,83-97,,
4:52.0,,,83-100,3,D. Waiters makes 3-pt shot from 23 ft (assist by L. James)
4:33.0,K. Koufos misses 2-pt shot from 1 ft,,83-100,,
4:32.0,Offensive rebound by J. Leuer,,83-100,,
4:32.0,J. Leuer makes 2-pt shot at rim,2,85-100,,
4:19.0,,,85-100,,L. James misses 2-pt shot at rim
4:17.0,Defensive rebound by K. Koufos,,85-100,,
4:11.0,J. Adams misses 3-pt shot from 25 ft,,85-100,,
4:10.0,,,85-100,,Defensive rebound by Team
4:10.0,Loose ball foul by N. Calathes (drawn by D. Waiters),,85-100,,
3:55.0,Personal foul by N. Calathes (drawn by L. James),,85-100,,
3:55.0,J. Stokes enters the game for J. Leuer,,85-100,,
3:41.0,,,85-102,2,L. James makes 2-pt shot from 10 ft
3:29.0,K. Koufos makes 2-pt shot at rim (assist by N. Calathes),2,87-102,,
3:12.0,,,87-102,,D. Waiters misses 2-pt shot from 16 ft
3:10.0,Defensive rebound by J. Adams,,87-102,,
3:02.0,B. Udrih misses 3-pt shot from 25 ft,,87-102,,
3:00.0,,,87-102,,Defensive rebound by T. Thompson
2:55.0,,,87-102,,Shooting foul by J. Adams (drawn by L. James)
2:55.0,,,87-102,,Cleveland full timeout
2:55.0,,,87-102,,S. Marion enters the game for K. Love
2:55.0,,,87-103,1,L. James makes free throw 1 of 2
2:55.0,,,87-103,,L. James misses free throw 2 of 2
2:54.0,Defensive rebound by N. Calathes,,87-103,,
2:36.0,K. Koufos misses 2-pt shot from 7 ft (block by T. Thompson),,87-103,,
2:31.0,,,87-103,,Defensive rebound by S. Marion
2:17.0,,,87-103,,Turnover by K. Irving (lost ball; steal by N. Calathes)
2:13.0,Turnover by B. Udrih (lost ball; steal by D. Waiters),,87-103,,
2:05.0,,,87-103,,Cleveland full timeout
2:05.0,,,87-103,,M. Dellavedova enters the game for L. James
2:05.0,,,87-103,,J. Harris enters the game for K. Irving
1:48.0,,,87-103,,T. Thompson misses 2-pt shot from 13 ft
1:47.0,Defensive rebound by J. Stokes,,87-103,,
1:34.0,K. Koufos misses 2-pt shot from 6 ft,,87-103,,
1:32.0,Offensive rebound by J. Stokes,,87-103,,
1:29.0,J. Stokes misses 2-pt shot from 1 ft,,87-103,,
1:25.0,,,87-103,,Defensive rebound by J. Harris
1:23.0,,,87-103,,Turnover by D. Waiters (bad pass; steal by J. Stokes)
1:18.0,J. Adams makes 2-pt shot at rim (assist by N. Calathes),2,89-103,,
0:58.0,,,89-105,2,M. Dellavedova makes 2-pt shot from 6 ft
0:47.0,J. Stokes misses 2-pt shot from 2 ft (block by S. Marion),,89-105,,
0:45.0,Offensive rebound by J. Stokes,,89-105,,
0:43.0,J. Stokes misses 2-pt shot from 2 ft,,89-105,,
0:42.0,,,89-105,,Defensive rebound by T. Thompson
0:21.0,,,89-105,,D. Waiters misses 3-pt shot from 25 ft
0:20.0,Defensive rebound by J. Stokes,,89-105,,
0:16.0,J. Adams makes 2-pt shot at rim (assist by J. Stokes),2,91-105,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
